English Word	Valence	Arousal	Dominance	Irish Word
analytic	0.665	0.521	0.634	anailíseach
analytical	0.625	0.324	0.800	anailíseach
analyze	0.667	0.462	0.710	anailís a dhéanamh
analyzer	0.625	0.556	0.854	anailíseoir
anaphylactic	0.378	0.588	0.500	anaifiolachtach
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	anarchy
anastomosis	0.375	0.470	0.490	anastomóis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatamaíocha
anatomy	0.562	0.390	0.571	anatamaíocht
ancestor	0.592	0.388	0.594	sinsear
ancestral	0.640	0.481	0.750	sinsir
ancestry	0.708	0.519	0.717	shinsearacht
anchor	0.520	0.284	0.564	ancaire
anchorage	0.500	0.325	0.639	ancaireacht
ancient	0.420	0.217	0.439	ársa
ancillary	0.449	0.442	0.278	coimhdeach
androgen	0.255	0.523	0.527	androgain
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	scéala
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anemic
anemone	0.552	0.538	0.327	anemóin
anesthesia	0.365	0.216	0.394	ainéistéise
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	ainéistéiseach
aneurysm	0.115	0.690	0.536	ainéaras
anew	0.771	0.358	0.385	as an nua
angel	0.906	0.158	0.704	aingeal
angelic	0.927	0.298	0.668	aingil
anger	0.167	0.865	0.657	fearg
angered	0.010	0.860	0.547	fearg
angermanagement	0.260	0.632	0.482	bainistiocht feirge
angina	0.230	0.630	0.464	aingíne
angiogram	0.347	0.520	0.465	angagram
angiography	0.378	0.536	0.520	angagrafaíochta
angle	0.541	0.330	0.455	uillinn
angling	0.625	0.408	0.500	slatiascaireacht
angora	0.529	0.425	0.405	angóra
angriest	0.094	0.892	0.430	feargach
angry	0.122	0.830	0.604	feargach
angrytweet	0.265	0.644	0.471	feargachtweet
angst	0.167	0.888	0.333	fearg
anguish	0.153	0.792	0.265	anachain
anguished	0.135	0.720	0.307	cráite
angular	0.449	0.281	0.444	uilleach
anhydrous	0.456	0.365	0.355	ainhidriúil
animal	0.521	0.510	0.513	ainmhí
animate	0.827	0.755	0.635	beocht
animated	0.823	0.676	0.538	beoite
animation	0.888	0.750	0.549	beochan
animosity	0.510	0.724	0.545	aimhreas
animus	0.698	0.676	0.466	anamus
ankle	0.500	0.274	0.234	rúitín
anklet	0.410	0.276	0.302	anklet
annals	0.427	0.610	0.424	annála
annex	0.594	0.350	0.458	iarscríbhinn
annexation	0.342	0.500	0.555	iarscríbhinn
annexe	0.584	0.350	0.392	iarscríbhinn
annihilate	0.115	0.918	0.681	díothú
annihilated	0.080	0.760	0.324	díothaithe
annihilation	0.041	0.800	0.591	díothú
anniversary	0.880	0.770	0.723	comóradh
annotate	0.592	0.469	0.441	anótáil
annotation	0.604	0.470	0.619	nóta
announce	0.694	0.618	0.611	fhógairt
announcement	0.729	0.491	0.482	fógra
announcer	0.602	0.570	0.732	fógróir
annoy	0.094	0.765	0.286	cur as do
annoyance	0.167	0.718	0.342	anachain
annoyed	0.104	0.783	0.345	ar buile
annoyin	0.260	0.573	0.352	annoyin
annoying	0.082	0.853	0.348	annoying
annoys	0.146	0.778	0.435	ag cur as do
annual	0.552	0.236	0.500	bliantúil
annuity	0.521	0.304	0.527	blianacht
annul	0.250	0.448	0.364	neamhniú
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	neamhniú
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	ungadh
anointing	0.653	0.350	0.547	ungadh
anomalous	0.281	0.480	0.423	aimhrialta
anomaly	0.188	0.538	0.404	aimhrialtacht
anon	0.479	0.354	0.298	anonn
anonymity	0.469	0.255	0.430	anaithnideacht
anonymous	0.396	0.291	0.431	gan ainm
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	freagra
answerable	0.708	0.481	0.750	freagrach
answering	0.684	0.500	0.607	ag freagairt
ant	0.448	0.216	0.216	seangÚn
antagonism	0.224	0.618	0.524	antagonism
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	freasúla
antagonize	0.143	0.663	0.629	antagonize
ante	0.448	0.320	0.417	roimh
antecedent	0.427	0.551	0.566	roimhe
antelope	0.542	0.510	0.500	antalóp
antenna	0.521	0.327	0.358	aeróg
anterior	0.510	0.245	0.362	roimhe
anthem	0.780	0.343	0.729	amhrán
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	díolaim
anthrax	0.188	0.730	0.500	antrax
anthropological	0.367	0.390	0.490	antraipeolaíoch
anthropologist	0.551	0.385	0.725	antraipeolaí
anthropology	0.490	0.367	0.582	antraipeolaíocht
anti	0.365	0.412	0.384	frith
antiaircraft	0.330	0.622	0.629	frithaerárthach
antibiotic	0.510	0.373	0.658	antaibheathach
antibiotics	0.448	0.406	0.557	antaibheathaigh
antichrist	0.082	0.837	0.544	frithchríost
anticipate	0.622	0.469	0.667	réamh-mheas
anticipation	0.698	0.539	0.711	oirchill
anticipatory	0.653	0.551	0.682	oirchilleach
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	frithcheann
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antamón
antipathy	0.198	0.549	0.393	antipathy
antiquarian	0.500	0.233	0.426	seanda
antiquated	0.420	0.392	0.236	ársa
antique	0.634	0.290	0.518	seandacht
antiques	0.540	0.370	0.595	seandachtaí
antiquity	0.385	0.333	0.556	ársaíocht
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	frithshóisialta
antithesis	0.396	0.412	0.536	friththesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	frithvíreasach
antler	0.448	0.470	0.500	beanna
antsy	0.449	0.558	0.417	seang
anus	0.347	0.644	0.350	anas
anvil	0.380	0.510	0.604	inneoin
anxiety	0.146	0.865	0.342	imní
anxietyattack	0.150	0.925	0.446	ionsaí imní
anxious	0.281	0.875	0.434	imníoch
anxiousness	0.235	0.814	0.282	imní
anytime	0.625	0.461	0.436	am ar bith
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortach
apace	0.536	0.500	0.536	luas
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	árasán
apartments	0.704	0.337	0.443	árasáin
apathetic	0.188	0.292	0.333	apathetic
apathy	0.184	0.212	0.204	apathy
ape	0.548	0.389	0.336	géige
aperture	0.612	0.450	0.667	cró
apex	0.570	0.433	0.418	apics
aphid	0.388	0.473	0.407	aifidí
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	píosa
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apacailipsis
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	leithscéalach
apologist	0.406	0.429	0.526	leithscéal
apologize	0.551	0.378	0.389	leithscéal a ghabháil
apology	0.571	0.346	0.402	leithscéal
apostasy	0.388	0.520	0.517	apostasy
apostate	0.342	0.500	0.528	apostate
apostle	0.646	0.347	0.732	aspal
apostolic	0.592	0.300	0.717	aspalda
apostrophe	0.469	0.368	0.537	aspail
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	uafás
appalling	0.160	0.827	0.415	uafásach
apparatus	0.375	0.353	0.377	gaireas
apparel	0.698	0.435	0.453	éadaigh
apparent	0.473	0.383	0.398	dealraitheach
apparently	0.531	0.410	0.426	de réir dealraimh
apparition	0.406	0.573	0.636	dealramh
appeal	0.663	0.598	0.558	achomharc
appear	0.735	0.506	0.567	Nocht
appearance	0.669	0.490	0.534	cuma
appease	0.633	0.278	0.434	suairceas
appellant	0.327	0.588	0.568	achomharcóir
append	0.573	0.464	0.453	cuir i gceangal
appendage	0.229	0.382	0.438	aguisín
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	aguisín
appetite	0.704	0.637	0.581	goile
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	blasta
applaud	0.865	0.824	0.464	bualadh bos
applause	0.953	0.857	0.621	bualadh bos
apple	0.811	0.300	0.264	úll
apple juice	0.765	0.204	0.294	sú úll
applejack	0.604	0.431	0.473	úlljack
applesauce	0.750	0.167	0.291	úlla
appliance	0.582	0.453	0.538	fearas
appliances	0.594	0.394	0.567	fearais
applicability	0.677	0.490	0.741	infheidhmeacht
applicable	0.469	0.430	0.667	infheidhme
applicant	0.612	0.558	0.688	iarrthóir
application	0.646	0.445	0.726	iarratas
apply	0.612	0.321	0.667	iarratas a dhéanamh
appoint	0.565	0.330	0.509	cheapadh
appointment	0.688	0.594	0.547	coinne
appointments	0.745	0.677	0.625	coinní
apportion	0.677	0.490	0.638	cionroinnt
apportionment	0.552	0.481	0.453	cionroinnt
appraisal	0.417	0.667	0.682	breithmheas
appraise	0.677	0.490	0.696	breithmheas
appreciable	0.873	0.491	0.778	suntasach
appreciate	0.885	0.422	0.741	meas
appreciated	0.910	0.434	0.779	meas
appreciates	0.765	0.500	0.656	meas
appreciation	0.917	0.529	0.588	meas
appreciative	0.857	0.380	0.654	buíoch
apprehend	0.521	0.624	0.696	ghabháil
apprehension	0.385	0.720	0.454	imní
apprehensive	0.406	0.592	0.431	eaglach
apprentice	0.615	0.413	0.452	printíseach
apprenticeship	0.812	0.482	0.643	printíseacht
approach	0.612	0.392	0.610	chuige
approaching	0.740	0.557	0.491	ag druidim
approbate	0.646	0.590	0.860	leith
approbation	0.792	0.529	0.774	ceadú
appropriate	0.833	0.368	0.759	cuí
appropriation	0.510	0.632	0.717	leithreasú
approval	0.854	0.460	0.889	ceadú
approve	0.875	0.548	0.741	cheadú
approved	0.833	0.349	0.698	ceadaithe
approvement	0.880	0.625	0.780	faomhadh
approving	0.917	0.583	0.773	ag ceadú
approximate	0.551	0.560	0.520	thart
approximately	0.622	0.396	0.538	thart
approximating	0.583	0.615	0.471	ag comhfhogasú
approximation	0.582	0.402	0.593	comhfhogasú
appurtenances	0.573	0.412	0.547	comhghabhálais
apricot	0.708	0.320	0.278	aibreog
apron	0.582	0.208	0.245	naprún
apt	0.582	0.418	0.382	oiriúnach
aptitude	0.750	0.471	0.746	inniúlacht
aqua	0.656	0.292	0.359	uisce
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	uisceadán
aquatic	0.677	0.510	0.463	uisceach
aqueduct	0.551	0.411	0.534	uiscerian
aqueous	0.429	0.270	0.310	uiscí
arable	0.510	0.350	0.465	arúil
arbiter	0.561	0.537	0.814	eadránaí
arbitrary	0.281	0.702	0.686	treallach
arbitrate	0.470	0.620	0.682	eadrána
arbitration	0.587	0.602	0.670	Eadrána
arbitrator	0.385	0.448	0.795	eadránaí
arbor	0.583	0.490	0.591	crann
arc	0.552	0.388	0.396	stua
arcade	0.676	0.521	0.502	stuara
arcane	0.500	0.490	0.637	stuacach
arch	0.500	0.354	0.468	áirse
archaeological	0.740	0.441	0.660	seandálaíochta
archaeologist	0.552	0.451	0.706	seandálaí
archaeology	0.596	0.358	0.691	seandálaíocht
archaic	0.271	0.327	0.332	ársa
archangel	0.837	0.500	0.708	archangel
archbishop	0.622	0.280	0.776	ardeaspag
archdiocese	0.400	0.321	0.704	ard-deoise
archduke	0.458	0.413	0.634	áirdiúc
arched	0.582	0.403	0.398	droimneach
archer	0.573	0.622	0.661	saighdeoir
archery	0.594	0.604	0.589	boghdóireacht
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	oileánra
architect	0.776	0.442	0.836	ailtire
architectural	0.729	0.390	0.670	ailtireachta
architecture	0.820	0.390	0.694	ailtireacht
archive	0.438	0.294	0.527	chartlann
arctic	0.615	0.352	0.546	artach
ardent	0.694	0.873	0.722	arda
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	dian
area	0.490	0.306	0.464	cheantar
arena	0.510	0.235	0.404	réimse
areola	0.417	0.396	0.381	áile
areyoukidding	0.429	0.633	0.400	ag magadh atá tú
areyoukiddingme	0.365	0.635	0.375	an bhfuil tú ag mágadh fúm
argent	0.594	0.418	0.472	airgint
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhh
argue	0.093	0.798	0.525	argóint
argument	0.510	0.464	0.698	argóint
argumentation	0.479	0.549	0.760	argóint
argumentative	0.450	0.531	0.679	argóinteach
arguments	0.541	0.602	0.657	argóintí
arid	0.323	0.333	0.379	arid
arise	0.750	0.582	0.725	eirigh
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	uimhríochtúil
ark	0.396	0.427	0.543	áirc
arm	0.552	0.285	0.469	lámh
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armáil
armaments	0.192	0.839	0.830	airm
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	cathaoireach
armed	0.188	0.750	0.808	armtha
armor	0.469	0.625	0.784	armúr
armored	0.469	0.509	0.861	armúrtha
armory	0.448	0.663	0.800	armúrtha
armpit	0.283	0.439	0.250	poll ascaille
arms	0.464	0.395	0.483	airm
army	0.417	0.759	0.902	arm
aroma	0.823	0.235	0.442	cumhra
aromatherapy	0.847	0.220	0.473	cumhartheiripe
arousal	0.791	0.943	0.731	arousal
arouse	0.740	0.491	0.580	dúisigh
aroused	0.708	0.952	0.667	aroused
arraignment	0.406	0.837	0.534	socrú
arrange	0.740	0.490	0.571	socrú
arranged	0.698	0.531	0.728	socraithe
arrangement	0.625	0.382	0.683	socrú
array	0.521	0.396	0.568	eagar
arrears	0.286	0.485	0.302	riaráistí
arrest	0.146	0.951	0.500	gabháil
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	teachta
arrive	0.837	0.406	0.585	teacht
arrogance	0.143	0.750	0.620	arrogance
arrogant	0.115	0.755	0.580	sotalach
arrow	0.439	0.390	0.454	saighead
arsehole	0.276	0.598	0.433	tollta
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	Arsenal
arsenic	0.281	0.472	0.447	arsanaic
arson	0.133	0.904	0.567	coirloscadh
arsonist	0.348	0.840	0.500	coirloscadh
art	0.812	0.360	0.603	ealaín
arterial	0.396	0.510	0.583	artaireach
artery	0.396	0.580	0.537	artaire
artful	0.771	0.608	0.778	ealaíonta
arthritis	0.110	0.518	0.345	airtríteas
arthropod	0.344	0.464	0.434	artrapóid
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	alt
articles	0.552	0.324	0.565	ailt
articulate	0.677	0.462	0.618	chur in iúl
articulation	0.479	0.480	0.591	cur in iúl
artifact	0.510	0.500	0.566	déantán
artifice	0.316	0.696	0.482	ealaín
artificial	0.306	0.385	0.351	saorga
artillery	0.350	0.912	0.794	airtléire
artisan	0.781	0.330	0.411	ceardaí
artist	0.802	0.442	0.732	ealaíontóir
artiste	0.844	0.512	0.565	ealaíontóir
artistic	0.802	0.646	0.632	ealaíonta
artistry	0.823	0.346	0.769	ealaín
artists	0.796	0.667	0.741	ealaíontóirí
artwork	0.896	0.368	0.679	saothar ealaíne
arty	0.490	0.422	0.388	ealaíne
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	aispeiste
ascend	0.830	0.620	0.812	dul suas
ascendancy	0.724	0.625	0.700	sinsear
ascendant	0.656	0.673	0.821	sinsear
ascending	0.826	0.644	0.777	ag dul suas
ascension	0.765	0.720	0.714	ascension
ascent	0.755	0.627	0.833	ascent
ascertain	0.560	0.530	0.625	fhionnadh
ascertained	0.531	0.529	0.616	fhionnadh
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	fuinseog
ashamed	0.156	0.588	0.228	náire
ashes	0.327	0.279	0.142	luaithreach
ashtray	0.406	0.382	0.265	luaithreadán
asinine	0.429	0.472	0.433	asinín
ask	0.531	0.440	0.459	fiafraigh
asleeep	0.490	0.210	0.322	ina chodladh
asleep	0.604	0.100	0.270	ina chodladh
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspairtéim
aspect	0.479	0.469	0.588	gné
aspects	0.439	0.480	0.565	gnéithe
aspen	0.479	0.280	0.395	Crann Creathach
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfaicse
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	séimhiú
aspire	0.812	0.469	0.722	aspal
aspirin	0.479	0.271	0.422	aspairín
aspiring	0.844	0.582	0.604	aspiring
ass	0.323	0.750	0.345	asal
assail	0.378	0.510	0.500	assail
assailant	0.184	0.868	0.602	ionsaitheoir
assassin	0.073	0.933	0.632	assassin
assassinate	0.051	0.969	0.722	feallmhar
assassination	0.083	0.941	0.525	feallmharú
assault	0.167	0.848	0.550	ionsaí
assay	0.633	0.559	0.594	measúnacht
assemblage	0.429	0.452	0.600	comhthionól
assemble	0.542	0.570	0.750	tionóil
assembled	0.663	0.450	0.644	chéile
assembly	0.698	0.500	0.640	tionól
assemblyman	0.430	0.538	0.760	fear tionóil
assent	0.615	0.515	0.719	aontú
assert	0.750	0.619	0.809	dearbhú
asserting	0.694	0.531	0.736	ag dearbhú
assertion	0.740	0.442	0.750	dearbhú
assertive	0.719	0.412	0.770	treallúsach
assess	0.698	0.500	0.623	measúnú
assessment	0.750	0.623	0.658	measúnú
assessor	0.551	0.538	0.764	measúnóir
asset	0.797	0.765	0.788	sócmhainn
assets	0.667	0.613	0.765	sócmhainní
asshole	0.133	0.582	0.263	asshole
assign	0.622	0.417	0.709	sannadh
assignee	0.510	0.462	0.510	sannaí
assignment	0.483	0.398	0.745	sannadh
assimilate	0.559	0.391	0.683	comhshamhlú
assimilation	0.429	0.378	0.463	comhshamhlú
assist	0.833	0.435	0.629	cabhrú
assistance	0.656	0.519	0.633	cúnamh
assistant	0.625	0.390	0.536	cúntóir
associate	0.812	0.409	0.625	chomhlachú
association	0.745	0.500	0.817	Comhlachas
assorted	0.602	0.460	0.472	assorted
assortment	0.694	0.360	0.526	assortment
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	glacadh leis
assumed	0.612	0.247	0.454	glacadh leis
assuming	0.740	0.390	0.526	ag glacadh leis
assumption	0.479	0.431	0.417	toimhde
assurance	0.675	0.442	0.704	dearbhaithe
assure	0.910	0.460	0.839	chinntiú
assured	0.878	0.327	0.754	cinnte
assuredly	0.786	0.396	0.833	cinnte
asterisk	0.541	0.288	0.273	réiltín
asteroid	0.430	0.721	0.623	astaróideach
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asmaiteach
astigmatism	0.214	0.490	0.429	astigmatachas
astonish	0.786	0.845	0.658	ionadh
astonished	0.510	0.775	0.574	ionadh
astonishing	0.844	0.802	0.821	ionadh
astonishingly	0.827	0.898	0.773	go hiontas
astonishment	0.680	0.718	0.519	ionadh
astound	0.729	0.675	0.474	astoigh
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	seachrán
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	réalteolaí
astrology	0.635	0.340	0.500	réalteolaíocht
astronaut	0.792	0.601	0.761	spásaire
astronomer	0.750	0.509	0.735	réalteolaí
astronomical	0.600	0.632	0.726	réalteolaíoch
astronomy	0.613	0.474	0.722	réalteolaíocht
astute	0.776	0.658	0.827	géarchúiseach
asunder	0.208	0.442	0.259	asunder
asylum	0.407	0.330	0.445	tearmann
asymmetric	0.580	0.343	0.465	neamhshiméadrach
asymmetry	0.476	0.373	0.527	neamhshiméadracht
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	atheism
atheistic	0.373	0.481	0.466	aindiachaí
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	lúthchleasaí
athletic	0.857	0.798	0.708	lúthchleasa
athleticism	0.750	0.863	0.778	lúthchleasaíocht
athletics	0.831	0.691	0.740	lúthchleasaíocht
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmaisféar
atmospheric	0.531	0.420	0.594	atmaisféir
atoll	0.480	0.408	0.472	atall
atom	0.510	0.500	0.433	adamh
atomic	0.327	0.817	0.713	adamhach
atone	0.418	0.673	0.411	atóin
atonement	0.550	0.602	0.683	atonement
atpeace	0.724	0.298	0.519	suaimhneas
atrium	0.469	0.365	0.473	aitriam
atrocious	0.073	0.811	0.445	uafásach
atrocity	0.115	0.844	0.593	achrann
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	gabháil
attached	0.562	0.350	0.439	ceangailte
attachment	0.570	0.343	0.500	ceangaltán
attack	0.286	0.948	0.670	ionsaí
attacker	0.185	0.962	0.629	ionsaitheoir
attacking	0.276	0.837	0.642	ionsaí
attain	0.806	0.510	0.719	bhaint amach
attainable	0.760	0.500	0.759	insroichte
attainment	0.830	0.520	0.940	gnóthachtáil
attempt	0.625	0.491	0.431	iarracht
attempted	0.594	0.580	0.567	iarracht
attend	0.650	0.420	0.625	freastal
attendance	0.812	0.500	0.592	tinreamh
attendant	0.580	0.365	0.519	comhghafach
attention	0.740	0.599	0.774	aird
attentionseeker	0.367	0.745	0.457	cuardaitheoir aire
attentionseekers	0.531	0.673	0.500	cuardaitheoirí aire
attentive	0.812	0.520	0.724	aireach
attenuate	0.408	0.302	0.429	maolaigh
attenuated	0.449	0.280	0.298	maolaithe
attenuation	0.458	0.363	0.464	caolú
attest	0.439	0.710	0.685	fianu
attestation	0.234	0.635	0.500	fianu
attic	0.521	0.259	0.377	áiléir
attire	0.742	0.388	0.483	feisteas
attitude	0.760	0.644	0.861	dearcadh
attorney	0.600	0.594	0.754	aturnae
attract	0.796	0.663	0.769	mhealladh
attraction	0.906	0.774	0.712	mhealladh
attractive	0.906	0.630	0.769	tarraingteach
attractiveness	0.938	0.667	0.755	tarraingteacht
attributable	0.704	0.430	0.527	inchurtha
attribute	0.781	0.439	0.795	tréith
attribution	0.646	0.467	0.658	sannadh
attrition	0.229	0.540	0.259	atriall
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	ceant
auctioneer	0.542	0.732	0.716	ceantálaí
audacious	0.740	0.875	0.825	stuama
audacity	0.760	0.755	0.916	audacity
audible	0.673	0.370	0.462	inchloiste
audience	0.698	0.610	0.613	lucht féachana
audio	0.709	0.425	0.370	fuaime
audit	0.375	0.562	0.735	iniúchadh
audition	0.750	0.685	0.615	éisteacht
auditions	0.740	0.765	0.596	éisteachtaí
auditor	0.582	0.571	0.726	iniúchóir
auditorium	0.529	0.490	0.538	halla éisteachta
auditory	0.531	0.481	0.570	cloisteála
aught	0.418	0.135	0.217	acht
augment	0.650	0.683	0.645	cur leis
augmentation	0.714	0.613	0.850	méadú
august	0.652	0.292	0.462	Lúnasa
aunt	0.667	0.291	0.420	aintín
auntie	0.643	0.275	0.447	aintín
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	choimirce
auspicious	0.562	0.635	0.669	ionmholta
austere	0.500	0.390	0.422	déine
austerity	0.438	0.406	0.534	déine
authentic	0.885	0.510	0.782	barántúla
authenticate	0.833	0.480	0.789	fíordheimhnigh
authentication	0.724	0.491	0.750	fíordheimhnithe
authenticity	0.670	0.548	0.845	barántúlacht
author	0.775	0.343	0.749	údar
authoritative	0.636	0.520	0.890	údarásach
authority	0.592	0.592	0.934	údarás
authorization	0.521	0.567	0.817	údarú
authorize	0.772	0.596	0.821	údarú
authorized	0.760	0.458	0.815	údaraithe
authorship	0.667	0.635	0.773	údar
autism	0.235	0.500	0.447	uathachas
autistic	0.367	0.337	0.404	uathachasach
auto	0.571	0.569	0.500	gluaisteán
autobiographical	0.909	0.462	0.582	dírbheathaisnéiseach
autobiography	0.735	0.284	0.629	dírbheathaisnéis
autocorrect	0.551	0.439	0.616	uathcheart
autocratic	0.542	0.577	0.727	uathlathach
autograph	0.735	0.565	0.473	uathghraf
autographed	0.781	0.620	0.625	autographed
automated	0.578	0.402	0.632	uathoibrithe
automatic	0.562	0.433	0.664	uathoibríoch
automobile	0.753	0.625	0.534	gluaisteán
automotive	0.656	0.520	0.577	feithicleach
autonomy	0.781	0.349	0.891	neamhspleáchas
autopilot	0.594	0.462	0.632	uathphíolóta
autopsy	0.252	0.650	0.538	uathóipse
autumn	0.765	0.204	0.450	fómhar
auxiliary	0.622	0.471	0.509	cúnta
avail	0.800	0.430	0.603	leas a bhaint as
availability	0.796	0.544	0.600	infhaighteacht
