English Word	Valence	Arousal	Dominance	Filipino Word
analytic	0.665	0.521	0.634	analitiko
analytical	0.625	0.324	0.800	analitikal
analyze	0.667	0.462	0.710	pag-aralan
analyzer	0.625	0.556	0.854	analisador
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarkismo
anarchist	0.204	0.700	0.759	anarkista
anarchy	0.146	0.755	0.620	anarkiya
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomiko
anatomy	0.562	0.390	0.571	anatomy
ancestor	0.592	0.388	0.594	ninuno
ancestral	0.640	0.481	0.750	ninuno
ancestry	0.708	0.519	0.717	ninuno
anchor	0.520	0.284	0.564	anchor
anchorage	0.500	0.325	0.639	anchorage
ancient	0.420	0.217	0.439	sinaunang
ancillary	0.449	0.442	0.278	pantulong
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdota
anemia	0.188	0.327	0.310	anemya
anemic	0.167	0.279	0.155	anemic
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	kawalan ng pakiramdam
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	pampamanhid
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	panibago
angel	0.906	0.158	0.704	anghel
angelic	0.927	0.298	0.668	mala-anghel
anger	0.167	0.865	0.657	galit
angered	0.010	0.860	0.547	nagagalit
angermanagement	0.260	0.632	0.482	pamamahala ng galit
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	anggulo
angling	0.625	0.408	0.500	pangingisda
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	pinaka galit
angry	0.122	0.830	0.604	galit
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	paghihirap
anguished	0.135	0.720	0.307	nagdadalamhati
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	walang tubig
animal	0.521	0.510	0.513	hayop
animate	0.827	0.755	0.635	buhayin
animated	0.823	0.676	0.538	animated
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	poot
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	bukong-bukong
anklet	0.410	0.276	0.302	anklet
annals	0.427	0.610	0.424	mga talaan
annex	0.594	0.350	0.458	annex
annexation	0.342	0.500	0.555	pagsasanib
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	lipulin
annihilated	0.080	0.760	0.324	nilipol
annihilation	0.041	0.800	0.591	pagkalipol
anniversary	0.880	0.770	0.723	anibersaryo
annotate	0.592	0.469	0.441	mag-annotate
annotation	0.604	0.470	0.619	anotasyon
announce	0.694	0.618	0.611	ipahayag
announcement	0.729	0.491	0.482	anunsyo
announcer	0.602	0.570	0.732	tagapagbalita
annoy	0.094	0.765	0.286	inisin
annoyance	0.167	0.718	0.342	inis
annoyed	0.104	0.783	0.345	inis
annoyin	0.260	0.573	0.352	nakakainis
annoying	0.082	0.853	0.348	nakakainis
annoys	0.146	0.778	0.435	nakakainis
annual	0.552	0.236	0.500	taunang
annuity	0.521	0.304	0.527	annuity
annul	0.250	0.448	0.364	magpawalang-bisa
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	annulment
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	pinahiran
anointing	0.653	0.350	0.547	pagpapahid
anomalous	0.281	0.480	0.423	maanomalya
anomaly	0.188	0.538	0.404	anomalya
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonymity
anonymous	0.396	0.291	0.431	anonymous
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	sagot
answerable	0.708	0.481	0.750	masasagot
answering	0.684	0.500	0.607	sumasagot
ant	0.448	0.216	0.216	langgam
antagonism	0.224	0.618	0.524	antagonismo
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistic
antagonize	0.143	0.663	0.629	magkaaway
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	nauna
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	nauuna
anthem	0.780	0.343	0.729	awit
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	antolohiya
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	antropolohikal
anthropologist	0.551	0.385	0.725	antropologo
anthropology	0.490	0.367	0.582	antropolohiya
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	antibiotic
antibiotics	0.448	0.406	0.557	antibiotics
antichrist	0.082	0.837	0.544	antikristo
anticipate	0.622	0.469	0.667	asahan
anticipation	0.698	0.539	0.711	pag-asa
anticipatory	0.653	0.551	0.682	anticipatory
antics	0.448	0.740	0.236	mga kalokohan
antidote	0.541	0.490	0.629	panlunas
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	antipatiya
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	lipas na
antique	0.634	0.290	0.518	antigo
antiques	0.540	0.370	0.595	mga antigo
antiquity	0.385	0.333	0.556	sinaunang panahon
antiseptic	0.438	0.370	0.623	antiseptiko
antisocial	0.146	0.686	0.391	antisosyal
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	sungay
antsy	0.449	0.558	0.417	baliw
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	palihan
anxiety	0.146	0.865	0.342	pagkabalisa
anxietyattack	0.150	0.925	0.446	anxietyattack
anxious	0.281	0.875	0.434	balisa
anxiousness	0.235	0.814	0.282	pagkabalisa
anytime	0.625	0.461	0.436	kahit kailan
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	mabilis
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartment
apartments	0.704	0.337	0.443	mga apartment
apathetic	0.188	0.292	0.333	walang pakialam
apathy	0.184	0.212	0.204	kawalang-interes
ape	0.548	0.389	0.336	unggoy
aperture	0.612	0.450	0.667	siwang
apex	0.570	0.433	0.418	tuktok
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aprodisyak
apiece	0.439	0.259	0.383	isang piraso
aplomb	0.500	0.509	0.582	masigla
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	humihingi ng tawad
apologist	0.406	0.429	0.526	apologist
apologize	0.551	0.378	0.389	humingi ng tawad
apology	0.571	0.346	0.402	paghingi ng tawad
apostasy	0.388	0.520	0.517	apostasiya
apostate	0.342	0.500	0.528	tumalikod
apostle	0.646	0.347	0.732	apostol
apostolic	0.592	0.300	0.717	apostoliko
apostrophe	0.469	0.368	0.537	kudlit
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	nabigla
appalling	0.160	0.827	0.415	kakila-kilabot
apparatus	0.375	0.353	0.377	kagamitan
apparel	0.698	0.435	0.453	damit
apparent	0.473	0.383	0.398	maliwanag
apparently	0.531	0.410	0.426	parang
apparition	0.406	0.573	0.636	aparisyon
appeal	0.663	0.598	0.558	apela
appear	0.735	0.506	0.567	lumitaw
appearance	0.669	0.490	0.534	hitsura
appease	0.633	0.278	0.434	huminahon
appellant	0.327	0.588	0.568	nag-apela
append	0.573	0.464	0.453	dugtungan
appendage	0.229	0.382	0.438	dugtungan
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	apendisitis
appendix	0.365	0.387	0.425	apendiks
appetite	0.704	0.637	0.581	gana
appetizer	0.755	0.560	0.406	pampagana
appetizing	0.806	0.657	0.688	katakam-takam
applaud	0.865	0.824	0.464	palakpakan
applause	0.953	0.857	0.621	palakpakan
apple	0.811	0.300	0.264	mansanas
apple juice	0.765	0.204	0.294	katas ng mansanas
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	sarsa ng mansanas
appliance	0.582	0.453	0.538	kasangkapan
appliances	0.594	0.394	0.567	mga kagamitan
applicability	0.677	0.490	0.741	kakayahang magamit
applicable	0.469	0.430	0.667	naaangkop
applicant	0.612	0.558	0.688	aplikante
application	0.646	0.445	0.726	aplikasyon
apply	0.612	0.321	0.667	mag-apply
appoint	0.565	0.330	0.509	humirang
appointment	0.688	0.594	0.547	appointment
appointments	0.745	0.677	0.625	mga appointment
apportion	0.677	0.490	0.638	paghahati-hati
apportionment	0.552	0.481	0.453	paghahati-hati
appraisal	0.417	0.667	0.682	pagtatasa
appraise	0.677	0.490	0.696	magpahalaga
appreciable	0.873	0.491	0.778	kapansin-pansin
appreciate	0.885	0.422	0.741	magpahalaga
appreciated	0.910	0.434	0.779	pinahahalagahan
appreciates	0.765	0.500	0.656	pinahahalagahan
appreciation	0.917	0.529	0.588	pagpapahalaga
appreciative	0.857	0.380	0.654	nagpapahalaga
apprehend	0.521	0.624	0.696	hulihin
apprehension	0.385	0.720	0.454	pangamba
apprehensive	0.406	0.592	0.431	nangangamba
apprentice	0.615	0.413	0.452	baguhan
apprenticeship	0.812	0.482	0.643	apprenticeship
approach	0.612	0.392	0.610	lapitan
approaching	0.740	0.557	0.491	papalapit
approbate	0.646	0.590	0.860	sumasang-ayon
approbation	0.792	0.529	0.774	pagsang-ayon
appropriate	0.833	0.368	0.759	angkop
appropriation	0.510	0.632	0.717	paglalaan
approval	0.854	0.460	0.889	pag-apruba
approve	0.875	0.548	0.741	aprubahan
approved	0.833	0.349	0.698	naaprubahan
approvement	0.880	0.625	0.780	pag sang-ayon
approving	0.917	0.583	0.773	pag-apruba
approximate	0.551	0.560	0.520	tinatayang
approximately	0.622	0.396	0.538	humigit-kumulang
approximating	0.583	0.615	0.471	tinatantiya
approximation	0.582	0.402	0.593	pagtatantya
appurtenances	0.573	0.412	0.547	mga kagamitan
apricot	0.708	0.320	0.278	aprikot
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	kakayahan
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	akwaryum
aquatic	0.677	0.510	0.463	pantubig
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	may tubig
arable	0.510	0.350	0.465	maaararo
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	arbitraryo
arbitrate	0.470	0.620	0.682	arbitrate
arbitration	0.587	0.602	0.670	arbitrasyon
arbitrator	0.385	0.448	0.795	tagapamagitan
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arko
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arko
archaeological	0.740	0.441	0.660	arkeolohiko
archaeologist	0.552	0.451	0.706	arkeologo
archaeology	0.596	0.358	0.691	arkeolohiya
archaic	0.271	0.327	0.332	lipas na
archangel	0.837	0.500	0.708	arkanghel
archbishop	0.622	0.280	0.776	arsobispo
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	nakaarko
archer	0.573	0.622	0.661	mamamana
archery	0.594	0.604	0.589	pamamana
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	kapuluan
architect	0.776	0.442	0.836	arkitekto
architectural	0.729	0.390	0.670	arkitektura
architecture	0.820	0.390	0.694	arkitektura
archive	0.438	0.294	0.527	archive
arctic	0.615	0.352	0.546	arctic
ardent	0.694	0.873	0.722	masigasig
ardor	0.500	0.780	0.538	sigasig
arduous	0.344	0.783	0.605	mahirap
area	0.490	0.306	0.464	lugar
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	nagbibiro ka ba
areyoukiddingme	0.365	0.635	0.375	niloloko mo ba ako
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	makipagtalo
argument	0.510	0.464	0.698	argumento
argumentation	0.479	0.549	0.760	pagtatalo
argumentative	0.450	0.531	0.679	argumentative
arguments	0.541	0.602	0.657	mga argumento
arid	0.323	0.333	0.379	tigang
arise	0.750	0.582	0.725	manggaling
aristocracy	0.688	0.549	0.842	aristokrasya
aristocrat	0.583	0.413	0.811	aristokrata
aristocratic	0.449	0.519	0.676	maharlika
arithmetic	0.453	0.460	0.634	aritmetika
ark	0.396	0.427	0.543	arka
arm	0.552	0.285	0.469	braso
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armament
armaments	0.192	0.839	0.830	mga armas
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	silyon
armed	0.188	0.750	0.808	armado
armor	0.469	0.625	0.784	baluti
armored	0.469	0.509	0.861	nakabaluti
armory	0.448	0.663	0.800	taguan ng mga armas
armpit	0.283	0.439	0.250	kilikili
arms	0.464	0.395	0.483	mga armas
army	0.417	0.759	0.902	hukbo
aroma	0.823	0.235	0.442	bango
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	pagpukaw
arouse	0.740	0.491	0.580	pukawin
aroused	0.708	0.952	0.667	napukaw
arraignment	0.406	0.837	0.534	arraignment
arrange	0.740	0.490	0.571	ayusin
arranged	0.698	0.531	0.728	nakaayos
arrangement	0.625	0.382	0.683	Pagkakaayos
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	atraso
arrest	0.146	0.951	0.500	pag-aresto
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	pagdating
arrive	0.837	0.406	0.585	dumating
arrogance	0.143	0.750	0.620	kayabangan
arrogant	0.115	0.755	0.580	mayabang
arrow	0.439	0.390	0.454	palaso
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	mga arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	panununog
arsonist	0.348	0.840	0.500	arsonista
art	0.812	0.360	0.603	sining
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	arterya
artful	0.771	0.608	0.778	maarte
arthritis	0.110	0.518	0.345	sakit sa buto
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	artikulo
articles	0.552	0.324	0.565	mga artikulo
articulate	0.677	0.462	0.618	nakapagsasalita
articulation	0.479	0.480	0.591	artikulasyon
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	katalinuhan
artificial	0.306	0.385	0.351	artipisyal
artillery	0.350	0.912	0.794	artilerya
artisan	0.781	0.330	0.411	artisan
artist	0.802	0.442	0.732	artista
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	masining
artistry	0.823	0.346	0.769	kasiningan
artists	0.796	0.667	0.741	mga artista
artwork	0.896	0.368	0.679	likhang sining
arty	0.490	0.422	0.388	maarte
asap	0.571	0.500	0.552	ASAP
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	umakyat
ascendancy	0.724	0.625	0.700	pag-asenso
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	pataas
ascension	0.765	0.720	0.714	pag-akyat sa langit
ascent	0.755	0.627	0.833	pag-akyat
ascertain	0.560	0.530	0.625	tiyakin
ascertained	0.531	0.529	0.616	natiyak
ascetic	0.438	0.375	0.472	asetiko
ash	0.260	0.210	0.207	abo
ashamed	0.156	0.588	0.228	nahihiya
ashes	0.327	0.279	0.142	abo
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	magtanong
asleeep	0.490	0.210	0.322	natutulog
asleep	0.604	0.100	0.270	natutulog
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspeto
aspects	0.439	0.480	0.565	mga aspeto
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	aspalto
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	pagkahilo
aspiration	0.704	0.724	0.675	hangad
aspire	0.812	0.469	0.722	maghangad
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	naghahangad
ass	0.323	0.750	0.345	puwit
assail	0.378	0.510	0.500	pagsalakay
assailant	0.184	0.868	0.602	umaatake
assassin	0.073	0.933	0.632	mamamatay-tao
assassinate	0.051	0.969	0.722	pumatay
assassination	0.083	0.941	0.525	pagpatay
assault	0.167	0.848	0.550	pag-atake
assay	0.633	0.559	0.594	pagsusuri
assemblage	0.429	0.452	0.600	pagtitipon
assemble	0.542	0.570	0.750	magtipon
assembled	0.663	0.450	0.644	tipunin
assembly	0.698	0.500	0.640	pagpupulong
assemblyman	0.430	0.538	0.760	assemblyman
assent	0.615	0.515	0.719	pagsang-ayon
assert	0.750	0.619	0.809	igiit
asserting	0.694	0.531	0.736	paggigiit
assertion	0.740	0.442	0.750	paninindigan
assertive	0.719	0.412	0.770	paninindigan
assess	0.698	0.500	0.623	tasahin
assessment	0.750	0.623	0.658	pagtatasa
assessor	0.551	0.538	0.764	tagasuri
asset	0.797	0.765	0.788	asset
assets	0.667	0.613	0.765	mga ari-arian
asshole	0.133	0.582	0.263	asshole
assign	0.622	0.417	0.709	italaga
assignee	0.510	0.462	0.510	assignee
assignment	0.483	0.398	0.745	takdang-aralin
assimilate	0.559	0.391	0.683	asimilahin
assimilation	0.429	0.378	0.463	asimilasyon
assist	0.833	0.435	0.629	tumulong
assistance	0.656	0.519	0.633	tulong
assistant	0.625	0.390	0.536	katulong
associate	0.812	0.409	0.625	iugnay
association	0.745	0.500	0.817	samahan
assorted	0.602	0.460	0.472	sari-sari
assortment	0.694	0.360	0.526	assortment
assuage	0.745	0.255	0.500	pagpapatahimik
assume	0.698	0.401	0.464	ipagpalagay
assumed	0.612	0.247	0.454	ipinapalagay
assuming	0.740	0.390	0.526	ipagpalagay
assumption	0.479	0.431	0.417	pagpapalagay
assurance	0.675	0.442	0.704	katiyakan
assure	0.910	0.460	0.839	tiyakin
assured	0.878	0.327	0.754	panatag
assuredly	0.786	0.396	0.833	tiyak
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	mga asteroid
asthma	0.198	0.549	0.227	hika
asthmatic	0.229	0.706	0.294	asthmatic
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	nakakamangha
astonished	0.510	0.775	0.574	namangha
astonishing	0.844	0.802	0.821	kagila-gilalas
astonishingly	0.827	0.898	0.773	nakakamangha
astonishment	0.680	0.718	0.519	pagtataka
astound	0.729	0.675	0.474	namamangha
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	naliligaw
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrologo
astrology	0.635	0.340	0.500	astrolohiya
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronomer
astronomical	0.600	0.632	0.726	astronomical
astronomy	0.613	0.474	0.722	astronomiya
astute	0.776	0.658	0.827	matalino
asunder	0.208	0.442	0.259	magkahiwalay
asylum	0.407	0.330	0.445	asylum
asymmetric	0.580	0.343	0.465	walang simetriko
asymmetry	0.476	0.373	0.527	kawalaan ng simetrya
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateismo
atheistic	0.373	0.481	0.466	ateista
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	athletic
athleticism	0.750	0.863	0.778	athleticism
athletics	0.831	0.691	0.740	athletics
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	kapaligiran
atmospheric	0.531	0.420	0.594	atmospera
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomic
atone	0.418	0.673	0.411	magbayad-sala
atonement	0.550	0.602	0.683	pagbabayad-sala
atpeace	0.724	0.298	0.519	kapayapaan
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	mabangis
atrocity	0.115	0.844	0.593	kalupitan
atrophy	0.177	0.540	0.208	pagkasayang
attach	0.520	0.363	0.559	ikabit
attached	0.562	0.350	0.439	kalakip
attachment	0.570	0.343	0.500	kalakip
attack	0.286	0.948	0.670	atake
attacker	0.185	0.962	0.629	umaatake
attacking	0.276	0.837	0.642	umaatake
attain	0.806	0.510	0.719	makamit
attainable	0.760	0.500	0.759	maaabot
attainment	0.830	0.520	0.940	pagkamit
attempt	0.625	0.491	0.431	tangka
attempted	0.594	0.580	0.567	sinubukan
attend	0.650	0.420	0.625	dumalo
attendance	0.812	0.500	0.592	pagdalo
attendant	0.580	0.365	0.519	katulong
attention	0.740	0.599	0.774	pansin
attentionseeker	0.367	0.745	0.457	papansin
attentionseekers	0.531	0.673	0.500	papansin
attentive	0.812	0.520	0.724	matulungin
attenuate	0.408	0.302	0.429	magpapahina
attenuated	0.449	0.280	0.298	pinahina
attenuation	0.458	0.363	0.464	pagpapalambing
attest	0.439	0.710	0.685	magpatotoo
attestation	0.234	0.635	0.500	pagpapatunay
attic	0.521	0.259	0.377	attic
attire	0.742	0.388	0.483	kasuotan
attitude	0.760	0.644	0.861	saloobin
attorney	0.600	0.594	0.754	abogado
attract	0.796	0.663	0.769	akitin
attraction	0.906	0.774	0.712	atraksyon
attractive	0.906	0.630	0.769	kaakit-akit
attractiveness	0.938	0.667	0.755	pagiging kaakit-akit
attributable	0.704	0.430	0.527	maiuugnay
attribute	0.781	0.439	0.795	katangian
attribution	0.646	0.467	0.658	pagpapatungkol
attrition	0.229	0.540	0.259	attrisyon
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	subasta
auctioneer	0.542	0.732	0.716	tagasubasta
audacious	0.740	0.875	0.825	matapang
audacity	0.760	0.755	0.916	katapangan
audible	0.673	0.370	0.462	naririnig
audience	0.698	0.610	0.613	madla
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	pag-audit
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	mga audition
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	pandinig
aught	0.418	0.135	0.217	wala
augment	0.650	0.683	0.645	dagdagan
augmentation	0.714	0.613	0.850	pagpapalaki
august	0.652	0.292	0.462	Agosto
aunt	0.667	0.291	0.420	Tiya
auntie	0.643	0.275	0.447	tita
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	tangkilikin
auspicious	0.562	0.635	0.669	mapalad
austere	0.500	0.390	0.422	mahigpit
austerity	0.438	0.406	0.534	pagtitipid
authentic	0.885	0.510	0.782	tunay
authenticate	0.833	0.480	0.789	patotohanan
authentication	0.724	0.491	0.750	pagpapatunay
authenticity	0.670	0.548	0.845	pagiging tunay
author	0.775	0.343	0.749	may-akda
authoritative	0.636	0.520	0.890	makapangyarihan
authority	0.592	0.592	0.934	awtoridad
authorization	0.521	0.567	0.817	awtorisasyon
authorize	0.772	0.596	0.821	pahintulutan
authorized	0.760	0.458	0.815	pinahintulutan
authorship	0.667	0.635	0.773	pagiging may-akda
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	sasakyan
autobiographical	0.909	0.462	0.582	autobiographical
autobiography	0.735	0.284	0.629	sariling talambuhay
autocorrect	0.551	0.439	0.616	autocorrect
autocratic	0.542	0.577	0.727	autokratiko
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	pinapirmahan
automated	0.578	0.402	0.632	automated
automatic	0.562	0.433	0.664	awtomatiko
automobile	0.753	0.625	0.534	sasakyan
automotive	0.656	0.520	0.577	sasakyan
autonomy	0.781	0.349	0.891	awtonomiya
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	taglagas
auxiliary	0.622	0.471	0.509	pantulong
avail	0.800	0.430	0.603	mapakinabangan
availability	0.796	0.544	0.600	pagkakaroon
available	0.844	0.356	0.623	magagamit
