English Word	Valence	Arousal	Dominance	Uzbek Word
amuse	0.812	0.684	0.664	qiziqtirmoq
amused	0.942	0.847	0.596	quvnoq
amusement	0.929	0.837	0.803	o'yin-kulgi
amusing	0.960	0.829	0.632	kulgili
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anakonda
anaesthesia	0.350	0.217	0.473	behushlik
anaesthetic	0.449	0.268	0.509	anestetik
anagram	0.552	0.327	0.449	anagramma
anal	0.333	0.798	0.334	anal
analgesic	0.417	0.321	0.441	analjezik
analogous	0.531	0.270	0.500	o'xshash
analogue	0.570	0.320	0.446	analog
analogy	0.510	0.367	0.509	analogiya
analysis	0.729	0.448	0.705	tahlil
analyst	0.604	0.415	0.755	tahlilchi
analytic	0.665	0.521	0.634	analitik
analytical	0.625	0.324	0.800	analitik
analyze	0.667	0.462	0.710	tahlil qilish
analyzer	0.625	0.556	0.854	analizator
anaphylactic	0.378	0.588	0.500	anafilaktik
anarchism	0.125	0.804	0.623	anarxizm
anarchist	0.204	0.700	0.759	anarxist
anarchy	0.146	0.755	0.620	anarxiya
anastomosis	0.375	0.470	0.490	anastomoz
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomik
anatomy	0.562	0.390	0.571	anatomiya
ancestor	0.592	0.388	0.594	ajdod
ancestral	0.640	0.481	0.750	ajdodlar
ancestry	0.708	0.519	0.717	nasl-nasabi
anchor	0.520	0.284	0.564	langar
anchorage	0.500	0.325	0.639	ankraj
ancient	0.420	0.217	0.439	qadimiy
ancillary	0.449	0.442	0.278	yordamchi
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdot
anemia	0.188	0.327	0.310	anemiya
anemic	0.167	0.279	0.155	kamqonlik
anemone	0.552	0.538	0.327	anemon
anesthesia	0.365	0.216	0.394	behushlik
anesthesiologist	0.419	0.224	0.526	anesteziolog
anesthetic	0.350	0.264	0.482	anestetik
aneurysm	0.115	0.690	0.536	anevrizma
anew	0.771	0.358	0.385	yangidan
angel	0.906	0.158	0.704	farishta
angelic	0.927	0.298	0.668	farishta
anger	0.167	0.865	0.657	g'azab
angered	0.010	0.860	0.547	jahli chiqdi
angermanagement	0.260	0.632	0.482	g'azabni boshqarish
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogramma
angiography	0.378	0.536	0.520	angiografiya
angle	0.541	0.330	0.455	burchak
angling	0.625	0.408	0.500	baliq ovlash
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	eng jahli
angry	0.122	0.830	0.604	badjahl
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	tashvish
anguish	0.153	0.792	0.265	iztirob
anguished	0.135	0.720	0.307	alamli
angular	0.449	0.281	0.444	burchakli
anhydrous	0.456	0.365	0.355	suvsiz
animal	0.521	0.510	0.513	hayvon
animate	0.827	0.755	0.635	jonlantirish
animated	0.823	0.676	0.538	jonlantirilgan
animation	0.888	0.750	0.549	animatsiya
animosity	0.510	0.724	0.545	adovat
animus	0.698	0.676	0.466	dushman
ankle	0.500	0.274	0.234	oyoq Bilagi zo'r
anklet	0.410	0.276	0.302	to'piq
annals	0.427	0.610	0.424	yilnomalar
annex	0.594	0.350	0.458	ilova
annexation	0.342	0.500	0.555	anneksiya
annexe	0.584	0.350	0.392	ilova
annihilate	0.115	0.918	0.681	yo'q qilish
annihilated	0.080	0.760	0.324	yo'q qilingan
annihilation	0.041	0.800	0.591	yo'q qilish
anniversary	0.880	0.770	0.723	yubiley
annotate	0.592	0.469	0.441	izoh bering
annotation	0.604	0.470	0.619	izoh
announce	0.694	0.618	0.611	e'lon qilish
announcement	0.729	0.491	0.482	e'lon
announcer	0.602	0.570	0.732	diktor
annoy	0.094	0.765	0.286	bezovta qilmoq
annoyance	0.167	0.718	0.342	bezovtalik
annoyed	0.104	0.783	0.345	bezovta
annoyin	0.260	0.573	0.352	bezovta qiluvchi
annoying	0.082	0.853	0.348	bezovta qiluvchi
annoys	0.146	0.778	0.435	bezovta qiladi
annual	0.552	0.236	0.500	yillik
annuity	0.521	0.304	0.527	annuitet
annul	0.250	0.448	0.364	bekor qilish
annular	0.310	0.385	0.412	halqasimon
annulment	0.153	0.375	0.447	bekor qilish
annulus	0.458	0.380	0.376	halqa
anointed	0.500	0.368	0.579	moylangan
anointing	0.653	0.350	0.547	moylash
anomalous	0.281	0.480	0.423	anomaliya
anomaly	0.188	0.538	0.404	anomaliya
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimlik
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anoreksiya
answer	0.537	0.373	0.661	javob
answerable	0.708	0.481	0.750	javobgar
answering	0.684	0.500	0.607	javob berish
ant	0.448	0.216	0.216	chumoli
antagonism	0.224	0.618	0.524	qarama-qarshilik
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistik
antagonize	0.143	0.663	0.629	qarama-qarshilik qilish
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	oldingi
antelope	0.542	0.510	0.500	antilopa
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	oldingi
anthem	0.780	0.343	0.729	madhiya
anthill	0.327	0.578	0.377	chumoli uyasi
anthology	0.338	0.406	0.537	antologiya
anthrax	0.188	0.730	0.500	kuydirgi
anthropological	0.367	0.390	0.490	antropologik
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologiya
anti	0.365	0.412	0.384	qarshi
antiaircraft	0.330	0.622	0.629	zenit
antibiotic	0.510	0.373	0.658	antibiotik
antibiotics	0.448	0.406	0.557	antibiotiklar
antichrist	0.082	0.837	0.544	dajjol
anticipate	0.622	0.469	0.667	bashorat qilish
anticipation	0.698	0.539	0.711	kutish
anticipatory	0.653	0.551	0.682	kutuvchi
antics	0.448	0.740	0.236	antikalar
antidote	0.541	0.490	0.629	antidot
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	tortishish kuchiga qarshi
antimony	0.378	0.398	0.490	surma
antipathy	0.198	0.549	0.393	antipatiya
antiquarian	0.500	0.233	0.426	antikvar
antiquated	0.420	0.392	0.236	antiqa
antique	0.634	0.290	0.518	antiqa
antiques	0.540	0.370	0.595	antiqa buyumlar
antiquity	0.385	0.333	0.556	antik davr
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	antisosyal
antithesis	0.396	0.412	0.536	antiteza
antithetical	0.271	0.509	0.358	antitetik
antiviral	0.459	0.470	0.549	virusga qarshi
antler	0.448	0.470	0.500	shox
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	tashvish
anxietyattack	0.150	0.925	0.446	tashvish hujumi
anxious	0.281	0.875	0.434	tashvishli
anxiousness	0.235	0.814	0.282	tashvish
anytime	0.625	0.461	0.436	istalgan vaqtda
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	tez
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	kvartira
apartments	0.704	0.337	0.443	kvartiralar
apathetic	0.188	0.292	0.333	befarq
apathy	0.184	0.212	0.204	befarqlik
ape	0.548	0.389	0.336	maymun
aperture	0.612	0.450	0.667	diafragma
apex	0.570	0.433	0.418	cho'qqi
aphid	0.388	0.473	0.407	shira
aphrodisiac	0.750	0.846	0.667	afrodizyak
apiece	0.439	0.259	0.383	bo'lak
aplomb	0.500	0.509	0.582	xushmuomalalik
apocalypse	0.050	0.867	0.736	apokalipsis
apocalyptic	0.173	0.880	0.750	apokaliptik
apologetic	0.479	0.461	0.571	kechirim so'ragan
apologist	0.406	0.429	0.526	apolog
apologize	0.551	0.378	0.389	kechirim so'rang
apology	0.571	0.346	0.402	uzr
apostasy	0.388	0.520	0.517	murtadlik
apostate	0.342	0.500	0.528	murtad
apostle	0.646	0.347	0.732	havoriy
apostolic	0.592	0.300	0.717	havoriylik
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	aptek
appalled	0.194	0.792	0.562	dahshatga tushdi
appalling	0.160	0.827	0.415	dahshatli
apparatus	0.375	0.353	0.377	apparat
apparel	0.698	0.435	0.453	kiyim
apparent	0.473	0.383	0.398	aniq
apparently	0.531	0.410	0.426	aftidan
apparition	0.406	0.573	0.636	ko'rinish
appeal	0.663	0.598	0.558	Shikoyat qilish
appear	0.735	0.506	0.567	paydo bo'ladi
appearance	0.669	0.490	0.534	ko'rinish
appease	0.633	0.278	0.434	tinchlantirish
appellant	0.327	0.588	0.568	shikoyatchi
append	0.573	0.464	0.453	qo'shish
appendage	0.229	0.382	0.438	qo'shimcha
appendectomy	0.177	0.670	0.554	appendektomiya
appendicitis	0.031	0.640	0.347	appenditsit
appendix	0.365	0.387	0.425	ilova
appetite	0.704	0.637	0.581	ishtaha
appetizer	0.755	0.560	0.406	tuyadi
appetizing	0.806	0.657	0.688	ishtahani ochuvchi
applaud	0.865	0.824	0.464	olqishlar
applause	0.953	0.857	0.621	qarsaklar
apple	0.811	0.300	0.264	olma
apple juice	0.765	0.204	0.294	olma sharbati
applejack	0.604	0.431	0.473	olma
applesauce	0.750	0.167	0.291	olma sharbati
appliance	0.582	0.453	0.538	asbob
appliances	0.594	0.394	0.567	texnika
applicability	0.677	0.490	0.741	qo'llanilishi
applicable	0.469	0.430	0.667	amal qiladi
applicant	0.612	0.558	0.688	arizachi
application	0.646	0.445	0.726	ilova
apply	0.612	0.321	0.667	murojaat qiling
appoint	0.565	0.330	0.509	tayinlash
appointment	0.688	0.594	0.547	tayinlash
appointments	0.745	0.677	0.625	uchrashuvlar
apportion	0.677	0.490	0.638	taqsimlash
apportionment	0.552	0.481	0.453	taqsimlash
appraisal	0.417	0.667	0.682	baholash
appraise	0.677	0.490	0.696	baholash
appreciable	0.873	0.491	0.778	qadrli
appreciate	0.885	0.422	0.741	qadrlash
appreciated	0.910	0.434	0.779	qadrlanadi
appreciates	0.765	0.500	0.656	qadrlaydi
appreciation	0.917	0.529	0.588	qadrlash
appreciative	0.857	0.380	0.654	minnatdor
apprehend	0.521	0.624	0.696	qo'lga olish
apprehension	0.385	0.720	0.454	qo'rquv
apprehensive	0.406	0.592	0.431	xavotirli
apprentice	0.615	0.413	0.452	shogird
apprenticeship	0.812	0.482	0.643	shogirdlik
approach	0.612	0.392	0.610	yondashuv
approaching	0.740	0.557	0.491	yaqinlashmoqda
approbate	0.646	0.590	0.860	ma'qullash
approbation	0.792	0.529	0.774	aprobatsiya
appropriate	0.833	0.368	0.759	muvofiq
appropriation	0.510	0.632	0.717	o'zlashtirish
approval	0.854	0.460	0.889	tasdiqlash
approve	0.875	0.548	0.741	ma'qullash
approved	0.833	0.349	0.698	tasdiqlangan
approvement	0.880	0.625	0.780	ma'qullash
approving	0.917	0.583	0.773	ma'qullash
approximate	0.551	0.560	0.520	taxminiy
approximately	0.622	0.396	0.538	taxminan
approximating	0.583	0.615	0.471	yaqinlashtirish
approximation	0.582	0.402	0.593	yaqinlashish
appurtenances	0.573	0.412	0.547	jihozlar
apricot	0.708	0.320	0.278	O'rik
apron	0.582	0.208	0.245	fartuk
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	qobiliyat
aqua	0.656	0.292	0.359	suv
aquamarine	0.729	0.306	0.413	akuamarin
aquarium	0.663	0.327	0.393	akvarium
aquatic	0.677	0.510	0.463	suvli
aqueduct	0.551	0.411	0.534	akveduk
aqueous	0.429	0.270	0.310	suvli
arable	0.510	0.350	0.465	haydaladigan
arbiter	0.561	0.537	0.814	hakam
arbitrary	0.281	0.702	0.686	o'zboshimchalik bilan
arbitrate	0.470	0.620	0.682	hakamlik qilish
arbitration	0.587	0.602	0.670	arbitraj
arbitrator	0.385	0.448	0.795	arbitr
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	yoy
arcade	0.676	0.521	0.502	arkada
arcane	0.500	0.490	0.637	sirli
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	arxeologik
archaeologist	0.552	0.451	0.706	arxeolog
archaeology	0.596	0.358	0.691	arxeologiya
archaic	0.271	0.327	0.332	arxaik
archangel	0.837	0.500	0.708	bosh farishta
archbishop	0.622	0.280	0.776	arxiyepiskop
archdiocese	0.400	0.321	0.704	arxeparxiya
archduke	0.458	0.413	0.634	arxgertsog
arched	0.582	0.403	0.398	kemerli
archer	0.573	0.622	0.661	kamonchi
archery	0.594	0.604	0.589	kamondan otish
archetype	0.448	0.520	0.569	arxetip
archipelago	0.745	0.370	0.592	arxipelag
architect	0.776	0.442	0.836	arxitektor
architectural	0.729	0.390	0.670	me'moriy
architecture	0.820	0.390	0.694	arxitektura
archive	0.438	0.294	0.527	Arxiv
arctic	0.615	0.352	0.546	arktika
ardent	0.694	0.873	0.722	qizg'in
ardor	0.500	0.780	0.538	ishtiyoq
arduous	0.344	0.783	0.605	mashaqqatli
area	0.490	0.306	0.464	hudud
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	xazillashyapsizmi
areyoukiddingme	0.365	0.635	0.375	hazillashyapsanmi
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	aghh
arghhhh	0.250	0.618	0.324	aghhhh
argue	0.093	0.798	0.525	bahslashmoq
argument	0.510	0.464	0.698	dalil
argumentation	0.479	0.549	0.760	argumentatsiya
argumentative	0.450	0.531	0.679	bahsli
arguments	0.541	0.602	0.657	argumentlar
arid	0.323	0.333	0.379	qurg'oqchil
arise	0.750	0.582	0.725	paydo bo'ladi
aristocracy	0.688	0.549	0.842	aristokratiya
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratik
arithmetic	0.453	0.460	0.634	arifmetik
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	qo'l
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	qurollanish
armaments	0.192	0.839	0.830	qurollar
armature	0.510	0.558	0.755	armatura
armchair	0.646	0.164	0.339	kreslo
armed	0.188	0.750	0.808	qurollangan
armor	0.469	0.625	0.784	zirh
armored	0.469	0.509	0.861	zirhli
armory	0.448	0.663	0.800	qurol ombori
armpit	0.283	0.439	0.250	qo'ltiq
arms	0.464	0.395	0.483	qo'llar
army	0.417	0.759	0.902	armiya
aroma	0.823	0.235	0.442	xushbo'y hid
aromatherapy	0.847	0.220	0.473	aromaterapiya
arousal	0.791	0.943	0.731	qo'zg'alish
arouse	0.740	0.491	0.580	uyg'otmoq
aroused	0.708	0.952	0.667	uyg'otdi
arraignment	0.406	0.837	0.534	ayblov
arrange	0.740	0.490	0.571	tartibga solish
arranged	0.698	0.531	0.728	tartibga solingan
arrangement	0.625	0.382	0.683	tartibga solish
array	0.521	0.396	0.568	massiv
arrears	0.286	0.485	0.302	qarzlar
arrest	0.146	0.951	0.500	hibsga olish
arrhythmia	0.265	0.706	0.356	aritmiya
arrival	0.678	0.510	0.474	kelishi
arrive	0.837	0.406	0.585	yetib kelish
arrogance	0.143	0.750	0.620	takabburlik
arrogant	0.115	0.755	0.580	dimog'dor
arrow	0.439	0.390	0.454	strelka
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	mishyak
arson	0.133	0.904	0.567	o't qo'yish
arsonist	0.348	0.840	0.500	o't qo'yuvchi
art	0.812	0.360	0.603	san'at
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	arteriya
artful	0.771	0.608	0.778	san'atkor
arthritis	0.110	0.518	0.345	artrit
arthropod	0.344	0.464	0.434	artropod
artichoke	0.583	0.218	0.287	artishok
article	0.594	0.280	0.481	maqola
articles	0.552	0.324	0.565	maqolalar
articulate	0.677	0.462	0.618	ifodalash
articulation	0.479	0.480	0.591	artikulyatsiya
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	hunarmandchilik
artificial	0.306	0.385	0.351	sun'iy
artillery	0.350	0.912	0.794	artilleriya
artisan	0.781	0.330	0.411	hunarmand
artist	0.802	0.442	0.732	rassom
artiste	0.844	0.512	0.565	artist
artistic	0.802	0.646	0.632	badiiy
artistry	0.823	0.346	0.769	san'atkorlik
artists	0.796	0.667	0.741	rassomlar
artwork	0.896	0.368	0.679	san'at asari
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	iloji boricha tez
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	ko'tarilish
ascendancy	0.724	0.625	0.700	yuksalish
ascendant	0.656	0.673	0.821	yuksaluvchi
ascending	0.826	0.644	0.777	ko'tarilish
ascension	0.765	0.720	0.714	yuksalish
ascent	0.755	0.627	0.833	ko'tarilish
ascertain	0.560	0.530	0.625	aniqlash
ascertained	0.531	0.529	0.616	aniqlangan
ascetic	0.438	0.375	0.472	zohid
ash	0.260	0.210	0.207	kul
ashamed	0.156	0.588	0.228	uyaldi
ashes	0.327	0.279	0.142	kul
ashtray	0.406	0.382	0.265	kuldon
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	so'rang
asleeep	0.490	0.210	0.322	uxlab yotibdi
asleep	0.604	0.100	0.270	uyquda
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	sarsabil
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	jihati
aspects	0.439	0.480	0.565	jihatlari
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfiksiya
asphyxiation	0.059	0.745	0.412	asfiksiya
aspiration	0.704	0.724	0.675	intilish
aspire	0.812	0.469	0.722	intilmoq
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	intiluvchan
ass	0.323	0.750	0.345	eshak
assail	0.378	0.510	0.500	hujum
assailant	0.184	0.868	0.602	hujumchi
assassin	0.073	0.933	0.632	qotil
assassinate	0.051	0.969	0.722	suiqasd qilish
assassination	0.083	0.941	0.525	suiqasd
assault	0.167	0.848	0.550	hujum
assay	0.633	0.559	0.594	tahlil qilish
assemblage	0.429	0.452	0.600	yig'ish
assemble	0.542	0.570	0.750	yig'ish
assembled	0.663	0.450	0.644	yig'ilgan
assembly	0.698	0.500	0.640	yig'ilish
assemblyman	0.430	0.538	0.760	majlischi
assent	0.615	0.515	0.719	rozilik
assert	0.750	0.619	0.809	da'vo qilish
asserting	0.694	0.531	0.736	da'vo qilish
assertion	0.740	0.442	0.750	da'vo
assertive	0.719	0.412	0.770	dadil
assess	0.698	0.500	0.623	baho bering
assessment	0.750	0.623	0.658	baholash
assessor	0.551	0.538	0.764	baholovchi
asset	0.797	0.765	0.788	aktiv
assets	0.667	0.613	0.765	aktivlar
asshole	0.133	0.582	0.263	Tentak
assign	0.622	0.417	0.709	tayinlash
assignee	0.510	0.462	0.510	tayinlovchi
assignment	0.483	0.398	0.745	topshiriq
assimilate	0.559	0.391	0.683	assimilyatsiya qilish
assimilation	0.429	0.378	0.463	assimilyatsiya
assist	0.833	0.435	0.629	yordam berish
assistance	0.656	0.519	0.633	yordam
assistant	0.625	0.390	0.536	yordamchi
associate	0.812	0.409	0.625	sherik
association	0.745	0.500	0.817	uyushma
assorted	0.602	0.460	0.472	turli xil
assortment	0.694	0.360	0.526	assortiment
assuage	0.745	0.255	0.500	tinchlantirish
assume	0.698	0.401	0.464	faraz qilmoq
assumed	0.612	0.247	0.454	taxmin qilingan
assuming	0.740	0.390	0.526	taxmin qilish
assumption	0.479	0.431	0.417	faraz
assurance	0.675	0.442	0.704	kafolat
assure	0.910	0.460	0.839	ishontirmoq
assured	0.878	0.327	0.754	kafolatlangan
assuredly	0.786	0.396	0.833	albatta
asterisk	0.541	0.288	0.273	yulduzcha
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidlar
asthma	0.198	0.549	0.227	Astma
asthmatic	0.229	0.706	0.294	astmatik
astigmatism	0.214	0.490	0.429	astigmatizm
astonish	0.786	0.845	0.658	hayratda qoldirish
astonished	0.510	0.775	0.574	hayratda
astonishing	0.844	0.802	0.821	hayratlanarli
astonishingly	0.827	0.898	0.773	hayratlanarli darajada
astonishment	0.680	0.718	0.519	hayrat
astound	0.729	0.675	0.474	hayratda
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	adashgan
astringent	0.316	0.500	0.474	biriktiruvchi
astrologer	0.594	0.519	0.673	munajjim
astrology	0.635	0.340	0.500	astrologiya
astronaut	0.792	0.601	0.761	astronavt
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomik
astronomy	0.613	0.474	0.722	astronomiya
astute	0.776	0.658	0.827	aqlli
asunder	0.208	0.442	0.259	parchalash
asylum	0.407	0.330	0.445	boshpana
asymmetric	0.580	0.343	0.465	assimetrik
asymmetry	0.476	0.373	0.527	assimetriya
asymptotic	0.479	0.451	0.472	asimptotik
atelier	0.490	0.330	0.705	atelye
atheism	0.276	0.460	0.481	ateizm
atheistic	0.373	0.481	0.466	ateistik
atherosclerosis	0.250	0.480	0.343	ateroskleroz
athlete	0.781	0.718	0.686	sportchi
athletic	0.857	0.798	0.708	atletik
athleticism	0.750	0.863	0.778	atletika
athletics	0.831	0.691	0.740	yengil atletika
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosfera
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atom
atone	0.418	0.673	0.411	to'lash
atonement	0.550	0.602	0.683	poklanish
atpeace	0.724	0.298	0.519	tinchlik
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	vahshiy
atrocity	0.115	0.844	0.593	vahshiylik
atrophy	0.177	0.540	0.208	atrofiya
attach	0.520	0.363	0.559	biriktir
attached	0.562	0.350	0.439	biriktirilgan
attachment	0.570	0.343	0.500	biriktirma
attack	0.286	0.948	0.670	hujum
attacker	0.185	0.962	0.629	hujumchi
attacking	0.276	0.837	0.642	hujum qilish
attain	0.806	0.510	0.719	erishish
attainable	0.760	0.500	0.759	erishish mumkin
attainment	0.830	0.520	0.940	erishish
attempt	0.625	0.491	0.431	urinish
attempted	0.594	0.580	0.567	urindi
attend	0.650	0.420	0.625	qatnashmoq
attendance	0.812	0.500	0.592	qatnashish
attendant	0.580	0.365	0.519	xizmatchi
attention	0.740	0.599	0.774	diqqat
attentionseeker	0.367	0.745	0.457	e'tibor qaratuvchi
attentionseekers	0.531	0.673	0.500	e'tibor qaratuvchilar
attentive	0.812	0.520	0.724	diqqatli
attenuate	0.408	0.302	0.429	susaytirish
attenuated	0.449	0.280	0.298	zaiflashgan
attenuation	0.458	0.363	0.464	susaytirish
attest	0.439	0.710	0.685	tasdiqlamoq
attestation	0.234	0.635	0.500	attestatsiya
attic	0.521	0.259	0.377	boloxona
attire	0.742	0.388	0.483	kiyinish
attitude	0.760	0.644	0.861	munosabat
attorney	0.600	0.594	0.754	advokat
attract	0.796	0.663	0.769	jalb qilish
attraction	0.906	0.774	0.712	diqqatga sazovor joy
attractive	0.906	0.630	0.769	jozibali
attractiveness	0.938	0.667	0.755	jozibadorlik
attributable	0.704	0.430	0.527	tegishli
attribute	0.781	0.439	0.795	xususiyat
attribution	0.646	0.467	0.658	atribut
attrition	0.229	0.540	0.259	eskirish
auburn	0.510	0.240	0.411	qora rang
auction	0.594	0.702	0.519	auktsion
auctioneer	0.542	0.732	0.716	auktsioner
audacious	0.740	0.875	0.825	jasur
audacity	0.760	0.755	0.916	jasorat
audible	0.673	0.370	0.462	eshitiladigan
audience	0.698	0.610	0.613	tomoshabinlar
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	tinglash
auditions	0.740	0.765	0.596	tinglovlar
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditoriya
auditory	0.531	0.481	0.570	eshitish
aught	0.418	0.135	0.217	hech
augment	0.650	0.683	0.645	oshirish
augmentation	0.714	0.613	0.850	oshirish
august	0.652	0.292	0.462	avgust
aunt	0.667	0.291	0.420	xola
auntie	0.643	0.275	0.447	xola
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	homiylik
auspicious	0.562	0.635	0.669	xayrli
austere	0.500	0.390	0.422	qattiqqo'l
austerity	0.438	0.406	0.534	tejamkorlik
authentic	0.885	0.510	0.782	haqiqiy
authenticate	0.833	0.480	0.789	autentifikatsiya qilish
authentication	0.724	0.491	0.750	autentifikatsiya
authenticity	0.670	0.548	0.845	haqiqiylik
author	0.775	0.343	0.749	muallif
authoritative	0.636	0.520	0.890	vakolatli
authority	0.592	0.592	0.934	hokimiyat
authorization	0.521	0.567	0.817	ruxsat
authorize	0.772	0.596	0.821	ruxsat berish
authorized	0.760	0.458	0.815	vakolatli
authorship	0.667	0.635	0.773	mualliflik
autism	0.235	0.500	0.447	autizm
autistic	0.367	0.337	0.404	autistik
auto	0.571	0.569	0.500	avto
autobiographical	0.909	0.462	0.582	avtobiografik
autobiography	0.735	0.284	0.629	avtobiografiya
autocorrect	0.551	0.439	0.616	avtomatik tuzatish
autocratic	0.542	0.577	0.727	avtokratik
autograph	0.735	0.565	0.473	avtograf
autographed	0.781	0.620	0.625	avtografli
automated	0.578	0.402	0.632	avtomatlashtirilgan
automatic	0.562	0.433	0.664	avtomatik
automobile	0.753	0.625	0.534	avtomobil
automotive	0.656	0.520	0.577	avtomobilsozlik
autonomy	0.781	0.349	0.891	avtonomiya
autopilot	0.594	0.462	0.632	avtopilot
autopsy	0.252	0.650	0.538	otopsiya
autumn	0.765	0.204	0.450	kuz
auxiliary	0.622	0.471	0.509	yordamchi
