English Word	Valence	Arousal	Dominance	Kannada Word
agonizing	0.083	0.800	0.340	ಸಂಕಟಪಡುವ
agony	0.083	0.775	0.393	ಸಂಕಟ
agoraphobia	0.127	0.712	0.438	ಅಗೋರಾಫೋಬಿಯಾ
agree	0.906	0.260	0.545	ಒಪ್ಪುತ್ತೇನೆ
agreeable	0.906	0.500	0.696	ಒಪ್ಪುವ
agreed	0.797	0.449	0.574	ಒಪ್ಪಿಕೊಂಡರು
agreeing	0.854	0.480	0.557	ಒಪ್ಪುತ್ತಿದ್ದಾರೆ
agreement	0.760	0.440	0.736	ಒಪ್ಪಂದ
agressive	0.083	0.918	0.751	ಆಕ್ರಮಣಕಾರಿ
agricultural	0.686	0.321	0.473	ಕೃಷಿ
agriculture	0.640	0.357	0.465	ಕೃಷಿ
aground	0.333	0.340	0.445	ನೆಲದ ಮೇಲೆ
agua	0.598	0.180	0.436	ಅಗುವಾ
ahead	0.708	0.520	0.673	ಮುಂದೆ
ahhh	0.562	0.517	0.241	ahhh
ahhhhhhhh	0.552	0.649	0.288	ahhhhhh
ahoy	0.500	0.497	0.380	ಅಹೋಯ್
aid	0.796	0.491	0.541	ನೆರವು
aide	0.724	0.342	0.434	ಸಹಾಯಕ
aiding	0.643	0.533	0.569	ನೆರವು ನೀಡುತ್ತಿದೆ
aids	0.561	0.480	0.500	ಸಹಾಯ ಮಾಡುತ್ತದೆ
ail	0.375	0.434	0.385	ಕಾಯಿಲೆ
ailing	0.094	0.518	0.153	ಅಸ್ವಸ್ಥ
ailment	0.146	0.734	0.277	ಕಾಯಿಲೆ
aim	0.481	0.569	0.567	ಗುರಿ
aimless	0.150	0.267	0.183	ಗುರಿಯಿಲ್ಲದ
air	0.708	0.163	0.427	ಗಾಳಿ
airbag	0.510	0.402	0.433	ಗಾಳಿಚೀಲ
airborne	0.542	0.519	0.385	ವಾಯುಗಾಮಿ
aircraft	0.646	0.644	0.691	ವಿಮಾನ
aircraft carrier	0.490	0.740	0.727	ವಿಮಾನವಾಹಕ ನೌಕೆ
airfield	0.601	0.650	0.645	ವಾಯುನೆಲೆ
airhead	0.271	0.481	0.276	ವಾಯುಮುಖ
airlift	0.573	0.622	0.642	ಏರ್ಲಿಫ್ಟ್
airline	0.650	0.482	0.688	ವಿಮಾನಯಾನ
airliner	0.667	0.777	0.647	ವಿಮಾನ
airlock	0.398	0.520	0.447	ಏರ್ಲಾಕ್
airman	0.587	0.716	0.721	ವಾಯುವಿಹಾರಿ
airplane	0.719	0.702	0.708	ವಿಮಾನ
airport	0.729	0.684	0.682	ವಿಮಾನ ನಿಲ್ದಾಣ
airs	0.583	0.196	0.370	ಪ್ರಸಾರವಾಗುತ್ತದೆ
airship	0.542	0.472	0.529	ವಾಯುನೌಕೆ
airspace	0.562	0.510	0.640	ವಾಯುಪ್ರದೇಶ
airspeed	0.583	0.780	0.544	ವಾಯುವೇಗ
airstrip	0.550	0.690	0.649	ಏರ್ಸ್ಟ್ರಿಪ್
airtight	0.479	0.381	0.570	ಗಾಳಿಯಾಡದ
airway	0.638	0.585	0.482	ವಾಯುಮಾರ್ಗ
aisle	0.438	0.222	0.283	ಹಜಾರ
ait	0.385	0.390	0.402	ait
ajar	0.460	0.413	0.446	ಅಜರ್
aka	0.459	0.358	0.351	ಅಕಾ
akin	0.639	0.343	0.523	ಸಮಾನವಾದ
alabaster	0.542	0.404	0.445	ಅಲಾಬಸ್ಟರ್
alarm	0.241	0.882	0.698	ಎಚ್ಚರಿಕೆ
alarm clock	0.542	0.727	0.642	ಎಚ್ಚರಿಕೆಯ ಗಡಿಯಾರ
alarmed	0.188	0.822	0.492	ಎಚ್ಚೆತ್ತರು
alarming	0.204	0.890	0.585	ಆತಂಕಕಾರಿ
alas	0.571	0.310	0.279	ಅಯ್ಯೋ
alb	0.521	0.380	0.427	alb
albatross	0.500	0.445	0.527	ಕಡಲುಕೋಳಿ
albino	0.500	0.240	0.358	ಅಲ್ಬಿನೋ
album	0.635	0.349	0.453	ಆಲ್ಬಮ್
alchemy	0.541	0.583	0.693	ರಸವಿದ್ಯೆ
alcohol	0.323	0.667	0.377	ಮದ್ಯ
alcoholic	0.153	0.688	0.361	ಆಲ್ಕೊಹಾಲ್ಯುಕ್ತ
alcoholism	0.061	0.779	0.407	ಮದ್ಯಪಾನ
alcove	0.490	0.340	0.356	ಅಲ್ಕೋವ್
alderman	0.550	0.459	0.691	ಹಿರಿಯ ಅಧಿಕಾರಿ
ale	0.530	0.450	0.358	ಅಲೆ
alert	0.479	0.820	0.648	ಎಚ್ಚರಿಕೆ
alertness	0.375	0.875	0.750	ಜಾಗರೂಕತೆ
alerts	0.337	0.804	0.673	ಎಚ್ಚರಿಕೆಗಳು
alfalfa	0.546	0.250	0.311	ಸೊಪ್ಪು
algebra	0.440	0.340	0.565	ಬೀಜಗಣಿತ
algebraic	0.531	0.412	0.441	ಬೀಜಗಣಿತ
algorithm	0.448	0.394	0.559	ಅಲ್ಗಾರಿದಮ್
alias	0.541	0.353	0.333	ಅಲಿಯಾಸ್
alibi	0.396	0.528	0.556	ಅಲಿಬಿ
alien	0.410	0.615	0.491	ಅನ್ಯಲೋಕದ
alienate	0.247	0.500	0.523	ದೂರಮಾಡು
alienated	0.410	0.423	0.559	ಪರಕೀಯವಾಯಿತು
alienation	0.378	0.530	0.462	ಪರಕೀಯತೆ
alight	0.667	0.657	0.605	ಇಳಿಯಿರಿ
align	0.656	0.364	0.627	ಜೋಡಿಸು
aligned	0.583	0.275	0.553	ಜೋಡಿಸಿದ
alignment	0.643	0.412	0.683	ಜೋಡಣೆ
alike	0.653	0.173	0.444	ಸಮಾನವಾಗಿ
alimentation	0.781	0.551	0.602	ಆಹಾರ ಸೇವನೆ
alimony	0.612	0.477	0.464	ಜೀವನಾಂಶ
aliquot	0.440	0.310	0.404	ಅಲಿಕೋಟ್
alive	0.816	0.637	0.731	ಜೀವಂತವಾಗಿ
alkali	0.490	0.350	0.408	ಕ್ಷಾರ
alkaloids	0.433	0.562	0.402	ಆಲ್ಕಲಾಯ್ಡ್ಗಳು
allay	0.417	0.406	0.398	ನಿವಾರಿಸು
allegation	0.578	0.578	0.608	ಆರೋಪ
allege	0.418	0.482	0.587	ಆರೋಪಿಸುತ್ತಾರೆ
alleged	0.365	0.522	0.520	ಆರೋಪಿಸಿದ್ದಾರೆ
allegiance	0.917	0.398	0.750	ನಿಷ್ಠೆ
allegorical	0.517	0.558	0.598	ಸಾಂಕೇತಿಕ
allegory	0.615	0.580	0.509	ರೂಪಕ
allegro	0.635	0.627	0.453	ಅಲೆಗ್ರೊ
allergic	0.135	0.549	0.273	ಅಲರ್ಜಿ
allergy	0.296	0.606	0.389	ಅಲರ್ಜಿ
alleviate	0.869	0.270	0.528	ನಿವಾರಿಸಲು
alleviation	0.735	0.200	0.491	ಉಪಶಮನ
alley	0.347	0.500	0.355	ಅಲ್ಲೆ
alleyway	0.357	0.471	0.382	ಗಲ್ಲಿಮಾರ್ಗ
alliance	0.696	0.473	0.769	ಮೈತ್ರಿ
allied	0.714	0.245	0.642	ಮೈತ್ರಿ ಮಾಡಿಕೊಂಡರು
alligator	0.354	0.704	0.645	ಅಲಿಗೇಟರ್
allocate	0.673	0.462	0.672	ನಿಯೋಜಿಸಿ
allocation	0.604	0.388	0.679	ಹಂಚಿಕೆ
allot	0.622	0.481	0.616	ಹಂಚಿಕೆ
allotment	0.600	0.390	0.640	ಹಂಚಿಕೆ
allow	0.698	0.429	0.538	ಅವಕಾಶ
allowable	0.698	0.500	0.561	ಅನುಮತಿಸಬಹುದಾಗಿದೆ
allowance	0.673	0.382	0.591	ಭತ್ಯೆ
allowed	0.730	0.360	0.655	ಅನುಮತಿಸಲಾಗಿದೆ
alloy	0.583	0.443	0.593	ಮಿಶ್ರಲೋಹ
allsmiles	0.786	0.528	0.430	ನಗುತ್ತಾಳೆ
allure	0.804	0.585	0.686	ಆಕರ್ಷಣೆ
alluring	0.837	0.745	0.843	ಆಕರ್ಷಣೀಯ
allusion	0.440	0.308	0.462	ಪ್ರಸ್ತಾಪ
alluvial	0.323	0.490	0.491	ಮೆಕ್ಕಲು
ally	0.792	0.320	0.688	ಮಿತ್ರ
almanac	0.688	0.190	0.412	ಪಂಚಾಂಗ
almighty	0.938	0.874	0.958	ಸರ್ವಶಕ್ತ
almond	0.698	0.183	0.314	ಬಾದಾಮಿ
aloft	0.771	0.373	0.700	ಮೇಲಕ್ಕೆ
aloha	0.698	0.440	0.441	ಅಲೋಹಾ
alone	0.333	0.167	0.216	ಒಬ್ಬಂಟಿಯಾಗಿ
alongside	0.458	0.333	0.347	ಜೊತೆಗೆ
aloof	0.189	0.423	0.302	ದೂರವಾದ
aloud	0.458	0.713	0.750	ಗಟ್ಟಿಯಾಗಿ
alpha	0.708	0.340	0.755	ಆಲ್ಫಾ
alphabet	0.562	0.204	0.672	ವರ್ಣಮಾಲೆ
alphabetical	0.537	0.296	0.535	ವರ್ಣಮಾಲೆಯ
alpine	0.594	0.337	0.474	ಆಲ್ಪೈನ್
alreadyyyyy	0.592	0.717	0.351	ಈಗಾಗಲೇyyyy
altar	0.724	0.387	0.635	ಬಲಿಪೀಠ
altar boy	0.434	0.206	0.350	ಬಲಿಪೀಠದ ಹುಡುಗ
alter	0.333	0.694	0.654	ಬದಲಾಯಿಸು
alteration	0.167	0.798	0.609	ಬದಲಾವಣೆ
altercation	0.170	0.806	0.500	ವಾಗ್ವಾದ
altered	0.255	0.765	0.500	ಬದಲಾದ
alternate	0.625	0.363	0.589	ಪರ್ಯಾಯ
alternating	0.480	0.494	0.542	ಪರ್ಯಾಯ
alternative	0.628	0.373	0.631	ಪರ್ಯಾಯ
altimeter	0.615	0.510	0.580	ಅಲ್ಟಿಮೀಟರ್
altitude	0.708	0.482	0.736	ಎತ್ತರ
alto	0.656	0.404	0.730	ಆಲ್ಟೊ
altogether	0.833	0.324	0.644	ಒಟ್ಟಾರೆ
aluminum	0.449	0.280	0.434	ಅಲ್ಯೂಮಿನಿಯಂ
alumnus	0.633	0.368	0.422	ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿ
alveolar	0.469	0.481	0.367	ಅಲ್ವಿಯೋಲಾರ್
alzheimers	0.194	0.518	0.319	ಆಲ್ಝೈಮರ್ಸ್
amalgam	0.438	0.333	0.510	ಮಿಶ್ರಣ
amalgamation	0.406	0.470	0.531	ಸಮ್ಮಿಲನ
amaretto	0.543	0.551	0.375	ಅಮರೆಟ್ಟೊ
amass	0.552	0.465	0.465	ಕೂಡಿಸು
amateur	0.469	0.500	0.409	ಹವ್ಯಾಸಿ
amaze	0.896	0.843	0.783	ಬೆರಗುಗೊಳಿಸು
amazed	0.796	0.779	0.533	ಆಶ್ಚರ್ಯಚಕಿತನಾದ
amazedness	0.827	0.872	0.510	ವಿಸ್ಮಯ
amazement	0.750	0.800	0.639	ಬೆರಗು
amazing	0.906	0.837	0.849	ಅದ್ಭುತ
amazingly	0.918	0.765	0.920	ಆಶ್ಚರ್ಯಕರವಾಗಿ
ambassador	0.651	0.529	0.917	ರಾಯಭಾರಿ
amber	0.635	0.308	0.369	ಅಂಬರ್
ambience	0.735	0.356	0.426	ವಾತಾವರಣ
ambient	0.625	0.360	0.582	ಸುತ್ತುವರಿದ
ambiguity	0.164	0.460	0.370	ಅಸ್ಪಷ್ಟತೆ
ambiguous	0.265	0.462	0.358	ಅಸ್ಪಷ್ಟ
ambit	0.479	0.380	0.386	ವ್ಯಾಪ್ತಿ
ambition	0.510	0.804	0.661	ಮಹತ್ವಾಕಾಂಕ್ಷೆ
ambitious	0.484	0.821	0.717	ಮಹತ್ವಾಕಾಂಕ್ಷೆಯ
ambivalent	0.510	0.404	0.482	ದ್ವಂದ್ವಾರ್ಥ
ambrosia	0.571	0.452	0.480	ಅಮೃತ
ambulance	0.500	0.750	0.609	ಆಂಬ್ಯುಲೆನ್ಸ್
ambush	0.281	0.830	0.500	ಹೊಂಚುದಾಳಿ
ameliorate	0.770	0.548	0.747	ಸುಧಾರಿಸಿ
amen	0.781	0.182	0.542	ಆಮೆನ್
amenable	0.448	0.410	0.406	ಅನುಕೂಲಕರ
amend	0.688	0.406	0.658	ತಿದ್ದುಪಡಿ ಮಾಡಿ
amendment	0.531	0.459	0.606	ತಿದ್ದುಪಡಿ
amends	0.640	0.366	0.517	ತಿದ್ದುಪಡಿ ಮಾಡುತ್ತದೆ
amenity	0.750	0.327	0.574	ಸೌಕರ್ಯ
amethyst	0.622	0.406	0.517	ಹರಳೆಣ್ಣೆ
amiable	0.847	0.290	0.483	ಸೌಹಾರ್ದಯುತ
amicable	0.875	0.330	0.507	ಸೌಹಾರ್ದಯುತ
amid	0.510	0.340	0.256	ಮಧ್ಯದಲ್ಲಿ
amidst	0.480	0.330	0.316	ನಡುವೆ
amino	0.551	0.402	0.433	ಅಮೈನೋ
ammo	0.323	0.765	0.621	ammo
ammonia	0.292	0.587	0.409	ಅಮೋನಿಯ
ammonium	0.354	0.396	0.368	ಅಮೋನಿಯಂ
ammunition	0.338	0.635	0.667	ಮದ್ದುಗುಂಡು
amnesia	0.296	0.330	0.308	ವಿಸ್ಮೃತಿ
amnesty	0.551	0.451	0.814	ಕ್ಷಮಾದಾನ
amorous	0.844	0.670	0.636	ಕಾಮುಕ
amorphous	0.327	0.402	0.349	ಅಸ್ಫಾಟಿಕ
amortization	0.592	0.491	0.522	ಭೋಗ್ಯ
amount	0.562	0.422	0.649	ಮೊತ್ತ
amour	0.865	0.480	0.652	ಮೋಹಕ
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ಮಂತ್ರವಾದಿ
amphetamines	0.133	0.667	0.526	ಆಂಫೆಟಮೈನ್ಗಳು
amphibian	0.427	0.357	0.474	ಉಭಯಚರ
amphibious	0.479	0.346	0.445	ಉಭಯಚರ
amphitheater	0.653	0.480	0.545	ಆಂಫಿಥಿಯೇಟರ್
ample	0.744	0.349	0.719	ಸಾಕಷ್ಟು
amplification	0.690	0.677	0.810	ವರ್ಧನೆ
amplify	0.677	0.735	0.827	ವರ್ಧಿಸಲು
amplitude	0.694	0.439	0.692	ವೈಶಾಲ್ಯ
amply	0.781	0.431	0.766	ವ್ಯಾಪಕವಾಗಿ
amputate	0.092	0.660	0.509	ಕತ್ತರಿಸು
amputation	0.100	0.755	0.483	ಅಂಗಚ್ಛೇದನ
amuck	0.385	0.602	0.321	ಮೋಸಮಾಡು
amulet	0.781	0.260	0.630	ತಾಯಿತ
amuse	0.812	0.684	0.664	ವಿನೋದಪಡಿಸು
amused	0.942	0.847	0.596	ರಂಜಿಸಿದರು
amusement	0.929	0.837	0.803	ಮನರಂಜನಾ
amusing	0.960	0.829	0.632	ರಂಜನೀಯ
ana	0.541	0.300	0.314	ಅನಾ
anaconda	0.146	0.830	0.540	ಅನಕೊಂಡ
anaesthesia	0.350	0.217	0.473	ಅರಿವಳಿಕೆ
anaesthetic	0.449	0.268	0.509	ಅರಿವಳಿಕೆ
anagram	0.552	0.327	0.449	ಅನಗ್ರಾಮ್
anal	0.333	0.798	0.334	ಗುದದ್ವಾರ
analgesic	0.417	0.321	0.441	ನೋವು ನಿವಾರಕ
analogous	0.531	0.270	0.500	ಸದೃಶ
analogue	0.570	0.320	0.446	ಅನಲಾಗ್
analogy	0.510	0.367	0.509	ಸಾದೃಶ್ಯ
analysis	0.729	0.448	0.705	ವಿಶ್ಲೇಷಣೆ
analyst	0.604	0.415	0.755	ವಿಶ್ಲೇಷಕ
analytic	0.665	0.521	0.634	ವಿಶ್ಲೇಷಣಾತ್ಮಕ
analytical	0.625	0.324	0.800	ವಿಶ್ಲೇಷಣಾತ್ಮಕ
analyze	0.667	0.462	0.710	ವಿಶ್ಲೇಷಿಸಿ
analyzer	0.625	0.556	0.854	ವಿಶ್ಲೇಷಕ
anaphylactic	0.378	0.588	0.500	ಅನಾಫಿಲ್ಯಾಕ್ಟಿಕ್
anarchism	0.125	0.804	0.623	ಅರಾಜಕತಾವಾದ
anarchist	0.204	0.700	0.759	ಅರಾಜಕತಾವಾದಿ
anarchy	0.146	0.755	0.620	ಅರಾಜಕತೆ
anastomosis	0.375	0.470	0.490	ಅನಾಸ್ಟೊಮೊಸಿಸ್
anathema	0.286	0.490	0.519	ಅನಾಥೆಮಾ
anatomic	0.562	0.442	0.546	ಅಂಗರಚನಾಶಾಸ್ತ್ರ
anatomy	0.562	0.390	0.571	ಅಂಗರಚನಾಶಾಸ್ತ್ರ
ancestor	0.592	0.388	0.594	ಪೂರ್ವಜ
ancestral	0.640	0.481	0.750	ಪೂರ್ವಜರು
ancestry	0.708	0.519	0.717	ಪೂರ್ವಜರು
anchor	0.520	0.284	0.564	ಆಧಾರ
anchorage	0.500	0.325	0.639	ಆಧಾರ
ancient	0.420	0.217	0.439	ಪ್ರಾಚೀನ
ancillary	0.449	0.442	0.278	ಪೂರಕ
androgen	0.255	0.523	0.527	ಆಂಡ್ರೊಜೆನ್
android	0.663	0.436	0.500	ಆಂಡ್ರಾಯ್ಡ್
anecdote	0.583	0.529	0.500	ಉಪಾಖ್ಯಾನ
anemia	0.188	0.327	0.310	ರಕ್ತಹೀನತೆ
anemic	0.167	0.279	0.155	ರಕ್ತಹೀನತೆ
anemone	0.552	0.538	0.327	ಎನಿಮೋನ್
anesthesia	0.365	0.216	0.394	ಅರಿವಳಿಕೆ
anesthesiologist	0.419	0.224	0.526	ಅರಿವಳಿಕೆ ತಜ್ಞ
anesthetic	0.350	0.264	0.482	ಅರಿವಳಿಕೆ
aneurysm	0.115	0.690	0.536	ರಕ್ತನಾಳ
anew	0.771	0.358	0.385	ಹೊಸದಾಗಿ
angel	0.906	0.158	0.704	ದೇವತೆ
angelic	0.927	0.298	0.668	ದೇವದೂತ
anger	0.167	0.865	0.657	ಕೋಪ
angered	0.010	0.860	0.547	ಕೋಪಗೊಂಡ
angermanagement	0.260	0.632	0.482	ಕೋಪದ ನಿರ್ವಹಣೆ
angina	0.230	0.630	0.464	ಗಂಟಲೂತ
angiogram	0.347	0.520	0.465	ಆಂಜಿಯೋಗ್ರಾಮ್
angiography	0.378	0.536	0.520	ಆಂಜಿಯೋಗ್ರಫಿ
angle	0.541	0.330	0.455	ಕೋನ
angling	0.625	0.408	0.500	ಗಾಳ ಹಾಕುವುದು
angora	0.529	0.425	0.405	ಅಂಗೋರಾ
angriest	0.094	0.892	0.430	ಕೋಪಗೊಂಡ
angry	0.122	0.830	0.604	ಕೋಪಗೊಂಡ
angrytweet	0.265	0.644	0.471	ಕೋಪಗೊಂಡ ಟ್ವೀಟ್
angst	0.167	0.888	0.333	ತಲ್ಲಣ
anguish	0.153	0.792	0.265	ವೇದನೆ
anguished	0.135	0.720	0.307	ವೇದನೆಯಾಯಿತು
angular	0.449	0.281	0.444	ಕೋನೀಯ
anhydrous	0.456	0.365	0.355	ಜಲರಹಿತ
animal	0.521	0.510	0.513	ಪ್ರಾಣಿ
animate	0.827	0.755	0.635	ಅನಿಮೇಟ್
animated	0.823	0.676	0.538	ಅನಿಮೇಟೆಡ್
animation	0.888	0.750	0.549	ಅನಿಮೇಷನ್
animosity	0.510	0.724	0.545	ಹಗೆತನ
animus	0.698	0.676	0.466	ಜೀವಾತ್ಮ
ankle	0.500	0.274	0.234	ಪಾದದ
anklet	0.410	0.276	0.302	ಕಾಲುಂಗುರ
annals	0.427	0.610	0.424	ವಾರ್ಷಿಕಗಳು
annex	0.594	0.350	0.458	ಅನೆಕ್ಸ್
annexation	0.342	0.500	0.555	ಸೇರ್ಪಡೆ
annexe	0.584	0.350	0.392	ಅನೆಕ್ಸ್
annihilate	0.115	0.918	0.681	ನಾಶಮಾಡು
annihilated	0.080	0.760	0.324	ಸರ್ವನಾಶವಾಯಿತು
annihilation	0.041	0.800	0.591	ಸರ್ವನಾಶ
anniversary	0.880	0.770	0.723	ವಾರ್ಷಿಕೋತ್ಸವ
annotate	0.592	0.469	0.441	ಟಿಪ್ಪಣಿ ಮಾಡಿ
annotation	0.604	0.470	0.619	ಟಿಪ್ಪಣಿ
announce	0.694	0.618	0.611	ಘೋಷಿಸುತ್ತಾರೆ
announcement	0.729	0.491	0.482	ಘೋಷಣೆ
announcer	0.602	0.570	0.732	ಉದ್ಘೋಷಕ
annoy	0.094	0.765	0.286	ಕಿರಿಕಿರಿ
annoyance	0.167	0.718	0.342	ಕಿರಿಕಿರಿಯ
annoyed	0.104	0.783	0.345	ಸಿಟ್ಟಾಗಿ
annoyin	0.260	0.573	0.352	ಕಿರಿಕಿರಿ
annoying	0.082	0.853	0.348	ಕಿರಿಕಿರಿ
annoys	0.146	0.778	0.435	ಕಿರಿಕಿರಿ ಮಾಡುತ್ತದೆ
annual	0.552	0.236	0.500	ವಾರ್ಷಿಕ
annuity	0.521	0.304	0.527	ವರ್ಷಾಶನ
annul	0.250	0.448	0.364	ರದ್ದುಗೊಳಿಸು
annular	0.310	0.385	0.412	ಉಂಗುರಾಕಾರದ
annulment	0.153	0.375	0.447	ರದ್ದತಿ
annulus	0.458	0.380	0.376	ವಾರ್ಷಿಕ
anointed	0.500	0.368	0.579	ಅಭಿಷೇಕ ಮಾಡಿದರು
anointing	0.653	0.350	0.547	ಅಭಿಷೇಕ
anomalous	0.281	0.480	0.423	ಅಸಂಗತ
anomaly	0.188	0.538	0.404	ಅಸಂಗತತೆ
anon	0.479	0.354	0.298	ಅನಾನ್
anonymity	0.469	0.255	0.430	ಅನಾಮಧೇಯತೆ
anonymous	0.396	0.291	0.431	ಅನಾಮಧೇಯ
anorexic	0.160	0.618	0.245	ಅನೋರೆಕ್ಸಿಕ್
answer	0.537	0.373	0.661	ಉತ್ತರ
answerable	0.708	0.481	0.750	ಉತ್ತರಿಸಬಹುದಾದ
answering	0.684	0.500	0.607	ಉತ್ತರಿಸುವ
ant	0.448	0.216	0.216	ಇರುವೆ
antagonism	0.224	0.618	0.524	ವಿರೋಧಾಭಾಸ
antagonist	0.240	0.615	0.700	ವಿರೋಧಿ
antagonistic	0.296	0.604	0.565	ವಿರೋಧದ
antagonize	0.143	0.663	0.629	ವಿರೋಧಿಸುತ್ತಾರೆ
ante	0.448	0.320	0.417	ಹಿಂದೆ
antecedent	0.427	0.551	0.566	ಪೂರ್ವಭಾವಿ
antelope	0.542	0.510	0.500	ಹುಲ್ಲೆ
antenna	0.521	0.327	0.358	ಆಂಟೆನಾ
anterior	0.510	0.245	0.362	ಮುಂಭಾಗದ
anthem	0.780	0.343	0.729	ಗೀತೆ
anthill	0.327	0.578	0.377	ಇರುವೆ
anthology	0.338	0.406	0.537	ಸಂಕಲನ
anthrax	0.188	0.730	0.500	ಆಂಥ್ರಾಕ್ಸ್
anthropological	0.367	0.390	0.490	ಮಾನವಶಾಸ್ತ್ರೀಯ
anthropologist	0.551	0.385	0.725	ಮಾನವಶಾಸ್ತ್ರಜ್ಞ
anthropology	0.490	0.367	0.582	ಮಾನವಶಾಸ್ತ್ರ
anti	0.365	0.412	0.384	ವಿರೋಧಿ
antiaircraft	0.330	0.622	0.629	ವಿಮಾನ ವಿರೋಧಿ
antibiotic	0.510	0.373	0.658	ಪ್ರತಿಜೀವಕ
antibiotics	0.448	0.406	0.557	ಪ್ರತಿಜೀವಕಗಳು
antichrist	0.082	0.837	0.544	ಆಂಟಿಕ್ರೈಸ್ಟ್
anticipate	0.622	0.469	0.667	ನಿರೀಕ್ಷಿಸಿ
anticipation	0.698	0.539	0.711	ನಿರೀಕ್ಷೆ
anticipatory	0.653	0.551	0.682	ನಿರೀಕ್ಷಿತ
antics	0.448	0.740	0.236	ಚೇಷ್ಟೆಗಳು
antidote	0.541	0.490	0.629	ಪ್ರತಿವಿಷ
antifungal	0.408	0.412	0.441	ಶಿಲೀಂಧ್ರನಾಶಕ
antigravity	0.430	0.714	0.658	ಗುರುತ್ವ ವಿರೋಧಿ
antimony	0.378	0.398	0.490	ಆಂಟಿಮನಿ
antipathy	0.198	0.549	0.393	ವಿರೋಧಾಭಾಸ
antiquarian	0.500	0.233	0.426	ಪ್ರಾಚೀನ
antiquated	0.420	0.392	0.236	ಪುರಾತನವಾದ
antique	0.634	0.290	0.518	ಪುರಾತನ
antiques	0.540	0.370	0.595	ಪ್ರಾಚೀನ ವಸ್ತುಗಳು
antiquity	0.385	0.333	0.556	ಪ್ರಾಚೀನತೆ
antiseptic	0.438	0.370	0.623	ನಂಜುನಿರೋಧಕ
antisocial	0.146	0.686	0.391	ಸಮಾಜವಿರೋಧಿ
antithesis	0.396	0.412	0.536	ವಿರೋಧಾಭಾಸ
antithetical	0.271	0.509	0.358	ವಿರೋಧಿ
antiviral	0.459	0.470	0.549	ಆಂಟಿವೈರಲ್
antler	0.448	0.470	0.500	ಕೊಂಬು
antsy	0.449	0.558	0.417	ಇರುವೆ
anus	0.347	0.644	0.350	ಗುದದ್ವಾರ
anvil	0.380	0.510	0.604	ಅಂವಿಲ್
anxiety	0.146	0.865	0.342	ಆತಂಕ
anxietyattack	0.150	0.925	0.446	ಆತಂಕ ದಾಳಿ
anxious	0.281	0.875	0.434	ಆತಂಕದಿಂದ
anxiousness	0.235	0.814	0.282	ಆತಂಕ
anytime	0.625	0.461	0.436	ಯಾವುದೇ ಸಮಯದಲ್ಲಿ
aorta	0.448	0.510	0.542	ಮಹಾಪಧಮನಿಯ
aortic	0.436	0.540	0.438	ಮಹಾಪಧಮನಿಯ
apace	0.536	0.500	0.536	ವೇಗ
apache	0.687	0.469	0.500	ಅಪಾಚೆ
apartment	0.719	0.393	0.580	ಅಪಾರ್ಟ್ಮೆಂಟ್
apartments	0.704	0.337	0.443	ಅಪಾರ್ಟ್ಮೆಂಟ್ಗಳು
apathetic	0.188	0.292	0.333	ನಿರಾಸಕ್ತಿ
apathy	0.184	0.212	0.204	ನಿರಾಸಕ್ತಿ
ape	0.548	0.389	0.336	ಮಂಗ
aperture	0.612	0.450	0.667	ದ್ಯುತಿರಂಧ್ರ
apex	0.570	0.433	0.418	ತುದಿ
aphid	0.388	0.473	0.407	ಗಿಡಹೇನು
aphrodisiac	0.750	0.846	0.667	ಕಾಮೋತ್ತೇಜಕ
apiece	0.439	0.259	0.383	ಒಂದೊಂದಾಗಿ
aplomb	0.500	0.509	0.582	ಅಳಲು
apocalypse	0.050	0.867	0.736	ಅಪೋಕ್ಯಾಲಿಪ್ಸ್
apocalyptic	0.173	0.880	0.750	ಅಪೋಕ್ಯಾಲಿಪ್ಸ್
apologetic	0.479	0.461	0.571	ಕ್ಷಮೆಯಾಚಿಸುವ
apologist	0.406	0.429	0.526	ಕ್ಷಮಾಪಣೆಗಾರ
apologize	0.551	0.378	0.389	ಕ್ಷಮೆ
apology	0.571	0.346	0.402	ಕ್ಷಮೆ
apostasy	0.388	0.520	0.517	ಧರ್ಮಭ್ರಷ್ಟತೆ
apostate	0.342	0.500	0.528	ಧರ್ಮಭ್ರಷ್ಟ
apostle	0.646	0.347	0.732	ಧರ್ಮಪ್ರಚಾರಕ
apostolic	0.592	0.300	0.717	ಧರ್ಮಪ್ರಚಾರಕ
apostrophe	0.469	0.368	0.537	ಅಪಾಸ್ಟ್ರಫಿ
apothecary	0.561	0.328	0.529	ಔಷಧಿಕಾರ
appalled	0.194	0.792	0.562	ಗಾಬರಿಯಾಯಿತು
appalling	0.160	0.827	0.415	ಭಯಾನಕ
apparatus	0.375	0.353	0.377	ಉಪಕರಣ
apparel	0.698	0.435	0.453	ಉಡುಪು
apparent	0.473	0.383	0.398	ಸ್ಪಷ್ಟ
apparently	0.531	0.410	0.426	ಸ್ಪಷ್ಟವಾಗಿ
apparition	0.406	0.573	0.636	ಪ್ರತ್ಯಕ್ಷತೆ
appeal	0.663	0.598	0.558	ಮನವಿಯನ್ನು
