English Word	Valence	Arousal	Dominance	Sindhi Word
amid	0.510	0.340	0.256	وچ ۾
amidst	0.480	0.330	0.316	جي وچ ۾
amino	0.551	0.402	0.433	امينو
ammo	0.323	0.765	0.621	بارود
ammonia	0.292	0.587	0.409	امونيا
ammonium	0.354	0.396	0.368	امونيم
ammunition	0.338	0.635	0.667	گولا بارود
amnesia	0.296	0.330	0.308	amnesia
amnesty	0.551	0.451	0.814	معافي
amorous	0.844	0.670	0.636	پيار ڪندڙ
amorphous	0.327	0.402	0.349	بيڪار
amortization	0.592	0.491	0.522	معافي ڏيڻ
amount	0.562	0.422	0.649	رقم
amour	0.865	0.480	0.652	پيار
amp	0.439	0.393	0.375	ايم پي
ampersand	0.480	0.448	0.483	ايمپرسينڊ
amphetamines	0.133	0.667	0.526	amphetamines
amphibian	0.427	0.357	0.474	amphibian
amphibious	0.479	0.346	0.445	amphibious
amphitheater	0.653	0.480	0.545	ايمفيٿيٽر
ample	0.744	0.349	0.719	ڪافي
amplification	0.690	0.677	0.810	واڌارو
amplify	0.677	0.735	0.827	وڌائڻ
amplitude	0.694	0.439	0.692	طول و عرض
amply	0.781	0.431	0.766	ڪافي
amputate	0.092	0.660	0.509	قطع ڪرڻ
amputation	0.100	0.755	0.483	ڪٽڻ
amuck	0.385	0.602	0.321	بدمعاش
amulet	0.781	0.260	0.630	تعويذ
amuse	0.812	0.684	0.664	تفريح
amused	0.942	0.847	0.596	خوش ٿيو
amusement	0.929	0.837	0.803	تفريح
amusing	0.960	0.829	0.632	مزيدار
ana	0.541	0.300	0.314	انا
anaconda	0.146	0.830	0.540	ايناڪنڊا
anaesthesia	0.350	0.217	0.473	انسيتيشيا
anaesthetic	0.449	0.268	0.509	بيهڻ وارو
anagram	0.552	0.327	0.449	انگرام
anal	0.333	0.798	0.334	مقعد
analgesic	0.417	0.321	0.441	analgesic
analogous	0.531	0.270	0.500	مشابهت وارو
analogue	0.570	0.320	0.446	اينالاگ
analogy	0.510	0.367	0.509	تشبيهه
analysis	0.729	0.448	0.705	تجزيو
analyst	0.604	0.415	0.755	تجزيه نگار
analytic	0.665	0.521	0.634	تجزياتي
analytical	0.625	0.324	0.800	تجزياتي
analyze	0.667	0.462	0.710	تجزيو ڪرڻ
analyzer	0.625	0.556	0.854	تجزيو ڪندڙ
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	انارڪيزم
anarchist	0.204	0.700	0.759	انارڪيسٽ
anarchy	0.146	0.755	0.620	انارڪي
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	اناٿما
anatomic	0.562	0.442	0.546	جسماني
anatomy	0.562	0.390	0.571	اناتومي
ancestor	0.592	0.388	0.594	ابا ڏاڏا
ancestral	0.640	0.481	0.750	اباڻي
ancestry	0.708	0.519	0.717	نسب
anchor	0.520	0.284	0.564	لنگر
anchorage	0.500	0.325	0.639	لنگر
ancient	0.420	0.217	0.439	قديم
ancillary	0.449	0.442	0.278	معاون
androgen	0.255	0.523	0.527	اينڊروجن
android	0.663	0.436	0.500	اينڊرائيڊ
anecdote	0.583	0.529	0.500	قصو
anemia	0.188	0.327	0.310	انميا
anemic	0.167	0.279	0.155	خون جي گھٽتائي
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	انسيتيشيا
anesthesiologist	0.419	0.224	0.526	انسائيڪيولوجسٽ
anesthetic	0.350	0.264	0.482	بيهڻ وارو
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	نئين سر
angel	0.906	0.158	0.704	فرشتو
angelic	0.927	0.298	0.668	ملائڪ
anger	0.167	0.865	0.657	ڪاوڙ
angered	0.010	0.860	0.547	ناراض
angermanagement	0.260	0.632	0.482	ڪاوڙ جو انتظام
angina	0.230	0.630	0.464	اينجينا
angiogram	0.347	0.520	0.465	انجيوگرام
angiography	0.378	0.536	0.520	انجيوگرافي
angle	0.541	0.330	0.455	ڪنڊ
angling	0.625	0.408	0.500	ڪنگڻ
angora	0.529	0.425	0.405	انگورا
angriest	0.094	0.892	0.430	ڪاوڙيل
angry	0.122	0.830	0.604	ناراض
angrytweet	0.265	0.644	0.471	ناراض ٽوئيٽ
angst	0.167	0.888	0.333	ناراضگي
anguish	0.153	0.792	0.265	ڏک
anguished	0.135	0.720	0.307	پريشان
angular	0.449	0.281	0.444	ڪوئلي وارو
anhydrous	0.456	0.365	0.355	گندو
animal	0.521	0.510	0.513	حيوان
animate	0.827	0.755	0.635	متحرڪ ڪرڻ
animated	0.823	0.676	0.538	متحرڪ
animation	0.888	0.750	0.549	انيميشن
animosity	0.510	0.724	0.545	دشمني
animus	0.698	0.676	0.466	دشمني
ankle	0.500	0.274	0.234	ٽنگ
anklet	0.410	0.276	0.302	پاڇي
annals	0.427	0.610	0.424	تاريخون
annex	0.594	0.350	0.458	ضميمه
annexation	0.342	0.500	0.555	الحاق
annexe	0.584	0.350	0.392	ضميمه
annihilate	0.115	0.918	0.681	نابود ڪرڻ
annihilated	0.080	0.760	0.324	نابود
annihilation	0.041	0.800	0.591	فنا ڪرڻ
anniversary	0.880	0.770	0.723	ورسي
annotate	0.592	0.469	0.441	بيان ڪرڻ
annotation	0.604	0.470	0.619	تشريح
announce	0.694	0.618	0.611	اعلان ڪرڻ
announcement	0.729	0.491	0.482	اعلان
announcer	0.602	0.570	0.732	اعلان ڪندڙ
annoy	0.094	0.765	0.286	ناراض ڪرڻ
annoyance	0.167	0.718	0.342	ناراضگي
annoyed	0.104	0.783	0.345	ناراض
annoyin	0.260	0.573	0.352	پريشان ڪندڙ
annoying	0.082	0.853	0.348	پريشان ڪندڙ
annoys	0.146	0.778	0.435	ناراض ڪري ٿو
annual	0.552	0.236	0.500	ساليانو
annuity	0.521	0.304	0.527	ساليانو
annul	0.250	0.448	0.364	منسوخ
annular	0.310	0.385	0.412	ڪنولر
annulment	0.153	0.375	0.447	منسوخي
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	مسح ٿيل
anointing	0.653	0.350	0.547	مسح ڪرڻ
anomalous	0.281	0.480	0.423	غير معمولي
anomaly	0.188	0.538	0.404	بي ترتيبي
anon	0.479	0.354	0.298	آنن
anonymity	0.469	0.255	0.430	گمنامي
anonymous	0.396	0.291	0.431	گمنام
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	جواب
answerable	0.708	0.481	0.750	جوابدار
answering	0.684	0.500	0.607	جواب ڏيڻ
ant	0.448	0.216	0.216	چيٽي
antagonism	0.224	0.618	0.524	دشمني
antagonist	0.240	0.615	0.700	مخالف
antagonistic	0.296	0.604	0.565	مخالف
antagonize	0.143	0.663	0.629	دشمني ڪرڻ
ante	0.448	0.320	0.417	اڳ
antecedent	0.427	0.551	0.566	اڳيون
antelope	0.542	0.510	0.500	اينٽيلوپ
antenna	0.521	0.327	0.358	اينٽيننا
anterior	0.510	0.245	0.362	اڳيون
anthem	0.780	0.343	0.729	ترانو
anthill	0.327	0.578	0.377	انٿل
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	اينٿراڪس
anthropological	0.367	0.390	0.490	بشرياتي
anthropologist	0.551	0.385	0.725	علم بشریات
anthropology	0.490	0.367	0.582	علم بشریات
anti	0.365	0.412	0.384	مخالف
antiaircraft	0.330	0.622	0.629	هوائي جهاز
antibiotic	0.510	0.373	0.658	اينٽي بايوٽڪ
antibiotics	0.448	0.406	0.557	اينٽي بايوٽيڪس
antichrist	0.082	0.837	0.544	مخالف
anticipate	0.622	0.469	0.667	اڳڪٿي ڪرڻ
anticipation	0.698	0.539	0.711	توقع
anticipatory	0.653	0.551	0.682	اڳڪٿي ڪندڙ
antics	0.448	0.740	0.236	ضد
antidote	0.541	0.490	0.629	ضد
antifungal	0.408	0.412	0.441	اينٽي فنگل
antigravity	0.430	0.714	0.658	ضد ڪشش
antimony	0.378	0.398	0.490	انٽيموني
antipathy	0.198	0.549	0.393	ضد
antiquarian	0.500	0.233	0.426	قديم آثارن وارو
antiquated	0.420	0.392	0.236	قديم
antique	0.634	0.290	0.518	قديم
antiques	0.540	0.370	0.595	قديم شيون
antiquity	0.385	0.333	0.556	قديم
antiseptic	0.438	0.370	0.623	جراثيم ڪش
antisocial	0.146	0.686	0.391	سماجي ضد
antithesis	0.396	0.412	0.536	ضد
antithetical	0.271	0.509	0.358	ضدي
antiviral	0.459	0.470	0.549	اينٽي وائرل
antler	0.448	0.470	0.500	اينگلر
antsy	0.449	0.558	0.417	اينٽي
anus	0.347	0.644	0.350	مقعد
anvil	0.380	0.510	0.604	اوندهه
anxiety	0.146	0.865	0.342	پريشاني
anxietyattack	0.150	0.925	0.446	پريشاني جو حملو
anxious	0.281	0.875	0.434	فڪر مند
anxiousness	0.235	0.814	0.282	پريشاني
anytime	0.625	0.461	0.436	ڪنهن به وقت
aorta	0.448	0.510	0.542	شريان
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	تيزيءَ سان
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	اپارٽمينٽ
apartments	0.704	0.337	0.443	اپارٽمنٽ
apathetic	0.188	0.292	0.333	بي حس
apathy	0.184	0.212	0.204	بي حسي
ape	0.548	0.389	0.336	بندر
aperture	0.612	0.450	0.667	ايپرچر
apex	0.570	0.433	0.418	چوٽي
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	هر هڪ
aplomb	0.500	0.509	0.582	تڪميل
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	معافي ڏيندڙ
apologist	0.406	0.429	0.526	معافي ڏيندڙ
apologize	0.551	0.378	0.389	معافي گهرڻ
apology	0.571	0.346	0.402	معافي
apostasy	0.388	0.520	0.517	ارتداد
apostate	0.342	0.500	0.528	مرتد
apostle	0.646	0.347	0.732	رسول
apostolic	0.592	0.300	0.717	رسولي
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	دردناڪ
appalled	0.194	0.792	0.562	حيران
appalling	0.160	0.827	0.415	خوفناڪ
apparatus	0.375	0.353	0.377	اوزار
apparel	0.698	0.435	0.453	لباس
apparent	0.473	0.383	0.398	ظاهر
apparently	0.531	0.410	0.426	ظاهري طور
apparition	0.406	0.573	0.636	ظاهر ٿيڻ
appeal	0.663	0.598	0.558	اپيل
appear	0.735	0.506	0.567	ظاهر ٿيڻ
appearance	0.669	0.490	0.534	ظاهر
appease	0.633	0.278	0.434	راضي ڪرڻ
appellant	0.327	0.588	0.568	اپيل ڪندڙ
append	0.573	0.464	0.453	شامل ڪرڻ
appendage	0.229	0.382	0.438	ضميمه
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	ضميمو
appetite	0.704	0.637	0.581	بک
appetizer	0.755	0.560	0.406	بکائيندڙ
appetizing	0.806	0.657	0.688	شوقين
applaud	0.865	0.824	0.464	تاڙيون وڄائڻ
applause	0.953	0.857	0.621	تاڙيون وڄائڻ
apple	0.811	0.300	0.264	انب
apple juice	0.765	0.204	0.294	صوف جو جوس
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	انب
appliance	0.582	0.453	0.538	اوزار
appliances	0.594	0.394	0.567	سامان
applicability	0.677	0.490	0.741	قابل اطلاق
applicable	0.469	0.430	0.667	قابل اطلاق
applicant	0.612	0.558	0.688	درخواست ڪندڙ
application	0.646	0.445	0.726	درخواست
apply	0.612	0.321	0.667	لاڳو ڪرڻ
appoint	0.565	0.330	0.509	مقرر ڪرڻ
appointment	0.688	0.594	0.547	ملاقات
appointments	0.745	0.677	0.625	ملاقاتون
apportion	0.677	0.490	0.638	ورهاڱي
apportionment	0.552	0.481	0.453	ورهاڱي
appraisal	0.417	0.667	0.682	تشخيص
appraise	0.677	0.490	0.696	قدر ڪرڻ
appreciable	0.873	0.491	0.778	قابل قدر
appreciate	0.885	0.422	0.741	قدر ڪرڻ
appreciated	0.910	0.434	0.779	ساراهيو
appreciates	0.765	0.500	0.656	قدر ڪري ٿو
appreciation	0.917	0.529	0.588	قدر
appreciative	0.857	0.380	0.654	قدر ڪرڻ وارو
apprehend	0.521	0.624	0.696	پڪڙڻ
apprehension	0.385	0.720	0.454	خدشو
apprehensive	0.406	0.592	0.431	خوفزده
apprentice	0.615	0.413	0.452	شاگرد
apprenticeship	0.812	0.482	0.643	تعليم حاصل ڪرڻ
approach	0.612	0.392	0.610	انداز
approaching	0.740	0.557	0.491	ويجهو اچڻ
approbate	0.646	0.590	0.860	منظور ڪرڻ
approbation	0.792	0.529	0.774	منظوري
appropriate	0.833	0.368	0.759	مناسب
appropriation	0.510	0.632	0.717	تخصيص
approval	0.854	0.460	0.889	منظوري
approve	0.875	0.548	0.741	منظور ڪرڻ
approved	0.833	0.349	0.698	منظور ٿيل
approvement	0.880	0.625	0.780	منظوري
approving	0.917	0.583	0.773	منظوري ڏيڻ
approximate	0.551	0.560	0.520	لڳ ڀڳ
approximately	0.622	0.396	0.538	لڳ ڀڳ
approximating	0.583	0.615	0.471	لڳ ڀڳ
approximation	0.582	0.402	0.593	لڳ ڀڳ
appurtenances	0.573	0.412	0.547	سهولتون
apricot	0.708	0.320	0.278	زرعي
apron	0.582	0.208	0.245	تہبند
apt	0.582	0.418	0.382	مناسب
aptitude	0.750	0.471	0.746	صلاحيت
aqua	0.656	0.292	0.359	پاڻي
aquamarine	0.729	0.306	0.413	پاڻياٺ
aquarium	0.663	0.327	0.393	ايڪريم
aquatic	0.677	0.510	0.463	آبي
aqueduct	0.551	0.411	0.534	پاڻي
aqueous	0.429	0.270	0.310	آبي
arable	0.510	0.350	0.465	قابل کاشت
arbiter	0.561	0.537	0.814	ثالث
arbitrary	0.281	0.702	0.686	پاڻمرادو
arbitrate	0.470	0.620	0.682	ثالث
arbitration	0.587	0.602	0.670	ثالثي
arbitrator	0.385	0.448	0.795	ثالث
arbor	0.583	0.490	0.591	آربر
arc	0.552	0.388	0.396	قوس
arcade	0.676	0.521	0.502	آرڪيڊ
arcane	0.500	0.490	0.637	آرڪين
arch	0.500	0.354	0.468	محراب
archaeological	0.740	0.441	0.660	آثار قديمه
archaeologist	0.552	0.451	0.706	آثار قديمه جو ماهر
archaeology	0.596	0.358	0.691	آثار قديمه
archaic	0.271	0.327	0.332	قديم
archangel	0.837	0.500	0.708	مهاراج
archbishop	0.622	0.280	0.776	آرڪ ڀشپ
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	محراب وارو
archer	0.573	0.622	0.661	تير انداز
archery	0.594	0.604	0.589	تير اندازي
archetype	0.448	0.520	0.569	آرڪيٽائپ
archipelago	0.745	0.370	0.592	ٻيٽ
architect	0.776	0.442	0.836	معمار
architectural	0.729	0.390	0.670	تعميراتي
architecture	0.820	0.390	0.694	فن تعمير
archive	0.438	0.294	0.527	آرڪائيو
arctic	0.615	0.352	0.546	آرڪٽڪ
ardent	0.694	0.873	0.722	پرجوش
ardor	0.500	0.780	0.538	جوش
arduous	0.344	0.783	0.605	مشڪل
area	0.490	0.306	0.464	علائقو
arena	0.510	0.235	0.404	ميدان
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	ڇا توهان مذاق ڪري رهيا آهيو
areyoukiddingme	0.365	0.635	0.375	ڇا ٿون مون سان مذاق ٿو ڪرين
argent	0.594	0.418	0.472	ارجنٽ
argh	0.260	0.538	0.328	ارھ
arghh	0.292	0.536	0.397	ارھ
arghhhh	0.250	0.618	0.324	ارهه
argue	0.093	0.798	0.525	بحث ڪرڻ
argument	0.510	0.464	0.698	دليل
argumentation	0.479	0.549	0.760	استدلال
argumentative	0.450	0.531	0.679	بحث ڪندڙ
arguments	0.541	0.602	0.657	دليل
arid	0.323	0.333	0.379	خشڪ
arise	0.750	0.582	0.725	اڀرڻ
aristocracy	0.688	0.549	0.842	اشرافيه
aristocrat	0.583	0.413	0.811	اشرافيه
aristocratic	0.449	0.519	0.676	اشرافيه
arithmetic	0.453	0.460	0.634	رياضي
ark	0.396	0.427	0.543	ٻيڙي
arm	0.552	0.285	0.469	بازو
armada	0.408	0.740	0.868	آرماڊا
armament	0.198	0.764	0.810	هٿيار
armaments	0.192	0.839	0.830	هٿيار
armature	0.510	0.558	0.755	بازو
armchair	0.646	0.164	0.339	ڪرسي
armed	0.188	0.750	0.808	هٿياربند
armor	0.469	0.625	0.784	هٿيار
armored	0.469	0.509	0.861	هٿياربند
armory	0.448	0.663	0.800	هٿيار
armpit	0.283	0.439	0.250	بغل
arms	0.464	0.395	0.483	هٿيار
army	0.417	0.759	0.902	فوج
aroma	0.823	0.235	0.442	خوشبو
aromatherapy	0.847	0.220	0.473	خوشبوءِ جو علاج
arousal	0.791	0.943	0.731	جوش
arouse	0.740	0.491	0.580	بيدار ڪرڻ
aroused	0.708	0.952	0.667	بيدار ڪيو
arraignment	0.406	0.837	0.534	گرفتاري
arrange	0.740	0.490	0.571	بندوبست
arranged	0.698	0.531	0.728	ترتيب ڏنل
arrangement	0.625	0.382	0.683	ترتيب
array	0.521	0.396	0.568	صف
arrears	0.286	0.485	0.302	بقايا
arrest	0.146	0.951	0.500	گرفتار ڪرڻ
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	آمد
arrive	0.837	0.406	0.585	پهچڻ
arrogance	0.143	0.750	0.620	وڏائي
arrogant	0.115	0.755	0.580	وڏائي ڪندڙ
arrow	0.439	0.390	0.454	تير
arsehole	0.276	0.598	0.433	گدڙ
arseholes	0.188	0.545	0.351	سوراخ
arsenal	0.365	0.741	0.752	هٿيار
arsenic	0.281	0.472	0.447	ارسنڪ
arson	0.133	0.904	0.567	باهه ڏيڻ
arsonist	0.348	0.840	0.500	آتشگير
art	0.812	0.360	0.603	فن
arterial	0.396	0.510	0.583	شريان
artery	0.396	0.580	0.537	شريان
artful	0.771	0.608	0.778	هنرمند
arthritis	0.110	0.518	0.345	جوڙ
arthropod	0.344	0.464	0.434	ارٿروپڊ
artichoke	0.583	0.218	0.287	آرٽچوڪ
article	0.594	0.280	0.481	مضمون
articles	0.552	0.324	0.565	مضمون
articulate	0.677	0.462	0.618	بيان ڪرڻ
articulation	0.479	0.480	0.591	اظهار
artifact	0.510	0.500	0.566	نموني
artifice	0.316	0.696	0.482	هنر
artificial	0.306	0.385	0.351	مصنوعي
artillery	0.350	0.912	0.794	توپخانو
artisan	0.781	0.330	0.411	ڪاريگر
artist	0.802	0.442	0.732	فنڪار
artiste	0.844	0.512	0.565	فنڪار
artistic	0.802	0.646	0.632	فني
artistry	0.823	0.346	0.769	هنر
artists	0.796	0.667	0.741	فنڪار
artwork	0.896	0.368	0.679	آرٽ ورڪ
arty	0.490	0.422	0.388	آرٽ
asap	0.571	0.500	0.552	جلدي
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	چڙهڻ
ascendancy	0.724	0.625	0.700	عروج
ascendant	0.656	0.673	0.821	وڌندڙ
ascending	0.826	0.644	0.777	چڙهڻ
ascension	0.765	0.720	0.714	عروج
ascent	0.755	0.627	0.833	چڙهڻ
ascertain	0.560	0.530	0.625	پڪ ڪرڻ
ascertained	0.531	0.529	0.616	معلوم ٿيو
ascetic	0.438	0.375	0.472	سنت
ash	0.260	0.210	0.207	راھ
ashamed	0.156	0.588	0.228	شرمسار
ashes	0.327	0.279	0.142	خاڪ
ashtray	0.406	0.382	0.265	ايش ٽري
asinine	0.429	0.472	0.433	آسينين
ask	0.531	0.440	0.459	پڇڻ
asleeep	0.490	0.210	0.322	سمهڻ
asleep	0.604	0.100	0.270	سمهڻ
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	پہلو
aspects	0.439	0.480	0.565	پهلو
aspen	0.479	0.280	0.395	اسپن
asphalt	0.479	0.264	0.439	اسفالٽ
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	آرزو
aspire	0.812	0.469	0.722	خواهش
aspirin	0.479	0.271	0.422	اسپرين
aspiring	0.844	0.582	0.604	خواهشمند
ass	0.323	0.750	0.345	گدا
assail	0.378	0.510	0.500	حملو ڪرڻ
assailant	0.184	0.868	0.602	حملو ڪندڙ
assassin	0.073	0.933	0.632	قاتل
assassinate	0.051	0.969	0.722	قتل ڪرڻ
assassination	0.083	0.941	0.525	قتل
assault	0.167	0.848	0.550	حملو
assay	0.633	0.559	0.594	امتحان
assemblage	0.429	0.452	0.600	گڏجاڻي
assemble	0.542	0.570	0.750	گڏ ڪرڻ
assembled	0.663	0.450	0.644	گڏ ٿيل
assembly	0.698	0.500	0.640	اسيمبلي
assemblyman	0.430	0.538	0.760	اسيمبلي ميمبر
assent	0.615	0.515	0.719	رضامندي
assert	0.750	0.619	0.809	زور ڏيڻ
asserting	0.694	0.531	0.736	زور ڏيڻ
assertion	0.740	0.442	0.750	دعويٰ
assertive	0.719	0.412	0.770	زوردار
assess	0.698	0.500	0.623	اندازو ڪرڻ
assessment	0.750	0.623	0.658	تشخيص
assessor	0.551	0.538	0.764	جائزو وٺندڙ
asset	0.797	0.765	0.788	اثاثو
assets	0.667	0.613	0.765	اثاثا
asshole	0.133	0.582	0.263	گدا
assign	0.622	0.417	0.709	تفويض ڪرڻ
assignee	0.510	0.462	0.510	تفويض ڪندڙ
assignment	0.483	0.398	0.745	تفويض
assimilate	0.559	0.391	0.683	ملائڻ
assimilation	0.429	0.378	0.463	ملائڻ
assist	0.833	0.435	0.629	مدد ڪرڻ
assistance	0.656	0.519	0.633	مدد
assistant	0.625	0.390	0.536	مددگار
associate	0.812	0.409	0.625	ساٿي
association	0.745	0.500	0.817	انجمن
assorted	0.602	0.460	0.472	مختلف
assortment	0.694	0.360	0.526	درجه بندي
assuage	0.745	0.255	0.500	آسودگي
assume	0.698	0.401	0.464	فرض ڪرڻ
assumed	0.612	0.247	0.454	فرض ڪيو
assuming	0.740	0.390	0.526	فرض ڪرڻ
assumption	0.479	0.431	0.417	مفروضو
assurance	0.675	0.442	0.704	اطمينان
assure	0.910	0.460	0.839	يقين ڏيارڻ
assured	0.878	0.327	0.754	يقين ڏياريو
assuredly	0.786	0.396	0.833	يقينن
asterisk	0.541	0.288	0.273	ستاري
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	دمہ
asthmatic	0.229	0.706	0.294	دم واري
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	حيرت انگيز
astonished	0.510	0.775	0.574	حيران
astonishing	0.844	0.802	0.821	حيرت انگيز
astonishingly	0.827	0.898	0.773	حيرت انگيز طور
astonishment	0.680	0.718	0.519	حيرت
astound	0.729	0.675	0.474	حيران ٿيڻ
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	گمراهه
astringent	0.316	0.500	0.474	سخت
astrologer	0.594	0.519	0.673	نجومي
astrology	0.635	0.340	0.500	علم نجوم
astronaut	0.792	0.601	0.761	خلاباز
astronomer	0.750	0.509	0.735	نجومي
astronomical	0.600	0.632	0.726	ڪلاسيڪل
astronomy	0.613	0.474	0.722	فلڪيات
astute	0.776	0.658	0.827	هوشيار
asunder	0.208	0.442	0.259	جدا
asylum	0.407	0.330	0.445	پناهه
asymmetric	0.580	0.343	0.465	غير متناسب
asymmetry	0.476	0.373	0.527	اڻ برابري
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	هوٽل
atheism	0.276	0.460	0.481	الحاد
atheistic	0.373	0.481	0.466	الحاد
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	رانديگر
athletic	0.857	0.798	0.708	رانديگر
athleticism	0.750	0.863	0.778	ايٿليٽڪزم
athletics	0.831	0.691	0.740	ايٿليٽڪس
atlas	0.531	0.306	0.554	ائٽلس
atmosphere	0.604	0.300	0.560	ماحول
atmospheric	0.531	0.420	0.594	فضائي
atoll	0.480	0.408	0.472	اٽل
atom	0.510	0.500	0.433	ائٽم
atomic	0.327	0.817	0.713	ايٽمي
atone	0.418	0.673	0.411	ڪفارو
atonement	0.550	0.602	0.683	ڪفارو
atpeace	0.724	0.298	0.519	امن
