English Word	Valence	Arousal	Dominance	Bengali Word
amateur	0.469	0.500	0.409	অপেশাদার
amaze	0.896	0.843	0.783	বিস্মিত
amazed	0.796	0.779	0.533	বিস্মিত
amazedness	0.827	0.872	0.510	বিস্ময়
amazement	0.750	0.800	0.639	বিস্ময়
amazing	0.906	0.837	0.849	আশ্চর্যজনক
amazingly	0.918	0.765	0.920	আশ্চর্যজনকভাবে
ambassador	0.651	0.529	0.917	রাষ্ট্রদূত
amber	0.635	0.308	0.369	অ্যাম্বার
ambience	0.735	0.356	0.426	পরিবেশ
ambient	0.625	0.360	0.582	পরিবেষ্টিত
ambiguity	0.164	0.460	0.370	অস্পষ্টতা
ambiguous	0.265	0.462	0.358	অনিশ্চিত
ambit	0.479	0.380	0.386	পরিধি
ambition	0.510	0.804	0.661	উচ্চাকাঙ্ক্ষা
ambitious	0.484	0.821	0.717	উচ্চাকাঙ্ক্ষী
ambivalent	0.510	0.404	0.482	দ্বৈত
ambrosia	0.571	0.452	0.480	অ্যামব্রোসিয়া
ambulance	0.500	0.750	0.609	অ্যাম্বুলেন্স
ambush	0.281	0.830	0.500	অতর্কিত হামলা
ameliorate	0.770	0.548	0.747	উন্নত করা
amen	0.781	0.182	0.542	আমেন
amenable	0.448	0.410	0.406	এক্তিয়ারভুক্ত
amend	0.688	0.406	0.658	সংশোধন করা
amendment	0.531	0.459	0.606	সংশোধন
amends	0.640	0.366	0.517	সংশোধন করে
amenity	0.750	0.327	0.574	সুবিধা
amethyst	0.622	0.406	0.517	অ্যামিথিস্ট
amiable	0.847	0.290	0.483	আন্তরিক
amicable	0.875	0.330	0.507	বন্ধুত্বপূর্ণ
amid	0.510	0.340	0.256	মধ্যে
amidst	0.480	0.330	0.316	মধ্যে
amino	0.551	0.402	0.433	অ্যামিনো
ammo	0.323	0.765	0.621	গোলাবারুদ
ammonia	0.292	0.587	0.409	অ্যামোনিয়া
ammonium	0.354	0.396	0.368	অ্যামোনিয়াম
ammunition	0.338	0.635	0.667	গোলাবারুদ
amnesia	0.296	0.330	0.308	স্মৃতিভ্রংশ
amnesty	0.551	0.451	0.814	সাধারণ ক্ষমা
amorous	0.844	0.670	0.636	প্রেমময়
amorphous	0.327	0.402	0.349	নিরাকার
amortization	0.592	0.491	0.522	পরিশোধ
amount	0.562	0.422	0.649	পরিমাণ
amour	0.865	0.480	0.652	প্রেম
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	অ্যাম্পারস্যান্ড
amphetamines	0.133	0.667	0.526	amphetamines
amphibian	0.427	0.357	0.474	উভচর
amphibious	0.479	0.346	0.445	উভচর
amphitheater	0.653	0.480	0.545	অ্যাম্ফিথিয়েটার
ample	0.744	0.349	0.719	যথেষ্ট
amplification	0.690	0.677	0.810	পরিবর্ধন
amplify	0.677	0.735	0.827	প্রসারিত করা
amplitude	0.694	0.439	0.692	প্রশস্ততা
amply	0.781	0.431	0.766	প্রশস্ত
amputate	0.092	0.660	0.509	অঙ্গচ্ছেদ
amputation	0.100	0.755	0.483	অঙ্গচ্ছেদ
amuck	0.385	0.602	0.321	আড়ম্বরপূর্ণ
amulet	0.781	0.260	0.630	তাবিজ
amuse	0.812	0.684	0.664	বিনোদন
amused	0.942	0.847	0.596	আনন্দিত
amusement	0.929	0.837	0.803	বিনোদন
amusing	0.960	0.829	0.632	মজাদার
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	অ্যানাকোন্ডা
anaesthesia	0.350	0.217	0.473	অবেদন
anaesthetic	0.449	0.268	0.509	চেতনানাশক
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	পায়ুপথ
analgesic	0.417	0.321	0.441	ব্যথানাশক
analogous	0.531	0.270	0.500	সাদৃশ্যপূর্ণ
analogue	0.570	0.320	0.446	অ্যানালগ
analogy	0.510	0.367	0.509	সাদৃশ্য
analysis	0.729	0.448	0.705	বিশ্লেষণ
analyst	0.604	0.415	0.755	বিশ্লেষক
analytic	0.665	0.521	0.634	বিশ্লেষণাত্মক
analytical	0.625	0.324	0.800	বিশ্লেষণাত্মক
analyze	0.667	0.462	0.710	বিশ্লেষণ
analyzer	0.625	0.556	0.854	বিশ্লেষক
anaphylactic	0.378	0.588	0.500	অ্যানাফিল্যাকটিক
anarchism	0.125	0.804	0.623	নৈরাজ্যবাদ
anarchist	0.204	0.700	0.759	নৈরাজ্যবাদী
anarchy	0.146	0.755	0.620	নৈরাজ্য
anastomosis	0.375	0.470	0.490	অ্যানাস্টোমোসিস
anathema	0.286	0.490	0.519	অ্যানাথেমা
anatomic	0.562	0.442	0.546	শারীরবৃত্তীয়
anatomy	0.562	0.390	0.571	শারীরস্থান
ancestor	0.592	0.388	0.594	পূর্বপুরুষ
ancestral	0.640	0.481	0.750	পৈতৃক
ancestry	0.708	0.519	0.717	বংশ
anchor	0.520	0.284	0.564	নোঙ্গর
anchorage	0.500	0.325	0.639	লঙ্গরখানা
ancient	0.420	0.217	0.439	প্রাচীন
ancillary	0.449	0.442	0.278	আনুষঙ্গিক
androgen	0.255	0.523	0.527	এন্ড্রোজেন
android	0.663	0.436	0.500	অ্যান্ড্রয়েড
anecdote	0.583	0.529	0.500	উপাখ্যান
anemia	0.188	0.327	0.310	রক্তাল্পতা
anemic	0.167	0.279	0.155	রক্তাল্পতা
anemone	0.552	0.538	0.327	অ্যানিমোন
anesthesia	0.365	0.216	0.394	অবেদন
anesthesiologist	0.419	0.224	0.526	এনেস্থেসিওলজিস্ট
anesthetic	0.350	0.264	0.482	চেতনানাশক
aneurysm	0.115	0.690	0.536	অ্যানিউরিজম
anew	0.771	0.358	0.385	নতুন করে
angel	0.906	0.158	0.704	ফেরেশতা
angelic	0.927	0.298	0.668	দেবদূত
anger	0.167	0.865	0.657	রাগ
angered	0.010	0.860	0.547	রাগান্বিত
angermanagement	0.260	0.632	0.482	রাগ ব্যবস্থাপনা
angina	0.230	0.630	0.464	কণ্ঠনালীপ্রদাহ
angiogram	0.347	0.520	0.465	এনজিওগ্রাম
angiography	0.378	0.536	0.520	এনজিওগ্রাফি
angle	0.541	0.330	0.455	কোণ
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	আঙ্গোরা
angriest	0.094	0.892	0.430	রাগান্বিত
angry	0.122	0.830	0.604	রাগান্বিত
angrytweet	0.265	0.644	0.471	রাগান্বিত টুইট
angst	0.167	0.888	0.333	রাগ
anguish	0.153	0.792	0.265	যন্ত্রণা
anguished	0.135	0.720	0.307	ক্ষুব্ধ
angular	0.449	0.281	0.444	কৌণিক
anhydrous	0.456	0.365	0.355	নির্জল
animal	0.521	0.510	0.513	পশু
animate	0.827	0.755	0.635	অ্যানিমেট
animated	0.823	0.676	0.538	অ্যানিমেটেড
animation	0.888	0.750	0.549	অ্যানিমেশন
animosity	0.510	0.724	0.545	শত্রুতা
animus	0.698	0.676	0.466	অ্যানিমাস
ankle	0.500	0.274	0.234	গোড়ালি
anklet	0.410	0.276	0.302	গোড়ালি
annals	0.427	0.610	0.424	ইতিহাস
annex	0.594	0.350	0.458	সংযুক্তি
annexation	0.342	0.500	0.555	সংযুক্তি
annexe	0.584	0.350	0.392	অ্যানেক্সি
annihilate	0.115	0.918	0.681	ধ্বংস করা
annihilated	0.080	0.760	0.324	নিশ্চিহ্ন
annihilation	0.041	0.800	0.591	বিনাশ
anniversary	0.880	0.770	0.723	বার্ষিকী
annotate	0.592	0.469	0.441	টীকা
annotation	0.604	0.470	0.619	টীকা
announce	0.694	0.618	0.611	ঘোষণা করা
announcement	0.729	0.491	0.482	ঘোষণা
announcer	0.602	0.570	0.732	ঘোষক
annoy	0.094	0.765	0.286	বিরক্ত করা
annoyance	0.167	0.718	0.342	বিরক্তি
annoyed	0.104	0.783	0.345	বিরক্ত
annoyin	0.260	0.573	0.352	বিরক্তিকর
annoying	0.082	0.853	0.348	বিরক্তিকর
annoys	0.146	0.778	0.435	বিরক্ত করে
annual	0.552	0.236	0.500	বার্ষিক
annuity	0.521	0.304	0.527	বার্ষিক
annul	0.250	0.448	0.364	বাতিল
annular	0.310	0.385	0.412	বৃত্তাকার
annulment	0.153	0.375	0.447	বাতিল
annulus	0.458	0.380	0.376	অ্যানুলাস
anointed	0.500	0.368	0.579	অভিষিক্ত
anointing	0.653	0.350	0.547	অভিষেক
anomalous	0.281	0.480	0.423	অস্বাভাবিক
anomaly	0.188	0.538	0.404	ব্যতিক্রম
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	বেনামী
anonymous	0.396	0.291	0.431	বেনামী
anorexic	0.160	0.618	0.245	অ্যানোরেক্সিক
answer	0.537	0.373	0.661	উত্তর
answerable	0.708	0.481	0.750	উত্তরযোগ্য
answering	0.684	0.500	0.607	উত্তর
ant	0.448	0.216	0.216	পিপীলিকা
antagonism	0.224	0.618	0.524	শত্রুতা
antagonist	0.240	0.615	0.700	প্রতিপক্ষ
antagonistic	0.296	0.604	0.565	বিরোধী
antagonize	0.143	0.663	0.629	বিরোধিতা করা
ante	0.448	0.320	0.417	পূর্ববর্তী
antecedent	0.427	0.551	0.566	পূর্ববর্তী
antelope	0.542	0.510	0.500	হরিণ
antenna	0.521	0.327	0.358	অ্যান্টেনা
anterior	0.510	0.245	0.362	পূর্ববর্তী
anthem	0.780	0.343	0.729	সঙ্গীত
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	সংকলন
anthrax	0.188	0.730	0.500	অ্যানথ্রাক্স
anthropological	0.367	0.390	0.490	নৃতাত্ত্বিক
anthropologist	0.551	0.385	0.725	নৃবিজ্ঞানী
anthropology	0.490	0.367	0.582	নৃতত্ত্ব
anti	0.365	0.412	0.384	বিরোধী
antiaircraft	0.330	0.622	0.629	বিমান বিধ্বংসী
antibiotic	0.510	0.373	0.658	অ্যান্টিবায়োটিক
antibiotics	0.448	0.406	0.557	অ্যান্টিবায়োটিক
antichrist	0.082	0.837	0.544	খ্রীষ্টবিরোধী
anticipate	0.622	0.469	0.667	পূর্বানুমান
anticipation	0.698	0.539	0.711	অগ্রজ্ঞান
anticipatory	0.653	0.551	0.682	প্রত্যাশিত
antics	0.448	0.740	0.236	বিদ্বেষ
antidote	0.541	0.490	0.629	প্রতিষেধক
antifungal	0.408	0.412	0.441	অ্যান্টিফাঙ্গাল
antigravity	0.430	0.714	0.658	বিরোধী মাধ্যাকর্ষণ
antimony	0.378	0.398	0.490	অ্যান্টিমনি
antipathy	0.198	0.549	0.393	বিদ্বেষ
antiquarian	0.500	0.233	0.426	প্রাচীন
antiquated	0.420	0.392	0.236	পুরাতন
antique	0.634	0.290	0.518	প্রাচীন
antiques	0.540	0.370	0.595	প্রাচীন জিনিসপত্র
antiquity	0.385	0.333	0.556	প্রাচীনত্ব
antiseptic	0.438	0.370	0.623	এন্টিসেপটিক
antisocial	0.146	0.686	0.391	অসামাজিক
antithesis	0.396	0.412	0.536	বিরোধী
antithetical	0.271	0.509	0.358	বিরোধী
antiviral	0.459	0.470	0.549	অ্যান্টিভাইরাল
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	মলদ্বার
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	উদ্বেগ
anxietyattack	0.150	0.925	0.446	উদ্বেগ আক্রমণ
anxious	0.281	0.875	0.434	উদ্বিগ্ন
anxiousness	0.235	0.814	0.282	উদ্বেগ
anytime	0.625	0.461	0.436	যে কোন সময়
aorta	0.448	0.510	0.542	মহাধমনী
aortic	0.436	0.540	0.438	মহাধমনী
apace	0.536	0.500	0.536	দ্রুত
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	অ্যাপার্টমেন্ট
apartments	0.704	0.337	0.443	অ্যাপার্টমেন্ট
apathetic	0.188	0.292	0.333	উদাসীন
apathy	0.184	0.212	0.204	উদাসীনতা
ape	0.548	0.389	0.336	বানর
aperture	0.612	0.450	0.667	ছিদ্র
apex	0.570	0.433	0.418	শীর্ষ
aphid	0.388	0.473	0.407	এফিড
aphrodisiac	0.750	0.846	0.667	কামোদ্দীপক
apiece	0.439	0.259	0.383	প্রতিটি
aplomb	0.500	0.509	0.582	আপ্লুম
apocalypse	0.050	0.867	0.736	সর্বনাশ
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	ক্ষমাপ্রার্থী
apologist	0.406	0.429	0.526	ক্ষমাপ্রার্থী
apologize	0.551	0.378	0.389	ক্ষমাপ্রার্থী
apology	0.571	0.346	0.402	ক্ষমা
apostasy	0.388	0.520	0.517	ধর্মত্যাগ
apostate	0.342	0.500	0.528	ধর্মত্যাগী
apostle	0.646	0.347	0.732	প্রেরিত
apostolic	0.592	0.300	0.717	প্রেরিত
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	আতঙ্কিত
appalling	0.160	0.827	0.415	ভয়ঙ্কর
apparatus	0.375	0.353	0.377	যন্ত্রপাতি
apparel	0.698	0.435	0.453	পোশাক
apparent	0.473	0.383	0.398	স্পষ্ট
apparently	0.531	0.410	0.426	দৃশ্যত
apparition	0.406	0.573	0.636	আবির্ভাব
appeal	0.663	0.598	0.558	আপিল
appear	0.735	0.506	0.567	প্রদর্শিত
appearance	0.669	0.490	0.534	চেহারা
appease	0.633	0.278	0.434	তুষ্ট করা
appellant	0.327	0.588	0.568	আবেদনকারী
append	0.573	0.464	0.453	সংযোজন
appendage	0.229	0.382	0.438	উপশিষ্ট
appendectomy	0.177	0.670	0.554	অ্যাপেন্ডেক্টমি
appendicitis	0.031	0.640	0.347	অ্যাপেন্ডিসাইটিস
appendix	0.365	0.387	0.425	পরিশিষ্ট
appetite	0.704	0.637	0.581	ক্ষুধা
appetizer	0.755	0.560	0.406	ক্ষুধার্ত
appetizing	0.806	0.657	0.688	ক্ষুধার্ত
applaud	0.865	0.824	0.464	সাধুবাদ
applause	0.953	0.857	0.621	করতালি
apple	0.811	0.300	0.264	আপেল
apple juice	0.765	0.204	0.294	আপেলের রস
applejack	0.604	0.431	0.473	আপেলজ্যাক
applesauce	0.750	0.167	0.291	আপেল সস
appliance	0.582	0.453	0.538	যন্ত্রপাতি
appliances	0.594	0.394	0.567	যন্ত্রপাতি
applicability	0.677	0.490	0.741	প্রযোজ্যতা
applicable	0.469	0.430	0.667	প্রযোজ্য
applicant	0.612	0.558	0.688	প্রার্থী
application	0.646	0.445	0.726	আবেদন
apply	0.612	0.321	0.667	আবেদন
appoint	0.565	0.330	0.509	নিয়োগ
appointment	0.688	0.594	0.547	অ্যাপয়েন্টমেন্ট
appointments	0.745	0.677	0.625	অ্যাপয়েন্টমেন্ট
apportion	0.677	0.490	0.638	ভাগ
apportionment	0.552	0.481	0.453	ভাগ
appraisal	0.417	0.667	0.682	মূল্যায়ন
appraise	0.677	0.490	0.696	মূল্যায়ন
appreciable	0.873	0.491	0.778	প্রশংসনীয়
appreciate	0.885	0.422	0.741	প্রশংসা
appreciated	0.910	0.434	0.779	প্রশংসা করা
appreciates	0.765	0.500	0.656	প্রশংসা করে
appreciation	0.917	0.529	0.588	প্রশংসা
appreciative	0.857	0.380	0.654	প্রশংসামূলক
apprehend	0.521	0.624	0.696	ধরা
apprehension	0.385	0.720	0.454	আশংকা
apprehensive	0.406	0.592	0.431	শঙ্কিত
apprentice	0.615	0.413	0.452	শিক্ষানবিশ
apprenticeship	0.812	0.482	0.643	শিক্ষানবিশ
approach	0.612	0.392	0.610	পন্থা
approaching	0.740	0.557	0.491	সমীপবর্তী
approbate	0.646	0.590	0.860	অনুমোদন
approbation	0.792	0.529	0.774	অনুমোদন
appropriate	0.833	0.368	0.759	যথাযথ
appropriation	0.510	0.632	0.717	বয়োজন
approval	0.854	0.460	0.889	অনুমোদন
approve	0.875	0.548	0.741	অনুমোদন
approved	0.833	0.349	0.698	অনুমোদিত
approvement	0.880	0.625	0.780	অনুমোদন
approving	0.917	0.583	0.773	অনুমোদন
approximate	0.551	0.560	0.520	আনুমানিক
approximately	0.622	0.396	0.538	আন্দাজ
approximating	0.583	0.615	0.471	আনুমানিক
approximation	0.582	0.402	0.593	অনুমান
appurtenances	0.573	0.412	0.547	উপযোগী
apricot	0.708	0.320	0.278	এপ্রিকট
apron	0.582	0.208	0.245	এপ্রোন
apt	0.582	0.418	0.382	উপযুক্ত
aptitude	0.750	0.471	0.746	যোগ্যতা
aqua	0.656	0.292	0.359	জলজ
aquamarine	0.729	0.306	0.413	অ্যাকোয়ামেরিন
aquarium	0.663	0.327	0.393	অ্যাকোয়ারিয়াম
aquatic	0.677	0.510	0.463	জলজ
aqueduct	0.551	0.411	0.534	জলাধার
aqueous	0.429	0.270	0.310	জলীয়
arable	0.510	0.350	0.465	আবাদযোগ্য
arbiter	0.561	0.537	0.814	সালিস
arbitrary	0.281	0.702	0.686	ইচ্ছামত
arbitrate	0.470	0.620	0.682	সালিশ
arbitration	0.587	0.602	0.670	সালিশ
arbitrator	0.385	0.448	0.795	সালিসকারী
