English Word	Valence	Arousal	Dominance	Sesotho Word
analyst	0.604	0.415	0.755	mohlahlobi
analytic	0.665	0.521	0.634	tlhahlobisiso
analytical	0.625	0.324	0.800	tlhahlobisiso
analyze	0.667	0.462	0.710	sekaseka
analyzer	0.625	0.556	0.854	mohlahlobi
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	setsebi sa anarchist
anarchy	0.146	0.755	0.620	pherekano
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomic
anatomy	0.562	0.390	0.571	anatomy
ancestor	0.592	0.388	0.594	moholoholo
ancestral	0.640	0.481	0.750	badimo
ancestry	0.708	0.519	0.717	leloko
anchor	0.520	0.284	0.564	ankora
anchorage	0.500	0.325	0.639	anchorage
ancient	0.420	0.217	0.439	khale-khale
ancillary	0.449	0.442	0.278	tlatsetso
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anecdote
anemia	0.188	0.327	0.310	khaello ea mali
anemic	0.167	0.279	0.155	khaello ea mali
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	ngaka e robatsang ka lithethefatsi
anesthetic	0.350	0.264	0.482	sethethefatsi
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	bocha
angel	0.906	0.158	0.704	lengeloi
angelic	0.927	0.298	0.668	mangeloi
anger	0.167	0.865	0.657	khalefo
angered	0.010	0.860	0.547	koatile
angermanagement	0.260	0.632	0.482	ho halefisa
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiography
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	angle
angling	0.625	0.408	0.500	angleling
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	bohale ka ho fetisisa
angry	0.122	0.830	0.604	bohale
angrytweet	0.265	0.644	0.471	halefile
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	mahlomola
anguished	0.135	0.720	0.307	tsielehile
angular	0.449	0.281	0.444	e nchocho
anhydrous	0.456	0.365	0.355	e se nang metsi
animal	0.521	0.510	0.513	phoofolo
animate	0.827	0.755	0.635	phedisa
animated	0.823	0.676	0.538	hlahiswa
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	bora
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	leqaqailana
anklet	0.410	0.276	0.302	leqaqailana
annals	0.427	0.610	0.424	litlaleho
annex	0.594	0.350	0.458	sehlomathisi
annexation	0.342	0.500	0.555	keketso
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	felisa
annihilated	0.080	0.760	0.324	felisitsoe
annihilation	0.041	0.800	0.591	timetso
anniversary	0.880	0.770	0.723	sehopotso
annotate	0.592	0.469	0.441	annotate
annotation	0.604	0.470	0.619	tlhaloso
announce	0.694	0.618	0.611	phatlalatsa
announcement	0.729	0.491	0.482	phatlalatso
announcer	0.602	0.570	0.732	mophatlalatsi
annoy	0.094	0.765	0.286	tena
annoyance	0.167	0.718	0.342	teneha
annoyed	0.104	0.783	0.345	tenehile
annoyin	0.260	0.573	0.352	halefisa
annoying	0.082	0.853	0.348	tenang
annoys	0.146	0.778	0.435	tena
annual	0.552	0.236	0.500	selemo le selemo
annuity	0.521	0.304	0.527	selemo sa selemo
annul	0.250	0.448	0.364	hlakola
annular	0.310	0.385	0.412	selemo le selemo
annulment	0.153	0.375	0.447	nyeliso
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	tlotsitsoe
anointing	0.653	0.350	0.547	tlotso
anomalous	0.281	0.480	0.423	e makatsang
anomaly	0.188	0.538	0.404	bohlasoa
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	ho se tsejoe
anonymous	0.396	0.291	0.431	ea sa tsejoeng
anorexic	0.160	0.618	0.245	lefu la anorexia
answer	0.537	0.373	0.661	karabo
answerable	0.708	0.481	0.750	karabelo
answering	0.684	0.500	0.607	ho araba
ant	0.448	0.216	0.216	bohloa
antagonism	0.224	0.618	0.524	bohanyetsi
antagonist	0.240	0.615	0.700	mohanyetsi
antagonistic	0.296	0.604	0.565	mohanyetsi
antagonize	0.143	0.663	0.629	qhoebetsa
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	pelehi
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	lenakana
anterior	0.510	0.245	0.362	ka pele
anthem	0.780	0.343	0.729	pina
anthill	0.327	0.578	0.377	sehloa
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	koatsi
anthropological	0.367	0.390	0.490	thuto ea batho
anthropologist	0.551	0.385	0.725	setsebi sa thuto ya batho
anthropology	0.490	0.367	0.582	thuto ea batho
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	sefofane
antibiotic	0.510	0.373	0.658	lithibela-mafu
antibiotics	0.448	0.406	0.557	lithibela-mafu
antichrist	0.082	0.837	0.544	antikreste
anticipate	0.622	0.469	0.667	lebella
anticipation	0.698	0.539	0.711	tebello
anticipatory	0.653	0.551	0.682	tebelletseng
antics	0.448	0.740	0.236	bohlanya
antidote	0.541	0.490	0.629	sethibela
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	ho hanyetsa
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	khale
antique	0.634	0.290	0.518	mehleng ea khale
antiques	0.540	0.370	0.595	lintho tsa khale
antiquity	0.385	0.333	0.556	boholo-holo
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	kgahlanong le setjhaba
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	tlhapi
antsy	0.449	0.558	0.417	hloahloa
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	sebolai
anxiety	0.146	0.865	0.342	matšoenyeho
anxietyattack	0.150	0.925	0.446	tlhaselo ea matšoenyeho
anxious	0.281	0.875	0.434	tšoenyehile
anxiousness	0.235	0.814	0.282	matšoenyeho
anytime	0.625	0.461	0.436	neng kapa neng
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	ka potlako
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	folete
apartments	0.704	0.337	0.443	lifolete
apathetic	0.188	0.292	0.333	ho hloka thahasello
apathy	0.184	0.212	0.204	ho hloka thahasello
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	lesoba
apex	0.570	0.433	0.418	tlhoro
aphid	0.388	0.473	0.407	hoaba
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	karoloana
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	qeaqea
apologist	0.406	0.429	0.526	moipolli
apologize	0.551	0.378	0.389	kopa tshwarelo
apology	0.571	0.346	0.402	tšoarelo
apostasy	0.388	0.520	0.517	ho kgeloha
apostate	0.342	0.500	0.528	mokoenehi
apostle	0.646	0.347	0.732	moapostola
apostolic	0.592	0.300	0.717	boapostola
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	moothecary
appalled	0.194	0.792	0.562	tshohile
appalling	0.160	0.827	0.415	e nyarosang
apparatus	0.375	0.353	0.377	lisebelisoa
apparel	0.698	0.435	0.453	seaparo
apparent	0.473	0.383	0.398	bonahalang
apparently	0.531	0.410	0.426	kamoo ho bonahalang kateng
apparition	0.406	0.573	0.636	ponahatso
appeal	0.663	0.598	0.558	boipiletso
appear	0.735	0.506	0.567	hlaha
appearance	0.669	0.490	0.534	ponahalo
appease	0.633	0.278	0.434	kgotsofatsa
appellant	0.327	0.588	0.568	moipiletso
append	0.573	0.464	0.453	tlatsa
appendage	0.229	0.382	0.438	sehlomathisi
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	sehlomathiso
appetite	0.704	0.637	0.581	takatso ea lijo
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	appetizing
applaud	0.865	0.824	0.464	thoholetsa
applause	0.953	0.857	0.621	litlatse
apple	0.811	0.300	0.264	apole
apple juice	0.765	0.204	0.294	lero la apole
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	liapolese
appliance	0.582	0.453	0.538	sesebelisoa
appliances	0.594	0.394	0.567	lisebelisoa
applicability	0.677	0.490	0.741	ho sebetsa
applicable	0.469	0.430	0.667	e sebetsang
applicant	0.612	0.558	0.688	mokopi
application	0.646	0.445	0.726	kopo
apply	0.612	0.321	0.667	etsa kopo
appoint	0.565	0.330	0.509	khetha
appointment	0.688	0.594	0.547	kopano
appointments	0.745	0.677	0.625	kopano
apportion	0.677	0.490	0.638	kabo
apportionment	0.552	0.481	0.453	kabo
appraisal	0.417	0.667	0.682	tekanyetso
appraise	0.677	0.490	0.696	ananela
appreciable	0.873	0.491	0.778	ananelang
appreciate	0.885	0.422	0.741	ananela
appreciated	0.910	0.434	0.779	ananeloa
appreciates	0.765	0.500	0.656	ananelang
appreciation	0.917	0.529	0.588	kananelo
appreciative	0.857	0.380	0.654	e ananelang
apprehend	0.521	0.624	0.696	tšoara
apprehension	0.385	0.720	0.454	ho tshoha
apprehensive	0.406	0.592	0.431	tshohile
apprentice	0.615	0.413	0.452	moithuti
apprenticeship	0.812	0.482	0.643	boithupelo
approach	0.612	0.392	0.610	atamela
approaching	0.740	0.557	0.491	atamela
approbate	0.646	0.590	0.860	amohela
approbation	0.792	0.529	0.774	tumello
appropriate	0.833	0.368	0.759	loketseng
appropriation	0.510	0.632	0.717	kabo
approval	0.854	0.460	0.889	tumello
approve	0.875	0.548	0.741	amohela
approved	0.833	0.349	0.698	amohetsoe
approvement	0.880	0.625	0.780	tumello
approving	0.917	0.583	0.773	amohela
approximate	0.551	0.560	0.520	hoo e ka bang
approximately	0.622	0.396	0.538	hoo e ka bang
approximating	0.583	0.615	0.471	hoo e ka bang
approximation	0.582	0.402	0.593	khakanyo
appurtenances	0.573	0.412	0.547	lisebelisoa
apricot	0.708	0.320	0.278	mabolilane
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	loketseng
aptitude	0.750	0.471	0.746	bokgoni
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	metsing
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	aqueous
arable	0.510	0.350	0.465	lemang
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	boipelaetso
arbitrate	0.470	0.620	0.682	arbitrate
arbitration	0.587	0.602	0.670	arbitration
arbitrator	0.385	0.448	0.795	moahloli
arbor	0.583	0.490	0.591	arbor/
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	lebala la boithabiso
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	boepi ba lintho tsa khale
archaeologist	0.552	0.451	0.706	moepolli wa dintho tsa kgale
archaeology	0.596	0.358	0.691	thuto ea lintho tsa khale
archaic	0.271	0.327	0.332	khale
archangel	0.837	0.500	0.708	lengeloi le ka sehloohong
archbishop	0.622	0.280	0.776	moarekabishopo
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	motho ya fulang metsu
archery	0.594	0.604	0.589	ho fula ka metsu
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	sehlopha sa lihlekehleke
architect	0.776	0.442	0.836	setsebi sa meralo
architectural	0.729	0.390	0.670	tsa meaho
architecture	0.820	0.390	0.694	meaho
archive	0.438	0.294	0.527	polokelong
arctic	0.615	0.352	0.546	Arctic
ardent	0.694	0.873	0.722	cheseha
ardor	0.500	0.780	0.538	cheseho
arduous	0.344	0.783	0.605	e boima
area	0.490	0.306	0.464	sebaka
arena	0.510	0.235	0.404	lebala la lipapali
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	na u tiile
areyoukiddingme	0.365	0.635	0.375	a na u tiile
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	tsekisana
argument	0.510	0.464	0.698	khang
argumentation	0.479	0.549	0.760	khang
argumentative	0.450	0.531	0.679	khang
arguments	0.541	0.602	0.657	likhang
arid	0.323	0.333	0.379	omeletse
arise	0.750	0.582	0.725	tsoha
aristocracy	0.688	0.549	0.842	bahlomphehi
aristocrat	0.583	0.413	0.811	bahlomphehi
aristocratic	0.449	0.519	0.676	bahlomphehi
arithmetic	0.453	0.460	0.634	lipalo
ark	0.396	0.427	0.543	areka
arm	0.552	0.285	0.469	letsoho
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	lihlomo
armaments	0.192	0.839	0.830	lihlomo
armature	0.510	0.558	0.755	libetsa
armchair	0.646	0.164	0.339	setulo sa matsoho
armed	0.188	0.750	0.808	hlometse
armor	0.469	0.625	0.784	lihlomo
armored	0.469	0.509	0.861	hlometseng
armory	0.448	0.663	0.800	polokelo ea lihlomo
armpit	0.283	0.439	0.250	sephaka
arms	0.464	0.395	0.483	matsoho
army	0.417	0.759	0.902	sesole
aroma	0.823	0.235	0.442	monko o monate
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	tsoseletso
arouse	0.740	0.491	0.580	tsosa
aroused	0.708	0.952	0.667	tsosa
arraignment	0.406	0.837	0.534	arraignment
arrange	0.740	0.490	0.571	hlophisa
arranged	0.698	0.531	0.728	hlophisoa
arrangement	0.625	0.382	0.683	tlhophiso
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	e saletseng morao
arrest	0.146	0.951	0.500	tshoaroa
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	fihla
arrive	0.837	0.406	0.585	fihla
arrogance	0.143	0.750	0.620	boikgohomoso
arrogant	0.115	0.755	0.580	boikakaso
arrow	0.439	0.390	0.454	motsu
arsehole	0.276	0.598	0.433	sekoti
arseholes	0.188	0.545	0.351	masoba
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	ho chesa
arsonist	0.348	0.840	0.500	motho ea chesang
art	0.812	0.360	0.603	bonono
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	mothapo wa madi
artful	0.771	0.608	0.778	boqhetseke
arthritis	0.110	0.518	0.345	ramatiki
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	sehloho
articles	0.552	0.324	0.565	lingoliloeng
articulate	0.677	0.462	0.618	hlalosa
articulation	0.479	0.480	0.591	tlhaloso
artifact	0.510	0.500	0.566	sehlahisoa
artifice	0.316	0.696	0.482	boqhetseke
artificial	0.306	0.385	0.351	maiketsetso
artillery	0.350	0.912	0.794	libetsa tsa ntoa
artisan	0.781	0.330	0.411	setsebi sa mesebetsi ya matsoho
artist	0.802	0.442	0.732	moetsi oa litšoantšo
artiste	0.844	0.512	0.565	moetsi oa litšoantšo
artistic	0.802	0.646	0.632	bonono
artistry	0.823	0.346	0.769	bonono
artists	0.796	0.667	0.741	baetsi ba litšoantšo
artwork	0.896	0.368	0.679	mosebetsi oa bonono
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	ka pele ka potlako
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	nyolohela
ascendancy	0.724	0.625	0.700	tlhatloho
ascendant	0.656	0.673	0.821	ya nyolohang
ascending	0.826	0.644	0.777	ho nyoloha
ascension	0.765	0.720	0.714	tlhatloho
ascent	0.755	0.627	0.833	tlhatloho
ascertain	0.560	0.530	0.625	netefatsa
ascertained	0.531	0.529	0.616	bonnete
ascetic	0.438	0.375	0.472	boitlami
ash	0.260	0.210	0.207	molora
ashamed	0.156	0.588	0.228	lihlong
ashes	0.327	0.279	0.142	molora
ashtray	0.406	0.382	0.265	molora
asinine	0.429	0.472	0.433	asine
ask	0.531	0.440	0.459	botsa
asleeep	0.490	0.210	0.322	robetse
asleep	0.604	0.100	0.270	robetseng
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagase
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	karolo
aspects	0.439	0.480	0.565	likarolo
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	sekontiri
asphyxia	0.198	0.704	0.311	ho tsieleha
asphyxiation	0.059	0.745	0.412	ho felloa ke matla moeeng
aspiration	0.704	0.724	0.675	tjantjello
aspire	0.812	0.469	0.722	labalabela
aspirin	0.479	0.271	0.422	aspirini
aspiring	0.844	0.582	0.604	labalabelang
ass	0.323	0.750	0.345	esele
assail	0.378	0.510	0.500	hlasela
assailant	0.184	0.868	0.602	mohlasedi
assassin	0.073	0.933	0.632	mmolai
assassinate	0.051	0.969	0.722	bolaile
assassination	0.083	0.941	0.525	polao
assault	0.167	0.848	0.550	tlhaselo
assay	0.633	0.559	0.594	tekolo
assemblage	0.429	0.452	0.600	kopanelo
assemble	0.542	0.570	0.750	bokellana
assembled	0.663	0.450	0.644	kopanetsoe
assembly	0.698	0.500	0.640	kopano
assemblyman	0.430	0.538	0.760	kopano
assent	0.615	0.515	0.719	dumela
assert	0.750	0.619	0.809	tiisa
asserting	0.694	0.531	0.736	ho tiisa
assertion	0.740	0.442	0.750	boitlamo
assertive	0.719	0.412	0.770	tiisetso
assess	0.698	0.500	0.623	lekola
assessment	0.750	0.623	0.658	tekanyetso
assessor	0.551	0.538	0.764	mohlahlobi
asset	0.797	0.765	0.788	letlotlo
assets	0.667	0.613	0.765	matlotlo
asshole	0.133	0.582	0.263	Sebono
assign	0.622	0.417	0.709	abela
assignee	0.510	0.462	0.510	moabi
assignment	0.483	0.398	0.745	kabelo
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	assimilation
assist	0.833	0.435	0.629	thusa
assistance	0.656	0.519	0.633	thuso
assistant	0.625	0.390	0.536	mothusi
associate	0.812	0.409	0.625	motsoalle
association	0.745	0.500	0.817	mokhatlo
assorted	0.602	0.460	0.472	assorted
assortment	0.694	0.360	0.526	assortment
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	nahana
assumed	0.612	0.247	0.454	nahanela
assuming	0.740	0.390	0.526	ho nahanela
assumption	0.479	0.431	0.417	monahano
assurance	0.675	0.442	0.704	tiisetso
assure	0.910	0.460	0.839	tiisetsa
assured	0.878	0.327	0.754	tiisitsoe
assuredly	0.786	0.396	0.833	ka sebele
asterisk	0.541	0.288	0.273	linaleli
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	li-asteroid
asthma	0.198	0.549	0.227	sefuba
asthmatic	0.229	0.706	0.294	asthmatic
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	makatsa
astonished	0.510	0.775	0.574	hlolloa
astonishing	0.844	0.802	0.821	makatsa
astonishingly	0.827	0.898	0.773	ka tsela e makatsang
astonishment	0.680	0.718	0.519	makalla
astound	0.729	0.675	0.474	hlolla
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	kgeloha
astringent	0.316	0.500	0.474	sehlabang pelo
astrologer	0.594	0.519	0.673	molepi wa dinaledi
astrology	0.635	0.340	0.500	bolepi ba linaleli
astronaut	0.792	0.601	0.761	molepi oa linaleli
astronomer	0.750	0.509	0.735	setsebi sa linaleli
astronomical	0.600	0.632	0.726	tsa linaleli
astronomy	0.613	0.474	0.722	bolepi ba linaleli
astute	0.776	0.658	0.827	masene
asunder	0.208	0.442	0.259	karohano
asylum	0.407	0.330	0.445	botshabelo
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ho se lumele ho Molimo
atheistic	0.373	0.481	0.466	ea sa lumeleng ho Molimo
atherosclerosis	0.250	0.480	0.343	lefu la atherosclerosis
athlete	0.781	0.718	0.686	moatlelete
athletic	0.857	0.798	0.708	diatleletiki
athleticism	0.750	0.863	0.778	mabelo a mabelo
athletics	0.831	0.691	0.740	diatleletiki
atlas	0.531	0.306	0.554	atlase
atmosphere	0.604	0.300	0.560	sepakapaka
atmospheric	0.531	0.420	0.594	sepakapaka
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	athomo
atomic	0.327	0.817	0.713	athomo
atone	0.418	0.673	0.411	atone
atonement	0.550	0.602	0.683	tefelo
atpeace	0.724	0.298	0.519	kgotso
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	e sehlōhō
atrocity	0.115	0.844	0.593	sehlōhō
atrophy	0.177	0.540	0.208	lefu la ho fokola
attach	0.520	0.363	0.559	hokela
attached	0.562	0.350	0.439	khomaretsoe
attachment	0.570	0.343	0.500	sekgomaretsi
attack	0.286	0.948	0.670	hlasela
attacker	0.185	0.962	0.629	mohlaseli
attacking	0.276	0.837	0.642	hlasela
attain	0.806	0.510	0.719	finyella
attainable	0.760	0.500	0.759	finyelloang
attainment	0.830	0.520	0.940	phihlello
attempt	0.625	0.491	0.431	teko
attempted	0.594	0.580	0.567	leka
attend	0.650	0.420	0.625	ba teng
attendance	0.812	0.500	0.592	ho ba teng
attendant	0.580	0.365	0.519	mohlokomedi
attention	0.740	0.599	0.774	tlhokomelo
attentionseeker	0.367	0.745	0.457	motho ea batlang tlhokomelo
attentionseekers	0.531	0.673	0.500	bashebelli
attentive	0.812	0.520	0.724	ela hloko
attenuate	0.408	0.302	0.429	fokolisa
attenuated	0.449	0.280	0.298	fokotsehile
attenuation	0.458	0.363	0.464	attenuation
attest	0.439	0.710	0.685	paka
attestation	0.234	0.635	0.500	bopaki
attic	0.521	0.259	0.377	marulelong
attire	0.742	0.388	0.483	seaparo
attitude	0.760	0.644	0.861	boikutlo
attorney	0.600	0.594	0.754	ramolao
attract	0.796	0.663	0.769	hohela
attraction	0.906	0.774	0.712	kgahleho
attractive	0.906	0.630	0.769	khahla
attractiveness	0.938	0.667	0.755	kgahleho
attributable	0.704	0.430	0.527	attributable
attribute	0.781	0.439	0.795	tšobotsi
attribution	0.646	0.467	0.658	boitlamo
attrition	0.229	0.540	0.259	tsietsi
auburn	0.510	0.240	0.411	ho chesa
auction	0.594	0.702	0.519	fantisi
auctioneer	0.542	0.732	0.716	morekisi
audacious	0.740	0.875	0.825	e bohale
audacity	0.760	0.755	0.916	sebete
audible	0.673	0.370	0.462	e utlwahalang
audience	0.698	0.610	0.613	bamameli
audio	0.709	0.425	0.370	molumo
audit	0.375	0.562	0.735	tlhatlhobo
audition	0.750	0.685	0.615	tlhahlobo
auditions	0.740	0.765	0.596	tlhahlobo
auditor	0.582	0.571	0.726	mohlahlobi
auditorium	0.529	0.490	0.538	oditoriamo
auditory	0.531	0.481	0.570	kutlo
aught	0.418	0.135	0.217	leha ho le joalo
augment	0.650	0.683	0.645	eketsa
augmentation	0.714	0.613	0.850	katoloso
august	0.652	0.292	0.462	August
aunt	0.667	0.291	0.420	rakgadi
auntie	0.643	0.275	0.447	rakgadi
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	mahlahahlaha
auspicious	0.562	0.635	0.669	e ntle
austere	0.500	0.390	0.422	e bohale
austerity	0.438	0.406	0.534	bonyatsi
authentic	0.885	0.510	0.782	ea nnete
authenticate	0.833	0.480	0.789	netefatsa
authentication	0.724	0.491	0.750	netefatso
authenticity	0.670	0.548	0.845	bonnete
author	0.775	0.343	0.749	sengoli
authoritative	0.636	0.520	0.890	e nang le matla
authority	0.592	0.592	0.934	bolaoli
authorization	0.521	0.567	0.817	tumello
authorize	0.772	0.596	0.821	lumella
authorized	0.760	0.458	0.815	lumelloa
authorship	0.667	0.635	0.773	bongoli
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	koloi
autobiographical	0.909	0.462	0.582	autobiographical
autobiography	0.735	0.284	0.629	buka ea bophelo ba motho
autocorrect	0.551	0.439	0.616	lokisa ka tsela e iketsang
autocratic	0.542	0.577	0.727	boikaketsi
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	autographed
automated	0.578	0.402	0.632	e iketsang
automatic	0.562	0.433	0.664	boiketsetso
automobile	0.753	0.625	0.534	koloi
automotive	0.656	0.520	0.577	koloi
autonomy	0.781	0.349	0.891	boikemelo
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	ho hlahloba setopo
autumn	0.765	0.204	0.450	hoetla
auxiliary	0.622	0.471	0.509	mothusi
avail	0.800	0.430	0.603	thusa
availability	0.796	0.544	0.600	ho fumaneha
available	0.844	0.356	0.623	fumaneha
