English Word	Valence	Arousal	Dominance	Dutch Word
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	anarchie
anastomosis	0.375	0.470	0.490	anastomose
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomisch
anatomy	0.562	0.390	0.571	anatomie
ancestor	0.592	0.388	0.594	Voorouder
ancestral	0.640	0.481	0.750	voorouderlijk
ancestry	0.708	0.519	0.717	voorgeslacht
anchor	0.520	0.284	0.564	anker
anchorage	0.500	0.325	0.639	ankerplaats
ancient	0.420	0.217	0.439	oud
ancillary	0.449	0.442	0.278	bijkomstig
androgen	0.255	0.523	0.527	androgeen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdote
anemia	0.188	0.327	0.310	Bloedarmoede
anemic	0.167	0.279	0.155	bloedarmoede
anemone	0.552	0.538	0.327	anemoon
anesthesia	0.365	0.216	0.394	anesthesie
anesthesiologist	0.419	0.224	0.526	anesthesist
anesthetic	0.350	0.264	0.482	verdoving
aneurysm	0.115	0.690	0.536	aneurysma
anew	0.771	0.358	0.385	opnieuw
angel	0.906	0.158	0.704	engel
angelic	0.927	0.298	0.668	engelachtig
anger	0.167	0.865	0.657	woede
angered	0.010	0.860	0.547	boos
angermanagement	0.260	0.632	0.482	woedebeheersing
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografie
angle	0.541	0.330	0.455	hoek
angling	0.625	0.408	0.500	vissen
angora	0.529	0.425	0.405	Angora
angriest	0.094	0.892	0.430	boosste
angry	0.122	0.830	0.604	boos
angrytweet	0.265	0.644	0.471	boos tweeten
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	doodsangst
anguished	0.135	0.720	0.307	gekweld
angular	0.449	0.281	0.444	hoekig
anhydrous	0.456	0.365	0.355	watervrij
animal	0.521	0.510	0.513	dier
animate	0.827	0.755	0.635	animeren
animated	0.823	0.676	0.538	geanimeerd
animation	0.888	0.750	0.549	animatie
animosity	0.510	0.724	0.545	vijandigheid
animus	0.698	0.676	0.466	animositeit
ankle	0.500	0.274	0.234	enkel
anklet	0.410	0.276	0.302	enkelbandje
annals	0.427	0.610	0.424	annalen
annex	0.594	0.350	0.458	bijlage
annexation	0.342	0.500	0.555	annexatie
annexe	0.584	0.350	0.392	bijgebouw
annihilate	0.115	0.918	0.681	vernietigen
annihilated	0.080	0.760	0.324	vernietigd
annihilation	0.041	0.800	0.591	vernietiging
anniversary	0.880	0.770	0.723	verjaardag
annotate	0.592	0.469	0.441	annoteren
annotation	0.604	0.470	0.619	annotatie
announce	0.694	0.618	0.611	aankondigen
announcement	0.729	0.491	0.482	Aankondiging
announcer	0.602	0.570	0.732	omroeper
annoy	0.094	0.765	0.286	ergeren
annoyance	0.167	0.718	0.342	ergernis
annoyed	0.104	0.783	0.345	verveeld
annoyin	0.260	0.573	0.352	vervelend
annoying	0.082	0.853	0.348	vervelend
annoys	0.146	0.778	0.435	ergert zich aan
annual	0.552	0.236	0.500	jaarlijks
annuity	0.521	0.304	0.527	lijfrente
annul	0.250	0.448	0.364	annuleren
annular	0.310	0.385	0.412	ringvormig
annulment	0.153	0.375	0.447	nietigverklaring
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	gezalfd
anointing	0.653	0.350	0.547	zalving
anomalous	0.281	0.480	0.423	abnormaal
anomaly	0.188	0.538	0.404	anomalie
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimiteit
anonymous	0.396	0.291	0.431	anoniem
anorexic	0.160	0.618	0.245	anorexia
answer	0.537	0.373	0.661	antwoorden
answerable	0.708	0.481	0.750	verantwoordelijk
answering	0.684	0.500	0.607	beantwoorden
ant	0.448	0.216	0.216	mier
antagonism	0.224	0.618	0.524	antagonisme
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistisch
antagonize	0.143	0.663	0.629	tegenwerken
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedent
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antenne
anterior	0.510	0.245	0.362	voorste
anthem	0.780	0.343	0.729	hymne
anthill	0.327	0.578	0.377	mierenhoop
anthology	0.338	0.406	0.537	bloemlezing
anthrax	0.188	0.730	0.500	miltvuur
anthropological	0.367	0.390	0.490	antropologisch
anthropologist	0.551	0.385	0.725	antropoloog
anthropology	0.490	0.367	0.582	antropologie
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	luchtafweer
antibiotic	0.510	0.373	0.658	antibiotica
antibiotics	0.448	0.406	0.557	antibiotica
antichrist	0.082	0.837	0.544	antichrist
anticipate	0.622	0.469	0.667	anticiperen
anticipation	0.698	0.539	0.711	anticipatie
anticipatory	0.653	0.551	0.682	anticiperend
antics	0.448	0.740	0.236	capriolen
antidote	0.541	0.490	0.629	tegengif
antifungal	0.408	0.412	0.441	antischimmel
antigravity	0.430	0.714	0.658	anti zwaartekracht
antimony	0.378	0.398	0.490	antimoon
antipathy	0.198	0.549	0.393	antipathie
antiquarian	0.500	0.233	0.426	antiquair
antiquated	0.420	0.392	0.236	verouderd
antique	0.634	0.290	0.518	antiek
antiques	0.540	0.370	0.595	antiek
antiquity	0.385	0.333	0.556	oudheid
antiseptic	0.438	0.370	0.623	antiseptisch
antisocial	0.146	0.686	0.391	antisociaal
antithesis	0.396	0.412	0.536	antithese
antithetical	0.271	0.509	0.358	antithetisch
antiviral	0.459	0.470	0.549	antiviraal
antler	0.448	0.470	0.500	gewei
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	aambeeld
anxiety	0.146	0.865	0.342	ongerustheid
anxietyattack	0.150	0.925	0.446	paniek aanval
anxious	0.281	0.875	0.434	gespannen
anxiousness	0.235	0.814	0.282	angstgevoelens
anytime	0.625	0.461	0.436	altijd
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	snel
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	appartement
apartments	0.704	0.337	0.443	appartementen
apathetic	0.188	0.292	0.333	apathisch
apathy	0.184	0.212	0.204	apathie
ape	0.548	0.389	0.336	aap
aperture	0.612	0.450	0.667	opening
apex	0.570	0.433	0.418	top
aphid	0.388	0.473	0.407	bladluis
aphrodisiac	0.750	0.846	0.667	afrodisiacum
apiece	0.439	0.259	0.383	een stuk
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	Apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptisch
apologetic	0.479	0.461	0.571	verontschuldigend
apologist	0.406	0.429	0.526	apologeet
apologize	0.551	0.378	0.389	verontschuldigen
apology	0.571	0.346	0.402	verontschuldiging
apostasy	0.388	0.520	0.517	afvalligheid
apostate	0.342	0.500	0.528	afvallige
apostle	0.646	0.347	0.732	apostel
apostolic	0.592	0.300	0.717	apostolisch
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	apotheek
appalled	0.194	0.792	0.562	geschokt
appalling	0.160	0.827	0.415	vreselijk
apparatus	0.375	0.353	0.377	inrichting
apparel	0.698	0.435	0.453	kleding
apparent	0.473	0.383	0.398	klaarblijkelijk
apparently	0.531	0.410	0.426	blijkbaar
apparition	0.406	0.573	0.636	verschijning
appeal	0.663	0.598	0.558	hoger beroep
appear	0.735	0.506	0.567	tevoorschijn komen
appearance	0.669	0.490	0.534	uiterlijk
appease	0.633	0.278	0.434	sussen
appellant	0.327	0.588	0.568	appellant
append	0.573	0.464	0.453	toevoegen
appendage	0.229	0.382	0.438	aanhangsel
appendectomy	0.177	0.670	0.554	blindedarmoperatie
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	bijlage
appetite	0.704	0.637	0.581	trek
appetizer	0.755	0.560	0.406	voorafje
appetizing	0.806	0.657	0.688	smakelijk
applaud	0.865	0.824	0.464	applaudisseren
applause	0.953	0.857	0.621	applaus
apple	0.811	0.300	0.264	appel
apple juice	0.765	0.204	0.294	appelsap
applejack	0.604	0.431	0.473	appelboompje
applesauce	0.750	0.167	0.291	appelmoes
appliance	0.582	0.453	0.538	apparaat
appliances	0.594	0.394	0.567	huishoudelijke apparaten
applicability	0.677	0.490	0.741	toepasbaarheid
applicable	0.469	0.430	0.667	van toepassing
applicant	0.612	0.558	0.688	sollicitant
application	0.646	0.445	0.726	sollicitatie
apply	0.612	0.321	0.667	van toepassing zijn
appoint	0.565	0.330	0.509	aanstellen
appointment	0.688	0.594	0.547	afspraak
appointments	0.745	0.677	0.625	afspraken
apportion	0.677	0.490	0.638	verdelen
apportionment	0.552	0.481	0.453	verdeling
appraisal	0.417	0.667	0.682	waardering
appraise	0.677	0.490	0.696	beoordelen
appreciable	0.873	0.491	0.778	merkbaar
appreciate	0.885	0.422	0.741	op prijs stellen
appreciated	0.910	0.434	0.779	gewaardeerd
appreciates	0.765	0.500	0.656	waardeert
appreciation	0.917	0.529	0.588	waardering
appreciative	0.857	0.380	0.654	waarderend
apprehend	0.521	0.624	0.696	waarnemen
apprehension	0.385	0.720	0.454	gevangenname
apprehensive	0.406	0.592	0.431	bezorgd
apprentice	0.615	0.413	0.452	leerling
apprenticeship	0.812	0.482	0.643	stage
approach	0.612	0.392	0.610	nadering
approaching	0.740	0.557	0.491	naderen
approbate	0.646	0.590	0.860	goedkeuren
approbation	0.792	0.529	0.774	goedkeuring
appropriate	0.833	0.368	0.759	gepast
appropriation	0.510	0.632	0.717	toe-eigening
approval	0.854	0.460	0.889	goedkeuring
approve	0.875	0.548	0.741	goedkeuren
approved	0.833	0.349	0.698	goedgekeurd
approvement	0.880	0.625	0.780	goedkeuring
approving	0.917	0.583	0.773	goedkeuren
approximate	0.551	0.560	0.520	bij benadering
approximately	0.622	0.396	0.538	ongeveer
approximating	0.583	0.615	0.471	bij benadering
approximation	0.582	0.402	0.593	benadering
appurtenances	0.573	0.412	0.547	toebehoren
apricot	0.708	0.320	0.278	abrikoos
apron	0.582	0.208	0.245	schort
apt	0.582	0.418	0.382	geschikt
aptitude	0.750	0.471	0.746	bekwaamheid
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarijn
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	aquatisch
aqueduct	0.551	0.411	0.534	aquaduct
aqueous	0.429	0.270	0.310	waterig
arable	0.510	0.350	0.465	akkerbouw
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	willekeurig
arbitrate	0.470	0.620	0.682	arbitreren
arbitration	0.587	0.602	0.670	arbitrage
arbitrator	0.385	0.448	0.795	arbiter
arbor	0.583	0.490	0.591	prieel
arc	0.552	0.388	0.396	boog
arcade	0.676	0.521	0.502	speelhal
arcane	0.500	0.490	0.637	geheimzinnig
arch	0.500	0.354	0.468	boog
archaeological	0.740	0.441	0.660	archeologisch
archaeologist	0.552	0.451	0.706	archeoloog
archaeology	0.596	0.358	0.691	archeologie
archaic	0.271	0.327	0.332	archaïsch
archangel	0.837	0.500	0.708	aartsengel
archbishop	0.622	0.280	0.776	aartsbisschop
archdiocese	0.400	0.321	0.704	aartsbisdom
archduke	0.458	0.413	0.634	aartshertog
arched	0.582	0.403	0.398	gebogen
archer	0.573	0.622	0.661	boogschutter
archery	0.594	0.604	0.589	boogschieten
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	archipel
architect	0.776	0.442	0.836	architect
architectural	0.729	0.390	0.670	architectonisch
architecture	0.820	0.390	0.694	architectuur
archive	0.438	0.294	0.527	archief
arctic	0.615	0.352	0.546	arctisch
ardent	0.694	0.873	0.722	vurig
ardor	0.500	0.780	0.538	hartstocht
arduous	0.344	0.783	0.605	moeizaam
area	0.490	0.306	0.464	Oppervlakte
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	tepelhof
areyoukidding	0.429	0.633	0.400	Maak je een grapje
areyoukiddingme	0.365	0.635	0.375	Maak je een grapje
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	ruzie maken
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentatie
argumentative	0.450	0.531	0.679	argumentatief
arguments	0.541	0.602	0.657	argumenten
arid	0.323	0.333	0.379	dor
arise	0.750	0.582	0.725	opstaan
aristocracy	0.688	0.549	0.842	aristocratie
aristocrat	0.583	0.413	0.811	aristocraat
aristocratic	0.449	0.519	0.676	aristocratisch
arithmetic	0.453	0.460	0.634	rekenkundig
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	arm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	bewapening
armaments	0.192	0.839	0.830	bewapening
armature	0.510	0.558	0.755	armatuur
armchair	0.646	0.164	0.339	fauteuil
armed	0.188	0.750	0.808	gewapend
armor	0.469	0.625	0.784	schild
armored	0.469	0.509	0.861	gepantserd
armory	0.448	0.663	0.800	wapenkamer
armpit	0.283	0.439	0.250	oksel
arms	0.464	0.395	0.483	armen
army	0.417	0.759	0.902	leger
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromatherapie
arousal	0.791	0.943	0.731	opwinding
arouse	0.740	0.491	0.580	wekken
aroused	0.708	0.952	0.667	opgewonden
arraignment	0.406	0.837	0.534	voorgeleiding
arrange	0.740	0.490	0.571	afspreken
arranged	0.698	0.531	0.728	geregeld
arrangement	0.625	0.382	0.683	regeling
array	0.521	0.396	0.568	reeks
arrears	0.286	0.485	0.302	achterstallige betalingen
arrest	0.146	0.951	0.500	arresteren
arrhythmia	0.265	0.706	0.356	aritmie
arrival	0.678	0.510	0.474	aankomst
arrive	0.837	0.406	0.585	aankomen
arrogance	0.143	0.750	0.620	arrogantie
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	pijl
arsehole	0.276	0.598	0.433	klootzak
arseholes	0.188	0.545	0.351	klootzakken
arsenal	0.365	0.741	0.752	arsenaal
arsenic	0.281	0.472	0.447	arseen-
arson	0.133	0.904	0.567	brandstichting
arsonist	0.348	0.840	0.500	brandstichter
art	0.812	0.360	0.603	kunst
arterial	0.396	0.510	0.583	arterieel
artery	0.396	0.580	0.537	slagader
artful	0.771	0.608	0.778	kunstzinnig
arthritis	0.110	0.518	0.345	artritis
arthropod	0.344	0.464	0.434	geleedpotige
artichoke	0.583	0.218	0.287	artisjok
article	0.594	0.280	0.481	artikel
articles	0.552	0.324	0.565	Lidwoord
articulate	0.677	0.462	0.618	articuleren
articulation	0.479	0.480	0.591	articulatie
artifact	0.510	0.500	0.566	artefact
artifice	0.316	0.696	0.482	kunstgreep
artificial	0.306	0.385	0.351	kunstmatig
artillery	0.350	0.912	0.794	artillerie
artisan	0.781	0.330	0.411	ambachtsman
artist	0.802	0.442	0.732	artiest
artiste	0.844	0.512	0.565	artiest
artistic	0.802	0.646	0.632	artistiek
artistry	0.823	0.346	0.769	kunstenaarstalent
artists	0.796	0.667	0.741	artiesten
artwork	0.896	0.368	0.679	kunstwerk
arty	0.490	0.422	0.388	kunstzinnig
asap	0.571	0.500	0.552	zsm
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	opstijgen
ascendancy	0.724	0.625	0.700	overwicht
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	oplopend
ascension	0.765	0.720	0.714	hemelvaart
ascent	0.755	0.627	0.833	beklimming
ascertain	0.560	0.530	0.625	vaststellen
ascertained	0.531	0.529	0.616	vastgesteld
ascetic	0.438	0.375	0.472	asceet
ash	0.260	0.210	0.207	as
ashamed	0.156	0.588	0.228	beschaamd
ashes	0.327	0.279	0.142	as
ashtray	0.406	0.382	0.265	asbakje
asinine	0.429	0.472	0.433	stompzinnig
ask	0.531	0.440	0.459	vragen
asleeep	0.490	0.210	0.322	in slaap
asleep	0.604	0.100	0.270	in slaap
asp	0.438	0.489	0.375	adder
asparagus	0.469	0.317	0.264	asperges
aspartame	0.469	0.480	0.322	aspartaam
aspect	0.479	0.469	0.588	aspect
aspects	0.439	0.480	0.565	aspecten
aspen	0.479	0.280	0.395	esp
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	verstikking
asphyxiation	0.059	0.745	0.412	verstikking
aspiration	0.704	0.724	0.675	aspiratie
aspire	0.812	0.469	0.722	streven
aspirin	0.479	0.271	0.422	aspirine
aspiring	0.844	0.582	0.604	strevend
ass	0.323	0.750	0.345	kont
assail	0.378	0.510	0.500	aanval op
assailant	0.184	0.868	0.602	aanvaller
assassin	0.073	0.933	0.632	Sluipmoordenaar
assassinate	0.051	0.969	0.722	vermoorden
assassination	0.083	0.941	0.525	moord
assault	0.167	0.848	0.550	overval
assay	0.633	0.559	0.594	test
assemblage	0.429	0.452	0.600	assemblage
assemble	0.542	0.570	0.750	monteren
assembled	0.663	0.450	0.644	geassembleerd
assembly	0.698	0.500	0.640	bijeenkomst
assemblyman	0.430	0.538	0.760	raadslid
assent	0.615	0.515	0.719	instemming
assert	0.750	0.619	0.809	beweren
asserting	0.694	0.531	0.736	beweren
assertion	0.740	0.442	0.750	bewering
assertive	0.719	0.412	0.770	assertief
assess	0.698	0.500	0.623	schatten
assessment	0.750	0.623	0.658	beoordeling
assessor	0.551	0.538	0.764	beoordelaar
asset	0.797	0.765	0.788	Bedrijfsmiddel
assets	0.667	0.613	0.765	middelen
asshole	0.133	0.582	0.263	klootzak
assign	0.622	0.417	0.709	toewijzen
assignee	0.510	0.462	0.510	cessionaris
assignment	0.483	0.398	0.745	opdracht
assimilate	0.559	0.391	0.683	assimileren
assimilation	0.429	0.378	0.463	assimilatie
assist	0.833	0.435	0.629	helpen
assistance	0.656	0.519	0.633	bijstand
assistant	0.625	0.390	0.536	assistent
associate	0.812	0.409	0.625	associëren
association	0.745	0.500	0.817	vereniging
assorted	0.602	0.460	0.472	geassorteerd
assortment	0.694	0.360	0.526	assortiment
assuage	0.745	0.255	0.500	geruststellen
assume	0.698	0.401	0.464	aannemen
assumed	0.612	0.247	0.454	uitgegaan van
assuming	0.740	0.390	0.526	ervan uitgaande dat
assumption	0.479	0.431	0.417	veronderstelling
assurance	0.675	0.442	0.704	zekerheid
assure	0.910	0.460	0.839	verzekeren
assured	0.878	0.327	0.754	verzekerd
assuredly	0.786	0.396	0.833	zeker
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroïde
asteroids	0.361	0.694	0.712	asteroïden
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatisch
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	verbazen
astonished	0.510	0.775	0.574	verbaasd
astonishing	0.844	0.802	0.821	verbazingwekkend
astonishingly	0.827	0.898	0.773	verbazingwekkend
astonishment	0.680	0.718	0.519	verbazing
astound	0.729	0.675	0.474	verbazen
astral	0.604	0.417	0.567	astraal
astray	0.098	0.676	0.308	op een dwaalspoor
astringent	0.316	0.500	0.474	samentrekkend
astrologer	0.594	0.519	0.673	astroloog
astrology	0.635	0.340	0.500	astrologie
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronoom
astronomical	0.600	0.632	0.726	astronomisch
astronomy	0.613	0.474	0.722	astronomie
astute	0.776	0.658	0.827	scherpzinnig
asunder	0.208	0.442	0.259	uiteenvallen
asylum	0.407	0.330	0.445	asiel
asymmetric	0.580	0.343	0.465	asymmetrisch
asymmetry	0.476	0.373	0.527	asymmetrie
asymptotic	0.479	0.451	0.472	asymptotisch
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	atheïsme
atheistic	0.373	0.481	0.466	atheïstisch
atherosclerosis	0.250	0.480	0.343	atherosclerose
athlete	0.781	0.718	0.686	atleet
athletic	0.857	0.798	0.708	atletisch
athleticism	0.750	0.863	0.778	atletisch
athletics	0.831	0.691	0.740	atletiek
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfeer
atmospheric	0.531	0.420	0.594	atmosferisch
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atoom
atomic	0.327	0.817	0.713	atomair
atone	0.418	0.673	0.411	boetedoening
atonement	0.550	0.602	0.683	boetedoening
atpeace	0.724	0.298	0.519	in vrede
atrium	0.469	0.365	0.473	binnenplaats
atrocious	0.073	0.811	0.445	afschuwelijk
atrocity	0.115	0.844	0.593	gruweldaad
atrophy	0.177	0.540	0.208	atrofie
attach	0.520	0.363	0.559	bijvoegen
attached	0.562	0.350	0.439	gehecht
attachment	0.570	0.343	0.500	bijlage
attack	0.286	0.948	0.670	aanval
attacker	0.185	0.962	0.629	aanvaller
attacking	0.276	0.837	0.642	aanvallend
attain	0.806	0.510	0.719	bereiken
attainable	0.760	0.500	0.759	haalbaar
attainment	0.830	0.520	0.940	bereiken
attempt	0.625	0.491	0.431	poging
attempted	0.594	0.580	0.567	geprobeerd
attend	0.650	0.420	0.625	bijwonen
attendance	0.812	0.500	0.592	aanwezigheid
attendant	0.580	0.365	0.519	bediende
attention	0.740	0.599	0.774	aandacht
attentionseeker	0.367	0.745	0.457	aandachtstrekker
attentionseekers	0.531	0.673	0.500	aandachtszoekers
attentive	0.812	0.520	0.724	aandachtig
attenuate	0.408	0.302	0.429	verzwakken
attenuated	0.449	0.280	0.298	verzwakt
attenuation	0.458	0.363	0.464	demping
attest	0.439	0.710	0.685	getuigen
attestation	0.234	0.635	0.500	attestatie
attic	0.521	0.259	0.377	zolder
attire	0.742	0.388	0.483	kleding
attitude	0.760	0.644	0.861	houding
attorney	0.600	0.594	0.754	procureur
attract	0.796	0.663	0.769	aantrekken
attraction	0.906	0.774	0.712	aantrekkingskracht
attractive	0.906	0.630	0.769	aantrekkelijk
attractiveness	0.938	0.667	0.755	aantrekkelijkheid
attributable	0.704	0.430	0.527	toerekenbaar
attribute	0.781	0.439	0.795	attribuut
attribution	0.646	0.467	0.658	attributie
attrition	0.229	0.540	0.259	slijtage
auburn	0.510	0.240	0.411	kastanjebruin
auction	0.594	0.702	0.519	veiling
auctioneer	0.542	0.732	0.716	veilingmeester
audacious	0.740	0.875	0.825	gedurfd
audacity	0.760	0.755	0.916	durf
audible	0.673	0.370	0.462	hoorbaar
audience	0.698	0.610	0.613	publiek
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	auditie
audition	0.750	0.685	0.615	auditie
auditions	0.740	0.765	0.596	audities
auditor	0.582	0.571	0.726	accountant
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	auditief
aught	0.418	0.135	0.217	iets
augment	0.650	0.683	0.645	vergroten
augmentation	0.714	0.613	0.850	vergroting
august	0.652	0.292	0.462	augustus
aunt	0.667	0.291	0.420	tante
auntie	0.643	0.275	0.447	tante
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	Aurora
auspices	0.542	0.500	0.634	auspiciën
auspicious	0.562	0.635	0.669	voorspoedig
austere	0.500	0.390	0.422	sober
austerity	0.438	0.406	0.534	starheid
authentic	0.885	0.510	0.782	authentiek
authenticate	0.833	0.480	0.789	authenticeren
authentication	0.724	0.491	0.750	authenticatie
authenticity	0.670	0.548	0.845	authenticiteit
author	0.775	0.343	0.749	auteur
authoritative	0.636	0.520	0.890	gezaghebbend
authority	0.592	0.592	0.934	Gezag
authorization	0.521	0.567	0.817	autorisatie
authorize	0.772	0.596	0.821	toestemming geven
authorized	0.760	0.458	0.815	geautoriseerd
authorship	0.667	0.635	0.773	auteurschap
autism	0.235	0.500	0.447	autisme
autistic	0.367	0.337	0.404	autistisch
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiografisch
autobiography	0.735	0.284	0.629	autobiografie
autocorrect	0.551	0.439	0.616	autocorrectie
autocratic	0.542	0.577	0.727	autocratisch
autograph	0.735	0.565	0.473	handtekening
autographed	0.781	0.620	0.625	gesigneerd
automated	0.578	0.402	0.632	geautomatiseerd
automatic	0.562	0.433	0.664	automatisch
automobile	0.753	0.625	0.534	auto-
automotive	0.656	0.520	0.577	auto's
autonomy	0.781	0.349	0.891	autonomie
