English Word	Valence	Arousal	Dominance	Armenian Word
ammunition	0.338	0.635	0.667	զինամթերք
amnesia	0.296	0.330	0.308	ամնեզիա
amnesty	0.551	0.451	0.814	համաներում
amorous	0.844	0.670	0.636	սիրահարված
amorphous	0.327	0.402	0.349	ամորֆ
amortization	0.592	0.491	0.522	ամորտիզացիա
amount	0.562	0.422	0.649	գումարը
amour	0.865	0.480	0.652	սիրահար
amp	0.439	0.393	0.375	ուժեղացուցիչ
ampersand	0.480	0.448	0.483	ամպերսանդ
amphetamines	0.133	0.667	0.526	ամֆետամիններ
amphibian	0.427	0.357	0.474	երկկենցաղ
amphibious	0.479	0.346	0.445	երկկենցաղ
amphitheater	0.653	0.480	0.545	ամֆիթատրոն
ample	0.744	0.349	0.719	առատ
amplification	0.690	0.677	0.810	ուժեղացում
amplify	0.677	0.735	0.827	ուժեղացնել
amplitude	0.694	0.439	0.692	ամպլիտուդություն
amply	0.781	0.431	0.766	առատորեն
amputate	0.092	0.660	0.509	անդամահատել
amputation	0.100	0.755	0.483	անդամահատում
amuck	0.385	0.602	0.321	հեղեղել
amulet	0.781	0.260	0.630	ամուլետ
amuse	0.812	0.684	0.664	զվարճացնել
amused	0.942	0.847	0.596	զվարճացած
amusement	0.929	0.837	0.803	զվարճություն
amusing	0.960	0.829	0.632	զվարճալի
ana	0.541	0.300	0.314	անա
anaconda	0.146	0.830	0.540	անակոնդա
anaesthesia	0.350	0.217	0.473	անզգայացում
anaesthetic	0.449	0.268	0.509	անզգայացնող
anagram	0.552	0.327	0.449	անագրամ
anal	0.333	0.798	0.334	անալ
analgesic	0.417	0.321	0.441	ցավազրկող
analogous	0.531	0.270	0.500	անալոգային
analogue	0.570	0.320	0.446	անալոգային
analogy	0.510	0.367	0.509	անալոգիա
analysis	0.729	0.448	0.705	վերլուծություն
analyst	0.604	0.415	0.755	վերլուծաբան
analytic	0.665	0.521	0.634	վերլուծական
analytical	0.625	0.324	0.800	վերլուծական
analyze	0.667	0.462	0.710	վերլուծել
analyzer	0.625	0.556	0.854	անալիզատոր
anaphylactic	0.378	0.588	0.500	անաֆիլակտիկ
anarchism	0.125	0.804	0.623	անարխիզմ
anarchist	0.204	0.700	0.759	անարխիստ
anarchy	0.146	0.755	0.620	անարխիա
anastomosis	0.375	0.470	0.490	անաստոմոզ
anathema	0.286	0.490	0.519	անաթեմա
anatomic	0.562	0.442	0.546	անատոմիական
anatomy	0.562	0.390	0.571	անատոմիա
ancestor	0.592	0.388	0.594	նախահայր
ancestral	0.640	0.481	0.750	նախնյաց
ancestry	0.708	0.519	0.717	ծագումնաբանություն
anchor	0.520	0.284	0.564	խարիսխ
anchorage	0.500	0.325	0.639	խարիսխ
ancient	0.420	0.217	0.439	հնագույն
ancillary	0.449	0.442	0.278	օժանդակ
androgen	0.255	0.523	0.527	անդրոգեն
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	անեկդոտ
anemia	0.188	0.327	0.310	անեմիա
anemic	0.167	0.279	0.155	անեմիկ
anemone	0.552	0.538	0.327	անեմոն
anesthesia	0.365	0.216	0.394	անզգայացում
anesthesiologist	0.419	0.224	0.526	անեսթեզիոլոգ
anesthetic	0.350	0.264	0.482	անզգայացնող
aneurysm	0.115	0.690	0.536	անևրիզմա
anew	0.771	0.358	0.385	նորովի
angel	0.906	0.158	0.704	հրեշտակ
angelic	0.927	0.298	0.668	հրեշտակային
anger	0.167	0.865	0.657	զայրույթը
angered	0.010	0.860	0.547	զայրացած
angermanagement	0.260	0.632	0.482	զայրույթի կառավարում
angina	0.230	0.630	0.464	անգինա
angiogram	0.347	0.520	0.465	անգիոգրամա
angiography	0.378	0.536	0.520	անգիոգրաֆիա
angle	0.541	0.330	0.455	անկյուն
angling	0.625	0.408	0.500	ձկնորսություն
angora	0.529	0.425	0.405	անգորա
angriest	0.094	0.892	0.430	ամենից զայրացած
angry	0.122	0.830	0.604	զայրացած
angrytweet	0.265	0.644	0.471	զայրացած թվիթ
angst	0.167	0.888	0.333	անհանգստություն
anguish	0.153	0.792	0.265	տառապանք
anguished	0.135	0.720	0.307	տագնապած
angular	0.449	0.281	0.444	անկյունային
anhydrous	0.456	0.365	0.355	անջուր
animal	0.521	0.510	0.513	կենդանի
animate	0.827	0.755	0.635	կենդանացնել
animated	0.823	0.676	0.538	անիմացիոն
animation	0.888	0.750	0.549	անիմացիա
animosity	0.510	0.724	0.545	թշնամանք
animus	0.698	0.676	0.466	անիմուս
ankle	0.500	0.274	0.234	կոճ
anklet	0.410	0.276	0.302	կոճկ
annals	0.427	0.610	0.424	տարեգրություններ
annex	0.594	0.350	0.458	կցում
annexation	0.342	0.500	0.555	անեքսիա
annexe	0.584	0.350	0.392	հավելված
annihilate	0.115	0.918	0.681	ոչնչացնել
annihilated	0.080	0.760	0.324	ոչնչացված
annihilation	0.041	0.800	0.591	բնաջնջում
anniversary	0.880	0.770	0.723	տարեդարձ
annotate	0.592	0.469	0.441	ծանոթագրել
annotation	0.604	0.470	0.619	անոտացիա
announce	0.694	0.618	0.611	հայտարարել
announcement	0.729	0.491	0.482	հայտարարություն
announcer	0.602	0.570	0.732	հաղորդավար
annoy	0.094	0.765	0.286	զայրացնել
annoyance	0.167	0.718	0.342	անհանգստություն
annoyed	0.104	0.783	0.345	ջղայնացած
annoyin	0.260	0.573	0.352	զայրացնել
annoying	0.082	0.853	0.348	նյարդայնացնող
annoys	0.146	0.778	0.435	նյարդայնացնում է
annual	0.552	0.236	0.500	տարեկան
annuity	0.521	0.304	0.527	անուիտետ
annul	0.250	0.448	0.364	չեղյալ համարել
annular	0.310	0.385	0.412	օղակաձև
annulment	0.153	0.375	0.447	չեղյալ հայտարարելը
annulus	0.458	0.380	0.376	օղակաձև
anointed	0.500	0.368	0.579	օծված
anointing	0.653	0.350	0.547	օծում
anomalous	0.281	0.480	0.423	անոմալ
anomaly	0.188	0.538	0.404	անոմալիա
anon	0.479	0.354	0.298	անոն
anonymity	0.469	0.255	0.430	անանունություն
anonymous	0.396	0.291	0.431	անանուն
anorexic	0.160	0.618	0.245	անորեքսիկ
answer	0.537	0.373	0.661	պատասխանել
answerable	0.708	0.481	0.750	պատասխանատու
answering	0.684	0.500	0.607	պատասխանելով
ant	0.448	0.216	0.216	մրջյուն
antagonism	0.224	0.618	0.524	անտագոնիզմ
antagonist	0.240	0.615	0.700	հակառակորդ
antagonistic	0.296	0.604	0.565	հակառակորդ
antagonize	0.143	0.663	0.629	հակադրել
ante	0.448	0.320	0.417	նախ
antecedent	0.427	0.551	0.566	նախորդող
antelope	0.542	0.510	0.500	անտիլոպ
antenna	0.521	0.327	0.358	ալեհավաք
anterior	0.510	0.245	0.362	առաջի
anthem	0.780	0.343	0.729	հիմն
anthill	0.327	0.578	0.377	մրջնաբույն
anthology	0.338	0.406	0.537	անթոլոգիա
anthrax	0.188	0.730	0.500	սիբիրախտ
anthropological	0.367	0.390	0.490	մարդաբանական
anthropologist	0.551	0.385	0.725	մարդաբան
anthropology	0.490	0.367	0.582	մարդաբանություն
anti	0.365	0.412	0.384	հակա
antiaircraft	0.330	0.622	0.629	հակաօդային
antibiotic	0.510	0.373	0.658	հակաբիոտիկ
antibiotics	0.448	0.406	0.557	հակաբիոտիկներ
antichrist	0.082	0.837	0.544	նեռ
anticipate	0.622	0.469	0.667	կանխատեսել
anticipation	0.698	0.539	0.711	սպասում
anticipatory	0.653	0.551	0.682	սպասողական
antics	0.448	0.740	0.236	չարաճճիություններ
antidote	0.541	0.490	0.629	հակաթույն
antifungal	0.408	0.412	0.441	հակասնկային
antigravity	0.430	0.714	0.658	հակագրավիտացիա
antimony	0.378	0.398	0.490	անտիմոն
antipathy	0.198	0.549	0.393	անտիպատիա
antiquarian	0.500	0.233	0.426	հնաոճ
antiquated	0.420	0.392	0.236	հնացած
antique	0.634	0.290	0.518	հնաոճ
antiques	0.540	0.370	0.595	հնաոճ իրեր
antiquity	0.385	0.333	0.556	հնություն
antiseptic	0.438	0.370	0.623	հակասեպտիկ
antisocial	0.146	0.686	0.391	հակասոցիալական
antithesis	0.396	0.412	0.536	հակաթեզ
antithetical	0.271	0.509	0.358	հակասական
antiviral	0.459	0.470	0.549	հակավիրուսային
antler	0.448	0.470	0.500	եղջյուր
antsy	0.449	0.558	0.417	մրջյուն
anus	0.347	0.644	0.350	անուս
anvil	0.380	0.510	0.604	կոճ
anxiety	0.146	0.865	0.342	անհանգստություն
anxietyattack	0.150	0.925	0.446	տագնապային հարձակում
anxious	0.281	0.875	0.434	անհանգիստ
anxiousness	0.235	0.814	0.282	անհանգստություն
anytime	0.625	0.461	0.436	ցանկացած ժամանակ
aorta	0.448	0.510	0.542	աորտա
aortic	0.436	0.540	0.438	աորտայի
apace	0.536	0.500	0.536	արագընթաց
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	բնակարան
apartments	0.704	0.337	0.443	բնակարաններ
apathetic	0.188	0.292	0.333	անտարբեր
apathy	0.184	0.212	0.204	ապատիա
ape	0.548	0.389	0.336	կապիկ
aperture	0.612	0.450	0.667	բացվածք
apex	0.570	0.433	0.418	գագաթնակետ
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	աֆրոդիզիակ
apiece	0.439	0.259	0.383	մի կտոր
aplomb	0.500	0.509	0.582	պլոմբ
apocalypse	0.050	0.867	0.736	ապոկալիպսիս
apocalyptic	0.173	0.880	0.750	ապոկալիպտիկ
apologetic	0.479	0.461	0.571	ներողություն խնդրելով
apologist	0.406	0.429	0.526	ներողություն
apologize	0.551	0.378	0.389	ներողություն խնդրել
apology	0.571	0.346	0.402	ներողություն
apostasy	0.388	0.520	0.517	հավատուրացություն
apostate	0.342	0.500	0.528	հավատուրաց
apostle	0.646	0.347	0.732	առաքյալ
apostolic	0.592	0.300	0.717	առաքելական
apostrophe	0.469	0.368	0.537	ապաստրոֆ
apothecary	0.561	0.328	0.529	դեղատուն
appalled	0.194	0.792	0.562	սարսափած
appalling	0.160	0.827	0.415	սարսափելի
apparatus	0.375	0.353	0.377	մեքենա
apparel	0.698	0.435	0.453	հագուստ
apparent	0.473	0.383	0.398	ակնհայտ
apparently	0.531	0.410	0.426	ըստ երեւույթին
apparition	0.406	0.573	0.636	երեւում
appeal	0.663	0.598	0.558	բողոքարկել
appear	0.735	0.506	0.567	հայտնվել
appearance	0.669	0.490	0.534	տեսքը
appease	0.633	0.278	0.434	հանգստացնել
appellant	0.327	0.588	0.568	բողոքարկող
append	0.573	0.464	0.453	կցել
appendage	0.229	0.382	0.438	հավելված
appendectomy	0.177	0.670	0.554	կույր աղիքի հեռացում
appendicitis	0.031	0.640	0.347	ապենդիցիտ
appendix	0.365	0.387	0.425	հավելված
appetite	0.704	0.637	0.581	ախորժակը
appetizer	0.755	0.560	0.406	նախուտեստ
appetizing	0.806	0.657	0.688	ախորժելի
applaud	0.865	0.824	0.464	ծափահարել
applause	0.953	0.857	0.621	ծափահարություններ
apple	0.811	0.300	0.264	խնձոր
apple juice	0.765	0.204	0.294	խնձորի հյութ
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	խնձորի սոուս
appliance	0.582	0.453	0.538	սարքավորում
appliances	0.594	0.394	0.567	տեխնիկա
applicability	0.677	0.490	0.741	կիրառելիություն
applicable	0.469	0.430	0.667	կիրառելի
applicant	0.612	0.558	0.688	դիմորդ
application	0.646	0.445	0.726	դիմումը
apply	0.612	0.321	0.667	դիմել
appoint	0.565	0.330	0.509	նշանակել
appointment	0.688	0.594	0.547	նշանակումը
appointments	0.745	0.677	0.625	նշանակումներ
apportion	0.677	0.490	0.638	բաշխում
apportionment	0.552	0.481	0.453	բաշխում
appraisal	0.417	0.667	0.682	գնահատում
appraise	0.677	0.490	0.696	գնահատել
appreciable	0.873	0.491	0.778	գնահատելի
appreciate	0.885	0.422	0.741	գնահատել
appreciated	0.910	0.434	0.779	գնահատված
appreciates	0.765	0.500	0.656	գնահատում է
appreciation	0.917	0.529	0.588	գնահատանք
appreciative	0.857	0.380	0.654	երախտապարտ
apprehend	0.521	0.624	0.696	բռնել
apprehension	0.385	0.720	0.454	մտավախություն
apprehensive	0.406	0.592	0.431	մտավախություն ունեցող
apprentice	0.615	0.413	0.452	աշակերտուհի
apprenticeship	0.812	0.482	0.643	աշկերտություն
approach	0.612	0.392	0.610	մոտեցում
approaching	0.740	0.557	0.491	մոտենում է
approbate	0.646	0.590	0.860	հաստատել
approbation	0.792	0.529	0.774	հաստատումը
appropriate	0.833	0.368	0.759	համապատասխան
appropriation	0.510	0.632	0.717	յուրացում
approval	0.854	0.460	0.889	հաստատում
approve	0.875	0.548	0.741	հաստատել
approved	0.833	0.349	0.698	հաստատված
approvement	0.880	0.625	0.780	հաստատում
approving	0.917	0.583	0.773	հաստատելով
approximate	0.551	0.560	0.520	մոտավոր
approximately	0.622	0.396	0.538	մոտավորապես
approximating	0.583	0.615	0.471	մոտավոր
approximation	0.582	0.402	0.593	մոտարկում
appurtenances	0.573	0.412	0.547	պարագաներ
apricot	0.708	0.320	0.278	ծիրանի
apron	0.582	0.208	0.245	գոգնոց
apt	0.582	0.418	0.382	բն
aptitude	0.750	0.471	0.746	ընդունակություն
aqua	0.656	0.292	0.359	ջրային
aquamarine	0.729	0.306	0.413	ակվամարին
aquarium	0.663	0.327	0.393	ակվարիում
aquatic	0.677	0.510	0.463	ջրային
aqueduct	0.551	0.411	0.534	ջրատար
aqueous	0.429	0.270	0.310	ջրային
arable	0.510	0.350	0.465	վարելահող
arbiter	0.561	0.537	0.814	արբիտր
arbitrary	0.281	0.702	0.686	կամայական
arbitrate	0.470	0.620	0.682	արբիտրաժ
arbitration	0.587	0.602	0.670	միջնորդ դատարանի որոշում
arbitrator	0.385	0.448	0.795	արբիտր
arbor	0.583	0.490	0.591	արբոր
arc	0.552	0.388	0.396	աղեղ
arcade	0.676	0.521	0.502	արկադային
arcane	0.500	0.490	0.637	գաղտնի
arch	0.500	0.354	0.468	կամար
archaeological	0.740	0.441	0.660	հնագիտական
archaeologist	0.552	0.451	0.706	հնագետ
archaeology	0.596	0.358	0.691	հնագիտության
archaic	0.271	0.327	0.332	արխայիկ
archangel	0.837	0.500	0.708	հրեշտակապետ
archbishop	0.622	0.280	0.776	արքեպիսկոպոս
archdiocese	0.400	0.321	0.704	արքեպիսկոպոս
archduke	0.458	0.413	0.634	արքեպս
arched	0.582	0.403	0.398	կամարակապ
archer	0.573	0.622	0.661	նետաձիգ
archery	0.594	0.604	0.589	Աղեղնաձգություն
archetype	0.448	0.520	0.569	արխետիպ
archipelago	0.745	0.370	0.592	արշիպելագ
architect	0.776	0.442	0.836	ճարտարապետ
architectural	0.729	0.390	0.670	ճարտարապետական
architecture	0.820	0.390	0.694	ճարտարապետություն
archive	0.438	0.294	0.527	արխիվ
arctic	0.615	0.352	0.546	արկտիկական
ardent	0.694	0.873	0.722	ջերմեռանդ
ardor	0.500	0.780	0.538	բոցավառություն
arduous	0.344	0.783	0.605	դժվարին
area	0.490	0.306	0.464	տարածք
arena	0.510	0.235	0.404	ասպարեզ
areola	0.417	0.396	0.381	արեոլա
areyoukidding	0.429	0.633	0.400	ձեռ ես առնում
areyoukiddingme	0.365	0.635	0.375	Դու ինձ ձեռ ես առնում
argent	0.594	0.418	0.472	արգենտին
argh	0.260	0.538	0.328	արղ
arghh	0.292	0.536	0.397	արղհ
arghhhh	0.250	0.618	0.324	արղհհհ
argue	0.093	0.798	0.525	վիճել
argument	0.510	0.464	0.698	փաստարկ
argumentation	0.479	0.549	0.760	փաստարկ
argumentative	0.450	0.531	0.679	փաստարկված
arguments	0.541	0.602	0.657	փաստարկներ
arid	0.323	0.333	0.379	չորային
arise	0.750	0.582	0.725	առաջանալ
aristocracy	0.688	0.549	0.842	արիստոկրատիա
aristocrat	0.583	0.413	0.811	արիստոկրատ
aristocratic	0.449	0.519	0.676	արիստոկրատական
arithmetic	0.453	0.460	0.634	թվաբանություն
ark	0.396	0.427	0.543	տապան
arm	0.552	0.285	0.469	արմ
armada	0.408	0.740	0.868	արմադա
armament	0.198	0.764	0.810	սպառազինություն
armaments	0.192	0.839	0.830	սպառազինություն
armature	0.510	0.558	0.755	արմատուրա
armchair	0.646	0.164	0.339	բազկաթոռ
armed	0.188	0.750	0.808	զինված
armor	0.469	0.625	0.784	զրահ
armored	0.469	0.509	0.861	զրահապատ
armory	0.448	0.663	0.800	զինապահեստ
armpit	0.283	0.439	0.250	թեւատակ
arms	0.464	0.395	0.483	զենքեր
army	0.417	0.759	0.902	բանակ
aroma	0.823	0.235	0.442	բուրմունք
aromatherapy	0.847	0.220	0.473	արոմաթերապիա
arousal	0.791	0.943	0.731	գրգռում
arouse	0.740	0.491	0.580	արթնացնել
aroused	0.708	0.952	0.667	գրգռված
arraignment	0.406	0.837	0.534	դատավճիռ
arrange	0.740	0.490	0.571	կազմակերպել
arranged	0.698	0.531	0.728	կազմակերպված
arrangement	0.625	0.382	0.683	պայմանավորվածություն
array	0.521	0.396	0.568	զանգված
arrears	0.286	0.485	0.302	ապառքները
arrest	0.146	0.951	0.500	ձերբակալություն
arrhythmia	0.265	0.706	0.356	առիթմիա
arrival	0.678	0.510	0.474	ժամանումը
arrive	0.837	0.406	0.585	ժամանել
arrogance	0.143	0.750	0.620	ամբարտավանություն
arrogant	0.115	0.755	0.580	ամբարտավան
arrow	0.439	0.390	0.454	սլաք
arsehole	0.276	0.598	0.433	ծակոց
arseholes	0.188	0.545	0.351	ծակոտիներ
arsenal	0.365	0.741	0.752	զինանոց
arsenic	0.281	0.472	0.447	մկնդեղ
arson	0.133	0.904	0.567	հրկիզում
arsonist	0.348	0.840	0.500	հրկիզող
art	0.812	0.360	0.603	արվեստ
arterial	0.396	0.510	0.583	զարկերակային
artery	0.396	0.580	0.537	զարկերակ
artful	0.771	0.608	0.778	ճարտար
arthritis	0.110	0.518	0.345	արթրիտ
arthropod	0.344	0.464	0.434	հոդվածոտանի
artichoke	0.583	0.218	0.287	արտիճուկ
article	0.594	0.280	0.481	հոդված
articles	0.552	0.324	0.565	հոդվածներ
articulate	0.677	0.462	0.618	արտահայտել
