English Word	Valence	Arousal	Dominance	Sundanese Word
anathema	0.286	0.490	0.519	kutukan
anatomic	0.562	0.442	0.546	anatomik
anatomy	0.562	0.390	0.571	anatomi
ancestor	0.592	0.388	0.594	karuhun
ancestral	0.640	0.481	0.750	karuhun
ancestry	0.708	0.519	0.717	katurunan
anchor	0.520	0.284	0.564	jangkar
anchorage	0.500	0.325	0.639	jangkar
ancient	0.420	0.217	0.439	kuno
ancillary	0.449	0.442	0.278	tambahan
androgen	0.255	0.523	0.527	androgén
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdot
anemia	0.188	0.327	0.310	anémia
anemic	0.167	0.279	0.155	anémik
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	ahli bius
anesthetic	0.350	0.264	0.482	ubar keur ngabius
aneurysm	0.115	0.690	0.536	aneurisma
anew	0.771	0.358	0.385	deui
angel	0.906	0.158	0.704	malaikat
angelic	0.927	0.298	0.668	malaikat
anger	0.167	0.865	0.657	amarah
angered	0.010	0.860	0.547	ngambek
angermanagement	0.260	0.632	0.482	manajemén amarah
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografi
angle	0.541	0.330	0.455	sudut
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	anggora
angriest	0.094	0.892	0.430	paling ambek
angry	0.122	0.830	0.604	ambek
angrytweet	0.265	0.644	0.471	ambek tweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	kanyeri
anguished	0.135	0.720	0.307	nalangsa
angular	0.449	0.281	0.444	sudut
anhydrous	0.456	0.365	0.355	anhidrat
animal	0.521	0.510	0.513	sasatoan
animate	0.827	0.755	0.635	ngahirupkeun
animated	0.823	0.676	0.538	animasi
animation	0.888	0.750	0.549	animasi
animosity	0.510	0.724	0.545	mumusuhan
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	ankle
anklet	0.410	0.276	0.302	ankle
annals	0.427	0.610	0.424	sajarah
annex	0.594	0.350	0.458	lampiran
annexation	0.342	0.500	0.555	anéksasi
annexe	0.584	0.350	0.392	lampiran
annihilate	0.115	0.918	0.681	ngancurkeun
annihilated	0.080	0.760	0.324	dibasmi
annihilation	0.041	0.800	0.591	musnahna
anniversary	0.880	0.770	0.723	ulang taun
annotate	0.592	0.469	0.441	annotate
annotation	0.604	0.470	0.619	anotasi
announce	0.694	0.618	0.611	ngumumkeun
announcement	0.729	0.491	0.482	pangumuman
announcer	0.602	0.570	0.732	penyiar
annoy	0.094	0.765	0.286	ngaganggu
annoyance	0.167	0.718	0.342	kaganggu
annoyed	0.104	0.783	0.345	keuheul
annoyin	0.260	0.573	0.352	ngaganggu
annoying	0.082	0.853	0.348	ngaganggu
annoys	0.146	0.778	0.435	ngaganggu
annual	0.552	0.236	0.500	taunan
annuity	0.521	0.304	0.527	annuity
annul	0.250	0.448	0.364	ngabatalkeun
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	pembatalan
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	diistrénan
anointing	0.653	0.350	0.547	pangurapan
anomalous	0.281	0.480	0.423	anomali
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonim
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	ngajawab
answerable	0.708	0.481	0.750	jawab
answering	0.684	0.500	0.607	ngawalon
ant	0.448	0.216	0.216	sireum
antagonism	0.224	0.618	0.524	antagonis
antagonist	0.240	0.615	0.700	antagonis
antagonistic	0.296	0.604	0.565	antagonis
antagonize	0.143	0.663	0.629	ngamusuhan
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedent
antelope	0.542	0.510	0.500	antelop
antenna	0.521	0.327	0.358	anteneu
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	lagu kabangsaan
anthill	0.327	0.578	0.377	sireum
anthology	0.338	0.406	0.537	antologi
anthrax	0.188	0.730	0.500	antraks
anthropological	0.367	0.390	0.490	antropologis
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologi
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antipesawat
antibiotic	0.510	0.373	0.658	antibiotik
antibiotics	0.448	0.406	0.557	antibiotik
antichrist	0.082	0.837	0.544	dajjal
anticipate	0.622	0.469	0.667	ngaregepkeun
anticipation	0.698	0.539	0.711	antisipasi
anticipatory	0.653	0.551	0.682	antisipatif
antics	0.448	0.740	0.236	antik
antidote	0.541	0.490	0.629	ubar keur ngabius
antifungal	0.408	0.412	0.441	antijamur
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipati
antiquarian	0.500	0.233	0.426	kolot baheula
antiquated	0.420	0.392	0.236	kuno
antique	0.634	0.290	0.518	antik
antiques	0.540	0.370	0.595	barang antik
antiquity	0.385	0.333	0.556	jaman baheula
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	antisosial
antithesis	0.396	0.412	0.536	antitésis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	tanduk
antsy	0.449	0.558	0.417	kesel
anus	0.347	0.644	0.350	bool
anvil	0.380	0.510	0.604	landasan
anxiety	0.146	0.865	0.342	kahariwang
anxietyattack	0.150	0.925	0.446	serangan kahariwang
anxious	0.281	0.875	0.434	hariwang
anxiousness	0.235	0.814	0.282	kahariwang
anytime	0.625	0.461	0.436	iraha waé
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	gancang
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	susun
apartments	0.704	0.337	0.443	apartemen
apathetic	0.188	0.292	0.333	apatis
apathy	0.184	0.212	0.204	apatis
ape	0.548	0.389	0.336	kera
aperture	0.612	0.450	0.667	aperture
apex	0.570	0.433	0.418	puncak
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	sapotong
aplomb	0.500	0.509	0.582	karep
apocalypse	0.050	0.867	0.736	kiamat
apocalyptic	0.173	0.880	0.750	apokaliptik
apologetic	0.479	0.461	0.571	hampura
apologist	0.406	0.429	0.526	hampura
apologize	0.551	0.378	0.389	menta hampura
apology	0.571	0.346	0.402	hampura
apostasy	0.388	0.520	0.517	murtad
apostate	0.342	0.500	0.528	murtad
apostle	0.646	0.347	0.732	rasul
apostolic	0.592	0.300	0.717	apostolik
apostrophe	0.469	0.368	0.537	tanda kutip
apothecary	0.561	0.328	0.529	apotéker
appalled	0.194	0.792	0.562	pikasieuneun
appalling	0.160	0.827	0.415	pikasieuneun
apparatus	0.375	0.353	0.377	aparat
apparel	0.698	0.435	0.453	pakean
apparent	0.473	0.383	0.398	katingalina
apparently	0.531	0.410	0.426	katingalina
apparition	0.406	0.573	0.636	kaciri
appeal	0.663	0.598	0.558	banding
appear	0.735	0.506	0.567	nembongan
appearance	0.669	0.490	0.534	penampilan
appease	0.633	0.278	0.434	nyenangkeun
appellant	0.327	0.588	0.568	banding
append	0.573	0.464	0.453	nambahan
appendage	0.229	0.382	0.438	lampiran
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	apendisitis
appendix	0.365	0.387	0.425	lampiran
appetite	0.704	0.637	0.581	napsu
appetizer	0.755	0.560	0.406	pangpangna
appetizing	0.806	0.657	0.688	napsu
applaud	0.865	0.824	0.464	keprok
applause	0.953	0.857	0.621	keprok
apple	0.811	0.300	0.264	apel
apple juice	0.765	0.204	0.294	jus apal
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	saos apel
appliance	0.582	0.453	0.538	pakakas
appliances	0.594	0.394	0.567	parabot
applicability	0.677	0.490	0.741	applicability
applicable	0.469	0.430	0.667	lumaku
applicant	0.612	0.558	0.688	ngalamar
application	0.646	0.445	0.726	aplikasi
apply	0.612	0.321	0.667	ngalamar
appoint	0.565	0.330	0.509	nunjuk
appointment	0.688	0.594	0.547	pasini
appointments	0.745	0.677	0.625	pasini
apportion	0.677	0.490	0.638	babagi
apportionment	0.552	0.481	0.453	babagi
appraisal	0.417	0.667	0.682	pangajen
appraise	0.677	0.490	0.696	meunteun
appreciable	0.873	0.491	0.778	ngahargaan
appreciate	0.885	0.422	0.741	ngahargaan
appreciated	0.910	0.434	0.779	ngaapresiasi
appreciates	0.765	0.500	0.656	ngahargaan
appreciation	0.917	0.529	0.588	pangajén
appreciative	0.857	0.380	0.654	ngahargaan
apprehend	0.521	0.624	0.696	nangkep
apprehension	0.385	0.720	0.454	kahariwang
apprehensive	0.406	0.592	0.431	hariwang
apprentice	0.615	0.413	0.452	magang
apprenticeship	0.812	0.482	0.643	magang
approach	0.612	0.392	0.610	ngadeukeutan
approaching	0.740	0.557	0.491	ngadeukeutan
approbate	0.646	0.590	0.860	satuju
approbation	0.792	0.529	0.774	persetujuan
appropriate	0.833	0.368	0.759	luyu
appropriation	0.510	0.632	0.717	apropriasi
approval	0.854	0.460	0.889	persetujuan
approve	0.875	0.548	0.741	nyatujuan
approved	0.833	0.349	0.698	disatujuan
approvement	0.880	0.625	0.780	persetujuan
approving	0.917	0.583	0.773	nyatujuan
approximate	0.551	0.560	0.520	kira-kira
approximately	0.622	0.396	0.538	kira-kira
approximating	0.583	0.615	0.471	ngadeukeutan
approximation	0.582	0.402	0.593	perkiraan
appurtenances	0.573	0.412	0.547	parabot
apricot	0.708	0.320	0.278	alpuket
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	kaparigelan
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	akuarium
aquatic	0.677	0.510	0.463	akuatik
aqueduct	0.551	0.411	0.534	saluran cai
aqueous	0.429	0.270	0.310	cai
arable	0.510	0.350	0.465	garapan
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	sawenang-wenang
arbitrate	0.470	0.620	0.682	arbitrase
arbitration	0.587	0.602	0.670	arbitrase
arbitrator	0.385	0.448	0.795	arbiter
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	Gandewa
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	lengkungan
archaeological	0.740	0.441	0.660	arkéologis
archaeologist	0.552	0.451	0.706	arkeolog
archaeology	0.596	0.358	0.691	arkeologi
archaic	0.271	0.327	0.332	kolot
archangel	0.837	0.500	0.708	malaikat agung
archbishop	0.622	0.280	0.776	uskup agung
archdiocese	0.400	0.321	0.704	keuskupan agung
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	melengkung
archer	0.573	0.622	0.661	pamanah
archery	0.594	0.604	0.589	panahan
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	Nusantara
architect	0.776	0.442	0.836	arsiték
architectural	0.729	0.390	0.670	arsitéktur
architecture	0.820	0.390	0.694	arsitéktur
archive	0.438	0.294	0.527	arsip
arctic	0.615	0.352	0.546	Arktik
ardent	0.694	0.873	0.722	sumanget
ardor	0.500	0.780	0.538	sumanget
arduous	0.344	0.783	0.605	hese
area	0.490	0.306	0.464	Daérah
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	ari anjeun heureuy
areyoukiddingme	0.365	0.635	0.375	Dupi anjeun ngaheureuyan abdi
argent	0.594	0.418	0.472	agén
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	ngabantah
argument	0.510	0.464	0.698	argumen
argumentation	0.479	0.549	0.760	arguméntasi
argumentative	0.450	0.531	0.679	arguméntasi
arguments	0.541	0.602	0.657	argumen
arid	0.323	0.333	0.379	gersang
arise	0.750	0.582	0.725	hudang
aristocracy	0.688	0.549	0.842	aristokrasi
aristocrat	0.583	0.413	0.811	bangsawan
aristocratic	0.449	0.519	0.676	bangsawan
arithmetic	0.453	0.460	0.634	aritmatika
ark	0.396	0.427	0.543	Ark
arm	0.552	0.285	0.469	panangan
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	pakarang
armaments	0.192	0.839	0.830	pakarang
armature	0.510	0.558	0.755	angker
armchair	0.646	0.164	0.339	korsi panangan
armed	0.188	0.750	0.808	pakarang
armor	0.469	0.625	0.784	baju wesi
armored	0.469	0.509	0.861	waja
armory	0.448	0.663	0.800	gudang senjata
armpit	0.283	0.439	0.250	kelek
arms	0.464	0.395	0.483	panangan
army	0.417	0.759	0.902	tentara
aroma	0.823	0.235	0.442	ambu
aromatherapy	0.847	0.220	0.473	aromaterapi
arousal	0.791	0.943	0.731	gairah
arouse	0.740	0.491	0.580	ngahudangkeun
aroused	0.708	0.952	0.667	ngahudangkeun
arraignment	0.406	0.837	0.534	gugatan
arrange	0.740	0.490	0.571	ngatur
arranged	0.698	0.531	0.728	disusun
arrangement	0.625	0.382	0.683	susunan
array	0.521	0.396	0.568	susunan
arrears	0.286	0.485	0.302	tunggakan
arrest	0.146	0.951	0.500	ditewak
arrhythmia	0.265	0.706	0.356	aritmia
arrival	0.678	0.510	0.474	kadatangan
arrive	0.837	0.406	0.585	anjog
arrogance	0.143	0.750	0.620	sombong
arrogant	0.115	0.755	0.580	sombong
arrow	0.439	0.390	0.454	panah
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsén
arson	0.133	0.904	0.567	ngaduruk
arsonist	0.348	0.840	0.500	tukang ngaduruk
art	0.812	0.360	0.603	seni
arterial	0.396	0.510	0.583	artéri
artery	0.396	0.580	0.537	arteri
artful	0.771	0.608	0.778	artful
arthritis	0.110	0.518	0.345	rematik
arthropod	0.344	0.464	0.434	artropoda
artichoke	0.583	0.218	0.287	tangkal artichoke
article	0.594	0.280	0.481	artikel
articles	0.552	0.324	0.565	artikel
articulate	0.677	0.462	0.618	ngucapkeun
articulation	0.479	0.480	0.591	artikulasi
artifact	0.510	0.500	0.566	artefak
artifice	0.316	0.696	0.482	karajinan
artificial	0.306	0.385	0.351	jieunan
artillery	0.350	0.912	0.794	barisan mariem jeung mortir
artisan	0.781	0.330	0.411	tukang
artist	0.802	0.442	0.732	artis
artiste	0.844	0.512	0.565	artis
artistic	0.802	0.646	0.632	artistik
artistry	0.823	0.346	0.769	kasenian
artists	0.796	0.667	0.741	seniman
artwork	0.896	0.368	0.679	karya seni
arty	0.490	0.422	0.388	seni
asap	0.571	0.500	0.552	gancang
asbestos	0.357	0.481	0.464	asbés
ascend	0.830	0.620	0.812	naek
ascendancy	0.724	0.625	0.700	ascendancy
ascendant	0.656	0.673	0.821	naék
ascending	0.826	0.644	0.777	naék
ascension	0.765	0.720	0.714	naékna
ascent	0.755	0.627	0.833	pendakian
ascertain	0.560	0.530	0.625	mastikeun
ascertained	0.531	0.529	0.616	dipastikeun
ascetic	0.438	0.375	0.472	tapa
ash	0.260	0.210	0.207	lebu
ashamed	0.156	0.588	0.228	isin
ashes	0.327	0.279	0.142	lebu
ashtray	0.406	0.382	0.265	asbak
asinine	0.429	0.472	0.433	asin
ask	0.531	0.440	0.459	nanya
asleeep	0.490	0.210	0.322	saré
asleep	0.604	0.100	0.270	saré
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	Asparagus
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspék
aspects	0.439	0.480	0.565	aspék
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	aspal
asphyxia	0.198	0.704	0.311	asfiksia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	aspirasi
aspire	0.812	0.469	0.722	cita-cita
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	cita-cita
ass	0.323	0.750	0.345	burit
assail	0.378	0.510	0.500	narajang
assailant	0.184	0.868	0.602	panyerang
assassin	0.073	0.933	0.632	rajapati
assassinate	0.051	0.969	0.722	maehan
assassination	0.083	0.941	0.525	rajapati
assault	0.167	0.848	0.550	narajang
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	kumpulan
assemble	0.542	0.570	0.750	ngumpul
assembled	0.663	0.450	0.644	dirakit
assembly	0.698	0.500	0.640	rakitan
assemblyman	0.430	0.538	0.760	anggota dewan
assent	0.615	0.515	0.719	satuju
assert	0.750	0.619	0.809	negeskeun
asserting	0.694	0.531	0.736	negeskeun
assertion	0.740	0.442	0.750	negeskeun
assertive	0.719	0.412	0.770	tegas
assess	0.698	0.500	0.623	meunteun
assessment	0.750	0.623	0.658	penilaian
assessor	0.551	0.538	0.764	penilai
asset	0.797	0.765	0.788	asét
assets	0.667	0.613	0.765	aset
asshole	0.133	0.582	0.263	Bangsat
assign	0.622	0.417	0.709	napelkeun
assignee	0.510	0.462	0.510	nu ditugaskeun
assignment	0.483	0.398	0.745	ngerjakeun
assimilate	0.559	0.391	0.683	asimilasi
assimilation	0.429	0.378	0.463	asimilasi
assist	0.833	0.435	0.629	mantuan
assistance	0.656	0.519	0.633	bantuan
assistant	0.625	0.390	0.536	asisten
associate	0.812	0.409	0.625	gaul
association	0.745	0.500	0.817	asosiasi
assorted	0.602	0.460	0.472	rupa-rupa
assortment	0.694	0.360	0.526	rupa-rupa
assuage	0.745	0.255	0.500	ngahaminan
assume	0.698	0.401	0.464	nganggap
assumed	0.612	0.247	0.454	dianggap
assuming	0.740	0.390	0.526	nganggap
assumption	0.479	0.431	0.417	anggapan
assurance	0.675	0.442	0.704	jaminan
assure	0.910	0.460	0.839	ngajamin
assured	0.878	0.327	0.754	dipastikeun
assuredly	0.786	0.396	0.833	assuredly
asterisk	0.541	0.288	0.273	tanda bintang
asteroid	0.430	0.721	0.623	astéroid
asteroids	0.361	0.694	0.712	astéroid
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asma
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	pikaheraneun
astonished	0.510	0.775	0.574	reuwas
astonishing	0.844	0.802	0.821	pikaheraneun
astonishingly	0.827	0.898	0.773	pikaheraneun
astonishment	0.680	0.718	0.519	kaheranan
astound	0.729	0.675	0.474	pikaheraneun
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	sesat
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	ahli nujum
astrology	0.635	0.340	0.500	astrologi
astronaut	0.792	0.601	0.761	astronot
astronomer	0.750	0.509	0.735	ahli astronomi
astronomical	0.600	0.632	0.726	astronomis
astronomy	0.613	0.474	0.722	astronomi
astute	0.776	0.658	0.827	pinter
asunder	0.208	0.442	0.259	papisah
asylum	0.407	0.330	0.445	suaka
asymmetric	0.580	0.343	0.465	asimétri
asymmetry	0.476	0.373	0.527	asimétri
asymptotic	0.479	0.451	0.472	asimtotik
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateisme
atheistic	0.373	0.481	0.466	ateis
atherosclerosis	0.250	0.480	0.343	aterosklerosis
athlete	0.781	0.718	0.686	atlit
athletic	0.857	0.798	0.708	atlétik
athleticism	0.750	0.863	0.778	athleticism
athletics	0.831	0.691	0.740	atlétik
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfir
atmospheric	0.531	0.420	0.594	atmosfir
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atom
atone	0.418	0.673	0.411	nebus
atonement	0.550	0.602	0.683	panebusan
atpeace	0.724	0.298	0.519	katengtreman
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	atrocious
atrocity	0.115	0.844	0.593	kekejaman
atrophy	0.177	0.540	0.208	atrofi
attach	0.520	0.363	0.559	ngagantelkeun
attached	0.562	0.350	0.439	napel
attachment	0.570	0.343	0.500	kantétan
attack	0.286	0.948	0.670	narajang
attacker	0.185	0.962	0.629	panyerang
attacking	0.276	0.837	0.642	narajang
attain	0.806	0.510	0.719	ngahontal
attainable	0.760	0.500	0.759	kahontal
attainment	0.830	0.520	0.940	kahontalna
attempt	0.625	0.491	0.431	usaha
attempted	0.594	0.580	0.567	usaha
attend	0.650	0.420	0.625	hadir
attendance	0.812	0.500	0.592	kahadiran
attendant	0.580	0.365	0.519	patugas
attention	0.740	0.599	0.774	perhatian
attentionseeker	0.367	0.745	0.457	pencari perhatian
attentionseekers	0.531	0.673	0.500	néangan perhatian
attentive	0.812	0.520	0.724	attentive
attenuate	0.408	0.302	0.429	ngaleutikan
attenuated	0.449	0.280	0.298	dilempengkeun
attenuation	0.458	0.363	0.464	atenuasi
attest	0.439	0.710	0.685	ngabuktoskeun
attestation	0.234	0.635	0.500	kasaksian
attic	0.521	0.259	0.377	loteng
attire	0.742	0.388	0.483	papakéan
attitude	0.760	0.644	0.861	sikep
attorney	0.600	0.594	0.754	pangacara
attract	0.796	0.663	0.769	narik
attraction	0.906	0.774	0.712	atraksi
attractive	0.906	0.630	0.769	pikaresepeun
attractiveness	0.938	0.667	0.755	daya tarik
attributable	0.704	0.430	0.527	dikaitkeun
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atribusi
attrition	0.229	0.540	0.259	attrition
auburn	0.510	0.240	0.411	kerung
auction	0.594	0.702	0.519	lelang
auctioneer	0.542	0.732	0.716	juru lelang
audacious	0.740	0.875	0.825	gagah
audacity	0.760	0.755	0.916	kagagahan
audible	0.673	0.370	0.462	kadéngé
audience	0.698	0.610	0.613	panongton
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	audisi
auditions	0.740	0.765	0.596	audisi
auditor	0.582	0.571	0.726	auditor publik
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	auditory
aught	0.418	0.135	0.217	nanaon
augment	0.650	0.683	0.645	nambahan
augmentation	0.714	0.613	0.850	nambahan
august	0.652	0.292	0.462	agustusan
aunt	0.667	0.291	0.420	bibi
auntie	0.643	0.275	0.447	bibi
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	naungan
auspicious	0.562	0.635	0.669	nguntungkeun
austere	0.500	0.390	0.422	karasa
austerity	0.438	0.406	0.534	kasabaran
authentic	0.885	0.510	0.782	otentik
authenticate	0.833	0.480	0.789	ngaoténtikasi
authentication	0.724	0.491	0.750	auténtikasi
authenticity	0.670	0.548	0.845	kaaslianana
author	0.775	0.343	0.749	pangarang
authoritative	0.636	0.520	0.890	wibawa
authority	0.592	0.592	0.934	wewenang
authorization	0.521	0.567	0.817	otorisasina
authorize	0.772	0.596	0.821	ngawenangkeun
authorized	0.760	0.458	0.815	otorisasi
authorship	0.667	0.635	0.773	pangarang
autism	0.235	0.500	0.447	autis
autistic	0.367	0.337	0.404	autis
auto	0.571	0.569	0.500	otomatis
autobiographical	0.909	0.462	0.582	otobiografi
autobiography	0.735	0.284	0.629	otobiografi
autocorrect	0.551	0.439	0.616	koreksi otomatis
autocratic	0.542	0.577	0.727	otokratis
autograph	0.735	0.565	0.473	tanda tangan
autographed	0.781	0.620	0.625	ditandatanganan
automated	0.578	0.402	0.632	otomatis
automatic	0.562	0.433	0.664	otomatis
automobile	0.753	0.625	0.534	mobil
automotive	0.656	0.520	0.577	otomotif
autonomy	0.781	0.349	0.891	otonomi
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	otopsi
autumn	0.765	0.204	0.450	usum gugur
auxiliary	0.622	0.471	0.509	bantu
avail	0.800	0.430	0.603	mangpaat
availability	0.796	0.544	0.600	kasadiaan
available	0.844	0.356	0.623	aya
avalanche	0.265	0.915	0.683	longsoran
avarice	0.198	0.726	0.352	karanjingan
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	males dendam
avenger	0.337	0.865	0.670	pamales kanyeri
avenging	0.143	0.880	0.717	males dendam
avenue	0.677	0.360	0.377	jalan
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	rata-rata
aversation	0.582	0.442	0.432	aversation
averse	0.253	0.569	0.492	ngajauhan
averseness	0.296	0.606	0.528	kasieunan
aversion	0.074	0.663	0.525	panghinaan
avert	0.510	0.388	0.465	ngajauhan
aviary	0.500	0.360	0.467	aviary
aviation	0.708	0.646	0.741	penerbangan
aviator	0.615	0.700	0.644	aviator
avid	0.582	0.459	0.593	getol
avocado	0.677	0.255	0.287	alpuket
avoid	0.427	0.442	0.415	ngajauhan
avoidance	0.470	0.481	0.466	ngajauhan
avoiding	0.457	0.433	0.309	ngajauhan
await	0.448	0.264	0.276	ngantosan
awake	0.667	0.469	0.741	hudang
awaken	0.729	0.412	0.611	ngahudangkeun
awakening	0.745	0.500	0.618	hudang
award	0.865	0.745	0.660	pangajén
