English Word	Valence	Arousal	Dominance	Tamil Word
alone	0.333	0.167	0.216	தனியாக
alongside	0.458	0.333	0.347	இணைந்து
aloof	0.189	0.423	0.302	ஒதுங்கிய
aloud	0.458	0.713	0.750	சத்தமாக
alpha	0.708	0.340	0.755	ஆல்பா
alphabet	0.562	0.204	0.672	எழுத்துக்கள்
alphabetical	0.537	0.296	0.535	அகர வரிசைப்படி
alpine	0.594	0.337	0.474	அல்பைன்
alreadyyyyy	0.592	0.717	0.351	ஏற்கனவேyyyy
altar	0.724	0.387	0.635	பலிபீடம்
altar boy	0.434	0.206	0.350	பலிபீட பையன்
alter	0.333	0.694	0.654	மாற்ற
alteration	0.167	0.798	0.609	மாற்றம்
altercation	0.170	0.806	0.500	வாக்குவாதம்
altered	0.255	0.765	0.500	மாற்றப்பட்டது
alternate	0.625	0.363	0.589	மாற்று
alternating	0.480	0.494	0.542	மாறி மாறி
alternative	0.628	0.373	0.631	மாற்று
altimeter	0.615	0.510	0.580	உயரமானி
altitude	0.708	0.482	0.736	உயரம்
alto	0.656	0.404	0.730	ஆல்டோ
altogether	0.833	0.324	0.644	முற்றிலும்
aluminum	0.449	0.280	0.434	அலுமினியம்
alumnus	0.633	0.368	0.422	முன்னாள் மாணவர்
alveolar	0.469	0.481	0.367	அல்வியோலர்
alzheimers	0.194	0.518	0.319	அல்சைமர்ஸ்
amalgam	0.438	0.333	0.510	கலவை
amalgamation	0.406	0.470	0.531	ஒருங்கிணைப்பு
amaretto	0.543	0.551	0.375	அமரெட்டோ
amass	0.552	0.465	0.465	குவிக்க
amateur	0.469	0.500	0.409	அமெச்சூர்
amaze	0.896	0.843	0.783	பிரமிப்பு
amazed	0.796	0.779	0.533	வியப்படைந்தார்
amazedness	0.827	0.872	0.510	ஆச்சரியம்
amazement	0.750	0.800	0.639	ஆச்சரியம்
amazing	0.906	0.837	0.849	அற்புதமான
amazingly	0.918	0.765	0.920	ஆச்சரியமாக
ambassador	0.651	0.529	0.917	தூதுவர்
amber	0.635	0.308	0.369	அம்பர்
ambience	0.735	0.356	0.426	சூழல்
ambient	0.625	0.360	0.582	சுற்றுப்புற
ambiguity	0.164	0.460	0.370	தெளிவின்மை
ambiguous	0.265	0.462	0.358	தெளிவற்ற
ambit	0.479	0.380	0.386	எல்லை
ambition	0.510	0.804	0.661	லட்சியம்
ambitious	0.484	0.821	0.717	லட்சியமான
ambivalent	0.510	0.404	0.482	தெளிவற்ற
ambrosia	0.571	0.452	0.480	அம்ப்ரோசியா
ambulance	0.500	0.750	0.609	மருத்துவ அவசர ஊர்தி
ambush	0.281	0.830	0.500	பதுங்கியிருந்து
ameliorate	0.770	0.548	0.747	மேம்படுத்து
amen	0.781	0.182	0.542	ஆமென்
amenable	0.448	0.410	0.406	இணக்கமான
amend	0.688	0.406	0.658	திருத்தம்
amendment	0.531	0.459	0.606	திருத்தம்
amends	0.640	0.366	0.517	திருத்துகிறது
amenity	0.750	0.327	0.574	வசதி
amethyst	0.622	0.406	0.517	செவ்வந்திக்கல்
amiable	0.847	0.290	0.483	இணக்கமான
amicable	0.875	0.330	0.507	இணக்கமான
amid	0.510	0.340	0.256	மத்தியில்
amidst	0.480	0.330	0.316	மத்தியில்
amino	0.551	0.402	0.433	அமினோ
ammo	0.323	0.765	0.621	வெடிமருந்து
ammonia	0.292	0.587	0.409	அம்மோனியா
ammonium	0.354	0.396	0.368	அம்மோனியம்
ammunition	0.338	0.635	0.667	வெடிமருந்து
amnesia	0.296	0.330	0.308	ஞாபக மறதி
amnesty	0.551	0.451	0.814	பொதுமன்னிப்பு
amorous	0.844	0.670	0.636	காதல் கொண்ட
amorphous	0.327	0.402	0.349	உருவமற்ற
amortization	0.592	0.491	0.522	பணமதிப்பு நீக்கம்
amount	0.562	0.422	0.649	தொகை
amour	0.865	0.480	0.652	காதல்
amp	0.439	0.393	0.375	ஆம்ப்
ampersand	0.480	0.448	0.483	அம்பர்சண்ட்
amphetamines	0.133	0.667	0.526	ஆம்பெடமைன்கள்
amphibian	0.427	0.357	0.474	நீர்வீழ்ச்சி
amphibious	0.479	0.346	0.445	நீர்வீழ்ச்சி
amphitheater	0.653	0.480	0.545	ஆம்பிதியேட்டர்
ample	0.744	0.349	0.719	போதுமான அளவு
amplification	0.690	0.677	0.810	பெருக்கம்
amplify	0.677	0.735	0.827	பெருக்கி
amplitude	0.694	0.439	0.692	வீச்சு
amply	0.781	0.431	0.766	பரவலான
amputate	0.092	0.660	0.509	துண்டிக்கவும்
amputation	0.100	0.755	0.483	துண்டித்தல்
amuck	0.385	0.602	0.321	அமுக்கி
amulet	0.781	0.260	0.630	தாயத்து
amuse	0.812	0.684	0.664	வேடிக்கை
amused	0.942	0.847	0.596	மகிழ்ந்தார்
amusement	0.929	0.837	0.803	பொழுதுபோக்கு
amusing	0.960	0.829	0.632	வேடிக்கையான
ana	0.541	0.300	0.314	அனா
anaconda	0.146	0.830	0.540	அனகோண்டா
anaesthesia	0.350	0.217	0.473	மயக்க மருந்து
anaesthetic	0.449	0.268	0.509	மயக்க மருந்து
anagram	0.552	0.327	0.449	அனகிராம்
anal	0.333	0.798	0.334	குத
analgesic	0.417	0.321	0.441	வலி நிவாரணி
analogous	0.531	0.270	0.500	ஒத்த
analogue	0.570	0.320	0.446	ஒப்புமை
analogy	0.510	0.367	0.509	ஒப்புமை
analysis	0.729	0.448	0.705	பகுப்பாய்வு
analyst	0.604	0.415	0.755	ஆய்வாளர்
analytic	0.665	0.521	0.634	பகுப்பாய்வு
analytical	0.625	0.324	0.800	பகுப்பாய்வு
analyze	0.667	0.462	0.710	பகுப்பாய்வு
analyzer	0.625	0.556	0.854	பகுப்பாய்வி
anaphylactic	0.378	0.588	0.500	அனாபிலாக்டிக்
anarchism	0.125	0.804	0.623	அராஜகம்
anarchist	0.204	0.700	0.759	அராஜகவாதி
anarchy	0.146	0.755	0.620	அராஜகம்
anastomosis	0.375	0.470	0.490	அனஸ்டோமோசிஸ்
anathema	0.286	0.490	0.519	அனாதிமா
anatomic	0.562	0.442	0.546	உடற்கூறியல்
anatomy	0.562	0.390	0.571	உடற்கூறியல்
ancestor	0.592	0.388	0.594	மூதாதையர்
ancestral	0.640	0.481	0.750	மூதாதையர்
ancestry	0.708	0.519	0.717	பரம்பரை
anchor	0.520	0.284	0.564	நங்கூரம்
anchorage	0.500	0.325	0.639	நங்கூரம்
ancient	0.420	0.217	0.439	பண்டைய
ancillary	0.449	0.442	0.278	துணை
androgen	0.255	0.523	0.527	ஆண்ட்ரோஜன்
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	சிறுகதை
anemia	0.188	0.327	0.310	இரத்த சோகை
anemic	0.167	0.279	0.155	இரத்த சோகை
anemone	0.552	0.538	0.327	அனிமோன்
anesthesia	0.365	0.216	0.394	மயக்க மருந்து
anesthesiologist	0.419	0.224	0.526	மயக்க மருந்து நிபுணர்
anesthetic	0.350	0.264	0.482	மயக்க மருந்து
aneurysm	0.115	0.690	0.536	அனீரிசிம்
anew	0.771	0.358	0.385	புதிதாக
angel	0.906	0.158	0.704	தேவதை
angelic	0.927	0.298	0.668	தேவதை
anger	0.167	0.865	0.657	கோபம்
angered	0.010	0.860	0.547	கோபமடைந்தார்
angermanagement	0.260	0.632	0.482	கோப மேலாண்மை
angina	0.230	0.630	0.464	ஆஞ்சினா
angiogram	0.347	0.520	0.465	ஆஞ்சியோகிராம்
angiography	0.378	0.536	0.520	ஆஞ்சியோகிராபி
angle	0.541	0.330	0.455	கோணம்
angling	0.625	0.408	0.500	கோணல்
angora	0.529	0.425	0.405	அங்கோரா
angriest	0.094	0.892	0.430	கோபமான
angry	0.122	0.830	0.604	கோபம்
angrytweet	0.265	0.644	0.471	கோபமான ட்வீட்
angst	0.167	0.888	0.333	பதட்டம்
anguish	0.153	0.792	0.265	வேதனை
anguished	0.135	0.720	0.307	வேதனைப்பட்டார்
angular	0.449	0.281	0.444	கோணலான
anhydrous	0.456	0.365	0.355	நீரற்ற
animal	0.521	0.510	0.513	விலங்கு
animate	0.827	0.755	0.635	உயிரூட்டு
animated	0.823	0.676	0.538	அனிமேஷன்
animation	0.888	0.750	0.549	இயங்குபடம்
animosity	0.510	0.724	0.545	பகைமை
animus	0.698	0.676	0.466	அனிமஸ்
ankle	0.500	0.274	0.234	கணுக்கால்
anklet	0.410	0.276	0.302	கணுக்கால்
annals	0.427	0.610	0.424	ஆண்டு
annex	0.594	0.350	0.458	இணைப்பு
annexation	0.342	0.500	0.555	இணைப்பு
annexe	0.584	0.350	0.392	இணைப்பு
annihilate	0.115	0.918	0.681	நிர்மூலமாக்கு
annihilated	0.080	0.760	0.324	நிர்மூலமாக்கப்பட்டது
annihilation	0.041	0.800	0.591	அழித்தல்
anniversary	0.880	0.770	0.723	ஆண்டுவிழா
annotate	0.592	0.469	0.441	சிறுகுறிப்பு
annotation	0.604	0.470	0.619	சிறுகுறிப்பு
announce	0.694	0.618	0.611	அறிவிக்கின்றன
announcement	0.729	0.491	0.482	அறிவிப்பு
announcer	0.602	0.570	0.732	அறிவிப்பாளர்
annoy	0.094	0.765	0.286	எரிச்சலூட்டு
annoyance	0.167	0.718	0.342	எரிச்சல்
annoyed	0.104	0.783	0.345	எரிச்சலடைந்தார்
annoyin	0.260	0.573	0.352	எரிச்சலூட்டும்
annoying	0.082	0.853	0.348	எரிச்சலூட்டும்
annoys	0.146	0.778	0.435	எரிச்சலூட்டுகிறது
annual	0.552	0.236	0.500	ஆண்டு
annuity	0.521	0.304	0.527	வருடாந்திரம்
annul	0.250	0.448	0.364	ரத்து
annular	0.310	0.385	0.412	வளையமான
annulment	0.153	0.375	0.447	ரத்து
annulus	0.458	0.380	0.376	வளையம்
anointed	0.500	0.368	0.579	அபிஷேகம்
anointing	0.653	0.350	0.547	அபிஷேகம்
anomalous	0.281	0.480	0.423	முரண்பாடான
anomaly	0.188	0.538	0.404	ஒழுங்கின்மை
anon	0.479	0.354	0.298	அனான்
anonymity	0.469	0.255	0.430	பெயர் தெரியாத தன்மை
anonymous	0.396	0.291	0.431	அநாமதேய
anorexic	0.160	0.618	0.245	பசியற்ற
answer	0.537	0.373	0.661	பதில்
answerable	0.708	0.481	0.750	பதிலளிக்கக்கூடிய
answering	0.684	0.500	0.607	பதில்
ant	0.448	0.216	0.216	எறும்பு
antagonism	0.224	0.618	0.524	விரோதம்
antagonist	0.240	0.615	0.700	எதிரி
antagonistic	0.296	0.604	0.565	விரோதமான
antagonize	0.143	0.663	0.629	பகைத்துக்கொள்
ante	0.448	0.320	0.417	முன்
antecedent	0.427	0.551	0.566	முன்னோடி
antelope	0.542	0.510	0.500	மான்
antenna	0.521	0.327	0.358	ஆண்டெனா
anterior	0.510	0.245	0.362	முன்புறம்
anthem	0.780	0.343	0.729	கீதம்
anthill	0.327	0.578	0.377	எறும்புப் புற்று
anthology	0.338	0.406	0.537	தொகுத்து
anthrax	0.188	0.730	0.500	ஆந்த்ராக்ஸ்
anthropological	0.367	0.390	0.490	மானுடவியல்
anthropologist	0.551	0.385	0.725	மானுடவியலாளர்
anthropology	0.490	0.367	0.582	மானுடவியல்
anti	0.365	0.412	0.384	எதிர்ப்பு
antiaircraft	0.330	0.622	0.629	விமான எதிர்ப்பு
antibiotic	0.510	0.373	0.658	நுண்ணுயிர்க்கொல்லி
antibiotics	0.448	0.406	0.557	நுண்ணுயிர் எதிர்ப்பிகள்
antichrist	0.082	0.837	0.544	ஆண்டிகிறிஸ்ட்
anticipate	0.622	0.469	0.667	எதிர்பார்க்கின்றன
anticipation	0.698	0.539	0.711	எதிர்பார்ப்பு
anticipatory	0.653	0.551	0.682	எதிர்பார்ப்பு
antics	0.448	0.740	0.236	குறும்புகள்
antidote	0.541	0.490	0.629	மாற்று மருந்து
antifungal	0.408	0.412	0.441	பூஞ்சை எதிர்ப்பு
antigravity	0.430	0.714	0.658	ஈர்ப்பு எதிர்ப்பு
antimony	0.378	0.398	0.490	ஆண்டிமனி
antipathy	0.198	0.549	0.393	விரோதம்
antiquarian	0.500	0.233	0.426	பழங்கால
antiquated	0.420	0.392	0.236	பழமையான
antique	0.634	0.290	0.518	பழமையான
antiques	0.540	0.370	0.595	பழங்கால பொருட்கள்
antiquity	0.385	0.333	0.556	பழமை
antiseptic	0.438	0.370	0.623	கிருமி நாசினி
antisocial	0.146	0.686	0.391	சமூக விரோதி
antithesis	0.396	0.412	0.536	எதிர்ப்பு
antithetical	0.271	0.509	0.358	விரோதமான
antiviral	0.459	0.470	0.549	வைரஸ் தடுப்பு
antler	0.448	0.470	0.500	கொம்பு
antsy	0.449	0.558	0.417	எறும்பு
anus	0.347	0.644	0.350	ஆசனவாய்
anvil	0.380	0.510	0.604	சொம்பு
anxiety	0.146	0.865	0.342	கவலை
anxietyattack	0.150	0.925	0.446	கவலை தாக்குதல்
anxious	0.281	0.875	0.434	கவலையுடன்
anxiousness	0.235	0.814	0.282	கவலை
anytime	0.625	0.461	0.436	எந்த நேரத்திலும்
aorta	0.448	0.510	0.542	பெருநாடி
aortic	0.436	0.540	0.438	பெருநாடி
apace	0.536	0.500	0.536	வேகமான
apache	0.687	0.469	0.500	அப்பாச்சி
apartment	0.719	0.393	0.580	அடுக்குமாடி இல்லங்கள்
apartments	0.704	0.337	0.443	குடியிருப்புகள்
apathetic	0.188	0.292	0.333	அக்கறையின்மை
apathy	0.184	0.212	0.204	அக்கறையின்மை
ape	0.548	0.389	0.336	குரங்கு
aperture	0.612	0.450	0.667	துவாரம்
apex	0.570	0.433	0.418	உச்சம்
aphid	0.388	0.473	0.407	அசுவினி
aphrodisiac	0.750	0.846	0.667	பாலுணர்வை உண்டாக்கும்
apiece	0.439	0.259	0.383	ஒரு துண்டு
aplomb	0.500	0.509	0.582	தயக்கம்
apocalypse	0.050	0.867	0.736	பேரழிவு
apocalyptic	0.173	0.880	0.750	பேரழகி
apologetic	0.479	0.461	0.571	மன்னிப்பு
apologist	0.406	0.429	0.526	மன்னிப்பு கேட்பவர்
apologize	0.551	0.378	0.389	மன்னிக்கவும்
apology	0.571	0.346	0.402	மன்னிப்பு
apostasy	0.388	0.520	0.517	துரோகம்
apostate	0.342	0.500	0.528	துரோகி
apostle	0.646	0.347	0.732	இறைத்தூதர்
apostolic	0.592	0.300	0.717	அப்போஸ்தலிக்க
apostrophe	0.469	0.368	0.537	அபோஸ்ட்ரோபி
