English Word	Valence	Arousal	Dominance	Shona Word
ancestry	0.708	0.519	0.717	madzitateguru
anchor	0.520	0.284	0.564	anchor
anchorage	0.500	0.325	0.639	anchorage
ancient	0.420	0.217	0.439	yekare
ancillary	0.449	0.442	0.278	ancillary
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	anecdote
anemia	0.188	0.327	0.310	kupererwa neropa
anemic	0.167	0.279	0.155	anemic
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	anesthetic
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	patsva
angel	0.906	0.158	0.704	ngirozi
angelic	0.927	0.298	0.668	ngirozi
anger	0.167	0.865	0.657	kutsamwa
angered	0.010	0.860	0.547	akatsamwa
angermanagement	0.260	0.632	0.482	angermanagement
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	angle
angling	0.625	0.408	0.500	angleng
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	akatsamwa
angry	0.122	0.830	0.604	akatsamwa
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	kurwadziwa
anguished	0.135	0.720	0.307	kurwadziwa
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	mhuka
animate	0.827	0.755	0.635	rarama
animated	0.823	0.676	0.538	animated
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	ruvengo
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	ankle
anklet	0.410	0.276	0.302	anklet
annals	0.427	0.610	0.424	annals
annex	0.594	0.350	0.458	anex
annexation	0.342	0.500	0.555	kuwedzera
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	paradza
annihilated	0.080	0.760	0.324	annihilated
annihilation	0.041	0.800	0.591	kuparadzwa
anniversary	0.880	0.770	0.723	mhembero
annotate	0.592	0.469	0.441	annotate
annotation	0.604	0.470	0.619	annotation
announce	0.694	0.618	0.611	zivisa
announcement	0.729	0.491	0.482	chiziviso
announcer	0.602	0.570	0.732	muparidzi
annoy	0.094	0.765	0.286	annoy
annoyance	0.167	0.718	0.342	kusvotwa
annoyed	0.104	0.783	0.345	kusvotwa
annoyin	0.260	0.573	0.352	annoyin
annoying	0.082	0.853	0.348	zvinogumbura
annoys	0.146	0.778	0.435	annoys
annual	0.552	0.236	0.500	gore negore
annuity	0.521	0.304	0.527	annuity
annul	0.250	0.448	0.364	annul
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	annulment
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	akazodzwa
anointing	0.653	0.350	0.547	kuzodzwa
anomalous	0.281	0.480	0.423	anomalous
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	kusazivikanwa
anonymous	0.396	0.291	0.431	anonymous
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	mhinduro
answerable	0.708	0.481	0.750	inopindurika
answering	0.684	0.500	0.607	achipindura
ant	0.448	0.216	0.216	svosve
antagonism	0.224	0.618	0.524	kupikisa
antagonist	0.240	0.615	0.700	anopikisa
antagonistic	0.296	0.604	0.565	anopikisa
antagonize	0.143	0.663	0.629	antagonize
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedent
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	rwiyo
anthill	0.327	0.578	0.377	chisvosve
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	chigwadara
anthropological	0.367	0.390	0.490	anthropological
anthropologist	0.551	0.385	0.725	anthropologist
anthropology	0.490	0.367	0.582	anthropology
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	mushonga unorwisa mabhakitiriya
antibiotics	0.448	0.406	0.557	antibiotics
antichrist	0.082	0.837	0.544	munhu anopesana naKristu
anticipate	0.622	0.469	0.667	tarisira
anticipation	0.698	0.539	0.711	kutarisira
anticipatory	0.653	0.551	0.682	kutarisira
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	mushonga
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	kusafarira
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	antiquated
antique	0.634	0.290	0.518	antique
antiques	0.540	0.370	0.595	zvinhu zvekare
antiquity	0.385	0.333	0.556	yekare
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	kufunganya
anxietyattack	0.150	0.925	0.446	kunetseka kurwiswa
anxious	0.281	0.875	0.434	anxious
anxiousness	0.235	0.814	0.282	kushushikana
anytime	0.625	0.461	0.436	chero nguva
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	imba
apartments	0.704	0.337	0.443	dzimba
apathetic	0.188	0.292	0.333	kusava nehanya
apathy	0.184	0.212	0.204	kusava nehanya
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	aperture
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	apiece
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	apologetic
apologist	0.406	0.429	0.526	apologist
apologize	0.551	0.378	0.389	kukumbira ruregerero
apology	0.571	0.346	0.402	ruregerero
apostasy	0.388	0.520	0.517	kuramba kutenda
apostate	0.342	0.500	0.528	vakaramba kutenda
apostle	0.646	0.347	0.732	mupostori
apostolic	0.592	0.300	0.717	vaapostora
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	vakavhunduka
appalling	0.160	0.827	0.415	zvinotyisa
apparatus	0.375	0.353	0.377	apparatus
apparel	0.698	0.435	0.453	nguo
apparent	0.473	0.383	0.398	pachena
apparently	0.531	0.410	0.426	sezviri pachena
apparition	0.406	0.573	0.636	kuonekwa
appeal	0.663	0.598	0.558	kukwidza
appear	0.735	0.506	0.567	oneka
appearance	0.669	0.490	0.534	chitarisiko
appease	0.633	0.278	0.434	fadza
appellant	0.327	0.588	0.568	mumhan'ari
append	0.573	0.464	0.453	append
appendage	0.229	0.382	0.438	appendage
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	appendix
appetite	0.704	0.637	0.581	appetite
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	appetizing
applaud	0.865	0.824	0.464	kuombera
applause	0.953	0.857	0.621	kuombera maoko
apple	0.811	0.300	0.264	apuro
apple juice	0.765	0.204	0.294	muto weapuro
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	mudziyo
appliances	0.594	0.394	0.567	midziyo
applicability	0.677	0.490	0.741	kushanda
applicable	0.469	0.430	0.667	zvinoshanda
applicant	0.612	0.558	0.688	munyoreri
application	0.646	0.445	0.726	application
apply	0.612	0.321	0.667	shandisa
appoint	0.565	0.330	0.509	gadza
appointment	0.688	0.594	0.547	appointment
appointments	0.745	0.677	0.625	kugadzwa
apportion	0.677	0.490	0.638	mugove
apportionment	0.552	0.481	0.453	mugove
appraisal	0.417	0.667	0.682	appraisal
appraise	0.677	0.490	0.696	appraise
appreciable	0.873	0.491	0.778	zvinoyemurika
appreciate	0.885	0.422	0.741	tenda
appreciated	0.910	0.434	0.779	kuongwa
appreciates	0.765	0.500	0.656	thanks
appreciation	0.917	0.529	0.588	kuonga
appreciative	0.857	0.380	0.654	kuonga
apprehend	0.521	0.624	0.696	kubata
apprehension	0.385	0.720	0.454	kutya
apprehensive	0.406	0.592	0.431	kutya
apprentice	0.615	0.413	0.452	mudzidzi
apprenticeship	0.812	0.482	0.643	kudzidzira basa
approach	0.612	0.392	0.610	kusvika
approaching	0.740	0.557	0.491	achiswedera
approbate	0.646	0.590	0.860	bvumira
approbation	0.792	0.529	0.774	approbation
appropriate	0.833	0.368	0.759	zvakakodzera
appropriation	0.510	0.632	0.717	appropriation
approval	0.854	0.460	0.889	mvumo
approve	0.875	0.548	0.741	bvumira
approved	0.833	0.349	0.698	mvumo
approvement	0.880	0.625	0.780	mvumo
approving	0.917	0.583	0.773	kubvumira
approximate	0.551	0.560	0.520	approximate
approximately	0.622	0.396	0.538	anenge
approximating	0.583	0.615	0.471	approximating
approximation	0.582	0.402	0.593	approximation
appurtenances	0.573	0.412	0.547	appurtenances
apricot	0.708	0.320	0.278	apricot
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	kugona
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	mumvura
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	aqueous
arable	0.510	0.350	0.465	arable
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	zvemapoto
arbitrate	0.470	0.620	0.682	arbitrate
arbitration	0.587	0.602	0.670	arbitration
arbitrator	0.385	0.448	0.795	murevereri
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	zvekuchera matongo
archaeologist	0.552	0.451	0.706	archaeologist
archaeology	0.596	0.358	0.691	kuchera matongo
archaic	0.271	0.327	0.332	archaic
archangel	0.837	0.500	0.708	ngirozi huru
archbishop	0.622	0.280	0.776	bhishopi mukuru
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	mupfuri
archery	0.594	0.604	0.589	kupfura
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	zvitsuwa
architect	0.776	0.442	0.836	architect
architectural	0.729	0.390	0.670	architectural
architecture	0.820	0.390	0.694	zvivakwa
archive	0.438	0.294	0.527	archive
arctic	0.615	0.352	0.546	arctic
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	shungu
arduous	0.344	0.783	0.605	zvakaoma
area	0.490	0.306	0.464	area
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	areyoukidding
areyoukiddingme	0.365	0.635	0.375	uri kutamba neni here
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	nharo
argument	0.510	0.464	0.698	nharo
argumentation	0.479	0.549	0.760	kukakavara
argumentative	0.450	0.531	0.679	nharo
arguments	0.541	0.602	0.657	nharo
arid	0.323	0.333	0.379	arid
arise	0.750	0.582	0.725	simuka
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	arithmetic
ark	0.396	0.427	0.543	areka
arm	0.552	0.285	0.469	ruoko
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	zvombo
armaments	0.192	0.839	0.830	zvombo
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	armchair
armed	0.188	0.750	0.808	nezvombo
armor	0.469	0.625	0.784	zvombo
armored	0.469	0.509	0.861	armored
armory	0.448	0.663	0.800	dura rezvombo
armpit	0.283	0.439	0.250	muhapwa
arms	0.464	0.395	0.483	maoko
army	0.417	0.759	0.902	Mauto
aroma	0.823	0.235	0.442	munhuwi
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	arousal
arouse	0.740	0.491	0.580	mutsa
aroused	0.708	0.952	0.667	akamutswa
arraignment	0.406	0.837	0.534	arraignment
arrange	0.740	0.490	0.571	kuronga
arranged	0.698	0.531	0.728	kuronga
arrangement	0.625	0.382	0.683	urongwa
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	arrears
arrest	0.146	0.951	0.500	kusunga
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	kusvika
arrive	0.837	0.406	0.585	svika
arrogance	0.143	0.750	0.620	manyawi
arrogant	0.115	0.755	0.580	vanozvikudza
arrow	0.439	0.390	0.454	museve
arsehole	0.276	0.598	0.433	hole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	kupisa moto
arsonist	0.348	0.840	0.500	mupisa
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	artery
artful	0.771	0.608	0.778	artful
arthritis	0.110	0.518	0.345	arthritis
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	article
articles	0.552	0.324	0.565	zvinyorwa
articulate	0.677	0.462	0.618	kutaura
articulation	0.479	0.480	0.591	kutaura
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	artifice
artificial	0.306	0.385	0.351	artificial
artillery	0.350	0.912	0.794	artillery
artisan	0.781	0.330	0.411	artisan
artist	0.802	0.442	0.732	artist
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	artistic
artistry	0.823	0.346	0.769	artistry
artists	0.796	0.667	0.741	artists
artwork	0.896	0.368	0.679	artwork
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	ascend
ascendancy	0.724	0.625	0.700	ascendancy
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	achikwira
ascension	0.765	0.720	0.714	kukwira kudenga
ascent	0.755	0.627	0.833	kukwira
ascertain	0.560	0.530	0.625	ziva
ascertained	0.531	0.529	0.616	ascertained
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	ash
ashamed	0.156	0.588	0.228	kunyara
ashes	0.327	0.279	0.142	madota
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	bvunza
asleeep	0.490	0.210	0.322	vakarara
asleep	0.604	0.100	0.270	akarara
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	chimiro
aspects	0.439	0.480	0.565	zvikamu
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asphalt
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	kushaya mweya
aspiration	0.704	0.724	0.675	chido
aspire	0.812	0.469	0.722	aspire
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	shuwa
ass	0.323	0.750	0.345	ass
assail	0.378	0.510	0.500	assail
assailant	0.184	0.868	0.602	mhondi
assassin	0.073	0.933	0.632	mhondi
assassinate	0.051	0.969	0.722	kuuraya
assassination	0.083	0.941	0.525	kuurayiwa
assault	0.167	0.848	0.550	kurova
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	assemblage
assemble	0.542	0.570	0.750	assemble
assembled	0.663	0.450	0.644	assembled
assembly	0.698	0.500	0.640	ungano
assemblyman	0.430	0.538	0.760	assemblyman
assent	0.615	0.515	0.719	bvumira
assert	0.750	0.619	0.809	assert
asserting	0.694	0.531	0.736	vachisimbisa
assertion	0.740	0.442	0.750	kutaura
assertive	0.719	0.412	0.770	anozvisimbisa
assess	0.698	0.500	0.623	kuongorora
assessment	0.750	0.623	0.658	kuongorora
assessor	0.551	0.538	0.764	muongorori
asset	0.797	0.765	0.788	asset
assets	0.667	0.613	0.765	assets
asshole	0.133	0.582	0.263	mbichana
assign	0.622	0.417	0.709	assign
assignee	0.510	0.462	0.510	assignee
assignment	0.483	0.398	0.745	assignment
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	assimilation
assist	0.833	0.435	0.629	help
assistance	0.656	0.519	0.633	rubatsiro
assistant	0.625	0.390	0.536	mubatsiri
associate	0.812	0.409	0.625	shamwari
association	0.745	0.500	0.817	kusangana
assorted	0.602	0.460	0.472	assorted
assortment	0.694	0.360	0.526	assortment
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	funga
assumed	0.612	0.247	0.454	kufungidzira
assuming	0.740	0.390	0.526	kufungidzira
assumption	0.479	0.431	0.417	fungidziro
assurance	0.675	0.442	0.704	vimbiso
assure	0.910	0.460	0.839	simbisa
assured	0.878	0.327	0.754	assured
assuredly	0.786	0.396	0.833	zvirokwazvo
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	asima
asthmatic	0.229	0.706	0.294	asthmatic
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	zvinoshamisa
astonished	0.510	0.775	0.574	vakashamiswa
astonishing	0.844	0.802	0.821	zvinoshamisa
astonishingly	0.827	0.898	0.773	zvinoshamisa
astonishment	0.680	0.718	0.519	kushamisika
astound	0.729	0.675	0.474	zvinoshamisa
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	astray
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	muzivi wenyeredzi
astrology	0.635	0.340	0.500	kuongorora nyeredzi
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	nyanzvi yenyeredzi
astronomical	0.600	0.632	0.726	zvenyeredzi
astronomy	0.613	0.474	0.722	nyeredzi
astute	0.776	0.658	0.827	astute
asunder	0.208	0.442	0.259	pakati
asylum	0.407	0.330	0.445	asylum
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	kusatenda Mwari
atheistic	0.373	0.481	0.466	asingatendi kuvapo kwaMwari
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	mutambi
athletic	0.857	0.798	0.708	athletic
athleticism	0.750	0.863	0.778	athleticism
athletics	0.831	0.691	0.740	athletics
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosphere
atmospheric	0.531	0.420	0.594	atmospheric
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atomu
atomic	0.327	0.817	0.713	atomic
atone	0.418	0.673	0.411	atone
atonement	0.550	0.602	0.683	kuyananisira
atpeace	0.724	0.298	0.519	rugare
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	atrocious
atrocity	0.115	0.844	0.593	hutsinye
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	batanidza
attached	0.562	0.350	0.439	attached
attachment	0.570	0.343	0.500	attachment
attack	0.286	0.948	0.670	kurwisa
attacker	0.185	0.962	0.629	attacker
attacking	0.276	0.837	0.642	kurwisa
attain	0.806	0.510	0.719	attain
attainable	0.760	0.500	0.759	zvinogoneka
attainment	0.830	0.520	0.940	attainment
attempt	0.625	0.491	0.431	kuedza
attempted	0.594	0.580	0.567	kuedza
attend	0.650	0.420	0.625	kupinda
attendance	0.812	0.500	0.592	kupinda
attendant	0.580	0.365	0.519	muranda
attention	0.740	0.599	0.774	kutarisa
attentionseeker	0.367	0.745	0.457	attentionseeker
attentionseekers	0.531	0.673	0.500	vanotsvaka pfungwa
attentive	0.812	0.520	0.724	teerera
attenuate	0.408	0.302	0.429	attenuate
attenuated	0.449	0.280	0.298	attenuated
attenuation	0.458	0.363	0.464	attenuation
attest	0.439	0.710	0.685	attest
attestation	0.234	0.635	0.500	uchapupu
attic	0.521	0.259	0.377	attic
attire	0.742	0.388	0.483	attire
attitude	0.760	0.644	0.861	mafungiro
attorney	0.600	0.594	0.754	Gweta
attract	0.796	0.663	0.769	kwezva
attraction	0.906	0.774	0.712	kukwezva
attractive	0.906	0.630	0.769	anoyevedza
attractiveness	0.938	0.667	0.755	kukwezva
attributable	0.704	0.430	0.527	attributable
attribute	0.781	0.439	0.795	hunhu
attribution	0.646	0.467	0.658	attribution
attrition	0.229	0.540	0.259	attrition
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	auction
auctioneer	0.542	0.732	0.716	auctioneer
audacious	0.740	0.875	0.825	audacious
audacity	0.760	0.755	0.916	audacity
audible	0.673	0.370	0.462	zvinonzwika
audience	0.698	0.610	0.613	vateereri
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	odhitoriyamu
auditory	0.531	0.481	0.570	auditory
aught	0.418	0.135	0.217	zvachose
augment	0.650	0.683	0.645	kuwedzera
augmentation	0.714	0.613	0.850	kuwedzera
august	0.652	0.292	0.462	Nyamavhuvhu
aunt	0.667	0.291	0.420	tete
auntie	0.643	0.275	0.447	tete
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspices
auspicious	0.562	0.635	0.669	zvakanaka
austere	0.500	0.390	0.422	austere
austerity	0.438	0.406	0.534	austerity
authentic	0.885	0.510	0.782	authentic
authenticate	0.833	0.480	0.789	authenticate
authentication	0.724	0.491	0.750	authentication
authenticity	0.670	0.548	0.845	chokwadi
author	0.775	0.343	0.749	munyori
authoritative	0.636	0.520	0.890	chiremera
authority	0.592	0.592	0.934	chiremera
authorization	0.521	0.567	0.817	mvumo
authorize	0.772	0.596	0.821	mvumo
authorized	0.760	0.458	0.815	mvumo
authorship	0.667	0.635	0.773	unyori
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiographical
autobiography	0.735	0.284	0.629	autobiography
autocorrect	0.551	0.439	0.616	autocorrect
autocratic	0.542	0.577	0.727	autocratic
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	autographed
automated	0.578	0.402	0.632	automated
automatic	0.562	0.433	0.664	otomatiki
automobile	0.753	0.625	0.534	motokari
automotive	0.656	0.520	0.577	motokari
autonomy	0.781	0.349	0.891	kuzvitonga
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	matsutso
auxiliary	0.622	0.471	0.509	mubatsiri
avail	0.800	0.430	0.603	batsira
availability	0.796	0.544	0.600	kuwanikwa
available	0.844	0.356	0.623	iripo
avalanche	0.265	0.915	0.683	avalanche
avarice	0.198	0.726	0.352	avarice
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	kutsiva
avenger	0.337	0.865	0.670	mutsivi
avenging	0.143	0.880	0.717	kutsiva
avenue	0.677	0.360	0.377	avenue
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	pakati
aversation	0.582	0.442	0.432	aversation
averse	0.253	0.569	0.492	averse
averseness	0.296	0.606	0.528	averseness
aversion	0.074	0.663	0.525	kuvenga
avert	0.510	0.388	0.465	avert
aviary	0.500	0.360	0.467	aviary
aviation	0.708	0.646	0.741	ndege
aviator	0.615	0.700	0.644	mutyairi wendege
avid	0.582	0.459	0.593	avid
avocado	0.677	0.255	0.287	avocado
avoid	0.427	0.442	0.415	avoid
avoidance	0.470	0.481	0.466	kudzivisa
avoiding	0.457	0.433	0.309	kudzivisa
await	0.448	0.264	0.276	wait
