English Word	Valence	Arousal	Dominance	Danish Word
ancillary	0.449	0.442	0.278	hjælpe
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdote
anemia	0.188	0.327	0.310	anæmi
anemic	0.167	0.279	0.155	anæmisk
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anæstesi
anesthesiologist	0.419	0.224	0.526	anæstesilæge
anesthetic	0.350	0.264	0.482	bedøvelsesmiddel
aneurysm	0.115	0.690	0.536	aneurisme
anew	0.771	0.358	0.385	på ny
angel	0.906	0.158	0.704	Engel
angelic	0.927	0.298	0.668	engleagtig
anger	0.167	0.865	0.657	vrede
angered	0.010	0.860	0.547	vred
angermanagement	0.260	0.632	0.482	vrede håndtering
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografi
angle	0.541	0.330	0.455	vinkel
angling	0.625	0.408	0.500	lystfiskeri
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	vredste
angry	0.122	0.830	0.604	vred
angrytweet	0.265	0.644	0.471	vredtweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	kvaler
anguished	0.135	0.720	0.307	fortvivlet
angular	0.449	0.281	0.444	kantet
anhydrous	0.456	0.365	0.355	vandfri
animal	0.521	0.510	0.513	dyr
animate	0.827	0.755	0.635	animere
animated	0.823	0.676	0.538	animeret
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	fjendskab
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	ankel
anklet	0.410	0.276	0.302	fodlænke
annals	0.427	0.610	0.424	annaler
annex	0.594	0.350	0.458	bilag
annexation	0.342	0.500	0.555	annektering
annexe	0.584	0.350	0.392	anneks
annihilate	0.115	0.918	0.681	tilintetgøre
annihilated	0.080	0.760	0.324	udslettet
annihilation	0.041	0.800	0.591	tilintetgørelse
anniversary	0.880	0.770	0.723	jubilæum
annotate	0.592	0.469	0.441	anmærk
annotation	0.604	0.470	0.619	anmærkning
announce	0.694	0.618	0.611	annoncere
announcement	0.729	0.491	0.482	bekendtgørelse
announcer	0.602	0.570	0.732	speaker
annoy	0.094	0.765	0.286	irritere
annoyance	0.167	0.718	0.342	irritation
annoyed	0.104	0.783	0.345	irriteret
annoyin	0.260	0.573	0.352	irritere
annoying	0.082	0.853	0.348	irriterende
annoys	0.146	0.778	0.435	irriterer
annual	0.552	0.236	0.500	årligt
annuity	0.521	0.304	0.527	livrente
annul	0.250	0.448	0.364	annullere
annular	0.310	0.385	0.412	ringformet
annulment	0.153	0.375	0.447	annullering
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	salvede
anointing	0.653	0.350	0.547	salvelse
anomalous	0.281	0.480	0.423	unormalt
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonymitet
anonymous	0.396	0.291	0.431	anonym
anorexic	0.160	0.618	0.245	anorektisk
answer	0.537	0.373	0.661	svar
answerable	0.708	0.481	0.750	ansvarlig
answering	0.684	0.500	0.607	besvare
ant	0.448	0.216	0.216	myre
antagonism	0.224	0.618	0.524	antagonisme
antagonist	0.240	0.615	0.700	modstander
antagonistic	0.296	0.604	0.565	antagonistisk
antagonize	0.143	0.663	0.629	modarbejde
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	forudgående
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antenne
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	hymne
anthill	0.327	0.578	0.377	myretue
anthology	0.338	0.406	0.537	antologi
anthrax	0.188	0.730	0.500	miltbrand
anthropological	0.367	0.390	0.490	antropologisk
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologi
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	luftværn
antibiotic	0.510	0.373	0.658	antibiotikum
antibiotics	0.448	0.406	0.557	antibiotika
antichrist	0.082	0.837	0.544	antikrist
anticipate	0.622	0.469	0.667	foregribe
anticipation	0.698	0.539	0.711	forventning
anticipatory	0.653	0.551	0.682	foregribende
antics	0.448	0.740	0.236	antikviteter
antidote	0.541	0.490	0.629	modgift
antifungal	0.408	0.412	0.441	svampedræbende
antigravity	0.430	0.714	0.658	antityngdekraft
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipati
antiquarian	0.500	0.233	0.426	antikvarisk
antiquated	0.420	0.392	0.236	forældet
antique	0.634	0.290	0.518	antik
antiques	0.540	0.370	0.595	antikviteter
antiquity	0.385	0.333	0.556	antikken
antiseptic	0.438	0.370	0.623	antiseptisk
antisocial	0.146	0.686	0.391	asocial
antithesis	0.396	0.412	0.536	antitese
antithetical	0.271	0.509	0.358	antitetisk
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	gevir
antsy	0.449	0.558	0.417	sur
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	ambolt
anxiety	0.146	0.865	0.342	angst
anxietyattack	0.150	0.925	0.446	angst anfald
anxious	0.281	0.875	0.434	ængstelig
anxiousness	0.235	0.814	0.282	angst
anytime	0.625	0.461	0.436	når som helst
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	hurtigt
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	lejlighed
apartments	0.704	0.337	0.443	lejligheder
apathetic	0.188	0.292	0.333	apatisk
apathy	0.184	0.212	0.204	apati
ape	0.548	0.389	0.336	abe
aperture	0.612	0.450	0.667	blænde
apex	0.570	0.433	0.418	spids
aphid	0.388	0.473	0.407	bladlus
aphrodisiac	0.750	0.846	0.667	afrodisiakum
apiece	0.439	0.259	0.383	et stykke
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	dommedag
apocalyptic	0.173	0.880	0.750	apokalyptisk
apologetic	0.479	0.461	0.571	undskyldende
apologist	0.406	0.429	0.526	undskyldning
apologize	0.551	0.378	0.389	undskylde
apology	0.571	0.346	0.402	apologi
apostasy	0.388	0.520	0.517	frafald
apostate	0.342	0.500	0.528	frafalden
apostle	0.646	0.347	0.732	apostel
apostolic	0.592	0.300	0.717	apostolisk
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	apoteker
appalled	0.194	0.792	0.562	forfærdet
appalling	0.160	0.827	0.415	rystende
apparatus	0.375	0.353	0.377	apparat
apparel	0.698	0.435	0.453	beklædning
apparent	0.473	0.383	0.398	tilsyneladende
apparently	0.531	0.410	0.426	tilsyneladende
apparition	0.406	0.573	0.636	tilsynekomst
appeal	0.663	0.598	0.558	appel
appear	0.735	0.506	0.567	komme til syne
appearance	0.669	0.490	0.534	udseende
appease	0.633	0.278	0.434	berolige
appellant	0.327	0.588	0.568	appellant
append	0.573	0.464	0.453	Tilføj
appendage	0.229	0.382	0.438	vedhæng
appendectomy	0.177	0.670	0.554	blindtarmsoperation
appendicitis	0.031	0.640	0.347	blindtarmsbetændelse
appendix	0.365	0.387	0.425	bilag
appetite	0.704	0.637	0.581	appetit
appetizer	0.755	0.560	0.406	forret
appetizing	0.806	0.657	0.688	appetitlig
applaud	0.865	0.824	0.464	klappe
applause	0.953	0.857	0.621	bifald
apple	0.811	0.300	0.264	æble
apple juice	0.765	0.204	0.294	æblejuice
applejack	0.604	0.431	0.473	æblejack
applesauce	0.750	0.167	0.291	æblemos
appliance	0.582	0.453	0.538	apparat
appliances	0.594	0.394	0.567	hårde hvidevarer
applicability	0.677	0.490	0.741	anvendelighed
applicable	0.469	0.430	0.667	gældende
applicant	0.612	0.558	0.688	ansøger
application	0.646	0.445	0.726	Ansøgning
apply	0.612	0.321	0.667	ansøge
appoint	0.565	0.330	0.509	udnævne
appointment	0.688	0.594	0.547	aftale
appointments	0.745	0.677	0.625	aftaler
apportion	0.677	0.490	0.638	fordeling
apportionment	0.552	0.481	0.453	fordeling
appraisal	0.417	0.667	0.682	vurdering
appraise	0.677	0.490	0.696	vurdere
appreciable	0.873	0.491	0.778	mærkbar
appreciate	0.885	0.422	0.741	sætter pris på
appreciated	0.910	0.434	0.779	værdsat
appreciates	0.765	0.500	0.656	værdsætter
appreciation	0.917	0.529	0.588	påskønnelse
appreciative	0.857	0.380	0.654	anerkendende
apprehend	0.521	0.624	0.696	pågribe
apprehension	0.385	0.720	0.454	ængstelse
apprehensive	0.406	0.592	0.431	betænkelig
apprentice	0.615	0.413	0.452	lærling
apprenticeship	0.812	0.482	0.643	læreplads
approach	0.612	0.392	0.610	nærme sig
approaching	0.740	0.557	0.491	nærmer sig
approbate	0.646	0.590	0.860	passende
approbation	0.792	0.529	0.774	godkendelse
appropriate	0.833	0.368	0.759	passende
appropriation	0.510	0.632	0.717	bevilling
approval	0.854	0.460	0.889	godkendelse
approve	0.875	0.548	0.741	godkende
approved	0.833	0.349	0.698	godkendt
approvement	0.880	0.625	0.780	godkendelse
approving	0.917	0.583	0.773	godkender
approximate	0.551	0.560	0.520	omtrentlig
approximately	0.622	0.396	0.538	rundt regnet
approximating	0.583	0.615	0.471	tilnærmelsesvis
approximation	0.582	0.402	0.593	tilnærmelse
appurtenances	0.573	0.412	0.547	tilbehør
apricot	0.708	0.320	0.278	abrikos
apron	0.582	0.208	0.245	forklæde
apt	0.582	0.418	0.382	passende
aptitude	0.750	0.471	0.746	evne
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarin
aquarium	0.663	0.327	0.393	akvarium
aquatic	0.677	0.510	0.463	akvatisk
aqueduct	0.551	0.411	0.534	akvædukt
aqueous	0.429	0.270	0.310	vandig
arable	0.510	0.350	0.465	agerbrug
arbiter	0.561	0.537	0.814	dommer
arbitrary	0.281	0.702	0.686	vilkårlig
arbitrate	0.470	0.620	0.682	voldgift
arbitration	0.587	0.602	0.670	voldgift
arbitrator	0.385	0.448	0.795	voldgiftsmand
arbor	0.583	0.490	0.591	lysthus
arc	0.552	0.388	0.396	bue
arcade	0.676	0.521	0.502	arkade
arcane	0.500	0.490	0.637	mystisk
arch	0.500	0.354	0.468	bue
archaeological	0.740	0.441	0.660	arkæologiske
archaeologist	0.552	0.451	0.706	arkæolog
archaeology	0.596	0.358	0.691	arkæologi
archaic	0.271	0.327	0.332	gammeldags
archangel	0.837	0.500	0.708	ærkeengel
archbishop	0.622	0.280	0.776	ærkebiskop
archdiocese	0.400	0.321	0.704	ærkebispedømmet
archduke	0.458	0.413	0.634	ærkehertug
arched	0.582	0.403	0.398	buet
archer	0.573	0.622	0.661	bueskytte
archery	0.594	0.604	0.589	bueskydning
archetype	0.448	0.520	0.569	arketype
archipelago	0.745	0.370	0.592	øhav
architect	0.776	0.442	0.836	arkitekt
architectural	0.729	0.390	0.670	arkitektonisk
architecture	0.820	0.390	0.694	arkitektur
archive	0.438	0.294	0.527	arkiv
arctic	0.615	0.352	0.546	arktiske
ardent	0.694	0.873	0.722	brændende
ardor	0.500	0.780	0.538	iver
arduous	0.344	0.783	0.605	besværligt
area	0.490	0.306	0.464	areal
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	laver du sjov
areyoukiddingme	0.365	0.635	0.375	laver du sjov med mig
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentere
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentation
argumentative	0.450	0.531	0.679	argumenterende
arguments	0.541	0.602	0.657	argumenter
arid	0.323	0.333	0.379	tørt
arise	0.750	0.582	0.725	opstå
aristocracy	0.688	0.549	0.842	aristokrati
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratisk
arithmetic	0.453	0.460	0.634	aritmetik
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	arm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	bevæbning
armaments	0.192	0.839	0.830	våben
armature	0.510	0.558	0.755	anker
armchair	0.646	0.164	0.339	lænestol
armed	0.188	0.750	0.808	bevæbnet
armor	0.469	0.625	0.784	rustning
armored	0.469	0.509	0.861	pansrede
armory	0.448	0.663	0.800	våbenkammer
armpit	0.283	0.439	0.250	armhule
arms	0.464	0.395	0.483	arme
army	0.417	0.759	0.902	hær
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapi
arousal	0.791	0.943	0.731	ophidselse
arouse	0.740	0.491	0.580	vække
aroused	0.708	0.952	0.667	ophidset
arraignment	0.406	0.837	0.534	anklage
arrange	0.740	0.490	0.571	arrangere
arranged	0.698	0.531	0.728	arrangeret
arrangement	0.625	0.382	0.683	arrangement
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	restance
arrest	0.146	0.951	0.500	anholdelse
arrhythmia	0.265	0.706	0.356	arytmi
arrival	0.678	0.510	0.474	ankomst
arrive	0.837	0.406	0.585	ankomme
arrogance	0.143	0.750	0.620	arrogance
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	pil
arsehole	0.276	0.598	0.433	røvhul
arseholes	0.188	0.545	0.351	røvhuller
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenik
arson	0.133	0.904	0.567	brandstiftelse
arsonist	0.348	0.840	0.500	brandstifter
art	0.812	0.360	0.603	kunst
arterial	0.396	0.510	0.583	arteriel
artery	0.396	0.580	0.537	pulsåre
artful	0.771	0.608	0.778	kunstfærdig
arthritis	0.110	0.518	0.345	gigt
arthropod	0.344	0.464	0.434	leddyr
artichoke	0.583	0.218	0.287	artiskok
article	0.594	0.280	0.481	artikel
articles	0.552	0.324	0.565	artikler
articulate	0.677	0.462	0.618	artikulere
articulation	0.479	0.480	0.591	artikulation
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	kunstgreb
artificial	0.306	0.385	0.351	kunstig
artillery	0.350	0.912	0.794	artilleri
artisan	0.781	0.330	0.411	håndværker
artist	0.802	0.442	0.732	kunstner
artiste	0.844	0.512	0.565	kunstnere
artistic	0.802	0.646	0.632	kunstneriske
artistry	0.823	0.346	0.769	kunstnerskab
artists	0.796	0.667	0.741	kunstnere
artwork	0.896	0.368	0.679	kunstværk
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	hurtigst muligt
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	bestige
ascendancy	0.724	0.625	0.700	opgang
ascendant	0.656	0.673	0.821	opstigende
ascending	0.826	0.644	0.777	stigende
ascension	0.765	0.720	0.714	himmelfart
ascent	0.755	0.627	0.833	opstigning
ascertain	0.560	0.530	0.625	fastslå
ascertained	0.531	0.529	0.616	konstateret
ascetic	0.438	0.375	0.472	asketisk
ash	0.260	0.210	0.207	aske
ashamed	0.156	0.588	0.228	skamme sig
ashes	0.327	0.279	0.142	aske
ashtray	0.406	0.382	0.265	askebæger
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	Spørg
asleeep	0.490	0.210	0.322	sover
asleep	0.604	0.100	0.270	i søvn
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparges
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekter
aspen	0.479	0.280	0.395	asp
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfyksi
asphyxiation	0.059	0.745	0.412	kvælning
aspiration	0.704	0.724	0.675	forhåbning
aspire	0.812	0.469	0.722	stræbe
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	aspirerende
ass	0.323	0.750	0.345	røv
assail	0.378	0.510	0.500	angribe
assailant	0.184	0.868	0.602	overfaldsmand
assassin	0.073	0.933	0.632	snigmorder
assassinate	0.051	0.969	0.722	myrde
assassination	0.083	0.941	0.525	snigmord
assault	0.167	0.848	0.550	angreb
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	samling
assemble	0.542	0.570	0.750	samle
assembled	0.663	0.450	0.644	samlet
assembly	0.698	0.500	0.640	montage
assemblyman	0.430	0.538	0.760	montagemand
assent	0.615	0.515	0.719	samtykke
assert	0.750	0.619	0.809	hævde
asserting	0.694	0.531	0.736	hævde
assertion	0.740	0.442	0.750	påstand
assertive	0.719	0.412	0.770	selvhævdende
assess	0.698	0.500	0.623	vurdere
assessment	0.750	0.623	0.658	vurdering
assessor	0.551	0.538	0.764	assessor
asset	0.797	0.765	0.788	aktiv
assets	0.667	0.613	0.765	aktiver
asshole	0.133	0.582	0.263	røvhul
assign	0.622	0.417	0.709	tildele
assignee	0.510	0.462	0.510	overdraget
assignment	0.483	0.398	0.745	opgave
assimilate	0.559	0.391	0.683	assimilere
assimilation	0.429	0.378	0.463	assimilering
assist	0.833	0.435	0.629	hjælpe
assistance	0.656	0.519	0.633	hjælp
assistant	0.625	0.390	0.536	assistent
associate	0.812	0.409	0.625	associeret
association	0.745	0.500	0.817	forening
assorted	0.602	0.460	0.472	assorteret
assortment	0.694	0.360	0.526	udvalg
assuage	0.745	0.255	0.500	dæmpe
assume	0.698	0.401	0.464	antage
assumed	0.612	0.247	0.454	antaget
assuming	0.740	0.390	0.526	antager
assumption	0.479	0.431	0.417	antagelse
assurance	0.675	0.442	0.704	forsikring
assure	0.910	0.460	0.839	forsikre
assured	0.878	0.327	0.754	sikret
assuredly	0.786	0.396	0.833	helt sikkert
asterisk	0.541	0.288	0.273	stjerne
asteroid	0.430	0.721	0.623	asteroide
asteroids	0.361	0.694	0.712	asteroider
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatisk
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	forbløffe
astonished	0.510	0.775	0.574	forbløffet
astonishing	0.844	0.802	0.821	forbavsende
astonishingly	0.827	0.898	0.773	forbavsende
astonishment	0.680	0.718	0.519	forbavselse
astound	0.729	0.675	0.474	forbavse
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	på afveje
astringent	0.316	0.500	0.474	astringerende
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologi
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomiske
astronomy	0.613	0.474	0.722	astronomi
astute	0.776	0.658	0.827	kloge
asunder	0.208	0.442	0.259	skilles ad
asylum	0.407	0.330	0.445	asyl
asymmetric	0.580	0.343	0.465	asymmetrisk
asymmetry	0.476	0.373	0.527	asymmetri
asymptotic	0.479	0.451	0.472	asymptotisk
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateisme
atheistic	0.373	0.481	0.466	ateistisk
atherosclerosis	0.250	0.480	0.343	åreforkalkning
athlete	0.781	0.718	0.686	atlet
athletic	0.857	0.798	0.708	atletisk
athleticism	0.750	0.863	0.778	atletik
athletics	0.831	0.691	0.740	atletik
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	stemning
atmospheric	0.531	0.420	0.594	atmosfærisk
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomar
atone	0.418	0.673	0.411	sone
atonement	0.550	0.602	0.683	forsoning
atpeace	0.724	0.298	0.519	I fred
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	grusom
atrocity	0.115	0.844	0.593	grusomhed
atrophy	0.177	0.540	0.208	atrofi
attach	0.520	0.363	0.559	vedhæfte
attached	0.562	0.350	0.439	vedhæftet
attachment	0.570	0.343	0.500	vedhæftet fil
attack	0.286	0.948	0.670	angreb
attacker	0.185	0.962	0.629	angriber
attacking	0.276	0.837	0.642	angribende
attain	0.806	0.510	0.719	opnå
attainable	0.760	0.500	0.759	opnåelige
attainment	0.830	0.520	0.940	opnåelse
attempt	0.625	0.491	0.431	forsøg
attempted	0.594	0.580	0.567	forsøgt
attend	0.650	0.420	0.625	deltage
attendance	0.812	0.500	0.592	tilstedeværelse
attendant	0.580	0.365	0.519	ledsager
attention	0.740	0.599	0.774	opmærksomhed
attentionseeker	0.367	0.745	0.457	opmærksomhedssøgende
attentionseekers	0.531	0.673	0.500	opmærksomhedssøgende
attentive	0.812	0.520	0.724	opmærksom
attenuate	0.408	0.302	0.429	dæmpe
attenuated	0.449	0.280	0.298	svækket
attenuation	0.458	0.363	0.464	dæmpning
attest	0.439	0.710	0.685	bevidne
attestation	0.234	0.635	0.500	attestation
attic	0.521	0.259	0.377	loft
attire	0.742	0.388	0.483	påklædning
attitude	0.760	0.644	0.861	holdning
attorney	0.600	0.594	0.754	advokat
attract	0.796	0.663	0.769	at tiltrække
attraction	0.906	0.774	0.712	attraktion
attractive	0.906	0.630	0.769	tiltrækkende
attractiveness	0.938	0.667	0.755	tiltrækningskraft
attributable	0.704	0.430	0.527	henføres
attribute	0.781	0.439	0.795	attribut
attribution	0.646	0.467	0.658	tilskrivning
attrition	0.229	0.540	0.259	nedslidning
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	auktion
auctioneer	0.542	0.732	0.716	auktionsholder
audacious	0.740	0.875	0.825	dristig
audacity	0.760	0.755	0.916	frækhed
audible	0.673	0.370	0.462	hørbar
audience	0.698	0.610	0.613	publikum
audio	0.709	0.425	0.370	lyd
audit	0.375	0.562	0.735	revidere
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	revisor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	auditiv
aught	0.418	0.135	0.217	noget
augment	0.650	0.683	0.645	forøge
augmentation	0.714	0.613	0.850	forøgelse
august	0.652	0.292	0.462	august
aunt	0.667	0.291	0.420	tante
auntie	0.643	0.275	0.447	tante
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	nordlys
auspices	0.542	0.500	0.634	regi
auspicious	0.562	0.635	0.669	lovende
austere	0.500	0.390	0.422	stringent
austerity	0.438	0.406	0.534	stramninger
authentic	0.885	0.510	0.782	autentisk
authenticate	0.833	0.480	0.789	autentificere
authentication	0.724	0.491	0.750	Godkendelse
authenticity	0.670	0.548	0.845	autenticitet
author	0.775	0.343	0.749	forfatter
authoritative	0.636	0.520	0.890	autoritative
authority	0.592	0.592	0.934	myndighed
authorization	0.521	0.567	0.817	bemyndigelse
authorize	0.772	0.596	0.821	bemyndige
authorized	0.760	0.458	0.815	autoriseret
authorship	0.667	0.635	0.773	forfatterskab
autism	0.235	0.500	0.447	autisme
autistic	0.367	0.337	0.404	autistisk
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	selvbiografisk
autobiography	0.735	0.284	0.629	selvbiografi
autocorrect	0.551	0.439	0.616	autokorrektur
autocratic	0.542	0.577	0.727	autokratisk
autograph	0.735	0.565	0.473	autograf
autographed	0.781	0.620	0.625	autograferet
automated	0.578	0.402	0.632	automatiseret
automatic	0.562	0.433	0.664	automatisk
automobile	0.753	0.625	0.534	automobil
automotive	0.656	0.520	0.577	bilindustrien
autonomy	0.781	0.349	0.891	autonomi
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	obduktion
autumn	0.765	0.204	0.450	efterår
auxiliary	0.622	0.471	0.509	hjælpe
avail	0.800	0.430	0.603	nytte
availability	0.796	0.544	0.600	tilgængelighed
available	0.844	0.356	0.623	ledig
avalanche	0.265	0.915	0.683	lavine
avarice	0.198	0.726	0.352	griskhed
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	hævne
avenger	0.337	0.865	0.670	hævner
avenging	0.143	0.880	0.717	hævning
avenue	0.677	0.360	0.377	allé
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	gennemsnit
aversation	0.582	0.442	0.432	modvilje
averse	0.253	0.569	0.492	modvillig
averseness	0.296	0.606	0.528	modvilje
aversion	0.074	0.663	0.525	aversion
avert	0.510	0.388	0.465	afværge
aviary	0.500	0.360	0.467	voliere
