English Word	Valence	Arousal	Dominance	Kyrgyz Word
anagram	0.552	0.327	0.449	анаграмма
anal	0.333	0.798	0.334	анал
analgesic	0.417	0.321	0.441	анальгетик
analogous	0.531	0.270	0.500	окшош
analogue	0.570	0.320	0.446	аналогу
analogy	0.510	0.367	0.509	аналогия
analysis	0.729	0.448	0.705	талдоо
analyst	0.604	0.415	0.755	аналитик
analytic	0.665	0.521	0.634	аналитикалык
analytical	0.625	0.324	0.800	аналитикалык
analyze	0.667	0.462	0.710	талдоо
analyzer	0.625	0.556	0.854	анализатор
anaphylactic	0.378	0.588	0.500	анафилактикалык
anarchism	0.125	0.804	0.623	анархизм
anarchist	0.204	0.700	0.759	анархист
anarchy	0.146	0.755	0.620	анархия
anastomosis	0.375	0.470	0.490	анастомоз
anathema	0.286	0.490	0.519	анатема
anatomic	0.562	0.442	0.546	анатомиялык
anatomy	0.562	0.390	0.571	анатомия
ancestor	0.592	0.388	0.594	баба
ancestral	0.640	0.481	0.750	ата-баба
ancestry	0.708	0.519	0.717	ата-теги
anchor	0.520	0.284	0.564	казык
anchorage	0.500	0.325	0.639	бекитүү
ancient	0.420	0.217	0.439	байыркы
ancillary	0.449	0.442	0.278	көмөкчү
androgen	0.255	0.523	0.527	андроген
android	0.663	0.436	0.500	андроид
anecdote	0.583	0.529	0.500	анекдот
anemia	0.188	0.327	0.310	анемия
anemic	0.167	0.279	0.155	анемия
anemone	0.552	0.538	0.327	анемон
anesthesia	0.365	0.216	0.394	анестезия
anesthesiologist	0.419	0.224	0.526	анестезиолог
anesthetic	0.350	0.264	0.482	анестетик
aneurysm	0.115	0.690	0.536	аневризма
anew	0.771	0.358	0.385	жаңы
angel	0.906	0.158	0.704	периште
angelic	0.927	0.298	0.668	периштедей
anger	0.167	0.865	0.657	ачуулануу
angered	0.010	0.860	0.547	ачууланды
angermanagement	0.260	0.632	0.482	ачууну башкаруу
angina	0.230	0.630	0.464	ангина
angiogram	0.347	0.520	0.465	ангиограмма
angiography	0.378	0.536	0.520	ангиография
angle	0.541	0.330	0.455	бурч
angling	0.625	0.408	0.500	балык уулоо
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	эң ачуулуу
angry	0.122	0.830	0.604	ачуулуу
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	тынчсыздануу
anguish	0.153	0.792	0.265	азап
anguished	0.135	0.720	0.307	кыйналган
angular	0.449	0.281	0.444	бурчтуу
anhydrous	0.456	0.365	0.355	суусуз
animal	0.521	0.510	0.513	жаныбар
animate	0.827	0.755	0.635	жандуу
animated	0.823	0.676	0.538	анимацияланган
animation	0.888	0.750	0.549	анимация
animosity	0.510	0.724	0.545	кастык
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	балтыр
anklet	0.410	0.276	0.302	балтыр
annals	0.427	0.610	0.424	жылнамалар
annex	0.594	0.350	0.458	тиркеме
annexation	0.342	0.500	0.555	аннексия
annexe	0.584	0.350	0.392	тиркеме
annihilate	0.115	0.918	0.681	жок кылуу
annihilated	0.080	0.760	0.324	жок кылынган
annihilation	0.041	0.800	0.591	жок кылуу
anniversary	0.880	0.770	0.723	жылдык
annotate	0.592	0.469	0.441	аннотациялоо
annotation	0.604	0.470	0.619	аннотация
announce	0.694	0.618	0.611	жарыялоо
announcement	0.729	0.491	0.482	кулактандыруу
announcer	0.602	0.570	0.732	диктор
annoy	0.094	0.765	0.286	кыжырдантуу
annoyance	0.167	0.718	0.342	кыжырдануу
annoyed	0.104	0.783	0.345	кыжырданган
annoyin	0.260	0.573	0.352	кыжырдануу
annoying	0.082	0.853	0.348	тажатма
annoys	0.146	0.778	0.435	кыжырдантат
annual	0.552	0.236	0.500	жылдык
annuity	0.521	0.304	0.527	аннуитет
annul	0.250	0.448	0.364	жокко чыгаруу
annular	0.310	0.385	0.412	шакекче
annulment	0.153	0.375	0.447	жокко чыгаруу
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	майланган
anointing	0.653	0.350	0.547	майлоо
anomalous	0.281	0.480	0.423	аномалдуу
anomaly	0.188	0.538	0.404	аномалия
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	анонимдүүлүк
anonymous	0.396	0.291	0.431	анонимдүү
anorexic	0.160	0.618	0.245	анорексиялык
answer	0.537	0.373	0.661	жооп
answerable	0.708	0.481	0.750	жооп берет
answering	0.684	0.500	0.607	жооп берүү
ant	0.448	0.216	0.216	кумурска
antagonism	0.224	0.618	0.524	антагонизм
antagonist	0.240	0.615	0.700	антагонист
antagonistic	0.296	0.604	0.565	антагонисттик
antagonize	0.143	0.663	0.629	каршы чыгуу
ante	0.448	0.320	0.417	анте
antecedent	0.427	0.551	0.566	антецедент
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антенна
anterior	0.510	0.245	0.362	алдыңкы
anthem	0.780	0.343	0.729	гимн
anthill	0.327	0.578	0.377	кумурска уюгу
anthology	0.338	0.406	0.537	антология
anthrax	0.188	0.730	0.500	күйдүргү
anthropological	0.367	0.390	0.490	антропологиялык
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропология
anti	0.365	0.412	0.384	каршы
antiaircraft	0.330	0.622	0.629	зениттик
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотиктер
antichrist	0.082	0.837	0.544	антихрист
anticipate	0.622	0.469	0.667	күтүү
anticipation	0.698	0.539	0.711	күтүү
anticipatory	0.653	0.551	0.682	күтүү
antics	0.448	0.740	0.236	антика
antidote	0.541	0.490	0.629	антидот
antifungal	0.408	0.412	0.441	грибокко каршы
antigravity	0.430	0.714	0.658	антигравитация
antimony	0.378	0.398	0.490	сурьма
antipathy	0.198	0.549	0.393	антипатия
antiquarian	0.500	0.233	0.426	антиквариат
antiquated	0.420	0.392	0.236	эски
antique	0.634	0.290	0.518	антиквариат
antiques	0.540	0.370	0.595	антиквариат
antiquity	0.385	0.333	0.556	байыркы
antiseptic	0.438	0.370	0.623	антисептик
antisocial	0.146	0.686	0.391	антисоциалдык
antithesis	0.396	0.412	0.536	антитеза
antithetical	0.271	0.509	0.358	антитетикалык
antiviral	0.459	0.470	0.549	антивирустук
antler	0.448	0.470	0.500	мүйүз
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	анус
anvil	0.380	0.510	0.604	анвил
anxiety	0.146	0.865	0.342	тынчсыздануу
anxietyattack	0.150	0.925	0.446	тынчсыздануу чабуулу
anxious	0.281	0.875	0.434	тынчсыздануу
anxiousness	0.235	0.814	0.282	тынчсыздануу
anytime	0.625	0.461	0.436	каалаган убакта
aorta	0.448	0.510	0.542	аорта
aortic	0.436	0.540	0.438	аорта
apace	0.536	0.500	0.536	ылдам
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	батир
apartments	0.704	0.337	0.443	батирлер
apathetic	0.188	0.292	0.333	кайдыгер
apathy	0.184	0.212	0.204	апатия
ape	0.548	0.389	0.336	маймыл
aperture	0.612	0.450	0.667	диафрагма
apex	0.570	0.433	0.418	чокусу
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	афродизиак
apiece	0.439	0.259	0.383	бир кесим
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	апокалипсис
apocalyptic	0.173	0.880	0.750	апокалиптикалык
apologetic	0.479	0.461	0.571	кечирим сураган
apologist	0.406	0.429	0.526	аполог
apologize	0.551	0.378	0.389	кечирим сура
apology	0.571	0.346	0.402	кечирим суроо
apostasy	0.388	0.520	0.517	чындыктан четтөө
apostate	0.342	0.500	0.528	динден чыккан
apostle	0.646	0.347	0.732	апостол
apostolic	0.592	0.300	0.717	апостолдук
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	аптек
appalled	0.194	0.792	0.562	коркуп кетти
appalling	0.160	0.827	0.415	коркунучтуу
apparatus	0.375	0.353	0.377	аппарат
apparel	0.698	0.435	0.453	кийим
apparent	0.473	0.383	0.398	көрүнүп турат
apparently	0.531	0.410	0.426	көрүнөт
apparition	0.406	0.573	0.636	көрүнүш
appeal	0.663	0.598	0.558	кайрылуу
appear	0.735	0.506	0.567	пайда болот
appearance	0.669	0.490	0.534	көрүнүшү
appease	0.633	0.278	0.434	тынчтандыруу
appellant	0.327	0.588	0.568	арыздануучу
append	0.573	0.464	0.453	кошуу
appendage	0.229	0.382	0.438	тиркеме
appendectomy	0.177	0.670	0.554	аппендэктомия
appendicitis	0.031	0.640	0.347	аппендицит
appendix	0.365	0.387	0.425	тиркеме
appetite	0.704	0.637	0.581	аппетит
appetizer	0.755	0.560	0.406	аппетит
appetizing	0.806	0.657	0.688	аппетиттүү
applaud	0.865	0.824	0.464	кол чабуу
applause	0.953	0.857	0.621	кол чабуулар
apple	0.811	0.300	0.264	алма
apple juice	0.765	0.204	0.294	Алма ширеси
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	болбогон нерсе
appliance	0.582	0.453	0.538	прибор
appliances	0.594	0.394	0.567	приборлор
applicability	0.677	0.490	0.741	колдонуу мүмкүнчүлүгү
applicable	0.469	0.430	0.667	тиешелүү
applicant	0.612	0.558	0.688	арыз берүүчү
application	0.646	0.445	0.726	колдонмо
apply	0.612	0.321	0.667	колдонуу
appoint	0.565	0.330	0.509	дайындоо
appointment	0.688	0.594	0.547	дайындоо
appointments	0.745	0.677	0.625	дайындоолор
apportion	0.677	0.490	0.638	бөлүштүрүү
apportionment	0.552	0.481	0.453	бөлүштүрүү
appraisal	0.417	0.667	0.682	баалоо
appraise	0.677	0.490	0.696	баалоо
appreciable	0.873	0.491	0.778	баалуу
appreciate	0.885	0.422	0.741	баалайм
appreciated	0.910	0.434	0.779	бааланган
appreciates	0.765	0.500	0.656	баалайт
appreciation	0.917	0.529	0.588	баалоо
appreciative	0.857	0.380	0.654	ыраазы
apprehend	0.521	0.624	0.696	кармоо
apprehension	0.385	0.720	0.454	кооптонуу
apprehensive	0.406	0.592	0.431	кооптонуу
apprentice	0.615	0.413	0.452	шакирт
apprenticeship	0.812	0.482	0.643	шакирттик
approach	0.612	0.392	0.610	мамиле
approaching	0.740	0.557	0.491	жакындап келе жатат
approbate	0.646	0.590	0.860	жактыруу
approbation	0.792	0.529	0.774	апробация
appropriate	0.833	0.368	0.759	ылайыктуу
appropriation	0.510	0.632	0.717	ээлик кылуу
approval	0.854	0.460	0.889	бекитүү
approve	0.875	0.548	0.741	бекитүү
approved	0.833	0.349	0.698	бекитилген
approvement	0.880	0.625	0.780	бекитүү
approving	0.917	0.583	0.773	бекитүү
approximate	0.551	0.560	0.520	болжолдуу
approximately	0.622	0.396	0.538	болжол менен
approximating	0.583	0.615	0.471	жакындоо
approximation	0.582	0.402	0.593	жакындоо
appurtenances	0.573	0.412	0.547	приборлор
apricot	0.708	0.320	0.278	өрүк
apron	0.582	0.208	0.245	фартук
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	жөндөмдүүлүк
aqua	0.656	0.292	0.359	аква
aquamarine	0.729	0.306	0.413	аквамарин
aquarium	0.663	0.327	0.393	аквариум
aquatic	0.677	0.510	0.463	суу
aqueduct	0.551	0.411	0.534	акведук
aqueous	0.429	0.270	0.310	суулуу
arable	0.510	0.350	0.465	айдоо
arbiter	0.561	0.537	0.814	арбитр
arbitrary	0.281	0.702	0.686	өзүм билемдик
arbitrate	0.470	0.620	0.682	арбитраж
arbitration	0.587	0.602	0.670	арбитраж
arbitrator	0.385	0.448	0.795	арбитр
arbor	0.583	0.490	0.591	беседка
arc	0.552	0.388	0.396	арка
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	сырдуу
arch	0.500	0.354	0.468	арка
archaeological	0.740	0.441	0.660	археологиялык
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археология
archaic	0.271	0.327	0.332	архаикалык
archangel	0.837	0.500	0.708	башкы периште
archbishop	0.622	0.280	0.776	архиепископ
archdiocese	0.400	0.321	0.704	архиепархия
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	аркалуу
archer	0.573	0.622	0.661	жаачы
archery	0.594	0.604	0.589	жаа атуу
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелаг
architect	0.776	0.442	0.836	архитектор
architectural	0.729	0.390	0.670	архитектуралык
architecture	0.820	0.390	0.694	архитектура
archive	0.438	0.294	0.527	архив
arctic	0.615	0.352	0.546	арктика
ardent	0.694	0.873	0.722	жалындуу
ardor	0.500	0.780	0.538	жалындуу
arduous	0.344	0.783	0.605	оор
area	0.490	0.306	0.464	аймак
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	тамашалап жатасыңбы
areyoukiddingme	0.365	0.635	0.375	тамашалап жатасыңбы
argent	0.594	0.418	0.472	аргент
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	талашуу
argument	0.510	0.464	0.698	аргумент
argumentation	0.479	0.549	0.760	аргументация
argumentative	0.450	0.531	0.679	аргументтүү
arguments	0.541	0.602	0.657	аргументтер
arid	0.323	0.333	0.379	кургак
arise	0.750	0.582	0.725	пайда болот
aristocracy	0.688	0.549	0.842	аристократия
aristocrat	0.583	0.413	0.811	аристократ
aristocratic	0.449	0.519	0.676	аристократиялык
arithmetic	0.453	0.460	0.634	арифметика
ark	0.396	0.427	0.543	кеме
arm	0.552	0.285	0.469	кол
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	куралдануу
armaments	0.192	0.839	0.830	куралдануу
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	кресло
armed	0.188	0.750	0.808	куралдуу
armor	0.469	0.625	0.784	соот
armored	0.469	0.509	0.861	брондолгон
armory	0.448	0.663	0.800	курал-жарак кампасы
armpit	0.283	0.439	0.250	колтук
arms	0.464	0.395	0.483	курал
army	0.417	0.759	0.902	армия
aroma	0.823	0.235	0.442	жыт
aromatherapy	0.847	0.220	0.473	ароматерапия
arousal	0.791	0.943	0.731	козголуу
arouse	0.740	0.491	0.580	ойготуу
aroused	0.708	0.952	0.667	козгоду
arraignment	0.406	0.837	0.534	айыптоо
arrange	0.740	0.490	0.571	уюштуруу
arranged	0.698	0.531	0.728	уюштурулган
arrangement	0.625	0.382	0.683	аранжировка
array	0.521	0.396	0.568	массив
arrears	0.286	0.485	0.302	карыздар
arrest	0.146	0.951	0.500	камакка алуу
arrhythmia	0.265	0.706	0.356	аритмия
arrival	0.678	0.510	0.474	келүү
arrive	0.837	0.406	0.585	келүү
arrogance	0.143	0.750	0.620	текебердик
arrogant	0.115	0.755	0.580	текебер
arrow	0.439	0.390	0.454	жебе
arsehole	0.276	0.598	0.433	эшек тешик
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	мышьяк
arson	0.133	0.904	0.567	өрттөө
arsonist	0.348	0.840	0.500	өрттөөчү
art	0.812	0.360	0.603	ст
arterial	0.396	0.510	0.583	артериялык
artery	0.396	0.580	0.537	артерия
artful	0.771	0.608	0.778	көркөм
arthritis	0.110	0.518	0.345	артрит
arthropod	0.344	0.464	0.434	муунак буттуу
artichoke	0.583	0.218	0.287	артишок
article	0.594	0.280	0.481	макала
articles	0.552	0.324	0.565	макалалар
articulate	0.677	0.462	0.618	айтуу
articulation	0.479	0.480	0.591	артикуляция
artifact	0.510	0.500	0.566	артефакт
artifice	0.316	0.696	0.482	жасалмалуулук
artificial	0.306	0.385	0.351	жасалма
artillery	0.350	0.912	0.794	артиллерия
artisan	0.781	0.330	0.411	кол өнөрчү
artist	0.802	0.442	0.732	сүрөтчү
artiste	0.844	0.512	0.565	артист
artistic	0.802	0.646	0.632	көркөм
artistry	0.823	0.346	0.769	чеберчилик
artists	0.796	0.667	0.741	артисттер
artwork	0.896	0.368	0.679	көркөм чыгарма
arty	0.490	0.422	0.388	арти
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	асбест
ascend	0.830	0.620	0.812	көтөрүлүү
ascendancy	0.724	0.625	0.700	көтөрүлүү
ascendant	0.656	0.673	0.821	көтөрүлүүчү
ascending	0.826	0.644	0.777	көтөрүлүү
ascension	0.765	0.720	0.714	көтөрүлүү
ascent	0.755	0.627	0.833	көтөрүлүү
ascertain	0.560	0.530	0.625	аныктоо
ascertained	0.531	0.529	0.616	аныкталды
ascetic	0.438	0.375	0.472	аскеттик
ash	0.260	0.210	0.207	күл
ashamed	0.156	0.588	0.228	уялдым
ashes	0.327	0.279	0.142	күл
ashtray	0.406	0.382	0.265	күл салгыч
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	сура
asleeep	0.490	0.210	0.322	уктап
asleep	0.604	0.100	0.270	уктап
