English Word	Valence	Arousal	Dominance	Persian Word
amply	0.781	0.431	0.766	به اندازه کافی
amputate	0.092	0.660	0.509	قطع کردن
amputation	0.100	0.755	0.483	قطع عضو
amuck	0.385	0.602	0.321	غرق شدن
amulet	0.781	0.260	0.630	طلسم
amuse	0.812	0.684	0.664	سرگرم کردن
amused	0.942	0.847	0.596	سرگرم شده
amusement	0.929	0.837	0.803	تفریحی
amusing	0.960	0.829	0.632	سرگرم کننده
ana	0.541	0.300	0.314	آنا
anaconda	0.146	0.830	0.540	آناکوندا
anaesthesia	0.350	0.217	0.473	بیهوشی
anaesthetic	0.449	0.268	0.509	بی حس کننده
anagram	0.552	0.327	0.449	ریشه کلمه
anal	0.333	0.798	0.334	مقعدی
analgesic	0.417	0.321	0.441	ضد درد
analogous	0.531	0.270	0.500	مشابه
analogue	0.570	0.320	0.446	آنالوگ
analogy	0.510	0.367	0.509	مقایسه
analysis	0.729	0.448	0.705	تحلیل و بررسی
analyst	0.604	0.415	0.755	تحلیلگر
analytic	0.665	0.521	0.634	تحلیلی
analytical	0.625	0.324	0.800	تحلیلی
analyze	0.667	0.462	0.710	تجزیه و تحلیل
analyzer	0.625	0.556	0.854	تحلیلگر
anaphylactic	0.378	0.588	0.500	آنافیلاکتیک
anarchism	0.125	0.804	0.623	آنارشیسم
anarchist	0.204	0.700	0.759	هرج و مرج طلب
anarchy	0.146	0.755	0.620	هرج و مرج
anastomosis	0.375	0.470	0.490	آناستوموز
anathema	0.286	0.490	0.519	آناتما
anatomic	0.562	0.442	0.546	آناتومیک
anatomy	0.562	0.390	0.571	آناتومی
ancestor	0.592	0.388	0.594	جد
ancestral	0.640	0.481	0.750	اجدادی
ancestry	0.708	0.519	0.717	اصل و نسب
anchor	0.520	0.284	0.564	لنگر
anchorage	0.500	0.325	0.639	لنگرگاه
ancient	0.420	0.217	0.439	کهن
ancillary	0.449	0.442	0.278	فرعی
androgen	0.255	0.523	0.527	آندروژن
android	0.663	0.436	0.500	اندروید
anecdote	0.583	0.529	0.500	حکایت
anemia	0.188	0.327	0.310	کم خونی
anemic	0.167	0.279	0.155	کم خونی
anemone	0.552	0.538	0.327	شقایق
anesthesia	0.365	0.216	0.394	بیهوشی
anesthesiologist	0.419	0.224	0.526	متخصص بیهوشی
anesthetic	0.350	0.264	0.482	بی حس کننده
aneurysm	0.115	0.690	0.536	آنوریسم
anew	0.771	0.358	0.385	دوباره
angel	0.906	0.158	0.704	فرشته
angelic	0.927	0.298	0.668	فرشته ای
anger	0.167	0.865	0.657	عصبانیت
angered	0.010	0.860	0.547	خشمگین شد
angermanagement	0.260	0.632	0.482	مدیریت خشم
angina	0.230	0.630	0.464	آنژین
angiogram	0.347	0.520	0.465	آنژیوگرافی
angiography	0.378	0.536	0.520	آنژیوگرافی
angle	0.541	0.330	0.455	زاویه
angling	0.625	0.408	0.500	ماهیگیری
angora	0.529	0.425	0.405	آنگورا
angriest	0.094	0.892	0.430	عصبانی ترین
angry	0.122	0.830	0.604	خشمگین
angrytweet	0.265	0.644	0.471	عصبانی توییت
angst	0.167	0.888	0.333	اضطراب
anguish	0.153	0.792	0.265	غم و اندوه
anguished	0.135	0.720	0.307	مضطرب
angular	0.449	0.281	0.444	زاویه ای
anhydrous	0.456	0.365	0.355	بی آب
animal	0.521	0.510	0.513	حیوان
animate	0.827	0.755	0.635	جان دادن
animated	0.823	0.676	0.538	متحرک
animation	0.888	0.750	0.549	انیمیشن
animosity	0.510	0.724	0.545	خصومت
animus	0.698	0.676	0.466	آنیموس
ankle	0.500	0.274	0.234	مچ پا
anklet	0.410	0.276	0.302	پابند
annals	0.427	0.610	0.424	سالنامه ها
annex	0.594	0.350	0.458	ضمیمه
annexation	0.342	0.500	0.555	انضمام
annexe	0.584	0.350	0.392	ضمیمه
annihilate	0.115	0.918	0.681	نابود کردن
annihilated	0.080	0.760	0.324	نابود شد
annihilation	0.041	0.800	0.591	نابودی
anniversary	0.880	0.770	0.723	سالگرد
annotate	0.592	0.469	0.441	حاشیه نویسی کنید
annotation	0.604	0.470	0.619	حاشیه نویسی
announce	0.694	0.618	0.611	اعلام
announcement	0.729	0.491	0.482	اعلامیه
announcer	0.602	0.570	0.732	گوینده
annoy	0.094	0.765	0.286	آزار دادن
annoyance	0.167	0.718	0.342	مزاحمت
annoyed	0.104	0.783	0.345	اذیت شده
annoyin	0.260	0.573	0.352	مزاحم
annoying	0.082	0.853	0.348	مزاحم
annoys	0.146	0.778	0.435	آزار می دهد
annual	0.552	0.236	0.500	سالانه
annuity	0.521	0.304	0.527	سالیانه
annul	0.250	0.448	0.364	باطل
annular	0.310	0.385	0.412	حلقوی
annulment	0.153	0.375	0.447	لغو
annulus	0.458	0.380	0.376	حلقوی
anointed	0.500	0.368	0.579	مسح شد
anointing	0.653	0.350	0.547	مسح کردن
anomalous	0.281	0.480	0.423	غیر عادی
anomaly	0.188	0.538	0.404	ناهنجاری
anon	0.479	0.354	0.298	آنون
anonymity	0.469	0.255	0.430	ناشناس بودن
anonymous	0.396	0.291	0.431	ناشناس
anorexic	0.160	0.618	0.245	بی اشتهایی
answer	0.537	0.373	0.661	پاسخ
answerable	0.708	0.481	0.750	پاسخگو
answering	0.684	0.500	0.607	پاسخ دادن
ant	0.448	0.216	0.216	مورچه
antagonism	0.224	0.618	0.524	تضاد
antagonist	0.240	0.615	0.700	آنتاگونیست
antagonistic	0.296	0.604	0.565	آنتاگونیست
antagonize	0.143	0.663	0.629	مخالفت کردن
ante	0.448	0.320	0.417	قبل از
antecedent	0.427	0.551	0.566	پیشین
antelope	0.542	0.510	0.500	بزکوهی
antenna	0.521	0.327	0.358	آنتن
anterior	0.510	0.245	0.362	قدامی
anthem	0.780	0.343	0.729	سرود
anthill	0.327	0.578	0.377	لانه مورچه
anthology	0.338	0.406	0.537	گلچین
anthrax	0.188	0.730	0.500	سیاه زخم
anthropological	0.367	0.390	0.490	انسان شناسی
anthropologist	0.551	0.385	0.725	انسان شناس
anthropology	0.490	0.367	0.582	مردم شناسی
anti	0.365	0.412	0.384	ضد
antiaircraft	0.330	0.622	0.629	ضد هوایی
antibiotic	0.510	0.373	0.658	آنتی بیوتیک
antibiotics	0.448	0.406	0.557	آنتی بیوتیک ها
antichrist	0.082	0.837	0.544	دجال
anticipate	0.622	0.469	0.667	پیش بینی کنید
anticipation	0.698	0.539	0.711	پیش بینی
anticipatory	0.653	0.551	0.682	پیش بینی کننده
antics	0.448	0.740	0.236	شیطنت ها
antidote	0.541	0.490	0.629	پادزهر
antifungal	0.408	0.412	0.441	ضد قارچ
antigravity	0.430	0.714	0.658	ضد جاذبه
antimony	0.378	0.398	0.490	آنتیموان
antipathy	0.198	0.549	0.393	انزجار
antiquarian	0.500	0.233	0.426	باستانی
antiquated	0.420	0.392	0.236	قدیمی
antique	0.634	0.290	0.518	عتیقه
antiques	0.540	0.370	0.595	عتیقه جات
antiquity	0.385	0.333	0.556	دوران باستان
antiseptic	0.438	0.370	0.623	ضد عفونی کننده
antisocial	0.146	0.686	0.391	ضد اجتماعی
antithesis	0.396	0.412	0.536	آنتی تز
antithetical	0.271	0.509	0.358	متضاد
antiviral	0.459	0.470	0.549	ضد ویروس
antler	0.448	0.470	0.500	شاخ گوزن
antsy	0.449	0.558	0.417	مورچه
anus	0.347	0.644	0.350	مقعد
anvil	0.380	0.510	0.604	سندان
anxiety	0.146	0.865	0.342	اضطراب
anxietyattack	0.150	0.925	0.446	حمله عصبی
anxious	0.281	0.875	0.434	مشتاق
anxiousness	0.235	0.814	0.282	اضطراب
anytime	0.625	0.461	0.436	هر زمان
aorta	0.448	0.510	0.542	آئورت - شریان بزرگ
aortic	0.436	0.540	0.438	آئورت
apace	0.536	0.500	0.536	به سرعت
apache	0.687	0.469	0.500	آپاچی
apartment	0.719	0.393	0.580	اپارتمان
apartments	0.704	0.337	0.443	آپارتمان ها
apathetic	0.188	0.292	0.333	بی تفاوت
apathy	0.184	0.212	0.204	بی تفاوتی
ape	0.548	0.389	0.336	بوزینه
aperture	0.612	0.450	0.667	دیافراگم
apex	0.570	0.433	0.418	راس
aphid	0.388	0.473	0.407	شته
aphrodisiac	0.750	0.846	0.667	داروی غرایز جنسی
apiece	0.439	0.259	0.383	یک تکه
aplomb	0.500	0.509	0.582	اعتماد به نفس
apocalypse	0.050	0.867	0.736	آخر الزمان
apocalyptic	0.173	0.880	0.750	آخرالزمانی
apologetic	0.479	0.461	0.571	عذرخواهی
apologist	0.406	0.429	0.526	معذرت خواهی
apologize	0.551	0.378	0.389	عذر خواهی کردن
apology	0.571	0.346	0.402	معذرت خواهی
apostasy	0.388	0.520	0.517	ارتداد
apostate	0.342	0.500	0.528	مرتد
apostle	0.646	0.347	0.732	رسول
apostolic	0.592	0.300	0.717	رسولی
apostrophe	0.469	0.368	0.537	آپستروف
apothecary	0.561	0.328	0.529	داروخانه
appalled	0.194	0.792	0.562	وحشت زده
appalling	0.160	0.827	0.415	مخوف
apparatus	0.375	0.353	0.377	دستگاه
apparel	0.698	0.435	0.453	پوشاک
apparent	0.473	0.383	0.398	آشکار
apparently	0.531	0.410	0.426	ظاهرا
apparition	0.406	0.573	0.636	ظهور
appeal	0.663	0.598	0.558	درخواست
appear	0.735	0.506	0.567	به نظر می رسد
appearance	0.669	0.490	0.534	ظاهر
appease	0.633	0.278	0.434	تسکین دادن
appellant	0.327	0.588	0.568	تجدیدنظرخواه
append	0.573	0.464	0.453	ضمیمه
appendage	0.229	0.382	0.438	زائده
appendectomy	0.177	0.670	0.554	آپاندکتومی
appendicitis	0.031	0.640	0.347	آپاندیسیت
appendix	0.365	0.387	0.425	ضمیمه
appetite	0.704	0.637	0.581	اشتها، میل
appetizer	0.755	0.560	0.406	پیش غذا
appetizing	0.806	0.657	0.688	اشتها آور
applaud	0.865	0.824	0.464	کف زدن
applause	0.953	0.857	0.621	تشویق و تمجید
apple	0.811	0.300	0.264	سیب
apple juice	0.765	0.204	0.294	آب سیب
applejack	0.604	0.431	0.473	اپل جک
applesauce	0.750	0.167	0.291	سس سیب
appliance	0.582	0.453	0.538	دستگاه
appliances	0.594	0.394	0.567	لوازم خانگی
applicability	0.677	0.490	0.741	قابل اجرا بودن
applicable	0.469	0.430	0.667	مناسب
applicant	0.612	0.558	0.688	درخواست کننده
application	0.646	0.445	0.726	کاربرد
apply	0.612	0.321	0.667	درخواست دادن
appoint	0.565	0.330	0.509	تعیین کنید
appointment	0.688	0.594	0.547	وقت ملاقات
appointments	0.745	0.677	0.625	قرار ملاقات ها
apportion	0.677	0.490	0.638	تقسیم
apportionment	0.552	0.481	0.453	تقسیم بندی
appraisal	0.417	0.667	0.682	ارزیابی
appraise	0.677	0.490	0.696	ارزیابی
appreciable	0.873	0.491	0.778	قابل تقدیر
appreciate	0.885	0.422	0.741	قدردانی
appreciated	0.910	0.434	0.779	استقبال مینماید
appreciates	0.765	0.500	0.656	قدردانی می کند
appreciation	0.917	0.529	0.588	قدردانی
appreciative	0.857	0.380	0.654	قدردان
apprehend	0.521	0.624	0.696	دستگیر کردن
apprehension	0.385	0.720	0.454	دلهره
apprehensive	0.406	0.592	0.431	دلهره آور
apprentice	0.615	0.413	0.452	شاگرد کارآموز
apprenticeship	0.812	0.482	0.643	دوره کار آموزی
approach	0.612	0.392	0.610	رویکرد
approaching	0.740	0.557	0.491	نزدیک شدن
approbate	0.646	0.590	0.860	تایید کردن
approbation	0.792	0.529	0.774	موافقت رسمی
appropriate	0.833	0.368	0.759	مناسب
appropriation	0.510	0.632	0.717	تخصیص
approval	0.854	0.460	0.889	تصویب
approve	0.875	0.548	0.741	تایید
approved	0.833	0.349	0.698	تایید شده
approvement	0.880	0.625	0.780	تصویب
approving	0.917	0.583	0.773	تایید کردن
approximate	0.551	0.560	0.520	تقریبی
approximately	0.622	0.396	0.538	تقریبا
approximating	0.583	0.615	0.471	تقریبی
approximation	0.582	0.402	0.593	تقریب
appurtenances	0.573	0.412	0.547	متعلقات
apricot	0.708	0.320	0.278	زردآلو
apron	0.582	0.208	0.245	پیشبند
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	صلاحیت - استعداد - شایستگی
aqua	0.656	0.292	0.359	آبی
aquamarine	0.729	0.306	0.413	آکوامارین
aquarium	0.663	0.327	0.393	آکواریوم
aquatic	0.677	0.510	0.463	آبزی
aqueduct	0.551	0.411	0.534	قنات
aqueous	0.429	0.270	0.310	آبدار
arable	0.510	0.350	0.465	قابل کشت
arbiter	0.561	0.537	0.814	داور
arbitrary	0.281	0.702	0.686	دلخواه
arbitrate	0.470	0.620	0.682	داوری کند
arbitration	0.587	0.602	0.670	داوری
arbitrator	0.385	0.448	0.795	داور
arbor	0.583	0.490	0.591	درختکاری
arc	0.552	0.388	0.396	قوس
arcade	0.676	0.521	0.502	گذرگاه طاقدار
arcane	0.500	0.490	0.637	محرمانه
arch	0.500	0.354	0.468	قوس
archaeological	0.740	0.441	0.660	باستان شناسی
archaeologist	0.552	0.451	0.706	باستان شناس
archaeology	0.596	0.358	0.691	باستان شناسی
archaic	0.271	0.327	0.332	قدیمی، کهنه
archangel	0.837	0.500	0.708	فرشته بزرگ
archbishop	0.622	0.280	0.776	اسقف اعظم
archdiocese	0.400	0.321	0.704	اسقف نشینی
archduke	0.458	0.413	0.634	دوک بزرگ
arched	0.582	0.403	0.398	قوس دار
archer	0.573	0.622	0.661	کماندار
archery	0.594	0.604	0.589	تیراندازی با کمان
archetype	0.448	0.520	0.569	الگو، نمونه اولیه
archipelago	0.745	0.370	0.592	مجمع الجزایر
architect	0.776	0.442	0.836	معمار
architectural	0.729	0.390	0.670	معماری
architecture	0.820	0.390	0.694	معماری
archive	0.438	0.294	0.527	بایگانی
arctic	0.615	0.352	0.546	قطب شمال
ardent	0.694	0.873	0.722	پرشور
ardor	0.500	0.780	0.538	شور و شوق
arduous	0.344	0.783	0.605	سخت
area	0.490	0.306	0.464	حوزه
arena	0.510	0.235	0.404	عرصه
areola	0.417	0.396	0.381	آرئولا
areyoukidding	0.429	0.633	0.400	شوخی می کنی
areyoukiddingme	0.365	0.635	0.375	دارم میخوای
argent	0.594	0.418	0.472	آرجنت
argh	0.260	0.538	0.328	ارگ
arghh	0.292	0.536	0.397	ارغ
arghhhh	0.250	0.618	0.324	ارغههه
argue	0.093	0.798	0.525	جر و بحث
argument	0.510	0.464	0.698	بحث و جدل
argumentation	0.479	0.549	0.760	استدلال
argumentative	0.450	0.531	0.679	استدلالی
arguments	0.541	0.602	0.657	استدلال ها
arid	0.323	0.333	0.379	خشک
arise	0.750	0.582	0.725	بوجود امدن
aristocracy	0.688	0.549	0.842	اشرافیت
aristocrat	0.583	0.413	0.811	اشراف زاده
aristocratic	0.449	0.519	0.676	اشرافی
arithmetic	0.453	0.460	0.634	حسابی
ark	0.396	0.427	0.543	کشتی
arm	0.552	0.285	0.469	بازو
armada	0.408	0.740	0.868	آرمادا
armament	0.198	0.764	0.810	تسلیحات
armaments	0.192	0.839	0.830	تسلیحات
armature	0.510	0.558	0.755	آرماتور
armchair	0.646	0.164	0.339	صندلی راحتی
armed	0.188	0.750	0.808	مسلح
armor	0.469	0.625	0.784	زره پوش
armored	0.469	0.509	0.861	زره پوش
armory	0.448	0.663	0.800	اسلحه خانه
armpit	0.283	0.439	0.250	زیر بغل
arms	0.464	0.395	0.483	بازوها
army	0.417	0.759	0.902	ارتش
aroma	0.823	0.235	0.442	عطر
aromatherapy	0.847	0.220	0.473	رایحه درمانی
arousal	0.791	0.943	0.731	انگیختگی
arouse	0.740	0.491	0.580	برانگیختن
aroused	0.708	0.952	0.667	برانگیخته شد
arraignment	0.406	0.837	0.534	محاکمه
arrange	0.740	0.490	0.571	ترتیب دادن
arranged	0.698	0.531	0.728	ترتیب داده شده است
arrangement	0.625	0.382	0.683	ترتیب
array	0.521	0.396	0.568	آرایه
arrears	0.286	0.485	0.302	معوقه
arrest	0.146	0.951	0.500	دستگیری
arrhythmia	0.265	0.706	0.356	آریتمی
arrival	0.678	0.510	0.474	ورود
arrive	0.837	0.406	0.585	رسیدن
arrogance	0.143	0.750	0.620	تکبر
arrogant	0.115	0.755	0.580	مغرور
arrow	0.439	0.390	0.454	فلش
arsehole	0.276	0.598	0.433	سنگ شکن
arseholes	0.188	0.545	0.351	حفره ها
arsenal	0.365	0.741	0.752	انبار مهمات
arsenic	0.281	0.472	0.447	آرسنیک
arson	0.133	0.904	0.567	آتش زدن
arsonist	0.348	0.840	0.500	آتش افروز
art	0.812	0.360	0.603	هنر
arterial	0.396	0.510	0.583	شریانی
artery	0.396	0.580	0.537	شریان
artful	0.771	0.608	0.778	هنرمندانه
arthritis	0.110	0.518	0.345	آرتروز
arthropod	0.344	0.464	0.434	بندپایان
artichoke	0.583	0.218	0.287	کنگر فرنگی
article	0.594	0.280	0.481	مقاله
articles	0.552	0.324	0.565	مقالات
articulate	0.677	0.462	0.618	بیان
articulation	0.479	0.480	0.591	مفصل بندی
artifact	0.510	0.500	0.566	غیرواقعی، ساختگی
artifice	0.316	0.696	0.482	تصنع
artificial	0.306	0.385	0.351	ساختگی
artillery	0.350	0.912	0.794	توپخانه
artisan	0.781	0.330	0.411	صنعتگر
artist	0.802	0.442	0.732	هنرمند
artiste	0.844	0.512	0.565	هنرمند
artistic	0.802	0.646	0.632	هنری
artistry	0.823	0.346	0.769	هنری
artists	0.796	0.667	0.741	هنرمندان
artwork	0.896	0.368	0.679	اثر هنری
arty	0.490	0.422	0.388	هنری
asap	0.571	0.500	0.552	هر چه سریعتر
asbestos	0.357	0.481	0.464	آزبست
ascend	0.830	0.620	0.812	صعود کردن
ascendancy	0.724	0.625	0.700	برتری
ascendant	0.656	0.673	0.821	صعودی
ascending	0.826	0.644	0.777	صعودی
ascension	0.765	0.720	0.714	عروج
ascent	0.755	0.627	0.833	صعود
ascertain	0.560	0.530	0.625	مشخص کردن
ascertained	0.531	0.529	0.616	مشخص شد
ascetic	0.438	0.375	0.472	زاهد
ash	0.260	0.210	0.207	خاکستر
ashamed	0.156	0.588	0.228	شرمنده
ashes	0.327	0.279	0.142	خاکستر
ashtray	0.406	0.382	0.265	زیر سیگاری
asinine	0.429	0.472	0.433	آسینین
ask	0.531	0.440	0.459	پرسیدن
asleeep	0.490	0.210	0.322	خوابیده
asleep	0.604	0.100	0.270	خواب
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	مارچوبه
aspartame	0.469	0.480	0.322	آسپارتام
aspect	0.479	0.469	0.588	جنبه
aspects	0.439	0.480	0.565	جنبه های
aspen	0.479	0.280	0.395	آسپن
asphalt	0.479	0.264	0.439	آسفالت
asphyxia	0.198	0.704	0.311	خفگی
asphyxiation	0.059	0.745	0.412	خفگی
aspiration	0.704	0.724	0.675	تنفس
aspire	0.812	0.469	0.722	آرزو می کنم
aspirin	0.479	0.271	0.422	آسپرین
aspiring	0.844	0.582	0.604	مشتاق
ass	0.323	0.750	0.345	الاغ
assail	0.378	0.510	0.500	حمله کردن
assailant	0.184	0.868	0.602	مهاجم
assassin	0.073	0.933	0.632	قاتل
assassinate	0.051	0.969	0.722	ترور کردن
assassination	0.083	0.941	0.525	ترور
assault	0.167	0.848	0.550	حمله
assay	0.633	0.559	0.594	سنجش
assemblage	0.429	0.452	0.600	مجموعه
assemble	0.542	0.570	0.750	جمع آوری کنید
assembled	0.663	0.450	0.644	مونتاژ
assembly	0.698	0.500	0.640	مونتاژ
assemblyman	0.430	0.538	0.760	مونتاژکار
assent	0.615	0.515	0.719	موافقت
assert	0.750	0.619	0.809	ادعا کردن
asserting	0.694	0.531	0.736	ادعا کردن
assertion	0.740	0.442	0.750	ادعا
assertive	0.719	0.412	0.770	اظهار کننده
assess	0.698	0.500	0.623	ارزیابی کنید
assessment	0.750	0.623	0.658	ارزیابی
assessor	0.551	0.538	0.764	ارزیاب
asset	0.797	0.765	0.788	دارایی
assets	0.667	0.613	0.765	دارایی های
asshole	0.133	0.582	0.263	احمق
assign	0.622	0.417	0.709	اختصاص دهد
assignee	0.510	0.462	0.510	واگذارنده
assignment	0.483	0.398	0.745	وظیفه
assimilate	0.559	0.391	0.683	جذب، همانند ساختن
assimilation	0.429	0.378	0.463	ادغام
assist	0.833	0.435	0.629	کمک کند
assistance	0.656	0.519	0.633	معاونت
assistant	0.625	0.390	0.536	دستیار
associate	0.812	0.409	0.625	وابسته
association	0.745	0.500	0.817	اتحادیه
assorted	0.602	0.460	0.472	متنوع
assortment	0.694	0.360	0.526	مجموعه ای
assuage	0.745	0.255	0.500	آرام کردن
assume	0.698	0.401	0.464	فرض
assumed	0.612	0.247	0.454	فرض
assuming	0.740	0.390	0.526	با فرض اینکه
assumption	0.479	0.431	0.417	فرض
assurance	0.675	0.442	0.704	اطمینان
assure	0.910	0.460	0.839	اطمینان دادن
assured	0.878	0.327	0.754	خاطر جمع
assuredly	0.786	0.396	0.833	مطمئنا
asterisk	0.541	0.288	0.273	ستاره
asteroid	0.430	0.721	0.623	سیارک
