English Word	Valence	Arousal	Dominance	Turkish Word
analytical	0.625	0.324	0.800	analitik
analyze	0.667	0.462	0.710	analiz etmek
analyzer	0.625	0.556	0.854	analizör
anaphylactic	0.378	0.588	0.500	anafilaktik
anarchism	0.125	0.804	0.623	anarşizm
anarchist	0.204	0.700	0.759	anarşist
anarchy	0.146	0.755	0.620	anarşi
anastomosis	0.375	0.470	0.490	anastomoz
anathema	0.286	0.490	0.519	aforoz
anatomic	0.562	0.442	0.546	anatomik
anatomy	0.562	0.390	0.571	anatomi
ancestor	0.592	0.388	0.594	Ata
ancestral	0.640	0.481	0.750	atalardan kalma
ancestry	0.708	0.519	0.717	soy
anchor	0.520	0.284	0.564	Çapa
anchorage	0.500	0.325	0.639	demirleme
ancient	0.420	0.217	0.439	Antik
ancillary	0.449	0.442	0.278	yardımcı
androgen	0.255	0.523	0.527	androjen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	fıkra
anemia	0.188	0.327	0.310	anemi
anemic	0.167	0.279	0.155	anemik
anemone	0.552	0.538	0.327	anemon
anesthesia	0.365	0.216	0.394	anestezi
anesthesiologist	0.419	0.224	0.526	anestezi uzmanı
anesthetic	0.350	0.264	0.482	anestezik
aneurysm	0.115	0.690	0.536	anevrizma
anew	0.771	0.358	0.385	yeniden
angel	0.906	0.158	0.704	melek
angelic	0.927	0.298	0.668	meleksi
anger	0.167	0.865	0.657	kızgınlık
angered	0.010	0.860	0.547	öfkeli
angermanagement	0.260	0.632	0.482	öfke kontrolü
angina	0.230	0.630	0.464	anjina, göğüs ağrısı
angiogram	0.347	0.520	0.465	anjiyogram
angiography	0.378	0.536	0.520	anjiyografi
angle	0.541	0.330	0.455	açı
angling	0.625	0.408	0.500	olta balıkçılığı
angora	0.529	0.425	0.405	Angora
angriest	0.094	0.892	0.430	en kızgın
angry	0.122	0.830	0.604	sinirli
angrytweet	0.265	0.644	0.471	kızgın tweet
angst	0.167	0.888	0.333	endişe
anguish	0.153	0.792	0.265	ıstırap
anguished	0.135	0.720	0.307	ıstıraplı
angular	0.449	0.281	0.444	açısal
anhydrous	0.456	0.365	0.355	susuz
animal	0.521	0.510	0.513	hayvan
animate	0.827	0.755	0.635	canlandırmak
animated	0.823	0.676	0.538	animasyonlu
animation	0.888	0.750	0.549	animasyon
animosity	0.510	0.724	0.545	düşmanlık
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	bilek
anklet	0.410	0.276	0.302	halhal
annals	0.427	0.610	0.424	yıllıklar
annex	0.594	0.350	0.458	ek
annexation	0.342	0.500	0.555	ilhak
annexe	0.584	0.350	0.392	ek
annihilate	0.115	0.918	0.681	yok etmek
annihilated	0.080	0.760	0.324	yok edilmiş
annihilation	0.041	0.800	0.591	yok etme
anniversary	0.880	0.770	0.723	yıl dönümü
annotate	0.592	0.469	0.441	açıklama eklemek
annotation	0.604	0.470	0.619	dipnot
announce	0.694	0.618	0.611	duyurmak
announcement	0.729	0.491	0.482	duyuru
announcer	0.602	0.570	0.732	spiker
annoy	0.094	0.765	0.286	sinir etmek
annoyance	0.167	0.718	0.342	sıkıntı
annoyed	0.104	0.783	0.345	sinirli
annoyin	0.260	0.573	0.352	can sıkıcı
annoying	0.082	0.853	0.348	sinir bozucu
annoys	0.146	0.778	0.435	rahatsız
annual	0.552	0.236	0.500	yıllık
annuity	0.521	0.304	0.527	yıllık gelir
annul	0.250	0.448	0.364	iptal
annular	0.310	0.385	0.412	halka şeklinde
annulment	0.153	0.375	0.447	iptal
annulus	0.458	0.380	0.376	halka
anointed	0.500	0.368	0.579	meshedilmiş
anointing	0.653	0.350	0.547	mesh
anomalous	0.281	0.480	0.423	anormal
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimlik
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anoreksik
answer	0.537	0.373	0.661	Cevap
answerable	0.708	0.481	0.750	cevaplanabilir
answering	0.684	0.500	0.607	cevaplama
ant	0.448	0.216	0.216	karınca
antagonism	0.224	0.618	0.524	zıtlık
antagonist	0.240	0.615	0.700	rakip
antagonistic	0.296	0.604	0.565	antagonistik
antagonize	0.143	0.663	0.629	antagonize etmek
ante	0.448	0.320	0.417	ön
antecedent	0.427	0.551	0.566	öncül
antelope	0.542	0.510	0.500	antilop
antenna	0.521	0.327	0.358	anten
anterior	0.510	0.245	0.362	ön
anthem	0.780	0.343	0.729	marş
anthill	0.327	0.578	0.377	karınca yuvası
anthology	0.338	0.406	0.537	antoloji
anthrax	0.188	0.730	0.500	şarbon
anthropological	0.367	0.390	0.490	antropolojik
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropoloji
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	uçaksavar
antibiotic	0.510	0.373	0.658	antibiyotik
antibiotics	0.448	0.406	0.557	antibiyotikler
antichrist	0.082	0.837	0.544	Deccal
anticipate	0.622	0.469	0.667	beklemek
anticipation	0.698	0.539	0.711	Beklenti
anticipatory	0.653	0.551	0.682	ileriye dönük
antics	0.448	0.740	0.236	tuhaflıklar
antidote	0.541	0.490	0.629	panzehir
antifungal	0.408	0.412	0.441	mantar önleyici
antigravity	0.430	0.714	0.658	yerçekimine karşı
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipati
antiquarian	0.500	0.233	0.426	antikacı
antiquated	0.420	0.392	0.236	antika
antique	0.634	0.290	0.518	Antik
antiques	0.540	0.370	0.595	antikalar
antiquity	0.385	0.333	0.556	antik çağ
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	antisosyal
antithesis	0.396	0.412	0.536	antitez
antithetical	0.271	0.509	0.358	zıt
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	boynuz
antsy	0.449	0.558	0.417	sabırsız
anus	0.347	0.644	0.350	anüs
anvil	0.380	0.510	0.604	örs
anxiety	0.146	0.865	0.342	endişe
anxietyattack	0.150	0.925	0.446	panik atak
anxious	0.281	0.875	0.434	endişeli
anxiousness	0.235	0.814	0.282	endişe
anytime	0.625	0.461	0.436	istediğin zaman
aorta	0.448	0.510	0.542	aort
aortic	0.436	0.540	0.438	aort
apace	0.536	0.500	0.536	hızla
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartman
apartments	0.704	0.337	0.443	apartmanlar
apathetic	0.188	0.292	0.333	kayıtsız
apathy	0.184	0.212	0.204	ilgisizlik
ape	0.548	0.389	0.336	maymun
aperture	0.612	0.450	0.667	diyafram
apex	0.570	0.433	0.418	tepe
aphid	0.388	0.473	0.407	yaprak biti
aphrodisiac	0.750	0.846	0.667	afrodizyak
apiece	0.439	0.259	0.383	bir parça
aplomb	0.500	0.509	0.582	kendinden emin
apocalypse	0.050	0.867	0.736	kıyamet
apocalyptic	0.173	0.880	0.750	kıyamet
apologetic	0.479	0.461	0.571	özür dileyen
apologist	0.406	0.429	0.526	özür dileyen
apologize	0.551	0.378	0.389	özür dilemek
apology	0.571	0.346	0.402	özür
apostasy	0.388	0.520	0.517	irtidat
apostate	0.342	0.500	0.528	mürted
apostle	0.646	0.347	0.732	havari
apostolic	0.592	0.300	0.717	apostolik
apostrophe	0.469	0.368	0.537	kesme işareti
apothecary	0.561	0.328	0.529	eczacı
appalled	0.194	0.792	0.562	dehşete düşmüş
appalling	0.160	0.827	0.415	korkunç
apparatus	0.375	0.353	0.377	aparat
apparel	0.698	0.435	0.453	giysi
apparent	0.473	0.383	0.398	belirgin
apparently	0.531	0.410	0.426	görünen o ki
apparition	0.406	0.573	0.636	hayalet
appeal	0.663	0.598	0.558	çekici
appear	0.735	0.506	0.567	belli olmak
appearance	0.669	0.490	0.534	dış görünüş
appease	0.633	0.278	0.434	yatıştırmak
appellant	0.327	0.588	0.568	temyiz eden
append	0.573	0.464	0.453	eklemek
appendage	0.229	0.382	0.438	ek
appendectomy	0.177	0.670	0.554	apendektomi
appendicitis	0.031	0.640	0.347	apandisit
appendix	0.365	0.387	0.425	ek
appetite	0.704	0.637	0.581	iştah
appetizer	0.755	0.560	0.406	meze
appetizing	0.806	0.657	0.688	iştah açıcı
applaud	0.865	0.824	0.464	alkışlamak
applause	0.953	0.857	0.621	alkış
apple	0.811	0.300	0.264	elma
apple juice	0.765	0.204	0.294	elma suyu
applejack	0.604	0.431	0.473	elma konyağı
applesauce	0.750	0.167	0.291	elma püresi
appliance	0.582	0.453	0.538	cihaz
appliances	0.594	0.394	0.567	aletleri
applicability	0.677	0.490	0.741	uygulanabilirlik
applicable	0.469	0.430	0.667	uygulanabilir
applicant	0.612	0.558	0.688	başvuru sahibi
application	0.646	0.445	0.726	başvuru
apply	0.612	0.321	0.667	uygulamak
appoint	0.565	0.330	0.509	tayin etmek
appointment	0.688	0.594	0.547	randevu
appointments	0.745	0.677	0.625	randevular
apportion	0.677	0.490	0.638	paylaştırma
apportionment	0.552	0.481	0.453	paylaştırma
appraisal	0.417	0.667	0.682	değerlendirme
appraise	0.677	0.490	0.696	değerlendirmek
appreciable	0.873	0.491	0.778	kayda değer
appreciate	0.885	0.422	0.741	takdir etmek
appreciated	0.910	0.434	0.779	takdir
appreciates	0.765	0.500	0.656	takdir eder
appreciation	0.917	0.529	0.588	takdir
appreciative	0.857	0.380	0.654	minnettar
apprehend	0.521	0.624	0.696	yakalamak
apprehension	0.385	0.720	0.454	endişe
apprehensive	0.406	0.592	0.431	endişeli
apprentice	0.615	0.413	0.452	Çırak
apprenticeship	0.812	0.482	0.643	çıraklık
approach	0.612	0.392	0.610	yaklaşmak
approaching	0.740	0.557	0.491	yaklaşıyor
approbate	0.646	0.590	0.860	onaylamak
approbation	0.792	0.529	0.774	onay
appropriate	0.833	0.368	0.759	uygun
appropriation	0.510	0.632	0.717	ödenek
approval	0.854	0.460	0.889	onay
approve	0.875	0.548	0.741	onaylamak
approved	0.833	0.349	0.698	onaylı
approvement	0.880	0.625	0.780	onay
approving	0.917	0.583	0.773	onaylayan
approximate	0.551	0.560	0.520	yaklaşık
approximately	0.622	0.396	0.538	yaklaşık olarak
approximating	0.583	0.615	0.471	yaklaşma
approximation	0.582	0.402	0.593	yaklaşıklık
appurtenances	0.573	0.412	0.547	irtifak hakkı
apricot	0.708	0.320	0.278	kayısı
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	uygun
aptitude	0.750	0.471	0.746	yetenek
aqua	0.656	0.292	0.359	su
aquamarine	0.729	0.306	0.413	akuamarin
aquarium	0.663	0.327	0.393	akvaryum
aquatic	0.677	0.510	0.463	sucul
aqueduct	0.551	0.411	0.534	su kemeri
aqueous	0.429	0.270	0.310	sulu
arable	0.510	0.350	0.465	tarıma elverişli
arbiter	0.561	0.537	0.814	söz sahibi
arbitrary	0.281	0.702	0.686	keyfi
arbitrate	0.470	0.620	0.682	hakemlik yapmak
arbitration	0.587	0.602	0.670	Tahkim
arbitrator	0.385	0.448	0.795	hakem
arbor	0.583	0.490	0.591	çardak
arc	0.552	0.388	0.396	yay
arcade	0.676	0.521	0.502	oyun makinesi
arcane	0.500	0.490	0.637	gizemli
arch	0.500	0.354	0.468	kemer
archaeological	0.740	0.441	0.660	arkeolojik
archaeologist	0.552	0.451	0.706	arkeolog
archaeology	0.596	0.358	0.691	arkeoloji
archaic	0.271	0.327	0.332	arkaik
archangel	0.837	0.500	0.708	baş melek
archbishop	0.622	0.280	0.776	başpiskopos
archdiocese	0.400	0.321	0.704	başpiskoposluk
archduke	0.458	0.413	0.634	arşidük
arched	0.582	0.403	0.398	kemerli
archer	0.573	0.622	0.661	okçu
archery	0.594	0.604	0.589	okçuluk
archetype	0.448	0.520	0.569	arketip
archipelago	0.745	0.370	0.592	takımadalar
architect	0.776	0.442	0.836	mimar
architectural	0.729	0.390	0.670	mimari
architecture	0.820	0.390	0.694	mimari
archive	0.438	0.294	0.527	Arşiv
arctic	0.615	0.352	0.546	arktik
ardent	0.694	0.873	0.722	ateşli
ardor	0.500	0.780	0.538	şevk
arduous	0.344	0.783	0.605	zorlu
area	0.490	0.306	0.464	alan
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	Dalga mı geçiyorsun
areyoukiddingme	0.365	0.635	0.375	Benimle dalga mı geçiyorsun
argent	0.594	0.418	0.472	arjantin
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	ahhh
arghhhh	0.250	0.618	0.324	ahhhhh
argue	0.093	0.798	0.525	tartışmak
argument	0.510	0.464	0.698	argüman
argumentation	0.479	0.549	0.760	tartışma
argumentative	0.450	0.531	0.679	tartışmacı
arguments	0.541	0.602	0.657	argümanlar
arid	0.323	0.333	0.379	kurak
arise	0.750	0.582	0.725	ortaya çıkmak
aristocracy	0.688	0.549	0.842	aristokrasi
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokrat
arithmetic	0.453	0.460	0.634	aritmetik
ark	0.396	0.427	0.543	gemi
arm	0.552	0.285	0.469	kol
armada	0.408	0.740	0.868	donanma
armament	0.198	0.764	0.810	silahlanma
armaments	0.192	0.839	0.830	silahlar
armature	0.510	0.558	0.755	armatür
armchair	0.646	0.164	0.339	koltuk
armed	0.188	0.750	0.808	silahlı
armor	0.469	0.625	0.784	zırh
armored	0.469	0.509	0.861	zırhlı
armory	0.448	0.663	0.800	cephanelik
armpit	0.283	0.439	0.250	koltuk altı
arms	0.464	0.395	0.483	silâh
army	0.417	0.759	0.902	Ordu
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapi
arousal	0.791	0.943	0.731	uyarılma
arouse	0.740	0.491	0.580	uyandırmak
aroused	0.708	0.952	0.667	uyandırılmış
arraignment	0.406	0.837	0.534	duruşma
arrange	0.740	0.490	0.571	düzenlemek
arranged	0.698	0.531	0.728	düzenlenmiş
arrangement	0.625	0.382	0.683	ayarlama
array	0.521	0.396	0.568	dizi
arrears	0.286	0.485	0.302	borçlar
arrest	0.146	0.951	0.500	tutuklanmak
arrhythmia	0.265	0.706	0.356	aritmi
arrival	0.678	0.510	0.474	varış
arrive	0.837	0.406	0.585	varmak
arrogance	0.143	0.750	0.620	kibir
arrogant	0.115	0.755	0.580	kibirli
arrow	0.439	0.390	0.454	ok
arsehole	0.276	0.598	0.433	göt deliği
arseholes	0.188	0.545	0.351	göt delikleri
arsenal	0.365	0.741	0.752	cephanelik
arsenic	0.281	0.472	0.447	arsenik
arson	0.133	0.904	0.567	kundakçılık
arsonist	0.348	0.840	0.500	kundakçı
art	0.812	0.360	0.603	Sanat
arterial	0.396	0.510	0.583	arteriyel
artery	0.396	0.580	0.537	arter
artful	0.771	0.608	0.778	kurnaz
arthritis	0.110	0.518	0.345	artrit
arthropod	0.344	0.464	0.434	eklem bacaklı
artichoke	0.583	0.218	0.287	enginar
article	0.594	0.280	0.481	makale
articles	0.552	0.324	0.565	nesne
articulate	0.677	0.462	0.618	ifade
articulation	0.479	0.480	0.591	artikülasyon
artifact	0.510	0.500	0.566	eser
artifice	0.316	0.696	0.482	yapay
artificial	0.306	0.385	0.351	yapay
artillery	0.350	0.912	0.794	topçu
artisan	0.781	0.330	0.411	zanaatkar
artist	0.802	0.442	0.732	sanatçı
artiste	0.844	0.512	0.565	sanatçı
artistic	0.802	0.646	0.632	sanatsal
artistry	0.823	0.346	0.769	sanat
artists	0.796	0.667	0.741	sanatçılar
artwork	0.896	0.368	0.679	sanat eseri
arty	0.490	0.422	0.388	gösterişçi
asap	0.571	0.500	0.552	en kısa zamanda
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	yükselmek
ascendancy	0.724	0.625	0.700	üstünlük
ascendant	0.656	0.673	0.821	yükselen
ascending	0.826	0.644	0.777	artan
ascension	0.765	0.720	0.714	yükseliş
ascent	0.755	0.627	0.833	çıkış
ascertain	0.560	0.530	0.625	anlamak
ascertained	0.531	0.529	0.616	kesin
ascetic	0.438	0.375	0.472	münzevi
ash	0.260	0.210	0.207	kül
ashamed	0.156	0.588	0.228	utanmış
ashes	0.327	0.279	0.142	kül
ashtray	0.406	0.382	0.265	kül tablası
asinine	0.429	0.472	0.433	asinin
ask	0.531	0.440	0.459	sormak
asleeep	0.490	0.210	0.322	uykuda
asleep	0.604	0.100	0.270	uyuya kalmak
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	Kuşkonmaz
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	Görünüş
aspects	0.439	0.480	0.565	bakış açıları
aspen	0.479	0.280	0.395	titrek kavak
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfiksi
asphyxiation	0.059	0.745	0.412	boğulma
aspiration	0.704	0.724	0.675	aspirasyon
aspire	0.812	0.469	0.722	talip
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	hevesli
ass	0.323	0.750	0.345	eşek
assail	0.378	0.510	0.500	saldırmak
assailant	0.184	0.868	0.602	saldırgan
assassin	0.073	0.933	0.632	suikastçı
assassinate	0.051	0.969	0.722	suikâst düzenlemek
assassination	0.083	0.941	0.525	suikast
assault	0.167	0.848	0.550	saldırı
assay	0.633	0.559	0.594	tahlil
assemblage	0.429	0.452	0.600	montaj
assemble	0.542	0.570	0.750	birleştirmek
assembled	0.663	0.450	0.644	birleştirilmiş
assembly	0.698	0.500	0.640	toplantı
assemblyman	0.430	0.538	0.760	meclis üyesi
assent	0.615	0.515	0.719	rıza
assert	0.750	0.619	0.809	iddia etmek
asserting	0.694	0.531	0.736	iddia etmek
assertion	0.740	0.442	0.750	iddia
assertive	0.719	0.412	0.770	iddialı
assess	0.698	0.500	0.623	değerlendirmek
assessment	0.750	0.623	0.658	değerlendirme
assessor	0.551	0.538	0.764	değerlendirici
asset	0.797	0.765	0.788	varlık
assets	0.667	0.613	0.765	varlıklar
asshole	0.133	0.582	0.263	Pislik
assign	0.622	0.417	0.709	atamak
assignee	0.510	0.462	0.510	atanan
assignment	0.483	0.398	0.745	atama
assimilate	0.559	0.391	0.683	özümsemek
assimilation	0.429	0.378	0.463	asimilasyon
assist	0.833	0.435	0.629	yardım
assistance	0.656	0.519	0.633	yardım
assistant	0.625	0.390	0.536	asistan
associate	0.812	0.409	0.625	iş arkadaşı
association	0.745	0.500	0.817	bağlantı
assorted	0.602	0.460	0.472	çeşitli
assortment	0.694	0.360	0.526	çeşitler
assuage	0.745	0.255	0.500	yatıştırmak
assume	0.698	0.401	0.464	farz etmek
assumed	0.612	0.247	0.454	varsayılan
assuming	0.740	0.390	0.526	varsayarak
assumption	0.479	0.431	0.417	Varsayım
assurance	0.675	0.442	0.704	güvence
assure	0.910	0.460	0.839	garanti etmek
assured	0.878	0.327	0.754	emin
assuredly	0.786	0.396	0.833	kesinlikle
asterisk	0.541	0.288	0.273	yıldız işareti
asteroid	0.430	0.721	0.623	asteroit
asteroids	0.361	0.694	0.712	asteroitler
asthma	0.198	0.549	0.227	astım
asthmatic	0.229	0.706	0.294	astımlı
astigmatism	0.214	0.490	0.429	astigmat
astonish	0.786	0.845	0.658	afallatmak
astonished	0.510	0.775	0.574	şaşkın
astonishing	0.844	0.802	0.821	şaşırtıcı
astonishingly	0.827	0.898	0.773	şaşırtıcı bir şekilde
astonishment	0.680	0.718	0.519	şaşkınlık
astound	0.729	0.675	0.474	hayret
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	yoldan çıkmak
astringent	0.316	0.500	0.474	büzücü
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astroloji
astronaut	0.792	0.601	0.761	astronot
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomik
astronomy	0.613	0.474	0.722	astronomi
astute	0.776	0.658	0.827	zeki
asunder	0.208	0.442	0.259	parçalamak
asylum	0.407	0.330	0.445	iltica
asymmetric	0.580	0.343	0.465	asimetrik
asymmetry	0.476	0.373	0.527	asimetri
asymptotic	0.479	0.451	0.472	asimptotik
atelier	0.490	0.330	0.705	atölye
atheism	0.276	0.460	0.481	ateizm
atheistic	0.373	0.481	0.466	ateist
atherosclerosis	0.250	0.480	0.343	damar tıkanıklığı
athlete	0.781	0.718	0.686	atlet
athletic	0.857	0.798	0.708	atletik
athleticism	0.750	0.863	0.778	atletizm
athletics	0.831	0.691	0.740	atletizm
atlas	0.531	0.306	0.554	Atlas
atmosphere	0.604	0.300	0.560	atmosfer
atmospheric	0.531	0.420	0.594	atmosferik
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomik
atone	0.418	0.673	0.411	kefaret
atonement	0.550	0.602	0.683	kefaret
atpeace	0.724	0.298	0.519	barış içinde
atrium	0.469	0.365	0.473	atriyum
atrocious	0.073	0.811	0.445	iğrenç
atrocity	0.115	0.844	0.593	vahşet
atrophy	0.177	0.540	0.208	atrofi
attach	0.520	0.363	0.559	eklemek
attached	0.562	0.350	0.439	ekli
attachment	0.570	0.343	0.500	ek
attack	0.286	0.948	0.670	saldırı
attacker	0.185	0.962	0.629	saldırgan
attacking	0.276	0.837	0.642	saldıran
attain	0.806	0.510	0.719	ulaşmak
attainable	0.760	0.500	0.759	ulaşılabilir
attainment	0.830	0.520	0.940	ulaşma
attempt	0.625	0.491	0.431	teşebbüs
attempted	0.594	0.580	0.567	teşebbüs
attend	0.650	0.420	0.625	katılmak
attendance	0.812	0.500	0.592	katılım
attendant	0.580	0.365	0.519	görevli
attention	0.740	0.599	0.774	dikkat
attentionseeker	0.367	0.745	0.457	dikkat arayan
attentionseekers	0.531	0.673	0.500	ilgi arayanlar
attentive	0.812	0.520	0.724	özenli
attenuate	0.408	0.302	0.429	zayıflatmak
attenuated	0.449	0.280	0.298	zayıflatılmış
attenuation	0.458	0.363	0.464	zayıflama
attest	0.439	0.710	0.685	kanıtlamak
attestation	0.234	0.635	0.500	tasdik
attic	0.521	0.259	0.377	Çatı katı
attire	0.742	0.388	0.483	giydirmek
attitude	0.760	0.644	0.861	davranış
attorney	0.600	0.594	0.754	avukat
attract	0.796	0.663	0.769	cezbetmek
attraction	0.906	0.774	0.712	cazibe
attractive	0.906	0.630	0.769	çekici
attractiveness	0.938	0.667	0.755	çekicilik
attributable	0.704	0.430	0.527	atfedilebilir
attribute	0.781	0.439	0.795	bağlanmak
attribution	0.646	0.467	0.658	atıf
attrition	0.229	0.540	0.259	yıpranma
auburn	0.510	0.240	0.411	kumral
auction	0.594	0.702	0.519	açık arttırma
auctioneer	0.542	0.732	0.716	mezatçı
audacious	0.740	0.875	0.825	cüretkar
audacity	0.760	0.755	0.916	cüret
audible	0.673	0.370	0.462	duyulabilir
audience	0.698	0.610	0.613	kitle
audio	0.709	0.425	0.370	ses
audit	0.375	0.562	0.735	denetim
audition	0.750	0.685	0.615	seçme
auditions	0.740	0.765	0.596	seçmeler
auditor	0.582	0.571	0.726	denetçi
auditorium	0.529	0.490	0.538	konferans salonu
auditory	0.531	0.481	0.570	işitsel
aught	0.418	0.135	0.217	her şey
augment	0.650	0.683	0.645	artırmak
augmentation	0.714	0.613	0.850	büyütme
august	0.652	0.292	0.462	Ağustos
aunt	0.667	0.291	0.420	hala
auntie	0.643	0.275	0.447	teyze
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	himaye
auspicious	0.562	0.635	0.669	uğurlu
austere	0.500	0.390	0.422	sade
austerity	0.438	0.406	0.534	kemer sıkma
authentic	0.885	0.510	0.782	otantik
authenticate	0.833	0.480	0.789	kimlik doğrulamak
authentication	0.724	0.491	0.750	kimlik doğrulama
authenticity	0.670	0.548	0.845	özgünlük
author	0.775	0.343	0.749	yazar
authoritative	0.636	0.520	0.890	yetkili
authority	0.592	0.592	0.934	yetki
authorization	0.521	0.567	0.817	yetki
authorize	0.772	0.596	0.821	yetki vermek
authorized	0.760	0.458	0.815	yetkili
authorship	0.667	0.635	0.773	yazarlık
autism	0.235	0.500	0.447	otizm
autistic	0.367	0.337	0.404	otistik
auto	0.571	0.569	0.500	Oto
autobiographical	0.909	0.462	0.582	otobiyografik
autobiography	0.735	0.284	0.629	otobiyografi
autocorrect	0.551	0.439	0.616	otomatik düzeltme
autocratic	0.542	0.577	0.727	otokratik
autograph	0.735	0.565	0.473	imza
autographed	0.781	0.620	0.625	imzalı
automated	0.578	0.402	0.632	otomatik
automatic	0.562	0.433	0.664	otomatik
automobile	0.753	0.625	0.534	otomobil
automotive	0.656	0.520	0.577	otomotiv
autonomy	0.781	0.349	0.891	özerklik
autopilot	0.594	0.462	0.632	otomatik pilot
autopsy	0.252	0.650	0.538	otopsi
autumn	0.765	0.204	0.450	sonbahar mevsimi
auxiliary	0.622	0.471	0.509	ek
avail	0.800	0.430	0.603	yaramak
availability	0.796	0.544	0.600	kullanılabilirlik
available	0.844	0.356	0.623	mevcut
avalanche	0.265	0.915	0.683	çığ
avarice	0.198	0.726	0.352	hırs
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	intikam almak
avenger	0.337	0.865	0.670	intikamcı
