English Word	Valence	Arousal	Dominance	French Word
anger	0.167	0.865	0.657	colère
angered	0.010	0.860	0.547	en colère
angermanagement	0.260	0.632	0.482	gestion de la colère
angina	0.230	0.630	0.464	angine
angiogram	0.347	0.520	0.465	angiographie
angiography	0.378	0.536	0.520	angiographie
angle	0.541	0.330	0.455	angle
angling	0.625	0.408	0.500	pêche à la ligne
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	le plus en colère
angry	0.122	0.830	0.604	fâché
angrytweet	0.265	0.644	0.471	tweet en colère
angst	0.167	0.888	0.333	angoisse
anguish	0.153	0.792	0.265	angoisse
anguished	0.135	0.720	0.307	angoissé
angular	0.449	0.281	0.444	angulaire
anhydrous	0.456	0.365	0.355	anhydre
animal	0.521	0.510	0.513	animal
animate	0.827	0.755	0.635	animer
animated	0.823	0.676	0.538	Animé
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	animosité
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	la cheville
anklet	0.410	0.276	0.302	Bracelet de cheville
annals	0.427	0.610	0.424	annales
annex	0.594	0.350	0.458	annexe
annexation	0.342	0.500	0.555	annexion
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	annihiler
annihilated	0.080	0.760	0.324	anéanti
annihilation	0.041	0.800	0.591	annihilation
anniversary	0.880	0.770	0.723	anniversaire
annotate	0.592	0.469	0.441	annoter
annotation	0.604	0.470	0.619	annotation
announce	0.694	0.618	0.611	annoncer
announcement	0.729	0.491	0.482	annonce
announcer	0.602	0.570	0.732	annonceur
annoy	0.094	0.765	0.286	ennuyer
annoyance	0.167	0.718	0.342	contrariété
annoyed	0.104	0.783	0.345	ennuyé
annoyin	0.260	0.573	0.352	ennuyeux
annoying	0.082	0.853	0.348	énervant
annoys	0.146	0.778	0.435	agace
annual	0.552	0.236	0.500	annuel
annuity	0.521	0.304	0.527	rente
annul	0.250	0.448	0.364	annuler
annular	0.310	0.385	0.412	annulaire
annulment	0.153	0.375	0.447	annulation
annulus	0.458	0.380	0.376	anneau
anointed	0.500	0.368	0.579	oint
anointing	0.653	0.350	0.547	onction
anomalous	0.281	0.480	0.423	anormal
anomaly	0.188	0.538	0.404	anomalie
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonymat
anonymous	0.396	0.291	0.431	anonyme
anorexic	0.160	0.618	0.245	anorexique
answer	0.537	0.373	0.661	réponse
answerable	0.708	0.481	0.750	responsable
answering	0.684	0.500	0.607	répondre
ant	0.448	0.216	0.216	fourmi
antagonism	0.224	0.618	0.524	antagonisme
antagonist	0.240	0.615	0.700	antagoniste
antagonistic	0.296	0.604	0.565	antagoniste
antagonize	0.143	0.663	0.629	contrarier
ante	0.448	0.320	0.417	avant
antecedent	0.427	0.551	0.566	antécédent
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antenne
anterior	0.510	0.245	0.362	antérieur
anthem	0.780	0.343	0.729	hymne
anthill	0.327	0.578	0.377	fourmilière
anthology	0.338	0.406	0.537	anthologie
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	anthropologique
anthropologist	0.551	0.385	0.725	anthropologiste
anthropology	0.490	0.367	0.582	anthropologie
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaérien
antibiotic	0.510	0.373	0.658	antibiotique
antibiotics	0.448	0.406	0.557	antibiotiques
antichrist	0.082	0.837	0.544	Antéchrist
anticipate	0.622	0.469	0.667	anticiper
anticipation	0.698	0.539	0.711	anticipation
anticipatory	0.653	0.551	0.682	anticipatif
antics	0.448	0.740	0.236	bouffonneries
antidote	0.541	0.490	0.629	antidote
antifungal	0.408	0.412	0.441	antifongique
antigravity	0.430	0.714	0.658	anti-gravité
antimony	0.378	0.398	0.490	antimoine
antipathy	0.198	0.549	0.393	antipathie
antiquarian	0.500	0.233	0.426	antiquaire
antiquated	0.420	0.392	0.236	vieilli
antique	0.634	0.290	0.518	antique
antiques	0.540	0.370	0.595	antiquités
antiquity	0.385	0.333	0.556	antiquité
antiseptic	0.438	0.370	0.623	antiseptique
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	antithèse
antithetical	0.271	0.509	0.358	antithétique
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	ramure
antsy	0.449	0.558	0.417	anxieux
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	enclume
anxiety	0.146	0.865	0.342	anxiété
anxietyattack	0.150	0.925	0.446	crise d'angoisse
anxious	0.281	0.875	0.434	anxieux
anxiousness	0.235	0.814	0.282	anxiété
anytime	0.625	0.461	0.436	à toute heure
aorta	0.448	0.510	0.542	aorte
aortic	0.436	0.540	0.438	aortique
apace	0.536	0.500	0.536	un rythme
apache	0.687	0.469	0.500	Apache
apartment	0.719	0.393	0.580	appartement
apartments	0.704	0.337	0.443	appartements
apathetic	0.188	0.292	0.333	apathique
apathy	0.184	0.212	0.204	apathie
ape	0.548	0.389	0.336	singe
aperture	0.612	0.450	0.667	ouverture
apex	0.570	0.433	0.418	sommet
aphid	0.388	0.473	0.407	puceron
aphrodisiac	0.750	0.846	0.667	aphrodisiaque
apiece	0.439	0.259	0.383	un morceau
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptique
apologetic	0.479	0.461	0.571	apologétique
apologist	0.406	0.429	0.526	apologiste
apologize	0.551	0.378	0.389	s'excuser
apology	0.571	0.346	0.402	excuses
apostasy	0.388	0.520	0.517	apostasie
apostate	0.342	0.500	0.528	apostat
apostle	0.646	0.347	0.732	apôtre
apostolic	0.592	0.300	0.717	apostolique
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothicaire
appalled	0.194	0.792	0.562	consterné
appalling	0.160	0.827	0.415	épouvantable
apparatus	0.375	0.353	0.377	appareil
apparel	0.698	0.435	0.453	vêtements
apparent	0.473	0.383	0.398	apparent
apparently	0.531	0.410	0.426	Apparemment
apparition	0.406	0.573	0.636	apparition
appeal	0.663	0.598	0.558	appel
appear	0.735	0.506	0.567	apparaître
appearance	0.669	0.490	0.534	apparence
appease	0.633	0.278	0.434	apaiser
appellant	0.327	0.588	0.568	appelant
append	0.573	0.464	0.453	ajouter
appendage	0.229	0.382	0.438	appendice
appendectomy	0.177	0.670	0.554	appendicectomie
appendicitis	0.031	0.640	0.347	appendicite
appendix	0.365	0.387	0.425	annexe
appetite	0.704	0.637	0.581	appétit
appetizer	0.755	0.560	0.406	apéritif
appetizing	0.806	0.657	0.688	appétissant
applaud	0.865	0.824	0.464	applaudir
applause	0.953	0.857	0.621	applaudissements
apple	0.811	0.300	0.264	Pomme
apple juice	0.765	0.204	0.294	jus de pomme
applejack	0.604	0.431	0.473	cidre fort
applesauce	0.750	0.167	0.291	Compote de pommes
appliance	0.582	0.453	0.538	appareil
appliances	0.594	0.394	0.567	appareils électroménagers
applicability	0.677	0.490	0.741	applicabilité
applicable	0.469	0.430	0.667	en vigueur
applicant	0.612	0.558	0.688	demandeur
application	0.646	0.445	0.726	application
apply	0.612	0.321	0.667	appliquer
appoint	0.565	0.330	0.509	nommer
appointment	0.688	0.594	0.547	rendez-vous
appointments	0.745	0.677	0.625	rendez-vous
apportion	0.677	0.490	0.638	répartir
apportionment	0.552	0.481	0.453	répartition
appraisal	0.417	0.667	0.682	évaluation
appraise	0.677	0.490	0.696	évaluer
appreciable	0.873	0.491	0.778	appréciable
appreciate	0.885	0.422	0.741	apprécier
appreciated	0.910	0.434	0.779	apprécié
appreciates	0.765	0.500	0.656	apprécie
appreciation	0.917	0.529	0.588	appréciation
appreciative	0.857	0.380	0.654	reconnaissant
apprehend	0.521	0.624	0.696	appréhender
apprehension	0.385	0.720	0.454	appréhension
apprehensive	0.406	0.592	0.431	inquiet
apprentice	0.615	0.413	0.452	apprenti
apprenticeship	0.812	0.482	0.643	apprentissage
approach	0.612	0.392	0.610	approcher
approaching	0.740	0.557	0.491	approchant
approbate	0.646	0.590	0.860	donner son accord
approbation	0.792	0.529	0.774	approbation
appropriate	0.833	0.368	0.759	approprié
appropriation	0.510	0.632	0.717	appropriation
approval	0.854	0.460	0.889	approbation
approve	0.875	0.548	0.741	approuver
approved	0.833	0.349	0.698	approuvé
approvement	0.880	0.625	0.780	approbation
approving	0.917	0.583	0.773	approuvant
approximate	0.551	0.560	0.520	approximatif
approximately	0.622	0.396	0.538	approximativement
approximating	0.583	0.615	0.471	se rapprochant
approximation	0.582	0.402	0.593	approximation
appurtenances	0.573	0.412	0.547	accessoires
apricot	0.708	0.320	0.278	abricot
apron	0.582	0.208	0.245	tablier
apt	0.582	0.418	0.382	apte
aptitude	0.750	0.471	0.746	aptitude
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	bleu vert
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	aquatique
aqueduct	0.551	0.411	0.534	aqueduc
aqueous	0.429	0.270	0.310	aqueux
arable	0.510	0.350	0.465	arable
arbiter	0.561	0.537	0.814	arbitre
arbitrary	0.281	0.702	0.686	arbitraire
arbitrate	0.470	0.620	0.682	arbitrer
arbitration	0.587	0.602	0.670	arbitrage
arbitrator	0.385	0.448	0.795	arbitre
arbor	0.583	0.490	0.591	tonnelle
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	ésotérique
arch	0.500	0.354	0.468	cambre
archaeological	0.740	0.441	0.660	archéologique
archaeologist	0.552	0.451	0.706	archéologue
archaeology	0.596	0.358	0.691	archéologie
archaic	0.271	0.327	0.332	archaïque
archangel	0.837	0.500	0.708	archange
archbishop	0.622	0.280	0.776	archevêque
archdiocese	0.400	0.321	0.704	archidiocèse
archduke	0.458	0.413	0.634	archiduc
arched	0.582	0.403	0.398	arqué
archer	0.573	0.622	0.661	archer
archery	0.594	0.604	0.589	tir à l'arc
archetype	0.448	0.520	0.569	archétype
archipelago	0.745	0.370	0.592	archipel
architect	0.776	0.442	0.836	architecte
architectural	0.729	0.390	0.670	architectural
architecture	0.820	0.390	0.694	architecture
archive	0.438	0.294	0.527	archive
arctic	0.615	0.352	0.546	Arctique
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	ardeur
arduous	0.344	0.783	0.605	difficile
area	0.490	0.306	0.464	Région
arena	0.510	0.235	0.404	arène
areola	0.417	0.396	0.381	aréole
areyoukidding	0.429	0.633	0.400	Est-ce que vous plaisantez
areyoukiddingme	0.365	0.635	0.375	vous plaisantez j'espère
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	se disputer
argument	0.510	0.464	0.698	dispute
argumentation	0.479	0.549	0.760	argumentation
argumentative	0.450	0.531	0.679	argumentatif
arguments	0.541	0.602	0.657	arguments
arid	0.323	0.333	0.379	aride
arise	0.750	0.582	0.725	surgir
aristocracy	0.688	0.549	0.842	aristocratie
aristocrat	0.583	0.413	0.811	aristocrate
aristocratic	0.449	0.519	0.676	aristocratique
arithmetic	0.453	0.460	0.634	arithmétique
ark	0.396	0.427	0.543	arche
arm	0.552	0.285	0.469	bras
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armement
armaments	0.192	0.839	0.830	armements
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	fauteuil
armed	0.188	0.750	0.808	armé
armor	0.469	0.625	0.784	armure
armored	0.469	0.509	0.861	blindé
armory	0.448	0.663	0.800	arsenal
armpit	0.283	0.439	0.250	aisselle
arms	0.464	0.395	0.483	les bras
army	0.417	0.759	0.902	armée
aroma	0.823	0.235	0.442	arôme
aromatherapy	0.847	0.220	0.473	aromathérapie
arousal	0.791	0.943	0.731	éveil
arouse	0.740	0.491	0.580	susciter
aroused	0.708	0.952	0.667	excité
arraignment	0.406	0.837	0.534	accusation
arrange	0.740	0.490	0.571	organiser
arranged	0.698	0.531	0.728	arrangé
arrangement	0.625	0.382	0.683	arrangement
array	0.521	0.396	0.568	déployer
arrears	0.286	0.485	0.302	arrérages
arrest	0.146	0.951	0.500	arrêter
arrhythmia	0.265	0.706	0.356	arythmie
arrival	0.678	0.510	0.474	Arrivées
arrive	0.837	0.406	0.585	arriver
arrogance	0.143	0.750	0.620	arrogance
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	La Flèche
arsehole	0.276	0.598	0.433	trou du cul
arseholes	0.188	0.545	0.351	trous du cul
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	incendie criminel
arsonist	0.348	0.840	0.500	pyromane
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	artériel
artery	0.396	0.580	0.537	artère
artful	0.771	0.608	0.778	astucieux
arthritis	0.110	0.518	0.345	arthrite
arthropod	0.344	0.464	0.434	arthropode
artichoke	0.583	0.218	0.287	artichaut
article	0.594	0.280	0.481	article
articles	0.552	0.324	0.565	des articles
articulate	0.677	0.462	0.618	articuler
articulation	0.479	0.480	0.591	articulation
artifact	0.510	0.500	0.566	artefact
artifice	0.316	0.696	0.482	artifice
artificial	0.306	0.385	0.351	artificiel
artillery	0.350	0.912	0.794	artillerie
artisan	0.781	0.330	0.411	artisan
artist	0.802	0.442	0.732	artiste
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	artistique
artistry	0.823	0.346	0.769	talent artistique
artists	0.796	0.667	0.741	artistes
artwork	0.896	0.368	0.679	ouvrages d'art
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	au plus vite
asbestos	0.357	0.481	0.464	amiante
ascend	0.830	0.620	0.812	monter
ascendancy	0.724	0.625	0.700	ascendant
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	Ascendant
ascension	0.765	0.720	0.714	ascension
ascent	0.755	0.627	0.833	ascension
ascertain	0.560	0.530	0.625	vérifier
ascertained	0.531	0.529	0.616	constaté
ascetic	0.438	0.375	0.472	ascétique
ash	0.260	0.210	0.207	cendre
ashamed	0.156	0.588	0.228	honteux
ashes	0.327	0.279	0.142	cendres
ashtray	0.406	0.382	0.265	cendrier
asinine	0.429	0.472	0.433	idiot
ask	0.531	0.440	0.459	interroger
asleeep	0.490	0.210	0.322	endormi
asleep	0.604	0.100	0.270	endormi
asp	0.438	0.489	0.375	aspic
asparagus	0.469	0.317	0.264	asperges
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspect
aspects	0.439	0.480	0.565	aspects
aspen	0.479	0.280	0.395	tremble
asphalt	0.479	0.264	0.439	asphalte
asphyxia	0.198	0.704	0.311	asphyxie
asphyxiation	0.059	0.745	0.412	asphyxie
aspiration	0.704	0.724	0.675	aspiration
aspire	0.812	0.469	0.722	aspirer
aspirin	0.479	0.271	0.422	aspirine
aspiring	0.844	0.582	0.604	en herbe
ass	0.323	0.750	0.345	cul
assail	0.378	0.510	0.500	assaillir
assailant	0.184	0.868	0.602	agresseur
assassin	0.073	0.933	0.632	assassin
assassinate	0.051	0.969	0.722	assassiner
assassination	0.083	0.941	0.525	assassinat
assault	0.167	0.848	0.550	assaut
assay	0.633	0.559	0.594	essai
assemblage	0.429	0.452	0.600	assemblage
assemble	0.542	0.570	0.750	assembler
assembled	0.663	0.450	0.644	assemblé
assembly	0.698	0.500	0.640	Assemblée
assemblyman	0.430	0.538	0.760	assembleur
assent	0.615	0.515	0.719	assentiment
assert	0.750	0.619	0.809	affirmer
asserting	0.694	0.531	0.736	affirmer
assertion	0.740	0.442	0.750	affirmation
assertive	0.719	0.412	0.770	sûr de soi
assess	0.698	0.500	0.623	évaluer
assessment	0.750	0.623	0.658	évaluation
assessor	0.551	0.538	0.764	assesseur
asset	0.797	0.765	0.788	actif
assets	0.667	0.613	0.765	des atouts
asshole	0.133	0.582	0.263	Connard
assign	0.622	0.417	0.709	attribuer
assignee	0.510	0.462	0.510	cessionnaire
assignment	0.483	0.398	0.745	mission
assimilate	0.559	0.391	0.683	assimiler
assimilation	0.429	0.378	0.463	assimilation
assist	0.833	0.435	0.629	aider
assistance	0.656	0.519	0.633	assistance
assistant	0.625	0.390	0.536	assistant
associate	0.812	0.409	0.625	associé
association	0.745	0.500	0.817	association
assorted	0.602	0.460	0.472	assorti
assortment	0.694	0.360	0.526	assortiment
assuage	0.745	0.255	0.500	apaiser
assume	0.698	0.401	0.464	présumer
assumed	0.612	0.247	0.454	assumé
assuming	0.740	0.390	0.526	en supposant
assumption	0.479	0.431	0.417	supposition
assurance	0.675	0.442	0.704	assurance
assure	0.910	0.460	0.839	assurer
assured	0.878	0.327	0.754	assuré
assuredly	0.786	0.396	0.833	assurément
asterisk	0.541	0.288	0.273	astérisque
asteroid	0.430	0.721	0.623	astéroïde
asteroids	0.361	0.694	0.712	astéroïdes
asthma	0.198	0.549	0.227	asthme
asthmatic	0.229	0.706	0.294	asthmatique
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	étonner
astonished	0.510	0.775	0.574	étonné
astonishing	0.844	0.802	0.821	étonnant
astonishingly	0.827	0.898	0.773	étonnamment
astonishment	0.680	0.718	0.519	étonnement
astound	0.729	0.675	0.474	étonner
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	égaré
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrologue
astrology	0.635	0.340	0.500	astrologie
astronaut	0.792	0.601	0.761	astronaute
astronomer	0.750	0.509	0.735	astronome
astronomical	0.600	0.632	0.726	astronomique
astronomy	0.613	0.474	0.722	astronomie
astute	0.776	0.658	0.827	astucieux
asunder	0.208	0.442	0.259	en morceaux
asylum	0.407	0.330	0.445	asile
asymmetric	0.580	0.343	0.465	asymétrique
asymmetry	0.476	0.373	0.527	asymétrie
asymptotic	0.479	0.451	0.472	asymptotique
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	athéisme
atheistic	0.373	0.481	0.466	athée
atherosclerosis	0.250	0.480	0.343	athérosclérose
athlete	0.781	0.718	0.686	athlète
athletic	0.857	0.798	0.708	athlétique
athleticism	0.750	0.863	0.778	athlétisme
athletics	0.831	0.691	0.740	athlétisme
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosphère
atmospheric	0.531	0.420	0.594	atmosphérique
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atome
atomic	0.327	0.817	0.713	atomique
atone	0.418	0.673	0.411	expier
atonement	0.550	0.602	0.683	expiation
atpeace	0.724	0.298	0.519	en paix
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	atroce
atrocity	0.115	0.844	0.593	atrocité
atrophy	0.177	0.540	0.208	atrophie
attach	0.520	0.363	0.559	joindre
attached	0.562	0.350	0.439	ci-joint
attachment	0.570	0.343	0.500	attachement
attack	0.286	0.948	0.670	attaque
attacker	0.185	0.962	0.629	attaquant
attacking	0.276	0.837	0.642	attaquer
attain	0.806	0.510	0.719	atteindre
attainable	0.760	0.500	0.759	réalisable
attainment	0.830	0.520	0.940	réalisation
attempt	0.625	0.491	0.431	tentative
attempted	0.594	0.580	0.567	tenté
attend	0.650	0.420	0.625	assister à
attendance	0.812	0.500	0.592	présence
attendant	0.580	0.365	0.519	préposé
attention	0.740	0.599	0.774	attention
attentionseeker	0.367	0.745	0.457	demandeur d'attention
attentionseekers	0.531	0.673	0.500	demandeurs d'attention
attentive	0.812	0.520	0.724	attentif
attenuate	0.408	0.302	0.429	atténuer
attenuated	0.449	0.280	0.298	atténué
attenuation	0.458	0.363	0.464	atténuation
attest	0.439	0.710	0.685	attester
attestation	0.234	0.635	0.500	attestation
attic	0.521	0.259	0.377	grenier
attire	0.742	0.388	0.483	tenue
attitude	0.760	0.644	0.861	attitude
attorney	0.600	0.594	0.754	avocat
attract	0.796	0.663	0.769	attirer
attraction	0.906	0.774	0.712	attraction
attractive	0.906	0.630	0.769	attrayant
attractiveness	0.938	0.667	0.755	attraction
attributable	0.704	0.430	0.527	attribuable
attribute	0.781	0.439	0.795	attribut
attribution	0.646	0.467	0.658	attribution
attrition	0.229	0.540	0.259	usure
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	enchères
auctioneer	0.542	0.732	0.716	commissaire-priseur
audacious	0.740	0.875	0.825	audacieux
audacity	0.760	0.755	0.916	audace
audible	0.673	0.370	0.462	audible
audience	0.698	0.610	0.613	spectateurs
audio	0.709	0.425	0.370	l'audio
audit	0.375	0.562	0.735	Audit
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	Auditeur
auditorium	0.529	0.490	0.538	salle
auditory	0.531	0.481	0.570	auditif
aught	0.418	0.135	0.217	rien
augment	0.650	0.683	0.645	augmenter
augmentation	0.714	0.613	0.850	augmentation
august	0.652	0.292	0.462	août
aunt	0.667	0.291	0.420	tante
auntie	0.643	0.275	0.447	tata
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurore
auspices	0.542	0.500	0.634	auspices
auspicious	0.562	0.635	0.669	de bon augure
austere	0.500	0.390	0.422	austère
austerity	0.438	0.406	0.534	austérité
authentic	0.885	0.510	0.782	authentique
authenticate	0.833	0.480	0.789	authentifier
authentication	0.724	0.491	0.750	authentification
authenticity	0.670	0.548	0.845	authenticité
author	0.775	0.343	0.749	auteur
authoritative	0.636	0.520	0.890	faisant autorité
authority	0.592	0.592	0.934	autorité
authorization	0.521	0.567	0.817	autorisation
authorize	0.772	0.596	0.821	autoriser
authorized	0.760	0.458	0.815	autorisé
authorship	0.667	0.635	0.773	paternité
autism	0.235	0.500	0.447	autisme
autistic	0.367	0.337	0.404	autistique
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiographique
autobiography	0.735	0.284	0.629	autobiographie
autocorrect	0.551	0.439	0.616	correction automatique
autocratic	0.542	0.577	0.727	autocratique
autograph	0.735	0.565	0.473	un autographe
autographed	0.781	0.620	0.625	dédicacé
automated	0.578	0.402	0.632	automatique
automatic	0.562	0.433	0.664	automatique
automobile	0.753	0.625	0.534	voiture
automotive	0.656	0.520	0.577	automobile
autonomy	0.781	0.349	0.891	autonomie
autopilot	0.594	0.462	0.632	pilote automatique
autopsy	0.252	0.650	0.538	autopsie
autumn	0.765	0.204	0.450	l'automne
auxiliary	0.622	0.471	0.509	auxiliaire
