English Word	Valence	Arousal	Dominance	Slovak Word
anaphylactic	0.378	0.588	0.500	anafylaktický
anarchism	0.125	0.804	0.623	anarchizmu
anarchist	0.204	0.700	0.759	anarchista
anarchy	0.146	0.755	0.620	anarchia
anastomosis	0.375	0.470	0.490	anastomóza
anathema	0.286	0.490	0.519	kliatba
anatomic	0.562	0.442	0.546	anatomické
anatomy	0.562	0.390	0.571	anatómia
ancestor	0.592	0.388	0.594	predok
ancestral	0.640	0.481	0.750	rodový
ancestry	0.708	0.519	0.717	pôvod
anchor	0.520	0.284	0.564	Kotva
anchorage	0.500	0.325	0.639	ukotvenie
ancient	0.420	0.217	0.439	starodávny
ancillary	0.449	0.442	0.278	doplnkové
androgen	0.255	0.523	0.527	androgén
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	anekdota
anemia	0.188	0.327	0.310	anémia
anemic	0.167	0.279	0.155	anemický
anemone	0.552	0.538	0.327	sasanka
anesthesia	0.365	0.216	0.394	anestézia
anesthesiologist	0.419	0.224	0.526	anesteziológ
anesthetic	0.350	0.264	0.482	anestetikum
aneurysm	0.115	0.690	0.536	aneuryzma
anew	0.771	0.358	0.385	nanovo
angel	0.906	0.158	0.704	anjel
angelic	0.927	0.298	0.668	anjelský
anger	0.167	0.865	0.657	hnev
angered	0.010	0.860	0.547	nahnevaný
angermanagement	0.260	0.632	0.482	angermanagement
angina	0.230	0.630	0.464	angína
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografia
angle	0.541	0.330	0.455	uhol
angling	0.625	0.408	0.500	rybárčenie
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	nahnevanejší
angry	0.122	0.830	0.604	nahnevaný
angrytweet	0.265	0.644	0.471	nahnevaný tweet
angst	0.167	0.888	0.333	úzkosť
anguish	0.153	0.792	0.265	trápenie
anguished	0.135	0.720	0.307	utrápený
angular	0.449	0.281	0.444	hranatý
anhydrous	0.456	0.365	0.355	bezvodý
animal	0.521	0.510	0.513	zviera
animate	0.827	0.755	0.635	animovať
animated	0.823	0.676	0.538	animovaný
animation	0.888	0.750	0.549	animácie
animosity	0.510	0.724	0.545	nevraživosť
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	členok
anklet	0.410	0.276	0.302	nánožník
annals	0.427	0.610	0.424	anály
annex	0.594	0.350	0.458	príloha
annexation	0.342	0.500	0.555	anexia
annexe	0.584	0.350	0.392	príloha
annihilate	0.115	0.918	0.681	anihilovať
annihilated	0.080	0.760	0.324	zničené
annihilation	0.041	0.800	0.591	zničenie
anniversary	0.880	0.770	0.723	výročie
annotate	0.592	0.469	0.441	anotovať
annotation	0.604	0.470	0.619	anotácia
announce	0.694	0.618	0.611	oznámiť
announcement	0.729	0.491	0.482	oznámenie
announcer	0.602	0.570	0.732	hlásateľ
annoy	0.094	0.765	0.286	otravovať
annoyance	0.167	0.718	0.342	mrzutosť
annoyed	0.104	0.783	0.345	mrzutý
annoyin	0.260	0.573	0.352	otravovať
annoying	0.082	0.853	0.348	nepríjemný
annoys	0.146	0.778	0.435	otravuje
annual	0.552	0.236	0.500	Výročný
annuity	0.521	0.304	0.527	renta
annul	0.250	0.448	0.364	zrušiť
annular	0.310	0.385	0.412	prstencový
annulment	0.153	0.375	0.447	zrušenie
annulus	0.458	0.380	0.376	anulus
anointed	0.500	0.368	0.579	pomazaný
anointing	0.653	0.350	0.547	pomazanie
anomalous	0.281	0.480	0.423	anomálny
anomaly	0.188	0.538	0.404	anomália
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonymita
anonymous	0.396	0.291	0.431	anonymný
anorexic	0.160	0.618	0.245	anorektička
answer	0.537	0.373	0.661	odpoveď
answerable	0.708	0.481	0.750	zodpovedný
answering	0.684	0.500	0.607	odpovedanie
ant	0.448	0.216	0.216	mravec
antagonism	0.224	0.618	0.524	antagonizmus
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagonistické
antagonize	0.143	0.663	0.629	znepriateliť si
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	predchodca
antelope	0.542	0.510	0.500	antilopa
antenna	0.521	0.327	0.358	anténa
anterior	0.510	0.245	0.362	predné
anthem	0.780	0.343	0.729	hymna
anthill	0.327	0.578	0.377	mravenisko
anthology	0.338	0.406	0.537	antológia
anthrax	0.188	0.730	0.500	antrax
anthropological	0.367	0.390	0.490	antropologické
anthropologist	0.551	0.385	0.725	antropológ
anthropology	0.490	0.367	0.582	antropológie
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	protilietadlové
antibiotic	0.510	0.373	0.658	antibiotikum
antibiotics	0.448	0.406	0.557	antibiotiká
antichrist	0.082	0.837	0.544	antikrist
anticipate	0.622	0.469	0.667	predvídať
anticipation	0.698	0.539	0.711	očakávanie
anticipatory	0.653	0.551	0.682	anticipačný
antics	0.448	0.740	0.236	vyčíňanie
antidote	0.541	0.490	0.629	protijed
antifungal	0.408	0.412	0.441	antimykotikum
antigravity	0.430	0.714	0.658	anti gravitácia
antimony	0.378	0.398	0.490	antimón
antipathy	0.198	0.549	0.393	antipatia
antiquarian	0.500	0.233	0.426	antikvariát
antiquated	0.420	0.392	0.236	zastarané
antique	0.634	0.290	0.518	starožitný
antiques	0.540	0.370	0.595	starožitnosti
antiquity	0.385	0.333	0.556	staroveku
antiseptic	0.438	0.370	0.623	antiseptikum
antisocial	0.146	0.686	0.391	asociálom
antithesis	0.396	0.412	0.536	protiklad
antithetical	0.271	0.509	0.358	protikladný
antiviral	0.459	0.470	0.549	antivírusové
antler	0.448	0.470	0.500	paroh
antsy	0.449	0.558	0.417	mravčia
anus	0.347	0.644	0.350	konečník
anvil	0.380	0.510	0.604	kovadlina
anxiety	0.146	0.865	0.342	úzkosť
anxietyattack	0.150	0.925	0.446	panický záchvat
anxious	0.281	0.875	0.434	úzkostlivý
anxiousness	0.235	0.814	0.282	úzkosť
anytime	0.625	0.461	0.436	kedykoľvek
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortálnej
apace	0.536	0.500	0.536	rýchlo
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	byt
apartments	0.704	0.337	0.443	byty
apathetic	0.188	0.292	0.333	apatický
apathy	0.184	0.212	0.204	apatia
ape	0.548	0.389	0.336	opice
aperture	0.612	0.450	0.667	clona
apex	0.570	0.433	0.418	vrchol
aphid	0.388	0.473	0.407	voška
aphrodisiac	0.750	0.846	0.667	afrodiziakum
apiece	0.439	0.259	0.383	kúsok
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalypsa
apocalyptic	0.173	0.880	0.750	apokalyptický
apologetic	0.479	0.461	0.571	ospravedlňujúci
apologist	0.406	0.429	0.526	apologéta
apologize	0.551	0.378	0.389	ospravedlniť sa
apology	0.571	0.346	0.402	ospravedlnenie
apostasy	0.388	0.520	0.517	odpadlíctvo
apostate	0.342	0.500	0.528	odpadlík
apostle	0.646	0.347	0.732	apoštol
apostolic	0.592	0.300	0.717	apoštolský
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	lekárnik
appalled	0.194	0.792	0.562	zdesený
appalling	0.160	0.827	0.415	otrasné
apparatus	0.375	0.353	0.377	prístroja
apparel	0.698	0.435	0.453	odev
apparent	0.473	0.383	0.398	zjavný
apparently	0.531	0.410	0.426	zrejme
apparition	0.406	0.573	0.636	zjavenie
appeal	0.663	0.598	0.558	príťažlivosť
appear	0.735	0.506	0.567	objaviť
appearance	0.669	0.490	0.534	vzhľad
appease	0.633	0.278	0.434	upokojiť
appellant	0.327	0.588	0.568	odvolateľ
append	0.573	0.464	0.453	priložiť
appendage	0.229	0.382	0.438	prívesok
appendectomy	0.177	0.670	0.554	apendektómia
appendicitis	0.031	0.640	0.347	zápal slepého čreva
appendix	0.365	0.387	0.425	dodatok
appetite	0.704	0.637	0.581	chuť do jedla
appetizer	0.755	0.560	0.406	predjedlo
appetizing	0.806	0.657	0.688	chutný
applaud	0.865	0.824	0.464	tlieskať
applause	0.953	0.857	0.621	potlesk
apple	0.811	0.300	0.264	jablko
apple juice	0.765	0.204	0.294	jablkový džús
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	jablkový pretlak
appliance	0.582	0.453	0.538	spotrebič
appliances	0.594	0.394	0.567	spotrebičov
applicability	0.677	0.490	0.741	použiteľnosť
applicable	0.469	0.430	0.667	uplatniteľné
applicant	0.612	0.558	0.688	žiadateľa
application	0.646	0.445	0.726	aplikácie
apply	0.612	0.321	0.667	uplatniť
appoint	0.565	0.330	0.509	vymenovať
appointment	0.688	0.594	0.547	vymenovanie
appointments	0.745	0.677	0.625	schôdzky
apportion	0.677	0.490	0.638	rozdelenie
apportionment	0.552	0.481	0.453	rozdelenie
appraisal	0.417	0.667	0.682	ohodnotenie
appraise	0.677	0.490	0.696	oceniť
appreciable	0.873	0.491	0.778	oceniteľné
appreciate	0.885	0.422	0.741	oceniť
appreciated	0.910	0.434	0.779	ocenili
appreciates	0.765	0.500	0.656	oceňuje
appreciation	0.917	0.529	0.588	ocenenie
appreciative	0.857	0.380	0.654	vďačný
apprehend	0.521	0.624	0.696	zatknúť
apprehension	0.385	0.720	0.454	obavy
apprehensive	0.406	0.592	0.431	chápavý
apprentice	0.615	0.413	0.452	učeň
apprenticeship	0.812	0.482	0.643	učňovskej prípravy
approach	0.612	0.392	0.610	prístup
approaching	0.740	0.557	0.491	blížiace sa
approbate	0.646	0.590	0.860	schvaľovať
approbation	0.792	0.529	0.774	aprobácia
appropriate	0.833	0.368	0.759	vhodné
appropriation	0.510	0.632	0.717	privlastnenie
approval	0.854	0.460	0.889	schválenie
approve	0.875	0.548	0.741	schváliť
approved	0.833	0.349	0.698	schválené
approvement	0.880	0.625	0.780	schválenie
approving	0.917	0.583	0.773	schvaľovanie
approximate	0.551	0.560	0.520	približné
approximately	0.622	0.396	0.538	približne
approximating	0.583	0.615	0.471	aproximácia
approximation	0.582	0.402	0.593	aproximácia
appurtenances	0.573	0.412	0.547	príslušenstvo
apricot	0.708	0.320	0.278	marhuľový
apron	0.582	0.208	0.245	zástera
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	spôsobilosť
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarín
aquarium	0.663	0.327	0.393	akvárium
aquatic	0.677	0.510	0.463	vodné
aqueduct	0.551	0.411	0.534	akvadukt
aqueous	0.429	0.270	0.310	vodný
arable	0.510	0.350	0.465	orný
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	svojvoľný
arbitrate	0.470	0.620	0.682	rozhodovať
arbitration	0.587	0.602	0.670	arbitráž
arbitrator	0.385	0.448	0.795	rozhodcu
arbor	0.583	0.490	0.591	altánok
arc	0.552	0.388	0.396	oblúk
arcade	0.676	0.521	0.502	pasáž
arcane	0.500	0.490	0.637	tajomný
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	archeologické
archaeologist	0.552	0.451	0.706	archeológ
archaeology	0.596	0.358	0.691	archeológie
archaic	0.271	0.327	0.332	archaický
archangel	0.837	0.500	0.708	archanjel
archbishop	0.622	0.280	0.776	arcibiskup
archdiocese	0.400	0.321	0.704	arcidiecéze
archduke	0.458	0.413	0.634	arcivojvodu
arched	0.582	0.403	0.398	klenutý
archer	0.573	0.622	0.661	lukostrelec
archery	0.594	0.604	0.589	lukostreľba
archetype	0.448	0.520	0.569	archetyp
archipelago	0.745	0.370	0.592	súostrovie
architect	0.776	0.442	0.836	architekt
architectural	0.729	0.390	0.670	architektonický
architecture	0.820	0.390	0.694	architektúra
archive	0.438	0.294	0.527	archív
arctic	0.615	0.352	0.546	arktický
ardent	0.694	0.873	0.722	horlivý
ardor	0.500	0.780	0.538	horlivosť
arduous	0.344	0.783	0.605	namáhavé
area	0.490	0.306	0.464	oblasť
arena	0.510	0.235	0.404	aréna
areola	0.417	0.396	0.381	dvorec
areyoukidding	0.429	0.633	0.400	robíš si srandu
areyoukiddingme	0.365	0.635	0.375	ty mi sranduješ
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	ahoj
argue	0.093	0.798	0.525	hádať sa
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentácia
argumentative	0.450	0.531	0.679	argumentatívny
arguments	0.541	0.602	0.657	argumenty
arid	0.323	0.333	0.379	vyprahnutý
arise	0.750	0.582	0.725	vznikajú
aristocracy	0.688	0.549	0.842	aristokracie
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratický
arithmetic	0.453	0.460	0.634	aritmetika
ark	0.396	0.427	0.543	archa
arm	0.552	0.285	0.469	rameno
armada	0.408	0.740	0.868	armáda
armament	0.198	0.764	0.810	výzbroj
armaments	0.192	0.839	0.830	výzbroje
armature	0.510	0.558	0.755	armatúra
armchair	0.646	0.164	0.339	kreslo
armed	0.188	0.750	0.808	ozbrojený
armor	0.469	0.625	0.784	brnenie
armored	0.469	0.509	0.861	obrnený
armory	0.448	0.663	0.800	zbrojnica
armpit	0.283	0.439	0.250	podpazušie
arms	0.464	0.395	0.483	paže
army	0.417	0.759	0.902	armády
aroma	0.823	0.235	0.442	aróma
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	vzrušenie
arouse	0.740	0.491	0.580	vzbudiť
aroused	0.708	0.952	0.667	vzbudil
arraignment	0.406	0.837	0.534	obvinenie
arrange	0.740	0.490	0.571	zariadiť
arranged	0.698	0.531	0.728	usporiadané
arrangement	0.625	0.382	0.683	usporiadanie
array	0.521	0.396	0.568	pole
arrears	0.286	0.485	0.302	nedoplatok
arrest	0.146	0.951	0.500	zatknutie
arrhythmia	0.265	0.706	0.356	arytmia
arrival	0.678	0.510	0.474	príchod
arrive	0.837	0.406	0.585	prísť
arrogance	0.143	0.750	0.620	arogancia
arrogant	0.115	0.755	0.580	arogantný
arrow	0.439	0.390	0.454	šípka
arsehole	0.276	0.598	0.433	prdel
arseholes	0.188	0.545	0.351	zadkov
arsenal	0.365	0.741	0.752	arzenálu
arsenic	0.281	0.472	0.447	arzén
arson	0.133	0.904	0.567	podpaľačstvo
arsonist	0.348	0.840	0.500	podpaľač
art	0.812	0.360	0.603	umenie
arterial	0.396	0.510	0.583	arteriálnej
artery	0.396	0.580	0.537	tepna
artful	0.771	0.608	0.778	umný
arthritis	0.110	0.518	0.345	artritída
arthropod	0.344	0.464	0.434	článkonožca
artichoke	0.583	0.218	0.287	artičoka
article	0.594	0.280	0.481	článok
articles	0.552	0.324	0.565	články
articulate	0.677	0.462	0.618	artikulovať
articulation	0.479	0.480	0.591	artikulácia
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	umelosť
artificial	0.306	0.385	0.351	umelé
artillery	0.350	0.912	0.794	delostrelectvo
artisan	0.781	0.330	0.411	remeselník
artist	0.802	0.442	0.732	umelec
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	umelecký
artistry	0.823	0.346	0.769	umenie
artists	0.796	0.667	0.741	umelcov
artwork	0.896	0.368	0.679	umelecké dielo
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	ASAP
asbestos	0.357	0.481	0.464	azbest
ascend	0.830	0.620	0.812	stúpať
ascendancy	0.724	0.625	0.700	nadvláda
ascendant	0.656	0.673	0.821	ascendent
ascending	0.826	0.644	0.777	vzostupne
ascension	0.765	0.720	0.714	nanebovstúpenie
ascent	0.755	0.627	0.833	stúpanie
ascertain	0.560	0.530	0.625	zistiť
ascertained	0.531	0.529	0.616	zistené
ascetic	0.438	0.375	0.472	asketický
ash	0.260	0.210	0.207	popol
ashamed	0.156	0.588	0.228	hanbiť sa
ashes	0.327	0.279	0.142	popol
ashtray	0.406	0.382	0.265	popolník
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	opýtať sa
asleeep	0.490	0.210	0.322	spať
asleep	0.604	0.100	0.270	spí
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	špargľa
aspartame	0.469	0.480	0.322	aspartám
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekty
aspen	0.479	0.280	0.395	osika
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfyxia
asphyxiation	0.059	0.745	0.412	zadusenie
aspiration	0.704	0.724	0.675	ašpirácie
aspire	0.812	0.469	0.722	ašpirovať
aspirin	0.479	0.271	0.422	aspirín
aspiring	0.844	0.582	0.604	ctižiadostivý
ass	0.323	0.750	0.345	zadok
assail	0.378	0.510	0.500	napadnúť
assailant	0.184	0.868	0.602	útočník
assassin	0.073	0.933	0.632	vrah
assassinate	0.051	0.969	0.722	zavraždiť
assassination	0.083	0.941	0.525	atentát
assault	0.167	0.848	0.550	napadnutie
assay	0.633	0.559	0.594	test
assemblage	0.429	0.452	0.600	montáž
assemble	0.542	0.570	0.750	zostaviť
assembled	0.663	0.450	0.644	zostavené
assembly	0.698	0.500	0.640	zhromaždenie
assemblyman	0.430	0.538	0.760	montážnik
assent	0.615	0.515	0.719	súhlas
assert	0.750	0.619	0.809	tvrdiť
asserting	0.694	0.531	0.736	tvrdenie
assertion	0.740	0.442	0.750	tvrdenie
assertive	0.719	0.412	0.770	asertívny
assess	0.698	0.500	0.623	posúdiť
assessment	0.750	0.623	0.658	hodnotenie
assessor	0.551	0.538	0.764	posudzovateľ
asset	0.797	0.765	0.788	aktíva
assets	0.667	0.613	0.765	aktíva
asshole	0.133	0.582	0.263	kretén
assign	0.622	0.417	0.709	priradiť
assignee	0.510	0.462	0.510	nadobúdateľa
assignment	0.483	0.398	0.745	zadanie
assimilate	0.559	0.391	0.683	asimilovať
assimilation	0.429	0.378	0.463	asimilácia
assist	0.833	0.435	0.629	pomáhať
assistance	0.656	0.519	0.633	pomoc
assistant	0.625	0.390	0.536	asistent
associate	0.812	0.409	0.625	spoločník
association	0.745	0.500	0.817	združenia
assorted	0.602	0.460	0.472	najrôznejšie
assortment	0.694	0.360	0.526	sortiment
assuage	0.745	0.255	0.500	upokojiť
assume	0.698	0.401	0.464	predpokladať
assumed	0.612	0.247	0.454	predpokladané
assuming	0.740	0.390	0.526	za predpokladu
assumption	0.479	0.431	0.417	predpoklad
assurance	0.675	0.442	0.704	uistenie
assure	0.910	0.460	0.839	zabezpečiť
assured	0.878	0.327	0.754	sebaistý
assuredly	0.786	0.396	0.833	určite
asterisk	0.541	0.288	0.273	hviezdička
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidy
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatický
astigmatism	0.214	0.490	0.429	astigmatizmus
astonish	0.786	0.845	0.658	ohromiť
astonished	0.510	0.775	0.574	užasnutý
astonishing	0.844	0.802	0.821	zarážajúce
astonishingly	0.827	0.898	0.773	prekvapivo
astonishment	0.680	0.718	0.519	údiv
astound	0.729	0.675	0.474	ohromiť
astral	0.604	0.417	0.567	astrálne
astray	0.098	0.676	0.308	blúdiť
astringent	0.316	0.500	0.474	adstringentný
astrologer	0.594	0.519	0.673	astrológ
astrology	0.635	0.340	0.500	astrológia
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronóm
astronomical	0.600	0.632	0.726	astronomický
astronomy	0.613	0.474	0.722	astronómia
astute	0.776	0.658	0.827	bystrý
asunder	0.208	0.442	0.259	rozdeľovať
asylum	0.407	0.330	0.445	azyl
asymmetric	0.580	0.343	0.465	asymetrické
asymmetry	0.476	0.373	0.527	asymetria
asymptotic	0.479	0.451	0.472	asymptotické
atelier	0.490	0.330	0.705	ateliér
atheism	0.276	0.460	0.481	ateizmu
atheistic	0.373	0.481	0.466	ateistický
atherosclerosis	0.250	0.480	0.343	ateroskleróza
athlete	0.781	0.718	0.686	športovec
athletic	0.857	0.798	0.708	atletické
athleticism	0.750	0.863	0.778	atletika
athletics	0.831	0.691	0.740	Atletika
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosféru
atmospheric	0.531	0.420	0.594	atmosférický
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atóm
atomic	0.327	0.817	0.713	atómový
atone	0.418	0.673	0.411	odčiniť
atonement	0.550	0.602	0.683	zmierenie
atpeace	0.724	0.298	0.519	v mieri
atrium	0.469	0.365	0.473	átrium
atrocious	0.073	0.811	0.445	ukrutný
atrocity	0.115	0.844	0.593	zverstvo
atrophy	0.177	0.540	0.208	atrofia
attach	0.520	0.363	0.559	priložiť
attached	0.562	0.350	0.439	pripojený
attachment	0.570	0.343	0.500	príloha
attack	0.286	0.948	0.670	útok
attacker	0.185	0.962	0.629	útočník
attacking	0.276	0.837	0.642	útočiace
attain	0.806	0.510	0.719	dosiahnuť
attainable	0.760	0.500	0.759	dosiahnuteľné
attainment	0.830	0.520	0.940	dosiahnutie
attempt	0.625	0.491	0.431	pokus
attempted	0.594	0.580	0.567	pokúsil
attend	0.650	0.420	0.625	zúčastniť sa
attendance	0.812	0.500	0.592	dochádzka
attendant	0.580	0.365	0.519	sprievodca
attention	0.740	0.599	0.774	pozornosť
attentionseeker	0.367	0.745	0.457	záujemca o pozornosť
attentionseekers	0.531	0.673	0.500	hľadači pozornosti
attentive	0.812	0.520	0.724	pozorný
attenuate	0.408	0.302	0.429	utlmiť
attenuated	0.449	0.280	0.298	utlmený
attenuation	0.458	0.363	0.464	útlmu
attest	0.439	0.710	0.685	osvedčiť
attestation	0.234	0.635	0.500	atestácia
attic	0.521	0.259	0.377	podkrovie
attire	0.742	0.388	0.483	odev
attitude	0.760	0.644	0.861	postoj
attorney	0.600	0.594	0.754	advokát
attract	0.796	0.663	0.769	prilákať
attraction	0.906	0.774	0.712	príťažlivosť
attractive	0.906	0.630	0.769	atraktívne
attractiveness	0.938	0.667	0.755	príťažlivosti
attributable	0.704	0.430	0.527	pripisovateľné
attribute	0.781	0.439	0.795	atribút
attribution	0.646	0.467	0.658	pripisovanie
attrition	0.229	0.540	0.259	opotrebovanie
auburn	0.510	0.240	0.411	gaštanový
auction	0.594	0.702	0.519	aukcie
auctioneer	0.542	0.732	0.716	dražiteľ
audacious	0.740	0.875	0.825	drzý
audacity	0.760	0.755	0.916	drzosť
audible	0.673	0.370	0.462	počuteľný
audience	0.698	0.610	0.613	publikum
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	konkurz
auditions	0.740	0.765	0.596	konkurzy
auditor	0.582	0.571	0.726	audítor
auditorium	0.529	0.490	0.538	posluchárni
auditory	0.531	0.481	0.570	sluchové
aught	0.418	0.135	0.217	niečo
augment	0.650	0.683	0.645	zvýšiť
augmentation	0.714	0.613	0.850	augmentácia
august	0.652	0.292	0.462	august
aunt	0.667	0.291	0.420	teta
auntie	0.643	0.275	0.447	tetuška
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	polárna žiara
auspices	0.542	0.500	0.634	záštity
auspicious	0.562	0.635	0.669	priaznivé
austere	0.500	0.390	0.422	strohý
austerity	0.438	0.406	0.534	strohosť
authentic	0.885	0.510	0.782	autentické
authenticate	0.833	0.480	0.789	overiť
authentication	0.724	0.491	0.750	Overenie
authenticity	0.670	0.548	0.845	autentickosť
author	0.775	0.343	0.749	autora
authoritative	0.636	0.520	0.890	smerodajný
authority	0.592	0.592	0.934	autorita
authorization	0.521	0.567	0.817	autorizáciu
authorize	0.772	0.596	0.821	povoliť
authorized	0.760	0.458	0.815	autorizovaný
authorship	0.667	0.635	0.773	autorstvo
autism	0.235	0.500	0.447	autizmus
autistic	0.367	0.337	0.404	autista
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiografický
autobiography	0.735	0.284	0.629	autobiografiu
autocorrect	0.551	0.439	0.616	automatické opravy
autocratic	0.542	0.577	0.727	autokratický
autograph	0.735	0.565	0.473	autogram
autographed	0.781	0.620	0.625	podpísaný
