English Word	Valence	Arousal	Dominance	Kurdish-Kurmanji Word
anaphylactic	0.378	0.588	0.500	anafîlaktîk
anarchism	0.125	0.804	0.623	anarşîzm
anarchist	0.204	0.700	0.759	anarşîst
anarchy	0.146	0.755	0.620	anarşî
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatomîk
anatomy	0.562	0.390	0.571	enatomî
ancestor	0.592	0.388	0.594	pêşî
ancestral	0.640	0.481	0.750	bav û kalan
ancestry	0.708	0.519	0.717	bapîran
anchor	0.520	0.284	0.564	lenger
anchorage	0.500	0.325	0.639	lengergeh
ancient	0.420	0.217	0.439	kevnar
ancillary	0.449	0.442	0.278	alîkar
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdot
anemia	0.188	0.327	0.310	kêmxwînî
anemic	0.167	0.279	0.155	xwînkêmî
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	jarepûç
aneurysm	0.115	0.690	0.536	aneurîzma
anew	0.771	0.358	0.385	ji nû ve
angel	0.906	0.158	0.704	milyaket
angelic	0.927	0.298	0.668	melek
anger	0.167	0.865	0.657	hêrs
angered	0.010	0.860	0.547	hêrs kirin
angermanagement	0.260	0.632	0.482	angermanagement
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	anjîyografî
angle	0.541	0.330	0.455	qozî
angling	0.625	0.408	0.500	goşegirtinê
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	hêrstirîn
angry	0.122	0.830	0.604	hêrsbû
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	tengahî
anguished	0.135	0.720	0.307	xemgîn kirin
angular	0.449	0.281	0.444	goşeyî
anhydrous	0.456	0.365	0.355	bêhîd
animal	0.521	0.510	0.513	teba
animate	0.827	0.755	0.635	jîyandan
animated	0.823	0.676	0.538	anîmasyon kirin
animation	0.888	0.750	0.549	jayandarî
animosity	0.510	0.724	0.545	dijminatî
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	gûzok
anklet	0.410	0.276	0.302	anklet
annals	0.427	0.610	0.424	salnameyan
annex	0.594	0.350	0.458	xanîber
annexation	0.342	0.500	0.555	pêvekirin
annexe	0.584	0.350	0.392	pêvek
annihilate	0.115	0.918	0.681	qirkirin
annihilated	0.080	0.760	0.324	tine kirin
annihilation	0.041	0.800	0.591	qirkirinî
anniversary	0.880	0.770	0.723	salveger
annotate	0.592	0.469	0.441	annotate
annotation	0.604	0.470	0.619	annotation
announce	0.694	0.618	0.611	nasdayin
announcement	0.729	0.491	0.482	daxûyanî
announcer	0.602	0.570	0.732	ragihandinê
annoy	0.094	0.765	0.286	xûlîkirin
annoyance	0.167	0.718	0.342	hêrs
annoyed	0.104	0.783	0.345	aciz kirin
annoyin	0.260	0.573	0.352	aciz kirin
annoying	0.082	0.853	0.348	hêrsane
annoys	0.146	0.778	0.435	aciz dike
annual	0.552	0.236	0.500	yeksalî
annuity	0.521	0.304	0.527	salixdana
annul	0.250	0.448	0.364	rakirin
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	bişûndekişandinî
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	rûn kirin
anointing	0.653	0.350	0.547	rûnkirin
anomalous	0.281	0.480	0.423	anormal
anomaly	0.188	0.538	0.404	anomalî
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	nenasî
anonymous	0.396	0.291	0.431	bênav
anorexic	0.160	0.618	0.245	anoreksîk
answer	0.537	0.373	0.661	bersiv
answerable	0.708	0.481	0.750	berpisîyarî
answering	0.684	0.500	0.607	bersivandin
ant	0.448	0.216	0.216	gêrîk
antagonism	0.224	0.618	0.524	dijminatî
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonîst
antagonize	0.143	0.663	0.629	li dij şerkirin
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedent
antelope	0.542	0.510	0.500	xezal
antenna	0.521	0.327	0.358	antên
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	marş
anthill	0.327	0.578	0.377	girikê gêrîkan
anthology	0.338	0.406	0.537	antolojî
anthrax	0.188	0.730	0.500	antrax
anthropological	0.367	0.390	0.490	antropolojîk
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropolojî
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	dijfiroke
antibiotic	0.510	0.373	0.658	antîbîyotîk
antibiotics	0.448	0.406	0.557	antîbiyotîk
antichrist	0.082	0.837	0.544	antichrist
anticipate	0.622	0.469	0.667	payin
anticipation	0.698	0.539	0.711	payinî
anticipatory	0.653	0.551	0.682	bendewarî
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	dermanê li dijî tiştekî
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antîmon
antipathy	0.198	0.549	0.393	antîpatî
antiquarian	0.500	0.233	0.426	kevnar
antiquated	0.420	0.392	0.236	kevnar kirin
antique	0.634	0.290	0.518	kevnar
antiques	0.540	0.370	0.595	kevnar
antiquity	0.385	0.333	0.556	kevnedem
antiseptic	0.438	0.370	0.623	antîseptîk
antisocial	0.146	0.686	0.391	antîsosyal
antithesis	0.396	0.412	0.536	antîtez
antithetical	0.271	0.509	0.358	antîtetîk
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	qûn
anvil	0.380	0.510	0.604	hors
anxiety	0.146	0.865	0.342	meraq
anxietyattack	0.150	0.925	0.446	anxietyattack
anxious	0.281	0.875	0.434	meraqkirî
anxiousness	0.235	0.814	0.282	xemgînî
anytime	0.625	0.461	0.436	herdem
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortîk
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	mal
apartments	0.704	0.337	0.443	apartmanan
apathetic	0.188	0.292	0.333	apathetic
apathy	0.184	0.212	0.204	apatî
ape	0.548	0.389	0.336	meymûn
aperture	0.612	0.450	0.667	aperture
apex	0.570	0.433	0.418	serînî
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	her yek
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	borîne
apologist	0.406	0.429	0.526	lêborîn
apologize	0.551	0.378	0.389	borîxwestin
apology	0.571	0.346	0.402	borî
apostasy	0.388	0.520	0.517	apostasy
apostate	0.342	0.500	0.528	apostate
apostle	0.646	0.347	0.732	rêber
apostolic	0.592	0.300	0.717	şandî
apostrophe	0.469	0.368	0.537	tîpveqetok
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	tirsandin
appalling	0.160	0.827	0.415	xofane
apparatus	0.375	0.353	0.377	hacet
apparel	0.698	0.435	0.453	apparel
apparent	0.473	0.383	0.398	dîyare
apparently	0.531	0.410	0.426	qey
apparition	0.406	0.573	0.636	xuyanîbûn
appeal	0.663	0.598	0.558	lidijrabûn
appear	0.735	0.506	0.567	xûyabûn
appearance	0.669	0.490	0.534	xuyabûnî
appease	0.633	0.278	0.434	sivikkirin
appellant	0.327	0.588	0.568	appellant
append	0.573	0.464	0.453	pêvekirin
appendage	0.229	0.382	0.438	pêvek
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	apandîsît
appendix	0.365	0.387	0.425	revîyê kor
appetite	0.704	0.637	0.581	dilbijîn
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	dilşewatî
applaud	0.865	0.824	0.464	çepiklêdan
applause	0.953	0.857	0.621	çepik
apple	0.811	0.300	0.264	sêv
apple juice	0.765	0.204	0.294	ava sêvê
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	pêvdank
appliances	0.594	0.394	0.567	appliances
applicability	0.677	0.490	0.741	sepandin
applicable	0.469	0.430	0.667	lêtê
applicant	0.612	0.558	0.688	namzêd
application	0.646	0.445	0.726	bikaranînî
apply	0.612	0.321	0.667	bikaranîn
appoint	0.565	0.330	0.509	navkirin
appointment	0.688	0.594	0.547	binavkirî
appointments	0.745	0.677	0.625	randevûyan
apportion	0.677	0.490	0.638	dabeşkirin
apportionment	0.552	0.481	0.453	dabeşkirin
appraisal	0.417	0.667	0.682	qinetbirrînî
appraise	0.677	0.490	0.696	texmînkirin
appreciable	0.873	0.491	0.778	pejirandî
appreciate	0.885	0.422	0.741	rûmetdan
appreciated	0.910	0.434	0.779	nirxand
appreciates	0.765	0.500	0.656	dinirxîne
appreciation	0.917	0.529	0.588	rûmetdanî
appreciative	0.857	0.380	0.654	teqdîr
apprehend	0.521	0.624	0.696	girtin
apprehension	0.385	0.720	0.454	binçavkirinî
apprehensive	0.406	0.592	0.431	nerehet
apprentice	0.615	0.413	0.452	şagird
apprenticeship	0.812	0.482	0.643	dema şagirdîyê
approach	0.612	0.392	0.610	nêzîkbûhatinî
approaching	0.740	0.557	0.491	nêzîk dibin
approbate	0.646	0.590	0.860	pejirandin
approbation	0.792	0.529	0.774	pejirandin
appropriate	0.833	0.368	0.759	maqûl
appropriation	0.510	0.632	0.717	veqetandin
approval	0.854	0.460	0.889	qayilî
approve	0.875	0.548	0.741	destûrdan
approved	0.833	0.349	0.698	pejirandin
approvement	0.880	0.625	0.780	pejirandin
approving	0.917	0.583	0.773	pejirandin
approximate	0.551	0.560	0.520	nêzî
approximately	0.622	0.396	0.538	teqrîben
approximating	0.583	0.615	0.471	teqrîben
approximation	0.582	0.402	0.593	approximation
appurtenances	0.573	0.412	0.547	appurtenances
apricot	0.708	0.320	0.278	mişmiş
apron	0.582	0.208	0.245	pêşmal
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	jêhatî
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	kûzikê masîyan
aquatic	0.677	0.510	0.463	aquatic
aqueduct	0.551	0.411	0.534	pira lûlê avê
aqueous	0.429	0.270	0.310	avî
arable	0.510	0.350	0.465	çandinî
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	kêfî
arbitrate	0.470	0.620	0.682	lihevanîn
arbitration	0.587	0.602	0.670	lihevanînî
arbitrator	0.385	0.448	0.795	dad
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	taqa
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	taqa
archaeological	0.740	0.441	0.660	arkeolojîk
archaeologist	0.552	0.451	0.706	arkelog
archaeology	0.596	0.358	0.691	arkelojî
archaic	0.271	0.327	0.332	kevn
archangel	0.837	0.500	0.708	serek milyaket
archbishop	0.622	0.280	0.776	serpîskopos
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	kemerî
archer	0.573	0.622	0.661	tîrevan
archery	0.594	0.604	0.589	tîravêtin
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	girav
architect	0.776	0.442	0.836	mîmar
architectural	0.729	0.390	0.670	mîmarî
architecture	0.820	0.390	0.694	avakarî
archive	0.438	0.294	0.527	arşîv
arctic	0.615	0.352	0.546	arctic
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	dijwar
area	0.490	0.306	0.464	dewer
arena	0.510	0.235	0.404	şermeydan
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	tu dikî
areyoukiddingme	0.365	0.635	0.375	heneka dikin
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	şerkirin
argument	0.510	0.464	0.698	bersivk
argumentation	0.479	0.549	0.760	argumentkirin
argumentative	0.450	0.531	0.679	şerxwaz
arguments	0.541	0.602	0.657	argumentên
arid	0.323	0.333	0.379	hişk
arise	0.750	0.582	0.725	çêbûn
aristocracy	0.688	0.549	0.842	aristaniyê
aristocrat	0.583	0.413	0.811	arîstokrat
aristocratic	0.449	0.519	0.676	arîstokrat
arithmetic	0.453	0.460	0.634	riyazî
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	pîl
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	çekkirî
armaments	0.192	0.839	0.830	çekdarî
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	runiştok
armed	0.188	0.750	0.808	çekkirî
armor	0.469	0.625	0.784	çekdarî
armored	0.469	0.509	0.861	zirxî
armory	0.448	0.663	0.800	çekxane
armpit	0.283	0.439	0.250	binpî
arms	0.464	0.395	0.483	çek
army	0.417	0.759	0.902	artêş
aroma	0.823	0.235	0.442	tam
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	arousal
arouse	0.740	0.491	0.580	hişyarkirin
aroused	0.708	0.952	0.667	hejandin
arraignment	0.406	0.837	0.534	arraignment
arrange	0.740	0.490	0.571	lihevhatin
arranged	0.698	0.531	0.728	tertîb kirin
arrangement	0.625	0.382	0.683	ferman
array	0.521	0.396	0.568	rêzî
arrears	0.286	0.485	0.302	jibermayî
arrest	0.146	0.951	0.500	tewqîf
arrhythmia	0.265	0.706	0.356	arîtmî
arrival	0.678	0.510	0.474	hatinî
arrive	0.837	0.406	0.585	gihîştin
arrogance	0.143	0.750	0.620	pozbilindî
arrogant	0.115	0.755	0.580	pozbilind
arrow	0.439	0.390	0.454	tîr
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	embar
arsenic	0.281	0.472	0.447	arsenîk
arson	0.133	0.904	0.567	agirpêxistinî
arsonist	0.348	0.840	0.500	şewitandin
art	0.812	0.360	0.603	fen
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	tamar
artful	0.771	0.608	0.778	hunerî
arthritis	0.110	0.518	0.345	birîna mofirkan
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	tişt
articles	0.552	0.324	0.565	articles
articulate	0.677	0.462	0.618	vekirî axaftin
articulation	0.479	0.480	0.591	articulation
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	hunerî
artificial	0.306	0.385	0.351	fenî
artillery	0.350	0.912	0.794	topavêt
artisan	0.781	0.330	0.411	artisan
artist	0.802	0.442	0.732	Hunermend
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	hûnermendî
artistry	0.823	0.346	0.769	hunermendî
artists	0.796	0.667	0.741	hunermendan
artwork	0.896	0.368	0.679	hunerî
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	lêsiwarbûn
ascendancy	0.724	0.625	0.700	ascendency
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	hilkişin
ascension	0.765	0.720	0.714	hilkişîn
ascent	0.755	0.627	0.833	hilkişîn
ascertain	0.560	0.530	0.625	tespît kirin
ascertained	0.531	0.529	0.616	tesbît kirin
ascetic	0.438	0.375	0.472	asketî
ash	0.260	0.210	0.207	xwelî
ashamed	0.156	0.588	0.228	şermezar
ashes	0.327	0.279	0.142	ax
ashtray	0.406	0.382	0.265	xwelîdank
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	pirsîn
asleeep	0.490	0.210	0.322	di xew de
asleep	0.604	0.100	0.270	nivistî
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	qîvar
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspect
aspects	0.439	0.480	0.565	aliyên
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	fetisînî
aspiration	0.704	0.724	0.675	aspiration
aspire	0.812	0.469	0.722	aspire
aspirin	0.479	0.271	0.422	aspirîn
aspiring	0.844	0.582	0.604	aspiring
ass	0.323	0.750	0.345	ass
assail	0.378	0.510	0.500	êrîş kirin
assailant	0.184	0.868	0.602	êrîşkar
assassin	0.073	0.933	0.632	mêrkûj
assassinate	0.051	0.969	0.722	kûştin
assassination	0.083	0.941	0.525	mêrkûjî
assault	0.167	0.848	0.550	êriş
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	kombûn
assemble	0.542	0.570	0.750	berekirin
assembled	0.663	0.450	0.644	civandin
assembly	0.698	0.500	0.640	civîn
assemblyman	0.430	0.538	0.760	assemblyman
assent	0.615	0.515	0.719	razîbûn
assert	0.750	0.619	0.809	îddîakirin
asserting	0.694	0.531	0.736	îdîakirin
assertion	0.740	0.442	0.750	îddîa
assertive	0.719	0.412	0.770	bicî
assess	0.698	0.500	0.623	qîmetbirrîn
assessment	0.750	0.623	0.658	bellîkirinî
assessor	0.551	0.538	0.764	nirxandin
asset	0.797	0.765	0.788	asset
assets	0.667	0.613	0.765	tiştan
asshole	0.133	0.582	0.263	asshole
assign	0.622	0.417	0.709	cîrêdan
assignee	0.510	0.462	0.510	wezîfedar
assignment	0.483	0.398	0.745	danî
assimilate	0.559	0.391	0.683	asîmîle kirin
assimilation	0.429	0.378	0.463	asîmîlasyon
assist	0.833	0.435	0.629	alîkirin
assistance	0.656	0.519	0.633	alîkarî
assistant	0.625	0.390	0.536	alîkar
associate	0.812	0.409	0.625	şirîk
association	0.745	0.500	0.817	komel
assorted	0.602	0.460	0.472	tevlihev
assortment	0.694	0.360	0.526	tevlihevî
assuage	0.745	0.255	0.500	asuage
assume	0.698	0.401	0.464	gûmananîn
assumed	0.612	0.247	0.454	texmîn kirin
assuming	0.740	0.390	0.526	texmîn kirin
assumption	0.479	0.431	0.417	gumanî
assurance	0.675	0.442	0.704	sîxorte
assure	0.910	0.460	0.839	sîxortekirin
assured	0.878	0.327	0.754	piştrast kir
assuredly	0.786	0.396	0.833	bi guman
asterisk	0.541	0.288	0.273	stêrkok
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	bîntengî
asthmatic	0.229	0.706	0.294	astim
astigmatism	0.214	0.490	0.429	astigmatîzm
astonish	0.786	0.845	0.658	şaş kirin
astonished	0.510	0.775	0.574	matmayî man
astonishing	0.844	0.802	0.821	ecêb
astonishingly	0.827	0.898	0.773	ecêbmayî
astonishment	0.680	0.718	0.519	ecêbî
astound	0.729	0.675	0.474	şaşkirin
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	wendabûyî
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrologer
astrology	0.635	0.340	0.500	falzanî
astronaut	0.792	0.601	0.761	astronot
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomîkî
astronomy	0.613	0.474	0.722	stêrnasî
astute	0.776	0.658	0.827	astute
asunder	0.208	0.442	0.259	perçe kirin
asylum	0.407	0.330	0.445	penaberî
asymmetric	0.580	0.343	0.465	asimetrîk
asymmetry	0.476	0.373	0.527	asîmetrî
asymptotic	0.479	0.451	0.472	asîmptotîk
atelier	0.490	0.330	0.705	atolye
atheism	0.276	0.460	0.481	xwedênenasî
atheistic	0.373	0.481	0.466	ateîst
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	pêhlewan
athletic	0.857	0.798	0.708	athletic
athleticism	0.750	0.863	0.778	athleticism
athletics	0.831	0.691	0.740	atletîzm
atlas	0.531	0.306	0.554	erdkifşar
atmosphere	0.604	0.300	0.560	atmosfer
atmospheric	0.531	0.420	0.594	atmosferî
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomî
atone	0.418	0.673	0.411	tone
atonement	0.550	0.602	0.683	tonement
atpeace	0.724	0.298	0.519	aramî
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	hovane
atrocity	0.115	0.844	0.593	hovîtî
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	pêvcebirandin
attached	0.562	0.350	0.439	pêvekirî
attachment	0.570	0.343	0.500	pêvekirin
attack	0.286	0.948	0.670	êriş
attacker	0.185	0.962	0.629	êrîşkar
attacking	0.276	0.837	0.642	êrîş kirin
attain	0.806	0.510	0.719	bidestxistin
attainable	0.760	0.500	0.759	gihîştî
attainment	0.830	0.520	0.940	bidestxistin
attempt	0.625	0.491	0.431	ceribandinî
attempted	0.594	0.580	0.567	hewl da
attend	0.650	0.420	0.625	amadebûn
attendance	0.812	0.500	0.592	amadetî
attendant	0.580	0.365	0.519	rêheval
attention	0.740	0.599	0.774	baldarî
attentionseeker	0.367	0.745	0.457	baldarker
attentionseekers	0.531	0.673	0.500	baldaran
attentive	0.812	0.520	0.724	balane
attenuate	0.408	0.302	0.429	kêm kirin
attenuated	0.449	0.280	0.298	kêm kirin
attenuation	0.458	0.363	0.464	kêmbûn
attest	0.439	0.710	0.685	tesdîqkirin
attestation	0.234	0.635	0.500	tesdîqkirin
attic	0.521	0.259	0.377	banî
attire	0.742	0.388	0.483	cilan
attitude	0.760	0.644	0.861	rewş
attorney	0.600	0.594	0.754	parêzvan
attract	0.796	0.663	0.769	sorkirin
attraction	0.906	0.774	0.712	hêza kişînê
attractive	0.906	0.630	0.769	balkêş
attractiveness	0.938	0.667	0.755	balkêşbûn
attributable	0.704	0.430	0.527	binavkirin
attribute	0.781	0.439	0.795	taybetmendî
attribution	0.646	0.467	0.658	attribution
attrition	0.229	0.540	0.259	atrition
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	mazat
auctioneer	0.542	0.732	0.716	mezadkar
audacious	0.740	0.875	0.825	wêrek
audacity	0.760	0.755	0.916	audacity
audible	0.673	0.370	0.462	bihîstbar
audience	0.698	0.610	0.613	binêrevan
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	berçavkirina
audition	0.750	0.685	0.615	seh
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	jûra gûhdarîyê
auditory	0.531	0.481	0.570	guhdarî
aught	0.418	0.135	0.217	ough
augment	0.650	0.683	0.645	zêdekirin
augmentation	0.714	0.613	0.850	zêdekirin
august	0.652	0.292	0.462	Tebax
aunt	0.667	0.291	0.420	met
auntie	0.643	0.275	0.447	xalo
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspices
auspicious	0.562	0.635	0.669	bi xêr
austere	0.500	0.390	0.422	hişk
austerity	0.438	0.406	0.534	hişkbûn
authentic	0.885	0.510	0.782	rast
authenticate	0.833	0.480	0.789	tesdîqkirin
authentication	0.724	0.491	0.750	authentication
authenticity	0.670	0.548	0.845	rasteqînî
author	0.775	0.343	0.749	nivîskar
authoritative	0.636	0.520	0.890	desthilatdar
authority	0.592	0.592	0.934	erc
authorization	0.521	0.567	0.817	wekîlkirinî
authorize	0.772	0.596	0.821	ercdan
authorized	0.760	0.458	0.815	rayedar kirin
authorship	0.667	0.635	0.773	nivîskarî
autism	0.235	0.500	0.447	otîzmê
autistic	0.367	0.337	0.404	otîstîk
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	otobiyografîk
autobiography	0.735	0.284	0.629	autobiography
autocorrect	0.551	0.439	0.616	autocorrect
autocratic	0.542	0.577	0.727	otokratîk
autograph	0.735	0.565	0.473	destnîşan
autographed	0.781	0.620	0.625	autographed
automated	0.578	0.402	0.632	automated
automatic	0.562	0.433	0.664	otomatîkî
automobile	0.753	0.625	0.534	trombêl
automotive	0.656	0.520	0.577	automotive
autonomy	0.781	0.349	0.891	serxwebûnî
autopilot	0.594	0.462	0.632	otopîlot
autopsy	0.252	0.650	0.538	laşnerrînî
autumn	0.765	0.204	0.450	payiz
auxiliary	0.622	0.471	0.509	alîkar
avail	0.800	0.430	0.603	sûdmend
availability	0.796	0.544	0.600	berdestbûnî
available	0.844	0.356	0.623	berdeste
avalanche	0.265	0.915	0.683	şap
avarice	0.198	0.726	0.352	hovîtî
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	heyfgirtin
avenger	0.337	0.865	0.670	avenger
avenging	0.143	0.880	0.717	tolhildan
avenue	0.677	0.360	0.377	rêya fireh û nexkiri
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	navoser
aversation	0.582	0.442	0.432	aversation
averse	0.253	0.569	0.492	averse
averseness	0.296	0.606	0.528	averseness
