English Word	Valence	Arousal	Dominance	Chinese-Simplified Word
angular	0.449	0.281	0.444	有角度的
anhydrous	0.456	0.365	0.355	无水
animal	0.521	0.510	0.513	动物
animate	0.827	0.755	0.635	动画
animated	0.823	0.676	0.538	动画
animation	0.888	0.750	0.549	动画
animosity	0.510	0.724	0.545	敌意
animus	0.698	0.676	0.466	敌意
ankle	0.500	0.274	0.234	踝
anklet	0.410	0.276	0.302	脚链
annals	0.427	0.610	0.424	志
annex	0.594	0.350	0.458	附件
annexation	0.342	0.500	0.555	兼并
annexe	0.584	0.350	0.392	附件
annihilate	0.115	0.918	0.681	歼灭
annihilated	0.080	0.760	0.324	歼灭
annihilation	0.041	0.800	0.591	湮灭
anniversary	0.880	0.770	0.723	周年纪念日
annotate	0.592	0.469	0.441	注释
annotation	0.604	0.470	0.619	注解
announce	0.694	0.618	0.611	宣布
announcement	0.729	0.491	0.482	公告
announcer	0.602	0.570	0.732	播音员
annoy	0.094	0.765	0.286	惹恼
annoyance	0.167	0.718	0.342	烦恼
annoyed	0.104	0.783	0.345	恼火
annoyin	0.260	0.573	0.352	烦人
annoying	0.082	0.853	0.348	恼人的
annoys	0.146	0.778	0.435	惹恼了
annual	0.552	0.236	0.500	年度的
annuity	0.521	0.304	0.527	年金
annul	0.250	0.448	0.364	废止
annular	0.310	0.385	0.412	环状
annulment	0.153	0.375	0.447	废除
annulus	0.458	0.380	0.376	环
anointed	0.500	0.368	0.579	受膏
anointing	0.653	0.350	0.547	膏抹
anomalous	0.281	0.480	0.423	异常
anomaly	0.188	0.538	0.404	异常
anon	0.479	0.354	0.298	匿名
anonymity	0.469	0.255	0.430	匿名
anonymous	0.396	0.291	0.431	匿名的
anorexic	0.160	0.618	0.245	厌食症
answer	0.537	0.373	0.661	回答
answerable	0.708	0.481	0.750	可回答的
answering	0.684	0.500	0.607	接听
ant	0.448	0.216	0.216	蚂蚁
antagonism	0.224	0.618	0.524	对抗
antagonist	0.240	0.615	0.700	拮抗剂
antagonistic	0.296	0.604	0.565	敌对的
antagonize	0.143	0.663	0.629	对抗
ante	0.448	0.320	0.417	赌注
antecedent	0.427	0.551	0.566	先行者
antelope	0.542	0.510	0.500	羚羊
antenna	0.521	0.327	0.358	天线
anterior	0.510	0.245	0.362	前
anthem	0.780	0.343	0.729	国歌
anthill	0.327	0.578	0.377	垤
anthology	0.338	0.406	0.537	选集
anthrax	0.188	0.730	0.500	炭疽病
anthropological	0.367	0.390	0.490	人类学
anthropologist	0.551	0.385	0.725	人类学家
anthropology	0.490	0.367	0.582	人类学
anti	0.365	0.412	0.384	反对
antiaircraft	0.330	0.622	0.629	防空
antibiotic	0.510	0.373	0.658	抗生素
antibiotics	0.448	0.406	0.557	抗生素
antichrist	0.082	0.837	0.544	敌基督
anticipate	0.622	0.469	0.667	预料
anticipation	0.698	0.539	0.711	预期
anticipatory	0.653	0.551	0.682	预期的
antics	0.448	0.740	0.236	滑稽动作
antidote	0.541	0.490	0.629	解毒剂
antifungal	0.408	0.412	0.441	抗真菌药
antigravity	0.430	0.714	0.658	反重力
antimony	0.378	0.398	0.490	锑
antipathy	0.198	0.549	0.393	反感
antiquarian	0.500	0.233	0.426	古玩
antiquated	0.420	0.392	0.236	过时的
antique	0.634	0.290	0.518	古董
antiques	0.540	0.370	0.595	古董
antiquity	0.385	0.333	0.556	古代
antiseptic	0.438	0.370	0.623	防腐剂
antisocial	0.146	0.686	0.391	反社会
antithesis	0.396	0.412	0.536	对立
antithetical	0.271	0.509	0.358	对立的
antiviral	0.459	0.470	0.549	抗病毒物质
antler	0.448	0.470	0.500	鹿茸
antsy	0.449	0.558	0.417	坐立不安
anus	0.347	0.644	0.350	肛门
anvil	0.380	0.510	0.604	砧
anxiety	0.146	0.865	0.342	焦虑
anxietyattack	0.150	0.925	0.446	焦虑发作
anxious	0.281	0.875	0.434	焦虑的
anxiousness	0.235	0.814	0.282	焦虑
anytime	0.625	0.461	0.436	任何时候
aorta	0.448	0.510	0.542	主动脉
aortic	0.436	0.540	0.438	主动脉
apace	0.536	0.500	0.536	快速
apache	0.687	0.469	0.500	阿帕奇
apartment	0.719	0.393	0.580	公寓
apartments	0.704	0.337	0.443	公寓
apathetic	0.188	0.292	0.333	冷漠
apathy	0.184	0.212	0.204	冷漠
ape	0.548	0.389	0.336	猿
aperture	0.612	0.450	0.667	光圈
apex	0.570	0.433	0.418	顶尖
aphid	0.388	0.473	0.407	蚜
aphrodisiac	0.750	0.846	0.667	春药
apiece	0.439	0.259	0.383	一块
aplomb	0.500	0.509	0.582	沉着
apocalypse	0.050	0.867	0.736	启示录
apocalyptic	0.173	0.880	0.750	世界末日
apologetic	0.479	0.461	0.571	抱歉的
apologist	0.406	0.429	0.526	道歉者
apologize	0.551	0.378	0.389	道歉
apology	0.571	0.346	0.402	道歉
apostasy	0.388	0.520	0.517	叛教
apostate	0.342	0.500	0.528	背道者
apostle	0.646	0.347	0.732	使徒
apostolic	0.592	0.300	0.717	使徒的
apostrophe	0.469	0.368	0.537	撇号
apothecary	0.561	0.328	0.529	药剂师
appalled	0.194	0.792	0.562	震惊
appalling	0.160	0.827	0.415	骇人听闻
apparatus	0.375	0.353	0.377	仪器
apparel	0.698	0.435	0.453	服饰
apparent	0.473	0.383	0.398	明显的
apparently	0.531	0.410	0.426	显然
apparition	0.406	0.573	0.636	幻影
appeal	0.663	0.598	0.558	上诉
appear	0.735	0.506	0.567	出现
appearance	0.669	0.490	0.534	外貌
appease	0.633	0.278	0.434	安抚
appellant	0.327	0.588	0.568	上诉人
append	0.573	0.464	0.453	附加
appendage	0.229	0.382	0.438	附属物
appendectomy	0.177	0.670	0.554	阑尾切除术
appendicitis	0.031	0.640	0.347	阑尾炎
appendix	0.365	0.387	0.425	附录
appetite	0.704	0.637	0.581	食欲
appetizer	0.755	0.560	0.406	开胃菜
appetizing	0.806	0.657	0.688	开胃
applaud	0.865	0.824	0.464	鼓掌
applause	0.953	0.857	0.621	掌声
apple	0.811	0.300	0.264	苹果
apple juice	0.765	0.204	0.294	苹果汁
applejack	0.604	0.431	0.473	苹果白兰地
applesauce	0.750	0.167	0.291	苹果酱
appliance	0.582	0.453	0.538	器具
appliances	0.594	0.394	0.567	电器
applicability	0.677	0.490	0.741	适用性
applicable	0.469	0.430	0.667	适用的
applicant	0.612	0.558	0.688	申请人
application	0.646	0.445	0.726	应用
apply	0.612	0.321	0.667	申请
appoint	0.565	0.330	0.509	委
appointment	0.688	0.594	0.547	预约
appointments	0.745	0.677	0.625	约会
apportion	0.677	0.490	0.638	分摊
apportionment	0.552	0.481	0.453	分摊
appraisal	0.417	0.667	0.682	评价
appraise	0.677	0.490	0.696	评价
appreciable	0.873	0.491	0.778	可观的
appreciate	0.885	0.422	0.741	欣赏
appreciated	0.910	0.434	0.779	赞赏
appreciates	0.765	0.500	0.656	欣赏
appreciation	0.917	0.529	0.588	欣赏
appreciative	0.857	0.380	0.654	欣赏的
apprehend	0.521	0.624	0.696	逮捕
apprehension	0.385	0.720	0.454	顾虑
apprehensive	0.406	0.592	0.431	忧虑
apprentice	0.615	0.413	0.452	学徒
apprenticeship	0.812	0.482	0.643	学徒制
approach	0.612	0.392	0.610	方法
approaching	0.740	0.557	0.491	接近
approbate	0.646	0.590	0.860	认可
approbation	0.792	0.529	0.774	赞许
appropriate	0.833	0.368	0.759	合适的
appropriation	0.510	0.632	0.717	拨款
approval	0.854	0.460	0.889	赞同
approve	0.875	0.548	0.741	批准
approved	0.833	0.349	0.698	得到正式认可的
approvement	0.880	0.625	0.780	批准
approving	0.917	0.583	0.773	批准
approximate	0.551	0.560	0.520	近似
approximately	0.622	0.396	0.538	大约
approximating	0.583	0.615	0.471	近似
approximation	0.582	0.402	0.593	近似
appurtenances	0.573	0.412	0.547	附属物
apricot	0.708	0.320	0.278	杏
apron	0.582	0.208	0.245	围裙
apt	0.582	0.418	0.382	易于
aptitude	0.750	0.471	0.746	资质
aqua	0.656	0.292	0.359	水色
aquamarine	0.729	0.306	0.413	蓝晶
aquarium	0.663	0.327	0.393	水族馆
aquatic	0.677	0.510	0.463	水
aqueduct	0.551	0.411	0.534	渡槽
aqueous	0.429	0.270	0.310	水性
arable	0.510	0.350	0.465	耕地
arbiter	0.561	0.537	0.814	仲裁者
arbitrary	0.281	0.702	0.686	随意的
arbitrate	0.470	0.620	0.682	仲裁
arbitration	0.587	0.602	0.670	仲裁
arbitrator	0.385	0.448	0.795	仲裁人
arbor	0.583	0.490	0.591	乔木
arc	0.552	0.388	0.396	弧
arcade	0.676	0.521	0.502	拱廊
arcane	0.500	0.490	0.637	奥术
arch	0.500	0.354	0.468	拱
archaeological	0.740	0.441	0.660	考古学
archaeologist	0.552	0.451	0.706	考古学家
archaeology	0.596	0.358	0.691	考古学
archaic	0.271	0.327	0.332	古老
archangel	0.837	0.500	0.708	大天使
archbishop	0.622	0.280	0.776	大主教
archdiocese	0.400	0.321	0.704	总教区
archduke	0.458	0.413	0.634	大公
arched	0.582	0.403	0.398	拱形的
archer	0.573	0.622	0.661	射手
archery	0.594	0.604	0.589	射箭
archetype	0.448	0.520	0.569	原型
archipelago	0.745	0.370	0.592	群岛
architect	0.776	0.442	0.836	建筑师
architectural	0.729	0.390	0.670	建筑的
architecture	0.820	0.390	0.694	建筑学
archive	0.438	0.294	0.527	档案
arctic	0.615	0.352	0.546	北极
ardent	0.694	0.873	0.722	热心
ardor	0.500	0.780	0.538	热情
arduous	0.344	0.783	0.605	艰巨
area	0.490	0.306	0.464	区域
arena	0.510	0.235	0.404	竞技场
areola	0.417	0.396	0.381	乳晕
areyoukidding	0.429	0.633	0.400	你在开玩笑吗
areyoukiddingme	0.365	0.635	0.375	你在开玩笑吧
argent	0.594	0.418	0.472	银色
argh	0.260	0.538	0.328	啊啊啊
arghh	0.292	0.536	0.397	啊啊
arghhhh	0.250	0.618	0.324	啊啊啊
argue	0.093	0.798	0.525	争论
argument	0.510	0.464	0.698	争论
argumentation	0.479	0.549	0.760	论证
argumentative	0.450	0.531	0.679	争论的
arguments	0.541	0.602	0.657	论据
arid	0.323	0.333	0.379	干旱
arise	0.750	0.582	0.725	出现
aristocracy	0.688	0.549	0.842	贵族
aristocrat	0.583	0.413	0.811	贵族
aristocratic	0.449	0.519	0.676	贵族
arithmetic	0.453	0.460	0.634	算术
ark	0.396	0.427	0.543	方舟
arm	0.552	0.285	0.469	手臂
armada	0.408	0.740	0.868	舰队
armament	0.198	0.764	0.810	武器
armaments	0.192	0.839	0.830	军备
armature	0.510	0.558	0.755	衔铁
armchair	0.646	0.164	0.339	扶手椅
armed	0.188	0.750	0.808	武装
armor	0.469	0.625	0.784	盔甲
armored	0.469	0.509	0.861	装甲的
armory	0.448	0.663	0.800	军械库
armpit	0.283	0.439	0.250	腋窝
arms	0.464	0.395	0.483	武器
army	0.417	0.759	0.902	军队
aroma	0.823	0.235	0.442	香气
aromatherapy	0.847	0.220	0.473	芳香疗法
arousal	0.791	0.943	0.731	唤醒
arouse	0.740	0.491	0.580	引起
aroused	0.708	0.952	0.667	引起了
arraignment	0.406	0.837	0.534	传讯
arrange	0.740	0.490	0.571	安排
arranged	0.698	0.531	0.728	安排好的
arrangement	0.625	0.382	0.683	安排
array	0.521	0.396	0.568	大批
arrears	0.286	0.485	0.302	拖欠
arrest	0.146	0.951	0.500	逮捕
arrhythmia	0.265	0.706	0.356	心律失常
arrival	0.678	0.510	0.474	到达
arrive	0.837	0.406	0.585	到达
arrogance	0.143	0.750	0.620	傲慢
arrogant	0.115	0.755	0.580	傲慢的
arrow	0.439	0.390	0.454	箭
arsehole	0.276	0.598	0.433	混蛋
arseholes	0.188	0.545	0.351	混蛋
arsenal	0.365	0.741	0.752	兵工厂
arsenic	0.281	0.472	0.447	砷
arson	0.133	0.904	0.567	纵火
arsonist	0.348	0.840	0.500	纵火犯
art	0.812	0.360	0.603	艺术
arterial	0.396	0.510	0.583	动脉
artery	0.396	0.580	0.537	动脉
artful	0.771	0.608	0.778	巧
arthritis	0.110	0.518	0.345	关节炎
arthropod	0.344	0.464	0.434	节肢动物
artichoke	0.583	0.218	0.287	朝鲜蓟
article	0.594	0.280	0.481	文章
articles	0.552	0.324	0.565	文章
articulate	0.677	0.462	0.618	口齿伶俐
articulation	0.479	0.480	0.591	关节
artifact	0.510	0.500	0.566	人工制品
artifice	0.316	0.696	0.482	技巧
artificial	0.306	0.385	0.351	人造的
artillery	0.350	0.912	0.794	炮兵
artisan	0.781	0.330	0.411	工匠
artist	0.802	0.442	0.732	艺术家
artiste	0.844	0.512	0.565	艺人
artistic	0.802	0.646	0.632	艺术的
artistry	0.823	0.346	0.769	艺术性
artists	0.796	0.667	0.741	艺术家
artwork	0.896	0.368	0.679	艺术品
arty	0.490	0.422	0.388	附庸风雅
asap	0.571	0.500	0.552	尽快
asbestos	0.357	0.481	0.464	石棉
ascend	0.830	0.620	0.812	上升
ascendancy	0.724	0.625	0.700	优势
ascendant	0.656	0.673	0.821	上升的
ascending	0.826	0.644	0.777	上升
ascension	0.765	0.720	0.714	提升
ascent	0.755	0.627	0.833	上升
ascertain	0.560	0.530	0.625	探明
ascertained	0.531	0.529	0.616	确定
ascetic	0.438	0.375	0.472	苦行僧
ash	0.260	0.210	0.207	灰
ashamed	0.156	0.588	0.228	羞愧
ashes	0.327	0.279	0.142	骨灰
ashtray	0.406	0.382	0.265	烟灰缸
asinine	0.429	0.472	0.433	愚蠢
ask	0.531	0.440	0.459	问
asleeep	0.490	0.210	0.322	睡着了
asleep	0.604	0.100	0.270	睡着了
asp	0.438	0.489	0.375	ASP
asparagus	0.469	0.317	0.264	芦笋
aspartame	0.469	0.480	0.322	阿斯巴甜
aspect	0.479	0.469	0.588	方面
aspects	0.439	0.480	0.565	方面
aspen	0.479	0.280	0.395	白杨
asphalt	0.479	0.264	0.439	沥青
asphyxia	0.198	0.704	0.311	窒息
asphyxiation	0.059	0.745	0.412	窒息
aspiration	0.704	0.724	0.675	愿望
aspire	0.812	0.469	0.722	渴望
aspirin	0.479	0.271	0.422	阿司匹林
aspiring	0.844	0.582	0.604	有抱负的
ass	0.323	0.750	0.345	屁股
assail	0.378	0.510	0.500	攻击
assailant	0.184	0.868	0.602	袭击者
assassin	0.073	0.933	0.632	刺客
assassinate	0.051	0.969	0.722	暗杀
assassination	0.083	0.941	0.525	暗杀
assault	0.167	0.848	0.550	突击
assay	0.633	0.559	0.594	化验
assemblage	0.429	0.452	0.600	装配
assemble	0.542	0.570	0.750	集合
assembled	0.663	0.450	0.644	组装好的
assembly	0.698	0.500	0.640	部件
assemblyman	0.430	0.538	0.760	议员
assent	0.615	0.515	0.719	同意
assert	0.750	0.619	0.809	断言
asserting	0.694	0.531	0.736	断言
assertion	0.740	0.442	0.750	断言
assertive	0.719	0.412	0.770	断言的
assess	0.698	0.500	0.623	评估
assessment	0.750	0.623	0.658	评估
assessor	0.551	0.538	0.764	评估员
asset	0.797	0.765	0.788	资产
assets	0.667	0.613	0.765	资产
asshole	0.133	0.582	0.263	混蛋
assign	0.622	0.417	0.709	分配
assignee	0.510	0.462	0.510	受让人
assignment	0.483	0.398	0.745	任务
assimilate	0.559	0.391	0.683	吸收
assimilation	0.429	0.378	0.463	同化
assist	0.833	0.435	0.629	助攻
assistance	0.656	0.519	0.633	协助
assistant	0.625	0.390	0.536	助手
associate	0.812	0.409	0.625	联系
association	0.745	0.500	0.817	协会
assorted	0.602	0.460	0.472	什锦的
assortment	0.694	0.360	0.526	品种
assuage	0.745	0.255	0.500	缓和
assume	0.698	0.401	0.464	认为
assumed	0.612	0.247	0.454	假定
assuming	0.740	0.390	0.526	假设
assumption	0.479	0.431	0.417	假设
assurance	0.675	0.442	0.704	保证
assure	0.910	0.460	0.839	保证
assured	0.878	0.327	0.754	保证
assuredly	0.786	0.396	0.833	肯定
asterisk	0.541	0.288	0.273	星号
asteroid	0.430	0.721	0.623	小行星
asteroids	0.361	0.694	0.712	小行星
asthma	0.198	0.549	0.227	哮喘
asthmatic	0.229	0.706	0.294	哮喘
astigmatism	0.214	0.490	0.429	散光
astonish	0.786	0.845	0.658	震惊
astonished	0.510	0.775	0.574	吃惊
astonishing	0.844	0.802	0.821	惊人
astonishingly	0.827	0.898	0.773	惊人地
astonishment	0.680	0.718	0.519	惊讶
astound	0.729	0.675	0.474	震惊
astral	0.604	0.417	0.567	星体
astray	0.098	0.676	0.308	误入歧途
astringent	0.316	0.500	0.474	涩
astrologer	0.594	0.519	0.673	占星家
astrology	0.635	0.340	0.500	占星术
astronaut	0.792	0.601	0.761	宇航员
astronomer	0.750	0.509	0.735	天文学家
astronomical	0.600	0.632	0.726	天文
astronomy	0.613	0.474	0.722	天文学
astute	0.776	0.658	0.827	精明
asunder	0.208	0.442	0.259	分裂
asylum	0.407	0.330	0.445	庇护
asymmetric	0.580	0.343	0.465	不对称
asymmetry	0.476	0.373	0.527	不对称
asymptotic	0.479	0.451	0.472	渐近的
atelier	0.490	0.330	0.705	工作室
atheism	0.276	0.460	0.481	无神论
atheistic	0.373	0.481	0.466	无神论者
atherosclerosis	0.250	0.480	0.343	动脉粥样硬化
athlete	0.781	0.718	0.686	运动员
athletic	0.857	0.798	0.708	竞技
athleticism	0.750	0.863	0.778	运动能力
athletics	0.831	0.691	0.740	竞技
atlas	0.531	0.306	0.554	地图集
atmosphere	0.604	0.300	0.560	气氛
atmospheric	0.531	0.420	0.594	大气的
atoll	0.480	0.408	0.472	环礁
atom	0.510	0.500	0.433	原子
atomic	0.327	0.817	0.713	原子
atone	0.418	0.673	0.411	赎罪
atonement	0.550	0.602	0.683	赎罪
atpeace	0.724	0.298	0.519	内心安宁
atrium	0.469	0.365	0.473	中庭
atrocious	0.073	0.811	0.445	残暴
atrocity	0.115	0.844	0.593	暴行
atrophy	0.177	0.540	0.208	萎缩
attach	0.520	0.363	0.559	附
attached	0.562	0.350	0.439	随附的
attachment	0.570	0.343	0.500	附件
attack	0.286	0.948	0.670	攻击
attacker	0.185	0.962	0.629	攻击者
attacking	0.276	0.837	0.642	进攻
attain	0.806	0.510	0.719	达到
attainable	0.760	0.500	0.759	可达到的
attainment	0.830	0.520	0.940	素养
attempt	0.625	0.491	0.431	试图
attempted	0.594	0.580	0.567	尝试过
attend	0.650	0.420	0.625	参加
attendance	0.812	0.500	0.592	出席
attendant	0.580	0.365	0.519	服务员
attention	0.740	0.599	0.774	注意力
attentionseeker	0.367	0.745	0.457	关注者
attentionseekers	0.531	0.673	0.500	希望引人关注的人
attentive	0.812	0.520	0.724	细心
attenuate	0.408	0.302	0.429	衰减
attenuated	0.449	0.280	0.298	减弱的
attenuation	0.458	0.363	0.464	衰减
attest	0.439	0.710	0.685	证明
attestation	0.234	0.635	0.500	证明
attic	0.521	0.259	0.377	阁楼
attire	0.742	0.388	0.483	服装
attitude	0.760	0.644	0.861	态度
attorney	0.600	0.594	0.754	律师
attract	0.796	0.663	0.769	吸引
attraction	0.906	0.774	0.712	吸引力
attractive	0.906	0.630	0.769	吸引人的
attractiveness	0.938	0.667	0.755	吸引力
attributable	0.704	0.430	0.527	归属
attribute	0.781	0.439	0.795	属性
attribution	0.646	0.467	0.658	归因
attrition	0.229	0.540	0.259	减员
auburn	0.510	0.240	0.411	奥本
auction	0.594	0.702	0.519	拍卖
auctioneer	0.542	0.732	0.716	拍卖
audacious	0.740	0.875	0.825	大胆的
audacity	0.760	0.755	0.916	大胆
audible	0.673	0.370	0.462	听得见的
audience	0.698	0.610	0.613	观众
audio	0.709	0.425	0.370	声音的
audit	0.375	0.562	0.735	审计
audition	0.750	0.685	0.615	试镜
auditions	0.740	0.765	0.596	试镜
auditor	0.582	0.571	0.726	审计员
auditorium	0.529	0.490	0.538	礼堂
auditory	0.531	0.481	0.570	听觉
aught	0.418	0.135	0.217	什么都没有
augment	0.650	0.683	0.645	增加
augmentation	0.714	0.613	0.850	增强
august	0.652	0.292	0.462	八月
aunt	0.667	0.291	0.420	姨
auntie	0.643	0.275	0.447	阿姨
aura	0.760	0.333	0.500	光环
aurora	0.817	0.306	0.537	极光
auspices	0.542	0.500	0.634	主持
auspicious	0.562	0.635	0.669	吉祥
austere	0.500	0.390	0.422	严肃的
austerity	0.438	0.406	0.534	紧缩
authentic	0.885	0.510	0.782	真正的
authenticate	0.833	0.480	0.789	认证
authentication	0.724	0.491	0.750	验证
authenticity	0.670	0.548	0.845	真实性
author	0.775	0.343	0.749	作者
authoritative	0.636	0.520	0.890	权威性
authority	0.592	0.592	0.934	权威
authorization	0.521	0.567	0.817	授权
authorize	0.772	0.596	0.821	授权
authorized	0.760	0.458	0.815	授权
authorship	0.667	0.635	0.773	作者身份
autism	0.235	0.500	0.447	自闭症
autistic	0.367	0.337	0.404	自闭症
auto	0.571	0.569	0.500	汽车
autobiographical	0.909	0.462	0.582	自传
autobiography	0.735	0.284	0.629	自传
autocorrect	0.551	0.439	0.616	自动更正
autocratic	0.542	0.577	0.727	专制
autograph	0.735	0.565	0.473	签名
autographed	0.781	0.620	0.625	亲笔签名
automated	0.578	0.402	0.632	自动化
automatic	0.562	0.433	0.664	自动的
automobile	0.753	0.625	0.534	汽车
automotive	0.656	0.520	0.577	汽车
autonomy	0.781	0.349	0.891	自治
autopilot	0.594	0.462	0.632	自动驾驶仪
autopsy	0.252	0.650	0.538	尸检
autumn	0.765	0.204	0.450	秋天
auxiliary	0.622	0.471	0.509	辅助的
avail	0.800	0.430	0.603	利用
availability	0.796	0.544	0.600	可用性
available	0.844	0.356	0.623	可用的
avalanche	0.265	0.915	0.683	雪崩
avarice	0.198	0.726	0.352	贪婪
avatar	0.633	0.410	0.567	头像
avenge	0.073	0.867	0.559	报仇
avenger	0.337	0.865	0.670	复仇者
avenging	0.143	0.880	0.717	复仇
avenue	0.677	0.360	0.377	大街
aver	0.492	0.450	0.393	断言
average	0.684	0.280	0.455	平均
aversation	0.582	0.442	0.432	厌恶
averse	0.253	0.569	0.492	厌恶
averseness	0.296	0.606	0.528	厌恶
aversion	0.074	0.663	0.525	厌恶
avert	0.510	0.388	0.465	避免
aviary	0.500	0.360	0.467	鸟舍
aviation	0.708	0.646	0.741	航空
aviator	0.615	0.700	0.644	飞行员
avid	0.582	0.459	0.593	狂热的
avocado	0.677	0.255	0.287	牛油果
avoid	0.427	0.442	0.415	避免
avoidance	0.470	0.481	0.466	回避
avoiding	0.457	0.433	0.309	避免
await	0.448	0.264	0.276	等待
awake	0.667	0.469	0.741	苏醒
awaken	0.729	0.412	0.611	唤醒
awakening	0.745	0.500	0.618	唤醒
award	0.865	0.745	0.660	奖
awards	0.958	0.736	0.652	奖项
aware	0.656	0.340	0.770	知道的
awareness	0.684	0.422	0.810	意识
awe	0.469	0.740	0.300	敬畏
awed	0.364	0.774	0.361	敬畏
awesome	0.980	0.897	0.891	惊人的
awesomeness	0.917	0.647	0.927	真棒
awestruck	0.615	0.767	0.680	敬畏
awful	0.061	0.786	0.450	可怕
awkward	0.296	0.650	0.358	尴尬的
awkwardness	0.167	0.454	0.148	尴尬
awning	0.500	0.186	0.318	棚
awry	0.156	0.540	0.275	错了
axe	0.296	0.690	0.536	斧头
axial	0.458	0.278	0.491	轴向
axiom	0.439	0.441	0.583	公理
axiomatic	0.458	0.392	0.627	公理化的
axis	0.209	0.250	0.356	轴
axle	0.459	0.294	0.473	轴
ay	0.500	0.557	0.255	是的
aye	0.562	0.420	0.392	是的
azimuth	0.385	0.461	0.421	方位角
azure	0.620	0.256	0.339	天蓝色
babble	0.552	0.441	0.204	潺潺
babbling	0.396	0.418	0.241	胡说
babe	0.860	0.536	0.424	宝贝
baboon	0.357	0.410	0.429	狒狒
baby	0.837	0.365	0.455	婴儿
babysit	0.719	0.587	0.398	保姆
babysitter	0.656	0.415	0.408	保姆
baccalaureate	0.729	0.510	0.480	学士学位
baccarat	0.583	0.497	0.436	百家乐
bachelor	0.667	0.406	0.600	学士
bachelorette	0.735	0.780	0.465	未婚女子
back	0.438	0.353	0.336	背部
backboard	0.480	0.259	0.436	篮板
backbone	0.538	0.464	0.620	骨干
