English Word	Valence	Arousal	Dominance	Malayalam Word
alienation	0.378	0.530	0.462	അന്യവൽക്കരണം
alight	0.667	0.657	0.605	ഇറങ്ങുക
align	0.656	0.364	0.627	വിന്യസിക്കുക
aligned	0.583	0.275	0.553	വിന്യസിച്ചു
alignment	0.643	0.412	0.683	വിന്യാസം
alike	0.653	0.173	0.444	ഒരുപോലെ
alimentation	0.781	0.551	0.602	ഭക്ഷണക്രമം
alimony	0.612	0.477	0.464	ജീവനാംശം
aliquot	0.440	0.310	0.404	അലിക്വോട്ട്
alive	0.816	0.637	0.731	ജീവനോടെ
alkali	0.490	0.350	0.408	ക്ഷാരം
alkaloids	0.433	0.562	0.402	ആൽക്കലോയിഡുകൾ
allay	0.417	0.406	0.398	ഇളക്കുക
allegation	0.578	0.578	0.608	ആരോപണം
allege	0.418	0.482	0.587	ആരോപിക്കുന്നു
alleged	0.365	0.522	0.520	ആരോപിച്ചു
allegiance	0.917	0.398	0.750	വിധേയത്വം
allegorical	0.517	0.558	0.598	സാങ്കൽപ്പിക
allegory	0.615	0.580	0.509	ഉപമ
allegro	0.635	0.627	0.453	അല്ലെഗ്രോ
allergic	0.135	0.549	0.273	അലർജി
allergy	0.296	0.606	0.389	അലർജി
alleviate	0.869	0.270	0.528	ലഘൂകരിക്കുക
alleviation	0.735	0.200	0.491	ലഘൂകരണം
alley	0.347	0.500	0.355	ഇടവഴി
alleyway	0.357	0.471	0.382	ഇടവഴി
alliance	0.696	0.473	0.769	സഖ്യം
allied	0.714	0.245	0.642	സഖ്യകക്ഷി
alligator	0.354	0.704	0.645	ചീങ്കണ്ണി
allocate	0.673	0.462	0.672	നീക്കിവയ്ക്കുക
allocation	0.604	0.388	0.679	വിഹിതം
allot	0.622	0.481	0.616	അനുവദിക്കുക
allotment	0.600	0.390	0.640	വിഹിതം
allow	0.698	0.429	0.538	അനുവദിക്കുക
allowable	0.698	0.500	0.561	അനുവദനീയം
allowance	0.673	0.382	0.591	അലവൻസ്
allowed	0.730	0.360	0.655	അനുവദിച്ചു
alloy	0.583	0.443	0.593	ലോഹക്കൂട്ട്
allsmiles	0.786	0.528	0.430	പുഞ്ചിരിക്കുന്നു
allure	0.804	0.585	0.686	വശീകരിക്കൽ
alluring	0.837	0.745	0.843	വശീകരിക്കുന്ന
allusion	0.440	0.308	0.462	സൂചന
alluvial	0.323	0.490	0.491	വഴുവഴുപ്പ്
ally	0.792	0.320	0.688	സഖ്യകക്ഷി
almanac	0.688	0.190	0.412	പഞ്ചഭൂതം
almighty	0.938	0.874	0.958	സർവ്വശക്തൻ
almond	0.698	0.183	0.314	ബദാം
aloft	0.771	0.373	0.700	ഉയരത്തിൽ
aloha	0.698	0.440	0.441	അലോഹ
alone	0.333	0.167	0.216	ഒറ്റയ്ക്ക്
alongside	0.458	0.333	0.347	കൂടെ
aloof	0.189	0.423	0.302	അകന്ന
aloud	0.458	0.713	0.750	ഉച്ചത്തിൽ
alpha	0.708	0.340	0.755	ആൽഫ
alphabet	0.562	0.204	0.672	അക്ഷരമാല
alphabetical	0.537	0.296	0.535	അക്ഷരമാലാക്രമം
alpine	0.594	0.337	0.474	ആൽപൈൻ
alreadyyyyy	0.592	0.717	0.351	ഇതിനകംyyyy
altar	0.724	0.387	0.635	അൾത്താര
altar boy	0.434	0.206	0.350	അൾത്താര ബാലൻ
alter	0.333	0.694	0.654	മാറ്റുക
alteration	0.167	0.798	0.609	മാറ്റം
altercation	0.170	0.806	0.500	വഴക്ക്
altered	0.255	0.765	0.500	മാറ്റി
alternate	0.625	0.363	0.589	ഏകാന്തരക്രമത്തിൽ
alternating	0.480	0.494	0.542	മാറിമാറി
alternative	0.628	0.373	0.631	ബദൽ
altimeter	0.615	0.510	0.580	ആൾട്ടിമീറ്റർ
altitude	0.708	0.482	0.736	ഉയരം
alto	0.656	0.404	0.730	alto
altogether	0.833	0.324	0.644	മൊത്തത്തിൽ
aluminum	0.449	0.280	0.434	അലുമിനിയം
alumnus	0.633	0.368	0.422	പൂർവ്വ വിദ്യാർത്ഥി
alveolar	0.469	0.481	0.367	ആൽവിയോളാർ
alzheimers	0.194	0.518	0.319	അൽഷിമേഴ്സ്
amalgam	0.438	0.333	0.510	സംയോജനം
amalgamation	0.406	0.470	0.531	സംയോജനം
amaretto	0.543	0.551	0.375	അമരെറ്റോ
amass	0.552	0.465	0.465	ശേഖരിക്കുക
amateur	0.469	0.500	0.409	അമച്വർ
amaze	0.896	0.843	0.783	വിസ്മയിപ്പിക്കുക
amazed	0.796	0.779	0.533	ആശ്ചര്യപ്പെട്ടു
amazedness	0.827	0.872	0.510	ആശ്ചര്യം
amazement	0.750	0.800	0.639	വിസ്മയം
amazing	0.906	0.837	0.849	അത്ഭുതകരമായ
amazingly	0.918	0.765	0.920	അത്ഭുതകരമായി
ambassador	0.651	0.529	0.917	അംബാസഡർ
amber	0.635	0.308	0.369	ആമ്പൽ
ambience	0.735	0.356	0.426	അന്തരീക്ഷം
ambient	0.625	0.360	0.582	പരിസരം
ambiguity	0.164	0.460	0.370	അവ്യക്തത
ambiguous	0.265	0.462	0.358	അവ്യക്തമായ
ambit	0.479	0.380	0.386	പരിധി
ambition	0.510	0.804	0.661	അഭിലാഷം
ambitious	0.484	0.821	0.717	അതിമോഹമുള്ള
ambivalent	0.510	0.404	0.482	ഉഭയകക്ഷി
ambrosia	0.571	0.452	0.480	അംബ്രോസിയ
ambulance	0.500	0.750	0.609	ആംബുലന്സ്
ambush	0.281	0.830	0.500	പതിയിരിപ്പ്
ameliorate	0.770	0.548	0.747	മെച്ചപ്പെടുത്തുക
amen	0.781	0.182	0.542	ആമേൻ
amenable	0.448	0.410	0.406	അനുകൂലമായ
amend	0.688	0.406	0.658	ഭേദഗതി ചെയ്യുക
amendment	0.531	0.459	0.606	ഭേദഗതി
amends	0.640	0.366	0.517	തിരുത്തുന്നു
amenity	0.750	0.327	0.574	സൗകര്യം
amethyst	0.622	0.406	0.517	വൈഡൂര്യം
amiable	0.847	0.290	0.483	സൗഹാർദ്ദപരമായ
amicable	0.875	0.330	0.507	സൗഹാർദ്ദപരമായ
amid	0.510	0.340	0.256	നടുവിൽ
amidst	0.480	0.330	0.316	നടുവിൽ
amino	0.551	0.402	0.433	അമിനോ
ammo	0.323	0.765	0.621	വെടിമരുന്ന്
ammonia	0.292	0.587	0.409	അമോണിയ
ammonium	0.354	0.396	0.368	അമോണിയം
ammunition	0.338	0.635	0.667	വെടിമരുന്ന്
amnesia	0.296	0.330	0.308	ഓർമ്മക്കുറവ്
amnesty	0.551	0.451	0.814	പൊതുമാപ്പ്
amorous	0.844	0.670	0.636	കാമുകൻ
amorphous	0.327	0.402	0.349	രൂപരഹിതമായ
amortization	0.592	0.491	0.522	പണമടയ്ക്കൽ
amount	0.562	0.422	0.649	തുക
amour	0.865	0.480	0.652	കാമുകൻ
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ആംപേഴ്സൻഡ്
amphetamines	0.133	0.667	0.526	ആംഫെറ്റാമൈനുകൾ
amphibian	0.427	0.357	0.474	ഉഭയജീവി
amphibious	0.479	0.346	0.445	ഉഭയജീവികൾ
amphitheater	0.653	0.480	0.545	ആംഫി തിയേറ്റർ
ample	0.744	0.349	0.719	മതിയാവോളമുള്ള
amplification	0.690	0.677	0.810	ആംപ്ലിഫിക്കേഷൻ
amplify	0.677	0.735	0.827	വർദ്ധിപ്പിക്കുക
amplitude	0.694	0.439	0.692	വ്യാപ്തി
amply	0.781	0.431	0.766	വിപുലമായ
amputate	0.092	0.660	0.509	ഛേദിക്കുക
amputation	0.100	0.755	0.483	ഛേദിക്കൽ
amuck	0.385	0.602	0.321	അമുക്ക്
amulet	0.781	0.260	0.630	അമ്യൂലറ്റ്
amuse	0.812	0.684	0.664	രസിപ്പിക്കുക
amused	0.942	0.847	0.596	രസിപ്പിച്ചു
amusement	0.929	0.837	0.803	അമ്യൂസ്മെന്റ്
amusing	0.960	0.829	0.632	രസകരം
ana	0.541	0.300	0.314	അന
anaconda	0.146	0.830	0.540	അനക്കോണ്ട
anaesthesia	0.350	0.217	0.473	അബോധാവസ്ഥ
anaesthetic	0.449	0.268	0.509	അനസ്തെറ്റിക്
anagram	0.552	0.327	0.449	അനഗ്രാം
anal	0.333	0.798	0.334	മലദ്വാരം
analgesic	0.417	0.321	0.441	വേദനസംഹാരിയായ
analogous	0.531	0.270	0.500	സാദൃശ്യമുള്ള
analogue	0.570	0.320	0.446	അനലോഗ്
analogy	0.510	0.367	0.509	സാദൃശ്യം
analysis	0.729	0.448	0.705	വിശകലനം
analyst	0.604	0.415	0.755	അനലിസ്റ്റ്
analytic	0.665	0.521	0.634	അനലിറ്റിക്
analytical	0.625	0.324	0.800	വിശകലനാത്മകമായ
analyze	0.667	0.462	0.710	വിശകലനം ചെയ്യുക
analyzer	0.625	0.556	0.854	അനലൈസർ
anaphylactic	0.378	0.588	0.500	അനാഫൈലക്റ്റിക്
anarchism	0.125	0.804	0.623	അരാജകത്വം
anarchist	0.204	0.700	0.759	അരാജകവാദി
anarchy	0.146	0.755	0.620	അരാജകത്വം
anastomosis	0.375	0.470	0.490	അനസ്തോമോസിസ്
anathema	0.286	0.490	0.519	അനാഥത്വം
anatomic	0.562	0.442	0.546	ശരീരഘടന
anatomy	0.562	0.390	0.571	ശരീരഘടന
ancestor	0.592	0.388	0.594	പൂർവ്വികൻ
ancestral	0.640	0.481	0.750	പൂർവ്വികർ
ancestry	0.708	0.519	0.717	വംശപരമ്പര
anchor	0.520	0.284	0.564	ആങ്കർ
anchorage	0.500	0.325	0.639	നങ്കൂരമിടുക
ancient	0.420	0.217	0.439	പുരാതനമായ
ancillary	0.449	0.442	0.278	അനുബന്ധ
androgen	0.255	0.523	0.527	ആൻഡ്രോജൻ
android	0.663	0.436	0.500	ആൻഡ്രോയിഡ്
anecdote	0.583	0.529	0.500	ഉപകഥ
anemia	0.188	0.327	0.310	വിളർച്ച
anemic	0.167	0.279	0.155	വിളർച്ച
anemone	0.552	0.538	0.327	അനമൺ
anesthesia	0.365	0.216	0.394	അബോധാവസ്ഥ
anesthesiologist	0.419	0.224	0.526	അനസ്തേഷ്യോളജിസ്റ്റ്
anesthetic	0.350	0.264	0.482	അനസ്തെറ്റിക്
aneurysm	0.115	0.690	0.536	അനൂറിസം
anew	0.771	0.358	0.385	പുതുതായി
angel	0.906	0.158	0.704	മാലാഖ
angelic	0.927	0.298	0.668	മാലാഖ
anger	0.167	0.865	0.657	കോപം
angered	0.010	0.860	0.547	ദേഷ്യപ്പെട്ടു
angermanagement	0.260	0.632	0.482	ദേഷ്യം മാനേജ്മെന്റ്
angina	0.230	0.630	0.464	ആൻജീന
angiogram	0.347	0.520	0.465	ആൻജിയോഗ്രാം
angiography	0.378	0.536	0.520	ആൻജിയോഗ്രാഫി
angle	0.541	0.330	0.455	കോൺ
angling	0.625	0.408	0.500	ചൂണ്ടയിടൽ
angora	0.529	0.425	0.405	അംഗോറ
angriest	0.094	0.892	0.430	കോപാകുലനായ
angry	0.122	0.830	0.604	ദേഷ്യം
angrytweet	0.265	0.644	0.471	ദേഷ്യം ട്വീറ്റ്
angst	0.167	0.888	0.333	ഉത്കണ്ഠ
anguish	0.153	0.792	0.265	വേദന
anguished	0.135	0.720	0.307	വ്യസനിച്ചു
angular	0.449	0.281	0.444	കോണാകൃതിയിലുള്ള
anhydrous	0.456	0.365	0.355	ജലരഹിതമായ
animal	0.521	0.510	0.513	മൃഗം
animate	0.827	0.755	0.635	ആനിമേറ്റ് ചെയ്യുക
animated	0.823	0.676	0.538	ആനിമേറ്റഡ്
animation	0.888	0.750	0.549	ആനിമേഷൻ
animosity	0.510	0.724	0.545	ശത്രുത
animus	0.698	0.676	0.466	ജീവാത്മാവ്
ankle	0.500	0.274	0.234	കണങ്കാല്
anklet	0.410	0.276	0.302	കൊലുസ്
annals	0.427	0.610	0.424	വാർഷികങ്ങൾ
annex	0.594	0.350	0.458	അനുബന്ധം
annexation	0.342	0.500	0.555	കൂട്ടിച്ചേർക്കൽ
annexe	0.584	0.350	0.392	അനുബന്ധം
annihilate	0.115	0.918	0.681	ഉന്മൂലനം ചെയ്യുക
annihilated	0.080	0.760	0.324	ഉന്മൂലനം ചെയ്തു
annihilation	0.041	0.800	0.591	ഉന്മൂലനം
anniversary	0.880	0.770	0.723	വാർഷികം
annotate	0.592	0.469	0.441	വ്യാഖ്യാനിക്കുക
annotation	0.604	0.470	0.619	വ്യാഖ്യാനം
announce	0.694	0.618	0.611	പ്രഖ്യാപിക്കുക
announcement	0.729	0.491	0.482	പ്രഖ്യാപനം
announcer	0.602	0.570	0.732	അനൗൺസർ
annoy	0.094	0.765	0.286	ശല്യപ്പെടുത്തുക
annoyance	0.167	0.718	0.342	ശല്യം
annoyed	0.104	0.783	0.345	അലോസരപ്പെടുത്തി
annoyin	0.260	0.573	0.352	ശല്യപ്പെടുത്തുന്നു
annoying	0.082	0.853	0.348	ശല്യപ്പെടുത്തുന്ന
annoys	0.146	0.778	0.435	ശല്യപ്പെടുത്തുന്നു
annual	0.552	0.236	0.500	വാർഷിക
annuity	0.521	0.304	0.527	വാർഷികം
annul	0.250	0.448	0.364	അസാധുവാക്കുക
annular	0.310	0.385	0.412	വൃത്താകൃതിയിലുള്ള
annulment	0.153	0.375	0.447	അസാധുവാക്കൽ
annulus	0.458	0.380	0.376	വാർഷികം
anointed	0.500	0.368	0.579	അഭിഷേകം ചെയ്തു
anointing	0.653	0.350	0.547	അഭിഷേകം
anomalous	0.281	0.480	0.423	അസാധാരണമായ
anomaly	0.188	0.538	0.404	അപാകത
anon	0.479	0.354	0.298	അനോൺ
anonymity	0.469	0.255	0.430	അജ്ഞാതത്വം
anonymous	0.396	0.291	0.431	അജ്ഞാതൻ
anorexic	0.160	0.618	0.245	അനോറെക്സിക്
answer	0.537	0.373	0.661	ഉത്തരം
answerable	0.708	0.481	0.750	ഉത്തരം നൽകാവുന്ന
answering	0.684	0.500	0.607	ഉത്തരം നൽകുന്നു
ant	0.448	0.216	0.216	ഉറുമ്പ്
antagonism	0.224	0.618	0.524	വിരോധം
antagonist	0.240	0.615	0.700	എതിരാളി
antagonistic	0.296	0.604	0.565	വിരുദ്ധമായ
antagonize	0.143	0.663	0.629	എതിർക്കുക
ante	0.448	0.320	0.417	മുൻ
antecedent	0.427	0.551	0.566	മുൻഗാമി
antelope	0.542	0.510	0.500	ഉറുമ്പ്
antenna	0.521	0.327	0.358	ആന്റിന
anterior	0.510	0.245	0.362	മുൻഭാഗം
anthem	0.780	0.343	0.729	ദേശീയഗാനം
anthill	0.327	0.578	0.377	ഉറുമ്പ്
anthology	0.338	0.406	0.537	സമാഹാരം
anthrax	0.188	0.730	0.500	ആന്ത്രാക്സ്
anthropological	0.367	0.390	0.490	നരവംശശാസ്ത്രം
anthropologist	0.551	0.385	0.725	നരവംശശാസ്ത്രജ്ഞൻ
anthropology	0.490	0.367	0.582	നരവംശശാസ്ത്രം
anti	0.365	0.412	0.384	വിരുദ്ധ
antiaircraft	0.330	0.622	0.629	വിമാനവിരുദ്ധ
antibiotic	0.510	0.373	0.658	ആന്റിബയോട്ടിക്
antibiotics	0.448	0.406	0.557	ആൻറിബയോട്ടിക്കുകൾ
antichrist	0.082	0.837	0.544	എതിർക്രിസ്തു
anticipate	0.622	0.469	0.667	പ്രതീക്ഷിക്കുക
anticipation	0.698	0.539	0.711	പ്രതീക്ഷ
anticipatory	0.653	0.551	0.682	മുൻകൂർ
antics	0.448	0.740	0.236	ചേഷ്ടകൾ
antidote	0.541	0.490	0.629	മറുമരുന്ന്
antifungal	0.408	0.412	0.441	ആന്റിഫംഗൽ
antigravity	0.430	0.714	0.658	ആന്റിഗ്രാവിറ്റി
antimony	0.378	0.398	0.490	ആന്റിമണി
antipathy	0.198	0.549	0.393	വിരോധം
antiquarian	0.500	0.233	0.426	പുരാതന
antiquated	0.420	0.392	0.236	പഴകിയ
antique	0.634	0.290	0.518	പുരാതനമായ
antiques	0.540	0.370	0.595	പുരാതന വസ്തുക്കൾ
antiquity	0.385	0.333	0.556	പുരാതനകാലം
antiseptic	0.438	0.370	0.623	ആന്റിസെപ്റ്റിക്
antisocial	0.146	0.686	0.391	സാമൂഹ്യവിരുദ്ധ
antithesis	0.396	0.412	0.536	വിരുദ്ധത
antithetical	0.271	0.509	0.358	വിരുദ്ധമായ
antiviral	0.459	0.470	0.549	ആൻറിവൈറൽ
antler	0.448	0.470	0.500	കൊമ്പ്
antsy	0.449	0.558	0.417	ഉറുമ്പുകൾ
anus	0.347	0.644	0.350	മലദ്വാരം
anvil	0.380	0.510	0.604	ആൻവിൽ
anxiety	0.146	0.865	0.342	ഉത്കണ്ഠ
anxietyattack	0.150	0.925	0.446	ഉത്കണ്ഠാ ആക്രമണം
anxious	0.281	0.875	0.434	ഉത്കണ്ഠാജനകമായ
anxiousness	0.235	0.814	0.282	ഉത്കണ്ഠ
anytime	0.625	0.461	0.436	ഏതുസമയത്തും
aorta	0.448	0.510	0.542	അയോർട്ട
aortic	0.436	0.540	0.438	അയോർട്ടിക്
apace	0.536	0.500	0.536	വേഗതയുള്ള
apache	0.687	0.469	0.500	അപ്പാച്ചെ
apartment	0.719	0.393	0.580	അപ്പാർട്ട്മെന്റ്
apartments	0.704	0.337	0.443	അപ്പാർട്ടുമെന്റുകൾ
apathetic	0.188	0.292	0.333	നിസ്സംഗത
apathy	0.184	0.212	0.204	നിസ്സംഗത
ape	0.548	0.389	0.336	കുരങ്ങൻ
aperture	0.612	0.450	0.667	അപ്പേർച്ചർ
apex	0.570	0.433	0.418	അഗ്രം
aphid	0.388	0.473	0.407	മുഞ്ഞ
aphrodisiac	0.750	0.846	0.667	കാമഭ്രാന്തൻ
apiece	0.439	0.259	0.383	ഒരു കഷ്ണം
aplomb	0.500	0.509	0.582	ദയനീയം
apocalypse	0.050	0.867	0.736	അപ്പോക്കലിപ്സ്
apocalyptic	0.173	0.880	0.750	അപ്പോക്കലിപ്റ്റിക്
apologetic	0.479	0.461	0.571	ക്ഷമാപണം
apologist	0.406	0.429	0.526	ക്ഷമാപണക്കാരൻ
apologize	0.551	0.378	0.389	ക്ഷമയാചിക്കുക
apology	0.571	0.346	0.402	ക്ഷമാപണം
apostasy	0.388	0.520	0.517	വിശ്വാസത്യാഗം
