English Word	Valence	Arousal	Dominance	Slovenian Word
anatomic	0.562	0.442	0.546	anatomski
anatomy	0.562	0.390	0.571	anatomija
ancestor	0.592	0.388	0.594	prednik
ancestral	0.640	0.481	0.750	prednikov
ancestry	0.708	0.519	0.717	predniki
anchor	0.520	0.284	0.564	sidro
anchorage	0.500	0.325	0.639	sidrišče
ancient	0.420	0.217	0.439	starodavni
ancillary	0.449	0.442	0.278	Pomožni
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdota
anemia	0.188	0.327	0.310	slabokrvnost
anemic	0.167	0.279	0.155	anemična
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anestezija
anesthesiologist	0.419	0.224	0.526	anesteziolog
anesthetic	0.350	0.264	0.482	anestetik
aneurysm	0.115	0.690	0.536	anevrizma
anew	0.771	0.358	0.385	na novo
angel	0.906	0.158	0.704	angel
angelic	0.927	0.298	0.668	angelski
anger	0.167	0.865	0.657	jeza
angered	0.010	0.860	0.547	jezen
angermanagement	0.260	0.632	0.482	upravljanje jeze
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografija
angle	0.541	0.330	0.455	kota
angling	0.625	0.408	0.500	ribištvo
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	najbolj jezen
angry	0.122	0.830	0.604	jezen
angrytweet	0.265	0.644	0.471	jezen tweet
angst	0.167	0.888	0.333	tesnoba
anguish	0.153	0.792	0.265	bojazen
anguished	0.135	0.720	0.307	užaljen
angular	0.449	0.281	0.444	kotni
anhydrous	0.456	0.365	0.355	brezvodni
animal	0.521	0.510	0.513	žival
animate	0.827	0.755	0.635	animirati
animated	0.823	0.676	0.538	animirani
animation	0.888	0.750	0.549	animacija
animosity	0.510	0.724	0.545	sovražnost
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	gleženj
anklet	0.410	0.276	0.302	gleženj
annals	0.427	0.610	0.424	anali
annex	0.594	0.350	0.458	priloga
annexation	0.342	0.500	0.555	priključitev
annexe	0.584	0.350	0.392	aneks
annihilate	0.115	0.918	0.681	izničiti
annihilated	0.080	0.760	0.324	izničen
annihilation	0.041	0.800	0.591	izničenje
anniversary	0.880	0.770	0.723	obletnico
annotate	0.592	0.469	0.441	komentirati
annotation	0.604	0.470	0.619	opomba
announce	0.694	0.618	0.611	napovedati
announcement	0.729	0.491	0.482	obvestilo
announcer	0.602	0.570	0.732	napovedovalec
annoy	0.094	0.765	0.286	nagajati
annoyance	0.167	0.718	0.342	sitnost
annoyed	0.104	0.783	0.345	jezen
annoyin	0.260	0.573	0.352	nadležen
annoying	0.082	0.853	0.348	nadležen
annoys	0.146	0.778	0.435	moti
annual	0.552	0.236	0.500	letno
annuity	0.521	0.304	0.527	renta
annul	0.250	0.448	0.364	razveljaviti
annular	0.310	0.385	0.412	obročastega
annulment	0.153	0.375	0.447	razveljavitev
annulus	0.458	0.380	0.376	obroček
anointed	0.500	0.368	0.579	maziljen
anointing	0.653	0.350	0.547	maziljenje
anomalous	0.281	0.480	0.423	anomalen
anomaly	0.188	0.538	0.404	anomalija
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimnost
anonymous	0.396	0.291	0.431	anonimen
anorexic	0.160	0.618	0.245	anoreksična
answer	0.537	0.373	0.661	odgovor
answerable	0.708	0.481	0.750	odgovoren
answering	0.684	0.500	0.607	odgovarjanje
ant	0.448	0.216	0.216	Mravlja
antagonism	0.224	0.618	0.524	antagonizem
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistično
antagonize	0.143	0.663	0.629	antagonizirati
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	predhodnik
antelope	0.542	0.510	0.500	antilopa
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	spredaj
anthem	0.780	0.343	0.729	himna
anthill	0.327	0.578	0.377	mravljišče
anthology	0.338	0.406	0.537	zbornik
anthrax	0.188	0.730	0.500	antraks
anthropological	0.367	0.390	0.490	antropološki
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologija
anti	0.365	0.412	0.384	proti
antiaircraft	0.330	0.622	0.629	protiletalski
antibiotic	0.510	0.373	0.658	antibiotik
antibiotics	0.448	0.406	0.557	antibiotiki
antichrist	0.082	0.837	0.544	antikrist
anticipate	0.622	0.469	0.667	predvidevati
anticipation	0.698	0.539	0.711	pričakovanje
anticipatory	0.653	0.551	0.682	predvidevanje
antics	0.448	0.740	0.236	norčije
antidote	0.541	0.490	0.629	protistrup
antifungal	0.408	0.412	0.441	protiglivično
antigravity	0.430	0.714	0.658	antigravitacija
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipatija
antiquarian	0.500	0.233	0.426	antikvariat
antiquated	0.420	0.392	0.236	zastarel
antique	0.634	0.290	0.518	starinsko
antiques	0.540	0.370	0.595	starine
antiquity	0.385	0.333	0.556	antika
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	antisocialno
antithesis	0.396	0.412	0.536	antiteza
antithetical	0.271	0.509	0.358	antitetično
antiviral	0.459	0.470	0.549	protivirusno
antler	0.448	0.470	0.500	rogovje
antsy	0.449	0.558	0.417	mravljinčenje
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	nakovalo
anxiety	0.146	0.865	0.342	anksioznost
anxietyattack	0.150	0.925	0.446	anksiozni napad
anxious	0.281	0.875	0.434	zaskrbljen
anxiousness	0.235	0.814	0.282	anksioznost
anytime	0.625	0.461	0.436	kadarkoli
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortno
apace	0.536	0.500	0.536	hitro
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	stanovanje
apartments	0.704	0.337	0.443	stanovanja
apathetic	0.188	0.292	0.333	apatičen
apathy	0.184	0.212	0.204	apatija
ape	0.548	0.389	0.336	opica
aperture	0.612	0.450	0.667	zaslonka
apex	0.570	0.433	0.418	vrh
aphid	0.388	0.473	0.407	listna uš
aphrodisiac	0.750	0.846	0.667	afrodiziak
apiece	0.439	0.259	0.383	košček
aplomb	0.500	0.509	0.582	samozavest
apocalypse	0.050	0.867	0.736	apokalipsa
apocalyptic	0.173	0.880	0.750	apokaliptično
apologetic	0.479	0.461	0.571	opravičujoče
apologist	0.406	0.429	0.526	opravičevalec
apologize	0.551	0.378	0.389	opraviči se
apology	0.571	0.346	0.402	opravičilo
apostasy	0.388	0.520	0.517	odpadništvo
apostate	0.342	0.500	0.528	odpadnik
apostle	0.646	0.347	0.732	apostol
apostolic	0.592	0.300	0.717	apostolski
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	lekarna
appalled	0.194	0.792	0.562	zgrožen
appalling	0.160	0.827	0.415	grozljivo
apparatus	0.375	0.353	0.377	aparat
apparel	0.698	0.435	0.453	oblačila
apparent	0.473	0.383	0.398	očiten
apparently	0.531	0.410	0.426	očitno
apparition	0.406	0.573	0.636	prikazen
appeal	0.663	0.598	0.558	pritožba
appear	0.735	0.506	0.567	pojavijo
appearance	0.669	0.490	0.534	videz
appease	0.633	0.278	0.434	pomiriti
appellant	0.327	0.588	0.568	pritožnik
append	0.573	0.464	0.453	priložiti
appendage	0.229	0.382	0.438	privesek
appendectomy	0.177	0.670	0.554	apendektomija
appendicitis	0.031	0.640	0.347	vnetje slepiča
appendix	0.365	0.387	0.425	slepič
appetite	0.704	0.637	0.581	apetit
appetizer	0.755	0.560	0.406	predjed
appetizing	0.806	0.657	0.688	apetitno
applaud	0.865	0.824	0.464	ploskati
applause	0.953	0.857	0.621	aplavz
apple	0.811	0.300	0.264	jabolko
apple juice	0.765	0.204	0.294	jabolčni sok
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	jabolčna omaka
appliance	0.582	0.453	0.538	naprava
appliances	0.594	0.394	0.567	aparati
applicability	0.677	0.490	0.741	uporabnost
applicable	0.469	0.430	0.667	primerno
applicant	0.612	0.558	0.688	prijavitelj
application	0.646	0.445	0.726	aplikacija
apply	0.612	0.321	0.667	uporabiti
appoint	0.565	0.330	0.509	imenovati
appointment	0.688	0.594	0.547	imenovanje
appointments	0.745	0.677	0.625	imenovanja
apportion	0.677	0.490	0.638	razdelitev
apportionment	0.552	0.481	0.453	porazdelitev
appraisal	0.417	0.667	0.682	ocenjevanje
appraise	0.677	0.490	0.696	oceniti
appreciable	0.873	0.491	0.778	opazno
appreciate	0.885	0.422	0.741	cenim
appreciated	0.910	0.434	0.779	cenjen
appreciates	0.765	0.500	0.656	ceni
appreciation	0.917	0.529	0.588	spoštovanje
appreciative	0.857	0.380	0.654	hvaležen
apprehend	0.521	0.624	0.696	prijeti
apprehension	0.385	0.720	0.454	prijetje
apprehensive	0.406	0.592	0.431	prestrašen
apprentice	0.615	0.413	0.452	vajenec
apprenticeship	0.812	0.482	0.643	vajeništvo
approach	0.612	0.392	0.610	pristop
approaching	0.740	0.557	0.491	približuje
approbate	0.646	0.590	0.860	primerno
approbation	0.792	0.529	0.774	odobritev
appropriate	0.833	0.368	0.759	primerno
appropriation	0.510	0.632	0.717	prilastitev
approval	0.854	0.460	0.889	odobritev
approve	0.875	0.548	0.741	odobriti
approved	0.833	0.349	0.698	odobreno
approvement	0.880	0.625	0.780	odobritev
approving	0.917	0.583	0.773	odobravanje
approximate	0.551	0.560	0.520	približno
approximately	0.622	0.396	0.538	približno
approximating	0.583	0.615	0.471	približevanje
approximation	0.582	0.402	0.593	približek
appurtenances	0.573	0.412	0.547	pritikline
apricot	0.708	0.320	0.278	marelica
apron	0.582	0.208	0.245	predpasnik
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	sposobnost
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarin
aquarium	0.663	0.327	0.393	akvarij
aquatic	0.677	0.510	0.463	vodni
aqueduct	0.551	0.411	0.534	akvadukt
aqueous	0.429	0.270	0.310	vodni
arable	0.510	0.350	0.465	obdelovalna
arbiter	0.561	0.537	0.814	razsodnik
arbitrary	0.281	0.702	0.686	arbitrarna
arbitrate	0.470	0.620	0.682	arbitrirati
arbitration	0.587	0.602	0.670	arbitraža
arbitrator	0.385	0.448	0.795	arbiter
arbor	0.583	0.490	0.591	vrtna uta
arc	0.552	0.388	0.396	lok
arcade	0.676	0.521	0.502	arkada
arcane	0.500	0.490	0.637	skrivnosten
arch	0.500	0.354	0.468	arh
archaeological	0.740	0.441	0.660	arheološkega
archaeologist	0.552	0.451	0.706	arheolog
archaeology	0.596	0.358	0.691	arheologija
archaic	0.271	0.327	0.332	arhaično
archangel	0.837	0.500	0.708	nadangel
archbishop	0.622	0.280	0.776	nadškof
archdiocese	0.400	0.321	0.704	nadškofija
archduke	0.458	0.413	0.634	nadvojvoda
arched	0.582	0.403	0.398	obokan
archer	0.573	0.622	0.661	lokostrelec
archery	0.594	0.604	0.589	lokostrelstvo
archetype	0.448	0.520	0.569	arhetip
archipelago	0.745	0.370	0.592	arhipelag
architect	0.776	0.442	0.836	arhitekt
architectural	0.729	0.390	0.670	arhitekturni
architecture	0.820	0.390	0.694	arhitektura
archive	0.438	0.294	0.527	arhiv
arctic	0.615	0.352	0.546	arktika
ardent	0.694	0.873	0.722	goreč
ardor	0.500	0.780	0.538	gorečnost
arduous	0.344	0.783	0.605	naporen
area	0.490	0.306	0.464	območje
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	se hecaš
areyoukiddingme	0.365	0.635	0.375	me hecaš
argent	0.594	0.418	0.472	srebrna
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	trditi
argument	0.510	0.464	0.698	prepir
argumentation	0.479	0.549	0.760	argumentacijo
argumentative	0.450	0.531	0.679	argumentiran
arguments	0.541	0.602	0.657	argumenti
arid	0.323	0.333	0.379	suh
arise	0.750	0.582	0.725	nastati
aristocracy	0.688	0.549	0.842	aristokracija
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratski
arithmetic	0.453	0.460	0.634	aritmetika
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	roka
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	oborožitev
armaments	0.192	0.839	0.830	oborožitev
armature	0.510	0.558	0.755	armatura
armchair	0.646	0.164	0.339	naslanjač
armed	0.188	0.750	0.808	oborožen
armor	0.469	0.625	0.784	oklep
armored	0.469	0.509	0.861	oklepno
armory	0.448	0.663	0.800	orožarna
armpit	0.283	0.439	0.250	pazduha
arms	0.464	0.395	0.483	roke
army	0.417	0.759	0.902	vojska
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapija
arousal	0.791	0.943	0.731	vzburjenje
arouse	0.740	0.491	0.580	vzbuditi
aroused	0.708	0.952	0.667	vzburjen
arraignment	0.406	0.837	0.534	obtožba
arrange	0.740	0.490	0.571	urediti
arranged	0.698	0.531	0.728	urejeno
arrangement	0.625	0.382	0.683	ureditev
array	0.521	0.396	0.568	niz
arrears	0.286	0.485	0.302	zaostanki
arrest	0.146	0.951	0.500	aretirati
arrhythmia	0.265	0.706	0.356	aritmija
arrival	0.678	0.510	0.474	prihod
arrive	0.837	0.406	0.585	prispeti
arrogance	0.143	0.750	0.620	aroganca
arrogant	0.115	0.755	0.580	aroganten
arrow	0.439	0.390	0.454	puščica
arsehole	0.276	0.598	0.433	rit
arseholes	0.188	0.545	0.351	ritke
arsenal	0.365	0.741	0.752	arzenal
arsenic	0.281	0.472	0.447	arzen
arson	0.133	0.904	0.567	požig
arsonist	0.348	0.840	0.500	požigalec
art	0.812	0.360	0.603	umetnost
arterial	0.396	0.510	0.583	arterijski
artery	0.396	0.580	0.537	arterija
artful	0.771	0.608	0.778	umetelno
arthritis	0.110	0.518	0.345	artritis
arthropod	0.344	0.464	0.434	členonožca
artichoke	0.583	0.218	0.287	artičoke
article	0.594	0.280	0.481	Članek
articles	0.552	0.324	0.565	članki
articulate	0.677	0.462	0.618	artikulirati
articulation	0.479	0.480	0.591	artikulacija
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	umetnost
artificial	0.306	0.385	0.351	umetno
artillery	0.350	0.912	0.794	topništvo
artisan	0.781	0.330	0.411	obrtnik
artist	0.802	0.442	0.732	umetnik
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	umetniški
artistry	0.823	0.346	0.769	umetnost
artists	0.796	0.667	0.741	umetniki
artwork	0.896	0.368	0.679	umetniško delo
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	takoj, ko bo mogoče
asbestos	0.357	0.481	0.464	azbest
ascend	0.830	0.620	0.812	povzpeti se
ascendancy	0.724	0.625	0.700	vzpon
ascendant	0.656	0.673	0.821	ascendent
ascending	0.826	0.644	0.777	naraščajoče
ascension	0.765	0.720	0.714	vnebovzetje
ascent	0.755	0.627	0.833	vzpon
ascertain	0.560	0.530	0.625	ugotoviti
ascertained	0.531	0.529	0.616	ugotovljeno
ascetic	0.438	0.375	0.472	asketski
ash	0.260	0.210	0.207	pepel
ashamed	0.156	0.588	0.228	sramovati se
ashes	0.327	0.279	0.142	pepel
ashtray	0.406	0.382	0.265	pepelnik
asinine	0.429	0.472	0.433	asinin
ask	0.531	0.440	0.459	vprašaj
asleeep	0.490	0.210	0.322	zaspal
asleep	0.604	0.100	0.270	spati
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	šparglji
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	vidik
aspects	0.439	0.480	0.565	vidike
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfiksija
asphyxiation	0.059	0.745	0.412	zadušitev
aspiration	0.704	0.724	0.675	aspiracija
aspire	0.812	0.469	0.722	težiti
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	ambiciozen
ass	0.323	0.750	0.345	rit
assail	0.378	0.510	0.500	napad
assailant	0.184	0.868	0.602	napadalec
assassin	0.073	0.933	0.632	morilec
assassinate	0.051	0.969	0.722	atentat
assassination	0.083	0.941	0.525	atentat
assault	0.167	0.848	0.550	napad
assay	0.633	0.559	0.594	esej
assemblage	0.429	0.452	0.600	montaža
assemble	0.542	0.570	0.750	sestaviti
assembled	0.663	0.450	0.644	sestavljeno
assembly	0.698	0.500	0.640	montaža
assemblyman	0.430	0.538	0.760	skupščinec
assent	0.615	0.515	0.719	privolitev
assert	0.750	0.619	0.809	trditi
asserting	0.694	0.531	0.736	uveljavljanje
assertion	0.740	0.442	0.750	trditev
assertive	0.719	0.412	0.770	asertiven
assess	0.698	0.500	0.623	oceniti
assessment	0.750	0.623	0.658	ocenjevanje
assessor	0.551	0.538	0.764	ocenjevalec
asset	0.797	0.765	0.788	sredstvo
assets	0.667	0.613	0.765	sredstev
asshole	0.133	0.582	0.263	kreten
assign	0.622	0.417	0.709	dodeliti
assignee	0.510	0.462	0.510	prejemnik
assignment	0.483	0.398	0.745	dodelitev
assimilate	0.559	0.391	0.683	asimilirati
assimilation	0.429	0.378	0.463	asimilacija
assist	0.833	0.435	0.629	pomoč
assistance	0.656	0.519	0.633	pomoč
assistant	0.625	0.390	0.536	pomočnik
associate	0.812	0.409	0.625	sodelavec
association	0.745	0.500	0.817	združenje
assorted	0.602	0.460	0.472	sortirano
assortment	0.694	0.360	0.526	sortiment
assuage	0.745	0.255	0.500	pomiritev
assume	0.698	0.401	0.464	domnevati
assumed	0.612	0.247	0.454	domnevno
assuming	0.740	0.390	0.526	ob predpostavki
assumption	0.479	0.431	0.417	predpostavka
assurance	0.675	0.442	0.704	zagotovilo
assure	0.910	0.460	0.839	zagotavljati
assured	0.878	0.327	0.754	zagotovljeno
assuredly	0.786	0.396	0.833	zagotovo
asterisk	0.541	0.288	0.273	zvezdica
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidi
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatik
astigmatism	0.214	0.490	0.429	astigmatizem
astonish	0.786	0.845	0.658	presenetiti
astonished	0.510	0.775	0.574	začuden
astonishing	0.844	0.802	0.821	osupljivo
astonishingly	0.827	0.898	0.773	osupljivo
astonishment	0.680	0.718	0.519	začudenje
astound	0.729	0.675	0.474	osupniti
astral	0.604	0.417	0.567	astralno
astray	0.098	0.676	0.308	zablodeti
astringent	0.316	0.500	0.474	adstrigentno
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologija
astronaut	0.792	0.601	0.761	astronavt
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomski
astronomy	0.613	0.474	0.722	astronomija
astute	0.776	0.658	0.827	pronicljiv
asunder	0.208	0.442	0.259	ločiti
asylum	0.407	0.330	0.445	azil
asymmetric	0.580	0.343	0.465	asimetrična
asymmetry	0.476	0.373	0.527	asimetrija
asymptotic	0.479	0.451	0.472	asimptotično
atelier	0.490	0.330	0.705	atelje
atheism	0.276	0.460	0.481	ateizem
atheistic	0.373	0.481	0.466	ateistični
atherosclerosis	0.250	0.480	0.343	ateroskleroza
athlete	0.781	0.718	0.686	športnik
athletic	0.857	0.798	0.708	atletski
athleticism	0.750	0.863	0.778	atletizem
athletics	0.831	0.691	0.740	atletika
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	vzdušje
atmospheric	0.531	0.420	0.594	atmosferski
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomsko
atone	0.418	0.673	0.411	odkupiti se
atonement	0.550	0.602	0.683	pokora
atpeace	0.724	0.298	0.519	v miru
atrium	0.469	0.365	0.473	atrij
atrocious	0.073	0.811	0.445	grozno
atrocity	0.115	0.844	0.593	grozodejstvo
atrophy	0.177	0.540	0.208	atrofija
attach	0.520	0.363	0.559	priložiti
attached	0.562	0.350	0.439	priloženo
attachment	0.570	0.343	0.500	Priponka
attack	0.286	0.948	0.670	napad
attacker	0.185	0.962	0.629	napadalec
attacking	0.276	0.837	0.642	napadajoč
attain	0.806	0.510	0.719	doseči
attainable	0.760	0.500	0.759	dosegljiv
attainment	0.830	0.520	0.940	dosežek
attempt	0.625	0.491	0.431	poskus
attempted	0.594	0.580	0.567	poskusil
attend	0.650	0.420	0.625	udeležiti se
attendance	0.812	0.500	0.592	prisotnost
attendant	0.580	0.365	0.519	spremljevalec
attention	0.740	0.599	0.774	pozornost
attentionseeker	0.367	0.745	0.457	iskalec pozornosti
attentionseekers	0.531	0.673	0.500	iskalci pozornosti
attentive	0.812	0.520	0.724	pozoren
attenuate	0.408	0.302	0.429	oslabiti
attenuated	0.449	0.280	0.298	oslabljena
attenuation	0.458	0.363	0.464	slabljenje
attest	0.439	0.710	0.685	potrditi
attestation	0.234	0.635	0.500	atestiranje
attic	0.521	0.259	0.377	podstrešje
attire	0.742	0.388	0.483	Obleka
attitude	0.760	0.644	0.861	odnos
attorney	0.600	0.594	0.754	odvetnik
attract	0.796	0.663	0.769	pritegniti
attraction	0.906	0.774	0.712	privlačnost
attractive	0.906	0.630	0.769	privlačna
attractiveness	0.938	0.667	0.755	privlačnost
attributable	0.704	0.430	0.527	pripisati
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	pripisovanje
attrition	0.229	0.540	0.259	izčrpanost
auburn	0.510	0.240	0.411	kostanjeva
auction	0.594	0.702	0.519	dražba
auctioneer	0.542	0.732	0.716	dražitelj
audacious	0.740	0.875	0.825	drzen
audacity	0.760	0.755	0.916	drznost
audible	0.673	0.370	0.462	slišno
audience	0.698	0.610	0.613	občinstvo
audio	0.709	0.425	0.370	zvok
audit	0.375	0.562	0.735	revizija
audition	0.750	0.685	0.615	avdicija
auditions	0.740	0.765	0.596	avdicije
auditor	0.582	0.571	0.726	revizor
auditorium	0.529	0.490	0.538	avditorij
auditory	0.531	0.481	0.570	slušni
aught	0.418	0.135	0.217	karkoli
augment	0.650	0.683	0.645	povečati
augmentation	0.714	0.613	0.850	povečanje
august	0.652	0.292	0.462	avgusta
aunt	0.667	0.291	0.420	teta
auntie	0.643	0.275	0.447	teta
aura	0.760	0.333	0.500	avra
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	okrilje
auspicious	0.562	0.635	0.669	ugodno
austere	0.500	0.390	0.422	strog
austerity	0.438	0.406	0.534	varčevanje
authentic	0.885	0.510	0.782	verodostojno
authenticate	0.833	0.480	0.789	overiti
authentication	0.724	0.491	0.750	avtentikacija
authenticity	0.670	0.548	0.845	pristnost
author	0.775	0.343	0.749	avtor
authoritative	0.636	0.520	0.890	avtoritativno
authority	0.592	0.592	0.934	oblast
authorization	0.521	0.567	0.817	pooblastilo
authorize	0.772	0.596	0.821	pooblasti
authorized	0.760	0.458	0.815	pooblaščeni
authorship	0.667	0.635	0.773	avtorstvo
autism	0.235	0.500	0.447	avtizem
autistic	0.367	0.337	0.404	avtistična
auto	0.571	0.569	0.500	avto
autobiographical	0.909	0.462	0.582	avtobiografski
autobiography	0.735	0.284	0.629	avtobiografija
autocorrect	0.551	0.439	0.616	samodejni popravek
autocratic	0.542	0.577	0.727	avtokratski
autograph	0.735	0.565	0.473	avtogram
autographed	0.781	0.620	0.625	z avtogramom
automated	0.578	0.402	0.632	avtomatizirano
automatic	0.562	0.433	0.664	samodejno
automobile	0.753	0.625	0.534	avtomobilski
automotive	0.656	0.520	0.577	avtomobilski
autonomy	0.781	0.349	0.891	avtonomija
autopilot	0.594	0.462	0.632	avtopilot
autopsy	0.252	0.650	0.538	obdukcija
autumn	0.765	0.204	0.450	jesen
auxiliary	0.622	0.471	0.509	pomožni
avail	0.800	0.430	0.603	izkoristiti
availability	0.796	0.544	0.600	razpoložljivost
available	0.844	0.356	0.623	na voljo
avalanche	0.265	0.915	0.683	snežni plaz
avarice	0.198	0.726	0.352	pohlep
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	maščevati
avenger	0.337	0.865	0.670	maščevalec
avenging	0.143	0.880	0.717	maščevanje
avenue	0.677	0.360	0.377	avenija
aver	0.492	0.450	0.393	povpr
