English Word	Valence	Arousal	Dominance	Finnish Word
amusing	0.960	0.829	0.632	huvittava
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anakonda
anaesthesia	0.350	0.217	0.473	anestesia
anaesthetic	0.449	0.268	0.509	anestesia
anagram	0.552	0.327	0.449	anagrammi
anal	0.333	0.798	0.334	anaali-
analgesic	0.417	0.321	0.441	kipulääke
analogous	0.531	0.270	0.500	analoginen
analogue	0.570	0.320	0.446	analoginen
analogy	0.510	0.367	0.509	analogia
analysis	0.729	0.448	0.705	analyysi
analyst	0.604	0.415	0.755	analyytikko
analytic	0.665	0.521	0.634	analyyttinen
analytical	0.625	0.324	0.800	analyyttinen
analyze	0.667	0.462	0.710	analysoida
analyzer	0.625	0.556	0.854	analysaattori
anaphylactic	0.378	0.588	0.500	anafylaktinen
anarchism	0.125	0.804	0.623	anarkismi
anarchist	0.204	0.700	0.759	anarkisti
anarchy	0.146	0.755	0.620	anarkia
anastomosis	0.375	0.470	0.490	anastomoosi
anathema	0.286	0.490	0.519	anthema
anatomic	0.562	0.442	0.546	anatominen
anatomy	0.562	0.390	0.571	anatomia
ancestor	0.592	0.388	0.594	esi-isä
ancestral	0.640	0.481	0.750	esi-isien
ancestry	0.708	0.519	0.717	syntyperä
anchor	0.520	0.284	0.564	ankkuri
anchorage	0.500	0.325	0.639	ankkuripaikka
ancient	0.420	0.217	0.439	muinainen
ancillary	0.449	0.442	0.278	liitännäinen
androgen	0.255	0.523	0.527	androgeeni
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	anekdootti
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	aneeminen
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anestesia
anesthesiologist	0.419	0.224	0.526	nukutuslääkäri
anesthetic	0.350	0.264	0.482	anestesia
aneurysm	0.115	0.690	0.536	aneurysma
anew	0.771	0.358	0.385	uudelleen
angel	0.906	0.158	0.704	enkeli
angelic	0.927	0.298	0.668	enkeli
anger	0.167	0.865	0.657	suututtaa
angered	0.010	0.860	0.547	suuttunut
angermanagement	0.260	0.632	0.482	vihanhallinta
angina	0.230	0.630	0.464	angina pectoris
angiogram	0.347	0.520	0.465	angiogrammi
angiography	0.378	0.536	0.520	angiografia
angle	0.541	0.330	0.455	kulma
angling	0.625	0.408	0.500	onkimista
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	vihaisin
angry	0.122	0.830	0.604	vihainen
angrytweet	0.265	0.644	0.471	vihainen twiitti
angst	0.167	0.888	0.333	ahdistusta
anguish	0.153	0.792	0.265	tuskaa
anguished	0.135	0.720	0.307	ahdistunut
angular	0.449	0.281	0.444	kulmikas
anhydrous	0.456	0.365	0.355	vedetön
animal	0.521	0.510	0.513	eläin
animate	0.827	0.755	0.635	animoida
animated	0.823	0.676	0.538	animoitu
animation	0.888	0.750	0.549	animaatio
animosity	0.510	0.724	0.545	vihamielisyyttä
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	nilkka
anklet	0.410	0.276	0.302	nilkkaremmi
annals	0.427	0.610	0.424	vuosikirjat
annex	0.594	0.350	0.458	liite
annexation	0.342	0.500	0.555	liittäminen
annexe	0.584	0.350	0.392	liite
annihilate	0.115	0.918	0.681	tuhota
annihilated	0.080	0.760	0.324	tuhottu
annihilation	0.041	0.800	0.591	tuhoaminen
anniversary	0.880	0.770	0.723	vuosipäivä
annotate	0.592	0.469	0.441	kommentoida
annotation	0.604	0.470	0.619	huomautus
announce	0.694	0.618	0.611	ilmoittaa
announcement	0.729	0.491	0.482	ilmoitus
announcer	0.602	0.570	0.732	kuuluttaja
annoy	0.094	0.765	0.286	ärsyttää
annoyance	0.167	0.718	0.342	ärsyttävyys
annoyed	0.104	0.783	0.345	vihainen
annoyin	0.260	0.573	0.352	ärsyttävää
annoying	0.082	0.853	0.348	ärsyttävä
annoys	0.146	0.778	0.435	ärsyttää
annual	0.552	0.236	0.500	vuosittain
annuity	0.521	0.304	0.527	annuiteetti
annul	0.250	0.448	0.364	mitätöidä
annular	0.310	0.385	0.412	rengasmainen
annulment	0.153	0.375	0.447	kumoaminen
annulus	0.458	0.380	0.376	rengas
anointed	0.500	0.368	0.579	voideltu
anointing	0.653	0.350	0.547	voitelu
anomalous	0.281	0.480	0.423	epänormaalia
anomaly	0.188	0.538	0.404	poikkeavuus
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	nimettömyys
anonymous	0.396	0.291	0.431	anonyymi
anorexic	0.160	0.618	0.245	anorektikko
answer	0.537	0.373	0.661	vastaus
answerable	0.708	0.481	0.750	vastuussa
answering	0.684	0.500	0.607	vastaamalla
ant	0.448	0.216	0.216	muurahainen
antagonism	0.224	0.618	0.524	antagonismi
antagonist	0.240	0.615	0.700	antagonisti
antagonistic	0.296	0.604	0.565	antagonistinen
antagonize	0.143	0.663	0.629	vastustaa
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	edeltäjä
antelope	0.542	0.510	0.500	antilooppi
antenna	0.521	0.327	0.358	antenni
anterior	0.510	0.245	0.362	etuosa
anthem	0.780	0.343	0.729	hymni
anthill	0.327	0.578	0.377	muurahaiskeko
anthology	0.338	0.406	0.537	antologia
anthrax	0.188	0.730	0.500	pernarutto
anthropological	0.367	0.390	0.490	antropologinen
anthropologist	0.551	0.385	0.725	antropologi
anthropology	0.490	0.367	0.582	antropologia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	ilmatorjunta-
antibiotic	0.510	0.373	0.658	antibiootti
antibiotics	0.448	0.406	0.557	antibiootteja
antichrist	0.082	0.837	0.544	antikristus
anticipate	0.622	0.469	0.667	ennakoida
anticipation	0.698	0.539	0.711	ennakointi
anticipatory	0.653	0.551	0.682	ennakoiva
antics	0.448	0.740	0.236	temput
antidote	0.541	0.490	0.629	vastalääke
antifungal	0.408	0.412	0.441	sienilääke
antigravity	0.430	0.714	0.658	antigravitaatio
antimony	0.378	0.398	0.490	antimonia
antipathy	0.198	0.549	0.393	antipatia
antiquarian	0.500	0.233	0.426	antikvaarinen
antiquated	0.420	0.392	0.236	vanhentunut
antique	0.634	0.290	0.518	antiikki-
antiques	0.540	0.370	0.595	antiikkia
antiquity	0.385	0.333	0.556	antiikin
antiseptic	0.438	0.370	0.623	antiseptinen
antisocial	0.146	0.686	0.391	epäsosiaalinen
antithesis	0.396	0.412	0.536	antiteesi
antithetical	0.271	0.509	0.358	antiteettinen
antiviral	0.459	0.470	0.549	antiviraalinen
antler	0.448	0.470	0.500	sarvi
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	peräaukko
anvil	0.380	0.510	0.604	alasin
anxiety	0.146	0.865	0.342	ahdistusta
anxietyattack	0.150	0.925	0.446	paniikkikohtaus
anxious	0.281	0.875	0.434	ahdistunut
anxiousness	0.235	0.814	0.282	ahdistuneisuus
anytime	0.625	0.461	0.436	milloin vain
aorta	0.448	0.510	0.542	aortta
aortic	0.436	0.540	0.438	aortta
apace	0.536	0.500	0.536	nopeasti
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	huoneisto
apartments	0.704	0.337	0.443	asunnot
apathetic	0.188	0.292	0.333	apaattinen
apathy	0.184	0.212	0.204	apatia
ape	0.548	0.389	0.336	apina
aperture	0.612	0.450	0.667	aukko
apex	0.570	0.433	0.418	huippu
aphid	0.388	0.473	0.407	kirva
aphrodisiac	0.750	0.846	0.667	afrodisiakki
apiece	0.439	0.259	0.383	palanen
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalypsi
apocalyptic	0.173	0.880	0.750	apokalyptinen
apologetic	0.479	0.461	0.571	anteeksipyytävä
apologist	0.406	0.429	0.526	anteeksipyyntö
apologize	0.551	0.378	0.389	pyydä anteeksi
apology	0.571	0.346	0.402	anteeksipyyntö
apostasy	0.388	0.520	0.517	luopumus
apostate	0.342	0.500	0.528	luopio
apostle	0.646	0.347	0.732	apostoli
apostolic	0.592	0.300	0.717	apostolinen
apostrophe	0.469	0.368	0.537	heittomerkki
apothecary	0.561	0.328	0.529	apteekki
appalled	0.194	0.792	0.562	järkyttynyt
appalling	0.160	0.827	0.415	kauhistuttavaa
apparatus	0.375	0.353	0.377	laitteet
apparel	0.698	0.435	0.453	vaatteet
apparent	0.473	0.383	0.398	ilmeinen
apparently	0.531	0.410	0.426	ilmeisesti
apparition	0.406	0.573	0.636	ilmestys
appeal	0.663	0.598	0.558	vetoomus
appear	0.735	0.506	0.567	näkyviin
appearance	0.669	0.490	0.534	ulkomuoto
appease	0.633	0.278	0.434	rauhoitella
appellant	0.327	0.588	0.568	valittaja
append	0.573	0.464	0.453	liittää
appendage	0.229	0.382	0.438	lisäke
appendectomy	0.177	0.670	0.554	umpilisäkkeen poisto
appendicitis	0.031	0.640	0.347	umpilisäkkeen tulehdus
appendix	0.365	0.387	0.425	liite
appetite	0.704	0.637	0.581	ruokahalu
appetizer	0.755	0.560	0.406	alkupala
appetizing	0.806	0.657	0.688	ruokahalua herättävä
applaud	0.865	0.824	0.464	taputtaa
applause	0.953	0.857	0.621	suosionosoitukset
apple	0.811	0.300	0.264	omena
apple juice	0.765	0.204	0.294	omena mehu
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	omenasosetta
appliance	0.582	0.453	0.538	laite
appliances	0.594	0.394	0.567	kodinkoneet
applicability	0.677	0.490	0.741	sovellettavuus
applicable	0.469	0.430	0.667	sovellettavissa
applicant	0.612	0.558	0.688	hakija
application	0.646	0.445	0.726	sovellus
apply	0.612	0.321	0.667	Käytä
appoint	0.565	0.330	0.509	nimittää
appointment	0.688	0.594	0.547	nimittäminen
appointments	0.745	0.677	0.625	tapaamisia
apportion	0.677	0.490	0.638	jakaa
apportionment	0.552	0.481	0.453	jako
appraisal	0.417	0.667	0.682	arviointi
appraise	0.677	0.490	0.696	arvioida
appreciable	0.873	0.491	0.778	tuntuva
appreciate	0.885	0.422	0.741	arvostaa
appreciated	0.910	0.434	0.779	arvostettu
appreciates	0.765	0.500	0.656	arvostaa
appreciation	0.917	0.529	0.588	arvostusta
appreciative	0.857	0.380	0.654	arvostava
apprehend	0.521	0.624	0.696	ottaa kiinni
apprehension	0.385	0.720	0.454	pelko
apprehensive	0.406	0.592	0.431	levoton
apprentice	0.615	0.413	0.452	oppipoika
apprenticeship	0.812	0.482	0.643	oppisopimuskoulutus
approach	0.612	0.392	0.610	lähestyä
approaching	0.740	0.557	0.491	lähestyy
approbate	0.646	0.590	0.860	sopivaa
approbation	0.792	0.529	0.774	hyväksyntä
appropriate	0.833	0.368	0.759	sopiva
appropriation	0.510	0.632	0.717	määräraha
approval	0.854	0.460	0.889	hyväksyminen
approve	0.875	0.548	0.741	hyväksyä
approved	0.833	0.349	0.698	hyväksytty
approvement	0.880	0.625	0.780	hyväksyntä
approving	0.917	0.583	0.773	hyväksyvä
approximate	0.551	0.560	0.520	lähentää
approximately	0.622	0.396	0.538	suunnilleen
approximating	0.583	0.615	0.471	likimääräinen
approximation	0.582	0.402	0.593	likiarvo
appurtenances	0.573	0.412	0.547	tarvikkeet
apricot	0.708	0.320	0.278	aprikoosi
apron	0.582	0.208	0.245	esiliina
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	soveltuvuus
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamariini
aquarium	0.663	0.327	0.393	akvaario
aquatic	0.677	0.510	0.463	vedessä
aqueduct	0.551	0.411	0.534	akvedukti
aqueous	0.429	0.270	0.310	vesipitoinen
arable	0.510	0.350	0.465	pelto
arbiter	0.561	0.537	0.814	välimies
arbitrary	0.281	0.702	0.686	mielivaltainen
arbitrate	0.470	0.620	0.682	sovitella
arbitration	0.587	0.602	0.670	välimiesmenettely
arbitrator	0.385	0.448	0.795	välimies
arbor	0.583	0.490	0.591	lehtimaja
arc	0.552	0.388	0.396	kaari
arcade	0.676	0.521	0.502	pelihalli
arcane	0.500	0.490	0.637	mystinen
arch	0.500	0.354	0.468	kaari
archaeological	0.740	0.441	0.660	arkeologinen
archaeologist	0.552	0.451	0.706	arkeologi
archaeology	0.596	0.358	0.691	arkeologia
archaic	0.271	0.327	0.332	arkaainen
archangel	0.837	0.500	0.708	Arkkienkeli
archbishop	0.622	0.280	0.776	arkkipiispa
archdiocese	0.400	0.321	0.704	arkkihiippakunta
archduke	0.458	0.413	0.634	arkkiherttua
arched	0.582	0.403	0.398	kaareva
archer	0.573	0.622	0.661	jousimies
archery	0.594	0.604	0.589	jousiammunta
archetype	0.448	0.520	0.569	arkkityyppi
archipelago	0.745	0.370	0.592	saaristo
architect	0.776	0.442	0.836	arkkitehti
architectural	0.729	0.390	0.670	arkkitehtoninen
architecture	0.820	0.390	0.694	arkkitehtuuri
archive	0.438	0.294	0.527	arkisto
arctic	0.615	0.352	0.546	arktinen
ardent	0.694	0.873	0.722	kiihkeä
ardor	0.500	0.780	0.538	kiihko
arduous	0.344	0.783	0.605	vaivalloinen
area	0.490	0.306	0.464	alueella
arena	0.510	0.235	0.404	areena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	vitsailetko
areyoukiddingme	0.365	0.635	0.375	vitsailetko
argent	0.594	0.418	0.472	argentti
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	väitellä
argument	0.510	0.464	0.698	Perustelu
argumentation	0.479	0.549	0.760	argumentointia
argumentative	0.450	0.531	0.679	argumentoiva
arguments	0.541	0.602	0.657	argumentteja
arid	0.323	0.333	0.379	kuiva
arise	0.750	0.582	0.725	nousta
aristocracy	0.688	0.549	0.842	aristokratia
aristocrat	0.583	0.413	0.811	aristokraatti
aristocratic	0.449	0.519	0.676	aristokraattinen
arithmetic	0.453	0.460	0.634	aritmeettinen
ark	0.396	0.427	0.543	arkki
arm	0.552	0.285	0.469	käsivarsi
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	aseistus
armaments	0.192	0.839	0.830	aseita
armature	0.510	0.558	0.755	ankkuri
armchair	0.646	0.164	0.339	nojatuoli
armed	0.188	0.750	0.808	aseistettu
armor	0.469	0.625	0.784	panssari
armored	0.469	0.509	0.861	panssaroitu
armory	0.448	0.663	0.800	asevarasto
armpit	0.283	0.439	0.250	kainalo
arms	0.464	0.395	0.483	aseita
army	0.417	0.759	0.902	armeija
aroma	0.823	0.235	0.442	aromi
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	kiihottumista
arouse	0.740	0.491	0.580	herättää
aroused	0.708	0.952	0.667	herättänyt
arraignment	0.406	0.837	0.534	oikeudenkäynti
arrange	0.740	0.490	0.571	järjestää
arranged	0.698	0.531	0.728	järjestetty
arrangement	0.625	0.382	0.683	järjestely
array	0.521	0.396	0.568	joukko
arrears	0.286	0.485	0.302	maksurästit
arrest	0.146	0.951	0.500	pidätys
arrhythmia	0.265	0.706	0.356	rytmihäiriö
arrival	0.678	0.510	0.474	saapuminen
arrive	0.837	0.406	0.585	saapua
arrogance	0.143	0.750	0.620	ylimielisyys
arrogant	0.115	0.755	0.580	ylimielinen
arrow	0.439	0.390	0.454	nuoli
arsehole	0.276	0.598	0.433	persereikä
arseholes	0.188	0.545	0.351	persereiät
arsenal	0.365	0.741	0.752	arsenaali
arsenic	0.281	0.472	0.447	arseeni
arson	0.133	0.904	0.567	tuhopoltto
arsonist	0.348	0.840	0.500	tuhopolttaja
art	0.812	0.360	0.603	taide
arterial	0.396	0.510	0.583	valtimoiden
artery	0.396	0.580	0.537	valtimo
artful	0.771	0.608	0.778	ovela
arthritis	0.110	0.518	0.345	niveltulehdus
arthropod	0.344	0.464	0.434	niveljalkainen
artichoke	0.583	0.218	0.287	artisokka
article	0.594	0.280	0.481	artikla
articles	0.552	0.324	0.565	artikkeleita
articulate	0.677	0.462	0.618	artikuloitu
articulation	0.479	0.480	0.591	artikulaatio
artifact	0.510	0.500	0.566	esine
artifice	0.316	0.696	0.482	temppu
artificial	0.306	0.385	0.351	keinotekoinen
artillery	0.350	0.912	0.794	tykistö
artisan	0.781	0.330	0.411	käsityöläinen
artist	0.802	0.442	0.732	taiteilija
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	taiteellinen
artistry	0.823	0.346	0.769	taiteellisuus
artists	0.796	0.667	0.741	taiteilijoita
artwork	0.896	0.368	0.679	taideteos
arty	0.490	0.422	0.388	taiteellinen
asap	0.571	0.500	0.552	mahdollisimman pian
asbestos	0.357	0.481	0.464	asbesti
ascend	0.830	0.620	0.812	nousta
ascendancy	0.724	0.625	0.700	valta
ascendant	0.656	0.673	0.821	nouseva
ascending	0.826	0.644	0.777	nouseva
ascension	0.765	0.720	0.714	ylösnousemus
ascent	0.755	0.627	0.833	nousu
ascertain	0.560	0.530	0.625	todeta
ascertained	0.531	0.529	0.616	todettu
ascetic	0.438	0.375	0.472	askeettinen
ash	0.260	0.210	0.207	tuhka
ashamed	0.156	0.588	0.228	hävettää
ashes	0.327	0.279	0.142	tuhkaa
ashtray	0.406	0.382	0.265	tuhkakuppi
asinine	0.429	0.472	0.433	asiniini
ask	0.531	0.440	0.459	kysyä
asleeep	0.490	0.210	0.322	unessa
asleep	0.604	0.100	0.270	unessa
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	parsa
aspartame	0.469	0.480	0.322	aspartaami
aspect	0.479	0.469	0.588	näkökohta
aspects	0.439	0.480	0.565	näkökohtia
aspen	0.479	0.280	0.395	haapa
asphalt	0.479	0.264	0.439	asfaltti
asphyxia	0.198	0.704	0.311	asfyksia
asphyxiation	0.059	0.745	0.412	tukehtuminen
aspiration	0.704	0.724	0.675	pyrkimys
aspire	0.812	0.469	0.722	pyrkiä
aspirin	0.479	0.271	0.422	aspiriini
aspiring	0.844	0.582	0.604	pyrkivä
ass	0.323	0.750	0.345	perse
assail	0.378	0.510	0.500	hyökätä
assailant	0.184	0.868	0.602	hyökkääjä
assassin	0.073	0.933	0.632	salamurhaaja
assassinate	0.051	0.969	0.722	murhata
assassination	0.083	0.941	0.525	salamurha
assault	0.167	0.848	0.550	hyökkäys
assay	0.633	0.559	0.594	määritys
assemblage	0.429	0.452	0.600	kokoonpano
assemble	0.542	0.570	0.750	koota
assembled	0.663	0.450	0.644	koottu
assembly	0.698	0.500	0.640	kokoonpano
assemblyman	0.430	0.538	0.760	kokoonpanomies
assent	0.615	0.515	0.719	suostumus
assert	0.750	0.619	0.809	väittää
asserting	0.694	0.531	0.736	väittäen
assertion	0.740	0.442	0.750	väite
assertive	0.719	0.412	0.770	itsevarma
assess	0.698	0.500	0.623	arvioida
assessment	0.750	0.623	0.658	arviointi
assessor	0.551	0.538	0.764	arvioija
asset	0.797	0.765	0.788	omaisuus
assets	0.667	0.613	0.765	omaisuutta
asshole	0.133	0.582	0.263	kusipää
assign	0.622	0.417	0.709	antaa
assignee	0.510	0.462	0.510	valtuutettu
assignment	0.483	0.398	0.745	toimeksianto
assimilate	0.559	0.391	0.683	omaksua
assimilation	0.429	0.378	0.463	assimilaatio
assist	0.833	0.435	0.629	avustaa
assistance	0.656	0.519	0.633	apua
assistant	0.625	0.390	0.536	avustaja
associate	0.812	0.409	0.625	kumppani
association	0.745	0.500	0.817	yhdistys
assorted	0.602	0.460	0.472	valikoituja
assortment	0.694	0.360	0.526	lajitelma
assuage	0.745	0.255	0.500	lievittää
assume	0.698	0.401	0.464	olettaa
assumed	0.612	0.247	0.454	oletettu
assuming	0.740	0.390	0.526	olettaen
assumption	0.479	0.431	0.417	oletus
assurance	0.675	0.442	0.704	vakuutus
assure	0.910	0.460	0.839	vakuuttaa
assured	0.878	0.327	0.754	varma
assuredly	0.786	0.396	0.833	varmasti
asterisk	0.541	0.288	0.273	tähti
asteroid	0.430	0.721	0.623	asteroidi
asteroids	0.361	0.694	0.712	asteroideja
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmaatikko
astigmatism	0.214	0.490	0.429	astigmatismi
astonish	0.786	0.845	0.658	hämmästyttää
astonished	0.510	0.775	0.574	hämmästynyt
astonishing	0.844	0.802	0.821	hämmästyttävä
astonishingly	0.827	0.898	0.773	hämmästyttävän
astonishment	0.680	0.718	0.519	hämmästystä
astound	0.729	0.675	0.474	hämmästyttää
astral	0.604	0.417	0.567	astraali
astray	0.098	0.676	0.308	harhaan
astringent	0.316	0.500	0.474	supistava
astrologer	0.594	0.519	0.673	astrologi
astrology	0.635	0.340	0.500	astrologia
astronaut	0.792	0.601	0.761	astronautti
astronomer	0.750	0.509	0.735	tähtitieteilijä
astronomical	0.600	0.632	0.726	tähtitieteellistä
astronomy	0.613	0.474	0.722	tähtitiede
astute	0.776	0.658	0.827	viisas
asunder	0.208	0.442	0.259	erillään
asylum	0.407	0.330	0.445	turvapaikka
asymmetric	0.580	0.343	0.465	epäsymmetrinen
asymmetry	0.476	0.373	0.527	epäsymmetria
asymptotic	0.479	0.451	0.472	asymptoottinen
atelier	0.490	0.330	0.705	ateljee
atheism	0.276	0.460	0.481	ateismi
atheistic	0.373	0.481	0.466	ateistinen
atherosclerosis	0.250	0.480	0.343	ateroskleroosi
athlete	0.781	0.718	0.686	urheilija
athletic	0.857	0.798	0.708	urheilullinen
athleticism	0.750	0.863	0.778	urheilullisuus
athletics	0.831	0.691	0.740	yleisurheilu
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	tunnelmaa
atmospheric	0.531	0.420	0.594	ilmakehän
atoll	0.480	0.408	0.472	atolli
atom	0.510	0.500	0.433	atomi
atomic	0.327	0.817	0.713	atomi-
atone	0.418	0.673	0.411	sovittaa
atonement	0.550	0.602	0.683	sovitus
atpeace	0.724	0.298	0.519	rauhassa
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	julmaa
atrocity	0.115	0.844	0.593	julmuutta
atrophy	0.177	0.540	0.208	surkastuminen
attach	0.520	0.363	0.559	liittää
attached	0.562	0.350	0.439	liitteenä
attachment	0.570	0.343	0.500	liite
attack	0.286	0.948	0.670	hyökkäys
attacker	0.185	0.962	0.629	hyökkääjä
attacking	0.276	0.837	0.642	hyökkäämällä
attain	0.806	0.510	0.719	saavuttaa
attainable	0.760	0.500	0.759	saavutettavissa oleva
attainment	0.830	0.520	0.940	saavuttaminen
attempt	0.625	0.491	0.431	yrittää
attempted	0.594	0.580	0.567	yrittänyt
attend	0.650	0.420	0.625	osallistua
attendance	0.812	0.500	0.592	läsnäolo
attendant	0.580	0.365	0.519	hoitaja
attention	0.740	0.599	0.774	huomio
attentionseeker	0.367	0.745	0.457	huomionhakija
attentionseekers	0.531	0.673	0.500	Huomion hakijat
attentive	0.812	0.520	0.724	tarkkaavainen
attenuate	0.408	0.302	0.429	vaimentaa
attenuated	0.449	0.280	0.298	vaimennettu
attenuation	0.458	0.363	0.464	vaimennus
attest	0.439	0.710	0.685	todistaa
attestation	0.234	0.635	0.500	todistus
attic	0.521	0.259	0.377	ullakko
attire	0.742	0.388	0.483	pukea
attitude	0.760	0.644	0.861	asenne
attorney	0.600	0.594	0.754	asianajaja
attract	0.796	0.663	0.769	vetää puoleensa
attraction	0.906	0.774	0.712	vetovoima
attractive	0.906	0.630	0.769	viehättävä
attractiveness	0.938	0.667	0.755	houkuttelevuutta
attributable	0.704	0.430	0.527	johtuu
attribute	0.781	0.439	0.795	attribuutti
attribution	0.646	0.467	0.658	attribuutio
attrition	0.229	0.540	0.259	kuluminen
auburn	0.510	0.240	0.411	kastanjanruskea
auction	0.594	0.702	0.519	Huutokauppa
auctioneer	0.542	0.732	0.716	huutokaupanpitäjä
audacious	0.740	0.875	0.825	rohkea
audacity	0.760	0.755	0.916	rohkeutta
audible	0.673	0.370	0.462	kuultavissa
audience	0.698	0.610	0.613	yleisö
audio	0.709	0.425	0.370	audio-
audit	0.375	0.562	0.735	tarkastaa
audition	0.750	0.685	0.615	koe
auditions	0.740	0.765	0.596	koe-esiintymiset
auditor	0.582	0.571	0.726	tilintarkastaja
auditorium	0.529	0.490	0.538	auditorio
auditory	0.531	0.481	0.570	kuulo
aught	0.418	0.135	0.217	ei mitään
augment	0.650	0.683	0.645	lisätä
augmentation	0.714	0.613	0.850	lisäys
august	0.652	0.292	0.462	elokuu
aunt	0.667	0.291	0.420	täti
auntie	0.643	0.275	0.447	täti
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	suojeluksessa
auspicious	0.562	0.635	0.669	lupaava
austere	0.500	0.390	0.422	karu
austerity	0.438	0.406	0.534	ankaruus
authentic	0.885	0.510	0.782	aito
authenticate	0.833	0.480	0.789	todentaa
authentication	0.724	0.491	0.750	todennus
authenticity	0.670	0.548	0.845	aitous
author	0.775	0.343	0.749	kirjoittaja
authoritative	0.636	0.520	0.890	arvovaltainen
authority	0.592	0.592	0.934	viranomainen
authorization	0.521	0.567	0.817	valtuutus
authorize	0.772	0.596	0.821	valtuuttaa
authorized	0.760	0.458	0.815	valtuutettu
authorship	0.667	0.635	0.773	tekijä
autism	0.235	0.500	0.447	autismi
autistic	0.367	0.337	0.404	autistinen
