English Word	Valence	Arousal	Dominance	Arabic Word
analgesic	0.417	0.321	0.441	مسكن
analogous	0.531	0.270	0.500	مماثل
analogue	0.570	0.320	0.446	التناظرية
analogy	0.510	0.367	0.509	تشبيه
analysis	0.729	0.448	0.705	التحليلات
analyst	0.604	0.415	0.755	المحلل
analytic	0.665	0.521	0.634	تحليلي
analytical	0.625	0.324	0.800	تحليلي
analyze	0.667	0.462	0.710	تحليل
analyzer	0.625	0.556	0.854	محلل
anaphylactic	0.378	0.588	0.500	الحساسية
anarchism	0.125	0.804	0.623	الأناركية
anarchist	0.204	0.700	0.759	فوضوي
anarchy	0.146	0.755	0.620	فوضى سياسية
anastomosis	0.375	0.470	0.490	التحام
anathema	0.286	0.490	0.519	لعنة
anatomic	0.562	0.442	0.546	تشريحي
anatomy	0.562	0.390	0.571	تشريح
ancestor	0.592	0.388	0.594	سلف
ancestral	0.640	0.481	0.750	اسلاف
ancestry	0.708	0.519	0.717	أسلاف
anchor	0.520	0.284	0.564	مذيع الأخبار
anchorage	0.500	0.325	0.639	مرسى
ancient	0.420	0.217	0.439	قديمة جدا
ancillary	0.449	0.442	0.278	المساعد الإضافي
androgen	0.255	0.523	0.527	منشط الذكورة
android	0.663	0.436	0.500	ذكري المظهر
anecdote	0.583	0.529	0.500	حكاية طريفة
anemia	0.188	0.327	0.310	فقر دم
anemic	0.167	0.279	0.155	فقر الدم
anemone	0.552	0.538	0.327	شقائق النعمان
anesthesia	0.365	0.216	0.394	تخدير
anesthesiologist	0.419	0.224	0.526	طبيب التخدير
anesthetic	0.350	0.264	0.482	مخدر
aneurysm	0.115	0.690	0.536	تمدد الأوعية الدموية
anew	0.771	0.358	0.385	من جديد
angel	0.906	0.158	0.704	ملاك
angelic	0.927	0.298	0.668	ملائكي
anger	0.167	0.865	0.657	الغضب
angered	0.010	0.860	0.547	غاضب
angermanagement	0.260	0.632	0.482	السيطرة على الغضب
angina	0.230	0.630	0.464	ذبحة
angiogram	0.347	0.520	0.465	تصوير الأوعية الدموية
angiography	0.378	0.536	0.520	تصوير الأوعية
angle	0.541	0.330	0.455	زاوية
angling	0.625	0.408	0.500	الصيد
angora	0.529	0.425	0.405	الأنجورا
angriest	0.094	0.892	0.430	غاضب
angry	0.122	0.830	0.604	غاضب
angrytweet	0.265	0.644	0.471	غاضب
angst	0.167	0.888	0.333	القلق
anguish	0.153	0.792	0.265	معاناة
anguished	0.135	0.720	0.307	حزين
angular	0.449	0.281	0.444	الزاوي
anhydrous	0.456	0.365	0.355	لا مائي
animal	0.521	0.510	0.513	حيوان
animate	0.827	0.755	0.635	تحريك
animated	0.823	0.676	0.538	مفعم بالحيوية
animation	0.888	0.750	0.549	الرسوم المتحركة
animosity	0.510	0.724	0.545	العداء
animus	0.698	0.676	0.466	انيموس
ankle	0.500	0.274	0.234	كاحل
anklet	0.410	0.276	0.302	خلخال
annals	0.427	0.610	0.424	حوليات
annex	0.594	0.350	0.458	المرفق
annexation	0.342	0.500	0.555	الضم
annexe	0.584	0.350	0.392	ملحق
annihilate	0.115	0.918	0.681	إبادة
annihilated	0.080	0.760	0.324	أباد
annihilation	0.041	0.800	0.591	إبادة
anniversary	0.880	0.770	0.723	ذكرى سنوية
annotate	0.592	0.469	0.441	علق
annotation	0.604	0.470	0.619	حاشية. ملاحظة
announce	0.694	0.618	0.611	أعلن
announcement	0.729	0.491	0.482	إعلان
announcer	0.602	0.570	0.732	مذيع
annoy	0.094	0.765	0.286	تزعج
annoyance	0.167	0.718	0.342	إزعاج
annoyed	0.104	0.783	0.345	متضايق
annoyin	0.260	0.573	0.352	مزعج
annoying	0.082	0.853	0.348	مزعج
annoys	0.146	0.778	0.435	يضايق
annual	0.552	0.236	0.500	سنوي
annuity	0.521	0.304	0.527	دخل سنوي
annul	0.250	0.448	0.364	فسخ
annular	0.310	0.385	0.412	حلقي
annulment	0.153	0.375	0.447	إلغاء
annulus	0.458	0.380	0.376	بالطوق
anointed	0.500	0.368	0.579	ممسوح
anointing	0.653	0.350	0.547	الدهن
anomalous	0.281	0.480	0.423	شاذ
anomaly	0.188	0.538	0.404	شذوذ
anon	0.479	0.354	0.298	حالا
anonymity	0.469	0.255	0.430	عدم الكشف عن هويته
anonymous	0.396	0.291	0.431	مجهول
anorexic	0.160	0.618	0.245	فقدان الشهية
answer	0.537	0.373	0.661	إجابه
answerable	0.708	0.481	0.750	قابل للمساءلة
answering	0.684	0.500	0.607	الرد
ant	0.448	0.216	0.216	نملة
antagonism	0.224	0.618	0.524	عداوة
antagonist	0.240	0.615	0.700	خصم
antagonistic	0.296	0.604	0.565	عدائي
antagonize	0.143	0.663	0.629	يقاوم
ante	0.448	0.320	0.417	ما قبل
antecedent	0.427	0.551	0.566	سالف
antelope	0.542	0.510	0.500	الظباء
antenna	0.521	0.327	0.358	هوائي
anterior	0.510	0.245	0.362	الأمامي
anthem	0.780	0.343	0.729	نشيد وطني
anthill	0.327	0.578	0.377	عش النمل
anthology	0.338	0.406	0.537	مقتطفات
anthrax	0.188	0.730	0.500	الجمرة الخبيثة
anthropological	0.367	0.390	0.490	أنثروبولوجي
anthropologist	0.551	0.385	0.725	عالم الأنثروبولوجيا
anthropology	0.490	0.367	0.582	الأنثروبولوجيا
anti	0.365	0.412	0.384	مضاد
antiaircraft	0.330	0.622	0.629	مضاد للطائرات
antibiotic	0.510	0.373	0.658	مضاد حيوي
antibiotics	0.448	0.406	0.557	مضادات حيوية
antichrist	0.082	0.837	0.544	عدو للمسيح
anticipate	0.622	0.469	0.667	يتوقع
anticipation	0.698	0.539	0.711	ترقب
anticipatory	0.653	0.551	0.682	استباقي
antics	0.448	0.740	0.236	الطرائف
antidote	0.541	0.490	0.629	مضاد سمي
antifungal	0.408	0.412	0.441	مضاد للفطريات
antigravity	0.430	0.714	0.658	مضاد الجاذبية
antimony	0.378	0.398	0.490	الأنتيمون
antipathy	0.198	0.549	0.393	كراهية
antiquarian	0.500	0.233	0.426	أثري
antiquated	0.420	0.392	0.236	عفا عليها الزمن
antique	0.634	0.290	0.518	العتيقة
antiques	0.540	0.370	0.595	التحف
antiquity	0.385	0.333	0.556	العصور القديمة
antiseptic	0.438	0.370	0.623	مطهر
antisocial	0.146	0.686	0.391	غير اجتماعي
antithesis	0.396	0.412	0.536	نقيض
antithetical	0.271	0.509	0.358	متناقض
antiviral	0.459	0.470	0.549	مضاد فيروسات
antler	0.448	0.470	0.500	قرن الوعل
antsy	0.449	0.558	0.417	متخلف
anus	0.347	0.644	0.350	فتحة الشرج
anvil	0.380	0.510	0.604	سندان
anxiety	0.146	0.865	0.342	القلق
anxietyattack	0.150	0.925	0.446	نوبة من القلق
anxious	0.281	0.875	0.434	قلق
anxiousness	0.235	0.814	0.282	القلق
anytime	0.625	0.461	0.436	في أي وقت
aorta	0.448	0.510	0.542	الأبهر
aortic	0.436	0.540	0.438	شريان الأبهر او الاورطى
apace	0.536	0.500	0.536	بسرعة
apache	0.687	0.469	0.500	اباتشي
apartment	0.719	0.393	0.580	شقة
apartments	0.704	0.337	0.443	شقق سكنية
apathetic	0.188	0.292	0.333	لا مبالي
apathy	0.184	0.212	0.204	اللامبالاة
ape	0.548	0.389	0.336	قرد
aperture	0.612	0.450	0.667	فتحة
apex	0.570	0.433	0.418	ذروة
aphid	0.388	0.473	0.407	المن
aphrodisiac	0.750	0.846	0.667	مثير للشهوة الجنسية
apiece	0.439	0.259	0.383	قطعة
aplomb	0.500	0.509	0.582	ثقة بالنفس
apocalypse	0.050	0.867	0.736	نهاية العالم
apocalyptic	0.173	0.880	0.750	المروع
apologetic	0.479	0.461	0.571	اعتذاري
apologist	0.406	0.429	0.526	مدافع
apologize	0.551	0.378	0.389	يعتذر
apology	0.571	0.346	0.402	اعتذار
apostasy	0.388	0.520	0.517	الردة
apostate	0.342	0.500	0.528	مرتد
apostle	0.646	0.347	0.732	الرسول
apostolic	0.592	0.300	0.717	رسولي
apostrophe	0.469	0.368	0.537	الفاصلة العليا
apothecary	0.561	0.328	0.529	صيدلية
appalled	0.194	0.792	0.562	مروع
appalling	0.160	0.827	0.415	مروعة
apparatus	0.375	0.353	0.377	جهاز
apparel	0.698	0.435	0.453	ثياب
apparent	0.473	0.383	0.398	واضح
apparently	0.531	0.410	0.426	فيما يبدو
apparition	0.406	0.573	0.636	الظهور
appeal	0.663	0.598	0.558	مناشدة
appear	0.735	0.506	0.567	يظهر
appearance	0.669	0.490	0.534	مظهر خارجي
appease	0.633	0.278	0.434	يسترضى
appellant	0.327	0.588	0.568	المستأنف
append	0.573	0.464	0.453	ألحق
appendage	0.229	0.382	0.438	ملحق
appendectomy	0.177	0.670	0.554	استئصال الزائدة الدودية
appendicitis	0.031	0.640	0.347	التهاب الزائدة الدودية
appendix	0.365	0.387	0.425	الملحق
appetite	0.704	0.637	0.581	شهية
appetizer	0.755	0.560	0.406	مقبلات
appetizing	0.806	0.657	0.688	فاتح للشهية
applaud	0.865	0.824	0.464	صفق
applause	0.953	0.857	0.621	تصفيق
apple	0.811	0.300	0.264	تفاح
apple juice	0.765	0.204	0.294	عصير تفاح
applejack	0.604	0.431	0.473	شراب التفاح
applesauce	0.750	0.167	0.291	عصير التفاح
appliance	0.582	0.453	0.538	تطبيق
appliances	0.594	0.394	0.567	الأجهزة
applicability	0.677	0.490	0.741	القابلية للتطبيق
applicable	0.469	0.430	0.667	المعمول بها
applicant	0.612	0.558	0.688	طالب وظيفة
application	0.646	0.445	0.726	طلب
apply	0.612	0.321	0.667	يتقدم
appoint	0.565	0.330	0.509	يعين
appointment	0.688	0.594	0.547	موعد
appointments	0.745	0.677	0.625	تعيينات
apportion	0.677	0.490	0.638	يخصص
apportionment	0.552	0.481	0.453	قسمة
appraisal	0.417	0.667	0.682	توصيه
appraise	0.677	0.490	0.696	تثمين
appreciable	0.873	0.491	0.778	ملموس
appreciate	0.885	0.422	0.741	يقدر
appreciated	0.910	0.434	0.779	محل تقدير
appreciates	0.765	0.500	0.656	تقدر
appreciation	0.917	0.529	0.588	تقدير
appreciative	0.857	0.380	0.654	ممتن
apprehend	0.521	0.624	0.696	قبض على
apprehension	0.385	0.720	0.454	تخوف
apprehensive	0.406	0.592	0.431	متخوف
apprentice	0.615	0.413	0.452	شخص يتعلم حرفة ما
apprenticeship	0.812	0.482	0.643	فترة التدريب في المهنة
approach	0.612	0.392	0.610	يقترب
approaching	0.740	0.557	0.491	يقترب
approbate	0.646	0.590	0.860	موافق
approbation	0.792	0.529	0.774	استحسان
appropriate	0.833	0.368	0.759	ملائم
appropriation	0.510	0.632	0.717	التخصيص
approval	0.854	0.460	0.889	موافقة
approve	0.875	0.548	0.741	يوافق
approved	0.833	0.349	0.698	وافق
approvement	0.880	0.625	0.780	الموافقة
approving	0.917	0.583	0.773	الموافقة
approximate	0.551	0.560	0.520	تقريبي
approximately	0.622	0.396	0.538	تقريبًا
approximating	0.583	0.615	0.471	تقريبي
approximation	0.582	0.402	0.593	تقريب
appurtenances	0.573	0.412	0.547	ملحقات
apricot	0.708	0.320	0.278	مشمش
apron	0.582	0.208	0.245	المريلة
apt	0.582	0.418	0.382	ملائم
aptitude	0.750	0.471	0.746	موهبة
aqua	0.656	0.292	0.359	أكوا
aquamarine	0.729	0.306	0.413	زبرجد
aquarium	0.663	0.327	0.393	حوض سمك
aquatic	0.677	0.510	0.463	مائي
aqueduct	0.551	0.411	0.534	قناة مائية
aqueous	0.429	0.270	0.310	مائي
arable	0.510	0.350	0.465	صالحة للزراعة
arbiter	0.561	0.537	0.814	حكم
arbitrary	0.281	0.702	0.686	افتراضى
arbitrate	0.470	0.620	0.682	يفصل في النزاع
arbitration	0.587	0.602	0.670	تحكم
arbitrator	0.385	0.448	0.795	المحكم
arbor	0.583	0.490	0.591	الشجرة
arc	0.552	0.388	0.396	قوس
arcade	0.676	0.521	0.502	ممر
arcane	0.500	0.490	0.637	غامض
arch	0.500	0.354	0.468	قوس
archaeological	0.740	0.441	0.660	أثري
archaeologist	0.552	0.451	0.706	عالم اثار
archaeology	0.596	0.358	0.691	علم الآثار
archaic	0.271	0.327	0.332	ممات
archangel	0.837	0.500	0.708	رئيس الملائكة
archbishop	0.622	0.280	0.776	رئيس الأساقفة
archdiocese	0.400	0.321	0.704	أبرشية
archduke	0.458	0.413	0.634	الأرشيدوق
arched	0.582	0.403	0.398	يتقوس
archer	0.573	0.622	0.661	آرتشر
archery	0.594	0.604	0.589	الرماية
archetype	0.448	0.520	0.569	النموذج الأصلي
archipelago	0.745	0.370	0.592	الأرخبيل
architect	0.776	0.442	0.836	مهندس معماري
architectural	0.729	0.390	0.670	المعماري
architecture	0.820	0.390	0.694	هندسة معمارية
archive	0.438	0.294	0.527	أرشيف
arctic	0.615	0.352	0.546	القطب الشمالي
ardent	0.694	0.873	0.722	متحمس
ardor	0.500	0.780	0.538	حماسة
arduous	0.344	0.783	0.605	شاق
area	0.490	0.306	0.464	منطقة
arena	0.510	0.235	0.404	الساحة
areola	0.417	0.396	0.381	الهالة
areyoukidding	0.429	0.633	0.400	هل تمزح
areyoukiddingme	0.365	0.635	0.375	هل تمزح معي
argent	0.594	0.418	0.472	الارجنت
argh	0.260	0.538	0.328	أرغ
arghh	0.292	0.536	0.397	أرغه
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	تجادل
argument	0.510	0.464	0.698	جدال
argumentation	0.479	0.549	0.760	الجدل
argumentative	0.450	0.531	0.679	جدلية
arguments	0.541	0.602	0.657	الحجج
arid	0.323	0.333	0.379	قاحلة
arise	0.750	0.582	0.725	تنشأ
aristocracy	0.688	0.549	0.842	الأرستقراطية
aristocrat	0.583	0.413	0.811	ارستقراطي
aristocratic	0.449	0.519	0.676	أرستقراطي
arithmetic	0.453	0.460	0.634	علم الحساب
ark	0.396	0.427	0.543	فلك
arm	0.552	0.285	0.469	ذراع
armada	0.408	0.740	0.868	أرمادا
armament	0.198	0.764	0.810	التسلح
armaments	0.192	0.839	0.830	التسلح
armature	0.510	0.558	0.755	المحرك
armchair	0.646	0.164	0.339	كرسي ذو ذراعين
armed	0.188	0.750	0.808	مسلح
armor	0.469	0.625	0.784	درع
armored	0.469	0.509	0.861	مدرعة
armory	0.448	0.663	0.800	مستودع الأسلحة
armpit	0.283	0.439	0.250	إبط
arms	0.464	0.395	0.483	أسلحة
army	0.417	0.759	0.902	جيش
aroma	0.823	0.235	0.442	رائحة
aromatherapy	0.847	0.220	0.473	العلاج العطري
arousal	0.791	0.943	0.731	إثارة
arouse	0.740	0.491	0.580	تجنب
aroused	0.708	0.952	0.667	أثارت
arraignment	0.406	0.837	0.534	الاتهام
arrange	0.740	0.490	0.571	رتب
arranged	0.698	0.531	0.728	ترتيبها
arrangement	0.625	0.382	0.683	ترتيب
array	0.521	0.396	0.568	مجموعة مصفوفة
arrears	0.286	0.485	0.302	المتأخرات
arrest	0.146	0.951	0.500	يقبض على
arrhythmia	0.265	0.706	0.356	عدم انتظام ضربات القلب
arrival	0.678	0.510	0.474	وصول
arrive	0.837	0.406	0.585	يصل
arrogance	0.143	0.750	0.620	غطرسة
arrogant	0.115	0.755	0.580	متكبر او مغرور
arrow	0.439	0.390	0.454	سهم
arsehole	0.276	0.598	0.433	الشرج
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	ترسانة
arsenic	0.281	0.472	0.447	الزرنيخ
arson	0.133	0.904	0.567	حريق متعمد
arsonist	0.348	0.840	0.500	الحريق العمد
art	0.812	0.360	0.603	فن
arterial	0.396	0.510	0.583	شرياني
artery	0.396	0.580	0.537	شريان
artful	0.771	0.608	0.778	داهية
arthritis	0.110	0.518	0.345	التهاب المفاصل
arthropod	0.344	0.464	0.434	المفصليات
artichoke	0.583	0.218	0.287	خرشوف
article	0.594	0.280	0.481	مقالة - سلعة
articles	0.552	0.324	0.565	مقالات
articulate	0.677	0.462	0.618	يتكلم بوضوح
articulation	0.479	0.480	0.591	طريقة التعبير اللفظي
artifact	0.510	0.500	0.566	الأداة
artifice	0.316	0.696	0.482	حيلة
artificial	0.306	0.385	0.351	مصطنع
artillery	0.350	0.912	0.794	سلاح المدفعية
artisan	0.781	0.330	0.411	الحرفي
artist	0.802	0.442	0.732	فنان
artiste	0.844	0.512	0.565	الفنان
artistic	0.802	0.646	0.632	فني
artistry	0.823	0.346	0.769	الفنية
artists	0.796	0.667	0.741	الفنانين
artwork	0.896	0.368	0.679	عمل فني
arty	0.490	0.422	0.388	متطفل على الفن
asap	0.571	0.500	0.552	في اسرع وقت ممكن
asbestos	0.357	0.481	0.464	الاسبستوس
ascend	0.830	0.620	0.812	يصعد
ascendancy	0.724	0.625	0.700	صعود
ascendant	0.656	0.673	0.821	صاعد
ascending	0.826	0.644	0.777	تصاعدي
ascension	0.765	0.720	0.714	الصعود
ascent	0.755	0.627	0.833	صعود
ascertain	0.560	0.530	0.625	تأكد
ascertained	0.531	0.529	0.616	تأكد
ascetic	0.438	0.375	0.472	زاهد
ash	0.260	0.210	0.207	رماد
ashamed	0.156	0.588	0.228	خجلان
ashes	0.327	0.279	0.142	رماد
ashtray	0.406	0.382	0.265	مرمدة
asinine	0.429	0.472	0.433	أبله
ask	0.531	0.440	0.459	يطلب
asleeep	0.490	0.210	0.322	نائم
asleep	0.604	0.100	0.270	نائما
asp	0.438	0.489	0.375	آسيا والمحيط الهادئ
asparagus	0.469	0.317	0.264	نبات الهليون
aspartame	0.469	0.480	0.322	الأسبارتام
aspect	0.479	0.469	0.588	جانب
aspects	0.439	0.480	0.565	النواحي
aspen	0.479	0.280	0.395	أسبن
asphalt	0.479	0.264	0.439	أسفلت
asphyxia	0.198	0.704	0.311	الاختناق
asphyxiation	0.059	0.745	0.412	الاختناق
aspiration	0.704	0.724	0.675	طموح
aspire	0.812	0.469	0.722	أطمح
aspirin	0.479	0.271	0.422	أسبرين
aspiring	0.844	0.582	0.604	تطمح
ass	0.323	0.750	0.345	مؤخرة
assail	0.378	0.510	0.500	هاجم
assailant	0.184	0.868	0.602	مهاجم
assassin	0.073	0.933	0.632	قاتل
assassinate	0.051	0.969	0.722	اغتال
assassination	0.083	0.941	0.525	اغتيال
assault	0.167	0.848	0.550	الاعتداءات
assay	0.633	0.559	0.594	فحص
assemblage	0.429	0.452	0.600	التجمع
assemble	0.542	0.570	0.750	جمعيه
assembled	0.663	0.450	0.644	مجمعة
assembly	0.698	0.500	0.640	المجسم
assemblyman	0.430	0.538	0.760	عضو الجمعية
assent	0.615	0.515	0.719	موافقة
assert	0.750	0.619	0.809	يجزم
asserting	0.694	0.531	0.736	مؤكدا
assertion	0.740	0.442	0.750	تأكيد
assertive	0.719	0.412	0.770	تأكيدي
assess	0.698	0.500	0.623	تقييم
assessment	0.750	0.623	0.658	تقييم
assessor	0.551	0.538	0.764	مخمن
asset	0.797	0.765	0.788	أصل
assets	0.667	0.613	0.765	أصول
asshole	0.133	0.582	0.263	الأحمق
assign	0.622	0.417	0.709	تعيين
assignee	0.510	0.462	0.510	المحال إليه
assignment	0.483	0.398	0.745	مهمة
assimilate	0.559	0.391	0.683	استيعاب
assimilation	0.429	0.378	0.463	الاستيعاب
assist	0.833	0.435	0.629	مساعدة
assistance	0.656	0.519	0.633	مساعدة
assistant	0.625	0.390	0.536	مساعد
associate	0.812	0.409	0.625	مساعد
association	0.745	0.500	0.817	جمعية
assorted	0.602	0.460	0.472	متنوع
assortment	0.694	0.360	0.526	تشكيلة
assuage	0.745	0.255	0.500	تهدئة
assume	0.698	0.401	0.464	يفترض
assumed	0.612	0.247	0.454	يفترض
assuming	0.740	0.390	0.526	افتراض
assumption	0.479	0.431	0.417	افتراض
assurance	0.675	0.442	0.704	توكيد
assure	0.910	0.460	0.839	أؤكد
assured	0.878	0.327	0.754	مؤكد
assuredly	0.786	0.396	0.833	بالتأكيد
asterisk	0.541	0.288	0.273	النجمة
asteroid	0.430	0.721	0.623	الكويكب
asteroids	0.361	0.694	0.712	الكويكبات
asthma	0.198	0.549	0.227	الربو
asthmatic	0.229	0.706	0.294	الربو
astigmatism	0.214	0.490	0.429	اللابؤرية
astonish	0.786	0.845	0.658	اذهل
astonished	0.510	0.775	0.574	مندهش
astonishing	0.844	0.802	0.821	مذهل
astonishingly	0.827	0.898	0.773	بشكل مذهل
astonishment	0.680	0.718	0.519	دهشة
astound	0.729	0.675	0.474	الذهول
astral	0.604	0.417	0.567	نجمي
astray	0.098	0.676	0.308	ضلال
astringent	0.316	0.500	0.474	قابض
astrologer	0.594	0.519	0.673	منجم
astrology	0.635	0.340	0.500	علم التنجيم
astronaut	0.792	0.601	0.761	رائد فضاء
astronomer	0.750	0.509	0.735	عالم الفلك
astronomical	0.600	0.632	0.726	فلكي
astronomy	0.613	0.474	0.722	الفلك
astute	0.776	0.658	0.827	مخضرم
asunder	0.208	0.442	0.259	تنهار
asylum	0.407	0.330	0.445	اللجوء
asymmetric	0.580	0.343	0.465	غير متماثل
asymmetry	0.476	0.373	0.527	عدم التناسق
asymptotic	0.479	0.451	0.472	مقارب
atelier	0.490	0.330	0.705	مشغل
