English Word	Valence	Arousal	Dominance	Pashto Word
anagram	0.552	0.327	0.449	انگرام
anal	0.333	0.798	0.334	مقعد
analgesic	0.417	0.321	0.441	دردناک
analogous	0.531	0.270	0.500	مشابهت
analogue	0.570	0.320	0.446	انلاګ
analogy	0.510	0.367	0.509	مشابهت
analysis	0.729	0.448	0.705	تحلیل
analyst	0.604	0.415	0.755	شنونکی
analytic	0.665	0.521	0.634	تحلیلي
analytical	0.625	0.324	0.800	تحلیلي
analyze	0.667	0.462	0.710	تحلیل
analyzer	0.625	0.556	0.854	شنونکی
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	انارکیزم
anarchist	0.204	0.700	0.759	انارکیست
anarchy	0.146	0.755	0.620	ګډوډي
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	اناتومي
anatomy	0.562	0.390	0.571	اناتومي
ancestor	0.592	0.388	0.594	پلار
ancestral	0.640	0.481	0.750	پلارنی
ancestry	0.708	0.519	0.717	نسب
anchor	0.520	0.284	0.564	لنگر
anchorage	0.500	0.325	0.639	لنگر
ancient	0.420	0.217	0.439	لرغونی
ancillary	0.449	0.442	0.278	معاون
androgen	0.255	0.523	0.527	اندروجن
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	کیسه
anemia	0.188	0.327	0.310	انیمیا
anemic	0.167	0.279	0.155	انیمیا
anemone	0.552	0.538	0.327	انیمون
anesthesia	0.365	0.216	0.394	انستیزیا
anesthesiologist	0.419	0.224	0.526	انستیزیولوژیست
anesthetic	0.350	0.264	0.482	انستیکیا
aneurysm	0.115	0.690	0.536	انیوریزم
anew	0.771	0.358	0.385	نوي
angel	0.906	0.158	0.704	فرښته
angelic	0.927	0.298	0.668	فرښته
anger	0.167	0.865	0.657	غوسه
angered	0.010	0.860	0.547	غوسه شوی
angermanagement	0.260	0.632	0.482	د غوسې اداره کول
angina	0.230	0.630	0.464	انجینا
angiogram	0.347	0.520	0.465	انجیوګرام
angiography	0.378	0.536	0.520	انجیوګرافي
angle	0.541	0.330	0.455	زاویه
angling	0.625	0.408	0.500	زنګ وهل
angora	0.529	0.425	0.405	انګورا
angriest	0.094	0.892	0.430	غوسه
angry	0.122	0.830	0.604	غوسه
angrytweet	0.265	0.644	0.471	په غوسه ټویټ
angst	0.167	0.888	0.333	غوسه
anguish	0.153	0.792	0.265	خپګان
anguished	0.135	0.720	0.307	خفه
angular	0.449	0.281	0.444	زاویه
anhydrous	0.456	0.365	0.355	بې اوبو
animal	0.521	0.510	0.513	څاروی
animate	0.827	0.755	0.635	متحرک
animated	0.823	0.676	0.538	متحرک
animation	0.888	0.750	0.549	حرکت
animosity	0.510	0.724	0.545	دښمني
animus	0.698	0.676	0.466	دښمني
ankle	0.500	0.274	0.234	پښه
anklet	0.410	0.276	0.302	پاخه
annals	0.427	0.610	0.424	تاریخونه
annex	0.594	0.350	0.458	ضمیمه
annexation	0.342	0.500	0.555	ضمیمه
annexe	0.584	0.350	0.392	ضمیمه
annihilate	0.115	0.918	0.681	له منځه وړل
annihilated	0.080	0.760	0.324	له منځه وړل
annihilation	0.041	0.800	0.591	له منځه وړل
anniversary	0.880	0.770	0.723	لمانځ غونډه
annotate	0.592	0.469	0.441	تبصره
annotation	0.604	0.470	0.619	تشریح
announce	0.694	0.618	0.611	اعلان
announcement	0.729	0.491	0.482	اعلان
announcer	0.602	0.570	0.732	اعلان کوونکی
annoy	0.094	0.765	0.286	ځورول
annoyance	0.167	0.718	0.342	خپګان
annoyed	0.104	0.783	0.345	ناراضه
annoyin	0.260	0.573	0.352	ځورونکی
annoying	0.082	0.853	0.348	ځورونکی
annoys	0.146	0.778	0.435	ځوروي
annual	0.552	0.236	0.500	کلنۍ
annuity	0.521	0.304	0.527	کلنۍ
annul	0.250	0.448	0.364	لغوه کول
annular	0.310	0.385	0.412	کنډوله
annulment	0.153	0.375	0.447	لغوه کول
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	مسح شوی
anointing	0.653	0.350	0.547	مسح کول
anomalous	0.281	0.480	0.423	بې بنسټه
anomaly	0.188	0.538	0.404	ګډوډي
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	پیژندنه
anonymous	0.396	0.291	0.431	بې نومه
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	ځواب
answerable	0.708	0.481	0.750	ځواب ورکوونکی
answering	0.684	0.500	0.607	ځواب ورکول
ant	0.448	0.216	0.216	میږی
antagonism	0.224	0.618	0.524	مخالفت
antagonist	0.240	0.615	0.700	مخالف
antagonistic	0.296	0.604	0.565	مخالف
antagonize	0.143	0.663	0.629	مخالفت کول
ante	0.448	0.320	0.417	مخکې
antecedent	0.427	0.551	0.566	پخوانۍ
antelope	0.542	0.510	0.500	انټیلوپ
antenna	0.521	0.327	0.358	انتن
anterior	0.510	0.245	0.362	مخکینی
anthem	0.780	0.343	0.729	سرود
anthill	0.327	0.578	0.377	انتیل
anthology	0.338	0.406	0.537	انتولوژي
anthrax	0.188	0.730	0.500	انتراکس
anthropological	0.367	0.390	0.490	بشری
anthropologist	0.551	0.385	0.725	بشرپوه
anthropology	0.490	0.367	0.582	انتروپولوژي
anti	0.365	0.412	0.384	ضد
antiaircraft	0.330	0.622	0.629	الوتکې ضد
antibiotic	0.510	0.373	0.658	انټي بیوټیک
antibiotics	0.448	0.406	0.557	انټي بیوټیکونه
antichrist	0.082	0.837	0.544	د مسیح ضد
anticipate	0.622	0.469	0.667	اټکل
anticipation	0.698	0.539	0.711	وړاندوینه
anticipatory	0.653	0.551	0.682	وړاندوینه
antics	0.448	0.740	0.236	ضد
antidote	0.541	0.490	0.629	ضد درمل
antifungal	0.408	0.412	0.441	د فنګس ضد
antigravity	0.430	0.714	0.658	کشش ضد
antimony	0.378	0.398	0.490	انټيموني
antipathy	0.198	0.549	0.393	ضدیت
antiquarian	0.500	0.233	0.426	لرغونی
antiquated	0.420	0.392	0.236	لرغونی
antique	0.634	0.290	0.518	لرغونی
antiques	0.540	0.370	0.595	لرغوني توکي
antiquity	0.385	0.333	0.556	لرغونتوب
antiseptic	0.438	0.370	0.623	انټي سیپټیک
antisocial	0.146	0.686	0.391	ټولنیز ضد
antithesis	0.396	0.412	0.536	ضد
antithetical	0.271	0.509	0.358	ضد
antiviral	0.459	0.470	0.549	انټي ویروس
antler	0.448	0.470	0.500	زنګون
antsy	0.449	0.558	0.417	خندا
anus	0.347	0.644	0.350	مقعد
anvil	0.380	0.510	0.604	انوییل
anxiety	0.146	0.865	0.342	اضطراب
anxietyattack	0.150	0.925	0.446	اندیښنه برید
anxious	0.281	0.875	0.434	اندیښمن
anxiousness	0.235	0.814	0.282	اضطراب
anytime	0.625	0.461	0.436	هر وخت
aorta	0.448	0.510	0.542	شریان
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	چټک
apache	0.687	0.469	0.500	اپاچی
apartment	0.719	0.393	0.580	اپارتمان
apartments	0.704	0.337	0.443	اپارتمانونه
apathetic	0.188	0.292	0.333	بې حسه
apathy	0.184	0.212	0.204	بې حسي
ape	0.548	0.389	0.336	بندر
aperture	0.612	0.450	0.667	اپرچر
apex	0.570	0.433	0.418	سر
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	یوه ټوټه
aplomb	0.500	0.509	0.582	په زړه پوری
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	بښنه غوښتونکی
apologist	0.406	0.429	0.526	بخښونکی
apologize	0.551	0.378	0.389	بښنه وغواړئ
apology	0.571	0.346	0.402	بښنه
apostasy	0.388	0.520	0.517	ارتداد
apostate	0.342	0.500	0.528	مرتد
apostle	0.646	0.347	0.732	رسول
apostolic	0.592	0.300	0.717	رسول
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	حیران
appalling	0.160	0.827	0.415	ډارونکی
apparatus	0.375	0.353	0.377	وسیله
apparel	0.698	0.435	0.453	جامې
apparent	0.473	0.383	0.398	ښکاره
apparently	0.531	0.410	0.426	ظاهرا
apparition	0.406	0.573	0.636	ظاهر
appeal	0.663	0.598	0.558	اپیل
appear	0.735	0.506	0.567	ښکاره شي
appearance	0.669	0.490	0.534	بڼه
appease	0.633	0.278	0.434	راضي کول
appellant	0.327	0.588	0.568	غوښتونکی
append	0.573	0.464	0.453	ضمیمه
appendage	0.229	0.382	0.438	ضمیمه
appendectomy	0.177	0.670	0.554	اپینډیکټومی
appendicitis	0.031	0.640	0.347	اپنډیسایټس
appendix	0.365	0.387	0.425	ضمیمه
appetite	0.704	0.637	0.581	اشتها
appetizer	0.755	0.560	0.406	اشتها ورکوونکی
appetizing	0.806	0.657	0.688	اشتها کول
applaud	0.865	0.824	0.464	ستاینه
applause	0.953	0.857	0.621	ستاینه
apple	0.811	0.300	0.264	مڼه
apple juice	0.765	0.204	0.294	د مڼو جوس
applejack	0.604	0.431	0.473	مڼه
applesauce	0.750	0.167	0.291	مڼه
appliance	0.582	0.453	0.538	وسیله
appliances	0.594	0.394	0.567	وسایل
applicability	0.677	0.490	0.741	تطبیق
applicable	0.469	0.430	0.667	د تطبیق وړ
applicant	0.612	0.558	0.688	غوښتونکی
application	0.646	0.445	0.726	غوښتنلیک
apply	0.612	0.321	0.667	درخواست کول
appoint	0.565	0.330	0.509	ټاکل
appointment	0.688	0.594	0.547	ملاقات
appointments	0.745	0.677	0.625	ګمارنې
apportion	0.677	0.490	0.638	تقسیم
apportionment	0.552	0.481	0.453	تقسیم
appraisal	0.417	0.667	0.682	ارزونه
appraise	0.677	0.490	0.696	ارزونه
appreciable	0.873	0.491	0.778	د ستاینې وړ
appreciate	0.885	0.422	0.741	ستاینه
appreciated	0.910	0.434	0.779	ستاینه شوې
appreciates	0.765	0.500	0.656	ستاینه کوي
appreciation	0.917	0.529	0.588	ستاینه
appreciative	0.857	0.380	0.654	د قدر وړ
apprehend	0.521	0.624	0.696	نیول
apprehension	0.385	0.720	0.454	اندیښنه
apprehensive	0.406	0.592	0.431	اندېښمن
apprentice	0.615	0.413	0.452	زده کوونکی
apprenticeship	0.812	0.482	0.643	زده کړه
approach	0.612	0.392	0.610	لاره
approaching	0.740	0.557	0.491	نږدې کېدل
approbate	0.646	0.590	0.860	تصویب
approbation	0.792	0.529	0.774	تصویب
appropriate	0.833	0.368	0.759	مناسب
appropriation	0.510	0.632	0.717	تخصیص
approval	0.854	0.460	0.889	تصویب
approve	0.875	0.548	0.741	تصویب
approved	0.833	0.349	0.698	تصویب شوی
approvement	0.880	0.625	0.780	تصویب
approving	0.917	0.583	0.773	تصویب کول
approximate	0.551	0.560	0.520	نږدې
approximately	0.622	0.396	0.538	تقریبا
approximating	0.583	0.615	0.471	نږدې
approximation	0.582	0.402	0.593	نږدې
appurtenances	0.573	0.412	0.547	خدمتونه
apricot	0.708	0.320	0.278	مندته
apron	0.582	0.208	0.245	اپون
apt	0.582	0.418	0.382	مناسب
aptitude	0.750	0.471	0.746	وړتیا
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	ایکویریم
aquatic	0.677	0.510	0.463	آبي
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	آبی
arable	0.510	0.350	0.465	د کرنې وړ
arbiter	0.561	0.537	0.814	ثالث
arbitrary	0.281	0.702	0.686	په خپله خوښه
arbitrate	0.470	0.620	0.682	منځګړیتوب
arbitration	0.587	0.602	0.670	منځګړتوب
arbitrator	0.385	0.448	0.795	منځګړی
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	آرک
arcade	0.676	0.521	0.502	آرکیډ
arcane	0.500	0.490	0.637	ارکین
arch	0.500	0.354	0.468	آرچ
archaeological	0.740	0.441	0.660	لرغونپوهنه
archaeologist	0.552	0.451	0.706	لرغونپوه
archaeology	0.596	0.358	0.691	لرغونپوهنه
archaic	0.271	0.327	0.332	لرغونی
archangel	0.837	0.500	0.708	ارواښاد
archbishop	0.622	0.280	0.776	ارچ بشپ
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	تیر
archery	0.594	0.604	0.589	تیراندي
archetype	0.448	0.520	0.569	لرغونتوب
archipelago	0.745	0.370	0.592	ټاپوګان
architect	0.776	0.442	0.836	معمار
architectural	0.729	0.390	0.670	معماري
architecture	0.820	0.390	0.694	معمارۍ
archive	0.438	0.294	0.527	آرشیف
arctic	0.615	0.352	0.546	آرکټیک
ardent	0.694	0.873	0.722	زړور
ardor	0.500	0.780	0.538	لیوالتیا
arduous	0.344	0.783	0.605	سخت
area	0.490	0.306	0.464	ساحه
arena	0.510	0.235	0.404	میدان
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	ایا ته ټوکې کوې
areyoukiddingme	0.365	0.635	0.375	تاسو زما سره ټوکې کوی
argent	0.594	0.418	0.472	ارجنټ
argh	0.260	0.538	0.328	ارګ
arghh	0.292	0.536	0.397	ارگ
arghhhh	0.250	0.618	0.324	ارغه
argue	0.093	0.798	0.525	استدلال
argument	0.510	0.464	0.698	استدلال
argumentation	0.479	0.549	0.760	استدلال
argumentative	0.450	0.531	0.679	استدلال کوونکی
arguments	0.541	0.602	0.657	دلیلونه
arid	0.323	0.333	0.379	وچ
arise	0.750	0.582	0.725	راپورته
aristocracy	0.688	0.549	0.842	اشرافیت
aristocrat	0.583	0.413	0.811	اشراف
aristocratic	0.449	0.519	0.676	اشراف
arithmetic	0.453	0.460	0.634	ریاضی
ark	0.396	0.427	0.543	کشتۍ
arm	0.552	0.285	0.469	بازو
armada	0.408	0.740	0.868	آرماډا
armament	0.198	0.764	0.810	وسلې
armaments	0.192	0.839	0.830	وسلې
armature	0.510	0.558	0.755	آرمچر
armchair	0.646	0.164	0.339	بازو څوکۍ
armed	0.188	0.750	0.808	وسله وال
armor	0.469	0.625	0.784	زغره
armored	0.469	0.509	0.861	زغره وال
armory	0.448	0.663	0.800	وسلې
armpit	0.283	0.439	0.250	بغل
arms	0.464	0.395	0.483	وسلې
army	0.417	0.759	0.902	پوځ
aroma	0.823	0.235	0.442	بوی
aromatherapy	0.847	0.220	0.473	اروماتراپی
arousal	0.791	0.943	0.731	جوش
arouse	0.740	0.491	0.580	راویښ کول
aroused	0.708	0.952	0.667	راویښ کړی
arraignment	0.406	0.837	0.534	محاکمه
arrange	0.740	0.490	0.571	ترتیب
arranged	0.698	0.531	0.728	ترتیب شوی
arrangement	0.625	0.382	0.683	ترتیب
array	0.521	0.396	0.568	صف
arrears	0.286	0.485	0.302	بقایا
arrest	0.146	0.951	0.500	نیول
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	راتګ
arrive	0.837	0.406	0.585	رسیدل
arrogance	0.143	0.750	0.620	غرور
arrogant	0.115	0.755	0.580	مغرور
arrow	0.439	0.390	0.454	تیر
arsehole	0.276	0.598	0.433	کنده
arseholes	0.188	0.545	0.351	سوري
arsenal	0.365	0.741	0.752	وسلې
arsenic	0.281	0.472	0.447	ارسنیک
arson	0.133	0.904	0.567	سوځول
arsonist	0.348	0.840	0.500	اور اخیستونکی
art	0.812	0.360	0.603	هنر
arterial	0.396	0.510	0.583	شریان
artery	0.396	0.580	0.537	شریان
artful	0.771	0.608	0.778	هنرمند
arthritis	0.110	0.518	0.345	د مفصلونو درد
arthropod	0.344	0.464	0.434	آرتروپډ
artichoke	0.583	0.218	0.287	آرټیچوک
article	0.594	0.280	0.481	مقاله
articles	0.552	0.324	0.565	مقالې
articulate	0.677	0.462	0.618	بیانول
articulation	0.479	0.480	0.591	بیان
artifact	0.510	0.500	0.566	اثار
artifice	0.316	0.696	0.482	هنر
artificial	0.306	0.385	0.351	مصنوعي
artillery	0.350	0.912	0.794	توپخانه
artisan	0.781	0.330	0.411	کاریګر
artist	0.802	0.442	0.732	هنرمند
artiste	0.844	0.512	0.565	هنرمند
artistic	0.802	0.646	0.632	هنري
artistry	0.823	0.346	0.769	هنر
artists	0.796	0.667	0.741	هنرمندان
artwork	0.896	0.368	0.679	هنري کار
arty	0.490	0.422	0.388	هنر
asap	0.571	0.500	0.552	ژر تر ژره
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	پورته کېدل
ascendancy	0.724	0.625	0.700	لوړوالی
ascendant	0.656	0.673	0.821	لوړوالی
ascending	0.826	0.644	0.777	پورته کېدل
ascension	0.765	0.720	0.714	پورته کېدل
ascent	0.755	0.627	0.833	پورته کېدل
ascertain	0.560	0.530	0.625	معلومول
ascertained	0.531	0.529	0.616	معلوم شوی
ascetic	0.438	0.375	0.472	سنت
ash	0.260	0.210	0.207	ایش
ashamed	0.156	0.588	0.228	شرمیدل
ashes	0.327	0.279	0.142	ایرو
ashtray	0.406	0.382	0.265	ایشټری
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	پوښتنه
asleeep	0.490	0.210	0.322	ویده
asleep	0.604	0.100	0.270	خوب
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	سمنډول
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	اړخ
aspects	0.439	0.480	0.565	اړخونه
aspen	0.479	0.280	0.395	اسپین
asphalt	0.479	0.264	0.439	اسفالټ
asphyxia	0.198	0.704	0.311	ساه لنډي
asphyxiation	0.059	0.745	0.412	ساه بندیدل
aspiration	0.704	0.724	0.675	هیله
aspire	0.812	0.469	0.722	هیله
aspirin	0.479	0.271	0.422	اسپرین
aspiring	0.844	0.582	0.604	هیله مند
ass	0.323	0.750	0.345	غوښه
assail	0.378	0.510	0.500	برید
assailant	0.184	0.868	0.602	برید کوونکی
assassin	0.073	0.933	0.632	وژونکی
assassinate	0.051	0.969	0.722	وژل
assassination	0.083	0.941	0.525	وژنه
assault	0.167	0.848	0.550	برید
assay	0.633	0.559	0.594	ارزونه
assemblage	0.429	0.452	0.600	راټولول
assemble	0.542	0.570	0.750	راټولول
assembled	0.663	0.450	0.644	راټول شوي
assembly	0.698	0.500	0.640	مجلس
assemblyman	0.430	0.538	0.760	مجلس کوونکی
assent	0.615	0.515	0.719	موافقه
assert	0.750	0.619	0.809	ادعا
asserting	0.694	0.531	0.736	ادعا کول
assertion	0.740	0.442	0.750	ادعا
assertive	0.719	0.412	0.770	ټینګار کوونکی
assess	0.698	0.500	0.623	ارزونه
assessment	0.750	0.623	0.658	ارزونه
assessor	0.551	0.538	0.764	ارزوونکی
asset	0.797	0.765	0.788	شتمني
assets	0.667	0.613	0.765	شتمنۍ
asshole	0.133	0.582	0.263	ګنده
assign	0.622	0.417	0.709	ګمارل
assignee	0.510	0.462	0.510	ګمارل شوی
assignment	0.483	0.398	0.745	دنده
assimilate	0.559	0.391	0.683	جذبول
assimilation	0.429	0.378	0.463	جذب
assist	0.833	0.435	0.629	مرسته
assistance	0.656	0.519	0.633	مرسته
assistant	0.625	0.390	0.536	معاون
associate	0.812	0.409	0.625	ملګری
association	0.745	0.500	0.817	ټولنه
assorted	0.602	0.460	0.472	جلا جلا
assortment	0.694	0.360	0.526	طبقه بندي
assuage	0.745	0.255	0.500	تسکین
assume	0.698	0.401	0.464	فرض کړه
assumed	0.612	0.247	0.454	فرض کړل
assuming	0.740	0.390	0.526	فرض کول
assumption	0.479	0.431	0.417	انګیرنه
assurance	0.675	0.442	0.704	ډاډ
assure	0.910	0.460	0.839	ډاډ ورکول
assured	0.878	0.327	0.754	ډاډمن
assuredly	0.786	0.396	0.833	په یقین سره
asterisk	0.541	0.288	0.273	ستوری
asteroid	0.430	0.721	0.623	استروید
asteroids	0.361	0.694	0.712	استرویدونه
asthma	0.198	0.549	0.227	اسما
asthmatic	0.229	0.706	0.294	سالم
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	حیرانونکی
astonished	0.510	0.775	0.574	حیران
astonishing	0.844	0.802	0.821	حیرانوونکی
astonishingly	0.827	0.898	0.773	په حیرانتیا سره
astonishment	0.680	0.718	0.519	حیرانتیا
astound	0.729	0.675	0.474	حیران
astral	0.604	0.417	0.567	ستوری
astray	0.098	0.676	0.308	ګمراه
astringent	0.316	0.500	0.474	سخت
astrologer	0.594	0.519	0.673	ستورپوه
astrology	0.635	0.340	0.500	ستورپوهنه
astronaut	0.792	0.601	0.761	فضانورد
astronomer	0.750	0.509	0.735	ستور پیژندونکی
astronomical	0.600	0.632	0.726	ستورپوهنه
astronomy	0.613	0.474	0.722	ستورپوهنه
astute	0.776	0.658	0.827	هوښیار
asunder	0.208	0.442	0.259	جلا
asylum	0.407	0.330	0.445	پناه
asymmetric	0.580	0.343	0.465	غیر متناسب
asymmetry	0.476	0.373	0.527	انډول
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	اتل
atheism	0.276	0.460	0.481	الحاد
atheistic	0.373	0.481	0.466	ملحد
atherosclerosis	0.250	0.480	0.343	ایتروسکلروسیس
athlete	0.781	0.718	0.686	ورزشکار
athletic	0.857	0.798	0.708	ورزشکار
athleticism	0.750	0.863	0.778	ورزش
athletics	0.831	0.691	0.740	ورزش
atlas	0.531	0.306	0.554	اتلس
atmosphere	0.604	0.300	0.560	فضا
atmospheric	0.531	0.420	0.594	اتموسفیر
atoll	0.480	0.408	0.472	اتل
atom	0.510	0.500	0.433	اتوم
atomic	0.327	0.817	0.713	اټومي
atone	0.418	0.673	0.411	کفاره
atonement	0.550	0.602	0.683	کفاره
atpeace	0.724	0.298	0.519	امن
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	ظالم
atrocity	0.115	0.844	0.593	ظلم
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	ضمیمه
attached	0.562	0.350	0.439	نښلول شوی
attachment	0.570	0.343	0.500	ضمیمه
attack	0.286	0.948	0.670	برید
attacker	0.185	0.962	0.629	برید کوونکی
attacking	0.276	0.837	0.642	برید کول
attain	0.806	0.510	0.719	ترلاسه کول
