English Word	Valence	Arousal	Dominance	Belarusian Word
anaconda	0.146	0.830	0.540	анаконда
anaesthesia	0.350	0.217	0.473	анестэзія
anaesthetic	0.449	0.268	0.509	анестэтык
anagram	0.552	0.327	0.449	анаграма
anal	0.333	0.798	0.334	анальны
analgesic	0.417	0.321	0.441	абязбольвальнае
analogous	0.531	0.270	0.500	аналагічны
analogue	0.570	0.320	0.446	аналаг
analogy	0.510	0.367	0.509	аналогія
analysis	0.729	0.448	0.705	аналіз
analyst	0.604	0.415	0.755	аналітык
analytic	0.665	0.521	0.634	аналітычны
analytical	0.625	0.324	0.800	аналітычны
analyze	0.667	0.462	0.710	аналізаваць
analyzer	0.625	0.556	0.854	аналізатар
anaphylactic	0.378	0.588	0.500	анафілактіческій
anarchism	0.125	0.804	0.623	анархізм
anarchist	0.204	0.700	0.759	анархіст
anarchy	0.146	0.755	0.620	анархія
anastomosis	0.375	0.470	0.490	анастомоз
anathema	0.286	0.490	0.519	анафеме
anatomic	0.562	0.442	0.546	анатамічны
anatomy	0.562	0.390	0.571	анатомія
ancestor	0.592	0.388	0.594	продак
ancestral	0.640	0.481	0.750	радавой
ancestry	0.708	0.519	0.717	радавод
anchor	0.520	0.284	0.564	якар
anchorage	0.500	0.325	0.639	мацаванне
ancient	0.420	0.217	0.439	старажытны
ancillary	0.449	0.442	0.278	дапаможны
androgen	0.255	0.523	0.527	андроген
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	анекдот
anemia	0.188	0.327	0.310	анемія
anemic	0.167	0.279	0.155	анемічны
anemone	0.552	0.538	0.327	анемона
anesthesia	0.365	0.216	0.394	анестэзія
anesthesiologist	0.419	0.224	0.526	анестэзіёлаг
anesthetic	0.350	0.264	0.482	анестэтык
aneurysm	0.115	0.690	0.536	анеўрызма
anew	0.771	0.358	0.385	нанова
angel	0.906	0.158	0.704	анёл
angelic	0.927	0.298	0.668	анёльскі
anger	0.167	0.865	0.657	гнеў
angered	0.010	0.860	0.547	раззлаваны
angermanagement	0.260	0.632	0.482	кіраванне гневам
angina	0.230	0.630	0.464	стэнакардыя
angiogram	0.347	0.520	0.465	ангіяграма
angiography	0.378	0.536	0.520	ангіяграфія
angle	0.541	0.330	0.455	кут
angling	0.625	0.408	0.500	рыбалка
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	самы злы
angry	0.122	0.830	0.604	злы
angrytweet	0.265	0.644	0.471	гнеўны твіт
angst	0.167	0.888	0.333	туга
anguish	0.153	0.792	0.265	туга
anguished	0.135	0.720	0.307	пакутлівы
angular	0.449	0.281	0.444	кутняй
anhydrous	0.456	0.365	0.355	бязводны
animal	0.521	0.510	0.513	жывёла
animate	0.827	0.755	0.635	ажыўляць
animated	0.823	0.676	0.538	аніміраваныя
animation	0.888	0.750	0.549	анімацыя
animosity	0.510	0.724	0.545	варожасць
animus	0.698	0.676	0.466	анімус
ankle	0.500	0.274	0.234	лодыжкі
anklet	0.410	0.276	0.302	бранзалет
annals	0.427	0.610	0.424	летапісы
annex	0.594	0.350	0.458	дадатак
annexation	0.342	0.500	0.555	анэксія
annexe	0.584	0.350	0.392	прыбудова
annihilate	0.115	0.918	0.681	знішчыць
annihilated	0.080	0.760	0.324	знішчаны
annihilation	0.041	0.800	0.591	анігіляцыя
anniversary	0.880	0.770	0.723	юбілей
annotate	0.592	0.469	0.441	анатаваць
annotation	0.604	0.470	0.619	анатацыя
announce	0.694	0.618	0.611	абвясціць
announcement	0.729	0.491	0.482	аб'ява
announcer	0.602	0.570	0.732	дыктар
annoy	0.094	0.765	0.286	раздражняць
annoyance	0.167	0.718	0.342	раздражненне
annoyed	0.104	0.783	0.345	раздражнёны
annoyin	0.260	0.573	0.352	раздражняе
annoying	0.082	0.853	0.348	раздражняе
annoys	0.146	0.778	0.435	раздражняе
annual	0.552	0.236	0.500	гадавы
annuity	0.521	0.304	0.527	ануітэт
annul	0.250	0.448	0.364	ануляваць
annular	0.310	0.385	0.412	кальцавой
annulment	0.153	0.375	0.447	ануляванне
annulus	0.458	0.380	0.376	кальцавое прастору
anointed	0.500	0.368	0.579	памазаны
anointing	0.653	0.350	0.547	памазанне
anomalous	0.281	0.480	0.423	анамальны
anomaly	0.188	0.538	0.404	анамалія
anon	0.479	0.354	0.298	ананімна
anonymity	0.469	0.255	0.430	ананімнасць
anonymous	0.396	0.291	0.431	ананімны
anorexic	0.160	0.618	0.245	анарэксія
answer	0.537	0.373	0.661	адказаць
answerable	0.708	0.481	0.750	адказнасць
answering	0.684	0.500	0.607	адказваючы
ant	0.448	0.216	0.216	мурашка
antagonism	0.224	0.618	0.524	антаганізм
antagonist	0.240	0.615	0.700	антаганіст
antagonistic	0.296	0.604	0.565	антаганістычны
antagonize	0.143	0.663	0.629	антаганізаваць
ante	0.448	0.320	0.417	антэ
antecedent	0.427	0.551	0.566	папярэднік
antelope	0.542	0.510	0.500	антылопа
antenna	0.521	0.327	0.358	антэна
anterior	0.510	0.245	0.362	пярэдні
anthem	0.780	0.343	0.729	гімн
anthill	0.327	0.578	0.377	мурашнік
anthology	0.338	0.406	0.537	анталогія
anthrax	0.188	0.730	0.500	сібірская язва
anthropological	0.367	0.390	0.490	антрапалагічны
anthropologist	0.551	0.385	0.725	антраполаг
anthropology	0.490	0.367	0.582	антрапалогіі
anti	0.365	0.412	0.384	анты
antiaircraft	0.330	0.622	0.629	супрацьпаветраная
antibiotic	0.510	0.373	0.658	антыбіётык
antibiotics	0.448	0.406	0.557	антыбіётыкі
antichrist	0.082	0.837	0.544	антыхрыст
anticipate	0.622	0.469	0.667	прадбачыць
anticipation	0.698	0.539	0.711	чаканне
anticipatory	0.653	0.551	0.682	апераджальны
antics	0.448	0.740	0.236	выхадкі
antidote	0.541	0.490	0.629	проціяддзе
antifungal	0.408	0.412	0.441	супрацьгрыбковыя
antigravity	0.430	0.714	0.658	антыгравітацыя
antimony	0.378	0.398	0.490	сурма
antipathy	0.198	0.549	0.393	антыпатыя
antiquarian	0.500	0.233	0.426	антыквар
antiquated	0.420	0.392	0.236	састарэлы
antique	0.634	0.290	0.518	антычная
antiques	0.540	0.370	0.595	антыкварыят
antiquity	0.385	0.333	0.556	антычнасць
antiseptic	0.438	0.370	0.623	антысептык
antisocial	0.146	0.686	0.391	асацыяльныя
antithesis	0.396	0.412	0.536	антытэза
antithetical	0.271	0.509	0.358	антытэтычны
antiviral	0.459	0.470	0.549	супрацьвірусны
antler	0.448	0.470	0.500	панты
antsy	0.449	0.558	0.417	мурашкі
anus	0.347	0.644	0.350	задні праход
anvil	0.380	0.510	0.604	кавадла
anxiety	0.146	0.865	0.342	неспакой
anxietyattack	0.150	0.925	0.446	прыступ трывогі
anxious	0.281	0.875	0.434	трывожны
anxiousness	0.235	0.814	0.282	трывожнасць
anytime	0.625	0.461	0.436	у любы час
aorta	0.448	0.510	0.542	аорта
aortic	0.436	0.540	0.438	аартальны
apace	0.536	0.500	0.536	хутка
apache	0.687	0.469	0.500	апач
apartment	0.719	0.393	0.580	кватэра
apartments	0.704	0.337	0.443	кватэры
apathetic	0.188	0.292	0.333	апатычны
apathy	0.184	0.212	0.204	апатыя
ape	0.548	0.389	0.336	малпа
aperture	0.612	0.450	0.667	дыяфрагма
apex	0.570	0.433	0.418	вяршыня
aphid	0.388	0.473	0.407	тля
aphrodisiac	0.750	0.846	0.667	афрадызіякам
apiece	0.439	0.259	0.383	кавалак
aplomb	0.500	0.509	0.582	апломб
apocalypse	0.050	0.867	0.736	апакаліпсіс
apocalyptic	0.173	0.880	0.750	апакаліптычны
apologetic	0.479	0.461	0.571	апалагетычны
apologist	0.406	0.429	0.526	апалагет
apologize	0.551	0.378	0.389	прасіць прабачэння
apology	0.571	0.346	0.402	прабачэнні
apostasy	0.388	0.520	0.517	вераадступніцтва
apostate	0.342	0.500	0.528	вераадступнік
apostle	0.646	0.347	0.732	апостал
apostolic	0.592	0.300	0.717	апостальскі
apostrophe	0.469	0.368	0.537	апостраф
apothecary	0.561	0.328	0.529	аптэкар
appalled	0.194	0.792	0.562	узрушаны
appalling	0.160	0.827	0.415	жахлівы
apparatus	0.375	0.353	0.377	апарат
apparel	0.698	0.435	0.453	адзенне
apparent	0.473	0.383	0.398	відавочны
apparently	0.531	0.410	0.426	мабыць
apparition	0.406	0.573	0.636	прывід
appeal	0.663	0.598	0.558	зварот
appear	0.735	0.506	0.567	з'явіцца
appearance	0.669	0.490	0.534	знешні выгляд
appease	0.633	0.278	0.434	супакоіць
appellant	0.327	0.588	0.568	апелянт
append	0.573	0.464	0.453	далучаць
appendage	0.229	0.382	0.438	прыдатак
appendectomy	0.177	0.670	0.554	аппендэктомия
appendicitis	0.031	0.640	0.347	апендыцыт
appendix	0.365	0.387	0.425	апендыкс
appetite	0.704	0.637	0.581	апетыт
appetizer	0.755	0.560	0.406	закуска
appetizing	0.806	0.657	0.688	апетытны
applaud	0.865	0.824	0.464	апладзіраваць
applause	0.953	0.857	0.621	апладысменты
apple	0.811	0.300	0.264	яблык
apple juice	0.765	0.204	0.294	яблычны сок
applejack	0.604	0.431	0.473	яблычны джэк
applesauce	0.750	0.167	0.291	яблычнае пюрэ
appliance	0.582	0.453	0.538	прыбор
appliances	0.594	0.394	0.567	прыборы
applicability	0.677	0.490	0.741	дастасавальнасць
applicable	0.469	0.430	0.667	прыдатныя
applicant	0.612	0.558	0.688	абітурыент
application	0.646	0.445	0.726	прымяненне
apply	0.612	0.321	0.667	ўжываць
appoint	0.565	0.330	0.509	прызначаць
appointment	0.688	0.594	0.547	прызначэнне
appointments	0.745	0.677	0.625	прызначэнняў
apportion	0.677	0.490	0.638	размеркаваць
apportionment	0.552	0.481	0.453	размеркаванне
appraisal	0.417	0.667	0.682	ацэнка
appraise	0.677	0.490	0.696	ацэньваць
appreciable	0.873	0.491	0.778	прыкметны
appreciate	0.885	0.422	0.741	цаніць
appreciated	0.910	0.434	0.779	ацанілі
appreciates	0.765	0.500	0.656	шануе
appreciation	0.917	0.529	0.588	удзячнасць
appreciative	0.857	0.380	0.654	удзячны
apprehend	0.521	0.624	0.696	затрымаць
apprehension	0.385	0.720	0.454	асцярога
apprehensive	0.406	0.592	0.431	насцярожана
apprentice	0.615	0.413	0.452	вучань
apprenticeship	0.812	0.482	0.643	вучнёўства
approach	0.612	0.392	0.610	падыход
approaching	0.740	0.557	0.491	набліжаецца
approbate	0.646	0.590	0.860	дарэчны
approbation	0.792	0.529	0.774	апрабацыя
appropriate	0.833	0.368	0.759	адпаведны
appropriation	0.510	0.632	0.717	прысваенне
approval	0.854	0.460	0.889	зацвярджэнне
approve	0.875	0.548	0.741	зацвердзіць
approved	0.833	0.349	0.698	зацверджаны
approvement	0.880	0.625	0.780	зацвярджэнне
approving	0.917	0.583	0.773	ухваляючы
approximate	0.551	0.560	0.520	прыблізны
approximately	0.622	0.396	0.538	прыкладна
approximating	0.583	0.615	0.471	апраксімацыйны
approximation	0.582	0.402	0.593	набліжэнне
appurtenances	0.573	0.412	0.547	прыналежнасці
apricot	0.708	0.320	0.278	абрыкосавы
apron	0.582	0.208	0.245	фартух
apt	0.582	0.418	0.382	трапны
aptitude	0.750	0.471	0.746	здольнасць
aqua	0.656	0.292	0.359	аква
aquamarine	0.729	0.306	0.413	аквамарын
aquarium	0.663	0.327	0.393	акварыум
aquatic	0.677	0.510	0.463	водны
aqueduct	0.551	0.411	0.534	акведук
aqueous	0.429	0.270	0.310	водны
arable	0.510	0.350	0.465	ворныя
arbiter	0.561	0.537	0.814	арбітр
arbitrary	0.281	0.702	0.686	адвольнае
arbitrate	0.470	0.620	0.682	арбітраж
arbitration	0.587	0.602	0.670	арбітраж
arbitrator	0.385	0.448	0.795	арбітр
arbor	0.583	0.490	0.591	альтанка
arc	0.552	0.388	0.396	дуга
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	загадкавы
arch	0.500	0.354	0.468	арх
archaeological	0.740	0.441	0.660	археалагічныя
archaeologist	0.552	0.451	0.706	археолаг
archaeology	0.596	0.358	0.691	археалогіі
archaic	0.271	0.327	0.332	архаічны
archangel	0.837	0.500	0.708	архангел
archbishop	0.622	0.280	0.776	арцыбіскуп
archdiocese	0.400	0.321	0.704	архідыяцэзіі
archduke	0.458	0.413	0.634	эрцгерцаг
arched	0.582	0.403	0.398	арачныя
archer	0.573	0.622	0.661	лучнік
archery	0.594	0.604	0.589	стральба з лука
archetype	0.448	0.520	0.569	архетып
archipelago	0.745	0.370	0.592	архіпелаг
architect	0.776	0.442	0.836	архітэктар
architectural	0.729	0.390	0.670	архітэктурны
architecture	0.820	0.390	0.694	архітэктуры
archive	0.438	0.294	0.527	архіў
arctic	0.615	0.352	0.546	арктычны
ardent	0.694	0.873	0.722	палкі
ardor	0.500	0.780	0.538	палкасць
arduous	0.344	0.783	0.605	цяжкі
area	0.490	0.306	0.464	вобласці
arena	0.510	0.235	0.404	арэна
areola	0.417	0.396	0.381	Ареола
areyoukidding	0.429	0.633	0.400	ты жартуеш?
areyoukiddingme	0.365	0.635	0.375	ты жартуеш?
argent	0.594	0.418	0.472	срэбны
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	аргхх
arghhhh	0.250	0.618	0.324	аргхххх
argue	0.093	0.798	0.525	спрачацца
argument	0.510	0.464	0.698	аргумент
argumentation	0.479	0.549	0.760	аргументацыя
argumentative	0.450	0.531	0.679	аргументаваны
arguments	0.541	0.602	0.657	аргументы
arid	0.323	0.333	0.379	засушлівы
arise	0.750	0.582	0.725	паўстаць
aristocracy	0.688	0.549	0.842	арыстакратыя
aristocrat	0.583	0.413	0.811	арыстакрат
aristocratic	0.449	0.519	0.676	арыстакратычны
arithmetic	0.453	0.460	0.634	арыфметыка
ark	0.396	0.427	0.543	каўчэг
arm	0.552	0.285	0.469	рука
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	ўзбраенне
armaments	0.192	0.839	0.830	ўзбраенне
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	крэсла
armed	0.188	0.750	0.808	узброены
armor	0.469	0.625	0.784	браня
armored	0.469	0.509	0.861	браніраваны
armory	0.448	0.663	0.800	зброевы склад
armpit	0.283	0.439	0.250	падпахавая западзіна
arms	0.464	0.395	0.483	зброі
army	0.417	0.759	0.902	войска
aroma	0.823	0.235	0.442	водар
aromatherapy	0.847	0.220	0.473	ароматэрапія
arousal	0.791	0.943	0.731	ўзбуджэнне
arouse	0.740	0.491	0.580	абудзіць
aroused	0.708	0.952	0.667	узбуджаны
arraignment	0.406	0.837	0.534	абвінавачанне
arrange	0.740	0.490	0.571	арганізаваць
arranged	0.698	0.531	0.728	арганізаваны
arrangement	0.625	0.382	0.683	размяшчэнне
array	0.521	0.396	0.568	масіў
arrears	0.286	0.485	0.302	запазычанасці
arrest	0.146	0.951	0.500	арышт
arrhythmia	0.265	0.706	0.356	арытмія
arrival	0.678	0.510	0.474	прыезд
arrive	0.837	0.406	0.585	прыбыць
arrogance	0.143	0.750	0.620	ганарыстасць
arrogant	0.115	0.755	0.580	пыхлівы
arrow	0.439	0.390	0.454	стрэлка
arsehole	0.276	0.598	0.433	мудак
arseholes	0.188	0.545	0.351	сракі
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	мыш'як
arson	0.133	0.904	0.567	падпал
arsonist	0.348	0.840	0.500	падпальшчык
art	0.812	0.360	0.603	арт
arterial	0.396	0.510	0.583	артэрыяльны
artery	0.396	0.580	0.537	артэрыя
artful	0.771	0.608	0.778	хітры
arthritis	0.110	0.518	0.345	артрыт
arthropod	0.344	0.464	0.434	членістаногія
artichoke	0.583	0.218	0.287	тапінамбур
article	0.594	0.280	0.481	артыкул
articles	0.552	0.324	0.565	артыкулы
articulate	0.677	0.462	0.618	артыкуляваць
articulation	0.479	0.480	0.591	артыкуляцыя
artifact	0.510	0.500	0.566	артэфакт
