English Word	Valence	Arousal	Dominance	Urdu Word
ample	0.744	0.349	0.719	کافی
amplification	0.690	0.677	0.810	پروردن
amplify	0.677	0.735	0.827	بڑھانا
amplitude	0.694	0.439	0.692	طول و عرض
amply	0.781	0.431	0.766	کافی
amputate	0.092	0.660	0.509	کاٹنا
amputation	0.100	0.755	0.483	کٹوتی
amuck	0.385	0.602	0.321	بدبودار
amulet	0.781	0.260	0.630	تعویز
amuse	0.812	0.684	0.664	تفریح
amused	0.942	0.847	0.596	دل لگی
amusement	0.929	0.837	0.803	تفریح
amusing	0.960	0.829	0.632	دل لگی
ana	0.541	0.300	0.314	انا
anaconda	0.146	0.830	0.540	ایناکونڈا
anaesthesia	0.350	0.217	0.473	اینستھیزیا
anaesthetic	0.449	0.268	0.509	بے ہوشی کی دوا
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	مقعد
analgesic	0.417	0.321	0.441	ینالجیسک
analogous	0.531	0.270	0.500	مطابق
analogue	0.570	0.320	0.446	ینالاگ
analogy	0.510	0.367	0.509	تشبیہ
analysis	0.729	0.448	0.705	تجزیہ
analyst	0.604	0.415	0.755	تجزیہ کار
analytic	0.665	0.521	0.634	تجزیاتی
analytical	0.625	0.324	0.800	تجزیاتی
analyze	0.667	0.462	0.710	تجزیہ
analyzer	0.625	0.556	0.854	تجزیہ کار
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	انارکیزم
anarchist	0.204	0.700	0.759	انارکیسٹ
anarchy	0.146	0.755	0.620	انارکی
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	بے حسی
anatomic	0.562	0.442	0.546	جسمانی
anatomy	0.562	0.390	0.571	اناٹومی
ancestor	0.592	0.388	0.594	پرکھا
ancestral	0.640	0.481	0.750	آبائی
ancestry	0.708	0.519	0.717	نسب
anchor	0.520	0.284	0.564	لنگر
anchorage	0.500	0.325	0.639	لنگر خانہ
ancient	0.420	0.217	0.439	قدیم
ancillary	0.449	0.442	0.278	ذیلی
androgen	0.255	0.523	0.527	اینڈروجن
android	0.663	0.436	0.500	انڈروئد
anecdote	0.583	0.529	0.500	قصہ
anemia	0.188	0.327	0.310	خون کی کمی
anemic	0.167	0.279	0.155	خون کی کمی
anemone	0.552	0.538	0.327	انیمون
anesthesia	0.365	0.216	0.394	اینستھیزیا
anesthesiologist	0.419	0.224	0.526	اینستھیزولوجسٹ
anesthetic	0.350	0.264	0.482	بے ہوشی کی دوا
aneurysm	0.115	0.690	0.536	انیوریزم
anew	0.771	0.358	0.385	نئے سرے سے
angel	0.906	0.158	0.704	فرشتہ
angelic	0.927	0.298	0.668	فرشتہ
anger	0.167	0.865	0.657	غصہ
angered	0.010	0.860	0.547	ناراض
angermanagement	0.260	0.632	0.482	غصہ کے انتظام
angina	0.230	0.630	0.464	انجائنا
angiogram	0.347	0.520	0.465	انجیوگرام
angiography	0.378	0.536	0.520	انجیوگرافی
angle	0.541	0.330	0.455	زاویہ
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	انگورا
angriest	0.094	0.892	0.430	ناراض
angry	0.122	0.830	0.604	ناراض
angrytweet	0.265	0.644	0.471	ناراض ٹویٹ
angst	0.167	0.888	0.333	غصہ
anguish	0.153	0.792	0.265	تکلیف
anguished	0.135	0.720	0.307	پریشان
angular	0.449	0.281	0.444	کونیی
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	جانور
animate	0.827	0.755	0.635	متحرک
animated	0.823	0.676	0.538	متحرک
animation	0.888	0.750	0.549	حرکت پذیری
animosity	0.510	0.724	0.545	دشمنی
animus	0.698	0.676	0.466	دشمنی
ankle	0.500	0.274	0.234	ٹخنوں
anklet	0.410	0.276	0.302	پازیب
annals	0.427	0.610	0.424	تاریخ
annex	0.594	0.350	0.458	ملحقہ
annexation	0.342	0.500	0.555	الحاق
annexe	0.584	0.350	0.392	ملحقہ
annihilate	0.115	0.918	0.681	فنا کرنا
annihilated	0.080	0.760	0.324	فنا کر دیا
annihilation	0.041	0.800	0.591	فنا
anniversary	0.880	0.770	0.723	سالگرہ
annotate	0.592	0.469	0.441	تشریح
annotation	0.604	0.470	0.619	تشریح
announce	0.694	0.618	0.611	اعلان
announcement	0.729	0.491	0.482	اعلان
announcer	0.602	0.570	0.732	اعلان کرنے والا
annoy	0.094	0.765	0.286	ناراض
annoyance	0.167	0.718	0.342	جھنجھلاہٹ
annoyed	0.104	0.783	0.345	ناراض
annoyin	0.260	0.573	0.352	پریشان کن
annoying	0.082	0.853	0.348	پریشان کن
annoys	0.146	0.778	0.435	پریشان کرتا ہے
annual	0.552	0.236	0.500	سالانہ
annuity	0.521	0.304	0.527	سالانہ
annul	0.250	0.448	0.364	منسوخ
annular	0.310	0.385	0.412	کنڈلی
annulment	0.153	0.375	0.447	منسوخ
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	مسح
anointing	0.653	0.350	0.547	مسح کرنا
anomalous	0.281	0.480	0.423	بے ترتیب
anomaly	0.188	0.538	0.404	بے ضابطگی
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	گمنامی
anonymous	0.396	0.291	0.431	گمنام
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	جواب
answerable	0.708	0.481	0.750	جوابدہ
answering	0.684	0.500	0.607	جواب دینا
ant	0.448	0.216	0.216	چیونٹی
antagonism	0.224	0.618	0.524	دشمنی
antagonist	0.240	0.615	0.700	مخالف
antagonistic	0.296	0.604	0.565	مخالف
antagonize	0.143	0.663	0.629	مخالف کرنا
ante	0.448	0.320	0.417	پہلے
antecedent	0.427	0.551	0.566	سابقہ
antelope	0.542	0.510	0.500	ہرن
antenna	0.521	0.327	0.358	اینٹینا
anterior	0.510	0.245	0.362	اگلا
anthem	0.780	0.343	0.729	ترانہ
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	انتھولوجی
anthrax	0.188	0.730	0.500	اینتھراکس
anthropological	0.367	0.390	0.490	بشریات
anthropologist	0.551	0.385	0.725	ماہر بشریات
anthropology	0.490	0.367	0.582	بشریات
anti	0.365	0.412	0.384	مخالف
antiaircraft	0.330	0.622	0.629	طیارہ شکن
antibiotic	0.510	0.373	0.658	اینٹی بائیوٹک
antibiotics	0.448	0.406	0.557	اینٹی بایوٹک
antichrist	0.082	0.837	0.544	دجال
anticipate	0.622	0.469	0.667	متوقع
anticipation	0.698	0.539	0.711	توقع
anticipatory	0.653	0.551	0.682	متوقع
antics	0.448	0.740	0.236	حرکات
antidote	0.541	0.490	0.629	تریاق
antifungal	0.408	0.412	0.441	اینٹی فنگل
antigravity	0.430	0.714	0.658	کشش ثقل کے خلاف
antimony	0.378	0.398	0.490	اینٹیمونی
antipathy	0.198	0.549	0.393	دشمنی
antiquarian	0.500	0.233	0.426	قدیم
antiquated	0.420	0.392	0.236	قدیم
antique	0.634	0.290	0.518	قدیم
antiques	0.540	0.370	0.595	نوادرات
antiquity	0.385	0.333	0.556	قدیم
antiseptic	0.438	0.370	0.623	جراثیم کش
antisocial	0.146	0.686	0.391	غیر سماجی
antithesis	0.396	0.412	0.536	مخالف
antithetical	0.271	0.509	0.358	مخالف
antiviral	0.459	0.470	0.549	اینٹی وائرل
antler	0.448	0.470	0.500	سینگ
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	مقعد
anvil	0.380	0.510	0.604	اینول
anxiety	0.146	0.865	0.342	بے چینی
anxietyattack	0.150	0.925	0.446	بے چینی کا حملہ
anxious	0.281	0.875	0.434	فکر مند
anxiousness	0.235	0.814	0.282	بے چینی
anytime	0.625	0.461	0.436	کسی بھی وقت
aorta	0.448	0.510	0.542	شہ رگ
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	جلد
apache	0.687	0.469	0.500	اپاچی
apartment	0.719	0.393	0.580	اپارٹمنٹ
apartments	0.704	0.337	0.443	اپارٹمنٹس
apathetic	0.188	0.292	0.333	بے حس
apathy	0.184	0.212	0.204	بے حسی
ape	0.548	0.389	0.336	بندر
aperture	0.612	0.450	0.667	یپرچر
apex	0.570	0.433	0.418	چوٹی
aphid	0.388	0.473	0.407	افیڈ
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	ہر ایک
aplomb	0.500	0.509	0.582	حوصلہ افزائی
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	معذرت خواہ
apologist	0.406	0.429	0.526	معافی مانگنے والا
apologize	0.551	0.378	0.389	معذرت خواہ
apology	0.571	0.346	0.402	معافی
apostasy	0.388	0.520	0.517	ارتداد
apostate	0.342	0.500	0.528	مرتد
apostle	0.646	0.347	0.732	رسول
apostolic	0.592	0.300	0.717	رسولی
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	خوفزدہ
appalling	0.160	0.827	0.415	خوفناک
apparatus	0.375	0.353	0.377	اپریٹس
apparel	0.698	0.435	0.453	ملبوسات
apparent	0.473	0.383	0.398	ظاہر
apparently	0.531	0.410	0.426	بظاہر
apparition	0.406	0.573	0.636	ظاہری شکل
appeal	0.663	0.598	0.558	اپیل
appear	0.735	0.506	0.567	ظاہر ہونا
appearance	0.669	0.490	0.534	ظہور
appease	0.633	0.278	0.434	مطمئن
appellant	0.327	0.588	0.568	اپیل کنندہ
append	0.573	0.464	0.453	شامل کریں
appendage	0.229	0.382	0.438	ضمیمہ
appendectomy	0.177	0.670	0.554	اپینڈیکٹومی
appendicitis	0.031	0.640	0.347	اپینڈیسائٹس
appendix	0.365	0.387	0.425	اپینڈکس
appetite	0.704	0.637	0.581	بھوک
appetizer	0.755	0.560	0.406	بھوک بڑھانے والا
appetizing	0.806	0.657	0.688	بھوک لگانے والا
applaud	0.865	0.824	0.464	تالیاں بجانا
applause	0.953	0.857	0.621	تالیاں
apple	0.811	0.300	0.264	سیب
apple juice	0.765	0.204	0.294	سیب کا رس
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	سیب کی چٹنی
appliance	0.582	0.453	0.538	آلات
appliances	0.594	0.394	0.567	آلات
applicability	0.677	0.490	0.741	قابل اطلاق
applicable	0.469	0.430	0.667	قابل اطلاق
applicant	0.612	0.558	0.688	درخواست گزار
application	0.646	0.445	0.726	درخواست
apply	0.612	0.321	0.667	درخواست دیں
appoint	0.565	0.330	0.509	تقرری
appointment	0.688	0.594	0.547	تقرری
appointments	0.745	0.677	0.625	تقرری
apportion	0.677	0.490	0.638	تقسیم
apportionment	0.552	0.481	0.453	تقسیم
appraisal	0.417	0.667	0.682	جائزہ
appraise	0.677	0.490	0.696	تشخیص
appreciable	0.873	0.491	0.778	قابل تعریف
appreciate	0.885	0.422	0.741	کی تعریف
appreciated	0.910	0.434	0.779	تعریف
appreciates	0.765	0.500	0.656	تعریف کرتا ہے
appreciation	0.917	0.529	0.588	تعریف
appreciative	0.857	0.380	0.654	تعریف کرنے والا
apprehend	0.521	0.624	0.696	پکڑنا
apprehension	0.385	0.720	0.454	خدشہ
apprehensive	0.406	0.592	0.431	خوفزدہ
apprentice	0.615	0.413	0.452	اپرنٹس
apprenticeship	0.812	0.482	0.643	اپرنٹس شپ
approach	0.612	0.392	0.610	نقطہ نظر
approaching	0.740	0.557	0.491	قریب آرہا ہے
approbate	0.646	0.590	0.860	منظوری
approbation	0.792	0.529	0.774	منظوری
appropriate	0.833	0.368	0.759	مناسب
appropriation	0.510	0.632	0.717	تخصیص
approval	0.854	0.460	0.889	منظوری
approve	0.875	0.548	0.741	منظور کرنا
approved	0.833	0.349	0.698	منظورشدہ
approvement	0.880	0.625	0.780	منظوری
approving	0.917	0.583	0.773	منظوری
approximate	0.551	0.560	0.520	لگ بھگ
approximately	0.622	0.396	0.538	تقریباً
approximating	0.583	0.615	0.471	لگ بھگ
approximation	0.582	0.402	0.593	قربت
appurtenances	0.573	0.412	0.547	معاونت
apricot	0.708	0.320	0.278	خوبانی
apron	0.582	0.208	0.245	تہبند
apt	0.582	0.418	0.382	مناسب
aptitude	0.750	0.471	0.746	اہلیت
aqua	0.656	0.292	0.359	ایکوا
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	ایکویریم
aquatic	0.677	0.510	0.463	آبی
aqueduct	0.551	0.411	0.534	آبی نالی
aqueous	0.429	0.270	0.310	آبی
arable	0.510	0.350	0.465	قابل کاشت
arbiter	0.561	0.537	0.814	ثالث
arbitrary	0.281	0.702	0.686	من مانی
arbitrate	0.470	0.620	0.682	ثالثی
arbitration	0.587	0.602	0.670	ثالثی
arbitrator	0.385	0.448	0.795	ثالث
arbor	0.583	0.490	0.591	آربر
arc	0.552	0.388	0.396	قوس
arcade	0.676	0.521	0.502	آرکیڈ
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	محراب
archaeological	0.740	0.441	0.660	آثار قدیمہ
archaeologist	0.552	0.451	0.706	ماہر آثار قدیمہ
archaeology	0.596	0.358	0.691	آثار قدیمہ
archaic	0.271	0.327	0.332	قدیم
archangel	0.837	0.500	0.708	مہاراج فرشتہ
archbishop	0.622	0.280	0.776	آرچ بشپ
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	محراب والا
archer	0.573	0.622	0.661	تیر انداز
archery	0.594	0.604	0.589	تیر اندازی
archetype	0.448	0.520	0.569	آثار قدیمہ
archipelago	0.745	0.370	0.592	جزیرہ نما
architect	0.776	0.442	0.836	معمار
architectural	0.729	0.390	0.670	تعمیراتی
architecture	0.820	0.390	0.694	فن تعمیر
archive	0.438	0.294	0.527	محفوظ شدہ دستاویزات
arctic	0.615	0.352	0.546	آرکٹک
ardent	0.694	0.873	0.722	پرجوش
ardor	0.500	0.780	0.538	جوش
arduous	0.344	0.783	0.605	مشکل
area	0.490	0.306	0.464	رقبہ
arena	0.510	0.235	0.404	میدان
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	تم مزاق تو نہیں کر رہے
areyoukiddingme	0.365	0.635	0.375	کیا تم مجھ سے مذاق کر رہے ہو؟
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	ارگ
arghh	0.292	0.536	0.397	aghh
arghhhh	0.250	0.618	0.324	aghhhhh
argue	0.093	0.798	0.525	بحث
argument	0.510	0.464	0.698	دلیل
argumentation	0.479	0.549	0.760	دلیل
argumentative	0.450	0.531	0.679	بحث کرنے والا
arguments	0.541	0.602	0.657	دلائل
arid	0.323	0.333	0.379	بنجر
arise	0.750	0.582	0.725	اٹھنا
aristocracy	0.688	0.549	0.842	اشرافیہ
aristocrat	0.583	0.413	0.811	اشرافیہ
aristocratic	0.449	0.519	0.676	اشرافیہ
arithmetic	0.453	0.460	0.634	ریاضی
ark	0.396	0.427	0.543	صندوق
arm	0.552	0.285	0.469	بازو
armada	0.408	0.740	0.868	آرماڈا
armament	0.198	0.764	0.810	ہتھیار
armaments	0.192	0.839	0.830	اسلحہ
armature	0.510	0.558	0.755	بازو
armchair	0.646	0.164	0.339	کرسی
armed	0.188	0.750	0.808	مسلح
armor	0.469	0.625	0.784	کوچ
armored	0.469	0.509	0.861	بکتر بند
armory	0.448	0.663	0.800	اسلحہ خانہ
armpit	0.283	0.439	0.250	بغل
arms	0.464	0.395	0.483	ہتھیار
army	0.417	0.759	0.902	فوج
aroma	0.823	0.235	0.442	مہک
aromatherapy	0.847	0.220	0.473	اروما تھراپی
arousal	0.791	0.943	0.731	حوصلہ افزائی
arouse	0.740	0.491	0.580	بیدار کرنا
aroused	0.708	0.952	0.667	بیدار
arraignment	0.406	0.837	0.534	گرفتاری
arrange	0.740	0.490	0.571	بندوبست
arranged	0.698	0.531	0.728	اہتمام
arrangement	0.625	0.382	0.683	انتظام
array	0.521	0.396	0.568	صف
arrears	0.286	0.485	0.302	بقایا جات
arrest	0.146	0.951	0.500	گرفتاری
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	آمد
arrive	0.837	0.406	0.585	پہنچنا
arrogance	0.143	0.750	0.620	تکبر
arrogant	0.115	0.755	0.580	مغرور
arrow	0.439	0.390	0.454	تیر
arsehole	0.276	0.598	0.433	گدھے کا سوراخ
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	ہتھیار
arsenic	0.281	0.472	0.447	سنکھیا
arson	0.133	0.904	0.567	آگ لگانا
arsonist	0.348	0.840	0.500	آگ لگانے والا
art	0.812	0.360	0.603	فن
arterial	0.396	0.510	0.583	شریان
artery	0.396	0.580	0.537	شریان
artful	0.771	0.608	0.778	فنکار
arthritis	0.110	0.518	0.345	گٹھیا
arthropod	0.344	0.464	0.434	آرتھروپڈ
artichoke	0.583	0.218	0.287	آرٹچوک
article	0.594	0.280	0.481	مضمون
articles	0.552	0.324	0.565	مضامین
articulate	0.677	0.462	0.618	واضح کرنا
articulation	0.479	0.480	0.591	اظہار
artifact	0.510	0.500	0.566	آرٹفیکٹ
artifice	0.316	0.696	0.482	فنکاری
artificial	0.306	0.385	0.351	مصنوعی
artillery	0.350	0.912	0.794	توپ خانے
artisan	0.781	0.330	0.411	کاریگر
artist	0.802	0.442	0.732	فنکار
artiste	0.844	0.512	0.565	فنکار
artistic	0.802	0.646	0.632	فنکارانہ
artistry	0.823	0.346	0.769	فنکاری
artists	0.796	0.667	0.741	فنکار
artwork	0.896	0.368	0.679	آرٹ ورک
arty	0.490	0.422	0.388	آرٹی
asap	0.571	0.500	0.552	جتنی جلدی ہو سکے
asbestos	0.357	0.481	0.464	ایسبیسٹوس
ascend	0.830	0.620	0.812	چڑھنا
ascendancy	0.724	0.625	0.700	عروج
ascendant	0.656	0.673	0.821	چڑھنے والا
ascending	0.826	0.644	0.777	چڑھتے ہوئے
ascension	0.765	0.720	0.714	عروج
ascent	0.755	0.627	0.833	چڑھائی
ascertain	0.560	0.530	0.625	معلوم کرنا
ascertained	0.531	0.529	0.616	معلوم کیا
ascetic	0.438	0.375	0.472	سنیاسی
ash	0.260	0.210	0.207	راکھ
ashamed	0.156	0.588	0.228	شرمندہ
ashes	0.327	0.279	0.142	راکھ
ashtray	0.406	0.382	0.265	ایش ٹرے
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	پوچھنا
asleeep	0.490	0.210	0.322	سو رہے ہیں
asleep	0.604	0.100	0.270	سو رہے ہیں
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	موصلی سفید
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	پہلو
aspects	0.439	0.480	0.565	پہلوؤں
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	اسفالٹ
asphyxia	0.198	0.704	0.311	دم گھٹنا
asphyxiation	0.059	0.745	0.412	دم گھٹنا
aspiration	0.704	0.724	0.675	خواہش
aspire	0.812	0.469	0.722	خواہش
aspirin	0.479	0.271	0.422	اسپرین
aspiring	0.844	0.582	0.604	خواہشمند
ass	0.323	0.750	0.345	گدا
assail	0.378	0.510	0.500	حملہ
assailant	0.184	0.868	0.602	حملہ آور
assassin	0.073	0.933	0.632	قاتل
assassinate	0.051	0.969	0.722	قتل
assassination	0.083	0.941	0.525	قتل
assault	0.167	0.848	0.550	حملہ
assay	0.633	0.559	0.594	پرکھ
assemblage	0.429	0.452	0.600	جمع
assemble	0.542	0.570	0.750	جمع
assembled	0.663	0.450	0.644	جمع
assembly	0.698	0.500	0.640	اسمبلی
assemblyman	0.430	0.538	0.760	اسمبلی مین
assent	0.615	0.515	0.719	رضامندی
assert	0.750	0.619	0.809	دعوی
asserting	0.694	0.531	0.736	دعوی کرنا
assertion	0.740	0.442	0.750	دعوی
assertive	0.719	0.412	0.770	جارحانہ
assess	0.698	0.500	0.623	اندازہ لگانا
assessment	0.750	0.623	0.658	تشخیص کے
assessor	0.551	0.538	0.764	تشخیص کنندہ
asset	0.797	0.765	0.788	اثاثہ
assets	0.667	0.613	0.765	اثاثے
asshole	0.133	0.582	0.263	گدی
assign	0.622	0.417	0.709	تفویض
assignee	0.510	0.462	0.510	تفویض کرنے والا
assignment	0.483	0.398	0.745	تفویض
assimilate	0.559	0.391	0.683	ضم کرنا
assimilation	0.429	0.378	0.463	انضمام
assist	0.833	0.435	0.629	مدد
assistance	0.656	0.519	0.633	مدد
assistant	0.625	0.390	0.536	اسسٹنٹ
associate	0.812	0.409	0.625	ایسوسی ایٹ
association	0.745	0.500	0.817	ایسوسی ایشن
assorted	0.602	0.460	0.472	مختلف
assortment	0.694	0.360	0.526	درجہ بندی
assuage	0.745	0.255	0.500	تسکین
assume	0.698	0.401	0.464	فرض کریں
assumed	0.612	0.247	0.454	فرض کیا
assuming	0.740	0.390	0.526	فرض کرنا
assumption	0.479	0.431	0.417	مفروضہ
assurance	0.675	0.442	0.704	یقین دہانی
assure	0.910	0.460	0.839	یقین دلانا
assured	0.878	0.327	0.754	یقین دہانی کرائی
assuredly	0.786	0.396	0.833	یقینی طور پر
asterisk	0.541	0.288	0.273	ستارہ
asteroid	0.430	0.721	0.623	کشودرگرہ
asteroids	0.361	0.694	0.712	کشودرگرہ
asthma	0.198	0.549	0.227	دمہ
asthmatic	0.229	0.706	0.294	دمہ
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	چکت کرنا
astonished	0.510	0.775	0.574	حیران
astonishing	0.844	0.802	0.821	حیران کن
astonishingly	0.827	0.898	0.773	حیران کن طور پر
astonishment	0.680	0.718	0.519	حیرت
astound	0.729	0.675	0.474	حیران
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	گمراہ
astringent	0.316	0.500	0.474	کسیلی
astrologer	0.594	0.519	0.673	نجومی
astrology	0.635	0.340	0.500	علم نجوم
astronaut	0.792	0.601	0.761	خلاباز
astronomer	0.750	0.509	0.735	ماہر فلکیات
astronomical	0.600	0.632	0.726	فلکیاتی
astronomy	0.613	0.474	0.722	فلکیات
astute	0.776	0.658	0.827	ہوشیار
asunder	0.208	0.442	0.259	جدا
asylum	0.407	0.330	0.445	پناہ
asymmetric	0.580	0.343	0.465	غیر متناسب
asymmetry	0.476	0.373	0.527	توازن
asymptotic	0.479	0.451	0.472	غیر علامتی
atelier	0.490	0.330	0.705	ٹیلیئر
atheism	0.276	0.460	0.481	الحاد
atheistic	0.373	0.481	0.466	ملحد
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	کھلاڑی
athletic	0.857	0.798	0.708	ایتھلیٹک
athleticism	0.750	0.863	0.778	ایتھلیٹزم
