English Word	Valence	Arousal	Dominance	Swahili Word
analysis	0.729	0.448	0.705	uchambuzi
analyst	0.604	0.415	0.755	mchambuzi
analytic	0.665	0.521	0.634	uchambuzi
analytical	0.625	0.324	0.800	uchambuzi
analyze	0.667	0.462	0.710	kuchambua
analyzer	0.625	0.556	0.854	analyzer
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	machafuko
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomiki
anatomy	0.562	0.390	0.571	anatomia
ancestor	0.592	0.388	0.594	babu
ancestral	0.640	0.481	0.750	babu
ancestry	0.708	0.519	0.717	ukoo
anchor	0.520	0.284	0.564	nanga
anchorage	0.500	0.325	0.639	kutia nanga
ancient	0.420	0.217	0.439	kale
ancillary	0.449	0.442	0.278	msaidizi
androgen	0.255	0.523	0.527	androjeni
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	hadithi
anemia	0.188	0.327	0.310	upungufu wa damu
anemic	0.167	0.279	0.155	upungufu wa damu
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	ganzi
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	ganzi
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	upya
angel	0.906	0.158	0.704	malaika
angelic	0.927	0.298	0.668	malaika
anger	0.167	0.865	0.657	hasira
angered	0.010	0.860	0.547	hasira
angermanagement	0.260	0.632	0.482	usimamizi wa hasira
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiografia
angiography	0.378	0.536	0.520	angiografia
angle	0.541	0.330	0.455	pembe
angling	0.625	0.408	0.500	kung'ang'ania
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	hasira zaidi
angry	0.122	0.830	0.604	hasira
angrytweet	0.265	0.644	0.471	hasiratweet
angst	0.167	0.888	0.333	hasira
anguish	0.153	0.792	0.265	uchungu
anguished	0.135	0.720	0.307	mwenye uchungu
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	isiyo na maji
animal	0.521	0.510	0.513	mnyama
animate	0.827	0.755	0.635	hai
animated	0.823	0.676	0.538	uhuishaji
animation	0.888	0.750	0.549	uhuishaji
animosity	0.510	0.724	0.545	uadui
animus	0.698	0.676	0.466	uhuishaji
ankle	0.500	0.274	0.234	kifundo cha mguu
anklet	0.410	0.276	0.302	kifundo cha mguu
annals	0.427	0.610	0.424	machapisho
annex	0.594	0.350	0.458	kiambatisho
annexation	0.342	0.500	0.555	kiambatisho
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	kuangamiza
annihilated	0.080	0.760	0.324	kuangamizwa
annihilation	0.041	0.800	0.591	maangamizi
anniversary	0.880	0.770	0.723	maadhimisho ya miaka
annotate	0.592	0.469	0.441	fafanua
annotation	0.604	0.470	0.619	maelezo
announce	0.694	0.618	0.611	tangaza
announcement	0.729	0.491	0.482	tangazo
announcer	0.602	0.570	0.732	mtangazaji
annoy	0.094	0.765	0.286	kuudhi
annoyance	0.167	0.718	0.342	kero
annoyed	0.104	0.783	0.345	kuudhika
annoyin	0.260	0.573	0.352	kuudhi
annoying	0.082	0.853	0.348	kuudhi
annoys	0.146	0.778	0.435	kuudhi
annual	0.552	0.236	0.500	kila mwaka
annuity	0.521	0.304	0.527	mwaka
annul	0.250	0.448	0.364	kubatilisha
annular	0.310	0.385	0.412	mwaka
annulment	0.153	0.375	0.447	kubatilisha
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	kupakwa mafuta
anointing	0.653	0.350	0.547	upako
anomalous	0.281	0.480	0.423	isiyo ya kawaida
anomaly	0.188	0.538	0.404	hali isiyo ya kawaida
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	kutokujulikana
anonymous	0.396	0.291	0.431	bila kujulikana
anorexic	0.160	0.618	0.245	mwenye kukosa hamu ya kula
answer	0.537	0.373	0.661	jibu
answerable	0.708	0.481	0.750	kuwajibika
answering	0.684	0.500	0.607	kujibu
ant	0.448	0.216	0.216	mchwa
antagonism	0.224	0.618	0.524	uadui
antagonist	0.240	0.615	0.700	mpinzani
antagonistic	0.296	0.604	0.565	kupingana
antagonize	0.143	0.663	0.629	pinga
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	aliyetangulia
antelope	0.542	0.510	0.500	swala
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	mbele
anthem	0.780	0.343	0.729	wimbo wa taifa
anthill	0.327	0.578	0.377	kichuguu
anthology	0.338	0.406	0.537	antholojia
anthrax	0.188	0.730	0.500	kimeta
anthropological	0.367	0.390	0.490	kianthropolojia
anthropologist	0.551	0.385	0.725	mwanaanthropolojia
anthropology	0.490	0.367	0.582	anthropolojia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	antibiotic
antibiotics	0.448	0.406	0.557	antibiotics
antichrist	0.082	0.837	0.544	mpinga Kristo
anticipate	0.622	0.469	0.667	tarajia
anticipation	0.698	0.539	0.711	kutarajia
anticipatory	0.653	0.551	0.682	ya kutarajia
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	dawa
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimoni
antipathy	0.198	0.549	0.393	chuki
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	zamani
antique	0.634	0.290	0.518	ya kale
antiques	0.540	0.370	0.595	mambo ya kale
antiquity	0.385	0.333	0.556	zamani
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	isiyo ya kijamii
antithesis	0.396	0.412	0.536	kinyume
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	mchwa
antsy	0.449	0.558	0.417	mchwa
anus	0.347	0.644	0.350	mkundu
anvil	0.380	0.510	0.604	chungu
anxiety	0.146	0.865	0.342	wasiwasi
anxietyattack	0.150	0.925	0.446	shambulio la wasiwasi
anxious	0.281	0.875	0.434	wasiwasi
anxiousness	0.235	0.814	0.282	wasiwasi
anytime	0.625	0.461	0.436	wakati wowote
aorta	0.448	0.510	0.542	aota
aortic	0.436	0.540	0.438	aota
apace	0.536	0.500	0.536	kasi
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	ghorofa
apartments	0.704	0.337	0.443	vyumba
apathetic	0.188	0.292	0.333	kutojali
apathy	0.184	0.212	0.204	kutojali
ape	0.548	0.389	0.336	tumbili
aperture	0.612	0.450	0.667	shimo
apex	0.570	0.433	0.418	kilele
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	Kipande
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	kuomba msamaha
apologist	0.406	0.429	0.526	mwombezi
apologize	0.551	0.378	0.389	kuomba msamaha
apology	0.571	0.346	0.402	kuomba msamaha
apostasy	0.388	0.520	0.517	uasi
apostate	0.342	0.500	0.528	mwasi
apostle	0.646	0.347	0.732	mtume
apostolic	0.592	0.300	0.717	kitume
apostrophe	0.469	0.368	0.537	apostrofi
apothecary	0.561	0.328	0.529	dawa ya apothecary
appalled	0.194	0.792	0.562	kushtushwa
appalling	0.160	0.827	0.415	ya kutisha
apparatus	0.375	0.353	0.377	kifaa
apparel	0.698	0.435	0.453	mavazi
apparent	0.473	0.383	0.398	dhahiri
apparently	0.531	0.410	0.426	inaonekana
apparition	0.406	0.573	0.636	mzuka
appeal	0.663	0.598	0.558	rufaa
appear	0.735	0.506	0.567	onekana
appearance	0.669	0.490	0.534	mwonekano
appease	0.633	0.278	0.434	tuliza
appellant	0.327	0.588	0.568	mlalamikaji
append	0.573	0.464	0.453	ongeza
appendage	0.229	0.382	0.438	kiambatisho
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	ugonjwa wa appendicitis
appendix	0.365	0.387	0.425	kiambatisho
appetite	0.704	0.637	0.581	hamu ya kula
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	hamu ya kula
applaud	0.865	0.824	0.464	kupongeza
applause	0.953	0.857	0.621	makofi
apple	0.811	0.300	0.264	tufaha
apple juice	0.765	0.204	0.294	juisi ya apple
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	michuzi
appliance	0.582	0.453	0.538	kifaa
appliances	0.594	0.394	0.567	vifaa
applicability	0.677	0.490	0.741	kutekelezwa
applicable	0.469	0.430	0.667	husika
applicant	0.612	0.558	0.688	mwombaji
application	0.646	0.445	0.726	maombi
apply	0.612	0.321	0.667	kuomba
appoint	0.565	0.330	0.509	kuteua
appointment	0.688	0.594	0.547	uteuzi
appointments	0.745	0.677	0.625	miadi
apportion	0.677	0.490	0.638	mgawanyo
apportionment	0.552	0.481	0.453	mgawanyo
appraisal	0.417	0.667	0.682	tathmini
appraise	0.677	0.490	0.696	kuthamini
appreciable	0.873	0.491	0.778	kuthaminiwa
appreciate	0.885	0.422	0.741	thamini
appreciated	0.910	0.434	0.779	kuthaminiwa
appreciates	0.765	0.500	0.656	inathamini
appreciation	0.917	0.529	0.588	kuthamini
appreciative	0.857	0.380	0.654	mwenye shukrani
apprehend	0.521	0.624	0.696	kushika
apprehension	0.385	0.720	0.454	wasiwasi
apprehensive	0.406	0.592	0.431	mwenye hofu
apprentice	0.615	0.413	0.452	mwanafunzi
apprenticeship	0.812	0.482	0.643	uanafunzi
approach	0.612	0.392	0.610	mbinu
approaching	0.740	0.557	0.491	inakaribia
approbate	0.646	0.590	0.860	kuidhinisha
approbation	0.792	0.529	0.774	idhinisho
appropriate	0.833	0.368	0.759	sahihi
appropriation	0.510	0.632	0.717	ugawaji
approval	0.854	0.460	0.889	ruhusa
approve	0.875	0.548	0.741	kuidhinisha
approved	0.833	0.349	0.698	kupitishwa
approvement	0.880	0.625	0.780	kibali
approving	0.917	0.583	0.773	kuidhinisha
approximate	0.551	0.560	0.520	takriban
approximately	0.622	0.396	0.538	takriban
approximating	0.583	0.615	0.471	takriban
approximation	0.582	0.402	0.593	makadirio
appurtenances	0.573	0.412	0.547	vifaa
apricot	0.708	0.320	0.278	parachichi
apron	0.582	0.208	0.245	aproni
apt	0.582	0.418	0.382	inafaa
aptitude	0.750	0.471	0.746	uwezo
aqua	0.656	0.292	0.359	maji
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	majini
aqueduct	0.551	0.411	0.534	mfereji wa maji
aqueous	0.429	0.270	0.310	yenye maji
arable	0.510	0.350	0.465	ya kufaa
arbiter	0.561	0.537	0.814	mwamuzi
arbitrary	0.281	0.702	0.686	kiholela
arbitrate	0.470	0.620	0.682	usuluhishi
arbitration	0.587	0.602	0.670	usuluhishi
arbitrator	0.385	0.448	0.795	msuluhishi
arbor	0.583	0.490	0.591	bustani
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	ukumbi wa michezo
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	upinde
archaeological	0.740	0.441	0.660	kiakiolojia
archaeologist	0.552	0.451	0.706	mwanaakiolojia
archaeology	0.596	0.358	0.691	akiolojia
archaic	0.271	0.327	0.332	ya kizamani
archangel	0.837	0.500	0.708	malaika mkuu
archbishop	0.622	0.280	0.776	askofu mkuu
archdiocese	0.400	0.321	0.704	jimbo kuu
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	mpiga upinde
archery	0.594	0.604	0.589	upigaji mishale
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	visiwa
architect	0.776	0.442	0.836	mbunifu
architectural	0.729	0.390	0.670	ya usanifu
architecture	0.820	0.390	0.694	usanifu
archive	0.438	0.294	0.527	kumbukumbu
arctic	0.615	0.352	0.546	aktiki
ardent	0.694	0.873	0.722	mwenye bidii
ardor	0.500	0.780	0.538	hamasa
arduous	0.344	0.783	0.605	ngumu
area	0.490	0.306	0.464	eneo
arena	0.510	0.235	0.404	uwanja
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	unatania
areyoukiddingme	0.365	0.635	0.375	unanitania
argent	0.594	0.418	0.472	haraka
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	kubishana
argument	0.510	0.464	0.698	hoja
argumentation	0.479	0.549	0.760	mabishano
argumentative	0.450	0.531	0.679	mbishi
arguments	0.541	0.602	0.657	hoja
arid	0.323	0.333	0.379	kame
arise	0.750	0.582	0.725	kutokea
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	hesabu
ark	0.396	0.427	0.543	safina
arm	0.552	0.285	0.469	mkono
armada	0.408	0.740	0.868	silaha
armament	0.198	0.764	0.810	silaha
armaments	0.192	0.839	0.830	silaha
armature	0.510	0.558	0.755	silaha
armchair	0.646	0.164	0.339	kiti cha mkono
armed	0.188	0.750	0.808	wenye silaha
armor	0.469	0.625	0.784	silaha
armored	0.469	0.509	0.861	mwenye silaha
armory	0.448	0.663	0.800	ghala la silaha
armpit	0.283	0.439	0.250	kwapa
arms	0.464	0.395	0.483	silaha
army	0.417	0.759	0.902	jeshi
aroma	0.823	0.235	0.442	harufu nzuri
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	msisimko
arouse	0.740	0.491	0.580	kuamsha
aroused	0.708	0.952	0.667	kuamshwa
arraignment	0.406	0.837	0.534	kushtakiwa
arrange	0.740	0.490	0.571	panga
arranged	0.698	0.531	0.728	kupangwa
arrangement	0.625	0.382	0.683	mpangilio
array	0.521	0.396	0.568	safu
arrears	0.286	0.485	0.302	malimbikizo
arrest	0.146	0.951	0.500	kukamatwa
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	kuwasili
arrive	0.837	0.406	0.585	kufika
arrogance	0.143	0.750	0.620	kiburi
arrogant	0.115	0.755	0.580	mwenye kiburi
arrow	0.439	0.390	0.454	mshale
arsehole	0.276	0.598	0.433	shimo
arseholes	0.188	0.545	0.351	mashimo
arsenal	0.365	0.741	0.752	Arsenal
arsenic	0.281	0.472	0.447	arseniki
arson	0.133	0.904	0.567	uchomaji moto
arsonist	0.348	0.840	0.500	mchomaji moto
art	0.812	0.360	0.603	sanaa
arterial	0.396	0.510	0.583	ateri
artery	0.396	0.580	0.537	ateri
artful	0.771	0.608	0.778	janja
arthritis	0.110	0.518	0.345	ugonjwa wa yabisi
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	makala
articles	0.552	0.324	0.565	makala
articulate	0.677	0.462	0.618	kueleza
articulation	0.479	0.480	0.591	kutamka
artifact	0.510	0.500	0.566	kisanii
artifice	0.316	0.696	0.482	ufundi
artificial	0.306	0.385	0.351	bandia
artillery	0.350	0.912	0.794	silaha
artisan	0.781	0.330	0.411	fundi
artist	0.802	0.442	0.732	msanii
artiste	0.844	0.512	0.565	msanii
artistic	0.802	0.646	0.632	kisanii
artistry	0.823	0.346	0.769	usanii
artists	0.796	0.667	0.741	wasanii
artwork	0.896	0.368	0.679	kazi ya sanaa
arty	0.490	0.422	0.388	sanaa
asap	0.571	0.500	0.552	Haraka iwezekanavyo
asbestos	0.357	0.481	0.464	asbesto
ascend	0.830	0.620	0.812	kupaa
ascendancy	0.724	0.625	0.700	kupanda
ascendant	0.656	0.673	0.821	anayepanda
ascending	0.826	0.644	0.777	kupanda
ascension	0.765	0.720	0.714	kupaa
ascent	0.755	0.627	0.833	kupanda
ascertain	0.560	0.530	0.625	hakikisha
ascertained	0.531	0.529	0.616	kuthibitishwa
ascetic	0.438	0.375	0.472	mwenye kujinyima moyo
ash	0.260	0.210	0.207	majivu
ashamed	0.156	0.588	0.228	aibu
ashes	0.327	0.279	0.142	majivu
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	Asinini
ask	0.531	0.440	0.459	uliza
asleeep	0.490	0.210	0.322	amelala
asleep	0.604	0.100	0.270	amelala
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	avokado
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	kipengele
aspects	0.439	0.480	0.565	vipengele
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	lami
asphyxia	0.198	0.704	0.311	kukosa hewa
asphyxiation	0.059	0.745	0.412	kukosa hewa
aspiration	0.704	0.724	0.675	hamu
aspire	0.812	0.469	0.722	tamani
aspirin	0.479	0.271	0.422	aspirini
aspiring	0.844	0.582	0.604	kutamani
ass	0.323	0.750	0.345	punda
assail	0.378	0.510	0.500	shambulio
assailant	0.184	0.868	0.602	mshambulizi
assassin	0.073	0.933	0.632	muuaji
assassinate	0.051	0.969	0.722	kuua
assassination	0.083	0.941	0.525	mauaji
assault	0.167	0.848	0.550	shambulio
assay	0.633	0.559	0.594	majaribio
assemblage	0.429	0.452	0.600	mkusanyiko
assemble	0.542	0.570	0.750	kukusanyika
assembled	0.663	0.450	0.644	wamekusanyika
assembly	0.698	0.500	0.640	mkusanyiko
assemblyman	0.430	0.538	0.760	mkutano
assent	0.615	0.515	0.719	kubali
assert	0.750	0.619	0.809	kudai
asserting	0.694	0.531	0.736	akidai
assertion	0.740	0.442	0.750	madai
assertive	0.719	0.412	0.770	mwenye uthubutu
assess	0.698	0.500	0.623	tathmini
assessment	0.750	0.623	0.658	tathmini
assessor	0.551	0.538	0.764	mtathmini
asset	0.797	0.765	0.788	mali
assets	0.667	0.613	0.765	mali
asshole	0.133	0.582	0.263	punda
assign	0.622	0.417	0.709	kabidhi
assignee	0.510	0.462	0.510	mkabidhiwa
assignment	0.483	0.398	0.745	kazi
assimilate	0.559	0.391	0.683	kuingiza
assimilation	0.429	0.378	0.463	unyambulishaji
assist	0.833	0.435	0.629	kusaidia
assistance	0.656	0.519	0.633	msaada
assistant	0.625	0.390	0.536	msaidizi
associate	0.812	0.409	0.625	mshirika
association	0.745	0.500	0.817	muungano
assorted	0.602	0.460	0.472	mbalimbali
assortment	0.694	0.360	0.526	urval
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	kudhani
assumed	0.612	0.247	0.454	kudhaniwa
assuming	0.740	0.390	0.526	kudhania
assumption	0.479	0.431	0.417	dhana
assurance	0.675	0.442	0.704	uhakika
assure	0.910	0.460	0.839	hakikisha
assured	0.878	0.327	0.754	uhakika
assuredly	0.786	0.396	0.833	hakika
asterisk	0.541	0.288	0.273	nyota
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidi
asthma	0.198	0.549	0.227	pumu
asthmatic	0.229	0.706	0.294	mwenye pumu
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	mshangao
astonished	0.510	0.775	0.574	kushangaa
astonishing	0.844	0.802	0.821	ya kushangaza
astonishingly	0.827	0.898	0.773	kwa kushangaza
astonishment	0.680	0.718	0.519	mshangao
astound	0.729	0.675	0.474	ajabu
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	kupotea
astringent	0.316	0.500	0.474	kutuliza nafsi
astrologer	0.594	0.519	0.673	mnajimu
astrology	0.635	0.340	0.500	unajimu
astronaut	0.792	0.601	0.761	mwanaanga
astronomer	0.750	0.509	0.735	mnajimu
astronomical	0.600	0.632	0.726	kiastronomia
astronomy	0.613	0.474	0.722	elimu ya nyota
astute	0.776	0.658	0.827	mwerevu
asunder	0.208	0.442	0.259	kugawanyika
asylum	0.407	0.330	0.445	hifadhi
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	bila dalili
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ukana Mungu
atheistic	0.373	0.481	0.466	asiyeamini Mungu
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	mwanariadha
athletic	0.857	0.798	0.708	mwanariadha
athleticism	0.750	0.863	0.778	riadha
athletics	0.831	0.691	0.740	riadha
atlas	0.531	0.306	0.554	atlasi
atmosphere	0.604	0.300	0.560	anga
atmospheric	0.531	0.420	0.594	anga
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	chembe
atomic	0.327	0.817	0.713	atomiki
atone	0.418	0.673	0.411	upatanisho
atonement	0.550	0.602	0.683	upatanisho
atpeace	0.724	0.298	0.519	amani
atrium	0.469	0.365	0.473	atiria
atrocious	0.073	0.811	0.445	ukatili
atrocity	0.115	0.844	0.593	ukatili
atrophy	0.177	0.540	0.208	kudhoofika
attach	0.520	0.363	0.559	ambatisha
attached	0.562	0.350	0.439	iliyoambatanishwa
attachment	0.570	0.343	0.500	kiambatisho
attack	0.286	0.948	0.670	shambulio
attacker	0.185	0.962	0.629	mshambuliaji
attacking	0.276	0.837	0.642	kushambulia
attain	0.806	0.510	0.719	kufikia
attainable	0.760	0.500	0.759	kufikiwa
attainment	0.830	0.520	0.940	mafanikio
attempt	0.625	0.491	0.431	jaribio
attempted	0.594	0.580	0.567	alijaribu
attend	0.650	0.420	0.625	hudhuria
attendance	0.812	0.500	0.592	mahudhurio
attendant	0.580	0.365	0.519	mhudumu
attention	0.740	0.599	0.774	umakini
attentionseeker	0.367	0.745	0.457	mtafutaji makini
attentionseekers	0.531	0.673	0.500	wanaotafuta umakini
attentive	0.812	0.520	0.724	makini
attenuate	0.408	0.302	0.429	punguza
attenuated	0.449	0.280	0.298	kupunguzwa
attenuation	0.458	0.363	0.464	kupunguza
attest	0.439	0.710	0.685	thibitisha
attestation	0.234	0.635	0.500	uthibitisho
attic	0.521	0.259	0.377	darini
attire	0.742	0.388	0.483	mavazi
attitude	0.760	0.644	0.861	mtazamo
attorney	0.600	0.594	0.754	wakili
attract	0.796	0.663	0.769	kuvutia
attraction	0.906	0.774	0.712	kivutio
attractive	0.906	0.630	0.769	kuvutia
attractiveness	0.938	0.667	0.755	kuvutia
attributable	0.704	0.430	0.527	kuhusishwa
attribute	0.781	0.439	0.795	sifa
attribution	0.646	0.467	0.658	sifa
attrition	0.229	0.540	0.259	mshtuko
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	mnada
auctioneer	0.542	0.732	0.716	dalali
audacious	0.740	0.875	0.825	jasiri
audacity	0.760	0.755	0.916	ujasiri
audible	0.673	0.370	0.462	inayosikika
audience	0.698	0.610	0.613	watazamaji
audio	0.709	0.425	0.370	sauti
audit	0.375	0.562	0.735	ukaguzi
audition	0.750	0.685	0.615	ukaguzi
auditions	0.740	0.765	0.596	ukaguzi
auditor	0.582	0.571	0.726	mkaguzi
auditorium	0.529	0.490	0.538	ukumbi
auditory	0.531	0.481	0.570	ya kusikia
aught	0.418	0.135	0.217	chochote
augment	0.650	0.683	0.645	kuongeza
augmentation	0.714	0.613	0.850	ongezeko
august	0.652	0.292	0.462	Agosti
aunt	0.667	0.291	0.420	shangazi
auntie	0.643	0.275	0.447	shangazi
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	mwavuli
auspicious	0.562	0.635	0.669	nzuri
austere	0.500	0.390	0.422	mkali
austerity	0.438	0.406	0.534	ukali
authentic	0.885	0.510	0.782	halisi
authenticate	0.833	0.480	0.789	thibitisha
authentication	0.724	0.491	0.750	uthibitisho
authenticity	0.670	0.548	0.845	uhalisi
author	0.775	0.343	0.749	mwandishi
authoritative	0.636	0.520	0.890	yenye mamlaka
authority	0.592	0.592	0.934	mamlaka
authorization	0.521	0.567	0.817	idhini
authorize	0.772	0.596	0.821	kuidhinisha
authorized	0.760	0.458	0.815	iliyoidhinishwa
authorship	0.667	0.635	0.773	uandishi
autism	0.235	0.500	0.447	usonji
autistic	0.367	0.337	0.404	mwenye ugonjwa wa akili
auto	0.571	0.569	0.500	kiotomatiki
autobiographical	0.909	0.462	0.582	tawasifu
autobiography	0.735	0.284	0.629	tawasifu
autocorrect	0.551	0.439	0.616	kusahihisha kiotomatiki
autocratic	0.542	0.577	0.727	ya kiimla
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	iliyoandikwa otomatiki
automated	0.578	0.402	0.632	kiotomatiki
automatic	0.562	0.433	0.664	moja kwa moja
automobile	0.753	0.625	0.534	gari
automotive	0.656	0.520	0.577	ya magari
autonomy	0.781	0.349	0.891	uhuru
autopilot	0.594	0.462	0.632	otomatiki
autopsy	0.252	0.650	0.538	uchunguzi wa maiti
autumn	0.765	0.204	0.450	vuli
auxiliary	0.622	0.471	0.509	msaidizi
avail	0.800	0.430	0.603	faida
availability	0.796	0.544	0.600	upatikanaji
available	0.844	0.356	0.623	inapatikana
avalanche	0.265	0.915	0.683	Banguko
avarice	0.198	0.726	0.352	ubadhirifu
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	kulipiza kisasi
avenger	0.337	0.865	0.670	mlipiza kisasi
avenging	0.143	0.880	0.717	kulipiza kisasi
avenue	0.677	0.360	0.377	njia
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	wastani
aversation	0.582	0.442	0.432	chukizo
averse	0.253	0.569	0.492	chukizo
averseness	0.296	0.606	0.528	chuki
aversion	0.074	0.663	0.525	chuki
avert	0.510	0.388	0.465	kuzuia
aviary	0.500	0.360	0.467	ndege
aviation	0.708	0.646	0.741	anga
aviator	0.615	0.700	0.644	ndege
avid	0.582	0.459	0.593	mwenye bidii
avocado	0.677	0.255	0.287	parachichi
avoid	0.427	0.442	0.415	kuepuka
avoidance	0.470	0.481	0.466	kuepuka
avoiding	0.457	0.433	0.309	kuepuka
await	0.448	0.264	0.276	kusubiri
