English Word	Valence	Arousal	Dominance	Polish Word
analogue	0.570	0.320	0.446	analog
analogy	0.510	0.367	0.509	analogia
analysis	0.729	0.448	0.705	analiza
analyst	0.604	0.415	0.755	analityk
analytic	0.665	0.521	0.634	analityczny
analytical	0.625	0.324	0.800	analityczny
analyze	0.667	0.462	0.710	analizować
analyzer	0.625	0.556	0.854	analizator
anaphylactic	0.378	0.588	0.500	anafilaktyczny
anarchism	0.125	0.804	0.623	anarchizm
anarchist	0.204	0.700	0.759	anarchista
anarchy	0.146	0.755	0.620	anarchia
anastomosis	0.375	0.470	0.490	zespolenie
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatomiczny
anatomy	0.562	0.390	0.571	anatomia
ancestor	0.592	0.388	0.594	przodek
ancestral	0.640	0.481	0.750	rodowy
ancestry	0.708	0.519	0.717	pochodzenie
anchor	0.520	0.284	0.564	Kotwica
anchorage	0.500	0.325	0.639	zamocowanie
ancient	0.420	0.217	0.439	starożytny
ancillary	0.449	0.442	0.278	pomocniczy
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anegdota
anemia	0.188	0.327	0.310	niedokrwistość
anemic	0.167	0.279	0.155	anemiczny
anemone	0.552	0.538	0.327	anemon
anesthesia	0.365	0.216	0.394	znieczulenie
anesthesiologist	0.419	0.224	0.526	anestezjolog
anesthetic	0.350	0.264	0.482	znieczulający
aneurysm	0.115	0.690	0.536	tętniak
anew	0.771	0.358	0.385	nowo
angel	0.906	0.158	0.704	anioł
angelic	0.927	0.298	0.668	anielski
anger	0.167	0.865	0.657	gniew
angered	0.010	0.860	0.547	rozgniewany
angermanagement	0.260	0.632	0.482	zarządzanie gniewem
angina	0.230	0.630	0.464	dusznica
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografia
angle	0.541	0.330	0.455	kąt
angling	0.625	0.408	0.500	wędkarstwo
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	najbardziej wściekły
angry	0.122	0.830	0.604	zły
angrytweet	0.265	0.644	0.471	zły tweet
angst	0.167	0.888	0.333	niepokój
anguish	0.153	0.792	0.265	boleść
anguished	0.135	0.720	0.307	udręczony
angular	0.449	0.281	0.444	kątowy
anhydrous	0.456	0.365	0.355	bezwodny
animal	0.521	0.510	0.513	zwierzę
animate	0.827	0.755	0.635	animować
animated	0.823	0.676	0.538	ożywiony
animation	0.888	0.750	0.549	animacja
animosity	0.510	0.724	0.545	animozja
animus	0.698	0.676	0.466	animozja
ankle	0.500	0.274	0.234	kostka
anklet	0.410	0.276	0.302	obrączka na nóżkę ptaka
annals	0.427	0.610	0.424	annały
annex	0.594	0.350	0.458	załącznik
annexation	0.342	0.500	0.555	aneksja
annexe	0.584	0.350	0.392	aneks
annihilate	0.115	0.918	0.681	zniszczyć
annihilated	0.080	0.760	0.324	unicestwiony
annihilation	0.041	0.800	0.591	unicestwienie
anniversary	0.880	0.770	0.723	rocznica
annotate	0.592	0.469	0.441	komentować
annotation	0.604	0.470	0.619	adnotacja
announce	0.694	0.618	0.611	ogłosić
announcement	0.729	0.491	0.482	ogłoszenie
announcer	0.602	0.570	0.732	spiker
annoy	0.094	0.765	0.286	drażnić
annoyance	0.167	0.718	0.342	kłopot
annoyed	0.104	0.783	0.345	zirytowany
annoyin	0.260	0.573	0.352	wkurzający
annoying	0.082	0.853	0.348	irytujący
annoys	0.146	0.778	0.435	denerwuje
annual	0.552	0.236	0.500	coroczny
annuity	0.521	0.304	0.527	renta
annul	0.250	0.448	0.364	unieważnić
annular	0.310	0.385	0.412	pierścieniowy
annulment	0.153	0.375	0.447	unieważnienie
annulus	0.458	0.380	0.376	pierścień
anointed	0.500	0.368	0.579	namaszczony
anointing	0.653	0.350	0.547	namaszczenie
anomalous	0.281	0.480	0.423	anomalny
anomaly	0.188	0.538	0.404	anomalia
anon	0.479	0.354	0.298	zaraz
anonymity	0.469	0.255	0.430	anonimowość
anonymous	0.396	0.291	0.431	anonimowy
anorexic	0.160	0.618	0.245	anorektyczny
answer	0.537	0.373	0.661	odpowiadać
answerable	0.708	0.481	0.750	odpowiedzialny za coś
answering	0.684	0.500	0.607	odpowiadam
ant	0.448	0.216	0.216	Mrówka
antagonism	0.224	0.618	0.524	antagonizm
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagonistyczny
antagonize	0.143	0.663	0.629	antagonizować
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	poprzednik
antelope	0.542	0.510	0.500	antylopa
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	poprzedni
anthem	0.780	0.343	0.729	hymn
anthill	0.327	0.578	0.377	mrowisko
anthology	0.338	0.406	0.537	antologia
anthrax	0.188	0.730	0.500	wąglik
anthropological	0.367	0.390	0.490	antropologiczny
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologia
anti	0.365	0.412	0.384	anty
antiaircraft	0.330	0.622	0.629	przeciwlotniczy
antibiotic	0.510	0.373	0.658	antybiotyk
antibiotics	0.448	0.406	0.557	antybiotyki
antichrist	0.082	0.837	0.544	antychryst
anticipate	0.622	0.469	0.667	przewidywać
anticipation	0.698	0.539	0.711	oczekiwanie
anticipatory	0.653	0.551	0.682	przedterminowy
antics	0.448	0.740	0.236	wybryki
antidote	0.541	0.490	0.629	antidotum
antifungal	0.408	0.412	0.441	przeciwgrzybicze
antigravity	0.430	0.714	0.658	Antygrawitacja
antimony	0.378	0.398	0.490	antymon
antipathy	0.198	0.549	0.393	niechęć
antiquarian	0.500	0.233	0.426	starożytnik
antiquated	0.420	0.392	0.236	przestarzały
antique	0.634	0.290	0.518	antyczny
antiques	0.540	0.370	0.595	antyki
antiquity	0.385	0.333	0.556	antyk
antiseptic	0.438	0.370	0.623	antyseptyczny
antisocial	0.146	0.686	0.391	antyspołeczny
antithesis	0.396	0.412	0.536	antyteza
antithetical	0.271	0.509	0.358	przeciwstawny
antiviral	0.459	0.470	0.549	środek przeciwwirusowy
antler	0.448	0.470	0.500	łopata
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	odbyt
anvil	0.380	0.510	0.604	kowadło
anxiety	0.146	0.865	0.342	lęk
anxietyattack	0.150	0.925	0.446	atak niepokoju
anxious	0.281	0.875	0.434	niespokojny
anxiousness	0.235	0.814	0.282	niepokój
anytime	0.625	0.461	0.436	w każdej chwili
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorty
apace	0.536	0.500	0.536	szybko
apache	0.687	0.469	0.500	Apache
apartment	0.719	0.393	0.580	apartament
apartments	0.704	0.337	0.443	mieszkanie
apathetic	0.188	0.292	0.333	apatyczny
apathy	0.184	0.212	0.204	apatia
ape	0.548	0.389	0.336	małpa
aperture	0.612	0.450	0.667	otwór
apex	0.570	0.433	0.418	wierzchołek
aphid	0.388	0.473	0.407	mszyca
aphrodisiac	0.750	0.846	0.667	środek zwiększający popęd płciowy
apiece	0.439	0.259	0.383	kawałek
aplomb	0.500	0.509	0.582	pewność siebie
apocalypse	0.050	0.867	0.736	apokalipsa
apocalyptic	0.173	0.880	0.750	apokaliptyczny
apologetic	0.479	0.461	0.571	przepraszający
apologist	0.406	0.429	0.526	apologeta
apologize	0.551	0.378	0.389	przepraszać
apology	0.571	0.346	0.402	przeprosiny
apostasy	0.388	0.520	0.517	odstępstwo
apostate	0.342	0.500	0.528	apostata
apostle	0.646	0.347	0.732	apostoł
apostolic	0.592	0.300	0.717	apostolski
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	aptekarz
appalled	0.194	0.792	0.562	zbulwersowany
appalling	0.160	0.827	0.415	przerażający
apparatus	0.375	0.353	0.377	aparat
apparel	0.698	0.435	0.453	strój
apparent	0.473	0.383	0.398	pozorny
apparently	0.531	0.410	0.426	widocznie
apparition	0.406	0.573	0.636	zjawa
appeal	0.663	0.598	0.558	odwołanie
appear	0.735	0.506	0.567	pojawić się
appearance	0.669	0.490	0.534	wygląd zewnętrzny
appease	0.633	0.278	0.434	zaspokoić
appellant	0.327	0.588	0.568	wnoszący apelację
append	0.573	0.464	0.453	dodać
appendage	0.229	0.382	0.438	dodatek
appendectomy	0.177	0.670	0.554	wycięcie ślepej kiszki
appendicitis	0.031	0.640	0.347	zapalenie wyrostka robaczkowego
appendix	0.365	0.387	0.425	dodatek
appetite	0.704	0.637	0.581	apetyt
appetizer	0.755	0.560	0.406	przystawka
appetizing	0.806	0.657	0.688	apetyczny
applaud	0.865	0.824	0.464	oklaskiwać
applause	0.953	0.857	0.621	oklaski
apple	0.811	0.300	0.264	jabłko
apple juice	0.765	0.204	0.294	sok jabłkowy
applejack	0.604	0.431	0.473	Applejack
applesauce	0.750	0.167	0.291	sos jabłkowy
appliance	0.582	0.453	0.538	urządzenie
appliances	0.594	0.394	0.567	urządzenia
applicability	0.677	0.490	0.741	zastosowanie
applicable	0.469	0.430	0.667	odpowiedni
applicant	0.612	0.558	0.688	petent
application	0.646	0.445	0.726	aplikacja
apply	0.612	0.321	0.667	stosować
appoint	0.565	0.330	0.509	wyznaczać
appointment	0.688	0.594	0.547	wizyta, umówione spotkanie
appointments	0.745	0.677	0.625	spotkania
apportion	0.677	0.490	0.638	podzielić
apportionment	0.552	0.481	0.453	podział
appraisal	0.417	0.667	0.682	ocena
appraise	0.677	0.490	0.696	oceniać
appreciable	0.873	0.491	0.778	znaczny
appreciate	0.885	0.422	0.741	doceniać
appreciated	0.910	0.434	0.779	doceniane
appreciates	0.765	0.500	0.656	docenia
appreciation	0.917	0.529	0.588	uznanie
appreciative	0.857	0.380	0.654	pochwalny
apprehend	0.521	0.624	0.696	zrozumieć
apprehension	0.385	0.720	0.454	obawa
apprehensive	0.406	0.592	0.431	lękliwy
apprentice	0.615	0.413	0.452	uczeń
apprenticeship	0.812	0.482	0.643	praktyka
approach	0.612	0.392	0.610	zbliżać się
approaching	0.740	0.557	0.491	zbliżający się
approbate	0.646	0.590	0.860	sankcjonować
approbation	0.792	0.529	0.774	aprobata
appropriate	0.833	0.368	0.759	właściwy
appropriation	0.510	0.632	0.717	asygnowanie
approval	0.854	0.460	0.889	aprobata
approve	0.875	0.548	0.741	zatwierdzić
approved	0.833	0.349	0.698	zatwierdzony
approvement	0.880	0.625	0.780	zatwierdzenie
approving	0.917	0.583	0.773	pochlebny
approximate	0.551	0.560	0.520	przybliżony
approximately	0.622	0.396	0.538	około
approximating	0.583	0.615	0.471	przybliżanie
approximation	0.582	0.402	0.593	przybliżenie
appurtenances	0.573	0.412	0.547	akcesoria
apricot	0.708	0.320	0.278	morela
apron	0.582	0.208	0.245	Fartuch
apt	0.582	0.418	0.382	trafny
aptitude	0.750	0.471	0.746	uzdolnienie
aqua	0.656	0.292	0.359	wodny
aquamarine	0.729	0.306	0.413	akwamaryn
aquarium	0.663	0.327	0.393	akwarium
aquatic	0.677	0.510	0.463	wodny
aqueduct	0.551	0.411	0.534	akwedukt
aqueous	0.429	0.270	0.310	wodny
arable	0.510	0.350	0.465	orny
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	arbitralny
arbitrate	0.470	0.620	0.682	rozstrzygać
arbitration	0.587	0.602	0.670	arbitraż
arbitrator	0.385	0.448	0.795	arbiter
arbor	0.583	0.490	0.591	altanka
arc	0.552	0.388	0.396	łuk
arcade	0.676	0.521	0.502	arkada
arcane	0.500	0.490	0.637	tajemna
arch	0.500	0.354	0.468	łuk
archaeological	0.740	0.441	0.660	archeologiczny
archaeologist	0.552	0.451	0.706	archeolog
archaeology	0.596	0.358	0.691	archeologia
archaic	0.271	0.327	0.332	archaiczny
archangel	0.837	0.500	0.708	archanioł
archbishop	0.622	0.280	0.776	arcybiskup
archdiocese	0.400	0.321	0.704	archidiecezja
archduke	0.458	0.413	0.634	arcyksiążę
arched	0.582	0.403	0.398	łukowaty
archer	0.573	0.622	0.661	łucznik
archery	0.594	0.604	0.589	łucznictwo
archetype	0.448	0.520	0.569	archetyp
archipelago	0.745	0.370	0.592	archipelag
architect	0.776	0.442	0.836	architekt
architectural	0.729	0.390	0.670	architektoniczny
architecture	0.820	0.390	0.694	architektura
archive	0.438	0.294	0.527	archiwum
arctic	0.615	0.352	0.546	arktyczny
ardent	0.694	0.873	0.722	żarliwy
ardor	0.500	0.780	0.538	zapał
arduous	0.344	0.783	0.605	żmudny
area	0.490	0.306	0.464	powierzchnia
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	otoczka
areyoukidding	0.429	0.633	0.400	żartujesz
areyoukiddingme	0.365	0.635	0.375	Czy ty żartujesz
argent	0.594	0.418	0.472	srebrzysty
argh	0.260	0.538	0.328	arghu
arghh	0.292	0.536	0.397	arghu
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	kłócić się
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentacja
argumentative	0.450	0.531	0.679	rzeczowy
arguments	0.541	0.602	0.657	argumenty
arid	0.323	0.333	0.379	jałowy
arise	0.750	0.582	0.725	powstać
aristocracy	0.688	0.549	0.842	arystokracja
aristocrat	0.583	0.413	0.811	arystokrata
aristocratic	0.449	0.519	0.676	arystokratyczny
arithmetic	0.453	0.460	0.634	arytmetyka
ark	0.396	0.427	0.543	arka
arm	0.552	0.285	0.469	ramię
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	uzbrojenie
armaments	0.192	0.839	0.830	zbrojenia
armature	0.510	0.558	0.755	armatura
armchair	0.646	0.164	0.339	fotel
armed	0.188	0.750	0.808	uzbrojony
armor	0.469	0.625	0.784	zbroja
armored	0.469	0.509	0.861	opancerzony
armory	0.448	0.663	0.800	zbrojownia
armpit	0.283	0.439	0.250	Pacha
arms	0.464	0.395	0.483	ramiona
army	0.417	0.759	0.902	armia
aroma	0.823	0.235	0.442	aromat
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	pobudzenie
arouse	0.740	0.491	0.580	wzbudzać
aroused	0.708	0.952	0.667	podniecony
arraignment	0.406	0.837	0.534	postawienie w stan oskarżenia
arrange	0.740	0.490	0.571	zorganizować
arranged	0.698	0.531	0.728	ułożone
arrangement	0.625	0.382	0.683	układ
array	0.521	0.396	0.568	szyk
arrears	0.286	0.485	0.302	długi
arrest	0.146	0.951	0.500	aresztować
arrhythmia	0.265	0.706	0.356	niemiarowość
arrival	0.678	0.510	0.474	przyjazd
arrive	0.837	0.406	0.585	przyjechać
arrogance	0.143	0.750	0.620	arogancja
arrogant	0.115	0.755	0.580	arogancki
arrow	0.439	0.390	0.454	strzałka
arsehole	0.276	0.598	0.433	dupek
arseholes	0.188	0.545	0.351	dupki
arsenal	0.365	0.741	0.752	Arsenał
arsenic	0.281	0.472	0.447	arsen
arson	0.133	0.904	0.567	podpalenie
arsonist	0.348	0.840	0.500	podpalacz
art	0.812	0.360	0.603	sztuka
arterial	0.396	0.510	0.583	arterialny
artery	0.396	0.580	0.537	tętnica
artful	0.771	0.608	0.778	pomysłowy
arthritis	0.110	0.518	0.345	artretyzm
arthropod	0.344	0.464	0.434	stawonogi
artichoke	0.583	0.218	0.287	karczoch
article	0.594	0.280	0.481	artykuł
articles	0.552	0.324	0.565	artykuły
articulate	0.677	0.462	0.618	artykułować
articulation	0.479	0.480	0.591	artykulacja
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	sztuczka
artificial	0.306	0.385	0.351	sztuczny
artillery	0.350	0.912	0.794	artyleria
artisan	0.781	0.330	0.411	rzemieślnik
artist	0.802	0.442	0.732	artysta
artiste	0.844	0.512	0.565	artysta
artistic	0.802	0.646	0.632	artystyczny
artistry	0.823	0.346	0.769	kunszt
artists	0.796	0.667	0.741	artyści
artwork	0.896	0.368	0.679	grafika
arty	0.490	0.422	0.388	pretensjonalny
asap	0.571	0.500	0.552	jak najszybciej
asbestos	0.357	0.481	0.464	azbest
ascend	0.830	0.620	0.812	wspiąć się
ascendancy	0.724	0.625	0.700	przewaga
ascendant	0.656	0.673	0.821	panujący
ascending	0.826	0.644	0.777	rosnąco
ascension	0.765	0.720	0.714	Wniebowstąpienie
ascent	0.755	0.627	0.833	wzniesienie się
ascertain	0.560	0.530	0.625	ustalać
ascertained	0.531	0.529	0.616	ustalony
ascetic	0.438	0.375	0.472	ascetyczny
ash	0.260	0.210	0.207	popiół
ashamed	0.156	0.588	0.228	zawstydzony
ashes	0.327	0.279	0.142	proch
ashtray	0.406	0.382	0.265	popielniczka
asinine	0.429	0.472	0.433	głupi
ask	0.531	0.440	0.459	zapytać się
asleeep	0.490	0.210	0.322	śpisz
asleep	0.604	0.100	0.270	we śnie
asp	0.438	0.489	0.375	żmija
asparagus	0.469	0.317	0.264	szparag
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekty
aspen	0.479	0.280	0.395	osika
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	zamartwica
asphyxiation	0.059	0.745	0.412	uduszenie się
aspiration	0.704	0.724	0.675	dążenie
aspire	0.812	0.469	0.722	aspirować
aspirin	0.479	0.271	0.422	aspiryna
aspiring	0.844	0.582	0.604	ambitny
ass	0.323	0.750	0.345	tyłek
assail	0.378	0.510	0.500	atakować
assailant	0.184	0.868	0.602	napastnik
assassin	0.073	0.933	0.632	morderca
assassinate	0.051	0.969	0.722	dokonać zamachu
assassination	0.083	0.941	0.525	zamach
assault	0.167	0.848	0.550	napaść
assay	0.633	0.559	0.594	analiza
assemblage	0.429	0.452	0.600	zmontowanie
assemble	0.542	0.570	0.750	gromadzić się
assembled	0.663	0.450	0.644	zmontowane
assembly	0.698	0.500	0.640	montaż
assemblyman	0.430	0.538	0.760	montażysta
assent	0.615	0.515	0.719	zgoda
assert	0.750	0.619	0.809	zapewniać
asserting	0.694	0.531	0.736	twierdzenie
assertion	0.740	0.442	0.750	twierdzenie
assertive	0.719	0.412	0.770	stanowczy
assess	0.698	0.500	0.623	oceniać
assessment	0.750	0.623	0.658	oszacowanie
assessor	0.551	0.538	0.764	asesor
asset	0.797	0.765	0.788	zaleta
assets	0.667	0.613	0.765	majątek
asshole	0.133	0.582	0.263	dupek
assign	0.622	0.417	0.709	przydzielać
assignee	0.510	0.462	0.510	mandatariusz
assignment	0.483	0.398	0.745	zadanie
assimilate	0.559	0.391	0.683	wchłonąć
assimilation	0.429	0.378	0.463	asymilacja
assist	0.833	0.435	0.629	wspierać
assistance	0.656	0.519	0.633	wsparcie
assistant	0.625	0.390	0.536	asystent
associate	0.812	0.409	0.625	współpracownik
association	0.745	0.500	0.817	stowarzyszenie
assorted	0.602	0.460	0.472	mieszany
assortment	0.694	0.360	0.526	asortyment
assuage	0.745	0.255	0.500	łagodzić
assume	0.698	0.401	0.464	założyć
assumed	0.612	0.247	0.454	przypuszczalny
assuming	0.740	0.390	0.526	zarozumiały
assumption	0.479	0.431	0.417	założenie
assurance	0.675	0.442	0.704	zapewnienie
assure	0.910	0.460	0.839	gwarantować
assured	0.878	0.327	0.754	zapewniony
assuredly	0.786	0.396	0.833	zapewne
asterisk	0.541	0.288	0.273	gwiazdka
asteroid	0.430	0.721	0.623	asteroida
asteroids	0.361	0.694	0.712	asteroidy
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatyczny
astigmatism	0.214	0.490	0.429	astygmatyzm
astonish	0.786	0.845	0.658	zadziwić
astonished	0.510	0.775	0.574	zdziwiony
astonishing	0.844	0.802	0.821	zadziwiający
astonishingly	0.827	0.898	0.773	zdumiewająco
astonishment	0.680	0.718	0.519	zdziwienie
astound	0.729	0.675	0.474	zdumieć
astral	0.604	0.417	0.567	astralny
astray	0.098	0.676	0.308	zabłąkany
astringent	0.316	0.500	0.474	środek ściągający
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologia
astronaut	0.792	0.601	0.761	astronauta
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomiczny
astronomy	0.613	0.474	0.722	astronomia
astute	0.776	0.658	0.827	bystry
asunder	0.208	0.442	0.259	jedno od drugiego
asylum	0.407	0.330	0.445	przytułek
asymmetric	0.580	0.343	0.465	asymetryczny
asymmetry	0.476	0.373	0.527	asymetria
asymptotic	0.479	0.451	0.472	asymptotyczny
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateizm
atheistic	0.373	0.481	0.466	ateistyczny
atherosclerosis	0.250	0.480	0.343	miażdżyca
athlete	0.781	0.718	0.686	sportowiec
athletic	0.857	0.798	0.708	atletyczny
athleticism	0.750	0.863	0.778	atletyka
athletics	0.831	0.691	0.740	lekkoatletyka
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosferyczny
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomowy
atone	0.418	0.673	0.411	odpokutować
atonement	0.550	0.602	0.683	pokuta
atpeace	0.724	0.298	0.519	w pokoju
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	okrutny
atrocity	0.115	0.844	0.593	okrucieństwo
atrophy	0.177	0.540	0.208	zanik
attach	0.520	0.363	0.559	przytwierdzać
attached	0.562	0.350	0.439	przywiązany
attachment	0.570	0.343	0.500	przywiązanie
attack	0.286	0.948	0.670	atak
attacker	0.185	0.962	0.629	napastnik
attacking	0.276	0.837	0.642	napadający
attain	0.806	0.510	0.719	osiągać
attainable	0.760	0.500	0.759	osiągalny
attainment	0.830	0.520	0.940	osiągnięcie
attempt	0.625	0.491	0.431	próba
attempted	0.594	0.580	0.567	usiłował
attend	0.650	0.420	0.625	brać udział w
attendance	0.812	0.500	0.592	frekwencja
attendant	0.580	0.365	0.519	obsługujący
attention	0.740	0.599	0.774	Uwaga
attentionseeker	0.367	0.745	0.457	poszukujący uwagi
attentionseekers	0.531	0.673	0.500	poszukujący uwagi
attentive	0.812	0.520	0.724	uważny
attenuate	0.408	0.302	0.429	osłabiać
attenuated	0.449	0.280	0.298	osłabiony
attenuation	0.458	0.363	0.464	osłabienie
attest	0.439	0.710	0.685	zaświadczać
attestation	0.234	0.635	0.500	zaświadczenie
attic	0.521	0.259	0.377	strych
attire	0.742	0.388	0.483	strój
attitude	0.760	0.644	0.861	nastawienie
attorney	0.600	0.594	0.754	adwokat
attract	0.796	0.663	0.769	pociągać
attraction	0.906	0.774	0.712	atrakcja
attractive	0.906	0.630	0.769	atrakcyjny
attractiveness	0.938	0.667	0.755	atrakcyjność
attributable	0.704	0.430	0.527	przypisywalny
attribute	0.781	0.439	0.795	atrybut
attribution	0.646	0.467	0.658	atrybucja
attrition	0.229	0.540	0.259	ścieranie
auburn	0.510	0.240	0.411	kasztanowy
auction	0.594	0.702	0.519	Aukcja
auctioneer	0.542	0.732	0.716	licytator
audacious	0.740	0.875	0.825	zuchwały
audacity	0.760	0.755	0.916	śmiałość
audible	0.673	0.370	0.462	słyszalny
audience	0.698	0.610	0.613	publiczność
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	rewizja
audition	0.750	0.685	0.615	przesłuchanie
auditions	0.740	0.765	0.596	przesłuchania
auditor	0.582	0.571	0.726	rewident księgowy
auditorium	0.529	0.490	0.538	audytorium
auditory	0.531	0.481	0.570	słuchowy
aught	0.418	0.135	0.217	coś
augment	0.650	0.683	0.645	zwiększać
augmentation	0.714	0.613	0.850	powiększenie
august	0.652	0.292	0.462	sierpień
aunt	0.667	0.291	0.420	ciotka
auntie	0.643	0.275	0.447	ciocia
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	zorza polarna
auspices	0.542	0.500	0.634	auspicje
auspicious	0.562	0.635	0.669	pomyślny
austere	0.500	0.390	0.422	surowy
austerity	0.438	0.406	0.534	surowość
authentic	0.885	0.510	0.782	autentyczny
authenticate	0.833	0.480	0.789	uwierzytelniać
authentication	0.724	0.491	0.750	uwierzytelnianie
authenticity	0.670	0.548	0.845	autentyczność
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	autorytatywny
authority	0.592	0.592	0.934	autorytet
authorization	0.521	0.567	0.817	upoważnienie
authorize	0.772	0.596	0.821	autoryzować
authorized	0.760	0.458	0.815	upoważniony
authorship	0.667	0.635	0.773	autorstwo
