English Word	Valence	Arousal	Dominance	Spanish Word
anesthesia	0.365	0.216	0.394	anestesia
anesthesiologist	0.419	0.224	0.526	anestesiólogo
anesthetic	0.350	0.264	0.482	anestésico
aneurysm	0.115	0.690	0.536	aneurisma
anew	0.771	0.358	0.385	de nuevo
angel	0.906	0.158	0.704	ángel
angelic	0.927	0.298	0.668	angelical
anger	0.167	0.865	0.657	enfado
angered	0.010	0.860	0.547	enojado
angermanagement	0.260	0.632	0.482	control de la ira
angina	0.230	0.630	0.464	angina de pecho
angiogram	0.347	0.520	0.465	angiograma
angiography	0.378	0.536	0.520	angiografía
angle	0.541	0.330	0.455	ángulo
angling	0.625	0.408	0.500	pesca con caña
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	más enojado
angry	0.122	0.830	0.604	enfadado
angrytweet	0.265	0.644	0.471	tuit enojado
angst	0.167	0.888	0.333	angustia
anguish	0.153	0.792	0.265	angustia
anguished	0.135	0.720	0.307	angustiado
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	anhidro
animal	0.521	0.510	0.513	animal
animate	0.827	0.755	0.635	animar
animated	0.823	0.676	0.538	animado
animation	0.888	0.750	0.549	animación
animosity	0.510	0.724	0.545	animosidad
animus	0.698	0.676	0.466	ánimo
ankle	0.500	0.274	0.234	tobillo
anklet	0.410	0.276	0.302	calcetín
annals	0.427	0.610	0.424	anales
annex	0.594	0.350	0.458	anexo
annexation	0.342	0.500	0.555	anexión
annexe	0.584	0.350	0.392	anexo
annihilate	0.115	0.918	0.681	aniquilar
annihilated	0.080	0.760	0.324	aniquilado
annihilation	0.041	0.800	0.591	aniquilación
anniversary	0.880	0.770	0.723	aniversario
annotate	0.592	0.469	0.441	anotar
annotation	0.604	0.470	0.619	anotación
announce	0.694	0.618	0.611	anunciar
announcement	0.729	0.491	0.482	anuncio
announcer	0.602	0.570	0.732	locutor
annoy	0.094	0.765	0.286	enojarse
annoyance	0.167	0.718	0.342	molestia
annoyed	0.104	0.783	0.345	molesto
annoyin	0.260	0.573	0.352	molesto
annoying	0.082	0.853	0.348	irritante
annoys	0.146	0.778	0.435	molesta
annual	0.552	0.236	0.500	anual
annuity	0.521	0.304	0.527	anualidad
annul	0.250	0.448	0.364	anular
annular	0.310	0.385	0.412	anular
annulment	0.153	0.375	0.447	anulación
annulus	0.458	0.380	0.376	anillo
anointed	0.500	0.368	0.579	ungido
anointing	0.653	0.350	0.547	unción
anomalous	0.281	0.480	0.423	anómalo
anomaly	0.188	0.538	0.404	anomalía
anon	0.479	0.354	0.298	luego
anonymity	0.469	0.255	0.430	anonimato
anonymous	0.396	0.291	0.431	anónimo
anorexic	0.160	0.618	0.245	anoréxico
answer	0.537	0.373	0.661	responder
answerable	0.708	0.481	0.750	responsable
answering	0.684	0.500	0.607	respondiendo
ant	0.448	0.216	0.216	hormiga
antagonism	0.224	0.618	0.524	antagonismo
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagonista
antagonize	0.143	0.663	0.629	enemistarse
ante	0.448	0.320	0.417	apuesta inicial
antecedent	0.427	0.551	0.566	antecedente
antelope	0.542	0.510	0.500	antílope
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	himno
anthill	0.327	0.578	0.377	hormiguero
anthology	0.338	0.406	0.537	antología
anthrax	0.188	0.730	0.500	ántrax
anthropological	0.367	0.390	0.490	antropológico
anthropologist	0.551	0.385	0.725	antropólogo
anthropology	0.490	0.367	0.582	antropología
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaéreo
antibiotic	0.510	0.373	0.658	antibiótico
antibiotics	0.448	0.406	0.557	antibióticos
antichrist	0.082	0.837	0.544	antecristo
anticipate	0.622	0.469	0.667	anticipar
anticipation	0.698	0.539	0.711	anticipación
anticipatory	0.653	0.551	0.682	anticipado
antics	0.448	0.740	0.236	payasadas
antidote	0.541	0.490	0.629	antídoto
antifungal	0.408	0.412	0.441	antifúngico
antigravity	0.430	0.714	0.658	anti gravedad
antimony	0.378	0.398	0.490	antimonio
antipathy	0.198	0.549	0.393	antipatía
antiquarian	0.500	0.233	0.426	anticuario
antiquated	0.420	0.392	0.236	anticuado
antique	0.634	0.290	0.518	antiguo
antiques	0.540	0.370	0.595	antigüedades
antiquity	0.385	0.333	0.556	antigüedad
antiseptic	0.438	0.370	0.623	antiséptico
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	antítesis
antithetical	0.271	0.509	0.358	antitético
antiviral	0.459	0.470	0.549	antivírico
antler	0.448	0.470	0.500	cuerno
antsy	0.449	0.558	0.417	inquieto
anus	0.347	0.644	0.350	ano
anvil	0.380	0.510	0.604	yunque
anxiety	0.146	0.865	0.342	ansiedad
anxietyattack	0.150	0.925	0.446	ataque de ansiedad
anxious	0.281	0.875	0.434	ansioso
anxiousness	0.235	0.814	0.282	ansiedad
anytime	0.625	0.461	0.436	cualquier momento
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aórtico
apace	0.536	0.500	0.536	rápidamente
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	Departamento
apartments	0.704	0.337	0.443	apartamentos
apathetic	0.188	0.292	0.333	apático
apathy	0.184	0.212	0.204	apatía
ape	0.548	0.389	0.336	mono
aperture	0.612	0.450	0.667	abertura
apex	0.570	0.433	0.418	apéndice
aphid	0.388	0.473	0.407	áfido
aphrodisiac	0.750	0.846	0.667	afrodisiaco
apiece	0.439	0.259	0.383	una pieza
aplomb	0.500	0.509	0.582	aplomo
apocalypse	0.050	0.867	0.736	apocalipsis
apocalyptic	0.173	0.880	0.750	apocalíptico
apologetic	0.479	0.461	0.571	apologético
apologist	0.406	0.429	0.526	apologista
apologize	0.551	0.378	0.389	disculparse
apology	0.571	0.346	0.402	disculpa
apostasy	0.388	0.520	0.517	apostasía
apostate	0.342	0.500	0.528	apóstata
apostle	0.646	0.347	0.732	apóstol
apostolic	0.592	0.300	0.717	apostólico
apostrophe	0.469	0.368	0.537	apóstrofe
apothecary	0.561	0.328	0.529	boticario
appalled	0.194	0.792	0.562	horrorizado
appalling	0.160	0.827	0.415	pésimo
apparatus	0.375	0.353	0.377	aparato
apparel	0.698	0.435	0.453	vestir
apparent	0.473	0.383	0.398	aparente
apparently	0.531	0.410	0.426	aparentemente
apparition	0.406	0.573	0.636	aparición
appeal	0.663	0.598	0.558	apelación
appear	0.735	0.506	0.567	Aparecer
appearance	0.669	0.490	0.534	apariencia
appease	0.633	0.278	0.434	apaciguar
appellant	0.327	0.588	0.568	apelante
append	0.573	0.464	0.453	adjuntar
appendage	0.229	0.382	0.438	apéndice
appendectomy	0.177	0.670	0.554	apendectomía
appendicitis	0.031	0.640	0.347	apendicitis
appendix	0.365	0.387	0.425	apéndice
appetite	0.704	0.637	0.581	apetito
appetizer	0.755	0.560	0.406	aperitivo
appetizing	0.806	0.657	0.688	apetitoso
applaud	0.865	0.824	0.464	aplaudir
applause	0.953	0.857	0.621	aplausos
apple	0.811	0.300	0.264	manzana
apple juice	0.765	0.204	0.294	jugo de manzana
applejack	0.604	0.431	0.473	Aguardiente de manzana
applesauce	0.750	0.167	0.291	coba
appliance	0.582	0.453	0.538	aparato
appliances	0.594	0.394	0.567	accesorios
applicability	0.677	0.490	0.741	aplicabilidad
applicable	0.469	0.430	0.667	aplicable
applicant	0.612	0.558	0.688	solicitante
application	0.646	0.445	0.726	solicitud
apply	0.612	0.321	0.667	aplicar
appoint	0.565	0.330	0.509	nombrar
appointment	0.688	0.594	0.547	cita
appointments	0.745	0.677	0.625	equipo
apportion	0.677	0.490	0.638	prorratear
apportionment	0.552	0.481	0.453	prorrateo
appraisal	0.417	0.667	0.682	evaluación
appraise	0.677	0.490	0.696	evaluar
appreciable	0.873	0.491	0.778	apreciable
appreciate	0.885	0.422	0.741	valorar
appreciated	0.910	0.434	0.779	apreciado
appreciates	0.765	0.500	0.656	aprecia
appreciation	0.917	0.529	0.588	apreciación
appreciative	0.857	0.380	0.654	agradecido
apprehend	0.521	0.624	0.696	aprehender
apprehension	0.385	0.720	0.454	detención
apprehensive	0.406	0.592	0.431	aprensivo
apprentice	0.615	0.413	0.452	aprendiz
apprenticeship	0.812	0.482	0.643	aprendizaje
approach	0.612	0.392	0.610	Acercarse
approaching	0.740	0.557	0.491	que se acerca
approbate	0.646	0.590	0.860	aprobar
approbation	0.792	0.529	0.774	aprobación
appropriate	0.833	0.368	0.759	adecuado
appropriation	0.510	0.632	0.717	apropiación
approval	0.854	0.460	0.889	aprobación
approve	0.875	0.548	0.741	aprobar
approved	0.833	0.349	0.698	aprobado
approvement	0.880	0.625	0.780	aprobación
approving	0.917	0.583	0.773	aprobatorio
approximate	0.551	0.560	0.520	aproximado
approximately	0.622	0.396	0.538	aproximadamente
approximating	0.583	0.615	0.471	aproximando
approximation	0.582	0.402	0.593	aproximación
appurtenances	0.573	0.412	0.547	anexidades
apricot	0.708	0.320	0.278	albaricoque
apron	0.582	0.208	0.245	delantal
apt	0.582	0.418	0.382	apto
aptitude	0.750	0.471	0.746	aptitud
aqua	0.656	0.292	0.359	agua
aquamarine	0.729	0.306	0.413	aguamarina
aquarium	0.663	0.327	0.393	acuario
aquatic	0.677	0.510	0.463	acuático
aqueduct	0.551	0.411	0.534	acueducto
aqueous	0.429	0.270	0.310	acuoso
arable	0.510	0.350	0.465	cultivable
arbiter	0.561	0.537	0.814	árbitro
arbitrary	0.281	0.702	0.686	arbitrario
arbitrate	0.470	0.620	0.682	arbitrar
arbitration	0.587	0.602	0.670	arbitraje
arbitrator	0.385	0.448	0.795	árbitro
arbor	0.583	0.490	0.591	cenador
arc	0.552	0.388	0.396	arco
arcade	0.676	0.521	0.502	arcada
arcane	0.500	0.490	0.637	arcano
arch	0.500	0.354	0.468	arco
archaeological	0.740	0.441	0.660	arqueológico
archaeologist	0.552	0.451	0.706	arqueólogo
archaeology	0.596	0.358	0.691	arqueología
archaic	0.271	0.327	0.332	arcaico
archangel	0.837	0.500	0.708	arcángel
archbishop	0.622	0.280	0.776	arzobispo
archdiocese	0.400	0.321	0.704	archidiócesis
archduke	0.458	0.413	0.634	archiduque
arched	0.582	0.403	0.398	arqueado
archer	0.573	0.622	0.661	arquero
archery	0.594	0.604	0.589	tiro al arco
archetype	0.448	0.520	0.569	arquetipo
archipelago	0.745	0.370	0.592	archipiélago
architect	0.776	0.442	0.836	arquitecto
architectural	0.729	0.390	0.670	arquitectónico
architecture	0.820	0.390	0.694	arquitectura
archive	0.438	0.294	0.527	archivo
arctic	0.615	0.352	0.546	ártico
ardent	0.694	0.873	0.722	ardiente
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	arduo
area	0.490	0.306	0.464	área
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	Estás bromeando
areyoukiddingme	0.365	0.635	0.375	Me estás tomando el pelo
argent	0.594	0.418	0.472	argén
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	discutir
argument	0.510	0.464	0.698	argumento
argumentation	0.479	0.549	0.760	argumentación
argumentative	0.450	0.531	0.679	discutidor
arguments	0.541	0.602	0.657	argumentos
arid	0.323	0.333	0.379	árido
arise	0.750	0.582	0.725	surgir
aristocracy	0.688	0.549	0.842	aristocracia
aristocrat	0.583	0.413	0.811	aristócrata
aristocratic	0.449	0.519	0.676	aristocrático
arithmetic	0.453	0.460	0.634	aritmética
ark	0.396	0.427	0.543	arca
arm	0.552	0.285	0.469	brazo
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armamento
armaments	0.192	0.839	0.830	armamento
armature	0.510	0.558	0.755	armadura
armchair	0.646	0.164	0.339	Sillón
armed	0.188	0.750	0.808	armado
armor	0.469	0.625	0.784	armadura
armored	0.469	0.509	0.861	blindado
armory	0.448	0.663	0.800	arsenal
armpit	0.283	0.439	0.250	axila
arms	0.464	0.395	0.483	brazos
army	0.417	0.759	0.902	ejército
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	excitación
arouse	0.740	0.491	0.580	despertar
aroused	0.708	0.952	0.667	excitado
arraignment	0.406	0.837	0.534	acusación
arrange	0.740	0.490	0.571	arreglar
arranged	0.698	0.531	0.728	organizado
arrangement	0.625	0.382	0.683	arreglo
array	0.521	0.396	0.568	formación
arrears	0.286	0.485	0.302	atrasos
arrest	0.146	0.951	0.500	arrestar
arrhythmia	0.265	0.706	0.356	arritmia
arrival	0.678	0.510	0.474	llegada
arrive	0.837	0.406	0.585	llegar
arrogance	0.143	0.750	0.620	arrogancia
arrogant	0.115	0.755	0.580	arrogante
arrow	0.439	0.390	0.454	flecha
arsehole	0.276	0.598	0.433	gilipollas
arseholes	0.188	0.545	0.351	pendejos
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsénico
arson	0.133	0.904	0.567	incendio provocado
arsonist	0.348	0.840	0.500	incendiario
art	0.812	0.360	0.603	Arte
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	artería
artful	0.771	0.608	0.778	ingenioso
arthritis	0.110	0.518	0.345	artritis
arthropod	0.344	0.464	0.434	artrópodo
artichoke	0.583	0.218	0.287	alcachofa
article	0.594	0.280	0.481	artículo
articles	0.552	0.324	0.565	artículos
articulate	0.677	0.462	0.618	articular
articulation	0.479	0.480	0.591	articulación
artifact	0.510	0.500	0.566	artefacto
artifice	0.316	0.696	0.482	artificio
artificial	0.306	0.385	0.351	artificial
artillery	0.350	0.912	0.794	artillería
artisan	0.781	0.330	0.411	artesano
artist	0.802	0.442	0.732	artista
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	artístico
artistry	0.823	0.346	0.769	arte
artists	0.796	0.667	0.741	artistas
artwork	0.896	0.368	0.679	obra de arte
arty	0.490	0.422	0.388	pretensioso
asap	0.571	0.500	0.552	lo antes posible
asbestos	0.357	0.481	0.464	amianto
ascend	0.830	0.620	0.812	ascender
ascendancy	0.724	0.625	0.700	ascendencia
ascendant	0.656	0.673	0.821	ascendente
ascending	0.826	0.644	0.777	ascendente
ascension	0.765	0.720	0.714	ascensión
ascent	0.755	0.627	0.833	ascenso
ascertain	0.560	0.530	0.625	cerciorarse
ascertained	0.531	0.529	0.616	averiguado
ascetic	0.438	0.375	0.472	ascético
ash	0.260	0.210	0.207	ceniza
ashamed	0.156	0.588	0.228	avergonzado
ashes	0.327	0.279	0.142	cenizas
ashtray	0.406	0.382	0.265	cenicero
asinine	0.429	0.472	0.433	asnal
ask	0.531	0.440	0.459	pedir
asleeep	0.490	0.210	0.322	dormido
asleep	0.604	0.100	0.270	dormido
asp	0.438	0.489	0.375	áspid
asparagus	0.469	0.317	0.264	espárragos
aspartame	0.469	0.480	0.322	aspartamo
aspect	0.479	0.469	0.588	aspecto
aspects	0.439	0.480	0.565	aspectos
aspen	0.479	0.280	0.395	álamo temblón
asphalt	0.479	0.264	0.439	asfalto
asphyxia	0.198	0.704	0.311	asfixia
asphyxiation	0.059	0.745	0.412	asfixia
aspiration	0.704	0.724	0.675	aspiración
aspire	0.812	0.469	0.722	aspirar
aspirin	0.479	0.271	0.422	aspirina
aspiring	0.844	0.582	0.604	ambicioso
ass	0.323	0.750	0.345	culo
assail	0.378	0.510	0.500	atacar
assailant	0.184	0.868	0.602	agresor
assassin	0.073	0.933	0.632	asesino
assassinate	0.051	0.969	0.722	asesinar
assassination	0.083	0.941	0.525	asesinato
assault	0.167	0.848	0.550	agresión
assay	0.633	0.559	0.594	ensayo
assemblage	0.429	0.452	0.600	conjunto
assemble	0.542	0.570	0.750	armar
assembled	0.663	0.450	0.644	ensamblado
assembly	0.698	0.500	0.640	asamblea
assemblyman	0.430	0.538	0.760	asambleísta
assent	0.615	0.515	0.719	asentir
assert	0.750	0.619	0.809	afirmar
asserting	0.694	0.531	0.736	afirmando
assertion	0.740	0.442	0.750	afirmación
assertive	0.719	0.412	0.770	asertivo
assess	0.698	0.500	0.623	evaluar
assessment	0.750	0.623	0.658	evaluación
assessor	0.551	0.538	0.764	asesor
asset	0.797	0.765	0.788	activo
assets	0.667	0.613	0.765	activos
asshole	0.133	0.582	0.263	Estúpido
assign	0.622	0.417	0.709	asignar
assignee	0.510	0.462	0.510	cesionario
assignment	0.483	0.398	0.745	asignación
assimilate	0.559	0.391	0.683	asimilar
assimilation	0.429	0.378	0.463	asimilación
assist	0.833	0.435	0.629	asistir
assistance	0.656	0.519	0.633	asistencia
assistant	0.625	0.390	0.536	asistente
associate	0.812	0.409	0.625	asociado
association	0.745	0.500	0.817	asociación
assorted	0.602	0.460	0.472	clasificado
assortment	0.694	0.360	0.526	surtido
assuage	0.745	0.255	0.500	calmar
assume	0.698	0.401	0.464	asumir
assumed	0.612	0.247	0.454	ficticio
assuming	0.740	0.390	0.526	asumiendo
assumption	0.479	0.431	0.417	suposición
assurance	0.675	0.442	0.704	garantía
assure	0.910	0.460	0.839	asegurar
assured	0.878	0.327	0.754	seguro
assuredly	0.786	0.396	0.833	ciertamente
asterisk	0.541	0.288	0.273	asterisco
asteroid	0.430	0.721	0.623	asteroide
asteroids	0.361	0.694	0.712	asteroides
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asmático
astigmatism	0.214	0.490	0.429	astigmatismo
astonish	0.786	0.845	0.658	asombrar
astonished	0.510	0.775	0.574	asombrado
astonishing	0.844	0.802	0.821	asombroso
astonishingly	0.827	0.898	0.773	asombrosamente
astonishment	0.680	0.718	0.519	asombro
astound	0.729	0.675	0.474	asombrar
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	por mal camino
astringent	0.316	0.500	0.474	astringente
astrologer	0.594	0.519	0.673	astrólogo
astrology	0.635	0.340	0.500	astrología
astronaut	0.792	0.601	0.761	astronauta
astronomer	0.750	0.509	0.735	astrónomo
astronomical	0.600	0.632	0.726	astronómico
astronomy	0.613	0.474	0.722	astronomía
astute	0.776	0.658	0.827	astuto
asunder	0.208	0.442	0.259	en pedazos
asylum	0.407	0.330	0.445	asilo
asymmetric	0.580	0.343	0.465	asimétrico
asymmetry	0.476	0.373	0.527	asimetría
asymptotic	0.479	0.451	0.472	asintótico
atelier	0.490	0.330	0.705	taller
atheism	0.276	0.460	0.481	ateísmo
atheistic	0.373	0.481	0.466	ateo
atherosclerosis	0.250	0.480	0.343	aterosclerosis
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	atlético
athleticism	0.750	0.863	0.778	atletismo
athletics	0.831	0.691	0.740	atletismo
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmósfera
atmospheric	0.531	0.420	0.594	atmosférico
atoll	0.480	0.408	0.472	atolón
atom	0.510	0.500	0.433	átomo
atomic	0.327	0.817	0.713	atómico
atone	0.418	0.673	0.411	expiar
atonement	0.550	0.602	0.683	expiación
atpeace	0.724	0.298	0.519	en paz
atrium	0.469	0.365	0.473	atrio
atrocious	0.073	0.811	0.445	atroz
atrocity	0.115	0.844	0.593	atrocidad
atrophy	0.177	0.540	0.208	atrofia
attach	0.520	0.363	0.559	adjuntar
attached	0.562	0.350	0.439	adjunto
attachment	0.570	0.343	0.500	archivo adjunto
attack	0.286	0.948	0.670	ataque
attacker	0.185	0.962	0.629	agresor
attacking	0.276	0.837	0.642	agresor
attain	0.806	0.510	0.719	alcanzar
attainable	0.760	0.500	0.759	alcanzable
attainment	0.830	0.520	0.940	logro
attempt	0.625	0.491	0.431	intentar
attempted	0.594	0.580	0.567	intentó
attend	0.650	0.420	0.625	asistir
attendance	0.812	0.500	0.592	asistencia
attendant	0.580	0.365	0.519	asistente
attention	0.740	0.599	0.774	atención
attentionseeker	0.367	0.745	0.457	Buscador de atención
attentionseekers	0.531	0.673	0.500	buscadores de atención
attentive	0.812	0.520	0.724	atento
attenuate	0.408	0.302	0.429	atenuar
attenuated	0.449	0.280	0.298	atenuado
attenuation	0.458	0.363	0.464	atenuación
attest	0.439	0.710	0.685	dar fe
attestation	0.234	0.635	0.500	atestación
attic	0.521	0.259	0.377	ático
attire	0.742	0.388	0.483	atuendo
attitude	0.760	0.644	0.861	actitud
attorney	0.600	0.594	0.754	abogado
attract	0.796	0.663	0.769	atraer
attraction	0.906	0.774	0.712	atracción
attractive	0.906	0.630	0.769	atractivo
attractiveness	0.938	0.667	0.755	atractivo
attributable	0.704	0.430	0.527	atribuible
attribute	0.781	0.439	0.795	atributo
attribution	0.646	0.467	0.658	atribución
attrition	0.229	0.540	0.259	desgaste
auburn	0.510	0.240	0.411	castaño
auction	0.594	0.702	0.519	subasta
auctioneer	0.542	0.732	0.716	subastador
audacious	0.740	0.875	0.825	audaz
audacity	0.760	0.755	0.916	audacia
audible	0.673	0.370	0.462	audible
audience	0.698	0.610	0.613	audiencia
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	auditoría
audition	0.750	0.685	0.615	audición
auditions	0.740	0.765	0.596	audiciones
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	sala
auditory	0.531	0.481	0.570	auditivo
aught	0.418	0.135	0.217	algo
augment	0.650	0.683	0.645	aumentar
augmentation	0.714	0.613	0.850	aumento
august	0.652	0.292	0.462	agosto
aunt	0.667	0.291	0.420	tía
auntie	0.643	0.275	0.447	tía
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	Aurora
auspices	0.542	0.500	0.634	auspicios
auspicious	0.562	0.635	0.669	propicio
austere	0.500	0.390	0.422	austero
austerity	0.438	0.406	0.534	austeridad
authentic	0.885	0.510	0.782	auténtico
authenticate	0.833	0.480	0.789	autenticar
authentication	0.724	0.491	0.750	autenticación
authenticity	0.670	0.548	0.845	autenticidad
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	autoritario
authority	0.592	0.592	0.934	autoridad
authorization	0.521	0.567	0.817	autorización
authorize	0.772	0.596	0.821	autorizar
authorized	0.760	0.458	0.815	autorizado
authorship	0.667	0.635	0.773	paternidad literaria
autism	0.235	0.500	0.447	autismo
autistic	0.367	0.337	0.404	autista
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiográfico
autobiography	0.735	0.284	0.629	autobiografía
autocorrect	0.551	0.439	0.616	autocorrección
autocratic	0.542	0.577	0.727	autocrático
autograph	0.735	0.565	0.473	autógrafo
autographed	0.781	0.620	0.625	autografiado
automated	0.578	0.402	0.632	automatizado
automatic	0.562	0.433	0.664	automático
automobile	0.753	0.625	0.534	automóvil
automotive	0.656	0.520	0.577	automotor
autonomy	0.781	0.349	0.891	autonomía
autopilot	0.594	0.462	0.632	piloto automático
autopsy	0.252	0.650	0.538	autopsia
autumn	0.765	0.204	0.450	otoño
auxiliary	0.622	0.471	0.509	auxiliar
avail	0.800	0.430	0.603	aprovechar
availability	0.796	0.544	0.600	disponibilidad
available	0.844	0.356	0.623	disponible
avalanche	0.265	0.915	0.683	avalancha
avarice	0.198	0.726	0.352	avaricia
avatar	0.633	0.410	0.567	avatar
