English Word	Valence	Arousal	Dominance	Lao Word
alignment	0.643	0.412	0.683	ການຈັດວາງ
alike	0.653	0.173	0.444	ຄືກັນ
alimentation	0.781	0.551	0.602	ການ​ປະ​ຕິ​ເສດ
alimony	0.612	0.477	0.464	ຄ່າລ້ຽງດູ
aliquot	0.440	0.310	0.404	aliquot
alive	0.816	0.637	0.731	ມີຊີວິດຢູ່
alkali	0.490	0.350	0.408	ດ່າງ
alkaloids	0.433	0.562	0.402	alkaloids
allay	0.417	0.406	0.398	ຜ່ອນ
allegation	0.578	0.578	0.608	ການກ່າວຫາ
allege	0.418	0.482	0.587	ກ່າວຫາ
alleged	0.365	0.522	0.520	ຖືກກ່າວຫາ
allegiance	0.917	0.398	0.750	ຈົງຮັກພັກດີ
allegorical	0.517	0.558	0.598	ປຽບທຽບ
allegory	0.615	0.580	0.509	ນິທານ
allegro	0.635	0.627	0.453	Allegro
allergic	0.135	0.549	0.273	ແພ້
allergy	0.296	0.606	0.389	ອາການແພ້
alleviate	0.869	0.270	0.528	ບັນເທົາ
alleviation	0.735	0.200	0.491	ບັນເທົາ
alley	0.347	0.500	0.355	ຊອຍ
alleyway	0.357	0.471	0.382	ຮ່ອມທາງ
alliance	0.696	0.473	0.769	ພັນທະມິດ
allied	0.714	0.245	0.642	ພັນທະມິດ
alligator	0.354	0.704	0.645	ແຂ້
allocate	0.673	0.462	0.672	ຈັດສັນ
allocation	0.604	0.388	0.679	ການຈັດສັນ
allot	0.622	0.481	0.616	ຈັດສັນ
allotment	0.600	0.390	0.640	ການຈັດສັນ
allow	0.698	0.429	0.538	ອະນຸຍາດ
allowable	0.698	0.500	0.561	ອະນຸຍາດ
allowance	0.673	0.382	0.591	ເງິນອຸດໜູນ
allowed	0.730	0.360	0.655	ອະນຸຍາດ
alloy	0.583	0.443	0.593	ໂລຫະປະສົມ
allsmiles	0.786	0.528	0.430	ຍິ້ມ
allure	0.804	0.585	0.686	ດຶງດູດ
alluring	0.837	0.745	0.843	ຈູງໃຈ
allusion	0.440	0.308	0.462	ອ້າງ
alluvial	0.323	0.490	0.491	ລ່ອງລອຍ
ally	0.792	0.320	0.688	ພັນທະມິດ
almanac	0.688	0.190	0.412	ປູ່
almighty	0.938	0.874	0.958	ພະ​ເຈົ້າ
almond	0.698	0.183	0.314	almond
aloft	0.771	0.373	0.700	ສູງ
aloha	0.698	0.440	0.441	ອາໂລຮາ
alone	0.333	0.167	0.216	ຄົນດຽວ
alongside	0.458	0.333	0.347	ຄຽງຂ້າງ
aloof	0.189	0.423	0.302	ຫ່າງ​ໄກ
aloud	0.458	0.713	0.750	ດັງໆ
alpha	0.708	0.340	0.755	ອັນຟາ
alphabet	0.562	0.204	0.672	ຕົວອັກສອນ
alphabetical	0.537	0.296	0.535	ຕົວອັກສອນ
alpine	0.594	0.337	0.474	ພູຜາປ່າດົງ
alreadyyyyy	0.592	0.717	0.351	ແລ້ວ
altar	0.724	0.387	0.635	ແທ່ນບູຊາ
altar boy	0.434	0.206	0.350	ເດັກຊາຍແທ່ນບູຊາ
alter	0.333	0.694	0.654	ປ່ຽນແປງ
alteration	0.167	0.798	0.609	ການປ່ຽນແປງ
altercation	0.170	0.806	0.500	ການ​ຂັດ​ແຍ້ງ
altered	0.255	0.765	0.500	ປ່ຽນແປງ
alternate	0.625	0.363	0.589	ສະຫຼັບ
alternating	0.480	0.494	0.542	ສະຫຼັບ
alternative	0.628	0.373	0.631	ທາງເລືອກ
altimeter	0.615	0.510	0.580	ເຄື່ອງວັດແທກລະດັບຄວາມສູງ
altitude	0.708	0.482	0.736	ລະດັບຄວາມສູງ
alto	0.656	0.404	0.730	alto
altogether	0.833	0.324	0.644	ທັງໝົດ
aluminum	0.449	0.280	0.434	ອະລູມິນຽມ
alumnus	0.633	0.368	0.422	ນິສິດເກົ່າ
alveolar	0.469	0.481	0.367	ຜິວໜັງ
alzheimers	0.194	0.518	0.319	alzheimers
amalgam	0.438	0.333	0.510	ປະສົມ
amalgamation	0.406	0.470	0.531	ການລວມກັນ
amaretto	0.543	0.551	0.375	amaretto
amass	0.552	0.465	0.465	ມະຫາສານ
amateur	0.469	0.500	0.409	ນັກສມັກເລ່ນ
amaze	0.896	0.843	0.783	ປະຫລາດໃຈ
amazed	0.796	0.779	0.533	ປະຫລາດໃຈ
amazedness	0.827	0.872	0.510	ຄວາມປະຫລາດໃຈ
amazement	0.750	0.800	0.639	ຄວາມປະຫລາດໃຈ
amazing	0.906	0.837	0.849	ເຮັດໃຫ້ປະລາດ
amazingly	0.918	0.765	0.920	ເຮັດໃຫ້ປະລາດ
ambassador	0.651	0.529	0.917	ເອກອັກຄະລັດຖະທູດ
amber	0.635	0.308	0.369	ອໍາພັນ
ambience	0.735	0.356	0.426	ບັນຍາກາດ
ambient	0.625	0.360	0.582	ສະພາບແວດລ້ອມ
ambiguity	0.164	0.460	0.370	ຄວາມບໍ່ແນ່ນອນ
ambiguous	0.265	0.462	0.358	ບໍ່ຊັດເຈນ
ambit	0.479	0.380	0.386	ທະເຍີທະຍານ
ambition	0.510	0.804	0.661	ຄວາມທະເຍີທະຍານ
ambitious	0.484	0.821	0.717	ທະເຍີທະຍານ
ambivalent	0.510	0.404	0.482	ambivalent
ambrosia	0.571	0.452	0.480	ambrosia
ambulance	0.500	0.750	0.609	ລົດສຸກເສີນ
ambush	0.281	0.830	0.500	ໂຈນ
ameliorate	0.770	0.548	0.747	ບັນເທົາ
amen	0.781	0.182	0.542	ອາແມນ
amenable	0.448	0.410	0.406	ພໍດີ
amend	0.688	0.406	0.658	ແກ້ໄຂ
amendment	0.531	0.459	0.606	ການແກ້ໄຂ
amends	0.640	0.366	0.517	ແກ້ໄຂ
amenity	0.750	0.327	0.574	ສິ່ງອໍານວຍຄວາມສະດວກ
amethyst	0.622	0.406	0.517	amethyst
amiable	0.847	0.290	0.483	ສະໜິດສະໜົມ
amicable	0.875	0.330	0.507	ມິດຕະພາບ
amid	0.510	0.340	0.256	ທ່າມກາງ
amidst	0.480	0.330	0.316	ທ່າມກາງ
amino	0.551	0.402	0.433	ອະມິໂນ
ammo	0.323	0.765	0.621	ລູກປືນ
ammonia	0.292	0.587	0.409	ແອມໂມເນຍ
ammonium	0.354	0.396	0.368	ແອມໂມນຽມ
ammunition	0.338	0.635	0.667	ລູກປືນ
amnesia	0.296	0.330	0.308	ຄວາມຈຳເສື່ອມ
amnesty	0.551	0.451	0.814	ອະໄພຍະໂທດ
amorous	0.844	0.670	0.636	ຮັກແພງ
amorphous	0.327	0.402	0.349	ທາດປະສົມ
amortization	0.592	0.491	0.522	ການຕັດຂາຍ
amount	0.562	0.422	0.649	ຈໍາ​ນວນ
amour	0.865	0.480	0.652	ຮັກແພງ
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ampersand
amphetamines	0.133	0.667	0.526	ແອມເຟຕາມີນ
amphibian	0.427	0.357	0.474	amphibian
amphibious	0.479	0.346	0.445	ນ້ຳຕົກຄ້າງ
amphitheater	0.653	0.480	0.545	amphitheatre
ample	0.744	0.349	0.719	ພຽງພໍ
amplification	0.690	0.677	0.810	ການຂະຫຍາຍ
amplify	0.677	0.735	0.827	ຂະຫຍາຍ
amplitude	0.694	0.439	0.692	ຄວາມກວ້າງໄກ
amply	0.781	0.431	0.766	ພຽງພໍ
amputate	0.092	0.660	0.509	ຕັດຂາດ
amputation	0.100	0.755	0.483	ຕັດແຂນຂາ
amuck	0.385	0.602	0.321	ອະລັງການ
amulet	0.781	0.260	0.630	ເຄື່ອງຣາວ
amuse	0.812	0.684	0.664	ມ່ວນ
amused	0.942	0.847	0.596	ມ່ວນ
amusement	0.929	0.837	0.803	ຄວາມມ່ວນ
amusing	0.960	0.829	0.632	ມ່ວນ
ana	0.541	0.300	0.314	ອານາ
anaconda	0.146	0.830	0.540	ອະນາຄອນດາ
anaesthesia	0.350	0.217	0.473	ອາການສລົບ
anaesthetic	0.449	0.268	0.509	ຢາສະລົບ
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	ຮູທະວານ
analgesic	0.417	0.321	0.441	ຢາແກ້ປວດ
analogous	0.531	0.270	0.500	ປຽບທຽບ
analogue	0.570	0.320	0.446	ການປຽບທຽບ
analogy	0.510	0.367	0.509	ການປຽບທຽບ
analysis	0.729	0.448	0.705	ການວິເຄາະ
analyst	0.604	0.415	0.755	ນັກວິເຄາະ
analytic	0.665	0.521	0.634	ການວິເຄາະ
analytical	0.625	0.324	0.800	ການວິເຄາະ
analyze	0.667	0.462	0.710	ວິເຄາະ
analyzer	0.625	0.556	0.854	ເຄື່ອງວິເຄາະ
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	ອະທິປະໄຕ
anarchist	0.204	0.700	0.759	ອະນາທິປະໄຕ
anarchy	0.146	0.755	0.620	ອະທິປະໄຕ
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	ອາການຄັນຄາຍ
anatomic	0.562	0.442	0.546	ຮ່າງກາຍ
anatomy	0.562	0.390	0.571	ຮ່າງກາຍ
ancestor	0.592	0.388	0.594	ບັນພະບຸລຸດ
ancestral	0.640	0.481	0.750	ບັນພະບຸລຸດ
ancestry	0.708	0.519	0.717	ເຊື້ອສາຍ
anchor	0.520	0.284	0.564	ສະມໍ
anchorage	0.500	0.325	0.639	ສະມໍ
ancient	0.420	0.217	0.439	ບູຮານ
ancillary	0.449	0.442	0.278	ເສີມ
androgen	0.255	0.523	0.527	ແອນໂດຣເຈນ
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	ບົດບັນທຶກ
anemia	0.188	0.327	0.310	ພະຍາດເລືອດຈາງ
anemic	0.167	0.279	0.155	ພະຍາດເລືອດຈາງ
anemone	0.552	0.538	0.327	ດອກເຜິ້ງ
anesthesia	0.365	0.216	0.394	ອາການສລົບ
anesthesiologist	0.419	0.224	0.526	ແພດວິເສດ
anesthetic	0.350	0.264	0.482	ຢາສະລົບ
aneurysm	0.115	0.690	0.536	ເສັ້ນເລືອດຂອດ
anew	0.771	0.358	0.385	ໃໝ່
angel	0.906	0.158	0.704	ເທວະດາ
angelic	0.927	0.298	0.668	ເທວະດາ
anger	0.167	0.865	0.657	ຄວາມໃຈຮ້າຍ
angered	0.010	0.860	0.547	ໃຈຮ້າຍ
angermanagement	0.260	0.632	0.482	ການຈັດການຄວາມໂກດແຄ້ນ
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	ມຸມ
angling	0.625	0.408	0.500	ການລ່ອງເຮືອ
angora	0.529	0.425	0.405	Angora
angriest	0.094	0.892	0.430	ໃຈຮ້າຍທີ່ສຸດ
angry	0.122	0.830	0.604	ໃຈຮ້າຍ
angrytweet	0.265	0.644	0.471	ໃຈຮ້າຍ tweet
angst	0.167	0.888	0.333	ໃຈຮ້າຍ
anguish	0.153	0.792	0.265	ຄວາມ​ເຈັບ​ປວດ
anguished	0.135	0.720	0.307	ເຈັບ​ປວດ
angular	0.449	0.281	0.444	ມຸມ
anhydrous	0.456	0.365	0.355	ບໍ່ມີນ້ໍາ
animal	0.521	0.510	0.513	ສັດ
animate	0.827	0.755	0.635	ສັດ
animated	0.823	0.676	0.538	ມີການເຄື່ອນໄຫວ
animation	0.888	0.750	0.549	ພາບເຄື່ອນໄຫວ
animosity	0.510	0.724	0.545	ສັດຮ້າຍ
animus	0.698	0.676	0.466	ສັດ
ankle	0.500	0.274	0.234	ຂໍ້ຕີນ
anklet	0.410	0.276	0.302	ຂໍ້ຕີນ
annals	0.427	0.610	0.424	ປະຫວັດ
annex	0.594	0.350	0.458	ເອກະສານຊ້ອນທ້າຍ
annexation	0.342	0.500	0.555	ການ​ເຊື່ອມ​ໂຍງ
annexe	0.584	0.350	0.392	ເອກະສານຊ້ອນທ້າຍ
annihilate	0.115	0.918	0.681	ທໍາລາຍ
annihilated	0.080	0.760	0.324	ຖືກທໍາລາຍ
annihilation	0.041	0.800	0.591	ການທໍາລາຍ
anniversary	0.880	0.770	0.723	ວັນຄົບຮອບ
annotate	0.592	0.469	0.441	ໝາຍເຫດ
annotation	0.604	0.470	0.619	ຄໍາບັນຍາຍ
announce	0.694	0.618	0.611	ປະກາດ
announcement	0.729	0.491	0.482	ປະກາດ
announcer	0.602	0.570	0.732	ຜູ້ປະກາດ
annoy	0.094	0.765	0.286	ລົບກວນ
annoyance	0.167	0.718	0.342	ລຳຄານ
annoyed	0.104	0.783	0.345	ລຳຄານ
annoyin	0.260	0.573	0.352	ລຳຄານ
annoying	0.082	0.853	0.348	ລໍາຄານ
annoys	0.146	0.778	0.435	ລຳຄານ
annual	0.552	0.236	0.500	ປະຈໍາປີ
annuity	0.521	0.304	0.527	ເງິນປີ
annul	0.250	0.448	0.364	ຍົກເລີກ
annular	0.310	0.385	0.412	ຮູບວົງມົນ
annulment	0.153	0.375	0.447	ການຍົກເລີກ
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	ເຈີມ
anointing	0.653	0.350	0.547	ເຈີມ
anomalous	0.281	0.480	0.423	ຜິດປົກກະຕິ
anomaly	0.188	0.538	0.404	ຜິດປົກກະຕິ
anon	0.479	0.354	0.298	ອະໂນນ
anonymity	0.469	0.255	0.430	ການປິດບັງຊື່
anonymous	0.396	0.291	0.431	ບໍ່ເປີດເຜີຍຊື່
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	ຄໍາຕອບ
answerable	0.708	0.481	0.750	ຕອບໄດ້
answering	0.684	0.500	0.607	ຕອບ
ant	0.448	0.216	0.216	ມົດ
antagonism	0.224	0.618	0.524	ການເປັນສັດຕູກັນ
antagonist	0.240	0.615	0.700	ສັດຕູ
antagonistic	0.296	0.604	0.565	ເປັນສັດຕູກັນ
antagonize	0.143	0.663	0.629	ຕ້ານການ
ante	0.448	0.320	0.417	ກ່ອນ
antecedent	0.427	0.551	0.566	ມາກ່ອນ
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	ເສົາອາກາດ
anterior	0.510	0.245	0.362	ດ້ານໜ້າ
anthem	0.780	0.343	0.729	ເພງສັນລະເສີນ
anthill	0.327	0.578	0.377	ຈອມປວກ
anthology	0.338	0.406	0.537	ນິລັນດອນ
anthrax	0.188	0.730	0.500	ພະຍາດ Anthrax
anthropological	0.367	0.390	0.490	ມະນຸດວິທະຍາ
anthropologist	0.551	0.385	0.725	ນັກວິທະຍາສາດ
anthropology	0.490	0.367	0.582	ມະນຸດວິທະຍາ
anti	0.365	0.412	0.384	ຕ້ານ
antiaircraft	0.330	0.622	0.629	ເຮືອບິນຕ້ານ
antibiotic	0.510	0.373	0.658	ຢາຕ້ານເຊື້ອ
antibiotics	0.448	0.406	0.557	ຢາຕ້ານເຊື້ອ
antichrist	0.082	0.837	0.544	ຕ້ານພຣະຄຣິດ
anticipate	0.622	0.469	0.667	ຄາດການ
anticipation	0.698	0.539	0.711	ຄວາມ​ຄາດ​ຫວັງ
anticipatory	0.653	0.551	0.682	ຄາດ​ຄະ​ເນ
antics	0.448	0.740	0.236	ແປກປະຫຼາດ
antidote	0.541	0.490	0.629	ຢາແກ້ພິດ
antifungal	0.408	0.412	0.441	ຕ້ານເຊື້ອລາ
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	ພົນລະເຮືອນ
antipathy	0.198	0.549	0.393	ຄວາມຕ້ານທານ
antiquarian	0.500	0.233	0.426	ວັດຖຸບູຮານ
antiquated	0.420	0.392	0.236	ເກົ່າແກ່
antique	0.634	0.290	0.518	ວັດຖຸບູຮານ
antiques	0.540	0.370	0.595	ວັດຖຸບູຮານ
antiquity	0.385	0.333	0.556	ວັດຖຸບູຮານ
antiseptic	0.438	0.370	0.623	ຢາຂ້າເຊື້ອໂລກ
antisocial	0.146	0.686	0.391	ຕ້ານສັງຄົມ
antithesis	0.396	0.412	0.536	ຕ້ານການຕໍ່ຕ້ານ
antithetical	0.271	0.509	0.358	ກົງກັນຂ້າມ
antiviral	0.459	0.470	0.549	ຕ້ານໄວຣັດ
antler	0.448	0.470	0.500	ມັນກອກ
antsy	0.449	0.558	0.417	ມົດລູກ
anus	0.347	0.644	0.350	ຮູທະວານ
anvil	0.380	0.510	0.604	ທະວານ
anxiety	0.146	0.865	0.342	ຄວາມກັງວົນ
anxietyattack	0.150	0.925	0.446	ຄວາມວິຕົກກັງວົນ
anxious	0.281	0.875	0.434	ກະວົນກະວາຍ
anxiousness	0.235	0.814	0.282	ຄວາມ​ກັງ​ວົນ
anytime	0.625	0.461	0.436	ທຸກເວລາ
aorta	0.448	0.510	0.542	ເສັ້ນເລືອດແດງ
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	ຈັງຫວະ
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	ອາພາດເມັນ
apartments	0.704	0.337	0.443	ຫ້ອງແຖວ
apathetic	0.188	0.292	0.333	ບໍ່ສະບາຍ
apathy	0.184	0.212	0.204	ໃຈຮ້າຍ
ape	0.548	0.389	0.336	ແອດ
aperture	0.612	0.450	0.667	ຮູຮັບແສງ
apex	0.570	0.433	0.418	ປາຍ
aphid	0.388	0.473	0.407	ຕົວເພີ້ຍ
aphrodisiac	0.750	0.846	0.667	ຢາປົວພະຍາດ
apiece	0.439	0.259	0.383	ສິ້ນ
aplomb	0.500	0.509	0.582	ສຽງດັງ
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	ຂໍໂທດ
apologist	0.406	0.429	0.526	ຜູ້ຂໍໂທດ
apologize	0.551	0.378	0.389	ຂໍໂທດ
apology	0.571	0.346	0.402	ຄຳຂໍໂທດ
apostasy	0.388	0.520	0.517	ການປະຖິ້ມຄວາມເຊື່ອ
apostate	0.342	0.500	0.528	ປະຖິ້ມຄວາມເຊື່ອ
apostle	0.646	0.347	0.732	ອັກຄະສາວົກ
apostolic	0.592	0.300	0.717	ອັກຄະສາວົກ
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	ຢາປົວພະຍາດ
appalled	0.194	0.792	0.562	ຕົກໃຈ
appalling	0.160	0.827	0.415	ຕົກໃຈ
apparatus	0.375	0.353	0.377	ອຸ​ປະ​ກອນ
apparel	0.698	0.435	0.453	ເຄື່ອງແຕ່ງກາຍ
apparent	0.473	0.383	0.398	ປາກົດຂື້ນ
apparently	0.531	0.410	0.426	ປາກົດຂື້ນ
apparition	0.406	0.573	0.636	ການປະກົດຕົວ
appeal	0.663	0.598	0.558	ການອຸທອນ
appear	0.735	0.506	0.567	ປະກົດ
appearance	0.669	0.490	0.534	ຮູບລັກສະນະ
appease	0.633	0.278	0.434	ສະບາຍໃຈ
appellant	0.327	0.588	0.568	ຜູ້ອຸທອນ
append	0.573	0.464	0.453	ຕື່ມໃສ່
appendage	0.229	0.382	0.438	ໃບຊ້ອນທ້າຍ
appendectomy	0.177	0.670	0.554	ຜ່າຕັດໄສ້ຕິ່ງ
appendicitis	0.031	0.640	0.347	ໄສ້ກອກ
appendix	0.365	0.387	0.425	ເອກະສານຊ້ອນທ້າຍ
appetite	0.704	0.637	0.581	ຄວາມຢາກອາຫານ
appetizer	0.755	0.560	0.406	ອາຫານແຊບ
appetizing	0.806	0.657	0.688	ເປັນຕາກິນ
applaud	0.865	0.824	0.464	ຕົບມື
applause	0.953	0.857	0.621	ຕົບມື
apple	0.811	0.300	0.264	ໝາກໂປມ
apple juice	0.765	0.204	0.294	ນໍ້​ໍ​າ​ຫມາກ​ໂປ້ມ
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ຫມາກໂປມ
appliance	0.582	0.453	0.538	ເຄື່ອງໃຊ້
appliances	0.594	0.394	0.567	ເຄື່ອງໃຊ້
applicability	0.677	0.490	0.741	ການນຳໃຊ້
applicable	0.469	0.430	0.667	ນຳໃຊ້ໄດ້
applicant	0.612	0.558	0.688	ຜູ້ສະຫມັກ
application	0.646	0.445	0.726	ຄໍາຮ້ອງສະຫມັກ
apply	0.612	0.321	0.667	ສະຫມັກ
appoint	0.565	0.330	0.509	ແຕ່ງຕັ້ງ
appointment	0.688	0.594	0.547	ການນັດພົບ
appointments	0.745	0.677	0.625	ການນັດໝາຍ
apportion	0.677	0.490	0.638	ການແບ່ງສ່ວນ
apportionment	0.552	0.481	0.453	ການ​ແບ່ງ​ປັນ
appraisal	0.417	0.667	0.682	ການ​ປະ​ເມີນ​ຜົນ
appraise	0.677	0.490	0.696	ປະເມີນລາຄາ
appreciable	0.873	0.491	0.778	ຊົມເຊີຍ
appreciate	0.885	0.422	0.741	ຊື່ນຊົມ
appreciated	0.910	0.434	0.779	ຊື່ນຊົມ
appreciates	0.765	0.500	0.656	ຊື່ນຊົມ
appreciation	0.917	0.529	0.588	ການຍົກຍ້ອງ
appreciative	0.857	0.380	0.654	ຊົມເຊີຍ
apprehend	0.521	0.624	0.696	ຈັບ​ໄດ້
apprehension	0.385	0.720	0.454	ຄວາມ​ຢ້ານ​ກົວ
apprehensive	0.406	0.592	0.431	ເປັນຫ່ວງ
apprentice	0.615	0.413	0.452	ຝຶກຫັດ
apprenticeship	0.812	0.482	0.643	ຝຶກງານ
approach	0.612	0.392	0.610	ວິທີການ
approaching	0.740	0.557	0.491	ໃກ້ເຂົ້າມາແລ້ວ
approbate	0.646	0.590	0.860	ອະນຸມັດ
approbation	0.792	0.529	0.774	ການອະນຸມັດ
appropriate	0.833	0.368	0.759	ເຫມາະສົມ
appropriation	0.510	0.632	0.717	ຄວາມເໝາະສົມ
approval	0.854	0.460	0.889	ການອະນຸມັດ
approve	0.875	0.548	0.741	ອະນຸມັດ
approved	0.833	0.349	0.698	ອະນຸມັດ
approvement	0.880	0.625	0.780	ການອະນຸມັດ
approving	0.917	0.583	0.773	ອະນຸມັດ
approximate	0.551	0.560	0.520	ປະມານ
approximately	0.622	0.396	0.538	ປະມານ
approximating	0.583	0.615	0.471	ປະມານ
approximation	0.582	0.402	0.593	ປະມານ
appurtenances	0.573	0.412	0.547	ເຄື່ອງ​ມື
apricot	0.708	0.320	0.278	ໝາກແອັບເປີ້ນ
apron	0.582	0.208	0.245	ຜ້າກັນເປື້ອນ
apt	0.582	0.418	0.382	ເໝາະສົມ
aptitude	0.750	0.471	0.746	ຄວາມສາມາດ
aqua	0.656	0.292	0.359	ນ້ຳ
aquamarine	0.729	0.306	0.413	ສັດນ້ຳ
aquarium	0.663	0.327	0.393	ຕູ້ປາ
aquatic	0.677	0.510	0.463	ນ້ໍາ
aqueduct	0.551	0.411	0.534	ທໍ່ນ້ຳ
aqueous	0.429	0.270	0.310	ນ້ຳ
arable	0.510	0.350	0.465	ປູກຝັງ
arbiter	0.561	0.537	0.814	ຜູ້ຕັດສິນ
arbitrary	0.281	0.702	0.686	ຕົນເອງມັກ
arbitrate	0.470	0.620	0.682	ຊີ້ຂາດ
