English Word	Valence	Arousal	Dominance	Korean Word
angriest	0.094	0.892	0.430	가장 화가 난
angry	0.122	0.830	0.604	화난
angrytweet	0.265	0.644	0.471	화난 트윗
angst	0.167	0.888	0.333	불안
anguish	0.153	0.792	0.265	격통
anguished	0.135	0.720	0.307	고뇌
angular	0.449	0.281	0.444	모난
anhydrous	0.456	0.365	0.355	무수
animal	0.521	0.510	0.513	동물
animate	0.827	0.755	0.635	생명 있는
animated	0.823	0.676	0.538	생기 있는
animation	0.888	0.750	0.549	생기
animosity	0.510	0.724	0.545	악의
animus	0.698	0.676	0.466	적의
ankle	0.500	0.274	0.234	발목
anklet	0.410	0.276	0.302	여자 구두
annals	0.427	0.610	0.424	연대기
annex	0.594	0.350	0.458	신관
annexation	0.342	0.500	0.555	부가
annexe	0.584	0.350	0.392	신관
annihilate	0.115	0.918	0.681	억누르다
annihilated	0.080	0.760	0.324	전멸
annihilation	0.041	0.800	0.591	전멸
anniversary	0.880	0.770	0.723	기념일
annotate	0.592	0.469	0.441	주석을 달다
annotation	0.604	0.470	0.619	주석
announce	0.694	0.618	0.611	발표하다
announcement	0.729	0.491	0.482	발표
announcer	0.602	0.570	0.732	아나운서
annoy	0.094	0.765	0.286	짜증나게 하다
annoyance	0.167	0.718	0.342	성가심
annoyed	0.104	0.783	0.345	짜증이 난
annoyin	0.260	0.573	0.352	짜증나
annoying	0.082	0.853	0.348	성가신
annoys	0.146	0.778	0.435	귀찮게
annual	0.552	0.236	0.500	연간
annuity	0.521	0.304	0.527	연금
annul	0.250	0.448	0.364	무효
annular	0.310	0.385	0.412	환상
annulment	0.153	0.375	0.447	무효 선언
annulus	0.458	0.380	0.376	고리
anointed	0.500	0.368	0.579	기름부음
anointing	0.653	0.350	0.547	기름부음
anomalous	0.281	0.480	0.423	변칙적인
anomaly	0.188	0.538	0.404	변칙
anon	0.479	0.354	0.298	곧
anonymity	0.469	0.255	0.430	익명
anonymous	0.396	0.291	0.431	익명의
anorexic	0.160	0.618	0.245	거식증
answer	0.537	0.373	0.661	대답
answerable	0.708	0.481	0.750	답할 수 있는
answering	0.684	0.500	0.607	대답
ant	0.448	0.216	0.216	개미
antagonism	0.224	0.618	0.524	반대
antagonist	0.240	0.615	0.700	길항근
antagonistic	0.296	0.604	0.565	적대적인
antagonize	0.143	0.663	0.629	적대하다
ante	0.448	0.320	0.417	앤티
antecedent	0.427	0.551	0.566	전례
antelope	0.542	0.510	0.500	영양
antenna	0.521	0.327	0.358	안테나
anterior	0.510	0.245	0.362	전의
anthem	0.780	0.343	0.729	축가
anthill	0.327	0.578	0.377	개밋둑
anthology	0.338	0.406	0.537	시집
anthrax	0.188	0.730	0.500	탄저병
anthropological	0.367	0.390	0.490	인류학적
anthropologist	0.551	0.385	0.725	인류학자
anthropology	0.490	0.367	0.582	인류학
anti	0.365	0.412	0.384	안티
antiaircraft	0.330	0.622	0.629	대공포
antibiotic	0.510	0.373	0.658	항생 물질
antibiotics	0.448	0.406	0.557	항생제
antichrist	0.082	0.837	0.544	적그리스도
anticipate	0.622	0.469	0.667	예상하다
anticipation	0.698	0.539	0.711	예기
anticipatory	0.653	0.551	0.682	예상하는
antics	0.448	0.740	0.236	익살
antidote	0.541	0.490	0.629	해독제
antifungal	0.408	0.412	0.441	항진균제
antigravity	0.430	0.714	0.658	반 중력
antimony	0.378	0.398	0.490	안티몬
antipathy	0.198	0.549	0.393	반감
antiquarian	0.500	0.233	0.426	골동품 수집가
antiquated	0.420	0.392	0.236	구식
antique	0.634	0.290	0.518	고대 미술
antiques	0.540	0.370	0.595	고물
antiquity	0.385	0.333	0.556	유물
antiseptic	0.438	0.370	0.623	방부제
antisocial	0.146	0.686	0.391	반사회적인
antithesis	0.396	0.412	0.536	대조법
antithetical	0.271	0.509	0.358	정반대의
antiviral	0.459	0.470	0.549	항바이러스제
antler	0.448	0.470	0.500	용
antsy	0.449	0.558	0.417	짜증나는
anus	0.347	0.644	0.350	항문
anvil	0.380	0.510	0.604	모루
anxiety	0.146	0.865	0.342	불안
anxietyattack	0.150	0.925	0.446	불안 발작
anxious	0.281	0.875	0.434	불안해하는
anxiousness	0.235	0.814	0.282	초조
anytime	0.625	0.461	0.436	언제든지
aorta	0.448	0.510	0.542	대동맥
aortic	0.436	0.540	0.438	대동맥
apace	0.536	0.500	0.536	빨리
apache	0.687	0.469	0.500	아파치
apartment	0.719	0.393	0.580	아파트
apartments	0.704	0.337	0.443	아파트
apathetic	0.188	0.292	0.333	냉담한
apathy	0.184	0.212	0.204	냉담
ape	0.548	0.389	0.336	원숭이
aperture	0.612	0.450	0.667	구멍
apex	0.570	0.433	0.418	꼭대기
aphid	0.388	0.473	0.407	진딧물
aphrodisiac	0.750	0.846	0.667	최음제
apiece	0.439	0.259	0.383	한 조각
aplomb	0.500	0.509	0.582	수직
apocalypse	0.050	0.867	0.736	묵시
apocalyptic	0.173	0.880	0.750	묵시적인
apologetic	0.479	0.461	0.571	사과하다
apologist	0.406	0.429	0.526	변명
apologize	0.551	0.378	0.389	사과하다
apology	0.571	0.346	0.402	사과
apostasy	0.388	0.520	0.517	배교
apostate	0.342	0.500	0.528	배교하다
apostle	0.646	0.347	0.732	사도
apostolic	0.592	0.300	0.717	사도의
apostrophe	0.469	0.368	0.537	아포스트로피
apothecary	0.561	0.328	0.529	약종상
appalled	0.194	0.792	0.562	소름
appalling	0.160	0.827	0.415	질리는
apparatus	0.375	0.353	0.377	기구
apparel	0.698	0.435	0.453	의복
apparent	0.473	0.383	0.398	명백한
apparently	0.531	0.410	0.426	보기에
apparition	0.406	0.573	0.636	환영
appeal	0.663	0.598	0.558	항소
appear	0.735	0.506	0.567	나타나다
appearance	0.669	0.490	0.534	모습
appease	0.633	0.278	0.434	달래다
appellant	0.327	0.588	0.568	항소인
append	0.573	0.464	0.453	추가
appendage	0.229	0.382	0.438	부속 기관
appendectomy	0.177	0.670	0.554	충수 절제
appendicitis	0.031	0.640	0.347	충수염
appendix	0.365	0.387	0.425	부록
appetite	0.704	0.637	0.581	식욕
appetizer	0.755	0.560	0.406	간식
appetizing	0.806	0.657	0.688	식욕을 돋우는
applaud	0.865	0.824	0.464	박수
applause	0.953	0.857	0.621	박수 갈채
apple	0.811	0.300	0.264	사과
apple juice	0.765	0.204	0.294	사과 주스
applejack	0.604	0.431	0.473	사과 브랜디
applesauce	0.750	0.167	0.291	사과 소스
appliance	0.582	0.453	0.538	기구
appliances	0.594	0.394	0.567	가전제품
applicability	0.677	0.490	0.741	적용 가능성
applicable	0.469	0.430	0.667	해당되는
applicant	0.612	0.558	0.688	응모자
application	0.646	0.445	0.726	신청
apply	0.612	0.321	0.667	적용하다
appoint	0.565	0.330	0.509	정하다
appointment	0.688	0.594	0.547	약속
appointments	0.745	0.677	0.625	설비
apportion	0.677	0.490	0.638	배분
apportionment	0.552	0.481	0.453	배분
appraisal	0.417	0.667	0.682	값 매김
appraise	0.677	0.490	0.696	평가하다
appreciable	0.873	0.491	0.778	상당한
appreciate	0.885	0.422	0.741	고마워하다
appreciated	0.910	0.434	0.779	감사합니다
appreciates	0.765	0.500	0.656	감사합니다
appreciation	0.917	0.529	0.588	감사
appreciative	0.857	0.380	0.654	감사한
apprehend	0.521	0.624	0.696	깨닫다
apprehension	0.385	0.720	0.454	우려
apprehensive	0.406	0.592	0.431	불안한
apprentice	0.615	0.413	0.452	도제
apprenticeship	0.812	0.482	0.643	견습
approach	0.612	0.392	0.610	접근하다
approaching	0.740	0.557	0.491	접근
approbate	0.646	0.590	0.860	승인하다
approbation	0.792	0.529	0.774	허가
appropriate	0.833	0.368	0.759	적절한
appropriation	0.510	0.632	0.717	인가
approval	0.854	0.460	0.889	승인
approve	0.875	0.548	0.741	승인하다
approved	0.833	0.349	0.698	승인
approvement	0.880	0.625	0.780	승인
approving	0.917	0.583	0.773	승인
approximate	0.551	0.560	0.520	근사치를 내다
approximately	0.622	0.396	0.538	약
approximating	0.583	0.615	0.471	근사
approximation	0.582	0.402	0.593	근사
appurtenances	0.573	0.412	0.547	부속품
apricot	0.708	0.320	0.278	살구
apron	0.582	0.208	0.245	앞치마
apt	0.582	0.418	0.382	적절한
aptitude	0.750	0.471	0.746	적성
aqua	0.656	0.292	0.359	아쿠아
aquamarine	0.729	0.306	0.413	남옥
aquarium	0.663	0.327	0.393	수족관
aquatic	0.677	0.510	0.463	물의
aqueduct	0.551	0.411	0.534	수로
aqueous	0.429	0.270	0.310	물의
arable	0.510	0.350	0.465	경작할 수 있는
arbiter	0.561	0.537	0.814	중재인
arbitrary	0.281	0.702	0.686	임의의
arbitrate	0.470	0.620	0.682	중재하다
arbitration	0.587	0.602	0.670	중재
arbitrator	0.385	0.448	0.795	중재인
arbor	0.583	0.490	0.591	정자
arc	0.552	0.388	0.396	호
arcade	0.676	0.521	0.502	아케이드
arcane	0.500	0.490	0.637	신비한
arch	0.500	0.354	0.468	아치
archaeological	0.740	0.441	0.660	고고학의
archaeologist	0.552	0.451	0.706	고고학자
archaeology	0.596	0.358	0.691	고고학
archaic	0.271	0.327	0.332	낡은
archangel	0.837	0.500	0.708	대천사
archbishop	0.622	0.280	0.776	대주교
archdiocese	0.400	0.321	0.704	대교구
archduke	0.458	0.413	0.634	대공
arched	0.582	0.403	0.398	아치형
archer	0.573	0.622	0.661	궁수
archery	0.594	0.604	0.589	양궁
archetype	0.448	0.520	0.569	원형
archipelago	0.745	0.370	0.592	열도
architect	0.776	0.442	0.836	건축가
architectural	0.729	0.390	0.670	건축
architecture	0.820	0.390	0.694	건축물
archive	0.438	0.294	0.527	보관소
arctic	0.615	0.352	0.546	북극
ardent	0.694	0.873	0.722	불타는
ardor	0.500	0.780	0.538	열정
arduous	0.344	0.783	0.605	어려운
area	0.490	0.306	0.464	지역
arena	0.510	0.235	0.404	투기장
areola	0.417	0.396	0.381	그물코 틈
areyoukidding	0.429	0.633	0.400	장난하냐
areyoukiddingme	0.365	0.635	0.375	너네 장난해
argent	0.594	0.418	0.472	은빛
argh	0.260	0.538	0.328	아아
arghh	0.292	0.536	0.397	아아아아
arghhhh	0.250	0.618	0.324	아아아아
argue	0.093	0.798	0.525	다투다
argument	0.510	0.464	0.698	논쟁
argumentation	0.479	0.549	0.760	입론
argumentative	0.450	0.531	0.679	논쟁적인
arguments	0.541	0.602	0.657	인수
arid	0.323	0.333	0.379	건조한
arise	0.750	0.582	0.725	생기다
aristocracy	0.688	0.549	0.842	귀족
aristocrat	0.583	0.413	0.811	귀족
aristocratic	0.449	0.519	0.676	귀족
arithmetic	0.453	0.460	0.634	산수
ark	0.396	0.427	0.543	방주
arm	0.552	0.285	0.469	팔
armada	0.408	0.740	0.868	함대
armament	0.198	0.764	0.810	군비
armaments	0.192	0.839	0.830	군비
armature	0.510	0.558	0.755	전기자
armchair	0.646	0.164	0.339	안락 의자
armed	0.188	0.750	0.808	무장
armor	0.469	0.625	0.784	갑옷
armored	0.469	0.509	0.861	기갑
armory	0.448	0.663	0.800	병기고
armpit	0.283	0.439	0.250	겨드랑이
arms	0.464	0.395	0.483	무기
army	0.417	0.759	0.902	군대
aroma	0.823	0.235	0.442	방향
aromatherapy	0.847	0.220	0.473	아로마테라피
arousal	0.791	0.943	0.731	각성
arouse	0.740	0.491	0.580	깨우다
aroused	0.708	0.952	0.667	일으키다
arraignment	0.406	0.837	0.534	죄상 인부
arrange	0.740	0.490	0.571	마련하다
arranged	0.698	0.531	0.728	배열
arrangement	0.625	0.382	0.683	준비
array	0.521	0.396	0.568	정렬
arrears	0.286	0.485	0.302	미불
arrest	0.146	0.951	0.500	체포
arrhythmia	0.265	0.706	0.356	부정맥
arrival	0.678	0.510	0.474	도착
arrive	0.837	0.406	0.585	도착하다
arrogance	0.143	0.750	0.620	거만
arrogant	0.115	0.755	0.580	오만한
arrow	0.439	0.390	0.454	화살
arsehole	0.276	0.598	0.433	똥구멍
arseholes	0.188	0.545	0.351	똥구멍
arsenal	0.365	0.741	0.752	병기고
arsenic	0.281	0.472	0.447	비소
arson	0.133	0.904	0.567	방화
arsonist	0.348	0.840	0.500	방화범
art	0.812	0.360	0.603	미술
arterial	0.396	0.510	0.583	동맥
artery	0.396	0.580	0.537	동맥
artful	0.771	0.608	0.778	교활한
arthritis	0.110	0.518	0.345	관절염
arthropod	0.344	0.464	0.434	절지동물
artichoke	0.583	0.218	0.287	아티초크
article	0.594	0.280	0.481	기사
articles	0.552	0.324	0.565	조항
articulate	0.677	0.462	0.618	분명히 하다
articulation	0.479	0.480	0.591	관절
artifact	0.510	0.500	0.566	인공물
artifice	0.316	0.696	0.482	기교
artificial	0.306	0.385	0.351	인공의
artillery	0.350	0.912	0.794	포
artisan	0.781	0.330	0.411	장인
artist	0.802	0.442	0.732	아티스트
artiste	0.844	0.512	0.565	예술가
artistic	0.802	0.646	0.632	예술적
artistry	0.823	0.346	0.769	예술적 기교
artists	0.796	0.667	0.741	예술가들
artwork	0.896	0.368	0.679	삽화
arty	0.490	0.422	0.388	예술적인
asap	0.571	0.500	0.552	최대한 빨리
asbestos	0.357	0.481	0.464	석면
ascend	0.830	0.620	0.812	오르다
ascendancy	0.724	0.625	0.700	우월성
ascendant	0.656	0.673	0.821	승천
ascending	0.826	0.644	0.777	오름차순
ascension	0.765	0.720	0.714	승천
ascent	0.755	0.627	0.833	오르막
ascertain	0.560	0.530	0.625	명백히 하다
ascertained	0.531	0.529	0.616	확인
ascetic	0.438	0.375	0.472	고행자
ash	0.260	0.210	0.207	금연 건강 증진 협회
ashamed	0.156	0.588	0.228	부끄러운
ashes	0.327	0.279	0.142	재
ashtray	0.406	0.382	0.265	재떨이
asinine	0.429	0.472	0.433	나귀 같은
ask	0.531	0.440	0.459	물어보기
asleeep	0.490	0.210	0.322	자다
asleep	0.604	0.100	0.270	죽어
asp	0.438	0.489	0.375	ASP
asparagus	0.469	0.317	0.264	아스파라거스
aspartame	0.469	0.480	0.322	아스파탐
aspect	0.479	0.469	0.588	측면
aspects	0.439	0.480	0.565	상들
aspen	0.479	0.280	0.395	아스펜
asphalt	0.479	0.264	0.439	아스팔트
asphyxia	0.198	0.704	0.311	기절
asphyxiation	0.059	0.745	0.412	질식
aspiration	0.704	0.724	0.675	포부
aspire	0.812	0.469	0.722	열망하다
aspirin	0.479	0.271	0.422	아스피린
aspiring	0.844	0.582	0.604	야심찬
ass	0.323	0.750	0.345	나귀
assail	0.378	0.510	0.500	공격하다
assailant	0.184	0.868	0.602	공격자
assassin	0.073	0.933	0.632	암살자
assassinate	0.051	0.969	0.722	암살하다
assassination	0.083	0.941	0.525	암살
assault	0.167	0.848	0.550	폭행
assay	0.633	0.559	0.594	시험
assemblage	0.429	0.452	0.600	조립
assemble	0.542	0.570	0.750	모으다
assembled	0.663	0.450	0.644	조립
assembly	0.698	0.500	0.640	집회
assemblyman	0.430	0.538	0.760	하원의원
assent	0.615	0.515	0.719	동의
assert	0.750	0.619	0.809	주장하다
asserting	0.694	0.531	0.736	주장
assertion	0.740	0.442	0.750	역설
assertive	0.719	0.412	0.770	독단적인
assess	0.698	0.500	0.623	평가하다
assessment	0.750	0.623	0.658	평가
assessor	0.551	0.538	0.764	배석 판사
asset	0.797	0.765	0.788	유산
assets	0.667	0.613	0.765	자산
asshole	0.133	0.582	0.263	항문
assign	0.622	0.417	0.709	양수인
assignee	0.510	0.462	0.510	양수인
assignment	0.483	0.398	0.745	과제
assimilate	0.559	0.391	0.683	동화하다
assimilation	0.429	0.378	0.463	동화
assist	0.833	0.435	0.629	돕다
assistance	0.656	0.519	0.633	보조
assistant	0.625	0.390	0.536	어시스턴트
associate	0.812	0.409	0.625	연관짓다
association	0.745	0.500	0.817	협회
assorted	0.602	0.460	0.472	어울리는
assortment	0.694	0.360	0.526	구분
assuage	0.745	0.255	0.500	달래다
assume	0.698	0.401	0.464	추정하다
assumed	0.612	0.247	0.454	추정
assuming	0.740	0.390	0.526	가정하다
assumption	0.479	0.431	0.417	추정
assurance	0.675	0.442	0.704	보증
assure	0.910	0.460	0.839	확신
assured	0.878	0.327	0.754	자신 있는
assuredly	0.786	0.396	0.833	확실히
asterisk	0.541	0.288	0.273	별표
asteroid	0.430	0.721	0.623	소행성
asteroids	0.361	0.694	0.712	소행성
asthma	0.198	0.549	0.227	천식
asthmatic	0.229	0.706	0.294	천식
astigmatism	0.214	0.490	0.429	난시
astonish	0.786	0.845	0.658	놀라게 하다
astonished	0.510	0.775	0.574	놀랐다
astonishing	0.844	0.802	0.821	놀라운
astonishingly	0.827	0.898	0.773	놀랍게도
astonishment	0.680	0.718	0.519	놀람
astound	0.729	0.675	0.474	놀라게 하다
astral	0.604	0.417	0.567	아스트랄
astray	0.098	0.676	0.308	길을 잃다
astringent	0.316	0.500	0.474	수렴제
astrologer	0.594	0.519	0.673	점성가
astrology	0.635	0.340	0.500	점성학
astronaut	0.792	0.601	0.761	우주 비행사
astronomer	0.750	0.509	0.735	천문학자
astronomical	0.600	0.632	0.726	천문학적인
astronomy	0.613	0.474	0.722	천문학
astute	0.776	0.658	0.827	기민한
asunder	0.208	0.442	0.259	떨어져
asylum	0.407	0.330	0.445	보호 시설
asymmetric	0.580	0.343	0.465	비대칭
asymmetry	0.476	0.373	0.527	어울리지 않음
asymptotic	0.479	0.451	0.472	점근적인
atelier	0.490	0.330	0.705	아틀리에
atheism	0.276	0.460	0.481	무신론
atheistic	0.373	0.481	0.466	무신론자
atherosclerosis	0.250	0.480	0.343	죽상 동맥 경화증
athlete	0.781	0.718	0.686	운동 선수
athletic	0.857	0.798	0.708	운동
athleticism	0.750	0.863	0.778	운동신경
athletics	0.831	0.691	0.740	체육 실기
atlas	0.531	0.306	0.554	아틀라스
atmosphere	0.604	0.300	0.560	대기
atmospheric	0.531	0.420	0.594	대기
atoll	0.480	0.408	0.472	환초
atom	0.510	0.500	0.433	원자
atomic	0.327	0.817	0.713	원자
atone	0.418	0.673	0.411	속죄하다
atonement	0.550	0.602	0.683	보상
atpeace	0.724	0.298	0.519	평화
atrium	0.469	0.365	0.473	아트리움
atrocious	0.073	0.811	0.445	극악한
atrocity	0.115	0.844	0.593	포악
atrophy	0.177	0.540	0.208	위축
attach	0.520	0.363	0.559	붙이다
attached	0.562	0.350	0.439	첨부된
attachment	0.570	0.343	0.500	부착
attack	0.286	0.948	0.670	공격
attacker	0.185	0.962	0.629	공격자
attacking	0.276	0.837	0.642	공격
attain	0.806	0.510	0.719	달성하다
attainable	0.760	0.500	0.759	이를 수 있는
attainment	0.830	0.520	0.940	달성
attempt	0.625	0.491	0.431	시도
attempted	0.594	0.580	0.567	시도
attend	0.650	0.420	0.625	참석하다
attendance	0.812	0.500	0.592	출석
attendant	0.580	0.365	0.519	참석자
attention	0.740	0.599	0.774	주목
attentionseeker	0.367	0.745	0.457	관심을 찾는 사람
attentionseekers	0.531	0.673	0.500	관심을 찾는 사람들
attentive	0.812	0.520	0.724	친절한
attenuate	0.408	0.302	0.429	가늘게 하다
attenuated	0.449	0.280	0.298	감쇠
attenuation	0.458	0.363	0.464	감쇠
attest	0.439	0.710	0.685	증명하다
attestation	0.234	0.635	0.500	증명
attic	0.521	0.259	0.377	애틱
attire	0.742	0.388	0.483	복장
attitude	0.760	0.644	0.861	태도
attorney	0.600	0.594	0.754	변호사
attract	0.796	0.663	0.769	끌어 들이다
attraction	0.906	0.774	0.712	끌어 당김
attractive	0.906	0.630	0.769	매력적인
attractiveness	0.938	0.667	0.755	매력
attributable	0.704	0.430	0.527	귀속
attribute	0.781	0.439	0.795	기인하다
attribution	0.646	0.467	0.658	속성
attrition	0.229	0.540	0.259	마찰
auburn	0.510	0.240	0.411	어번
auction	0.594	0.702	0.519	경매
auctioneer	0.542	0.732	0.716	경매인
audacious	0.740	0.875	0.825	대담한
audacity	0.760	0.755	0.916	대담
audible	0.673	0.370	0.462	들리는
audience	0.698	0.610	0.613	청중
audio	0.709	0.425	0.370	오디오
audit	0.375	0.562	0.735	심사
audition	0.750	0.685	0.615	오디션
auditions	0.740	0.765	0.596	오디션
auditor	0.582	0.571	0.726	감사
auditorium	0.529	0.490	0.538	강당
auditory	0.531	0.481	0.570	귀의
aught	0.418	0.135	0.217	어떤 일
augment	0.650	0.683	0.645	증강
augmentation	0.714	0.613	0.850	증가
august	0.652	0.292	0.462	팔월
aunt	0.667	0.291	0.420	이모
auntie	0.643	0.275	0.447	이모
aura	0.760	0.333	0.500	영기
aurora	0.817	0.306	0.537	오로라
auspices	0.542	0.500	0.634	원조
auspicious	0.562	0.635	0.669	길조
austere	0.500	0.390	0.422	남풍
austerity	0.438	0.406	0.534	내핍 생활
authentic	0.885	0.510	0.782	진본인
authenticate	0.833	0.480	0.789	인증하다
authentication	0.724	0.491	0.750	입증
authenticity	0.670	0.548	0.845	확실성
author	0.775	0.343	0.749	작가
authoritative	0.636	0.520	0.890	권위 있는
authority	0.592	0.592	0.934	권한
authorization	0.521	0.567	0.817	권한 부여
authorize	0.772	0.596	0.821	승인하다
authorized	0.760	0.458	0.815	인정 받은
authorship	0.667	0.635	0.773	원작자
autism	0.235	0.500	0.447	자폐성
autistic	0.367	0.337	0.404	자폐증
auto	0.571	0.569	0.500	자동
autobiographical	0.909	0.462	0.582	자서전
autobiography	0.735	0.284	0.629	자서전
autocorrect	0.551	0.439	0.616	자동 수정
autocratic	0.542	0.577	0.727	독재자
autograph	0.735	0.565	0.473	자필
autographed	0.781	0.620	0.625	사인
automated	0.578	0.402	0.632	자동화된
automatic	0.562	0.433	0.664	자동적 인
automobile	0.753	0.625	0.534	자동차
automotive	0.656	0.520	0.577	자동차
autonomy	0.781	0.349	0.891	자치
autopilot	0.594	0.462	0.632	자동 조종 장치
autopsy	0.252	0.650	0.538	검시
autumn	0.765	0.204	0.450	가을
auxiliary	0.622	0.471	0.509	보조자
avail	0.800	0.430	0.603	이익
availability	0.796	0.544	0.600	유효성
available	0.844	0.356	0.623	사용 가능
avalanche	0.265	0.915	0.683	눈사태
avarice	0.198	0.726	0.352	탐욕
avatar	0.633	0.410	0.567	화신
