English Word	Valence	Arousal	Dominance	Ukrainian Word
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	анекдот
anemia	0.188	0.327	0.310	анемія
anemic	0.167	0.279	0.155	анемічний
anemone	0.552	0.538	0.327	анемона
anesthesia	0.365	0.216	0.394	анестезія
anesthesiologist	0.419	0.224	0.526	анестезіолог
anesthetic	0.350	0.264	0.482	анестетик
aneurysm	0.115	0.690	0.536	аневризма
anew	0.771	0.358	0.385	заново
angel	0.906	0.158	0.704	ангел
angelic	0.927	0.298	0.668	ангельський
anger	0.167	0.865	0.657	гнів
angered	0.010	0.860	0.547	розгніваний
angermanagement	0.260	0.632	0.482	управління гнівом
angina	0.230	0.630	0.464	ангіна
angiogram	0.347	0.520	0.465	ангіограма
angiography	0.378	0.536	0.520	ангіографія
angle	0.541	0.330	0.455	кут
angling	0.625	0.408	0.500	риболовля
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	найзліший
angry	0.122	0.830	0.604	злий
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	туга
anguish	0.153	0.792	0.265	туга
anguished	0.135	0.720	0.307	мучиться
angular	0.449	0.281	0.444	кутовий
anhydrous	0.456	0.365	0.355	безводний
animal	0.521	0.510	0.513	тварина
animate	0.827	0.755	0.635	оживити
animated	0.823	0.676	0.538	анімований
animation	0.888	0.750	0.549	анімація
animosity	0.510	0.724	0.545	ворожість
animus	0.698	0.676	0.466	анімус
ankle	0.500	0.274	0.234	щиколотка
anklet	0.410	0.276	0.302	щиколотка
annals	0.427	0.610	0.424	літопис
annex	0.594	0.350	0.458	додаток
annexation	0.342	0.500	0.555	анексія
annexe	0.584	0.350	0.392	прибудова
annihilate	0.115	0.918	0.681	анігілювати
annihilated	0.080	0.760	0.324	знищений
annihilation	0.041	0.800	0.591	анігіляція
anniversary	0.880	0.770	0.723	ювілей
annotate	0.592	0.469	0.441	анотувати
annotation	0.604	0.470	0.619	анотація
announce	0.694	0.618	0.611	оголосити
announcement	0.729	0.491	0.482	оголошення
announcer	0.602	0.570	0.732	диктор
annoy	0.094	0.765	0.286	дратувати
annoyance	0.167	0.718	0.342	роздратування
annoyed	0.104	0.783	0.345	роздратований
annoyin	0.260	0.573	0.352	дратує
annoying	0.082	0.853	0.348	дратує
annoys	0.146	0.778	0.435	дратує
annual	0.552	0.236	0.500	річний
annuity	0.521	0.304	0.527	ануїтет
annul	0.250	0.448	0.364	анулювати
annular	0.310	0.385	0.412	кільцевий
annulment	0.153	0.375	0.447	анулювання
annulus	0.458	0.380	0.376	кільце
anointed	0.500	0.368	0.579	помазаний
anointing	0.653	0.350	0.547	миропомазання
anomalous	0.281	0.480	0.423	аномальний
anomaly	0.188	0.538	0.404	аномалія
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	анонімність
anonymous	0.396	0.291	0.431	анонімний
anorexic	0.160	0.618	0.245	анорексія
answer	0.537	0.373	0.661	відповідь
answerable	0.708	0.481	0.750	відповідальний
answering	0.684	0.500	0.607	відповідаючи
ant	0.448	0.216	0.216	мураха
antagonism	0.224	0.618	0.524	антагонізм
antagonist	0.240	0.615	0.700	антагоніст
antagonistic	0.296	0.604	0.565	антагоністичний
antagonize	0.143	0.663	0.629	антагонізувати
ante	0.448	0.320	0.417	анте
antecedent	0.427	0.551	0.566	антецедент
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антена
anterior	0.510	0.245	0.362	передній
anthem	0.780	0.343	0.729	гімн
anthill	0.327	0.578	0.377	мурашник
anthology	0.338	0.406	0.537	антологія
anthrax	0.188	0.730	0.500	сибірська виразка
anthropological	0.367	0.390	0.490	антропологічний
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропологія
anti	0.365	0.412	0.384	анти
antiaircraft	0.330	0.622	0.629	протиповітряна
antibiotic	0.510	0.373	0.658	антибіотик
antibiotics	0.448	0.406	0.557	антибіотики
antichrist	0.082	0.837	0.544	антихрист
anticipate	0.622	0.469	0.667	передбачити
anticipation	0.698	0.539	0.711	очікування
anticipatory	0.653	0.551	0.682	випереджаючий
antics	0.448	0.740	0.236	витівки
antidote	0.541	0.490	0.629	протиотрута
antifungal	0.408	0.412	0.441	протигрибковий
antigravity	0.430	0.714	0.658	антигравітація
antimony	0.378	0.398	0.490	сурма
antipathy	0.198	0.549	0.393	антипатія
antiquarian	0.500	0.233	0.426	антиквар
antiquated	0.420	0.392	0.236	застарілий
antique	0.634	0.290	0.518	античний
antiques	0.540	0.370	0.595	антикваріат
antiquity	0.385	0.333	0.556	античність
antiseptic	0.438	0.370	0.623	антисептик
antisocial	0.146	0.686	0.391	антисоціальний
antithesis	0.396	0.412	0.536	антитеза
antithetical	0.271	0.509	0.358	антитетичний
antiviral	0.459	0.470	0.549	противірусні ліки
antler	0.448	0.470	0.500	панти
antsy	0.449	0.558	0.417	мурашки
anus	0.347	0.644	0.350	задній прохід
anvil	0.380	0.510	0.604	ковадло
anxiety	0.146	0.865	0.342	занепокоєння
anxietyattack	0.150	0.925	0.446	приступ паніки
anxious	0.281	0.875	0.434	тривожний
anxiousness	0.235	0.814	0.282	тривожність
anytime	0.625	0.461	0.436	будь-коли
aorta	0.448	0.510	0.542	аорта
aortic	0.436	0.540	0.438	аортальний
apace	0.536	0.500	0.536	швидко
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	квартира
apartments	0.704	0.337	0.443	квартири
apathetic	0.188	0.292	0.333	апатичний
apathy	0.184	0.212	0.204	апатія
ape	0.548	0.389	0.336	мавпа
aperture	0.612	0.450	0.667	діафрагма
apex	0.570	0.433	0.418	вершина
aphid	0.388	0.473	0.407	попелиця
aphrodisiac	0.750	0.846	0.667	афродизіак
apiece	0.439	0.259	0.383	шматок
aplomb	0.500	0.509	0.582	апломб
apocalypse	0.050	0.867	0.736	апокаліпсис
apocalyptic	0.173	0.880	0.750	апокаліптичний
apologetic	0.479	0.461	0.571	вибачливий
apologist	0.406	0.429	0.526	апологет
apologize	0.551	0.378	0.389	вибачитися
apology	0.571	0.346	0.402	вибачення
apostasy	0.388	0.520	0.517	відступництво
apostate	0.342	0.500	0.528	віровідступник
apostle	0.646	0.347	0.732	апостол
apostolic	0.592	0.300	0.717	апостольський
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	аптекар
appalled	0.194	0.792	0.562	приголомшений
appalling	0.160	0.827	0.415	жахливий
apparatus	0.375	0.353	0.377	апарат
apparel	0.698	0.435	0.453	одяг
apparent	0.473	0.383	0.398	очевидний
apparently	0.531	0.410	0.426	мабуть
apparition	0.406	0.573	0.636	привид
appeal	0.663	0.598	0.558	звернення
appear	0.735	0.506	0.567	з'являтися
appearance	0.669	0.490	0.534	зовнішній вигляд
appease	0.633	0.278	0.434	заспокоювати
appellant	0.327	0.588	0.568	скаржник
append	0.573	0.464	0.453	додавати
appendage	0.229	0.382	0.438	придаток
appendectomy	0.177	0.670	0.554	апендектомія
appendicitis	0.031	0.640	0.347	апендицит
appendix	0.365	0.387	0.425	апендикс
appetite	0.704	0.637	0.581	апетит
appetizer	0.755	0.560	0.406	закуска
appetizing	0.806	0.657	0.688	апетитний
applaud	0.865	0.824	0.464	аплодувати
applause	0.953	0.857	0.621	оплески
apple	0.811	0.300	0.264	яблуко
apple juice	0.765	0.204	0.294	яблучний сік
applejack	0.604	0.431	0.473	яблучний джек
applesauce	0.750	0.167	0.291	яблучне пюре
appliance	0.582	0.453	0.538	прилад
appliances	0.594	0.394	0.567	побутова техніка
applicability	0.677	0.490	0.741	застосовність
applicable	0.469	0.430	0.667	застосовно
applicant	0.612	0.558	0.688	заявник
application	0.646	0.445	0.726	додаток
apply	0.612	0.321	0.667	застосувати
appoint	0.565	0.330	0.509	призначити
appointment	0.688	0.594	0.547	призначення
appointments	0.745	0.677	0.625	призначення
apportion	0.677	0.490	0.638	розподіляти
apportionment	0.552	0.481	0.453	розподіл
appraisal	0.417	0.667	0.682	оцінка
appraise	0.677	0.490	0.696	оцінювати
appreciable	0.873	0.491	0.778	помітний
appreciate	0.885	0.422	0.741	цінувати
appreciated	0.910	0.434	0.779	оцінили
appreciates	0.765	0.500	0.656	цінує
appreciation	0.917	0.529	0.588	вдячність
appreciative	0.857	0.380	0.654	вдячний
apprehend	0.521	0.624	0.696	затримати
apprehension	0.385	0.720	0.454	побоювання
apprehensive	0.406	0.592	0.431	побоюється
apprentice	0.615	0.413	0.452	учень
apprenticeship	0.812	0.482	0.643	учнівство
approach	0.612	0.392	0.610	підхід
approaching	0.740	0.557	0.491	наближається
approbate	0.646	0.590	0.860	прийнятний
approbation	0.792	0.529	0.774	апробація
appropriate	0.833	0.368	0.759	відповідний
appropriation	0.510	0.632	0.717	привласнення
approval	0.854	0.460	0.889	затвердження
approve	0.875	0.548	0.741	затвердити
approved	0.833	0.349	0.698	затверджено
approvement	0.880	0.625	0.780	затвердження
approving	0.917	0.583	0.773	схвалюючи
approximate	0.551	0.560	0.520	приблизний
approximately	0.622	0.396	0.538	приблизно
approximating	0.583	0.615	0.471	наближення
approximation	0.582	0.402	0.593	наближення
appurtenances	0.573	0.412	0.547	приналежності
apricot	0.708	0.320	0.278	абрикосовий
apron	0.582	0.208	0.245	фартух
apt	0.582	0.418	0.382	кв
aptitude	0.750	0.471	0.746	здатність
aqua	0.656	0.292	0.359	аква
aquamarine	0.729	0.306	0.413	аквамарин
aquarium	0.663	0.327	0.393	акваріум
aquatic	0.677	0.510	0.463	водний
aqueduct	0.551	0.411	0.534	акведук
aqueous	0.429	0.270	0.310	водний
arable	0.510	0.350	0.465	орний
arbiter	0.561	0.537	0.814	арбітр
arbitrary	0.281	0.702	0.686	довільний
arbitrate	0.470	0.620	0.682	арбітражний суд
arbitration	0.587	0.602	0.670	арбітраж
arbitrator	0.385	0.448	0.795	арбітр
arbor	0.583	0.490	0.591	альтанка
arc	0.552	0.388	0.396	дуга
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	таємничий
arch	0.500	0.354	0.468	арх
archaeological	0.740	0.441	0.660	археологічний
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археологія
archaic	0.271	0.327	0.332	архаїчний
archangel	0.837	0.500	0.708	архангел
archbishop	0.622	0.280	0.776	архієпископ
archdiocese	0.400	0.321	0.704	архієпархія
archduke	0.458	0.413	0.634	ерцгерцог
arched	0.582	0.403	0.398	арочні
archer	0.573	0.622	0.661	лучник
archery	0.594	0.604	0.589	стрільба з лука
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архіпелаг
architect	0.776	0.442	0.836	архітектор
architectural	0.729	0.390	0.670	архітектурний
architecture	0.820	0.390	0.694	архітектура
archive	0.438	0.294	0.527	архів
arctic	0.615	0.352	0.546	арктичний
ardent	0.694	0.873	0.722	палкий
ardor	0.500	0.780	0.538	палкість
arduous	0.344	0.783	0.605	важкий
area	0.490	0.306	0.464	область
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	ти жартуєш?
areyoukiddingme	0.365	0.635	0.375	ти мене жартуєш?
argent	0.594	0.418	0.472	срібний
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	агхххх
argue	0.093	0.798	0.525	сперечатися
argument	0.510	0.464	0.698	аргумент
argumentation	0.479	0.549	0.760	аргументація
argumentative	0.450	0.531	0.679	аргументативний
arguments	0.541	0.602	0.657	аргументи
arid	0.323	0.333	0.379	посушливий
arise	0.750	0.582	0.725	виникають
aristocracy	0.688	0.549	0.842	аристократії
aristocrat	0.583	0.413	0.811	аристократ
aristocratic	0.449	0.519	0.676	аристократичний
arithmetic	0.453	0.460	0.634	арифметика
ark	0.396	0.427	0.543	ковчег
arm	0.552	0.285	0.469	рука
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	озброєння
armaments	0.192	0.839	0.830	озброєння
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	крісло
armed	0.188	0.750	0.808	озброєний
armor	0.469	0.625	0.784	броня
armored	0.469	0.509	0.861	броньований
armory	0.448	0.663	0.800	збройовий склад
armpit	0.283	0.439	0.250	пахва
arms	0.464	0.395	0.483	озброєння
army	0.417	0.759	0.902	армії
aroma	0.823	0.235	0.442	аромат
aromatherapy	0.847	0.220	0.473	ароматерапія
arousal	0.791	0.943	0.731	збудження
arouse	0.740	0.491	0.580	збудити
aroused	0.708	0.952	0.667	збуджений
arraignment	0.406	0.837	0.534	обвинувачення
arrange	0.740	0.490	0.571	влаштовувати
arranged	0.698	0.531	0.728	влаштовано
arrangement	0.625	0.382	0.683	аранжування
array	0.521	0.396	0.568	масив
arrears	0.286	0.485	0.302	заборгованість
arrest	0.146	0.951	0.500	арешт
arrhythmia	0.265	0.706	0.356	аритмія
arrival	0.678	0.510	0.474	прибуття
arrive	0.837	0.406	0.585	прибути
arrogance	0.143	0.750	0.620	зарозумілість
arrogant	0.115	0.755	0.580	зарозумілий
arrow	0.439	0.390	0.454	стрілка
arsehole	0.276	0.598	0.433	мудак
arseholes	0.188	0.545	0.351	дупи
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	миш'як
arson	0.133	0.904	0.567	підпал
arsonist	0.348	0.840	0.500	підпалювач
art	0.812	0.360	0.603	ст
arterial	0.396	0.510	0.583	артеріальний
artery	0.396	0.580	0.537	артерія
artful	0.771	0.608	0.778	хитрий
arthritis	0.110	0.518	0.345	артрит
arthropod	0.344	0.464	0.434	членистоногі
artichoke	0.583	0.218	0.287	артишок
article	0.594	0.280	0.481	стаття
articles	0.552	0.324	0.565	статті
articulate	0.677	0.462	0.618	артикулювати
