English Word	Valence	Arousal	Dominance	Hausa Word
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anemia
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	maganin sa barci
anesthesiologist	0.419	0.224	0.526	likitan maganin sa barci
anesthetic	0.350	0.264	0.482	maganin sa barci
aneurysm	0.115	0.690	0.536	anerysm
anew	0.771	0.358	0.385	sabuwa
angel	0.906	0.158	0.704	mala'ika
angelic	0.927	0.298	0.668	na mala'ika
anger	0.167	0.865	0.657	fushi
angered	0.010	0.860	0.547	ya fusata
angermanagement	0.260	0.632	0.482	sarrafa fushi
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	kwana
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	mai fushi
angry	0.122	0.830	0.604	fushi
angrytweet	0.265	0.644	0.471	fushi tweet
angst	0.167	0.888	0.333	fushi
anguish	0.153	0.792	0.265	bacin rai
anguished	0.135	0.720	0.307	cikin bacin rai
angular	0.449	0.281	0.444	kusurwa
anhydrous	0.456	0.365	0.355	m
animal	0.521	0.510	0.513	dabba
animate	0.827	0.755	0.635	mai rai
animated	0.823	0.676	0.538	mai rai
animation	0.888	0.750	0.549	tashin hankali
animosity	0.510	0.724	0.545	gaba
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	idon sawu
anklet	0.410	0.276	0.302	idon sawu
annals	0.427	0.610	0.424	tarihin tarihi
annex	0.594	0.350	0.458	kari
annexation	0.342	0.500	0.555	hadewa
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	halaka
annihilated	0.080	0.760	0.324	halakar
annihilation	0.041	0.800	0.591	halaka
anniversary	0.880	0.770	0.723	ranar tunawa
annotate	0.592	0.469	0.441	annotate
annotation	0.604	0.470	0.619	annotation
announce	0.694	0.618	0.611	sanar
announcement	0.729	0.491	0.482	sanarwa
announcer	0.602	0.570	0.732	mai shela
annoy	0.094	0.765	0.286	haushi
annoyance	0.167	0.718	0.342	bacin rai
annoyed	0.104	0.783	0.345	a fusace
annoyin	0.260	0.573	0.352	annurin
annoying	0.082	0.853	0.348	m
annoys	0.146	0.778	0.435	bacin rai
annual	0.552	0.236	0.500	shekara-shekara
annuity	0.521	0.304	0.527	shekara-shekara
annul	0.250	0.448	0.364	soke
annular	0.310	0.385	0.412	shekara-shekara
annulment	0.153	0.375	0.447	soke
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	shafaffu
anointing	0.653	0.350	0.547	shafewa
anomalous	0.281	0.480	0.423	m
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	wani
anonymity	0.469	0.255	0.430	rashin sani
anonymous	0.396	0.291	0.431	m
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	amsa
answerable	0.708	0.481	0.750	mai amsawa
answering	0.684	0.500	0.607	amsawa
ant	0.448	0.216	0.216	tururuwa
antagonism	0.224	0.618	0.524	adawa
antagonist	0.240	0.615	0.700	mai adawa
antagonistic	0.296	0.604	0.565	adawa
antagonize	0.143	0.663	0.629	adawa
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	magabata
antelope	0.542	0.510	0.500	tururuwa
antenna	0.521	0.327	0.358	eriya
anterior	0.510	0.245	0.362	na gaba
anthem	0.780	0.343	0.729	waka
anthill	0.327	0.578	0.377	tururuwa
anthology	0.338	0.406	0.537	litattafan tarihi
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	ilimin ɗan adam
anthropologist	0.551	0.385	0.725	likitan ɗan adam
anthropology	0.490	0.367	0.582	ilimin halin dan Adam
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	jiragen yaki
antibiotic	0.510	0.373	0.658	maganin rigakafi
antibiotics	0.448	0.406	0.557	maganin rigakafi
antichrist	0.082	0.837	0.544	maƙiyin Kristi
anticipate	0.622	0.469	0.667	jira
anticipation	0.698	0.539	0.711	jira
anticipatory	0.653	0.551	0.682	tsammani
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	maganin rigakafi
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	rashin tausayi
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	tsoho
antique	0.634	0.290	0.518	tsoho
antiques	0.540	0.370	0.595	kayan tarihi
antiquity	0.385	0.333	0.556	zamanin da
antiseptic	0.438	0.370	0.623	maganin antiseptik
antisocial	0.146	0.686	0.391	rashin zaman lafiya
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	m
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	tururuwa
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	dubura
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	damuwa
anxietyattack	0.150	0.925	0.446	tashin hankali
anxious	0.281	0.875	0.434	m
anxiousness	0.235	0.814	0.282	damuwa
anytime	0.625	0.461	0.436	kowane lokaci
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	sauri
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	ɗakin kwana
apartments	0.704	0.337	0.443	gidaje
apathetic	0.188	0.292	0.333	rashin tausayi
apathy	0.184	0.212	0.204	rashin tausayi
ape	0.548	0.389	0.336	biri
aperture	0.612	0.450	0.667	budewa
apex	0.570	0.433	0.418	koli
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	kowane
aplomb	0.500	0.509	0.582	damfara
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	uzuri
apologist	0.406	0.429	0.526	mai gafara
apologize	0.551	0.378	0.389	hakuri
apology	0.571	0.346	0.402	uzuri
apostasy	0.388	0.520	0.517	ridda
apostate	0.342	0.500	0.528	mai ridda
apostle	0.646	0.347	0.732	manzo
apostolic	0.592	0.300	0.717	manzanni
apostrophe	0.469	0.368	0.537	ridda
apothecary	0.561	0.328	0.529	rashin gaskiya
appalled	0.194	0.792	0.562	gigice
appalling	0.160	0.827	0.415	m
apparatus	0.375	0.353	0.377	na'ura
apparel	0.698	0.435	0.453	tufafi
apparent	0.473	0.383	0.398	bayyananne
apparently	0.531	0.410	0.426	a fili
apparition	0.406	0.573	0.636	bayyana
appeal	0.663	0.598	0.558	roko
appear	0.735	0.506	0.567	bayyana
appearance	0.669	0.490	0.534	bayyanar
appease	0.633	0.278	0.434	kwantar da hankali
appellant	0.327	0.588	0.568	mai kara
append	0.573	0.464	0.453	ƙara
appendage	0.229	0.382	0.438	abin dogara
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	kari
appetite	0.704	0.637	0.581	ci
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	appetizing
applaud	0.865	0.824	0.464	tafi
applause	0.953	0.857	0.621	tafi
apple	0.811	0.300	0.264	apple
apple juice	0.765	0.204	0.294	ruwan 'ya'yan itace apple
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	kayan aiki
appliances	0.594	0.394	0.567	kayan aiki
applicability	0.677	0.490	0.741	dacewa
applicable	0.469	0.430	0.667	m
applicant	0.612	0.558	0.688	mai nema
application	0.646	0.445	0.726	aikace-aikace
apply	0.612	0.321	0.667	nema
appoint	0.565	0.330	0.509	nada
appointment	0.688	0.594	0.547	alƙawari
appointments	0.745	0.677	0.625	alƙawura
apportion	0.677	0.490	0.638	rabo
apportionment	0.552	0.481	0.453	rabo
appraisal	0.417	0.667	0.682	kimantawa
appraise	0.677	0.490	0.696	kimanta
appreciable	0.873	0.491	0.778	abin godiya
appreciate	0.885	0.422	0.741	godiya
appreciated	0.910	0.434	0.779	godiya
appreciates	0.765	0.500	0.656	godiya
appreciation	0.917	0.529	0.588	godiya
appreciative	0.857	0.380	0.654	mai godiya
apprehend	0.521	0.624	0.696	kama
apprehension	0.385	0.720	0.454	tsoro
apprehensive	0.406	0.592	0.431	firgita
apprentice	0.615	0.413	0.452	almajiri
apprenticeship	0.812	0.482	0.643	horarwa
approach	0.612	0.392	0.610	kusanci
approaching	0.740	0.557	0.491	gabatowa
approbate	0.646	0.590	0.860	yarda
approbation	0.792	0.529	0.774	amincewa
appropriate	0.833	0.368	0.759	dace
appropriation	0.510	0.632	0.717	rabo
approval	0.854	0.460	0.889	yarda
approve	0.875	0.548	0.741	yarda
approved	0.833	0.349	0.698	yarda
approvement	0.880	0.625	0.780	yarda
approving	0.917	0.583	0.773	yarda
approximate	0.551	0.560	0.520	m
approximately	0.622	0.396	0.538	kusan
approximating	0.583	0.615	0.471	kimanin
approximation	0.582	0.402	0.593	kimanin
appurtenances	0.573	0.412	0.547	kayan aiki
apricot	0.708	0.320	0.278	apricot
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	dace
aptitude	0.750	0.471	0.746	iyawa
aqua	0.656	0.292	0.359	ruwa
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	akwatin kifaye
aquatic	0.677	0.510	0.463	na ruwa
aqueduct	0.551	0.411	0.534	magudanar ruwa
aqueous	0.429	0.270	0.310	ruwa mai ruwa
arable	0.510	0.350	0.465	noma
arbiter	0.561	0.537	0.814	mai sasantawa
arbitrary	0.281	0.702	0.686	sabani
arbitrate	0.470	0.620	0.682	yin sulhu
arbitration	0.587	0.602	0.670	sasantawa
arbitrator	0.385	0.448	0.795	mai sasantawa
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	baka
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	baka
archaeological	0.740	0.441	0.660	archaeological
archaeologist	0.552	0.451	0.706	masanin ilimin kimiya na kayan tarihi
archaeology	0.596	0.358	0.691	ilmin kimiya na kayan tarihi
archaic	0.271	0.327	0.332	archaic
archangel	0.837	0.500	0.708	shugaban mala'iku
archbishop	0.622	0.280	0.776	babban Bishop
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	baka
archer	0.573	0.622	0.661	maharba
archery	0.594	0.604	0.589	maharba
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	tsibiri
architect	0.776	0.442	0.836	m
architectural	0.729	0.390	0.670	gine-gine
architecture	0.820	0.390	0.694	gine-gine
archive	0.438	0.294	0.527	rumbun adana bayanai
arctic	0.615	0.352	0.546	Arctic
ardent	0.694	0.873	0.722	m
ardor	0.500	0.780	0.538	kamun kai
arduous	0.344	0.783	0.605	m
area	0.490	0.306	0.464	yanki
arena	0.510	0.235	0.404	fagen fama
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	kuna wasa
areyoukiddingme	0.365	0.635	0.375	kuna sona
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	jayayya
argument	0.510	0.464	0.698	hujja
argumentation	0.479	0.549	0.760	jayayya
argumentative	0.450	0.531	0.679	m
arguments	0.541	0.602	0.657	jayayya
arid	0.323	0.333	0.379	m
arise	0.750	0.582	0.725	tashi
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	ilmin lissafi
ark	0.396	0.427	0.543	jirgi
arm	0.552	0.285	0.469	hannu
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	makamai
armaments	0.192	0.839	0.830	makamai
armature	0.510	0.558	0.755	makamai
armchair	0.646	0.164	0.339	kujeran kujera
armed	0.188	0.750	0.808	dauke da makamai
armor	0.469	0.625	0.784	makamai
armored	0.469	0.509	0.861	sulke
armory	0.448	0.663	0.800	kayan yaki
armpit	0.283	0.439	0.250	hannu
arms	0.464	0.395	0.483	makamai
army	0.417	0.759	0.902	sojoji
aroma	0.823	0.235	0.442	ƙanshi
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	tashin hankali
arouse	0.740	0.491	0.580	tada hankali
aroused	0.708	0.952	0.667	taso
arraignment	0.406	0.837	0.534	gaban kotu
arrange	0.740	0.490	0.571	shirya
arranged	0.698	0.531	0.728	shirya
arrangement	0.625	0.382	0.683	tsari
array	0.521	0.396	0.568	tsararru
arrears	0.286	0.485	0.302	bashi
arrest	0.146	0.951	0.500	kama
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	isowa
arrive	0.837	0.406	0.585	isa
arrogance	0.143	0.750	0.620	girman kai
arrogant	0.115	0.755	0.580	girman kai
arrow	0.439	0.390	0.454	kibiya
arsehole	0.276	0.598	0.433	rijiyoyin ruwa
arseholes	0.188	0.545	0.351	rijiyoyin ruwa
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	konewa
arsonist	0.348	0.840	0.500	mai konewa
art	0.812	0.360	0.603	fasaha
arterial	0.396	0.510	0.583	jijiya
artery	0.396	0.580	0.537	jijiya
artful	0.771	0.608	0.778	m
arthritis	0.110	0.518	0.345	amosanin gabbai
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	labarin
articles	0.552	0.324	0.565	labarai
articulate	0.677	0.462	0.618	bayyana
articulation	0.479	0.480	0.591	magana
artifact	0.510	0.500	0.566	kayan tarihi
artifice	0.316	0.696	0.482	fasaha
artificial	0.306	0.385	0.351	wucin gadi
artillery	0.350	0.912	0.794	manyan bindigogi
artisan	0.781	0.330	0.411	mai sana'a
artist	0.802	0.442	0.732	mai zane
artiste	0.844	0.512	0.565	mai fasaha
artistic	0.802	0.646	0.632	na fasaha
artistry	0.823	0.346	0.769	fasaha
artists	0.796	0.667	0.741	masu fasaha
artwork	0.896	0.368	0.679	aikin fasaha
arty	0.490	0.422	0.388	art
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	hawa
ascendancy	0.724	0.625	0.700	hawan hawan
ascendant	0.656	0.673	0.821	hawan hawan
ascending	0.826	0.644	0.777	hawan hawa
ascension	0.765	0.720	0.714	hawan Yesu zuwa sama
ascent	0.755	0.627	0.833	hawan
ascertain	0.560	0.530	0.625	tabbata
ascertained	0.531	0.529	0.616	tabbata
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	toka
ashamed	0.156	0.588	0.228	kunya
ashes	0.327	0.279	0.142	toka
ashtray	0.406	0.382	0.265	toka
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	tambaya
asleeep	0.490	0.210	0.322	barci
asleep	0.604	0.100	0.270	barci
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	bishiyar asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	al'amari
aspects	0.439	0.480	0.565	bangarori
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	kwalta
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	buri
aspire	0.812	0.469	0.722	buri
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	m
ass	0.323	0.750	0.345	ass
assail	0.378	0.510	0.500	kai hari
assailant	0.184	0.868	0.602	maharan
assassin	0.073	0.933	0.632	kisa
assassinate	0.051	0.969	0.722	kashe shi
assassination	0.083	0.941	0.525	kisa
assault	0.167	0.848	0.550	kai hari
assay	0.633	0.559	0.594	tantance
assemblage	0.429	0.452	0.600	taro
assemble	0.542	0.570	0.750	tara
assembled	0.663	0.450	0.644	taro
assembly	0.698	0.500	0.640	taro
assemblyman	0.430	0.538	0.760	dan majalisa
assent	0.615	0.515	0.719	amincewa
assert	0.750	0.619	0.809	tabbatar
asserting	0.694	0.531	0.736	tabbatarwa
assertion	0.740	0.442	0.750	tabbatarwa
assertive	0.719	0.412	0.770	m
assess	0.698	0.500	0.623	tantance
assessment	0.750	0.623	0.658	kima
assessor	0.551	0.538	0.764	tantancewa
asset	0.797	0.765	0.788	kadari
assets	0.667	0.613	0.765	dukiya
asshole	0.133	0.582	0.263	dan iska
assign	0.622	0.417	0.709	sanya
assignee	0.510	0.462	0.510	wakilin
assignment	0.483	0.398	0.745	aiki
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	assimilation
assist	0.833	0.435	0.629	taimaka
assistance	0.656	0.519	0.633	taimako
assistant	0.625	0.390	0.536	mataimaki
associate	0.812	0.409	0.625	aboki
association	0.745	0.500	0.817	ƙungiya
assorted	0.602	0.460	0.472	iri-iri
assortment	0.694	0.360	0.526	iri-iri
assuage	0.745	0.255	0.500	sallama
assume	0.698	0.401	0.464	dauka
assumed	0.612	0.247	0.454	zaci
assuming	0.740	0.390	0.526	zato
assumption	0.479	0.431	0.417	zato
assurance	0.675	0.442	0.704	tabbacin
assure	0.910	0.460	0.839	tabbatar
assured	0.878	0.327	0.754	tabbatar
assuredly	0.786	0.396	0.833	tabbas
asterisk	0.541	0.288	0.273	alama
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asma
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	mamaki
astonished	0.510	0.775	0.574	mamaki
astonishing	0.844	0.802	0.821	ban mamaki
astonishingly	0.827	0.898	0.773	mamaki
astonishment	0.680	0.718	0.519	mamaki
astound	0.729	0.675	0.474	mamaki
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	bata
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	falaki
astrology	0.635	0.340	0.500	ilmin taurari
astronaut	0.792	0.601	0.761	dan sama jannati
astronomer	0.750	0.509	0.735	masanin falaki
astronomical	0.600	0.632	0.726	ilmin taurari
astronomy	0.613	0.474	0.722	ilmin taurari
astute	0.776	0.658	0.827	m
asunder	0.208	0.442	0.259	asunder
asylum	0.407	0.330	0.445	mafaka
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	atheism
atheistic	0.373	0.481	0.466	wanda bai yarda da Allah ba
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	dan wasa
athletic	0.857	0.798	0.708	wasan motsa jiki
athleticism	0.750	0.863	0.778	wasan motsa jiki
athletics	0.831	0.691	0.740	wasannin motsa jiki
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	yanayi
atmospheric	0.531	0.420	0.594	yanayi
atoll	0.480	0.408	0.472	total
atom	0.510	0.500	0.433	zarra
atomic	0.327	0.817	0.713	atomic
atone	0.418	0.673	0.411	kafara
atonement	0.550	0.602	0.683	kafara
atpeace	0.724	0.298	0.519	lafiya
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	m
atrocity	0.115	0.844	0.593	zalunci
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	makala
attached	0.562	0.350	0.439	haɗe
attachment	0.570	0.343	0.500	abin da aka makala
attack	0.286	0.948	0.670	kai hari
attacker	0.185	0.962	0.629	mai kai hari
attacking	0.276	0.837	0.642	kai hari
attain	0.806	0.510	0.719	samu
attainable	0.760	0.500	0.759	m
attainment	0.830	0.520	0.940	samu
attempt	0.625	0.491	0.431	ƙoƙari
attempted	0.594	0.580	0.567	ƙoƙari
attend	0.650	0.420	0.625	halarta
attendance	0.812	0.500	0.592	halarta
attendant	0.580	0.365	0.519	mai hidima
attention	0.740	0.599	0.774	hankali
attentionseeker	0.367	0.745	0.457	mai neman kulawa
attentionseekers	0.531	0.673	0.500	masu neman kulawa
attentive	0.812	0.520	0.724	m
attenuate	0.408	0.302	0.429	attenuate
attenuated	0.449	0.280	0.298	attenuated
attenuation	0.458	0.363	0.464	attenuation
attest	0.439	0.710	0.685	shaida
attestation	0.234	0.635	0.500	shaida
attic	0.521	0.259	0.377	ɗaki
attire	0.742	0.388	0.483	tufafi
attitude	0.760	0.644	0.861	hali
attorney	0.600	0.594	0.754	lauya
attract	0.796	0.663	0.769	jawo hankali
attraction	0.906	0.774	0.712	sha'awa
attractive	0.906	0.630	0.769	m
attractiveness	0.938	0.667	0.755	sha'awa
attributable	0.704	0.430	0.527	m
attribute	0.781	0.439	0.795	sifa
attribution	0.646	0.467	0.658	sifa
attrition	0.229	0.540	0.259	atrition
auburn	0.510	0.240	0.411	aure
auction	0.594	0.702	0.519	gwanjo
auctioneer	0.542	0.732	0.716	mai gwanjo
audacious	0.740	0.875	0.825	m
audacity	0.760	0.755	0.916	karfin zuciya
audible	0.673	0.370	0.462	m
audience	0.698	0.610	0.613	masu sauraro
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	duba
audition	0.750	0.685	0.615	saurare
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	mai dubawa
auditorium	0.529	0.490	0.538	dakin taro
auditory	0.531	0.481	0.570	saurare
aught	0.418	0.135	0.217	komai
augment	0.650	0.683	0.645	karuwa
augmentation	0.714	0.613	0.850	karuwa
august	0.652	0.292	0.462	Agusta
aunt	0.667	0.291	0.420	inna
auntie	0.643	0.275	0.447	inna
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	alheri
auspicious	0.562	0.635	0.669	m
austere	0.500	0.390	0.422	m
austerity	0.438	0.406	0.534	tsuke bakin aljihu
authentic	0.885	0.510	0.782	na kwarai
authenticate	0.833	0.480	0.789	ingantacce
authentication	0.724	0.491	0.750	tabbaci
authenticity	0.670	0.548	0.845	gaskiya
author	0.775	0.343	0.749	marubuci
authoritative	0.636	0.520	0.890	mai iko
authority	0.592	0.592	0.934	hukuma
authorization	0.521	0.567	0.817	izini
authorize	0.772	0.596	0.821	ba da izini
authorized	0.760	0.458	0.815	izini
authorship	0.667	0.635	0.773	marubucin
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	mota
autobiographical	0.909	0.462	0.582	tarihin kansa
autobiography	0.735	0.284	0.629	tarihin kansa
autocorrect	0.551	0.439	0.616	gyara kansa
autocratic	0.542	0.577	0.727	mulkin mallaka
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	autographed
automated	0.578	0.402	0.632	mai sarrafa kansa
automatic	0.562	0.433	0.664	atomatik
automobile	0.753	0.625	0.534	mota
automotive	0.656	0.520	0.577	mota
autonomy	0.781	0.349	0.891	cin gashin kansa
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	kaka
auxiliary	0.622	0.471	0.509	taimako
avail	0.800	0.430	0.603	amfana
availability	0.796	0.544	0.600	samuwa
available	0.844	0.356	0.623	samuwa
avalanche	0.265	0.915	0.683	ambaliya
avarice	0.198	0.726	0.352	rashin kunya
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	fansa
avenger	0.337	0.865	0.670	mai daukar fansa
avenging	0.143	0.880	0.717	daukar fansa
avenue	0.677	0.360	0.377	hanya
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	matsakaita
aversation	0.582	0.442	0.432	kyama
averse	0.253	0.569	0.492	kyama
averseness	0.296	0.606	0.528	kyama
aversion	0.074	0.663	0.525	kyama
avert	0.510	0.388	0.465	kaucewa
aviary	0.500	0.360	0.467	aviary
aviation	0.708	0.646	0.741	jirgin sama
aviator	0.615	0.700	0.644	jirgin ruwa
avid	0.582	0.459	0.593	m
avocado	0.677	0.255	0.287	avocado
avoid	0.427	0.442	0.415	kauce
avoidance	0.470	0.481	0.466	kaucewa
avoiding	0.457	0.433	0.309	gujewa
await	0.448	0.264	0.276	jira
awake	0.667	0.469	0.741	farkawa
awaken	0.729	0.412	0.611	farkawa
awakening	0.745	0.500	0.618	farkawa
award	0.865	0.745	0.660	lambar yabo
awards	0.958	0.736	0.652	kyaututtuka
aware	0.656	0.340	0.770	sani
awareness	0.684	0.422	0.810	sani
awe	0.469	0.740	0.300	ban mamaki
awed	0.364	0.774	0.361	ban mamaki
awesome	0.980	0.897	0.891	madalla
awesomeness	0.917	0.647	0.927	ban mamaki
awestruck	0.615	0.767	0.680	mamaki
awful	0.061	0.786	0.450	m
awkward	0.296	0.650	0.358	m
awkwardness	0.167	0.454	0.148	rashin kunya
awning	0.500	0.186	0.318	rumfa
awry	0.156	0.540	0.275	yawu
axe	0.296	0.690	0.536	gatari
axial	0.458	0.278	0.491	axial
axiom	0.439	0.441	0.583	axiom
axiomatic	0.458	0.392	0.627	axiomatic
axis	0.209	0.250	0.356	axis
axle	0.459	0.294	0.473	gatari
ay	0.500	0.557	0.255	ay
aye	0.562	0.420	0.392	iya
azimuth	0.385	0.461	0.421	azimuth
azure	0.620	0.256	0.339	azure
babble	0.552	0.441	0.204	magana
babbling	0.396	0.418	0.241	batsa
babe	0.860	0.536	0.424	babe
baboon	0.357	0.410	0.429	babban
baby	0.837	0.365	0.455	baby
babysit	0.719	0.587	0.398	renon yara
