English Word	Valence	Arousal	Dominance	Nepali Word
amidst	0.480	0.330	0.316	बीचमा
amino	0.551	0.402	0.433	एमिनो
ammo	0.323	0.765	0.621	बारूद
ammonia	0.292	0.587	0.409	अमोनिया
ammonium	0.354	0.396	0.368	अमोनियम
ammunition	0.338	0.635	0.667	गोला बारूद
amnesia	0.296	0.330	0.308	स्मृतिभ्रंश
amnesty	0.551	0.451	0.814	आममाफी
amorous	0.844	0.670	0.636	मायालु
amorphous	0.327	0.402	0.349	अनाकार
amortization	0.592	0.491	0.522	परिशोधन
amount	0.562	0.422	0.649	रकम
amour	0.865	0.480	0.652	प्रेम
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	एम्परसेन्ड
amphetamines	0.133	0.667	0.526	amphetamines
amphibian	0.427	0.357	0.474	उभयचर
amphibious	0.479	0.346	0.445	उभयचर
amphitheater	0.653	0.480	0.545	एम्फीथिएटर
ample	0.744	0.349	0.719	पर्याप्त
amplification	0.690	0.677	0.810	प्रवर्धन
amplify	0.677	0.735	0.827	विस्तार गर्नुहोस्
amplitude	0.694	0.439	0.692	आयाम
amply	0.781	0.431	0.766	प्रशस्त
amputate	0.092	0.660	0.509	अंगविच्छेद
amputation	0.100	0.755	0.483	विच्छेदन
amuck	0.385	0.602	0.321	अम्मक
amulet	0.781	0.260	0.630	ताबीज
amuse	0.812	0.684	0.664	मनोरञ्जन
amused	0.942	0.847	0.596	रमाइलो
amusement	0.929	0.837	0.803	मनोरञ्जन
amusing	0.960	0.829	0.632	रमाइलो
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anaconda
anaesthesia	0.350	0.217	0.473	एनेस्थेसिया
anaesthetic	0.449	0.268	0.509	एनेस्थेटिक
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	गुदा
analgesic	0.417	0.321	0.441	एनाल्जेसिक
analogous	0.531	0.270	0.500	समान
analogue	0.570	0.320	0.446	एनालग
analogy	0.510	0.367	0.509	समानता
analysis	0.729	0.448	0.705	विश्लेषण
analyst	0.604	0.415	0.755	विश्लेषक
analytic	0.665	0.521	0.634	विश्लेषणात्मक
analytical	0.625	0.324	0.800	विश्लेषणात्मक
analyze	0.667	0.462	0.710	विश्लेषण गर्नुहोस्
analyzer	0.625	0.556	0.854	विश्लेषक
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	अराजकतावाद
anarchist	0.204	0.700	0.759	अराजकतावादी
anarchy	0.146	0.755	0.620	अराजकता
anastomosis	0.375	0.470	0.490	एनास्टोमोसिस
anathema	0.286	0.490	0.519	एनाथेमा
anatomic	0.562	0.442	0.546	शारीरिक
anatomy	0.562	0.390	0.571	शरीर रचना
ancestor	0.592	0.388	0.594	पुर्खा
ancestral	0.640	0.481	0.750	पुर्खा
ancestry	0.708	0.519	0.717	वंश
anchor	0.520	0.284	0.564	लंगर
anchorage	0.500	0.325	0.639	लंगर
ancient	0.420	0.217	0.439	पुरानो
ancillary	0.449	0.442	0.278	सहायक
androgen	0.255	0.523	0.527	एन्ड्रोजन
android	0.663	0.436	0.500	एन्ड्रोइड
anecdote	0.583	0.529	0.500	किस्सा
anemia	0.188	0.327	0.310	रक्तअल्पता
anemic	0.167	0.279	0.155	रक्तअल्पता
anemone	0.552	0.538	0.327	एनिमोन
anesthesia	0.365	0.216	0.394	एनेस्थेसिया
anesthesiologist	0.419	0.224	0.526	एनेस्थेसियोलोजिस्ट
anesthetic	0.350	0.264	0.482	एनेस्थेटिक
aneurysm	0.115	0.690	0.536	धमनीविस्फार
anew	0.771	0.358	0.385	नयाँ
angel	0.906	0.158	0.704	परी
angelic	0.927	0.298	0.668	परी
anger	0.167	0.865	0.657	क्रोध
angered	0.010	0.860	0.547	क्रोधित
angermanagement	0.260	0.632	0.482	रिस व्यवस्थापन
angina	0.230	0.630	0.464	एनजाइना
angiogram	0.347	0.520	0.465	एन्जियोग्राम
angiography	0.378	0.536	0.520	एन्जियोग्राफी
angle	0.541	0.330	0.455	कोण
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	क्रोधित
angry	0.122	0.830	0.604	क्रोधित
angrytweet	0.265	0.644	0.471	क्रोधित ट्वीट
angst	0.167	0.888	0.333	क्रोध
anguish	0.153	0.792	0.265	पीडा
anguished	0.135	0.720	0.307	दुखित
angular	0.449	0.281	0.444	कोणीय
anhydrous	0.456	0.365	0.355	निर्जल
animal	0.521	0.510	0.513	जनावर
animate	0.827	0.755	0.635	एनिमेट
animated	0.823	0.676	0.538	एनिमेटेड
animation	0.888	0.750	0.549	एनिमेसन
animosity	0.510	0.724	0.545	दुश्मनी
animus	0.698	0.676	0.466	एनिमस
ankle	0.500	0.274	0.234	घुँडा
anklet	0.410	0.276	0.302	पायल
annals	0.427	0.610	0.424	इतिहास
annex	0.594	0.350	0.458	अनुलग्नक
annexation	0.342	0.500	0.555	विलय
annexe	0.584	0.350	0.392	एनेक्सी
annihilate	0.115	0.918	0.681	विनाश गर्नु
annihilated	0.080	0.760	0.324	विनाश गरियो
annihilation	0.041	0.800	0.591	विनाश
anniversary	0.880	0.770	0.723	वार्षिकोत्सव
annotate	0.592	0.469	0.441	टिप्पणी
annotation	0.604	0.470	0.619	एनोटेशन
announce	0.694	0.618	0.611	घोषणा
announcement	0.729	0.491	0.482	घोषणा
announcer	0.602	0.570	0.732	उद्घोषक
annoy	0.094	0.765	0.286	रिसाउनु
annoyance	0.167	0.718	0.342	रिस
annoyed	0.104	0.783	0.345	रिसाएको
annoyin	0.260	0.573	0.352	कष्टप्रद
annoying	0.082	0.853	0.348	कष्टप्रद
annoys	0.146	0.778	0.435	कष्ट दिन्छ
annual	0.552	0.236	0.500	वार्षिक
annuity	0.521	0.304	0.527	वार्षिकी
annul	0.250	0.448	0.364	रद्द
annular	0.310	0.385	0.412	कुण्डाकार
annulment	0.153	0.375	0.447	खारेज
annulus	0.458	0.380	0.376	वलय
anointed	0.500	0.368	0.579	अभिषेक
anointing	0.653	0.350	0.547	अभिषेक
anomalous	0.281	0.480	0.423	असामान्य
anomaly	0.188	0.538	0.404	विसंगति
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	गुमनामता
anonymous	0.396	0.291	0.431	बेनामी
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	जवाफ
answerable	0.708	0.481	0.750	जवाफदेही
answering	0.684	0.500	0.607	जवाफ दिँदै
ant	0.448	0.216	0.216	कमिला
antagonism	0.224	0.618	0.524	विरोधीता
antagonist	0.240	0.615	0.700	विरोधी
antagonistic	0.296	0.604	0.565	विरोधी
antagonize	0.143	0.663	0.629	विरोधी
ante	0.448	0.320	0.417	पूर्व
antecedent	0.427	0.551	0.566	पूर्ववर्ती
antelope	0.542	0.510	0.500	मृग
antenna	0.521	0.327	0.358	एन्टेना
anterior	0.510	0.245	0.362	अगाडिको
anthem	0.780	0.343	0.729	गान
anthill	0.327	0.578	0.377	एन्थिल
anthology	0.338	0.406	0.537	संकलन
anthrax	0.188	0.730	0.500	एन्थ्रेक्स
anthropological	0.367	0.390	0.490	मानवशास्त्रीय
anthropologist	0.551	0.385	0.725	मानवशास्त्री
anthropology	0.490	0.367	0.582	मानवविज्ञान
anti	0.365	0.412	0.384	विरोधी
antiaircraft	0.330	0.622	0.629	विमान विरोधी
antibiotic	0.510	0.373	0.658	एन्टिबायोटिक
antibiotics	0.448	0.406	0.557	एन्टिबायोटिक्स
antichrist	0.082	0.837	0.544	ख्रीष्ट विरोधी
anticipate	0.622	0.469	0.667	अनुमान गर्नु
anticipation	0.698	0.539	0.711	प्रत्याशा
anticipatory	0.653	0.551	0.682	प्रत्याशित
antics	0.448	0.740	0.236	विरोधीहरू
antidote	0.541	0.490	0.629	औषधि
antifungal	0.408	0.412	0.441	एन्टिफंगल
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	एन्टिमोनी
antipathy	0.198	0.549	0.393	विरोधी भावना
antiquarian	0.500	0.233	0.426	पुरातात्विक
antiquated	0.420	0.392	0.236	पुरातन
antique	0.634	0.290	0.518	पुरातन
antiques	0.540	0.370	0.595	पुरातन वस्तुहरू
antiquity	0.385	0.333	0.556	पुरातनता
antiseptic	0.438	0.370	0.623	एन्टिसेप्टिक
antisocial	0.146	0.686	0.391	असामाजिक
antithesis	0.396	0.412	0.536	विरोधी
antithetical	0.271	0.509	0.358	विरोधी
antiviral	0.459	0.470	0.549	एन्टिभाइरल
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	गुदा
anvil	0.380	0.510	0.604	निहाई
anxiety	0.146	0.865	0.342	चिन्ता
anxietyattack	0.150	0.925	0.446	चिन्ताजनक आक्रमण
anxious	0.281	0.875	0.434	चिन्तित
anxiousness	0.235	0.814	0.282	चिन्ता
anytime	0.625	0.461	0.436	कुनै पनि समय
aorta	0.448	0.510	0.542	महाधमनी
aortic	0.436	0.540	0.438	महाधमनी
apace	0.536	0.500	0.536	गति
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	अपार्टमेन्ट
apartments	0.704	0.337	0.443	अपार्टमेन्टहरू
apathetic	0.188	0.292	0.333	उदासीन
apathy	0.184	0.212	0.204	उदासीनता
ape	0.548	0.389	0.336	वानर
aperture	0.612	0.450	0.667	एपर्चर
apex	0.570	0.433	0.418	शीर्ष
aphid	0.388	0.473	0.407	एफिड
aphrodisiac	0.750	0.846	0.667	कामोत्तेजक
apiece	0.439	0.259	0.383	प्रत्येक
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	सर्वनाश
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	क्षमाप्रार्थी
apologist	0.406	0.429	0.526	माफी माग्ने
apologize	0.551	0.378	0.389	माफी माग्नुहोस्
apology	0.571	0.346	0.402	माफी
apostasy	0.388	0.520	0.517	धर्मत्याग
apostate	0.342	0.500	0.528	धर्मत्यागी
apostle	0.646	0.347	0.732	प्रेरित
apostolic	0.592	0.300	0.717	अपोस्टोलिक
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	अपोथेकेरी
appalled	0.194	0.792	0.562	चकित
appalling	0.160	0.827	0.415	डरलाग्दो
apparatus	0.375	0.353	0.377	उपकरण
apparel	0.698	0.435	0.453	कपडा
apparent	0.473	0.383	0.398	स्पष्ट
apparently	0.531	0.410	0.426	स्पष्ट रूपमा
apparition	0.406	0.573	0.636	प्रकटीकरण
appeal	0.663	0.598	0.558	अपील
appear	0.735	0.506	0.567	देखा पर्छन्
appearance	0.669	0.490	0.534	उपस्थिति
appease	0.633	0.278	0.434	सन्तुष्ट पार्नु
appellant	0.327	0.588	0.568	अपीलकर्ता
append	0.573	0.464	0.453	संलग्न गर्नुहोस्
appendage	0.229	0.382	0.438	परिशिष्ट
appendectomy	0.177	0.670	0.554	एपेन्डेक्टोमी
appendicitis	0.031	0.640	0.347	एपेन्डिसाइटिस
appendix	0.365	0.387	0.425	परिशिष्ट
appetite	0.704	0.637	0.581	भोक
appetizer	0.755	0.560	0.406	भोक लगाउने
appetizing	0.806	0.657	0.688	भोक लगाउने
applaud	0.865	0.824	0.464	ताली बजाउनु
applause	0.953	0.857	0.621	ताली
apple	0.811	0.300	0.264	स्याऊ
apple juice	0.765	0.204	0.294	स्याउको रस
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	स्याउ
appliance	0.582	0.453	0.538	उपकरण
appliances	0.594	0.394	0.567	उपकरणहरू
applicability	0.677	0.490	0.741	प्रयोज्यता
applicable	0.469	0.430	0.667	लागू हुन्छ
applicant	0.612	0.558	0.688	आवेदक
application	0.646	0.445	0.726	आवेदन
apply	0.612	0.321	0.667	निवेदन गर्नु
appoint	0.565	0.330	0.509	नियुक्त गर्ने
appointment	0.688	0.594	0.547	नियुक्ति
appointments	0.745	0.677	0.625	नियुक्तिहरू
apportion	0.677	0.490	0.638	विभाजन
apportionment	0.552	0.481	0.453	विभाजन
appraisal	0.417	0.667	0.682	मूल्याङ्कन
appraise	0.677	0.490	0.696	मूल्यांकन
appreciable	0.873	0.491	0.778	सराहनीय
appreciate	0.885	0.422	0.741	कदर गर्छौं
appreciated	0.910	0.434	0.779	सराहना गरियो
appreciates	0.765	0.500	0.656	प्रशंसा गर्छ
appreciation	0.917	0.529	0.588	प्रशंसा
appreciative	0.857	0.380	0.654	प्रशंसा गर्ने
apprehend	0.521	0.624	0.696	समात्नु
apprehension	0.385	0.720	0.454	आशंका
apprehensive	0.406	0.592	0.431	डराउने
apprentice	0.615	0.413	0.452	प्रशिक्षु
apprenticeship	0.812	0.482	0.643	प्रशिक्षुता
approach	0.612	0.392	0.610	दृष्टिकोण
approaching	0.740	0.557	0.491	नजिक
approbate	0.646	0.590	0.860	अनुमोदन
approbation	0.792	0.529	0.774	अनुमोदन
appropriate	0.833	0.368	0.759	उपयुक्त
appropriation	0.510	0.632	0.717	विनियोजन
approval	0.854	0.460	0.889	स्वीकृति
approve	0.875	0.548	0.741	अनुमोदन
approved	0.833	0.349	0.698	स्वीकृत
approvement	0.880	0.625	0.780	अनुमोदन
approving	0.917	0.583	0.773	अनुमोदन गर्दै
approximate	0.551	0.560	0.520	अनुमानित
approximately	0.622	0.396	0.538	लगभग
approximating	0.583	0.615	0.471	अनुमानित
approximation	0.582	0.402	0.593	अनुमान
appurtenances	0.573	0.412	0.547	सहयोग
apricot	0.708	0.320	0.278	खुबानी
apron	0.582	0.208	0.245	एप्रन
apt	0.582	0.418	0.382	उपयुक्त
aptitude	0.750	0.471	0.746	योग्यता
aqua	0.656	0.292	0.359	एक्वा
aquamarine	0.729	0.306	0.413	एक्वामेरीन
aquarium	0.663	0.327	0.393	एक्वैरियम
aquatic	0.677	0.510	0.463	जलीय
aqueduct	0.551	0.411	0.534	जलवाहिनी
aqueous	0.429	0.270	0.310	जलीय
arable	0.510	0.350	0.465	कृषि योग्य
arbiter	0.561	0.537	0.814	मध्यस्थ
arbitrary	0.281	0.702	0.686	मनमानी
arbitrate	0.470	0.620	0.682	मध्यस्थता
arbitration	0.587	0.602	0.670	मध्यस्थता
arbitrator	0.385	0.448	0.795	मध्यस्थ
arbor	0.583	0.490	0.591	आर्बर
arc	0.552	0.388	0.396	चाप
arcade	0.676	0.521	0.502	आर्केड
arcane	0.500	0.490	0.637	रहस्यमय
arch	0.500	0.354	0.468	आर्क
archaeological	0.740	0.441	0.660	पुरातात्विक
archaeologist	0.552	0.451	0.706	पुरातत्वविद्
archaeology	0.596	0.358	0.691	पुरातत्व
archaic	0.271	0.327	0.332	पुरातन
archangel	0.837	0.500	0.708	प्रधान दूत
archbishop	0.622	0.280	0.776	आर्कबिशप
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	आर्केड
archer	0.573	0.622	0.661	धनुर्धारी
archery	0.594	0.604	0.589	धनुविद्या
archetype	0.448	0.520	0.569	पुरातन प्रकार
archipelago	0.745	0.370	0.592	द्वीपसमूह
architect	0.776	0.442	0.836	नक्शा वा रुपरेखा तयार पार्ने व्यक्ति
architectural	0.729	0.390	0.670	वास्तुकला
architecture	0.820	0.390	0.694	वास्तुकला
archive	0.438	0.294	0.527	अभिलेख
arctic	0.615	0.352	0.546	आर्कटिक
