English Word	Valence	Arousal	Dominance	Myanmar-Burmese Word
allegiance	0.917	0.398	0.750	သစ္စာရှိမှု
allegorical	0.517	0.558	0.598	ပြိုင်တူ
allegory	0.615	0.580	0.509	အတ္ထုပ္ပတ္တိ
allegro	0.635	0.627	0.453	အယ်လီဂရိုး
allergic	0.135	0.549	0.273	မတည့်
allergy	0.296	0.606	0.389	ဓာတ်မတည့်ခြင်း။
alleviate	0.869	0.270	0.528	သက်သာစေသည်။
alleviation	0.735	0.200	0.491	ကျဆင်းရေး
alley	0.347	0.500	0.355	လမ်းကြား
alleyway	0.357	0.471	0.382	လမ်းကြား
alliance	0.696	0.473	0.769	မဟာမိတ်
allied	0.714	0.245	0.642	မဟာမိတ်
alligator	0.354	0.704	0.645	မိကျောင်း
allocate	0.673	0.462	0.672	ခွဲဝေပေးသည်။
allocation	0.604	0.388	0.679	ခွဲဝေပေးခြင်း
allot	0.622	0.481	0.616	ခွဲပေးသည်။
allotment	0.600	0.390	0.640	ခွဲဝေပေးခြင်း
allow	0.698	0.429	0.538	ခွင့်ပြုပါ။
allowable	0.698	0.500	0.561	ခွင့်ပြုသည်။
allowance	0.673	0.382	0.591	ထောက်ပံ့ကြေး
allowed	0.730	0.360	0.655	ခွင့်ပြုသည်။
alloy	0.583	0.443	0.593	အလွိုင်း
allsmiles	0.786	0.528	0.430	အပြုံးများ
allure	0.804	0.585	0.686	ဖြားယောင်း
alluring	0.837	0.745	0.843	ထနောင်းပင်
allusion	0.440	0.308	0.462	ရည်ညွှန်းခြင်း
alluvial	0.323	0.490	0.491	မြေနုနယ်
ally	0.792	0.320	0.688	မဟာမိတ်
almanac	0.688	0.190	0.412	ဗန်းမ
almighty	0.938	0.874	0.958	အနန္တ
almond	0.698	0.183	0.314	ဗာဒံသီး
aloft	0.771	0.373	0.700	အမြင့်
aloha	0.698	0.440	0.441	aloha
alone	0.333	0.167	0.216	တစ်ယောက်တည်း
alongside	0.458	0.333	0.347	တွဲပြီး
aloof	0.189	0.423	0.302	ဝေးကွာ
aloud	0.458	0.713	0.750	အသံကျယ်ကျယ်
alpha	0.708	0.340	0.755	အယ်ဖာ
alphabet	0.562	0.204	0.672	အက်ခရာ
alphabetical	0.537	0.296	0.535	အက္ခရာစဉ်
alpine	0.594	0.337	0.474	အယ်လ်ပိုင်း
alreadyyyyy	0.592	0.717	0.351	ပြီးပြီ
altar	0.724	0.387	0.635	ယဇ်ပလ္လင်
altar boy	0.434	0.206	0.350	ယဇ်ပလ္လင်ကောင်လေး
alter	0.333	0.694	0.654	ပြောင်းလဲပါ။
alteration	0.167	0.798	0.609	လို့သိရပါတယ်။
altercation	0.170	0.806	0.500	အငြင်းအခုံ
altered	0.255	0.765	0.500	လူဆိုတာ
alternate	0.625	0.363	0.589	တလှည့်စီ
alternating	0.480	0.494	0.542	တလှည့်စီ
alternative	0.628	0.373	0.631	အခြားရွေးချယ်စရာ
altimeter	0.615	0.510	0.580	အမြင့်မီတာ
altitude	0.708	0.482	0.736	အမြင့်
alto	0.656	0.404	0.730	အယ်တို
altogether	0.833	0.324	0.644	ဘိုးတော်
aluminum	0.449	0.280	0.434	အလူမီနီယံ
alumnus	0.633	0.368	0.422	ကျောင်းသားဟောင်းများ
alveolar	0.469	0.481	0.367	alveolar
alzheimers	0.194	0.518	0.319	အယ်လ်ဇိုင်းမား
amalgam	0.438	0.333	0.510	အမာလ်ဂမ်
amalgamation	0.406	0.470	0.531	ပေါင်းစပ်ခြင်း။
amaretto	0.543	0.551	0.375	amaretto
amass	0.552	0.465	0.465	အစုလိုက်
amateur	0.469	0.500	0.409	အပျော်တမ်း
amaze	0.896	0.843	0.783	တအံ့တသြ
amazed	0.796	0.779	0.533	တအံ့တသြ
amazedness	0.827	0.872	0.510	အံ့သြခြင်း
amazement	0.750	0.800	0.639	တအံ့တသြ
amazing	0.906	0.837	0.849	အံ့သြဖွယ်
amazingly	0.918	0.765	0.920	အံ့သြလောက်အောင်
ambassador	0.651	0.529	0.917	သံအမတ်ကြီး
amber	0.635	0.308	0.369	ပယင်း
ambience	0.735	0.356	0.426	ပတ်ဝန်းကျင်
ambient	0.625	0.360	0.582	ပတ်ဝန်းကျင်
ambiguity	0.164	0.460	0.370	ရှုတ်ထွေး
ambiguous	0.265	0.462	0.358	မရေရာသော
ambit	0.479	0.380	0.386	ရည်မှန်းချက်
ambition	0.510	0.804	0.661	ရည်မှန်းချက်
ambitious	0.484	0.821	0.717	ရည်မှန်းချက်ကြီးသည်။
ambivalent	0.510	0.404	0.482	ambivalent
ambrosia	0.571	0.452	0.480	ambrosia
ambulance	0.500	0.750	0.609	လူနာတင်ယာဉ်
ambush	0.281	0.830	0.500	ဒီနေ့မနက်
ameliorate	0.770	0.548	0.747	သက်သာအောင်
amen	0.781	0.182	0.542	အာမင်
amenable	0.448	0.410	0.406	သာသာယာယာ
amend	0.688	0.406	0.658	ပြုပြင်သည်
amendment	0.531	0.459	0.606	ပြင်ဆင်ချက်
amends	0.640	0.366	0.517	ပြင်ဆင်သည်။
amenity	0.750	0.327	0.574	သာယာမှု
amethyst	0.622	0.406	0.517	ခရမ်းရောင်
amiable	0.847	0.290	0.483	ရည်မွန်သော
amicable	0.875	0.330	0.507	အနုအရင့်
amid	0.510	0.340	0.256	ကြားထဲက
amidst	0.480	0.330	0.316	ကြားနေရခြင်း။
amino	0.551	0.402	0.433	အမိုင်နို
ammo	0.323	0.765	0.621	ကျည်
ammonia	0.292	0.587	0.409	အမိုးနီးယား
ammonium	0.354	0.396	0.368	အမိုနီယမ်
ammunition	0.338	0.635	0.667	ခဲယမ်းမီးကျောက်
amnesia	0.296	0.330	0.308	သတိမေ့ခြင်း။
amnesty	0.551	0.451	0.814	လွတ်ငြိမ်းချမ်းသာခွင့်
amorous	0.844	0.670	0.636	ချစ်မြတ်နိုးသော
amorphous	0.327	0.402	0.349	amorphous
amortization	0.592	0.491	0.522	amortization
amount	0.562	0.422	0.649	ပမာဏ
amour	0.865	0.480	0.652	အချစ်
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ampersand
amphetamines	0.133	0.667	0.526	အမ်ဖီတမင်း
amphibian	0.427	0.357	0.474	ကုန်းနေရေနေသတ္တဝါ
amphibious	0.479	0.346	0.445	ကုန်းရေနှစ်သွယ်
amphitheater	0.653	0.480	0.545	ပွဲကြည့်စင်
ample	0.744	0.349	0.719	အလုံ
amplification	0.690	0.677	0.810	အသံချဲ့စက်
amplify	0.677	0.735	0.827	အသံချဲ့စက်
amplitude	0.694	0.439	0.692	လွှဲခွင်
amply	0.781	0.431	0.766	ကျယ်ကျယ်ပြန့်ပြန့်
amputate	0.092	0.660	0.509	ဖြတ်တောက်သည်။
amputation	0.100	0.755	0.483	ဖြတ်တောက်ခြင်း
amuck	0.385	0.602	0.321	amuck
amulet	0.781	0.260	0.630	အဆောင်လက်ဖွဲ့
amuse	0.812	0.684	0.664	ရွှင်မြူးသည်။
amused	0.942	0.847	0.596	ရွှင်မြူးခြင်း
amusement	0.929	0.837	0.803	ဖျော်ဖြေရေး
amusing	0.960	0.829	0.632	ရယ်စရာ
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	Anaconda
anaesthesia	0.350	0.217	0.473	မေ့ဆေး
anaesthetic	0.449	0.268	0.509	ထုံဆေး
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	စအို
analgesic	0.417	0.321	0.441	အကိုက်အခဲပျောက်ဆေး
analogous	0.531	0.270	0.500	တူညီသော
analogue	0.570	0.320	0.446	analogue
analogy	0.510	0.367	0.509	ဥဒါဟရုဏ်
analysis	0.729	0.448	0.705	ခွဲခြမ်းစိတ်ဖြာခြင်း
analyst	0.604	0.415	0.755	လေ့လာသူ
analytic	0.665	0.521	0.634	ခွဲခြမ်းစိတ်ဖြာခြင်း။
analytical	0.625	0.324	0.800	ခွဲခြမ်းစိတ်ဖြာခြင်း။
analyze	0.667	0.462	0.710	ခွဲခြမ်းစိတ်ဖြာ
analyzer	0.625	0.556	0.854	ခွဲခြမ်းစိတ်ဖြာသူ
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	မင်းမဲ့ဝါဒ
anarchist	0.204	0.700	0.759	မင်းမဲ့ဝါဒီ
anarchy	0.146	0.755	0.620	မင်းမဲ့စရိုက်
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	ကျီးကန်း
anatomic	0.562	0.442	0.546	ခန္ဓာဗေဒ
anatomy	0.562	0.390	0.571	ခန္ဓာဗေဒ
ancestor	0.592	0.388	0.594	ဘိုးဘေး
ancestral	0.640	0.481	0.750	ဘိုးဘွား
ancestry	0.708	0.519	0.717	မျိုးရိုး
anchor	0.520	0.284	0.564	ကျောက်ဆူး
anchorage	0.500	0.325	0.639	ကျောက်ချခြင်း။
ancient	0.420	0.217	0.439	ရှေးခေတ်
ancillary	0.449	0.442	0.278	နောက်ဆက်တွဲ
androgen	0.255	0.523	0.527	အန်ဒရိုဂျင်
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	ပုံတိုပတ်စ
anemia	0.188	0.327	0.310	သွေးအားနည်းရောဂါ
anemic	0.167	0.279	0.155	သွေးအားနည်းရောဂါ
anemone	0.552	0.538	0.327	ငှက်ပျောသီး
anesthesia	0.365	0.216	0.394	မေ့ဆေး
anesthesiologist	0.419	0.224	0.526	မေ့ဆေးဆရာဝန်
anesthetic	0.350	0.264	0.482	ထုံဆေး
aneurysm	0.115	0.690	0.536	သွေးယိုခြင်း။
anew	0.771	0.358	0.385	အသစ်
angel	0.906	0.158	0.704	နတ်သမီးလေး
angelic	0.927	0.298	0.668	နတ်သမီးတစ်ပါး
anger	0.167	0.865	0.657	ဒေါသ
angered	0.010	0.860	0.547	ဒေါသထွက်သည်။
angermanagement	0.260	0.632	0.482	ဒေါသထွက်ခြင်း
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	ထောင့်
angling	0.625	0.408	0.500	ထောင့်ချိုး
angora	0.529	0.425	0.405	Angora
angriest	0.094	0.892	0.430	စိတ်ဆိုးဆုံး
angry	0.122	0.830	0.604	စိတ်ဆိုး
angrytweet	0.265	0.644	0.471	စိတ်ဆိုးတယ်
angst	0.167	0.888	0.333	စိတ်မညစ်ပါ။
anguish	0.153	0.792	0.265	နာကျင်ခြင်း။
anguished	0.135	0.720	0.307	မချိတင်ကဲ
angular	0.449	0.281	0.444	ကျီးကန်း
anhydrous	0.456	0.365	0.355	ရေဓာတ်မရှိသော
animal	0.521	0.510	0.513	တိရစ္ဆာန်
animate	0.827	0.755	0.635	ကာတွန်း
animated	0.823	0.676	0.538	ကာတွန်း
animation	0.888	0.750	0.549	ကာတွန်း
animosity	0.510	0.724	0.545	ရန်ငြိုးဖွဲ့ခြင်း။
animus	0.698	0.676	0.466	သတ္တဝါ
ankle	0.500	0.274	0.234	ခြေချင်းဝတ်
anklet	0.410	0.276	0.302	ခြေကျင်းဝတ်
annals	0.427	0.610	0.424	မှတ်တမ်းများ
annex	0.594	0.350	0.458	နောက်ဆက်တွဲ
annexation	0.342	0.500	0.555	သိမ်းပိုက်ခြင်း
annexe	0.584	0.350	0.392	နောက်ဆက်တွဲ
annihilate	0.115	0.918	0.681	ချေမှုန်းပါ။
annihilated	0.080	0.760	0.324	ပျက်သုန်းသည်။
annihilation	0.041	0.800	0.591	ပျက်ဆီးခြင်း
anniversary	0.880	0.770	0.723	နှစ်ပတ်လည်နေ့
annotate	0.592	0.469	0.441	မှတ်ချက်ချပါ။
annotation	0.604	0.470	0.619	မှတ်ချက်
announce	0.694	0.618	0.611	ကြေငြာ
announcement	0.729	0.491	0.482	ကြေငြာချက်
announcer	0.602	0.570	0.732	ကြေညာသူ
annoy	0.094	0.765	0.286	စိတ်ဆိုး
annoyance	0.167	0.718	0.342	မှောင့်
annoyed	0.104	0.783	0.345	စိတ်ဆိုးတယ်။
annoyin	0.260	0.573	0.352	စိတ်အနှောက်အယှက်
annoying	0.082	0.853	0.348	စိတ်အနှောက်အယှက်
annoys	0.146	0.778	0.435	စိတ်အနှောက်အယှက်
annual	0.552	0.236	0.500	နှစ်စဉ်
annuity	0.521	0.304	0.527	နှစ်စဉ်
annul	0.250	0.448	0.364	ဖျက်သိမ်းရန်
annular	0.310	0.385	0.412	အဝိုင်း
annulment	0.153	0.375	0.447	ဖျက်သိမ်းခြင်း။
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	ဘိသိက်ခံ
anointing	0.653	0.350	0.547	လိမ်းပါ။
anomalous	0.281	0.480	0.423	မမှန်ပါ။
anomaly	0.188	0.538	0.404	မမှန်
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	အမည်ဝှက်
anonymous	0.396	0.291	0.431	အမည်မသိ
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	ဖြေ
answerable	0.708	0.481	0.750	ဖြေနိုင်သော
answering	0.684	0.500	0.607	ဖြေဆိုခြင်း။
ant	0.448	0.216	0.216	ပုရွက်ဆိတ်
antagonism	0.224	0.618	0.524	ဆန့်ကျင်ဘက်ဝါဒ
antagonist	0.240	0.615	0.700	ရန်သူ
antagonistic	0.296	0.604	0.565	ဆန့်ကျင်ဘက်
antagonize	0.143	0.663	0.629	ဆန့်ကျင်ဖက်
ante	0.448	0.320	0.417	အန်တီ
antecedent	0.427	0.551	0.566	ရှေးက
antelope	0.542	0.510	0.500	ငှက်သိုက်
antenna	0.521	0.327	0.358	အင်တာနာ
anterior	0.510	0.245	0.362	ရှေ့
anthem	0.780	0.343	0.729	နိုင်ငံတော်သီချင်း
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	ကဗျာစာအုပ်
anthrax	0.188	0.730	0.500	ပိုးသတ်ဆေး
anthropological	0.367	0.390	0.490	မနုဿဗေဒ
anthropologist	0.551	0.385	0.725	မနုဿဗေဒပညာရှင်
anthropology	0.490	0.367	0.582	မနုဿဗေဒ
anti	0.365	0.412	0.384	ဆန့်ကျင်သည်။
antiaircraft	0.330	0.622	0.629	တိုက်လေယာဉ်
antibiotic	0.510	0.373	0.658	ပဋိဇီဝဆေး
antibiotics	0.448	0.406	0.557	ပဋိဇီဝဆေး
antichrist	0.082	0.837	0.544	အန္တိခရစ်
anticipate	0.622	0.469	0.667	မျှော်မှန်းသည်။
anticipation	0.698	0.539	0.711	မျှော်မှန်းချက်
anticipatory	0.653	0.551	0.682	မျှော်မှန်းချက်
antics	0.448	0.740	0.236	ဆန့်ကျင်ဘက်များ
antidote	0.541	0.490	0.629	ဖြေဆေး
antifungal	0.408	0.412	0.441	မှိုသတ်ဆေး
antigravity	0.430	0.714	0.658	ဒြပ်ဆွဲအား
antimony	0.378	0.398	0.490	ခနောက်စိမ်း
antipathy	0.198	0.549	0.393	အာဃာတ
antiquarian	0.500	0.233	0.426	ရှေးဟောင်းပစ္စည်း
antiquated	0.420	0.392	0.236	ခေတ်နောက်ကျ
antique	0.634	0.290	0.518	ရှေးဟောင်း
antiques	0.540	0.370	0.595	ရှေးဟောင်းပစ္စည်းများ
antiquity	0.385	0.333	0.556	ရှေးခေတ်
antiseptic	0.438	0.370	0.623	ပိုးသတ်ဆေး
antisocial	0.146	0.686	0.391	လူမှုရေးဆန့်ကျင်ရေး
antithesis	0.396	0.412	0.536	ဆန့်ကျင်ဘက်
antithetical	0.271	0.509	0.358	ဆန့်ကျင်ဘက်
antiviral	0.459	0.470	0.549	ဗိုင်းရပ်စ်ပိုး
antler	0.448	0.470	0.500	သမင်ချို
antsy	0.449	0.558	0.417	ဒေါသ
anus	0.347	0.644	0.350	စအို
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	ပူပင်သောက
anxietyattack	0.150	0.925	0.446	စိုးရိမ်ပူပန်မှု
anxious	0.281	0.875	0.434	စိတ်စော
anxiousness	0.235	0.814	0.282	စိုးရိမ်စိတ်
anytime	0.625	0.461	0.436	အချိန်မရွေး
aorta	0.448	0.510	0.542	သွေးလွှတ်ကြော
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	မြန်သည်။
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	တိုက်ခန်း
apartments	0.704	0.337	0.443	တိုက်ခန်းများ
apathetic	0.188	0.292	0.333	စိတ်မနာတတ်
apathy	0.184	0.212	0.204	မနာလို
ape	0.548	0.389	0.336	မျောက်ဝံ
aperture	0.612	0.450	0.667	အလင်းဝင်ပေါက်
apex	0.570	0.433	0.418	အထွတ်
aphid	0.388	0.473	0.407	ပိုးမွှား
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	အပိုင်းတစ်ခု
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	တောင်းပန်သည်။
apologist	0.406	0.429	0.526	တောင်းပန်ပါတယ်။
apologize	0.551	0.378	0.389	တောင်းပန်ပါတယ်။
apology	0.571	0.346	0.402	တောင်းပန်ခြင်း။
apostasy	0.388	0.520	0.517	အယူဖောက်ပြန်ခြင်း
apostate	0.342	0.500	0.528	အယူဖောက်ပြန်
apostle	0.646	0.347	0.732	တမန်တော်
